ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouders_4;OverigeHuishoudens_5
2256;24;Verweduwd;2039;9;4;0;5;0
2257;24;Verweduwd;2040;9;4;0;5;0
2258;24;Verweduwd;2041;9;4;0;5;0
2259;24;Verweduwd;2042;9;4;0;5;0
2260;24;Verweduwd;2043;9;4;0;5;0
2261;24;Verweduwd;2044;9;4;0;5;0
2262;24;Verweduwd;2045;9;4;0;5;0
2263;24;Verweduwd;2046;9;4;0;5;0
2264;24;Verweduwd;2047;9;4;0;5;0
2265;24;Verweduwd;2048;9;4;0;5;0
2266;24;Verweduwd;2049;9;4;0;5;0
2267;24;Verweduwd;2050;9;4;0;5;0
2268;24;Gescheiden;2009;507;254;35;211;7
2269;24;Gescheiden;2010;482;242;38;196;6
2270;24;Gescheiden;2011;506;251;44;204;7
2271;24;Gescheiden;2012;520;258;49;206;7
2272;24;Gescheiden;2013;536;264;53;212;7
2273;24;Gescheiden;2014;550;271;55;216;8
2274;24;Gescheiden;2015;586;287;59;232;8
2275;24;Gescheiden;2016;601;290;61;242;8
2276;24;Gescheiden;2017;598;289;61;240;8
2277;24;Gescheiden;2018;596;289;60;239;8
2278;24;Gescheiden;2019;599;290;62;239;8
2279;24;Gescheiden;2020;590;285;61;236;8
2280;24;Gescheiden;2021;590;286;61;235;8
2281;24;Gescheiden;2022;595;289;61;237;8
2282;24;Gescheiden;2023;611;297;64;242;8
2283;24;Gescheiden;2024;617;300;65;243;9
2284;24;Gescheiden;2025;629;306;66;248;9
2285;24;Gescheiden;2026;622;303;65;245;9
2286;24;Gescheiden;2027;618;301;65;243;9
2287;24;Gescheiden;2028;618;301;65;243;9
2288;24;Gescheiden;2029;602;294;64;236;8
2289;24;Gescheiden;2030;589;288;62;231;8
2290;24;Gescheiden;2031;584;285;62;229;8
2291;24;Gescheiden;2032;578;282;61;227;8
2292;24;Gescheiden;2033;590;288;63;231;8
2293;24;Gescheiden;2034;581;283;62;228;8
2294;24;Gescheiden;2035;577;281;62;226;8
2295;24;Gescheiden;2036;576;281;62;225;8
2296;24;Gescheiden;2037;576;281;62;225;8
2297;24;Gescheiden;2038;577;281;62;226;8
2298;24;Gescheiden;2039;576;281;62;225;8
2299;24;Gescheiden;2040;578;282;62;226;8
2300;24;Gescheiden;2041;579;283;62;226;8
2301;24;Gescheiden;2042;583;284;64;227;8
2302;24;Gescheiden;2043;587;286;64;229;8
2303;24;Gescheiden;2044;589;287;64;230;8
2304;24;Gescheiden;2045;593;289;65;231;8
2305;24;Gescheiden;2046;594;289;65;232;8
2306;24;Gescheiden;2047;597;291;65;233;8
2307;24;Gescheiden;2048;599;293;65;233;8
2308;24;Gescheiden;2049;602;293;67;234;8
2309;24;Gescheiden;2050;604;294;67;235;8
2310;25;Referentiepersonen;2009;89418;52762;30780;3971;1905
2311;25;Referentiepersonen;2010;92400;54822;31579;4088;1911
2312;25;Referentiepersonen;2011;93650;56097;31583;4047;1923
2313;25;Referentiepersonen;2012;96205;57926;32000;4304;1975
2314;25;Referentiepersonen;2013;97304;58715;32213;4371;2005
2315;25;Referentiepersonen;2014;97321;58886;31981;4444;2010
2316;25;Referentiepersonen;2015;98442;59667;32215;4524;2036
2317;25;Referentiepersonen;2016;102439;62043;33571;4705;2120
2318;25;Referentiepersonen;2017;102517;62155;33463;4775;2124
2319;25;Referentiepersonen;2018;101680;61649;33181;4740;2110
2320;25;Referentiepersonen;2019;100962;61290;32856;4719;2097
2321;25;Referentiepersonen;2020;101445;61597;33006;4733;2109
2322;25;Referentiepersonen;2021;99265;60291;32271;4638;2065
2323;25;Referentiepersonen;2022;99323;60243;32402;4611;2067
2324;25;Referentiepersonen;2023;99852;60704;32386;4684;2078
2325;25;Referentiepersonen;2024;102796;62460;33398;4800;2138
2326;25;Referentiepersonen;2025;103585;62938;33671;4820;2156
2327;25;Referentiepersonen;2026;105563;64245;34181;4941;2196
2328;25;Referentiepersonen;2027;104209;63447;33723;4867;2172
2329;25;Referentiepersonen;2028;103457;63025;33448;4825;2159
2330;25;Referentiepersonen;2029;102910;62740;33218;4803;2149
2331;25;Referentiepersonen;2030;99939;61008;32160;4681;2090
2332;25;Referentiepersonen;2031;97369;59439;31340;4551;2039
2333;25;Referentiepersonen;2032;96417;58847;31049;4500;2021
2334;25;Referentiepersonen;2033;94972;58041;30479;4462;1990
2335;25;Referentiepersonen;2034;97091;59277;31238;4543;2033
2336;25;Referentiepersonen;2035;95546;58315;30758;4471;2002
2337;25;Referentiepersonen;2036;94549;57677;30469;4424;1979
2338;25;Referentiepersonen;2037;94409;57551;30466;4417;1975
2339;25;Referentiepersonen;2038;94438;57520;30529;4415;1974
2340;25;Referentiepersonen;2039;94686;57615;30669;4426;1976
2341;25;Referentiepersonen;2040;94741;57591;30749;4426;1975
2342;25;Referentiepersonen;2041;95103;57752;30930;4441;1980
2343;25;Referentiepersonen;2042;95548;57959;31143;4459;1987
2344;25;Referentiepersonen;2043;96070;58215;31378;4481;1996
2345;25;Referentiepersonen;2044;96615;58485;31622;4504;2004
2346;25;Referentiepersonen;2045;97182;58769;31873;4527;2013
2347;25;Referentiepersonen;2046;97768;59066;32126;4553;2023
2348;25;Referentiepersonen;2047;98326;59348;32371;4575;2032
2349;25;Referentiepersonen;2048;98815;59591;32587;4597;2040
2350;25;Referentiepersonen;2049;99242;59800;32781;4615;2046
2351;25;Referentiepersonen;2050;99599;59971;32946;4630;2052
2352;25;Ongehuwd;2009;79736;51746;22832;3334;1824
2353;25;Ongehuwd;2010;82699;53816;23603;3450;1830
2354;25;Ongehuwd;2011;84122;55109;23724;3444;1845
2355;25;Ongehuwd;2012;86524;56921;24021;3687;1895
2356;25;Ongehuwd;2013;87448;57697;24080;3747;1924
2357;25;Ongehuwd;2014;87421;57857;23830;3806;1928
2358;25;Ongehuwd;2015;88392;58616;23952;3872;1952
2359;25;Ongehuwd;2016;91942;60945;24948;4017;2032
2360;25;Ongehuwd;2017;91974;61048;24823;4068;2035
2361;25;Ongehuwd;2018;91183;60548;24574;4040;2021
2362;25;Ongehuwd;2019;90520;60191;24298;4022;2009
2363;25;Ongehuwd;2020;90940;60490;24395;4035;2020
2364;25;Ongehuwd;2021;88947;59204;23812;3952;1979
2365;25;Ongehuwd;2022;88969;59155;23904;3930;1980
2366;25;Ongehuwd;2023;89477;59607;23886;3994;1990
2367;25;Ongehuwd;2024;92136;61333;24660;4095;2048
2368;25;Ongehuwd;2025;92842;61802;24861;4114;2065
2369;25;Ongehuwd;2026;94649;63084;25242;4219;2104
2370;25;Ongehuwd;2027;93411;62300;24876;4155;2080
2371;25;Ongehuwd;2028;92724;61884;24653;4119;2068
2372;25;Ongehuwd;2029;92229;61604;24467;4100;2058
2373;25;Ongehuwd;2030;89541;59899;23647;3994;2001
2374;25;Ongehuwd;2031;87204;58355;23015;3882;1952
2375;25;Ongehuwd;2032;86340;57774;22794;3837;1935
2376;25;Ongehuwd;2033;85051;56981;22360;3804;1906
2377;25;Ongehuwd;2034;86971;58196;22953;3875;1947
2378;25;Ongehuwd;2035;85569;57250;22591;3812;1916
2379;25;Ongehuwd;2036;84664;56622;22376;3771;1895
2380;25;Ongehuwd;2037;84539;56499;22383;3765;1892
2381;25;Ongehuwd;2038;84564;56469;22440;3764;1891
2382;25;Ongehuwd;2039;84785;56562;22557;3773;1893
2383;25;Ongehuwd;2040;84830;56538;22627;3773;1892
2384;25;Ongehuwd;2041;85155;56697;22775;3786;1897
2385;25;Ongehuwd;2042;85552;56900;22946;3802;1904
2386;25;Ongehuwd;2043;86017;57151;23134;3821;1911
2387;25;Ongehuwd;2044;86506;57416;23330;3841;1919
2388;25;Ongehuwd;2045;87014;57696;23529;3861;1928
2389;25;Ongehuwd;2046;87538;57987;23731;3883;1937
2390;25;Ongehuwd;2047;88039;58264;23926;3903;1946
2391;25;Ongehuwd;2048;88479;58504;24100;3921;1954
2392;25;Ongehuwd;2049;88861;58709;24255;3937;1960
2393;25;Ongehuwd;2050;89181;58877;24389;3950;1965
2394;25;Gehuwd;2009;8875;616;7887;299;73
2395;25;Gehuwd;2010;8881;597;7908;304;72
2396;25;Gehuwd;2011;8736;587;7789;291;69
2397;25;Gehuwd;2012;8865;595;7902;297;71
2398;25;Gehuwd;2013;9024;601;8050;301;72
2399;25;Gehuwd;2014;9048;605;8064;307;72
2400;25;Gehuwd;2015;9177;616;8173;314;74
2401;25;Gehuwd;2016;9575;642;8528;328;77
2402;25;Gehuwd;2017;9601;646;8542;335;78
2403;25;Gehuwd;2018;9562;643;8509;332;78
2404;25;Gehuwd;2019;9508;641;8460;330;77
2405;25;Gehuwd;2020;9565;645;8512;330;78
2406;25;Gehuwd;2021;9394;633;8361;324;76
2407;25;Gehuwd;2022;9429;633;8399;321;76
2408;25;Gehuwd;2023;9440;637;8401;325;77
2409;25;Gehuwd;2024;9701;655;8635;332;79
2410;25;Gehuwd;2025;9778;660;8706;332;80
2411;25;Gehuwd;2026;9928;674;8833;340;81
2412;25;Gehuwd;2027;9823;666;8741;335;81
2413;25;Gehuwd;2028;9765;663;8690;332;80
2414;25;Gehuwd;2029;9716;660;8646;330;80
2415;25;Gehuwd;2030;9455;643;8411;323;78
2416;25;Gehuwd;2031;9243;628;8225;314;76
2417;25;Gehuwd;2032;9163;622;8155;311;75
2418;25;Gehuwd;2033;9016;613;8020;309;74
2419;25;Gehuwd;2034;9199;625;8185;314;75
2420;25;Gehuwd;2035;9067;616;8067;309;75
2421;25;Gehuwd;2036;8984;610;7994;306;74
2422;25;Gehuwd;2037;8971;608;7984;306;73
2423;25;Gehuwd;2038;8976;607;7990;306;73
2424;25;Gehuwd;2039;9000;608;8012;307;73
2425;25;Gehuwd;2040;9010;608;8022;307;73
2426;25;Gehuwd;2041;9045;609;8055;308;73
2427;25;Gehuwd;2042;9089;611;8096;309;73
2428;25;Gehuwd;2043;9141;614;8143;310;74
2429;25;Gehuwd;2044;9194;617;8191;312;74
2430;25;Gehuwd;2045;9247;619;8241;313;74
2431;25;Gehuwd;2046;9304;622;8292;315;75
2432;25;Gehuwd;2047;9357;625;8341;316;75
2433;25;Gehuwd;2048;9403;627;8383;318;75
2434;25;Gehuwd;2049;9443;629;8420;319;75
2435;25;Gehuwd;2050;9477;630;8451;320;76
2436;25;Verweduwd;2009;21;10;1;10;0
2437;25;Verweduwd;2010;15;6;0;9;0
2438;25;Verweduwd;2011;16;7;0;9;0
2439;25;Verweduwd;2012;15;7;0;8;0
2440;25;Verweduwd;2013;15;7;0;8;0
2441;25;Verweduwd;2014;15;7;0;8;0
2442;25;Verweduwd;2015;16;8;0;8;0
2443;25;Verweduwd;2016;17;8;0;9;0
2444;25;Verweduwd;2017;18;8;1;9;0
2445;25;Verweduwd;2018;18;8;1;9;0
2446;25;Verweduwd;2019;18;8;1;9;0
2447;25;Verweduwd;2020;18;8;1;9;0
2448;25;Verweduwd;2021;18;8;1;9;0
2449;25;Verweduwd;2022;18;8;1;9;0
2450;25;Verweduwd;2023;18;8;1;9;0
2451;25;Verweduwd;2024;18;8;1;9;0
2452;25;Verweduwd;2025;18;8;1;9;0
2453;25;Verweduwd;2026;18;8;1;9;0
2454;25;Verweduwd;2027;18;8;1;9;0
2455;25;Verweduwd;2028;17;7;1;9;0
2456;25;Verweduwd;2029;17;7;1;9;0
2457;25;Verweduwd;2030;16;7;1;8;0
2458;25;Verweduwd;2031;16;7;1;8;0
2459;25;Verweduwd;2032;16;7;1;8;0
2460;25;Verweduwd;2033;16;7;1;8;0
2461;25;Verweduwd;2034;16;7;1;8;0
2462;25;Verweduwd;2035;16;7;1;8;0
2463;25;Verweduwd;2036;16;7;1;8;0
2464;25;Verweduwd;2037;16;7;1;8;0
2465;25;Verweduwd;2038;15;7;1;7;0
2466;25;Verweduwd;2039;15;7;1;7;0
2467;25;Verweduwd;2040;15;7;1;7;0
2468;25;Verweduwd;2041;15;7;1;7;0
2469;25;Verweduwd;2042;15;7;1;7;0
2470;25;Verweduwd;2043;15;7;1;7;0
2471;25;Verweduwd;2044;15;7;1;7;0
2472;25;Verweduwd;2045;15;7;1;7;0
2473;25;Verweduwd;2046;15;7;1;7;0
2474;25;Verweduwd;2047;15;7;1;7;0
2475;25;Verweduwd;2048;15;7;1;7;0
2476;25;Verweduwd;2049;15;7;1;7;0
2477;25;Verweduwd;2050;15;7;1;7;0
2478;25;Gescheiden;2009;786;390;60;328;8
2479;25;Gescheiden;2010;805;403;68;325;9
2480;25;Gescheiden;2011;776;394;70;303;9
2481;25;Gescheiden;2012;801;403;77;312;9
2482;25;Gescheiden;2013;817;410;83;315;9
2483;25;Gescheiden;2014;837;417;87;323;10
2484;25;Gescheiden;2015;857;427;90;330;10
2485;25;Gescheiden;2016;905;448;95;351;11
2486;25;Gescheiden;2017;924;453;97;363;11
2487;25;Gescheiden;2018;917;450;97;359;11
2488;25;Gescheiden;2019;916;450;97;358;11
2489;25;Gescheiden;2020;922;454;98;359;11
2490;25;Gescheiden;2021;906;446;97;353;10
2491;25;Gescheiden;2022;907;447;98;351;11
2492;25;Gescheiden;2023;917;452;98;356;11
2493;25;Gescheiden;2024;941;464;102;364;11
2494;25;Gescheiden;2025;947;468;103;365;11
2495;25;Gescheiden;2026;968;479;105;373;11
2496;25;Gescheiden;2027;957;473;105;368;11
2497;25;Gescheiden;2028;951;471;104;365;11
2498;25;Gescheiden;2029;948;469;104;364;11
2499;25;Gescheiden;2030;927;459;101;356;11
2500;25;Gescheiden;2031;906;449;99;347;11
2501;25;Gescheiden;2032;898;444;99;344;11
2502;25;Gescheiden;2033;889;440;98;341;10
2503;25;Gescheiden;2034;905;449;99;346;11
2504;25;Gescheiden;2035;894;442;99;342;11
2505;25;Gescheiden;2036;885;438;98;339;10
2506;25;Gescheiden;2037;883;437;98;338;10
2507;25;Gescheiden;2038;883;437;98;338;10
2508;25;Gescheiden;2039;886;438;99;339;10
2509;25;Gescheiden;2040;886;438;99;339;10
2510;25;Gescheiden;2041;888;439;99;340;10
2511;25;Gescheiden;2042;892;441;100;341;10
2512;25;Gescheiden;2043;897;443;100;343;11
2513;25;Gescheiden;2044;900;445;100;344;11
2514;25;Gescheiden;2045;906;447;102;346;11
2515;25;Gescheiden;2046;911;450;102;348;11
2516;25;Gescheiden;2047;915;452;103;349;11
2517;25;Gescheiden;2048;918;453;103;351;11
2518;25;Gescheiden;2049;923;455;105;352;11
2519;25;Gescheiden;2050;926;457;105;353;11
2520;26;Referentiepersonen;2009;97067;52895;38014;4461;1697
2521;26;Referentiepersonen;2010;97128;53030;37856;4577;1665
2522;26;Referentiepersonen;2011;100044;54957;38707;4688;1692
2523;26;Referentiepersonen;2012;101399;56270;38747;4666;1716
2524;26;Referentiepersonen;2013;104152;58075;39364;4946;1767
2525;26;Referentiepersonen;2014;105347;58803;39740;5011;1793
2526;26;Referentiepersonen;2015;105313;58924;39513;5079;1797
2527;26;Referentiepersonen;2016;106528;59710;39833;5165;1820
2528;26;Referentiepersonen;2017;110863;62094;41509;5365;1895
2529;26;Referentiepersonen;2018;110919;62199;41387;5436;1897
2530;26;Referentiepersonen;2019;110031;61694;41058;5392;1887
2531;26;Referentiepersonen;2020;109275;61346;40685;5369;1875
2532;26;Referentiepersonen;2021;109804;61649;40885;5385;1885
2533;26;Referentiepersonen;2022;107452;60345;39986;5275;1846
2534;26;Referentiepersonen;2023;107545;60308;40145;5243;1849
2535;26;Referentiepersonen;2024;108060;60758;40119;5327;1856
2536;26;Referentiepersonen;2025;111252;62532;41351;5457;1912
2537;26;Referentiepersonen;2026;112120;63029;41680;5483;1928
2538;26;Referentiepersonen;2027;114214;64335;42299;5616;1964
2539;26;Referentiepersonen;2028;112779;63557;41746;5533;1943
2540;26;Referentiepersonen;2029;111985;63143;41423;5487;1932
2541;26;Referentiepersonen;2030;111403;62862;41157;5461;1923
2542;26;Referentiepersonen;2031;108200;61127;39876;5326;1871
2543;26;Referentiepersonen;2032;105452;59563;38886;5177;1826
2544;26;Referentiepersonen;2033;104447;58974;38543;5121;1809
2545;26;Referentiepersonen;2034;102867;58156;37853;5077;1781
2546;26;Referentiepersonen;2035;105176;59388;38799;5169;1820
2547;26;Referentiepersonen;2036;103518;58422;38219;5087;1790
2548;26;Referentiepersonen;2037;102450;57777;37866;5036;1771
2549;26;Referentiepersonen;2038;102303;57642;37868;5026;1767
2550;26;Referentiepersonen;2039;102338;57602;37943;5028;1765
2551;26;Referentiepersonen;2040;102605;57686;38112;5040;1767
2552;26;Referentiepersonen;2041;102661;57653;38203;5039;1766
2553;26;Referentiepersonen;2042;103049;57803;38422;5054;1770
2554;26;Referentiepersonen;2043;103525;58000;38673;5076;1776
2555;26;Referentiepersonen;2044;104082;58243;38956;5099;1784
2556;26;Referentiepersonen;2045;104665;58503;39244;5127;1791
2557;26;Referentiepersonen;2046;105271;58776;39543;5154;1798
2558;26;Referentiepersonen;2047;105894;59063;39843;5182;1806
2559;26;Referentiepersonen;2048;106483;59331;40131;5208;1813
2560;26;Referentiepersonen;2049;107010;59570;40387;5232;1821
2561;26;Referentiepersonen;2050;107453;59767;40612;5248;1826
2562;26;Ongehuwd;2009;83813;51618;26984;3604;1607
2563;26;Ongehuwd;2010;83808;51767;26750;3715;1576
2564;26;Ongehuwd;2011;86596;53686;27477;3830;1603
2565;26;Ongehuwd;2012;88094;55008;27612;3846;1628
2566;26;Ongehuwd;2013;90622;56792;28050;4104;1676
2567;26;Ongehuwd;2014;91605;57502;28241;4161;1701
2568;26;Ongehuwd;2015;91541;57613;28012;4212;1704
2569;26;Ongehuwd;2016;92567;58375;28186;4281;1725
2570;26;Ongehuwd;2017;96292;60698;29361;4438;1795
2571;26;Ongehuwd;2018;96307;60796;29225;4489;1797
2572;26;Ongehuwd;2019;95483;60298;28946;4453;1786
2573;26;Ongehuwd;2020;94810;59954;28647;4434;1775
2574;26;Ongehuwd;2021;95254;60247;28775;4448;1784
2575;26;Ongehuwd;2022;93172;58969;28099;4356;1748
2576;26;Ongehuwd;2023;93217;58930;28206;4330;1751
2577;26;Ongehuwd;2024;93707;59369;28178;4402;1758
2578;26;Ongehuwd;2025;96499;61104;29072;4513;1810
2579;26;Ongehuwd;2026;97247;61589;29299;4534;1825
2580;26;Ongehuwd;2027;99113;62866;29739;4648;1860
2581;26;Ongehuwd;2028;97839;62102;29319;4578;1840
2582;26;Ongehuwd;2029;97136;61697;29071;4539;1829
2583;26;Ongehuwd;2030;96629;61421;28870;4518;1820
2584;26;Ongehuwd;2031;93824;59722;27930;4402;1770
2585;26;Ongehuwd;2032;91404;58190;27207;4279;1728
2586;26;Ongehuwd;2033;90519;57614;26963;4230;1712
2587;26;Ongehuwd;2034;89158;56813;26466;4193;1686
2588;26;Ongehuwd;2035;91185;58019;27172;4271;1723
2589;26;Ongehuwd;2036;89725;57073;26755;4202;1695
2590;26;Ongehuwd;2037;88784;56442;26507;4158;1677
2591;26;Ongehuwd;2038;88653;56310;26519;4150;1674
2592;26;Ongehuwd;2039;88678;56271;26584;4151;1672
2593;26;Ongehuwd;2040;88905;56352;26718;4161;1674
2594;26;Ongehuwd;2041;88947;56320;26794;4160;1673
2595;26;Ongehuwd;2042;89278;56466;26961;4174;1677
2596;26;Ongehuwd;2043;89685;56659;27152;4192;1682
2597;26;Ongehuwd;2044;90165;56898;27366;4212;1689
2598;26;Ongehuwd;2045;90667;57152;27585;4234;1696
2599;26;Ongehuwd;2046;91190;57419;27810;4257;1704
2600;26;Ongehuwd;2047;91727;57699;28037;4281;1710
2601;26;Ongehuwd;2048;92238;57963;28255;4303;1717
2602;26;Ongehuwd;2049;92692;58195;28450;4323;1724
2603;26;Ongehuwd;2050;93077;58388;28622;4339;1728
2604;26;Gehuwd;2009;12029;686;10906;359;78
2605;26;Gehuwd;2010;12109;677;10985;370;77
2606;26;Gehuwd;2011;12219;673;11098;372;76
2607;26;Gehuwd;2012;12109;671;11001;361;76
2608;26;Gehuwd;2013;12303;683;11171;371;78
2609;26;Gehuwd;2014;12494;692;11348;375;79
2610;26;Gehuwd;2015;12502;695;11347;380;80
2611;26;Gehuwd;2016;12665;707;11489;388;81
2612;26;Gehuwd;2017;13209;738;11981;404;86
2613;26;Gehuwd;2018;13230;741;11994;410;85
2614;26;Gehuwd;2019;13171;736;11943;406;86
2615;26;Gehuwd;2020;13093;734;11870;404;85
2616;26;Gehuwd;2021;13167;738;11939;404;86
2617;26;Gehuwd;2022;12923;724;11719;396;84
2618;26;Gehuwd;2023;12970;724;11769;393;84
2619;26;Gehuwd;2024;12981;729;11771;398;83
2620;26;Gehuwd;2025;13345;749;12103;406;87
2621;26;Gehuwd;2026;13454;755;12203;408;88
2622;26;Gehuwd;2027;13654;770;12379;416;89
2623;26;Gehuwd;2028;13508;762;12247;411;88
2624;26;Gehuwd;2029;13424;757;12172;407;88
2625;26;Gehuwd;2030;13353;754;12107;404;88
2626;26;Gehuwd;2031;12988;735;11771;396;86
2627;26;Gehuwd;2032;12694;718;11507;385;84
2628;26;Gehuwd;2033;12585;710;11410;382;83
2629;26;Gehuwd;2034;12381;701;11220;379;81
2630;26;Gehuwd;2035;12638;714;11456;385;83
2631;26;Gehuwd;2036;12457;703;11294;379;81
2632;26;Gehuwd;2037;12342;695;11191;376;80
2633;26;Gehuwd;2038;12329;694;11181;375;79
2634;26;Gehuwd;2039;12338;693;11191;375;79
2635;26;Gehuwd;2040;12375;695;11225;376;79
2636;26;Gehuwd;2041;12389;694;11240;376;79
2637;26;Gehuwd;2042;12443;696;11291;377;79
2638;26;Gehuwd;2043;12507;698;11350;379;80
2639;26;Gehuwd;2044;12579;700;11418;380;81
2640;26;Gehuwd;2045;12652;703;11486;382;81
2641;26;Gehuwd;2046;12728;706;11558;384;80
2642;26;Gehuwd;2047;12806;709;11630;386;81
2643;26;Gehuwd;2048;12878;711;11699;387;81
2644;26;Gehuwd;2049;12944;714;11759;389;82
2645;26;Gehuwd;2050;12999;716;11811;389;83
2646;26;Verweduwd;2009;35;19;1;15;0
2647;26;Verweduwd;2010;29;13;1;15;0
2648;26;Verweduwd;2011;24;10;1;13;0
2649;26;Verweduwd;2012;24;11;1;12;0
2650;26;Verweduwd;2013;23;11;1;11;0
2651;26;Verweduwd;2014;23;11;1;11;0
2652;26;Verweduwd;2015;24;11;1;12;0
2653;26;Verweduwd;2016;24;11;1;12;0
2654;26;Verweduwd;2017;24;11;1;12;0
2655;26;Verweduwd;2018;25;11;1;13;0
2656;26;Verweduwd;2019;25;11;1;13;0
2657;26;Verweduwd;2020;25;11;1;13;0
2658;26;Verweduwd;2021;25;11;1;13;0
2659;26;Verweduwd;2022;24;11;1;12;0
2660;26;Verweduwd;2023;24;11;1;12;0
2661;26;Verweduwd;2024;24;11;1;12;0
2662;26;Verweduwd;2025;24;11;1;12;0
2663;26;Verweduwd;2026;24;11;1;12;0
2664;26;Verweduwd;2027;24;11;1;12;0
2665;26;Verweduwd;2028;24;11;1;12;0
2666;26;Verweduwd;2029;24;11;1;12;0
2667;26;Verweduwd;2030;24;11;1;12;0
2668;26;Verweduwd;2031;23;10;1;12;0
2669;26;Verweduwd;2032;22;10;1;11;0
2670;26;Verweduwd;2033;22;10;1;11;0
2671;26;Verweduwd;2034;22;10;1;11;0
2672;26;Verweduwd;2035;22;10;1;11;0
2673;26;Verweduwd;2036;22;10;1;11;0
2674;26;Verweduwd;2037;22;10;1;11;0
2675;26;Verweduwd;2038;22;10;1;11;0
2676;26;Verweduwd;2039;22;10;1;11;0
2677;26;Verweduwd;2040;22;10;1;11;0
2678;26;Verweduwd;2041;22;10;1;11;0
2679;26;Verweduwd;2042;22;10;1;11;0
2680;26;Verweduwd;2043;22;10;1;11;0
2681;26;Verweduwd;2044;21;9;1;11;0
2682;26;Verweduwd;2045;21;9;1;11;0
2683;26;Verweduwd;2046;21;9;1;11;0
2684;26;Verweduwd;2047;21;9;1;11;0
2685;26;Verweduwd;2048;21;9;1;11;0
2686;26;Verweduwd;2049;21;9;1;11;0
2687;26;Verweduwd;2050;21;9;1;11;0
2688;26;Gescheiden;2009;1190;572;123;483;12
2689;26;Gescheiden;2010;1182;573;120;477;12
2690;26;Gescheiden;2011;1205;588;131;473;13
2691;26;Gescheiden;2012;1172;580;133;447;12
2692;26;Gescheiden;2013;1204;589;142;460;13
2693;26;Gescheiden;2014;1225;598;150;464;13
2694;26;Gescheiden;2015;1246;605;153;475;13
2695;26;Gescheiden;2016;1272;617;157;484;14
2696;26;Gescheiden;2017;1338;647;166;511;14
2697;26;Gescheiden;2018;1357;651;167;524;15
2698;26;Gescheiden;2019;1352;649;168;520;15
2699;26;Gescheiden;2020;1347;647;167;518;15
2700;26;Gescheiden;2021;1358;653;170;520;15
2701;26;Gescheiden;2022;1333;641;167;511;14
2702;26;Gescheiden;2023;1334;643;169;508;14
2703;26;Gescheiden;2024;1348;649;169;515;15
2704;26;Gescheiden;2025;1384;668;175;526;15
2705;26;Gescheiden;2026;1395;674;177;529;15
2706;26;Gescheiden;2027;1423;688;180;540;15
2707;26;Gescheiden;2028;1408;682;179;532;15
2708;26;Gescheiden;2029;1401;678;179;529;15
2709;26;Gescheiden;2030;1397;676;179;527;15
2710;26;Gescheiden;2031;1365;660;174;516;15
2711;26;Gescheiden;2032;1332;645;171;502;14
2712;26;Gescheiden;2033;1321;640;169;498;14
2713;26;Gescheiden;2034;1306;632;166;494;14
2714;26;Gescheiden;2035;1331;645;170;502;14
2715;26;Gescheiden;2036;1314;636;169;495;14
2716;26;Gescheiden;2037;1302;630;167;491;14
2717;26;Gescheiden;2038;1299;628;167;490;14
2718;26;Gescheiden;2039;1300;628;167;491;14
2719;26;Gescheiden;2040;1303;629;168;492;14
2720;26;Gescheiden;2041;1303;629;168;492;14
2721;26;Gescheiden;2042;1306;631;169;492;14
2722;26;Gescheiden;2043;1311;633;170;494;14
2723;26;Gescheiden;2044;1317;636;171;496;14
2724;26;Gescheiden;2045;1325;639;172;500;14
2725;26;Gescheiden;2046;1332;642;174;502;14
2726;26;Gescheiden;2047;1340;646;175;504;15
2727;26;Gescheiden;2048;1346;648;176;507;15
2728;26;Gescheiden;2049;1353;652;177;509;15
2729;26;Gescheiden;2050;1356;654;178;509;15
2730;27;Referentiepersonen;2009;104234;52713;44961;4926;1634
2731;27;Referentiepersonen;2010;102942;52054;44303;5035;1550
2732;27;Referentiepersonen;2011;102638;51985;44001;5123;1529
2733;27;Referentiepersonen;2012;105586;53781;45002;5236;1567
2734;27;Referentiepersonen;2013;107032;55061;45142;5234;1595
2735;27;Referentiepersonen;2014;109891;56746;45975;5528;1642
2736;27;Referentiepersonen;2015;111178;57430;46488;5593;1667
2737;27;Referentiepersonen;2016;111115;57529;46263;5653;1670
2738;27;Referentiepersonen;2017;112396;58296;46662;5747;1691
2739;27;Referentiepersonen;2018;116960;60619;48618;5964;1759
2740;27;Referentiepersonen;2019;117011;60717;48499;6033;1762
2741;27;Referentiepersonen;2020;116084;60219;48135;5980;1750
2742;27;Referentiepersonen;2021;115306;59885;47725;5956;1740
2743;27;Referentiepersonen;2022;115857;60176;47959;5973;1749
2744;27;Referentiepersonen;2023;113396;58912;46920;5850;1714
2745;27;Referentiepersonen;2024;113520;58891;47096;5817;1716
2746;27;Referentiepersonen;2025;114022;59330;47059;5909;1724
2747;27;Referentiepersonen;2026;117389;61079;48483;6052;1775
2748;27;Referentiepersonen;2027;118316;61583;48863;6079;1791
2749;27;Referentiepersonen;2028;120500;62859;49589;6227;1825
2750;27;Referentiepersonen;2029;119015;62115;48960;6135;1805
2751;27;Referentiepersonen;2030;118203;61720;48603;6085;1795
2752;27;Referentiepersonen;2031;117600;61445;48312;6056;1787
