ID;Tenaamstelling;Brandstofsoort;GewichtsklasseLeeggewichtVoertuig;LeeftijdVoertuig;Perioden;GemiddeldeJaarkilometrage_1
63;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2021;11530.0
64;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2022;12450.0
65;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;1 of 2 jaar;2023;13047.0
66;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2018;11170.0
67;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2019;10974.0
68;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2020;9509.0
69;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2021;10291.0
70;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2022;10952.0
71;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;3 of 4 jaar;2023;10818.0
72;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2018;10335.0
73;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2019;10111.0
74;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2020;8655.0
75;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2021;9015.0
76;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2022;9806.0
77;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;5 of 6 jaar;2023;9940.0
78;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2018;9775.0
79;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2019;9783.0
80;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2020;8590.0
81;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2021;8798.0
82;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2022;9284.0
83;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;7 of 8 jaar;2023;9593.0
84;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2018;9670.0
85;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2019;9563.0
86;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2020;8125.0
87;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2021;8467.0
88;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2022;9174.0
89;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;9 of 10 jaar;2023;9423.0
90;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2018;7648.0
91;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2019;7586.0
92;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2020;6814.0
93;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2021;7319.0
94;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2022;7789.0
95;Totaal;Alle brandstofsoorten;1 tot en met 850 kg;11 jaar of ouder;2023;8145.0
96;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2018;11290.0
97;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2019;11221.0
98;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2020;9435.0
99;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2021;9737.0
100;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2022;10269.0
101;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;Totaal;2023;10530.0
102;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2018;10506.0
103;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2019;10599.0
104;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2020;7171.0
105;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2021;8294.0
106;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2022;7886.0
107;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;0 jaar;2023;9676.0
108;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2018;15219.0
109;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2019;15671.0
110;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2020;12633.0
111;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2021;13436.0
112;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2022;14633.0
113;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;1 of 2 jaar;2023;14937.0
114;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2018;14417.0
115;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2019;13993.0
116;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2020;11009.0
117;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2021;11699.0
118;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2022;12866.0
119;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;3 of 4 jaar;2023;13192.0
120;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2018;13203.0
121;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2019;12415.0
122;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2020;10692.0
123;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2021;10829.0
124;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2022;11337.0
125;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;5 of 6 jaar;2023;11751.0
126;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2018;13418.0
127;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2019;13539.0
128;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2020;10612.0
129;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2021;10489.0
130;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2022;11424.0
131;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;7 of 8 jaar;2023;11605.0
132;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2018;10424.0
133;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2019;11337.0
134;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2020;10748.0
135;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2021;11124.0
136;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2022;11172.0
137;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;9 of 10 jaar;2023;11168.0
138;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2018;9422.0
139;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2019;9207.0
140;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2020;7977.0
141;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2021;8326.0
142;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2022;8948.0
143;Totaal;Alle brandstofsoorten;851 tot en met 1150 kg;11 jaar of ouder;2023;9286.0
144;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2018;15344.0
145;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2019;15080.0
146;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2020;12000.0
147;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2021;12395.0
148;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2022;13346.0
149;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;Totaal;2023;13554.0
150;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2018;14476.0
151;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2019;13644.0
152;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2020;9509.0
153;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2021;11166.0
154;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2022;11172.0
155;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;0 jaar;2023;12612.0
156;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2018;22537.0
157;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2019;22492.0
158;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2020;16900.0
159;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2021;17223.0
160;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2022;18848.0
161;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;1 of 2 jaar;2023;19063.0
162;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2018;21679.0
163;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2019;20259.0
164;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2020;14855.0
165;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2021;15433.0
166;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2022;17093.0
167;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;3 of 4 jaar;2023;17227.0
168;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2018;16894.0
169;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2019;17043.0
170;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2020;13710.0
171;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2021;13516.0
172;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2022;14609.0
173;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;5 of 6 jaar;2023;14768.0
174;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2018;14602.0
175;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2019;15155.0
176;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2020;12813.0
177;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2021;13634.0
178;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2022;14798.0
179;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;7 of 8 jaar;2023;14724.0
180;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2018;14052.0
181;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2019;13764.0
182;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2020;11104.0
183;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2021;11968.0
184;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2022;13720.0
185;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;9 of 10 jaar;2023;14402.0
186;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2018;11760.0
187;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2019;11455.0
188;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2020;9537.0
189;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2021;9810.0
190;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2022;10415.0
191;Totaal;Alle brandstofsoorten;1151 tot en met 1500 kg;11 jaar of ouder;2023;10812.0
192;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2018;17277.0
193;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2019;16768.0
194;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2020;13042.0
195;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2021;13805.0
196;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2022;15521.0
197;Totaal;Alle brandstofsoorten;1501 kg of meer;Totaal;2023;15930.0
198;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2018;13774.0
199;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2019;11262.0
200;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2020;6930.0
201;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2021;8900.0
202;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2022;10563.0
203;Totaal;Alle brandstofsoorten;1501 kg of meer;0 jaar;2023;12105.0
204;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2018;25536.0
205;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2019;25506.0
206;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2020;18930.0
207;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2021;19032.0
208;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2022;20596.0
209;Totaal;Alle brandstofsoorten;1501 kg of meer;1 of 2 jaar;2023;21020.0
210;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2018;24408.0
211;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2019;23688.0
212;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2020;17383.0
213;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2021;17829.0
214;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2022;20873.0
215;Totaal;Alle brandstofsoorten;1501 kg of meer;3 of 4 jaar;2023;20450.0
216;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2018;20396.0
217;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2019;19739.0
218;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2020;15917.0
219;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2021;16309.0
220;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2022;17966.0
221;Totaal;Alle brandstofsoorten;1501 kg of meer;5 of 6 jaar;2023;17915.0
222;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2018;18527.0
223;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2019;18620.0
224;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2020;14609.0
225;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2021;15362.0
226;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2022;17156.0
227;Totaal;Alle brandstofsoorten;1501 kg of meer;7 of 8 jaar;2023;17424.0
228;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2018;16068.0
229;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2019;16358.0
230;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2020;13139.0
231;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2021;13998.0
232;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2022;15671.0
233;Totaal;Alle brandstofsoorten;1501 kg of meer;9 of 10 jaar;2023;16081.0
234;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2018;11903.0
235;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2019;11710.0
236;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2020;9373.0
237;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2021;9702.0
238;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2022;10416.0
239;Totaal;Alle brandstofsoorten;1501 kg of meer;11 jaar of ouder;2023;10690.0
240;Totaal;Benzine;Totaal;Totaal;2018;10798.0
241;Totaal;Benzine;Totaal;Totaal;2019;10907.0
242;Totaal;Benzine;Totaal;Totaal;2020;9253.0
243;Totaal;Benzine;Totaal;Totaal;2021;9754.0
244;Totaal;Benzine;Totaal;Totaal;2022;10482.0
245;Totaal;Benzine;Totaal;Totaal;2023;10841.0
246;Totaal;Benzine;Totaal;0 jaar;2018;10595.0
247;Totaal;Benzine;Totaal;0 jaar;2019;11442.0
248;Totaal;Benzine;Totaal;0 jaar;2020;8762.0
249;Totaal;Benzine;Totaal;0 jaar;2021;10460.0
250;Totaal;Benzine;Totaal;0 jaar;2022;10343.0
251;Totaal;Benzine;Totaal;0 jaar;2023;12163.0
252;Totaal;Benzine;Totaal;1 of 2 jaar;2018;15192.0
253;Totaal;Benzine;Totaal;1 of 2 jaar;2019;16133.0
254;Totaal;Benzine;Totaal;1 of 2 jaar;2020;13468.0
255;Totaal;Benzine;Totaal;1 of 2 jaar;2021;14894.0
256;Totaal;Benzine;Totaal;1 of 2 jaar;2022;17009.0
257;Totaal;Benzine;Totaal;1 of 2 jaar;2023;17807.0
258;Totaal;Benzine;Totaal;3 of 4 jaar;2018;12757.0
259;Totaal;Benzine;Totaal;3 of 4 jaar;2019;12885.0
260;Totaal;Benzine;Totaal;3 of 4 jaar;2020;11000.0
261;Totaal;Benzine;Totaal;3 of 4 jaar;2021;12141.0
262;Totaal;Benzine;Totaal;3 of 4 jaar;2022;14011.0
263;Totaal;Benzine;Totaal;3 of 4 jaar;2023;14933.0
264;Totaal;Benzine;Totaal;5 of 6 jaar;2018;11642.0
265;Totaal;Benzine;Totaal;5 of 6 jaar;2019;11578.0
266;Totaal;Benzine;Totaal;5 of 6 jaar;2020;9735.0
267;Totaal;Benzine;Totaal;5 of 6 jaar;2021;10323.0
268;Totaal;Benzine;Totaal;5 of 6 jaar;2022;11632.0
269;Totaal;Benzine;Totaal;5 of 6 jaar;2023;12360.0
270;Totaal;Benzine;Totaal;7 of 8 jaar;2018;11143.0
271;Totaal;Benzine;Totaal;7 of 8 jaar;2019;11172.0
272;Totaal;Benzine;Totaal;7 of 8 jaar;2020;9449.0
273;Totaal;Benzine;Totaal;7 of 8 jaar;2021;9919.0
274;Totaal;Benzine;Totaal;7 of 8 jaar;2022;10824.0
275;Totaal;Benzine;Totaal;7 of 8 jaar;2023;11430.0
276;Totaal;Benzine;Totaal;9 of 10 jaar;2018;10936.0
277;Totaal;Benzine;Totaal;9 of 10 jaar;2019;10857.0
278;Totaal;Benzine;Totaal;9 of 10 jaar;2020;9023.0
279;Totaal;Benzine;Totaal;9 of 10 jaar;2021;9460.0
280;Totaal;Benzine;Totaal;9 of 10 jaar;2022;10404.0
281;Totaal;Benzine;Totaal;9 of 10 jaar;2023;10933.0
282;Totaal;Benzine;Totaal;11 jaar of ouder;2018;9395.0
283;Totaal;Benzine;Totaal;11 jaar of ouder;2019;9285.0
284;Totaal;Benzine;Totaal;11 jaar of ouder;2020;8010.0
285;Totaal;Benzine;Totaal;11 jaar of ouder;2021;8331.0
286;Totaal;Benzine;Totaal;11 jaar of ouder;2022;8807.0
287;Totaal;Benzine;Totaal;11 jaar of ouder;2023;9169.0
288;Totaal;Benzine;1 tot en met 850 kg;Totaal;2018;9339.0
289;Totaal;Benzine;1 tot en met 850 kg;Totaal;2019;9307.0
290;Totaal;Benzine;1 tot en met 850 kg;Totaal;2020;8021.0
291;Totaal;Benzine;1 tot en met 850 kg;Totaal;2021;8366.0
292;Totaal;Benzine;1 tot en met 850 kg;Totaal;2022;8782.0
293;Totaal;Benzine;1 tot en met 850 kg;Totaal;2023;8863.0
294;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2018;8152.0
295;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2019;8914.0
296;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2020;6871.0
297;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2021;7332.0
298;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2022;11428.0
299;Totaal;Benzine;1 tot en met 850 kg;0 jaar;2023;9256.0
300;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2018;13229.0
301;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2019;13200.0
302;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2020;10817.0
303;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2021;11609.0
304;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2022;12714.0
305;Totaal;Benzine;1 tot en met 850 kg;1 of 2 jaar;2023;13478.0
306;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2018;11168.0
307;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2019;10973.0
308;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2020;9507.0
309;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2021;10302.0
310;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2022;10961.0
311;Totaal;Benzine;1 tot en met 850 kg;3 of 4 jaar;2023;10850.0
312;Totaal;Benzine;1 tot en met 850 kg;5 of 6 jaar;2018;10331.0
313;Totaal;Benzine;1 tot en met 850 kg;5 of 6 jaar;2019;10108.0
