ID;RegioS;Perioden;AantalNieuweWoninghypotheken_1;BedragNieuweWoninghypotheken_2
4459;Groot-Amsterdam;2002 mei;2375;485
4460;Groot-Amsterdam;2002 juni;2186;458
4461;Groot-Amsterdam;2002 2e kwartaal;6832;1392
4462;Groot-Amsterdam;2002 juli;2416;494
4463;Groot-Amsterdam;2002 augustus;2073;427
4464;Groot-Amsterdam;2002 september;1985;395
4465;Groot-Amsterdam;2002 3e kwartaal;6474;1316
4466;Groot-Amsterdam;2002 oktober;2256;444
4467;Groot-Amsterdam;2002 november;2200;452
4468;Groot-Amsterdam;2002 december;2678;552
4469;Groot-Amsterdam;2002 4e kwartaal;7134;1448
4470;Groot-Amsterdam;2002;26517;5388
4471;Groot-Amsterdam;2003 januari;1757;355
4472;Groot-Amsterdam;2003 februari;1704;335
4473;Groot-Amsterdam;2003 maart;2047;421
4474;Groot-Amsterdam;2003 1e kwartaal;5508;1111
4475;Groot-Amsterdam;2003 april;2129;435
4476;Groot-Amsterdam;2003 mei;2351;469
4477;Groot-Amsterdam;2003 juni;2106;440
4478;Groot-Amsterdam;2003 2e kwartaal;6586;1344
4479;Groot-Amsterdam;2003 juli;2390;503
4480;Groot-Amsterdam;2003 augustus;2247;466
4481;Groot-Amsterdam;2003 september;2566;559
4482;Groot-Amsterdam;2003 3e kwartaal;7203;1528
4483;Groot-Amsterdam;2003 oktober;2826;613
4484;Groot-Amsterdam;2003 november;2605;550
4485;Groot-Amsterdam;2003 december;3578;764
4486;Groot-Amsterdam;2003 4e kwartaal;9009;1927
4487;Groot-Amsterdam;2003;28306;5910
4488;Het Gooi en Vechtstreek;1993 januari;238;20
4489;Het Gooi en Vechtstreek;1993 februari;324;29
4490;Het Gooi en Vechtstreek;1993 maart;395;32
4491;Het Gooi en Vechtstreek;1993 1e kwartaal;957;81
4492;Het Gooi en Vechtstreek;1993 april;395;33
4493;Het Gooi en Vechtstreek;1993 mei;356;27
4494;Het Gooi en Vechtstreek;1993 juni;451;38
4495;Het Gooi en Vechtstreek;1993 2e kwartaal;1202;98
4496;Het Gooi en Vechtstreek;1993 juli;526;48
4497;Het Gooi en Vechtstreek;1993 augustus;440;41
4498;Het Gooi en Vechtstreek;1993 september;508;48
4499;Het Gooi en Vechtstreek;1993 3e kwartaal;1474;137
4500;Het Gooi en Vechtstreek;1993 oktober;503;49
4501;Het Gooi en Vechtstreek;1993 november;564;52
4502;Het Gooi en Vechtstreek;1993 december;849;77
4503;Het Gooi en Vechtstreek;1993 4e kwartaal;1916;178
4504;Het Gooi en Vechtstreek;1993;5549;494
4505;Het Gooi en Vechtstreek;1994 januari;389;36
4506;Het Gooi en Vechtstreek;1994 februari;442;36
4507;Het Gooi en Vechtstreek;1994 maart;774;66
4508;Het Gooi en Vechtstreek;1994 1e kwartaal;1605;138
4509;Het Gooi en Vechtstreek;1994 april;649;66
4510;Het Gooi en Vechtstreek;1994 mei;742;64
4511;Het Gooi en Vechtstreek;1994 juni;639;53
4512;Het Gooi en Vechtstreek;1994 2e kwartaal;2030;183
4513;Het Gooi en Vechtstreek;1994 juli;655;58
4514;Het Gooi en Vechtstreek;1994 augustus;540;54
4515;Het Gooi en Vechtstreek;1994 september;510;52
4516;Het Gooi en Vechtstreek;1994 3e kwartaal;1705;164
4517;Het Gooi en Vechtstreek;1994 oktober;424;38
4518;Het Gooi en Vechtstreek;1994 november;489;45
4519;Het Gooi en Vechtstreek;1994 december;639;65
4520;Het Gooi en Vechtstreek;1994 4e kwartaal;1552;148
4521;Het Gooi en Vechtstreek;1994;6892;633
4522;Het Gooi en Vechtstreek;1995 januari;392;42
4523;Het Gooi en Vechtstreek;1995 februari;366;37
4524;Het Gooi en Vechtstreek;1995 maart;526;46
4525;Het Gooi en Vechtstreek;1995 1e kwartaal;1284;125
4526;Het Gooi en Vechtstreek;1995 april;408;37
4527;Het Gooi en Vechtstreek;1995 mei;494;43
4528;Het Gooi en Vechtstreek;1995 juni;501;51
4529;Het Gooi en Vechtstreek;1995 2e kwartaal;1403;131
4530;Het Gooi en Vechtstreek;1995 juli;486;48
4531;Het Gooi en Vechtstreek;1995 augustus;503;51
4532;Het Gooi en Vechtstreek;1995 september;517;55
4533;Het Gooi en Vechtstreek;1995 3e kwartaal;1506;154
4534;Het Gooi en Vechtstreek;1995 oktober;524;46
4535;Het Gooi en Vechtstreek;1995 november;604;60
4536;Het Gooi en Vechtstreek;1995 december;936;91
4537;Het Gooi en Vechtstreek;1995 4e kwartaal;2064;197
4538;Het Gooi en Vechtstreek;1995;6257;607
4539;Het Gooi en Vechtstreek;1996 januari;465;47
4540;Het Gooi en Vechtstreek;1996 februari;574;53
4541;Het Gooi en Vechtstreek;1996 maart;639;62
4542;Het Gooi en Vechtstreek;1996 1e kwartaal;1678;162
4543;Het Gooi en Vechtstreek;1996 april;743;71
4544;Het Gooi en Vechtstreek;1996 mei;720;72
4545;Het Gooi en Vechtstreek;1996 juni;578;58
4546;Het Gooi en Vechtstreek;1996 2e kwartaal;2041;201
4547;Het Gooi en Vechtstreek;1996 juli;634;69
4548;Het Gooi en Vechtstreek;1996 augustus;642;66
4549;Het Gooi en Vechtstreek;1996 september;536;59
4550;Het Gooi en Vechtstreek;1996 3e kwartaal;1812;194
4551;Het Gooi en Vechtstreek;1996 oktober;664;69
4552;Het Gooi en Vechtstreek;1996 november;658;70
4553;Het Gooi en Vechtstreek;1996 december;1027;118
4554;Het Gooi en Vechtstreek;1996 4e kwartaal;2349;257
4555;Het Gooi en Vechtstreek;1996;7880;814
4556;Het Gooi en Vechtstreek;1997 januari;532;55
4557;Het Gooi en Vechtstreek;1997 februari;636;63
4558;Het Gooi en Vechtstreek;1997 maart;583;62
4559;Het Gooi en Vechtstreek;1997 1e kwartaal;1751;180
4560;Het Gooi en Vechtstreek;1997 april;858;100
4561;Het Gooi en Vechtstreek;1997 mei;853;85
4562;Het Gooi en Vechtstreek;1997 juni;861;94
4563;Het Gooi en Vechtstreek;1997 2e kwartaal;2572;279
4564;Het Gooi en Vechtstreek;1997 juli;669;79
4565;Het Gooi en Vechtstreek;1997 augustus;643;79
4566;Het Gooi en Vechtstreek;1997 september;618;78
4567;Het Gooi en Vechtstreek;1997 3e kwartaal;1930;236
4568;Het Gooi en Vechtstreek;1997 oktober;772;89
4569;Het Gooi en Vechtstreek;1997 november;575;68
4570;Het Gooi en Vechtstreek;1997 december;1063;132
4571;Het Gooi en Vechtstreek;1997 4e kwartaal;2410;289
4572;Het Gooi en Vechtstreek;1997;8663;984
4573;Het Gooi en Vechtstreek;1998 januari;437;62
4574;Het Gooi en Vechtstreek;1998 februari;569;66
4575;Het Gooi en Vechtstreek;1998 maart;667;84
4576;Het Gooi en Vechtstreek;1998 1e kwartaal;1673;212
4577;Het Gooi en Vechtstreek;1998 april;689;93
4578;Het Gooi en Vechtstreek;1998 mei;775;100
4579;Het Gooi en Vechtstreek;1998 juni;765;99
4580;Het Gooi en Vechtstreek;1998 2e kwartaal;2229;292
4581;Het Gooi en Vechtstreek;1998 juli;891;136
4582;Het Gooi en Vechtstreek;1998 augustus;685;98
4583;Het Gooi en Vechtstreek;1998 september;631;94
4584;Het Gooi en Vechtstreek;1998 3e kwartaal;2207;328
4585;Het Gooi en Vechtstreek;1998 oktober;771;107
4586;Het Gooi en Vechtstreek;1998 november;742;103
4587;Het Gooi en Vechtstreek;1998 december;1193;183
4588;Het Gooi en Vechtstreek;1998 4e kwartaal;2706;393
4589;Het Gooi en Vechtstreek;1998;8815;1225
4590;Het Gooi en Vechtstreek;1999 januari;642;93
4591;Het Gooi en Vechtstreek;1999 februari;647;86
4592;Het Gooi en Vechtstreek;1999 maart;929;128
4593;Het Gooi en Vechtstreek;1999 1e kwartaal;2218;307
4594;Het Gooi en Vechtstreek;1999 april;849;135
4595;Het Gooi en Vechtstreek;1999 mei;812;130
4596;Het Gooi en Vechtstreek;1999 juni;983;161
4597;Het Gooi en Vechtstreek;1999 2e kwartaal;2644;426
4598;Het Gooi en Vechtstreek;1999 juli;1086;183
4599;Het Gooi en Vechtstreek;1999 augustus;941;153
4600;Het Gooi en Vechtstreek;1999 september;886;151
4601;Het Gooi en Vechtstreek;1999 3e kwartaal;2913;487
4602;Het Gooi en Vechtstreek;1999 oktober;860;149
4603;Het Gooi en Vechtstreek;1999 november;828;142
4604;Het Gooi en Vechtstreek;1999 december;1058;202
4605;Het Gooi en Vechtstreek;1999 4e kwartaal;2746;493
4606;Het Gooi en Vechtstreek;1999;10521;1713
4607;Het Gooi en Vechtstreek;2000 januari;512;80
4608;Het Gooi en Vechtstreek;2000 februari;646;110
4609;Het Gooi en Vechtstreek;2000 maart;678;114
4610;Het Gooi en Vechtstreek;2000 1e kwartaal;1836;304
4611;Het Gooi en Vechtstreek;2000 april;653;125
4612;Het Gooi en Vechtstreek;2000 mei;838;164
4613;Het Gooi en Vechtstreek;2000 juni;593;120
4614;Het Gooi en Vechtstreek;2000 2e kwartaal;2084;409
4615;Het Gooi en Vechtstreek;2000 juli;743;141
4616;Het Gooi en Vechtstreek;2000 augustus;601;122
4617;Het Gooi en Vechtstreek;2000 september;578;148
4618;Het Gooi en Vechtstreek;2000 3e kwartaal;1922;411
4619;Het Gooi en Vechtstreek;2000 oktober;626;138
4620;Het Gooi en Vechtstreek;2000 november;665;134
4621;Het Gooi en Vechtstreek;2000 december;907;185
4622;Het Gooi en Vechtstreek;2000 4e kwartaal;2198;457
4623;Het Gooi en Vechtstreek;2000;8040;1581
4624;Het Gooi en Vechtstreek;2001 januari;490;93
4625;Het Gooi en Vechtstreek;2001 februari;553;124
4626;Het Gooi en Vechtstreek;2001 maart;569;120
4627;Het Gooi en Vechtstreek;2001 1e kwartaal;1612;337
4628;Het Gooi en Vechtstreek;2001 april;525;105
4629;Het Gooi en Vechtstreek;2001 mei;658;138
4630;Het Gooi en Vechtstreek;2001 juni;597;133
4631;Het Gooi en Vechtstreek;2001 2e kwartaal;1780;376
4632;Het Gooi en Vechtstreek;2001 juli;637;147
4633;Het Gooi en Vechtstreek;2001 augustus;634;142
4634;Het Gooi en Vechtstreek;2001 september;533;105
4635;Het Gooi en Vechtstreek;2001 3e kwartaal;1804;394
4636;Het Gooi en Vechtstreek;2001 oktober;613;135
4637;Het Gooi en Vechtstreek;2001 november;668;150
4638;Het Gooi en Vechtstreek;2001 december;820;188
4639;Het Gooi en Vechtstreek;2001 4e kwartaal;2101;473
4640;Het Gooi en Vechtstreek;2001;7297;1580
4641;Het Gooi en Vechtstreek;2002 januari;498;109
4642;Het Gooi en Vechtstreek;2002 februari;578;149
4643;Het Gooi en Vechtstreek;2002 maart;663;159
4644;Het Gooi en Vechtstreek;2002 1e kwartaal;1739;417
4645;Het Gooi en Vechtstreek;2002 april;605;126
4646;Het Gooi en Vechtstreek;2002 mei;739;155
4647;Het Gooi en Vechtstreek;2002 juni;590;127
4648;Het Gooi en Vechtstreek;2002 2e kwartaal;1934;408
4649;Het Gooi en Vechtstreek;2002 juli;626;145
4650;Het Gooi en Vechtstreek;2002 augustus;640;145
4651;Het Gooi en Vechtstreek;2002 september;561;131
4652;Het Gooi en Vechtstreek;2002 3e kwartaal;1827;421
4653;Het Gooi en Vechtstreek;2002 oktober;623;143
4654;Het Gooi en Vechtstreek;2002 november;633;139
4655;Het Gooi en Vechtstreek;2002 december;773;184
4656;Het Gooi en Vechtstreek;2002 4e kwartaal;2029;466
4657;Het Gooi en Vechtstreek;2002;7529;1712
4658;Het Gooi en Vechtstreek;2003 januari;505;114
4659;Het Gooi en Vechtstreek;2003 februari;515;111
4660;Het Gooi en Vechtstreek;2003 maart;555;116
4661;Het Gooi en Vechtstreek;2003 1e kwartaal;1575;341
4662;Het Gooi en Vechtstreek;2003 april;604;132
4663;Het Gooi en Vechtstreek;2003 mei;676;160
4664;Het Gooi en Vechtstreek;2003 juni;603;142
4665;Het Gooi en Vechtstreek;2003 2e kwartaal;1883;434
4666;Het Gooi en Vechtstreek;2003 juli;655;141
4667;Het Gooi en Vechtstreek;2003 augustus;641;150
4668;Het Gooi en Vechtstreek;2003 september;594;145
4669;Het Gooi en Vechtstreek;2003 3e kwartaal;1890;436
4670;Het Gooi en Vechtstreek;2003 oktober;759;186
4671;Het Gooi en Vechtstreek;2003 november;712;184
4672;Het Gooi en Vechtstreek;2003 december;924;229
4673;Het Gooi en Vechtstreek;2003 4e kwartaal;2395;599
4674;Het Gooi en Vechtstreek;2003;7743;1810
4675;Aggl. Leiden en Bollenstreek;1993 januari;291;20
4676;Aggl. Leiden en Bollenstreek;1993 februari;416;29
4677;Aggl. Leiden en Bollenstreek;1993 maart;526;37
4678;Aggl. Leiden en Bollenstreek;1993 1e kwartaal;1233;86
4679;Aggl. Leiden en Bollenstreek;1993 april;572;45
4680;Aggl. Leiden en Bollenstreek;1993 mei;508;38
4681;Aggl. Leiden en Bollenstreek;1993 juni;575;45
4682;Aggl. Leiden en Bollenstreek;1993 2e kwartaal;1655;128
4683;Aggl. Leiden en Bollenstreek;1993 juli;702;55
4684;Aggl. Leiden en Bollenstreek;1993 augustus;604;44
4685;Aggl. Leiden en Bollenstreek;1993 september;672;50
4686;Aggl. Leiden en Bollenstreek;1993 3e kwartaal;1978;149
4687;Aggl. Leiden en Bollenstreek;1993 oktober;650;46
4688;Aggl. Leiden en Bollenstreek;1993 november;694;51
4689;Aggl. Leiden en Bollenstreek;1993 december;1049;82
4690;Aggl. Leiden en Bollenstreek;1993 4e kwartaal;2393;179
4691;Aggl. Leiden en Bollenstreek;1993;7259;542
4692;Aggl. Leiden en Bollenstreek;1994 januari;517;40
4693;Aggl. Leiden en Bollenstreek;1994 februari;621;45
4694;Aggl. Leiden en Bollenstreek;1994 maart;1068;76
4695;Aggl. Leiden en Bollenstreek;1994 1e kwartaal;2206;161
4696;Aggl. Leiden en Bollenstreek;1994 april;866;60
4697;Aggl. Leiden en Bollenstreek;1994 mei;998;74
4698;Aggl. Leiden en Bollenstreek;1994 juni;840;66
4699;Aggl. Leiden en Bollenstreek;1994 2e kwartaal;2704;200
4700;Aggl. Leiden en Bollenstreek;1994 juli;771;65
4701;Aggl. Leiden en Bollenstreek;1994 augustus;691;53
4702;Aggl. Leiden en Bollenstreek;1994 september;689;54
4703;Aggl. Leiden en Bollenstreek;1994 3e kwartaal;2151;172
4704;Aggl. Leiden en Bollenstreek;1994 oktober;631;52
4705;Aggl. Leiden en Bollenstreek;1994 november;712;56
4706;Aggl. Leiden en Bollenstreek;1994 december;992;79
4707;Aggl. Leiden en Bollenstreek;1994 4e kwartaal;2335;187
4708;Aggl. Leiden en Bollenstreek;1994;9396;720
4709;Aggl. Leiden en Bollenstreek;1995 januari;505;41
4710;Aggl. Leiden en Bollenstreek;1995 februari;557;45
4711;Aggl. Leiden en Bollenstreek;1995 maart;788;62
4712;Aggl. Leiden en Bollenstreek;1995 1e kwartaal;1850;148
4713;Aggl. Leiden en Bollenstreek;1995 april;613;48
4714;Aggl. Leiden en Bollenstreek;1995 mei;686;55
4715;Aggl. Leiden en Bollenstreek;1995 juni;774;64
4716;Aggl. Leiden en Bollenstreek;1995 2e kwartaal;2073;167
4717;Aggl. Leiden en Bollenstreek;1995 juli;747;65
4718;Aggl. Leiden en Bollenstreek;1995 augustus;715;62
4719;Aggl. Leiden en Bollenstreek;1995 september;680;59
4720;Aggl. Leiden en Bollenstreek;1995 3e kwartaal;2142;186
4721;Aggl. Leiden en Bollenstreek;1995 oktober;791;65
4722;Aggl. Leiden en Bollenstreek;1995 november;868;68
4723;Aggl. Leiden en Bollenstreek;1995 december;1134;93
4724;Aggl. Leiden en Bollenstreek;1995 4e kwartaal;2793;226
4725;Aggl. Leiden en Bollenstreek;1995;8858;727
4726;Aggl. Leiden en Bollenstreek;1996 januari;643;54
4727;Aggl. Leiden en Bollenstreek;1996 februari;820;64
4728;Aggl. Leiden en Bollenstreek;1996 maart;1064;83
4729;Aggl. Leiden en Bollenstreek;1996 1e kwartaal;2527;201
4730;Aggl. Leiden en Bollenstreek;1996 april;973;80
4731;Aggl. Leiden en Bollenstreek;1996 mei;937;79
4732;Aggl. Leiden en Bollenstreek;1996 juni;767;67
4733;Aggl. Leiden en Bollenstreek;1996 2e kwartaal;2677;226
4734;Aggl. Leiden en Bollenstreek;1996 juli;867;78
4735;Aggl. Leiden en Bollenstreek;1996 augustus;787;77
4736;Aggl. Leiden en Bollenstreek;1996 september;826;76
4737;Aggl. Leiden en Bollenstreek;1996 3e kwartaal;2480;231
4738;Aggl. Leiden en Bollenstreek;1996 oktober;852;78
4739;Aggl. Leiden en Bollenstreek;1996 november;919;88
4740;Aggl. Leiden en Bollenstreek;1996 december;1361;136
4741;Aggl. Leiden en Bollenstreek;1996 4e kwartaal;3132;302
4742;Aggl. Leiden en Bollenstreek;1996;10816;960
4743;Aggl. Leiden en Bollenstreek;1997 januari;819;80
4744;Aggl. Leiden en Bollenstreek;1997 februari;957;93
4745;Aggl. Leiden en Bollenstreek;1997 maart;1051;112
4746;Aggl. Leiden en Bollenstreek;1997 1e kwartaal;2827;285
4747;Aggl. Leiden en Bollenstreek;1997 april;1240;111
4748;Aggl. Leiden en Bollenstreek;1997 mei;1077;98
4749;Aggl. Leiden en Bollenstreek;1997 juni;1039;96
4750;Aggl. Leiden en Bollenstreek;1997 2e kwartaal;3356;305
4751;Aggl. Leiden en Bollenstreek;1997 juli;1126;108
4752;Aggl. Leiden en Bollenstreek;1997 augustus;931;97
4753;Aggl. Leiden en Bollenstreek;1997 september;1061;123
4754;Aggl. Leiden en Bollenstreek;1997 3e kwartaal;3118;328
4755;Aggl. Leiden en Bollenstreek;1997 oktober;1089;108
4756;Aggl. Leiden en Bollenstreek;1997 november;884;89
4757;Aggl. Leiden en Bollenstreek;1997 december;1390;145
4758;Aggl. Leiden en Bollenstreek;1997 4e kwartaal;3363;342
4759;Aggl. Leiden en Bollenstreek;1997;12664;1260
4760;Aggl. Leiden en Bollenstreek;1998 januari;653;71
4761;Aggl. Leiden en Bollenstreek;1998 februari;726;75
4762;Aggl. Leiden en Bollenstreek;1998 maart;1019;105
4763;Aggl. Leiden en Bollenstreek;1998 1e kwartaal;2398;251
4764;Aggl. Leiden en Bollenstreek;1998 april;1126;134
4765;Aggl. Leiden en Bollenstreek;1998 mei;1208;137
4766;Aggl. Leiden en Bollenstreek;1998 juni;1219;141
4767;Aggl. Leiden en Bollenstreek;1998 2e kwartaal;3553;412
4768;Aggl. Leiden en Bollenstreek;1998 juli;1224;153
4769;Aggl. Leiden en Bollenstreek;1998 augustus;997;125
4770;Aggl. Leiden en Bollenstreek;1998 september;1112;134
4771;Aggl. Leiden en Bollenstreek;1998 3e kwartaal;3333;412
4772;Aggl. Leiden en Bollenstreek;1998 oktober;1221;147
4773;Aggl. Leiden en Bollenstreek;1998 november;1174;133
4774;Aggl. Leiden en Bollenstreek;1998 december;1748;213
4775;Aggl. Leiden en Bollenstreek;1998 4e kwartaal;4143;493
4776;Aggl. Leiden en Bollenstreek;1998;13427;1568
4777;Aggl. Leiden en Bollenstreek;1999 januari;756;84
4778;Aggl. Leiden en Bollenstreek;1999 februari;952;114
4779;Aggl. Leiden en Bollenstreek;1999 maart;1310;152
4780;Aggl. Leiden en Bollenstreek;1999 1e kwartaal;3018;350
4781;Aggl. Leiden en Bollenstreek;1999 april;1365;165
4782;Aggl. Leiden en Bollenstreek;1999 mei;1396;176
4783;Aggl. Leiden en Bollenstreek;1999 juni;1489;190
4784;Aggl. Leiden en Bollenstreek;1999 2e kwartaal;4250;531
4785;Aggl. Leiden en Bollenstreek;1999 juli;1529;190
4786;Aggl. Leiden en Bollenstreek;1999 augustus;1428;191
4787;Aggl. Leiden en Bollenstreek;1999 september;1398;186
4788;Aggl. Leiden en Bollenstreek;1999 3e kwartaal;4355;567
4789;Aggl. Leiden en Bollenstreek;1999 oktober;1063;133
4790;Aggl. Leiden en Bollenstreek;1999 november;1232;169
4791;Aggl. Leiden en Bollenstreek;1999 december;1484;208
4792;Aggl. Leiden en Bollenstreek;1999 4e kwartaal;3779;510
4793;Aggl. Leiden en Bollenstreek;1999;15402;1958
4794;Aggl. Leiden en Bollenstreek;2000 januari;678;89
4795;Aggl. Leiden en Bollenstreek;2000 februari;836;107
4796;Aggl. Leiden en Bollenstreek;2000 maart;923;122
4797;Aggl. Leiden en Bollenstreek;2000 1e kwartaal;2437;318
4798;Aggl. Leiden en Bollenstreek;2000 april;822;108
4799;Aggl. Leiden en Bollenstreek;2000 mei;1034;134
4800;Aggl. Leiden en Bollenstreek;2000 juni;913;135
4801;Aggl. Leiden en Bollenstreek;2000 2e kwartaal;2769;377
4802;Aggl. Leiden en Bollenstreek;2000 juli;1001;149
4803;Aggl. Leiden en Bollenstreek;2000 augustus;908;138
4804;Aggl. Leiden en Bollenstreek;2000 september;872;133
4805;Aggl. Leiden en Bollenstreek;2000 3e kwartaal;2781;420
4806;Aggl. Leiden en Bollenstreek;2000 oktober;950;142
4807;Aggl. Leiden en Bollenstreek;2000 november;914;138
4808;Aggl. Leiden en Bollenstreek;2000 december;1393;240
4809;Aggl. Leiden en Bollenstreek;2000 4e kwartaal;3257;520
4810;Aggl. Leiden en Bollenstreek;2000;11244;1635
4811;Aggl. Leiden en Bollenstreek;2001 januari;673;93
4812;Aggl. Leiden en Bollenstreek;2001 februari;713;109
4813;Aggl. Leiden en Bollenstreek;2001 maart;788;114
4814;Aggl. Leiden en Bollenstreek;2001 1e kwartaal;2174;316
4815;Aggl. Leiden en Bollenstreek;2001 april;750;114
4816;Aggl. Leiden en Bollenstreek;2001 mei;887;133
4817;Aggl. Leiden en Bollenstreek;2001 juni;860;145
4818;Aggl. Leiden en Bollenstreek;2001 2e kwartaal;2497;392
4819;Aggl. Leiden en Bollenstreek;2001 juli;1095;190
4820;Aggl. Leiden en Bollenstreek;2001 augustus;951;154
4821;Aggl. Leiden en Bollenstreek;2001 september;843;155
4822;Aggl. Leiden en Bollenstreek;2001 3e kwartaal;2889;499
4823;Aggl. Leiden en Bollenstreek;2001 oktober;864;141
4824;Aggl. Leiden en Bollenstreek;2001 november;898;148
4825;Aggl. Leiden en Bollenstreek;2001 december;1236;225
4826;Aggl. Leiden en Bollenstreek;2001 4e kwartaal;2998;514
4827;Aggl. Leiden en Bollenstreek;2001;10558;1721
4828;Aggl. Leiden en Bollenstreek;2002 januari;729;123
4829;Aggl. Leiden en Bollenstreek;2002 februari;846;138
4830;Aggl. Leiden en Bollenstreek;2002 maart;887;146
4831;Aggl. Leiden en Bollenstreek;2002 1e kwartaal;2462;407
4832;Aggl. Leiden en Bollenstreek;2002 april;861;144
4833;Aggl. Leiden en Bollenstreek;2002 mei;969;180
4834;Aggl. Leiden en Bollenstreek;2002 juni;850;155
4835;Aggl. Leiden en Bollenstreek;2002 2e kwartaal;2680;479
4836;Aggl. Leiden en Bollenstreek;2002 juli;928;167
4837;Aggl. Leiden en Bollenstreek;2002 augustus;868;162
4838;Aggl. Leiden en Bollenstreek;2002 september;820;150
4839;Aggl. Leiden en Bollenstreek;2002 3e kwartaal;2616;479
4840;Aggl. Leiden en Bollenstreek;2002 oktober;897;175
4841;Aggl. Leiden en Bollenstreek;2002 november;846;149
4842;Aggl. Leiden en Bollenstreek;2002 december;1104;201
4843;Aggl. Leiden en Bollenstreek;2002 4e kwartaal;2847;525
4844;Aggl. Leiden en Bollenstreek;2002;10605;1890
4845;Aggl. Leiden en Bollenstreek;2003 januari;716;125
4846;Aggl. Leiden en Bollenstreek;2003 februari;849;157
4847;Aggl. Leiden en Bollenstreek;2003 maart;909;171
4848;Aggl. Leiden en Bollenstreek;2003 1e kwartaal;2474;453
4849;Aggl. Leiden en Bollenstreek;2003 april;905;168
4850;Aggl. Leiden en Bollenstreek;2003 mei;1112;214
4851;Aggl. Leiden en Bollenstreek;2003 juni;1035;204
4852;Aggl. Leiden en Bollenstreek;2003 2e kwartaal;3052;586
4853;Aggl. Leiden en Bollenstreek;2003 juli;1058;209
4854;Aggl. Leiden en Bollenstreek;2003 augustus;927;192
4855;Aggl. Leiden en Bollenstreek;2003 september;1078;230
4856;Aggl. Leiden en Bollenstreek;2003 3e kwartaal;3063;631
4857;Aggl. Leiden en Bollenstreek;2003 oktober;1082;226
4858;Aggl. Leiden en Bollenstreek;2003 november;964;191
4859;Aggl. Leiden en Bollenstreek;2003 december;1376;288
4860;Aggl. Leiden en Bollenstreek;2003 4e kwartaal;3422;705
4861;Aggl. Leiden en Bollenstreek;2003;12011;2375
4862;Agglomeratie 's-Gravenhage;1993 januari;554;40
4863;Agglomeratie 's-Gravenhage;1993 februari;753;54
4864;Agglomeratie 's-Gravenhage;1993 maart;803;50
4865;Agglomeratie 's-Gravenhage;1993 1e kwartaal;2110;144
4866;Agglomeratie 's-Gravenhage;1993 april;971;68
4867;Agglomeratie 's-Gravenhage;1993 mei;901;66
4868;Agglomeratie 's-Gravenhage;1993 juni;997;76
4869;Agglomeratie 's-Gravenhage;1993 2e kwartaal;2869;210
4870;Agglomeratie 's-Gravenhage;1993 juli;1183;89
4871;Agglomeratie 's-Gravenhage;1993 augustus;1152;85
4872;Agglomeratie 's-Gravenhage;1993 september;1063;79
4873;Agglomeratie 's-Gravenhage;1993 3e kwartaal;3398;253
4874;Agglomeratie 's-Gravenhage;1993 oktober;1158;94
4875;Agglomeratie 's-Gravenhage;1993 november;1200;88
4876;Agglomeratie 's-Gravenhage;1993 december;1643;138
4877;Agglomeratie 's-Gravenhage;1993 4e kwartaal;4001;320
4878;Agglomeratie 's-Gravenhage;1993;12378;927
4879;Agglomeratie 's-Gravenhage;1994 januari;881;63
4880;Agglomeratie 's-Gravenhage;1994 februari;1063;80
4881;Agglomeratie 's-Gravenhage;1994 maart;1537;115
4882;Agglomeratie 's-Gravenhage;1994 1e kwartaal;3481;258
4883;Agglomeratie 's-Gravenhage;1994 april;1329;96
4884;Agglomeratie 's-Gravenhage;1994 mei;1684;127
4885;Agglomeratie 's-Gravenhage;1994 juni;1444;105
4886;Agglomeratie 's-Gravenhage;1994 2e kwartaal;4457;328
4887;Agglomeratie 's-Gravenhage;1994 juli;1295;105
4888;Agglomeratie 's-Gravenhage;1994 augustus;1290;98
4889;Agglomeratie 's-Gravenhage;1994 september;1158;87
4890;Agglomeratie 's-Gravenhage;1994 3e kwartaal;3743;290
4891;Agglomeratie 's-Gravenhage;1994 oktober;1089;78
4892;Agglomeratie 's-Gravenhage;1994 november;1099;88
4893;Agglomeratie 's-Gravenhage;1994 december;1329;101
4894;Agglomeratie 's-Gravenhage;1994 4e kwartaal;3517;267
4895;Agglomeratie 's-Gravenhage;1994;15198;1143
4896;Agglomeratie 's-Gravenhage;1995 januari;879;62
4897;Agglomeratie 's-Gravenhage;1995 februari;938;68
4898;Agglomeratie 's-Gravenhage;1995 maart;1112;82
4899;Agglomeratie 's-Gravenhage;1995 1e kwartaal;2929;212
4900;Agglomeratie 's-Gravenhage;1995 april;1006;75
4901;Agglomeratie 's-Gravenhage;1995 mei;1219;93
4902;Agglomeratie 's-Gravenhage;1995 juni;1388;113
4903;Agglomeratie 's-Gravenhage;1995 2e kwartaal;3613;281
4904;Agglomeratie 's-Gravenhage;1995 juli;1350;107
4905;Agglomeratie 's-Gravenhage;1995 augustus;1334;108
4906;Agglomeratie 's-Gravenhage;1995 september;1228;105
4907;Agglomeratie 's-Gravenhage;1995 3e kwartaal;3912;320
4908;Agglomeratie 's-Gravenhage;1995 oktober;1296;104
4909;Agglomeratie 's-Gravenhage;1995 november;1531;123
4910;Agglomeratie 's-Gravenhage;1995 december;1836;152
4911;Agglomeratie 's-Gravenhage;1995 4e kwartaal;4663;379
4912;Agglomeratie 's-Gravenhage;1995;15117;1192
4913;Agglomeratie 's-Gravenhage;1996 januari;1279;105
