ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;OverledenenLeeftijdBijOverlijden_1;OverledenenLeeftijdOp31December_2
3798;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1974;;
3799;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1975;;
3800;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1976;;
3801;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1977;;
3802;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1978;;
3803;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1979;;
3804;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1980;;
3805;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1981;;
3806;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1982;;
3807;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1983;;
3808;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1984;;
3809;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1985;;
3810;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1986;;
3811;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1987;;
3812;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1988;;
3813;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1989;;
3814;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1990;;
3815;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1991;;
3816;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1992;;
3817;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1993;;
3818;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1994;;
3819;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1995;14.0;
3820;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1996;16.0;
3821;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1997;14.0;
3822;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1998;16.0;
3823;Totaal mannen en vrouwen;8 dagen;Ongehuwd;1999;10.0;
3824;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2000;24.0;
3825;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2001;17.0;
3826;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2002;8.0;
3827;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2003;14.0;
3828;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2004;14.0;
3829;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2005;13.0;
3830;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2006;19.0;
3831;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2007;18.0;
3832;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2008;15.0;
3833;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2009;16.0;
3834;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2010;11.0;
3835;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2011;7.0;
3836;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2012;16.0;
3837;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2013;9.0;
3838;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2014;11.0;
3839;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2015;16.0;
3840;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2016;15.0;
3841;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2017;11.0;
3842;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2018;9.0;
3843;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2019;13.0;
3844;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2020;7.0;
3845;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2021;12.0;
3846;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2022;12.0;
3847;Totaal mannen en vrouwen;8 dagen;Ongehuwd;2023;18.0;
3848;Totaal mannen en vrouwen;8 dagen;Gehuwd;1950;;
3849;Totaal mannen en vrouwen;8 dagen;Gehuwd;1951;;
3850;Totaal mannen en vrouwen;8 dagen;Gehuwd;1952;;
3851;Totaal mannen en vrouwen;8 dagen;Gehuwd;1953;;
3852;Totaal mannen en vrouwen;8 dagen;Gehuwd;1954;;
3853;Totaal mannen en vrouwen;8 dagen;Gehuwd;1955;;
3854;Totaal mannen en vrouwen;8 dagen;Gehuwd;1956;;
3855;Totaal mannen en vrouwen;8 dagen;Gehuwd;1957;;
3856;Totaal mannen en vrouwen;8 dagen;Gehuwd;1958;;
3857;Totaal mannen en vrouwen;8 dagen;Gehuwd;1959;;
3858;Totaal mannen en vrouwen;8 dagen;Gehuwd;1960;;
3859;Totaal mannen en vrouwen;8 dagen;Gehuwd;1961;;
3860;Totaal mannen en vrouwen;8 dagen;Gehuwd;1962;;
3861;Totaal mannen en vrouwen;8 dagen;Gehuwd;1963;;
3862;Totaal mannen en vrouwen;8 dagen;Gehuwd;1964;;
3863;Totaal mannen en vrouwen;8 dagen;Gehuwd;1965;;
3864;Totaal mannen en vrouwen;8 dagen;Gehuwd;1966;;
3865;Totaal mannen en vrouwen;8 dagen;Gehuwd;1967;;
3866;Totaal mannen en vrouwen;8 dagen;Gehuwd;1968;;
3867;Totaal mannen en vrouwen;8 dagen;Gehuwd;1969;;
3868;Totaal mannen en vrouwen;8 dagen;Gehuwd;1970;;
3869;Totaal mannen en vrouwen;8 dagen;Gehuwd;1971;;
3870;Totaal mannen en vrouwen;8 dagen;Gehuwd;1972;;
3871;Totaal mannen en vrouwen;8 dagen;Gehuwd;1973;;
3872;Totaal mannen en vrouwen;8 dagen;Gehuwd;1974;;
3873;Totaal mannen en vrouwen;8 dagen;Gehuwd;1975;;
3874;Totaal mannen en vrouwen;8 dagen;Gehuwd;1976;;
3875;Totaal mannen en vrouwen;8 dagen;Gehuwd;1977;;
3876;Totaal mannen en vrouwen;8 dagen;Gehuwd;1978;;
3877;Totaal mannen en vrouwen;8 dagen;Gehuwd;1979;;
3878;Totaal mannen en vrouwen;8 dagen;Gehuwd;1980;;
3879;Totaal mannen en vrouwen;8 dagen;Gehuwd;1981;;
3880;Totaal mannen en vrouwen;8 dagen;Gehuwd;1982;;
3881;Totaal mannen en vrouwen;8 dagen;Gehuwd;1983;;
3882;Totaal mannen en vrouwen;8 dagen;Gehuwd;1984;;
3883;Totaal mannen en vrouwen;8 dagen;Gehuwd;1985;;
3884;Totaal mannen en vrouwen;8 dagen;Gehuwd;1986;;
3885;Totaal mannen en vrouwen;8 dagen;Gehuwd;1987;;
3886;Totaal mannen en vrouwen;8 dagen;Gehuwd;1988;;
3887;Totaal mannen en vrouwen;8 dagen;Gehuwd;1989;;
3888;Totaal mannen en vrouwen;8 dagen;Gehuwd;1990;;
3889;Totaal mannen en vrouwen;8 dagen;Gehuwd;1991;;
3890;Totaal mannen en vrouwen;8 dagen;Gehuwd;1992;;
3891;Totaal mannen en vrouwen;8 dagen;Gehuwd;1993;;
3892;Totaal mannen en vrouwen;8 dagen;Gehuwd;1994;;
3893;Totaal mannen en vrouwen;8 dagen;Gehuwd;1995;;
3894;Totaal mannen en vrouwen;8 dagen;Gehuwd;1996;;
3895;Totaal mannen en vrouwen;8 dagen;Gehuwd;1997;;
3896;Totaal mannen en vrouwen;8 dagen;Gehuwd;1998;;
3897;Totaal mannen en vrouwen;8 dagen;Gehuwd;1999;;
3898;Totaal mannen en vrouwen;8 dagen;Gehuwd;2000;;
3899;Totaal mannen en vrouwen;8 dagen;Gehuwd;2001;;
3900;Totaal mannen en vrouwen;8 dagen;Gehuwd;2002;;
3901;Totaal mannen en vrouwen;8 dagen;Gehuwd;2003;;
3902;Totaal mannen en vrouwen;8 dagen;Gehuwd;2004;;
3903;Totaal mannen en vrouwen;8 dagen;Gehuwd;2005;;
3904;Totaal mannen en vrouwen;8 dagen;Gehuwd;2006;;
3905;Totaal mannen en vrouwen;8 dagen;Gehuwd;2007;;
3906;Totaal mannen en vrouwen;8 dagen;Gehuwd;2008;;
3907;Totaal mannen en vrouwen;8 dagen;Gehuwd;2009;;
3908;Totaal mannen en vrouwen;8 dagen;Gehuwd;2010;;
3909;Totaal mannen en vrouwen;8 dagen;Gehuwd;2011;;
3910;Totaal mannen en vrouwen;8 dagen;Gehuwd;2012;;
3911;Totaal mannen en vrouwen;8 dagen;Gehuwd;2013;;
3912;Totaal mannen en vrouwen;8 dagen;Gehuwd;2014;;
3913;Totaal mannen en vrouwen;8 dagen;Gehuwd;2015;;
3914;Totaal mannen en vrouwen;8 dagen;Gehuwd;2016;;
3915;Totaal mannen en vrouwen;8 dagen;Gehuwd;2017;;
3916;Totaal mannen en vrouwen;8 dagen;Gehuwd;2018;;
3917;Totaal mannen en vrouwen;8 dagen;Gehuwd;2019;;
3918;Totaal mannen en vrouwen;8 dagen;Gehuwd;2020;;
3919;Totaal mannen en vrouwen;8 dagen;Gehuwd;2021;;
3920;Totaal mannen en vrouwen;8 dagen;Gehuwd;2022;;
3921;Totaal mannen en vrouwen;8 dagen;Gehuwd;2023;;
3922;Totaal mannen en vrouwen;8 dagen;Verweduwd;1950;;
3923;Totaal mannen en vrouwen;8 dagen;Verweduwd;1951;;
3924;Totaal mannen en vrouwen;8 dagen;Verweduwd;1952;;
3925;Totaal mannen en vrouwen;8 dagen;Verweduwd;1953;;
3926;Totaal mannen en vrouwen;8 dagen;Verweduwd;1954;;
3927;Totaal mannen en vrouwen;8 dagen;Verweduwd;1955;;
3928;Totaal mannen en vrouwen;8 dagen;Verweduwd;1956;;
3929;Totaal mannen en vrouwen;8 dagen;Verweduwd;1957;;
3930;Totaal mannen en vrouwen;8 dagen;Verweduwd;1958;;
3931;Totaal mannen en vrouwen;8 dagen;Verweduwd;1959;;
3932;Totaal mannen en vrouwen;8 dagen;Verweduwd;1960;;
3933;Totaal mannen en vrouwen;8 dagen;Verweduwd;1961;;
3934;Totaal mannen en vrouwen;8 dagen;Verweduwd;1962;;
3935;Totaal mannen en vrouwen;8 dagen;Verweduwd;1963;;
3936;Totaal mannen en vrouwen;8 dagen;Verweduwd;1964;;
3937;Totaal mannen en vrouwen;8 dagen;Verweduwd;1965;;
3938;Totaal mannen en vrouwen;8 dagen;Verweduwd;1966;;
3939;Totaal mannen en vrouwen;8 dagen;Verweduwd;1967;;
3940;Totaal mannen en vrouwen;8 dagen;Verweduwd;1968;;
3941;Totaal mannen en vrouwen;8 dagen;Verweduwd;1969;;
3942;Totaal mannen en vrouwen;8 dagen;Verweduwd;1970;;
3943;Totaal mannen en vrouwen;8 dagen;Verweduwd;1971;;
3944;Totaal mannen en vrouwen;8 dagen;Verweduwd;1972;;
3945;Totaal mannen en vrouwen;8 dagen;Verweduwd;1973;;
3946;Totaal mannen en vrouwen;8 dagen;Verweduwd;1974;;
3947;Totaal mannen en vrouwen;8 dagen;Verweduwd;1975;;
3948;Totaal mannen en vrouwen;8 dagen;Verweduwd;1976;;
3949;Totaal mannen en vrouwen;8 dagen;Verweduwd;1977;;
3950;Totaal mannen en vrouwen;8 dagen;Verweduwd;1978;;
3951;Totaal mannen en vrouwen;8 dagen;Verweduwd;1979;;
3952;Totaal mannen en vrouwen;8 dagen;Verweduwd;1980;;
3953;Totaal mannen en vrouwen;8 dagen;Verweduwd;1981;;
3954;Totaal mannen en vrouwen;8 dagen;Verweduwd;1982;;
3955;Totaal mannen en vrouwen;8 dagen;Verweduwd;1983;;
3956;Totaal mannen en vrouwen;8 dagen;Verweduwd;1984;;
3957;Totaal mannen en vrouwen;8 dagen;Verweduwd;1985;;
3958;Totaal mannen en vrouwen;8 dagen;Verweduwd;1986;;
3959;Totaal mannen en vrouwen;8 dagen;Verweduwd;1987;;
3960;Totaal mannen en vrouwen;8 dagen;Verweduwd;1988;;
3961;Totaal mannen en vrouwen;8 dagen;Verweduwd;1989;;
3962;Totaal mannen en vrouwen;8 dagen;Verweduwd;1990;;
3963;Totaal mannen en vrouwen;8 dagen;Verweduwd;1991;;
3964;Totaal mannen en vrouwen;8 dagen;Verweduwd;1992;;
3965;Totaal mannen en vrouwen;8 dagen;Verweduwd;1993;;
3966;Totaal mannen en vrouwen;8 dagen;Verweduwd;1994;;
3967;Totaal mannen en vrouwen;8 dagen;Verweduwd;1995;;
3968;Totaal mannen en vrouwen;8 dagen;Verweduwd;1996;;
3969;Totaal mannen en vrouwen;8 dagen;Verweduwd;1997;;
3970;Totaal mannen en vrouwen;8 dagen;Verweduwd;1998;;
3971;Totaal mannen en vrouwen;8 dagen;Verweduwd;1999;;
3972;Totaal mannen en vrouwen;8 dagen;Verweduwd;2000;;
3973;Totaal mannen en vrouwen;8 dagen;Verweduwd;2001;;
3974;Totaal mannen en vrouwen;8 dagen;Verweduwd;2002;;
3975;Totaal mannen en vrouwen;8 dagen;Verweduwd;2003;;
3976;Totaal mannen en vrouwen;8 dagen;Verweduwd;2004;;
3977;Totaal mannen en vrouwen;8 dagen;Verweduwd;2005;;
3978;Totaal mannen en vrouwen;8 dagen;Verweduwd;2006;;
3979;Totaal mannen en vrouwen;8 dagen;Verweduwd;2007;;
3980;Totaal mannen en vrouwen;8 dagen;Verweduwd;2008;;
3981;Totaal mannen en vrouwen;8 dagen;Verweduwd;2009;;
3982;Totaal mannen en vrouwen;8 dagen;Verweduwd;2010;;
3983;Totaal mannen en vrouwen;8 dagen;Verweduwd;2011;;
3984;Totaal mannen en vrouwen;8 dagen;Verweduwd;2012;;
3985;Totaal mannen en vrouwen;8 dagen;Verweduwd;2013;;
3986;Totaal mannen en vrouwen;8 dagen;Verweduwd;2014;;
3987;Totaal mannen en vrouwen;8 dagen;Verweduwd;2015;;
3988;Totaal mannen en vrouwen;8 dagen;Verweduwd;2016;;
3989;Totaal mannen en vrouwen;8 dagen;Verweduwd;2017;;
3990;Totaal mannen en vrouwen;8 dagen;Verweduwd;2018;;
3991;Totaal mannen en vrouwen;8 dagen;Verweduwd;2019;;
3992;Totaal mannen en vrouwen;8 dagen;Verweduwd;2020;;
3993;Totaal mannen en vrouwen;8 dagen;Verweduwd;2021;;
3994;Totaal mannen en vrouwen;8 dagen;Verweduwd;2022;;
3995;Totaal mannen en vrouwen;8 dagen;Verweduwd;2023;;
3996;Totaal mannen en vrouwen;8 dagen;Gescheiden;1950;;
3997;Totaal mannen en vrouwen;8 dagen;Gescheiden;1951;;
3998;Totaal mannen en vrouwen;8 dagen;Gescheiden;1952;;
3999;Totaal mannen en vrouwen;8 dagen;Gescheiden;1953;;
4000;Totaal mannen en vrouwen;8 dagen;Gescheiden;1954;;
4001;Totaal mannen en vrouwen;8 dagen;Gescheiden;1955;;
4002;Totaal mannen en vrouwen;8 dagen;Gescheiden;1956;;
4003;Totaal mannen en vrouwen;8 dagen;Gescheiden;1957;;
4004;Totaal mannen en vrouwen;8 dagen;Gescheiden;1958;;
4005;Totaal mannen en vrouwen;8 dagen;Gescheiden;1959;;
4006;Totaal mannen en vrouwen;8 dagen;Gescheiden;1960;;
4007;Totaal mannen en vrouwen;8 dagen;Gescheiden;1961;;
4008;Totaal mannen en vrouwen;8 dagen;Gescheiden;1962;;
4009;Totaal mannen en vrouwen;8 dagen;Gescheiden;1963;;
4010;Totaal mannen en vrouwen;8 dagen;Gescheiden;1964;;
4011;Totaal mannen en vrouwen;8 dagen;Gescheiden;1965;;
4012;Totaal mannen en vrouwen;8 dagen;Gescheiden;1966;;
4013;Totaal mannen en vrouwen;8 dagen;Gescheiden;1967;;
4014;Totaal mannen en vrouwen;8 dagen;Gescheiden;1968;;
4015;Totaal mannen en vrouwen;8 dagen;Gescheiden;1969;;
4016;Totaal mannen en vrouwen;8 dagen;Gescheiden;1970;;
4017;Totaal mannen en vrouwen;8 dagen;Gescheiden;1971;;
4018;Totaal mannen en vrouwen;8 dagen;Gescheiden;1972;;
4019;Totaal mannen en vrouwen;8 dagen;Gescheiden;1973;;
4020;Totaal mannen en vrouwen;8 dagen;Gescheiden;1974;;
4021;Totaal mannen en vrouwen;8 dagen;Gescheiden;1975;;
4022;Totaal mannen en vrouwen;8 dagen;Gescheiden;1976;;
4023;Totaal mannen en vrouwen;8 dagen;Gescheiden;1977;;
4024;Totaal mannen en vrouwen;8 dagen;Gescheiden;1978;;
4025;Totaal mannen en vrouwen;8 dagen;Gescheiden;1979;;
4026;Totaal mannen en vrouwen;8 dagen;Gescheiden;1980;;
4027;Totaal mannen en vrouwen;8 dagen;Gescheiden;1981;;
4028;Totaal mannen en vrouwen;8 dagen;Gescheiden;1982;;
4029;Totaal mannen en vrouwen;8 dagen;Gescheiden;1983;;
4030;Totaal mannen en vrouwen;8 dagen;Gescheiden;1984;;
4031;Totaal mannen en vrouwen;8 dagen;Gescheiden;1985;;
4032;Totaal mannen en vrouwen;8 dagen;Gescheiden;1986;;
4033;Totaal mannen en vrouwen;8 dagen;Gescheiden;1987;;
4034;Totaal mannen en vrouwen;8 dagen;Gescheiden;1988;;
4035;Totaal mannen en vrouwen;8 dagen;Gescheiden;1989;;
4036;Totaal mannen en vrouwen;8 dagen;Gescheiden;1990;;
4037;Totaal mannen en vrouwen;8 dagen;Gescheiden;1991;;
4038;Totaal mannen en vrouwen;8 dagen;Gescheiden;1992;;
4039;Totaal mannen en vrouwen;8 dagen;Gescheiden;1993;;
4040;Totaal mannen en vrouwen;8 dagen;Gescheiden;1994;;
4041;Totaal mannen en vrouwen;8 dagen;Gescheiden;1995;;
4042;Totaal mannen en vrouwen;8 dagen;Gescheiden;1996;;
4043;Totaal mannen en vrouwen;8 dagen;Gescheiden;1997;;
4044;Totaal mannen en vrouwen;8 dagen;Gescheiden;1998;;
4045;Totaal mannen en vrouwen;8 dagen;Gescheiden;1999;;
4046;Totaal mannen en vrouwen;8 dagen;Gescheiden;2000;;
4047;Totaal mannen en vrouwen;8 dagen;Gescheiden;2001;;
4048;Totaal mannen en vrouwen;8 dagen;Gescheiden;2002;;
4049;Totaal mannen en vrouwen;8 dagen;Gescheiden;2003;;
4050;Totaal mannen en vrouwen;8 dagen;Gescheiden;2004;;
4051;Totaal mannen en vrouwen;8 dagen;Gescheiden;2005;;
4052;Totaal mannen en vrouwen;8 dagen;Gescheiden;2006;;
4053;Totaal mannen en vrouwen;8 dagen;Gescheiden;2007;;
4054;Totaal mannen en vrouwen;8 dagen;Gescheiden;2008;;
4055;Totaal mannen en vrouwen;8 dagen;Gescheiden;2009;;
4056;Totaal mannen en vrouwen;8 dagen;Gescheiden;2010;;
4057;Totaal mannen en vrouwen;8 dagen;Gescheiden;2011;;
4058;Totaal mannen en vrouwen;8 dagen;Gescheiden;2012;;
4059;Totaal mannen en vrouwen;8 dagen;Gescheiden;2013;;
4060;Totaal mannen en vrouwen;8 dagen;Gescheiden;2014;;
4061;Totaal mannen en vrouwen;8 dagen;Gescheiden;2015;;
4062;Totaal mannen en vrouwen;8 dagen;Gescheiden;2016;;
4063;Totaal mannen en vrouwen;8 dagen;Gescheiden;2017;;
4064;Totaal mannen en vrouwen;8 dagen;Gescheiden;2018;;
4065;Totaal mannen en vrouwen;8 dagen;Gescheiden;2019;;
4066;Totaal mannen en vrouwen;8 dagen;Gescheiden;2020;;
4067;Totaal mannen en vrouwen;8 dagen;Gescheiden;2021;;
4068;Totaal mannen en vrouwen;8 dagen;Gescheiden;2022;;
4069;Totaal mannen en vrouwen;8 dagen;Gescheiden;2023;;
4070;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1950;;
4071;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1951;;
4072;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1952;;
4073;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1953;;
4074;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1954;;
4075;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1955;;
4076;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1956;;
4077;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1957;;
4078;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1958;;
4079;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1959;;
4080;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1960;;
4081;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1961;;
4082;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1962;;
4083;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1963;;
4084;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1964;;
4085;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1965;;
4086;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1966;;
4087;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1967;;
4088;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1968;;
4089;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1969;;
4090;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1970;;
4091;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1971;;
4092;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1972;;
4093;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1973;;
4094;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1974;;
4095;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1975;;
4096;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1976;;
4097;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1977;;
4098;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1978;;
4099;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1979;;
4100;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1980;;
4101;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1981;;
4102;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1982;;
4103;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1983;;
4104;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1984;;
4105;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1985;;
4106;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1986;;
4107;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1987;;
4108;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1988;;
4109;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1989;;
4110;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1990;;
4111;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1991;;
4112;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1992;;
4113;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1993;;
4114;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1994;;
4115;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1995;15.0;
4116;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1996;7.0;
4117;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1997;14.0;
4118;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1998;10.0;
4119;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;1999;9.0;
4120;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2000;10.0;
4121;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2001;9.0;
4122;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2002;13.0;
4123;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2003;18.0;
4124;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2004;17.0;
4125;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2005;14.0;
4126;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2006;10.0;
4127;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2007;13.0;
4128;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2008;12.0;
4129;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2009;9.0;
4130;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2010;15.0;
4131;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2011;11.0;
4132;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2012;10.0;
4133;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2013;12.0;
4134;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2014;8.0;
4135;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2015;12.0;
4136;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2016;10.0;
4137;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2017;15.0;
4138;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2018;7.0;
4139;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2019;12.0;
4140;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2020;18.0;
4141;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2021;7.0;
4142;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2022;8.0;
4143;Totaal mannen en vrouwen;9 dagen;Totaal burgerlijke staat;2023;16.0;
4144;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1950;;
4145;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1951;;
4146;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1952;;
4147;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1953;;
4148;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1954;;
4149;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1955;;
4150;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1956;;
4151;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1957;;
4152;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1958;;
4153;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1959;;
4154;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1960;;
4155;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1961;;
4156;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1962;;
4157;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1963;;
4158;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1964;;
4159;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1965;;
4160;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1966;;
4161;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1967;;
4162;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1968;;
4163;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1969;;
4164;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1970;;
4165;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1971;;
4166;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1972;;
4167;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1973;;
4168;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1974;;
4169;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1975;;
4170;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1976;;
4171;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1977;;
4172;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1978;;
4173;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1979;;
4174;Totaal mannen en vrouwen;9 dagen;Ongehuwd;1980;;
