ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3
2288;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2011;23;7;16
2289;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2012;25;5;20
2290;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2013;31;10;21
2291;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2014;27;5;22
2292;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2015;29;4;25
2293;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2016;24;11;13
2294;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2017;39;5;34
2295;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2018;37;7;30
2296;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2019;17;8;9
2297;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2020;18;2;16
2298;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2021;14;8;6
2299;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2022;39;4;35
2300;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Caribisch Nederland;2023;31;7;24
2301;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2011;11;2;9
2302;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2012;15;2;13
2303;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2013;18;3;15
2304;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2014;17;3;14
2305;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2015;22;1;21
2306;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2016;17;5;12
2307;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2017;28;5;23
2308;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2018;21;4;17
2309;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2019;7;4;3
2310;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2020;16;2;14
2311;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2021;8;4;4
2312;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2022;21;1;20
2313;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Bonaire;2023;27;1;26
2314;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2011;6;2;4
2315;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2012;4;1;3
2316;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2013;6;3;3
2317;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2014;4;1;3
2318;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2015;1;3;-2
2319;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2016;2;0;2
2320;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2017;5;0;5
2321;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2018;5;1;4
2322;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2019;4;2;2
2323;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2020;1;0;1
2324;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2021;2;0;2
2325;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2022;11;1;10
2326;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Sint Eustatius;2023;1;5;-4
2327;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2011;6;3;3
2328;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2012;6;2;4
2329;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2013;7;4;3
2330;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2014;6;1;5
2331;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2015;6;0;6
2332;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2016;5;6;-1
2333;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2017;6;0;6
2334;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2018;11;2;9
2335;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2019;6;2;4
2336;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2020;1;0;1
2337;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2021;4;4;0
2338;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2022;7;2;5
2339;Totaal mannen en vrouwen;0 tot 5 jaar;Buiten Koninkrijk der Nederlanden gebo..;Saba;2023;3;1;2
2340;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2011;0;0;0
2341;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2012;0;0;0
2342;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2013;1;0;1
2343;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2014;0;0;0
2344;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2015;0;0;0
2345;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2016;0;0;0
2346;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2017;0;0;0
2347;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2018;0;0;0
2348;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2019;0;0;0
2349;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2020;0;0;0
2350;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2021;0;0;0
2351;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2022;0;0;0
2352;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Caribisch Nederland;2023;0;0;0
2353;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2011;0;0;0
2354;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2012;0;0;0
2355;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2013;1;0;1
2356;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2014;0;0;0
2357;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2015;0;0;0
2358;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2016;0;0;0
2359;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2017;0;0;0
2360;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2018;0;0;0
2361;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2019;0;0;0
2362;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2020;0;0;0
2363;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2021;0;0;0
2364;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2022;0;0;0
2365;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Bonaire;2023;0;0;0
2366;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2011;0;0;0
2367;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2012;0;0;0
2368;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2013;0;0;0
2369;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2014;0;0;0
2370;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2015;0;0;0
2371;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2016;0;0;0
2372;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2017;0;0;0
2373;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2018;0;0;0
2374;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2019;0;0;0
2375;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2020;0;0;0
2376;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2021;0;0;0
2377;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2022;0;0;0
2378;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Sint Eustatius;2023;0;0;0
2379;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2011;0;0;0
2380;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2012;0;0;0
2381;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2013;0;0;0
2382;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2014;0;0;0
2383;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2015;0;0;0
2384;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2016;0;0;0
2385;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2017;0;0;0
2386;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2018;0;0;0
2387;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2019;0;0;0
2388;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2020;0;0;0
2389;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2021;0;0;0
2390;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2022;0;0;0
2391;Totaal mannen en vrouwen;0 tot 5 jaar;Afrika;Saba;2023;0;0;0
2392;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2011;52;54;-2
2393;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2012;70;42;28
2394;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2013;76;42;34
2395;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2014;57;40;17
2396;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2015;66;30;36
2397;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2016;43;52;-9
2398;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2017;72;50;22
2399;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2018;70;50;20
2400;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2019;42;35;7
2401;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2020;68;32;36
2402;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2021;48;39;9
2403;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2022;67;50;17
2404;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Caribisch Nederland;2023;69;41;28
2405;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2011;31;38;-7
2406;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2012;51;32;19
2407;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2013;53;29;24
2408;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2014;38;30;8
2409;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2015;53;22;31
2410;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2016;30;39;-9
2411;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2017;51;43;8
2412;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2018;46;38;8
2413;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2019;30;26;4
2414;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2020;64;28;36
2415;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2021;36;29;7
2416;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2022;42;45;-3
2417;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Bonaire;2023;51;28;23
2418;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2011;10;10;0
2419;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2012;11;6;5
2420;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2013;15;9;6
2421;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2014;9;5;4
2422;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2015;7;8;-1
2423;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2016;7;6;1
2424;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2017;11;5;6
2425;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2018;12;8;4
2426;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2019;5;4;1
2427;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2020;2;4;-2
2428;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2021;5;5;0
2429;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2022;15;2;13
2430;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Sint Eustatius;2023;5;11;-6
2431;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2011;11;6;5
2432;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2012;8;4;4
2433;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2013;8;4;4
2434;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2014;10;5;5
2435;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2015;6;0;6
2436;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2016;6;7;-1
2437;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2017;10;2;8
2438;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2018;12;4;8
2439;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2019;7;5;2
2440;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2020;2;0;2
2441;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2021;7;5;2
2442;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2022;10;3;7
2443;Totaal mannen en vrouwen;0 tot 5 jaar;Amerika;Saba;2023;13;2;11
2444;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2011;1;0;1
2445;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2012;0;0;0
2446;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2013;1;1;0
2447;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2014;0;0;0
2448;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2015;0;0;0
2449;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2016;0;1;-1
2450;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2017;3;0;3
2451;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2018;2;0;2
2452;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2019;1;0;1
2453;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2020;1;0;1
2454;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2021;1;0;1
2455;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2022;0;0;0
2456;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Caribisch Nederland;2023;0;0;0
2457;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2011;0;0;0
2458;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2012;0;0;0
2459;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2013;0;0;0
2460;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2014;0;0;0
2461;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2015;0;0;0
2462;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2016;0;0;0
2463;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2017;3;0;3
2464;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2018;0;0;0
2465;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2019;0;0;0
2466;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2020;1;0;1
2467;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2021;1;0;1
2468;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2022;0;0;0
2469;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Bonaire;2023;0;0;0
2470;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2011;0;0;0
2471;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2012;0;0;0
2472;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2013;0;0;0
2473;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2014;0;0;0
2474;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2015;0;0;0
2475;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2016;0;0;0
2476;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2017;0;0;0
2477;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2018;0;0;0
2478;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2019;1;0;1
2479;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2020;0;0;0
2480;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2021;0;0;0
2481;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2022;0;0;0
2482;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Sint Eustatius;2023;0;0;0
2483;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2011;1;0;1
2484;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2012;0;0;0
2485;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2013;1;1;0
2486;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2014;0;0;0
2487;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2015;0;0;0
2488;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2016;0;1;-1
2489;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2017;0;0;0
2490;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2018;2;0;2
2491;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2019;0;0;0
2492;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2020;0;0;0
2493;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2021;0;0;0
2494;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2022;0;0;0
2495;Totaal mannen en vrouwen;0 tot 5 jaar;Azië;Saba;2023;0;0;0
2496;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2011;69;19;50
2497;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2012;40;12;28
2498;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2013;45;14;31
2499;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2014;53;14;39
2500;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2015;34;14;20
2501;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2016;38;18;20
2502;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2017;38;9;29
2503;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2018;23;14;9
2504;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2019;24;8;16
2505;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2020;32;14;18
2506;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2021;36;14;22
2507;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2022;40;14;26
2508;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Caribisch Nederland;2023;29;10;19
2509;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2011;55;12;43
2510;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2012;37;10;27
2511;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2013;34;13;21
2512;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2014;43;12;31
2513;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2015;31;13;18
2514;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2016;31;15;16
2515;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2017;32;8;24
2516;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2018;19;12;7
2517;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2019;22;6;16
2518;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2020;27;12;15
2519;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2021;32;8;24
2520;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2022;40;13;27
2521;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Bonaire;2023;21;10;11
2522;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2011;9;6;3
2523;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2012;2;2;0
2524;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2013;8;1;7
2525;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2014;6;1;5
2526;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2015;1;1;0
2527;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2016;5;1;4
2528;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2017;5;1;4
2529;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2018;1;1;0
2530;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2019;2;0;2
2531;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2020;3;0;3
2532;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2021;3;6;-3
2533;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2022;0;0;0
2534;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Sint Eustatius;2023;1;0;1
2535;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2011;5;1;4
2536;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2012;1;0;1
2537;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2013;3;0;3
2538;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2014;4;1;3
2539;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2015;2;0;2
2540;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2016;2;2;0
2541;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2017;1;0;1
2542;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2018;3;1;2
2543;Totaal mannen en vrouwen;0 tot 5 jaar;Europa (inclusief Nederland);Saba;2019;0;2;-2
