ID;Geslacht;Geboorteland;Herkomstland;Postcode;Perioden;Bevolking_1
167;Totaal mannen en vrouwen;Totaal;Totaal;1074;2024;8370.0
168;Totaal mannen en vrouwen;Totaal;Totaal;1075;2022;10605.0
169;Totaal mannen en vrouwen;Totaal;Totaal;1075;2023;10525.0
170;Totaal mannen en vrouwen;Totaal;Totaal;1075;2024;10470.0
171;Totaal mannen en vrouwen;Totaal;Totaal;1076;2022;11305.0
172;Totaal mannen en vrouwen;Totaal;Totaal;1076;2023;11305.0
173;Totaal mannen en vrouwen;Totaal;Totaal;1076;2024;11390.0
174;Totaal mannen en vrouwen;Totaal;Totaal;1077;2022;9935.0
175;Totaal mannen en vrouwen;Totaal;Totaal;1077;2023;10200.0
176;Totaal mannen en vrouwen;Totaal;Totaal;1077;2024;10120.0
177;Totaal mannen en vrouwen;Totaal;Totaal;1078;2022;14655.0
178;Totaal mannen en vrouwen;Totaal;Totaal;1078;2023;14635.0
179;Totaal mannen en vrouwen;Totaal;Totaal;1078;2024;14690.0
180;Totaal mannen en vrouwen;Totaal;Totaal;1079;2022;14680.0
181;Totaal mannen en vrouwen;Totaal;Totaal;1079;2023;14580.0
182;Totaal mannen en vrouwen;Totaal;Totaal;1079;2024;14700.0
183;Totaal mannen en vrouwen;Totaal;Totaal;1081;2022;5330.0
184;Totaal mannen en vrouwen;Totaal;Totaal;1081;2023;5560.0
185;Totaal mannen en vrouwen;Totaal;Totaal;1081;2024;5800.0
186;Totaal mannen en vrouwen;Totaal;Totaal;1082;2022;12495.0
187;Totaal mannen en vrouwen;Totaal;Totaal;1082;2023;12745.0
188;Totaal mannen en vrouwen;Totaal;Totaal;1082;2024;12790.0
189;Totaal mannen en vrouwen;Totaal;Totaal;1083;2022;7780.0
190;Totaal mannen en vrouwen;Totaal;Totaal;1083;2023;8720.0
191;Totaal mannen en vrouwen;Totaal;Totaal;1083;2024;8735.0
192;Totaal mannen en vrouwen;Totaal;Totaal;1086;2022;4305.0
193;Totaal mannen en vrouwen;Totaal;Totaal;1086;2023;4820.0
194;Totaal mannen en vrouwen;Totaal;Totaal;1086;2024;4920.0
195;Totaal mannen en vrouwen;Totaal;Totaal;1087;2022;19860.0
196;Totaal mannen en vrouwen;Totaal;Totaal;1087;2023;20325.0
197;Totaal mannen en vrouwen;Totaal;Totaal;1087;2024;21045.0
198;Totaal mannen en vrouwen;Totaal;Totaal;1091;2022;16725.0
199;Totaal mannen en vrouwen;Totaal;Totaal;1091;2023;16715.0
200;Totaal mannen en vrouwen;Totaal;Totaal;1091;2024;16850.0
201;Totaal mannen en vrouwen;Totaal;Totaal;1092;2022;8890.0
202;Totaal mannen en vrouwen;Totaal;Totaal;1092;2023;8740.0
203;Totaal mannen en vrouwen;Totaal;Totaal;1092;2024;8560.0
204;Totaal mannen en vrouwen;Totaal;Totaal;1093;2022;9960.0
205;Totaal mannen en vrouwen;Totaal;Totaal;1093;2023;10000.0
206;Totaal mannen en vrouwen;Totaal;Totaal;1093;2024;10130.0
207;Totaal mannen en vrouwen;Totaal;Totaal;1094;2022;12295.0
208;Totaal mannen en vrouwen;Totaal;Totaal;1094;2023;12270.0
209;Totaal mannen en vrouwen;Totaal;Totaal;1094;2024;12145.0
210;Totaal mannen en vrouwen;Totaal;Totaal;1095;2022;15010.0
211;Totaal mannen en vrouwen;Totaal;Totaal;1095;2023;15480.0
212;Totaal mannen en vrouwen;Totaal;Totaal;1095;2024;15645.0
213;Totaal mannen en vrouwen;Totaal;Totaal;1096;2022;5420.0
214;Totaal mannen en vrouwen;Totaal;Totaal;1096;2023;5555.0
215;Totaal mannen en vrouwen;Totaal;Totaal;1096;2024;5935.0
216;Totaal mannen en vrouwen;Totaal;Totaal;1097;2022;15345.0
217;Totaal mannen en vrouwen;Totaal;Totaal;1097;2023;15655.0
218;Totaal mannen en vrouwen;Totaal;Totaal;1097;2024;16360.0
219;Totaal mannen en vrouwen;Totaal;Totaal;1098;2022;15470.0
220;Totaal mannen en vrouwen;Totaal;Totaal;1098;2023;15695.0
221;Totaal mannen en vrouwen;Totaal;Totaal;1098;2024;15515.0
222;Totaal mannen en vrouwen;Totaal;Totaal;1099;2022;
223;Totaal mannen en vrouwen;Totaal;Totaal;1099;2023;
224;Totaal mannen en vrouwen;Totaal;Totaal;1099;2024;
225;Totaal mannen en vrouwen;Totaal;Totaal;1101;2022;135.0
226;Totaal mannen en vrouwen;Totaal;Totaal;1101;2023;900.0
227;Totaal mannen en vrouwen;Totaal;Totaal;1101;2024;1060.0
228;Totaal mannen en vrouwen;Totaal;Totaal;1102;2022;24425.0
229;Totaal mannen en vrouwen;Totaal;Totaal;1102;2023;24370.0
230;Totaal mannen en vrouwen;Totaal;Totaal;1102;2024;25765.0
231;Totaal mannen en vrouwen;Totaal;Totaal;1103;2022;14200.0
232;Totaal mannen en vrouwen;Totaal;Totaal;1103;2023;14305.0
233;Totaal mannen en vrouwen;Totaal;Totaal;1103;2024;14305.0
234;Totaal mannen en vrouwen;Totaal;Totaal;1104;2022;15695.0
235;Totaal mannen en vrouwen;Totaal;Totaal;1104;2023;15790.0
236;Totaal mannen en vrouwen;Totaal;Totaal;1104;2024;15840.0
237;Totaal mannen en vrouwen;Totaal;Totaal;1105;2022;2460.0
238;Totaal mannen en vrouwen;Totaal;Totaal;1105;2023;2645.0
239;Totaal mannen en vrouwen;Totaal;Totaal;1105;2024;2810.0
240;Totaal mannen en vrouwen;Totaal;Totaal;1106;2022;17685.0
241;Totaal mannen en vrouwen;Totaal;Totaal;1106;2023;17765.0
242;Totaal mannen en vrouwen;Totaal;Totaal;1106;2024;17905.0
243;Totaal mannen en vrouwen;Totaal;Totaal;1107;2022;11450.0
244;Totaal mannen en vrouwen;Totaal;Totaal;1107;2023;11505.0
245;Totaal mannen en vrouwen;Totaal;Totaal;1107;2024;11570.0
246;Totaal mannen en vrouwen;Totaal;Totaal;1108;2022;2945.0
247;Totaal mannen en vrouwen;Totaal;Totaal;1108;2023;3155.0
248;Totaal mannen en vrouwen;Totaal;Totaal;1108;2024;3135.0
249;Totaal mannen en vrouwen;Totaal;Totaal;1109;2022;1645.0
250;Totaal mannen en vrouwen;Totaal;Totaal;1109;2023;1650.0
251;Totaal mannen en vrouwen;Totaal;Totaal;1109;2024;1675.0
252;Totaal mannen en vrouwen;Totaal;Totaal;1111;2022;14775.0
253;Totaal mannen en vrouwen;Totaal;Totaal;1111;2023;15110.0
254;Totaal mannen en vrouwen;Totaal;Totaal;1111;2024;15220.0
255;Totaal mannen en vrouwen;Totaal;Totaal;1112;2022;13575.0
256;Totaal mannen en vrouwen;Totaal;Totaal;1112;2023;14200.0
257;Totaal mannen en vrouwen;Totaal;Totaal;1112;2024;14305.0
258;Totaal mannen en vrouwen;Totaal;Totaal;1113;2022;3475.0
259;Totaal mannen en vrouwen;Totaal;Totaal;1113;2023;3475.0
260;Totaal mannen en vrouwen;Totaal;Totaal;1113;2024;3450.0
261;Totaal mannen en vrouwen;Totaal;Totaal;1114;2022;80.0
262;Totaal mannen en vrouwen;Totaal;Totaal;1114;2023;80.0
263;Totaal mannen en vrouwen;Totaal;Totaal;1114;2024;300.0
264;Totaal mannen en vrouwen;Totaal;Totaal;1115;2022;5280.0
265;Totaal mannen en vrouwen;Totaal;Totaal;1115;2023;5245.0
266;Totaal mannen en vrouwen;Totaal;Totaal;1115;2024;5270.0
267;Totaal mannen en vrouwen;Totaal;Totaal;1117;2022;10.0
268;Totaal mannen en vrouwen;Totaal;Totaal;1117;2023;10.0
269;Totaal mannen en vrouwen;Totaal;Totaal;1117;2024;15.0
270;Totaal mannen en vrouwen;Totaal;Totaal;1118;2022;40.0
271;Totaal mannen en vrouwen;Totaal;Totaal;1118;2023;80.0
272;Totaal mannen en vrouwen;Totaal;Totaal;1118;2024;110.0
273;Totaal mannen en vrouwen;Totaal;Totaal;1119;2022;25.0
274;Totaal mannen en vrouwen;Totaal;Totaal;1119;2023;140.0
275;Totaal mannen en vrouwen;Totaal;Totaal;1119;2024;110.0
276;Totaal mannen en vrouwen;Totaal;Totaal;1121;2022;10305.0
277;Totaal mannen en vrouwen;Totaal;Totaal;1121;2023;10410.0
278;Totaal mannen en vrouwen;Totaal;Totaal;1121;2024;10405.0
279;Totaal mannen en vrouwen;Totaal;Totaal;1127;2022;845.0
280;Totaal mannen en vrouwen;Totaal;Totaal;1127;2023;865.0
281;Totaal mannen en vrouwen;Totaal;Totaal;1127;2024;855.0
282;Totaal mannen en vrouwen;Totaal;Totaal;1131;2022;8825.0
283;Totaal mannen en vrouwen;Totaal;Totaal;1131;2023;8780.0
284;Totaal mannen en vrouwen;Totaal;Totaal;1131;2024;8920.0
285;Totaal mannen en vrouwen;Totaal;Totaal;1132;2022;13755.0
286;Totaal mannen en vrouwen;Totaal;Totaal;1132;2023;13805.0
287;Totaal mannen en vrouwen;Totaal;Totaal;1132;2024;13820.0
288;Totaal mannen en vrouwen;Totaal;Totaal;1135;2022;7205.0
289;Totaal mannen en vrouwen;Totaal;Totaal;1135;2023;7385.0
290;Totaal mannen en vrouwen;Totaal;Totaal;1135;2024;7340.0
291;Totaal mannen en vrouwen;Totaal;Totaal;1141;2022;9490.0
292;Totaal mannen en vrouwen;Totaal;Totaal;1141;2023;9710.0
293;Totaal mannen en vrouwen;Totaal;Totaal;1141;2024;9760.0
294;Totaal mannen en vrouwen;Totaal;Totaal;1145;2022;325.0
295;Totaal mannen en vrouwen;Totaal;Totaal;1145;2023;325.0
296;Totaal mannen en vrouwen;Totaal;Totaal;1145;2024;330.0
297;Totaal mannen en vrouwen;Totaal;Totaal;1151;2022;2780.0
298;Totaal mannen en vrouwen;Totaal;Totaal;1151;2023;2820.0
299;Totaal mannen en vrouwen;Totaal;Totaal;1151;2024;2770.0
300;Totaal mannen en vrouwen;Totaal;Totaal;1153;2022;315.0
301;Totaal mannen en vrouwen;Totaal;Totaal;1153;2023;335.0
302;Totaal mannen en vrouwen;Totaal;Totaal;1153;2024;305.0
303;Totaal mannen en vrouwen;Totaal;Totaal;1154;2022;135.0
304;Totaal mannen en vrouwen;Totaal;Totaal;1154;2023;135.0
305;Totaal mannen en vrouwen;Totaal;Totaal;1154;2024;125.0
306;Totaal mannen en vrouwen;Totaal;Totaal;1156;2022;1735.0
307;Totaal mannen en vrouwen;Totaal;Totaal;1156;2023;1735.0
308;Totaal mannen en vrouwen;Totaal;Totaal;1156;2024;1730.0
309;Totaal mannen en vrouwen;Totaal;Totaal;1161;2022;7935.0
310;Totaal mannen en vrouwen;Totaal;Totaal;1161;2023;8035.0
311;Totaal mannen en vrouwen;Totaal;Totaal;1161;2024;8140.0
312;Totaal mannen en vrouwen;Totaal;Totaal;1165;2022;2615.0
313;Totaal mannen en vrouwen;Totaal;Totaal;1165;2023;2605.0
314;Totaal mannen en vrouwen;Totaal;Totaal;1165;2024;2615.0
315;Totaal mannen en vrouwen;Totaal;Totaal;1171;2022;13450.0
316;Totaal mannen en vrouwen;Totaal;Totaal;1171;2023;14455.0
317;Totaal mannen en vrouwen;Totaal;Totaal;1171;2024;14625.0
318;Totaal mannen en vrouwen;Totaal;Totaal;1175;2022;870.0
319;Totaal mannen en vrouwen;Totaal;Totaal;1175;2023;950.0
320;Totaal mannen en vrouwen;Totaal;Totaal;1175;2024;915.0
321;Totaal mannen en vrouwen;Totaal;Totaal;1181;2022;20950.0
322;Totaal mannen en vrouwen;Totaal;Totaal;1181;2023;21635.0
323;Totaal mannen en vrouwen;Totaal;Totaal;1181;2024;21615.0
324;Totaal mannen en vrouwen;Totaal;Totaal;1182;2022;3830.0
325;Totaal mannen en vrouwen;Totaal;Totaal;1182;2023;3875.0
326;Totaal mannen en vrouwen;Totaal;Totaal;1182;2024;3890.0
327;Totaal mannen en vrouwen;Totaal;Totaal;1183;2022;14220.0
328;Totaal mannen en vrouwen;Totaal;Totaal;1183;2023;15025.0
329;Totaal mannen en vrouwen;Totaal;Totaal;1183;2024;15295.0
330;Totaal mannen en vrouwen;Totaal;Totaal;1184;2022;625.0
331;Totaal mannen en vrouwen;Totaal;Totaal;1184;2023;610.0
332;Totaal mannen en vrouwen;Totaal;Totaal;1184;2024;625.0
333;Totaal mannen en vrouwen;Totaal;Totaal;1185;2022;12025.0
334;Totaal mannen en vrouwen;Totaal;Totaal;1185;2023;12470.0
335;Totaal mannen en vrouwen;Totaal;Totaal;1185;2024;12760.0
336;Totaal mannen en vrouwen;Totaal;Totaal;1186;2022;14230.0
337;Totaal mannen en vrouwen;Totaal;Totaal;1186;2023;14375.0
338;Totaal mannen en vrouwen;Totaal;Totaal;1186;2024;14500.0
339;Totaal mannen en vrouwen;Totaal;Totaal;1187;2022;18620.0
340;Totaal mannen en vrouwen;Totaal;Totaal;1187;2023;18565.0
341;Totaal mannen en vrouwen;Totaal;Totaal;1187;2024;18500.0
342;Totaal mannen en vrouwen;Totaal;Totaal;1188;2022;7330.0
343;Totaal mannen en vrouwen;Totaal;Totaal;1188;2023;7340.0
344;Totaal mannen en vrouwen;Totaal;Totaal;1188;2024;7315.0
345;Totaal mannen en vrouwen;Totaal;Totaal;1189;2022;495.0
346;Totaal mannen en vrouwen;Totaal;Totaal;1189;2023;520.0
347;Totaal mannen en vrouwen;Totaal;Totaal;1189;2024;515.0
348;Totaal mannen en vrouwen;Totaal;Totaal;1191;2022;8855.0
349;Totaal mannen en vrouwen;Totaal;Totaal;1191;2023;8950.0
350;Totaal mannen en vrouwen;Totaal;Totaal;1191;2024;8880.0
351;Totaal mannen en vrouwen;Totaal;Totaal;1211;2022;9740.0
352;Totaal mannen en vrouwen;Totaal;Totaal;1211;2023;9915.0
353;Totaal mannen en vrouwen;Totaal;Totaal;1211;2024;10230.0
354;Totaal mannen en vrouwen;Totaal;Totaal;1212;2022;3565.0
355;Totaal mannen en vrouwen;Totaal;Totaal;1212;2023;3615.0
356;Totaal mannen en vrouwen;Totaal;Totaal;1212;2024;3710.0
357;Totaal mannen en vrouwen;Totaal;Totaal;1213;2022;7290.0
358;Totaal mannen en vrouwen;Totaal;Totaal;1213;2023;7445.0
359;Totaal mannen en vrouwen;Totaal;Totaal;1213;2024;7890.0
360;Totaal mannen en vrouwen;Totaal;Totaal;1214;2022;7605.0
361;Totaal mannen en vrouwen;Totaal;Totaal;1214;2023;7635.0
362;Totaal mannen en vrouwen;Totaal;Totaal;1214;2024;7640.0
363;Totaal mannen en vrouwen;Totaal;Totaal;1215;2022;10150.0
364;Totaal mannen en vrouwen;Totaal;Totaal;1215;2023;10165.0
365;Totaal mannen en vrouwen;Totaal;Totaal;1215;2024;10240.0
366;Totaal mannen en vrouwen;Totaal;Totaal;1216;2022;8940.0
367;Totaal mannen en vrouwen;Totaal;Totaal;1216;2023;9040.0
368;Totaal mannen en vrouwen;Totaal;Totaal;1216;2024;9050.0
369;Totaal mannen en vrouwen;Totaal;Totaal;1217;2022;7740.0
370;Totaal mannen en vrouwen;Totaal;Totaal;1217;2023;8295.0
371;Totaal mannen en vrouwen;Totaal;Totaal;1217;2024;7800.0
372;Totaal mannen en vrouwen;Totaal;Totaal;1218;2022;4115.0
373;Totaal mannen en vrouwen;Totaal;Totaal;1218;2023;4185.0
374;Totaal mannen en vrouwen;Totaal;Totaal;1218;2024;4165.0
375;Totaal mannen en vrouwen;Totaal;Totaal;1221;2022;9340.0
