ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
816;4634 Wholesale of beverages;2016 2nd quarter;98.7;-3.1
817;4634 Wholesale of beverages;2016 3rd quarter;102.5;0.5
818;4634 Wholesale of beverages;2016 4th quarter;116.4;1.0
819;4634 Wholesale of beverages;2016;100.2;0.2
820;4634 Wholesale of beverages;2017 1st quarter;88.2;6.1
821;4634 Wholesale of beverages;2017 2nd quarter;99.9;1.3
822;4634 Wholesale of beverages;2017 3rd quarter;100.5;-2.0
823;4634 Wholesale of beverages;2017 4th quarter;113.3;-2.6
824;4634 Wholesale of beverages;2017;100.5;0.3
825;4634 Wholesale of beverages;2018 1st quarter;93.2;5.6
826;4634 Wholesale of beverages;2018 2nd quarter;107.0;7.1
827;4634 Wholesale of beverages;2018 3rd quarter;106.1;5.5
828;4634 Wholesale of beverages;2018 4th quarter;113.9;0.5
829;4634 Wholesale of beverages;2018;105.0;4.5
830;4634 Wholesale of beverages;2019 1st quarter;97.8;5.0
831;4634 Wholesale of beverages;2019 2nd quarter;112.4;5.0
832;4634 Wholesale of beverages;2019 3rd quarter;110.7;4.4
833;4634 Wholesale of beverages;2019 4th quarter;114.4;0.4
834;4634 Wholesale of beverages;2019;108.8;3.6
835;4634 Wholesale of beverages;2020 1st quarter;93.0;-4.9
836;4634 Wholesale of beverages;2020 2nd quarter;80.4;-28.5
837;4634 Wholesale of beverages;2020 3rd quarter;111.4;0.6
838;4634 Wholesale of beverages;2020 4th quarter;106.6;-6.8
839;4634 Wholesale of beverages;2020;97.8;-10.1
840;4634 Wholesale of beverages;2021 1st quarter;86.5;-7.0
841;4634 Wholesale of beverages;2021 2nd quarter;112.9;40.5
842;4634 Wholesale of beverages;2021 3rd quarter;120.3;8.1
843;4634 Wholesale of beverages;2021 4th quarter;123.5;15.8
844;4634 Wholesale of beverages;2021;110.8;13.2
845;4634 Wholesale of beverages;2022 1st quarter;109.4;26.5
846;4634 Wholesale of beverages;2022 2nd quarter;144.3;27.8
847;4634 Wholesale of beverages;2022 3rd quarter;137.8;14.5
848;4634 Wholesale of beverages;2022 4th quarter;133.9;8.4
849;4634 Wholesale of beverages;2022;131.3;18.5
850;4634 Wholesale of beverages;2023 1st quarter;125.5;14.7
851;4634 Wholesale of beverages;2023 2nd quarter;146.7;1.7
852;4634 Wholesale of beverages;2023 3rd quarter;134.5;-2.4
853;4634 Wholesale of beverages;2023;138.4;5.3
854;4634 Wholesale of beverages;2023 4th quarter;146.7;9.6
855;4639 Non-specialised wholesale of food;2005 1st quarter;92.7;
856;4639 Non-specialised wholesale of food;2005 2nd quarter;94.7;
857;4639 Non-specialised wholesale of food;2005 3rd quarter;85.2;
858;4639 Non-specialised wholesale of food;2005 4th quarter;104.7;
859;4639 Non-specialised wholesale of food;2005;94.3;
860;4639 Non-specialised wholesale of food;2006 1st quarter;102.4;10.4
861;4639 Non-specialised wholesale of food;2006 2nd quarter;104.9;10.8
862;4639 Non-specialised wholesale of food;2006 3rd quarter;92.7;8.7
863;4639 Non-specialised wholesale of food;2006 4th quarter;106.3;1.5
864;4639 Non-specialised wholesale of food;2006;101.6;7.6
865;4639 Non-specialised wholesale of food;2007 1st quarter;108.3;5.8
866;4639 Non-specialised wholesale of food;2007 2nd quarter;112.8;7.5
867;4639 Non-specialised wholesale of food;2007 3rd quarter;98.2;6.0
868;4639 Non-specialised wholesale of food;2007 4th quarter;117.3;10.4
869;4639 Non-specialised wholesale of food;2007;109.2;7.5
870;4639 Non-specialised wholesale of food;2008 1st quarter;115.9;7.0
871;4639 Non-specialised wholesale of food;2008 2nd quarter;116.4;3.1
872;4639 Non-specialised wholesale of food;2008 3rd quarter;100.3;2.2
873;4639 Non-specialised wholesale of food;2008 4th quarter;115.0;-2.0
874;4639 Non-specialised wholesale of food;2008;111.9;2.5
875;4639 Non-specialised wholesale of food;2009 1st quarter;103.1;-11.1
876;4639 Non-specialised wholesale of food;2009 2nd quarter;100.7;-13.5
877;4639 Non-specialised wholesale of food;2009 3rd quarter;91.5;-8.8
878;4639 Non-specialised wholesale of food;2009 4th quarter;116.7;1.5
879;4639 Non-specialised wholesale of food;2009;103.0;-8.0
880;4639 Non-specialised wholesale of food;2010 1st quarter;105.9;2.7
881;4639 Non-specialised wholesale of food;2010 2nd quarter;109.8;9.1
882;4639 Non-specialised wholesale of food;2010 3rd quarter;96.4;5.4
883;4639 Non-specialised wholesale of food;2010 4th quarter;114.0;-2.3
884;4639 Non-specialised wholesale of food;2010;106.5;3.4
885;4639 Non-specialised wholesale of food;2011 1st quarter;111.5;5.3
886;4639 Non-specialised wholesale of food;2011 2nd quarter;107.5;-2.2
887;4639 Non-specialised wholesale of food;2011 3rd quarter;102.2;6.0
888;4639 Non-specialised wholesale of food;2011 4th quarter;112.3;-1.5
889;4639 Non-specialised wholesale of food;2011;108.4;1.7
890;4639 Non-specialised wholesale of food;2012 1st quarter;108.9;-2.2
891;4639 Non-specialised wholesale of food;2012 2nd quarter;110.5;2.8
892;4639 Non-specialised wholesale of food;2012 3rd quarter;100.8;-1.4
893;4639 Non-specialised wholesale of food;2012 4th quarter;113.1;0.8
894;4639 Non-specialised wholesale of food;2012;108.3;0.0
895;4639 Non-specialised wholesale of food;2013 1st quarter;99.4;-8.8
896;4639 Non-specialised wholesale of food;2013 2nd quarter;105.9;-4.1
897;4639 Non-specialised wholesale of food;2013 3rd quarter;105.1;4.3
898;4639 Non-specialised wholesale of food;2013 4th quarter;105.7;-6.6
899;4639 Non-specialised wholesale of food;2013;104.0;-4.0
900;4639 Non-specialised wholesale of food;2014 1st quarter;100.0;0.6
901;4639 Non-specialised wholesale of food;2014 2nd quarter;97.3;-8.1
902;4639 Non-specialised wholesale of food;2014 3rd quarter;94.8;-9.8
903;4639 Non-specialised wholesale of food;2014 4th quarter;103.5;-2.0
904;4639 Non-specialised wholesale of food;2014;98.9;-4.9
905;4639 Non-specialised wholesale of food;2015 1st quarter;95.5;-4.5
906;4639 Non-specialised wholesale of food;2015 2nd quarter;99.3;2.0
907;4639 Non-specialised wholesale of food;2015 3rd quarter;96.9;2.2
908;4639 Non-specialised wholesale of food;2015 4th quarter;108.3;4.7
909;4639 Non-specialised wholesale of food;2015;100.0;1.1
910;4639 Non-specialised wholesale of food;2016 1st quarter;100.8;5.6
911;4639 Non-specialised wholesale of food;2016 2nd quarter;98.3;-1.0
912;4639 Non-specialised wholesale of food;2016 3rd quarter;96.8;-0.1
913;4639 Non-specialised wholesale of food;2016 4th quarter;108.5;0.1
914;4639 Non-specialised wholesale of food;2016;101.1;1.1
915;4639 Non-specialised wholesale of food;2017 1st quarter;98.3;-2.5
916;4639 Non-specialised wholesale of food;2017 2nd quarter;107.3;9.2
917;4639 Non-specialised wholesale of food;2017 3rd quarter;105.2;8.7
918;4639 Non-specialised wholesale of food;2017 4th quarter;118.5;9.3
919;4639 Non-specialised wholesale of food;2017;107.3;6.2
920;4639 Non-specialised wholesale of food;2018 1st quarter;107.2;9.1
921;4639 Non-specialised wholesale of food;2018 2nd quarter;110.2;2.7
922;4639 Non-specialised wholesale of food;2018 3rd quarter;108.8;3.5
923;4639 Non-specialised wholesale of food;2018 4th quarter;119.5;0.9
924;4639 Non-specialised wholesale of food;2018;111.4;3.8
925;4639 Non-specialised wholesale of food;2019 1st quarter;115.1;7.3
926;4639 Non-specialised wholesale of food;2019 2nd quarter;116.7;5.9
927;4639 Non-specialised wholesale of food;2019 3rd quarter;117.9;8.3
928;4639 Non-specialised wholesale of food;2019 4th quarter;126.1;5.5
929;4639 Non-specialised wholesale of food;2019;118.9;6.7
930;4639 Non-specialised wholesale of food;2020 1st quarter;124.0;7.8
931;4639 Non-specialised wholesale of food;2020 2nd quarter;115.1;-1.4
932;4639 Non-specialised wholesale of food;2020 3rd quarter;123.0;4.4
933;4639 Non-specialised wholesale of food;2020 4th quarter;130.1;3.2
934;4639 Non-specialised wholesale of food;2020;123.1;3.5
935;4639 Non-specialised wholesale of food;2021 1st quarter;114.2;-7.9
936;4639 Non-specialised wholesale of food;2021 2nd quarter;120.7;4.8
937;4639 Non-specialised wholesale of food;2021 3rd quarter;121.3;-1.4
938;4639 Non-specialised wholesale of food;2021 4th quarter;130.6;0.4
939;4639 Non-specialised wholesale of food;2021;121.7;-1.1
940;4639 Non-specialised wholesale of food;2022 1st quarter;125.2;9.6
941;4639 Non-specialised wholesale of food;2022 2nd quarter;134.8;11.7
942;4639 Non-specialised wholesale of food;2022 3rd quarter;136.3;12.4
943;4639 Non-specialised wholesale of food;2022 4th quarter;142.3;9.0
944;4639 Non-specialised wholesale of food;2022;134.7;10.6
945;4639 Non-specialised wholesale of food;2023 1st quarter;141.1;12.7
946;4639 Non-specialised wholesale of food;2023 2nd quarter;144.5;7.2
947;4639 Non-specialised wholesale of food;2023 3rd quarter;143.1;5.0
948;4639 Non-specialised wholesale of food;2023;143.8;6.8
949;4639 Non-specialised wholesale of food;2023 4th quarter;146.3;2.8
950;464 Wholesale of consumergoods;2005 1st quarter;78.3;
951;464 Wholesale of consumergoods;2005 2nd quarter;67.6;
952;464 Wholesale of consumergoods;2005 3rd quarter;72.4;
953;464 Wholesale of consumergoods;2005 4th quarter;76.7;
954;464 Wholesale of consumergoods;2005;73.7;
955;464 Wholesale of consumergoods;2006 1st quarter;75.0;-4.1
956;464 Wholesale of consumergoods;2006 2nd quarter;70.9;4.8
957;464 Wholesale of consumergoods;2006 3rd quarter;73.9;2.1
958;464 Wholesale of consumergoods;2006 4th quarter;78.8;2.6
959;464 Wholesale of consumergoods;2006;74.6;1.2
960;464 Wholesale of consumergoods;2007 1st quarter;79.9;6.5
961;464 Wholesale of consumergoods;2007 2nd quarter;77.0;8.6
962;464 Wholesale of consumergoods;2007 3rd quarter;81.0;9.6
963;464 Wholesale of consumergoods;2007 4th quarter;89.6;13.7
964;464 Wholesale of consumergoods;2007;81.9;9.7
965;464 Wholesale of consumergoods;2008 1st quarter;87.3;9.3
966;464 Wholesale of consumergoods;2008 2nd quarter;80.8;5.0
967;464 Wholesale of consumergoods;2008 3rd quarter;84.8;4.7
968;464 Wholesale of consumergoods;2008 4th quarter;90.2;0.7
969;464 Wholesale of consumergoods;2008;85.8;4.8
970;464 Wholesale of consumergoods;2009 1st quarter;83.6;-4.3
971;464 Wholesale of consumergoods;2009 2nd quarter;77.2;-4.5
972;464 Wholesale of consumergoods;2009 3rd quarter;83.2;-1.9
973;464 Wholesale of consumergoods;2009 4th quarter;87.9;-2.6
974;464 Wholesale of consumergoods;2009;83.0;-3.3
975;464 Wholesale of consumergoods;2010 1st quarter;84.2;0.6
976;464 Wholesale of consumergoods;2010 2nd quarter;80.0;3.6
977;464 Wholesale of consumergoods;2010 3rd quarter;90.0;8.1
978;464 Wholesale of consumergoods;2010 4th quarter;96.0;9.2
979;464 Wholesale of consumergoods;2010;87.5;5.5
980;464 Wholesale of consumergoods;2011 1st quarter;93.1;10.6
981;464 Wholesale of consumergoods;2011 2nd quarter;87.0;8.9
982;464 Wholesale of consumergoods;2011 3rd quarter;94.5;5.0
983;464 Wholesale of consumergoods;2011 4th quarter;91.0;-5.2
984;464 Wholesale of consumergoods;2011;91.4;4.4
985;464 Wholesale of consumergoods;2012 1st quarter;90.3;-3.0
986;464 Wholesale of consumergoods;2012 2nd quarter;83.2;-4.5
987;464 Wholesale of consumergoods;2012 3rd quarter;91.3;-3.4
988;464 Wholesale of consumergoods;2012 4th quarter;89.2;-2.0
989;464 Wholesale of consumergoods;2012;88.5;-3.2
990;464 Wholesale of consumergoods;2013 1st quarter;90.3;0.0
991;464 Wholesale of consumergoods;2013 2nd quarter;84.8;2.0
992;464 Wholesale of consumergoods;2013 3rd quarter;93.3;2.3
993;464 Wholesale of consumergoods;2013 4th quarter;90.3;1.3
994;464 Wholesale of consumergoods;2013;89.7;1.4
995;464 Wholesale of consumergoods;2014 1st quarter;94.7;4.9
996;464 Wholesale of consumergoods;2014 2nd quarter;87.8;3.4
997;464 Wholesale of consumergoods;2014 3rd quarter;96.6;3.5
998;464 Wholesale of consumergoods;2014 4th quarter;93.6;3.6
999;464 Wholesale of consumergoods;2014;93.2;3.9
1000;464 Wholesale of consumergoods;2015 1st quarter;98.5;4.0
1001;464 Wholesale of consumergoods;2015 2nd quarter;94.4;7.6
1002;464 Wholesale of consumergoods;2015 3rd quarter;106.0;9.7
1003;464 Wholesale of consumergoods;2015 4th quarter;101.0;8.0
1004;464 Wholesale of consumergoods;2015;100.0;7.3
1005;464 Wholesale of consumergoods;2016 1st quarter;103.9;5.5
1006;464 Wholesale of consumergoods;2016 2nd quarter;102.1;8.1
1007;464 Wholesale of consumergoods;2016 3rd quarter;113.7;7.2
1008;464 Wholesale of consumergoods;2016 4th quarter;114.0;12.8
1009;464 Wholesale of consumergoods;2016;108.4;8.4
1010;464 Wholesale of consumergoods;2017 1st quarter;113.3;9.0
1011;464 Wholesale of consumergoods;2017 2nd quarter;111.1;8.8
1012;464 Wholesale of consumergoods;2017 3rd quarter;119.5;5.1
1013;464 Wholesale of consumergoods;2017 4th quarter;122.0;7.0
1014;464 Wholesale of consumergoods;2017;116.5;7.4
1015;464 Wholesale of consumergoods;2018 1st quarter;119.1;5.1
1016;464 Wholesale of consumergoods;2018 2nd quarter;117.3;5.6
1017;464 Wholesale of consumergoods;2018 3rd quarter;127.8;7.0
1018;464 Wholesale of consumergoods;2018 4th quarter;128.5;5.4
1019;464 Wholesale of consumergoods;2018;123.2;5.8
1020;464 Wholesale of consumergoods;2019 1st quarter;123.3;3.5
1021;464 Wholesale of consumergoods;2019 2nd quarter;126.4;7.8
1022;464 Wholesale of consumergoods;2019 3rd quarter;133.8;4.6
1023;464 Wholesale of consumergoods;2019 4th quarter;135.6;5.5
1024;464 Wholesale of consumergoods;2019;129.8;5.3
1025;464 Wholesale of consumergoods;2020 1st quarter;128.0;3.8
1026;464 Wholesale of consumergoods;2020 2nd quarter;109.4;-13.5
1027;464 Wholesale of consumergoods;2020 3rd quarter;142.2;6.3
1028;464 Wholesale of consumergoods;2020 4th quarter;141.2;4.1
1029;464 Wholesale of consumergoods;2020;130.2;0.3
1030;464 Wholesale of consumergoods;2021 1st quarter;135.1;5.5
1031;464 Wholesale of consumergoods;2021 2nd quarter;149.8;36.9
1032;464 Wholesale of consumergoods;2021 3rd quarter;157.4;10.7
1033;464 Wholesale of consumergoods;2021 4th quarter;167.2;18.4
1034;464 Wholesale of consumergoods;2021;152.4;17.0
1035;464 Wholesale of consumergoods;2022 1st quarter;155.6;15.2
1036;464 Wholesale of consumergoods;2022 2nd quarter;161.5;7.8
1037;464 Wholesale of consumergoods;2022 3rd quarter;170.1;8.1
1038;464 Wholesale of consumergoods;2022 4th quarter;175.3;4.9
1039;464 Wholesale of consumergoods;2022;165.6;8.7
1040;464 Wholesale of consumergoods;2023 1st quarter;170.8;9.7
1041;464 Wholesale of consumergoods;2023 2nd quarter;166.3;3.0
1042;464 Wholesale of consumergoods;2023 3rd quarter;171.2;0.6
1043;464 Wholesale of consumergoods;2023;169.8;2.5
1044;464 Wholesale of consumergoods;2023 4th quarter;170.7;-2.6
1045;4642 Wholesale of clothes, shoes etc;2005 1st quarter;115.7;
1046;4642 Wholesale of clothes, shoes etc;2005 2nd quarter;84.6;
1047;4642 Wholesale of clothes, shoes etc;2005 3rd quarter;124.9;
1048;4642 Wholesale of clothes, shoes etc;2005 4th quarter;86.0;
1049;4642 Wholesale of clothes, shoes etc;2005;102.8;
1050;4642 Wholesale of clothes, shoes etc;2006 1st quarter;126.4;9.2
1051;4642 Wholesale of clothes, shoes etc;2006 2nd quarter;93.1;10.1
1052;4642 Wholesale of clothes, shoes etc;2006 3rd quarter;131.3;5.1
1053;4642 Wholesale of clothes, shoes etc;2006 4th quarter;95.0;10.4
1054;4642 Wholesale of clothes, shoes etc;2006;111.4;8.4
1055;4642 Wholesale of clothes, shoes etc;2007 1st quarter;128.6;1.7
1056;4642 Wholesale of clothes, shoes etc;2007 2nd quarter;93.8;0.8
1057;4642 Wholesale of clothes, shoes etc;2007 3rd quarter;134.6;2.5
1058;4642 Wholesale of clothes, shoes etc;2007 4th quarter;101.2;6.6
1059;4642 Wholesale of clothes, shoes etc;2007;114.5;2.8
1060;4642 Wholesale of clothes, shoes etc;2008 1st quarter;126.1;-1.9
1061;4642 Wholesale of clothes, shoes etc;2008 2nd quarter;94.9;1.2
1062;4642 Wholesale of clothes, shoes etc;2008 3rd quarter;136.5;1.4
1063;4642 Wholesale of clothes, shoes etc;2008 4th quarter;94.8;-6.4
1064;4642 Wholesale of clothes, shoes etc;2008;113.1;-1.3
1065;4642 Wholesale of clothes, shoes etc;2009 1st quarter;121.3;-3.8
1066;4642 Wholesale of clothes, shoes etc;2009 2nd quarter;90.8;-4.3
1067;4642 Wholesale of clothes, shoes etc;2009 3rd quarter;123.2;-9.7
1068;4642 Wholesale of clothes, shoes etc;2009 4th quarter;86.5;-8.8
1069;4642 Wholesale of clothes, shoes etc;2009;105.5;-6.7
1070;4642 Wholesale of clothes, shoes etc;2010 1st quarter;111.7;-7.9
1071;4642 Wholesale of clothes, shoes etc;2010 2nd quarter;71.8;-20.9
1072;4642 Wholesale of clothes, shoes etc;2010 3rd quarter;123.1;-0.1
1073;4642 Wholesale of clothes, shoes etc;2010 4th quarter;97.9;13.2
1074;4642 Wholesale of clothes, shoes etc;2010;101.1;-4.1
1075;4642 Wholesale of clothes, shoes etc;2011 1st quarter;118.1;5.7
1076;4642 Wholesale of clothes, shoes etc;2011 2nd quarter;78.2;8.8
1077;4642 Wholesale of clothes, shoes etc;2011 3rd quarter;134.6;9.3
1078;4642 Wholesale of clothes, shoes etc;2011 4th quarter;87.3;-10.8
1079;4642 Wholesale of clothes, shoes etc;2011;104.5;3.4
1080;4642 Wholesale of clothes, shoes etc;2012 1st quarter;118.6;0.5
1081;4642 Wholesale of clothes, shoes etc;2012 2nd quarter;74.4;-4.8
1082;4642 Wholesale of clothes, shoes etc;2012 3rd quarter;127.0;-5.6
1083;4642 Wholesale of clothes, shoes etc;2012 4th quarter;82.5;-5.5
1084;4642 Wholesale of clothes, shoes etc;2012;100.6;-3.7
1085;4642 Wholesale of clothes, shoes etc;2013 1st quarter;112.4;-5.3
1086;4642 Wholesale of clothes, shoes etc;2013 2nd quarter;74.4;0.0
1087;4642 Wholesale of clothes, shoes etc;2013 3rd quarter;123.9;-2.4
1088;4642 Wholesale of clothes, shoes etc;2013 4th quarter;86.0;4.2
1089;4642 Wholesale of clothes, shoes etc;2013;99.2;-1.5
1090;4642 Wholesale of clothes, shoes etc;2014 1st quarter;115.6;2.8
1091;4642 Wholesale of clothes, shoes etc;2014 2nd quarter;77.6;4.3
1092;4642 Wholesale of clothes, shoes etc;2014 3rd quarter;125.5;1.3
1093;4642 Wholesale of clothes, shoes etc;2014 4th quarter;88.9;3.4
1094;4642 Wholesale of clothes, shoes etc;2014;101.9;2.7
1095;4642 Wholesale of clothes, shoes etc;2015 1st quarter;110.2;-4.6
1096;4642 Wholesale of clothes, shoes etc;2015 2nd quarter;81.3;4.8
1097;4642 Wholesale of clothes, shoes etc;2015 3rd quarter;114.6;-8.7
1098;4642 Wholesale of clothes, shoes etc;2015 4th quarter;94.0;5.7
1099;4642 Wholesale of clothes, shoes etc;2015;100.0;-1.9
1100;4642 Wholesale of clothes, shoes etc;2016 1st quarter;113.5;3.0
1101;4642 Wholesale of clothes, shoes etc;2016 2nd quarter;84.8;4.3
1102;4642 Wholesale of clothes, shoes etc;2016 3rd quarter;123.8;8.1
1103;4642 Wholesale of clothes, shoes etc;2016 4th quarter;96.5;2.7
1104;4642 Wholesale of clothes, shoes etc;2016;104.6;4.6
1105;4642 Wholesale of clothes, shoes etc;2017 1st quarter;117.3;3.3
1106;4642 Wholesale of clothes, shoes etc;2017 2nd quarter;93.3;10.0
1107;4642 Wholesale of clothes, shoes etc;2017 3rd quarter;120.4;-2.8
1108;4642 Wholesale of clothes, shoes etc;2017 4th quarter;102.7;6.5
1109;4642 Wholesale of clothes, shoes etc;2017;108.4;3.6
1110;4642 Wholesale of clothes, shoes etc;2018 1st quarter;113.4;-3.3
1111;4642 Wholesale of clothes, shoes etc;2018 2nd quarter;94.5;1.3
1112;4642 Wholesale of clothes, shoes etc;2018 3rd quarter;123.6;2.7
1113;4642 Wholesale of clothes, shoes etc;2018 4th quarter;103.5;0.8
1114;4642 Wholesale of clothes, shoes etc;2018;108.8;0.3
1115;4642 Wholesale of clothes, shoes etc;2019 1st quarter;113.8;0.3
1116;4642 Wholesale of clothes, shoes etc;2019 2nd quarter;96.3;1.9
1117;4642 Wholesale of clothes, shoes etc;2019 3rd quarter;137.7;11.3
1118;4642 Wholesale of clothes, shoes etc;2019 4th quarter;120.9;16.8
1119;4642 Wholesale of clothes, shoes etc;2019;117.2;7.7
1120;4642 Wholesale of clothes, shoes etc;2020 1st quarter;111.5;-2.0
1121;4642 Wholesale of clothes, shoes etc;2020 2nd quarter;77.5;-19.5
1122;4642 Wholesale of clothes, shoes etc;2020 3rd quarter;123.1;-10.6
1123;4642 Wholesale of clothes, shoes etc;2020 4th quarter;103.8;-14.2
1124;4642 Wholesale of clothes, shoes etc;2020;104.0;-11.3
1125;4642 Wholesale of clothes, shoes etc;2021 1st quarter;102.8;-7.8
1126;4642 Wholesale of clothes, shoes etc;2021 2nd quarter;94.3;21.7
1127;4642 Wholesale of clothes, shoes etc;2021 3rd quarter;122.5;-0.5
1128;4642 Wholesale of clothes, shoes etc;2021 4th quarter;104.4;0.6
1129;4642 Wholesale of clothes, shoes etc;2021;106.0;2.0
1130;4642 Wholesale of clothes, shoes etc;2022 1st quarter;114.9;11.7
1131;4642 Wholesale of clothes, shoes etc;2022 2nd quarter;105.5;11.9
1132;4642 Wholesale of clothes, shoes etc;2022 3rd quarter;134.7;9.9
1133;4642 Wholesale of clothes, shoes etc;2022 4th quarter;120.0;15.0
1134;4642 Wholesale of clothes, shoes etc;2022;118.8;12.0
1135;4642 Wholesale of clothes, shoes etc;2023 1st quarter;127.4;10.9
1136;4642 Wholesale of clothes, shoes etc;2023 2nd quarter;99.5;-5.7
1137;4642 Wholesale of clothes, shoes etc;2023 3rd quarter;129.5;-3.8
1138;4642 Wholesale of clothes, shoes etc;2023;115.0;-3.1
1139;4642 Wholesale of clothes, shoes etc;2023 4th quarter;103.7;-13.5
1140;4643 Wholesale consumer electronics etc;2005 1st quarter;171.7;
1141;4643 Wholesale consumer electronics etc;2005 2nd quarter;104.5;
1142;4643 Wholesale consumer electronics etc;2005 3rd quarter;115.4;
1143;4643 Wholesale consumer electronics etc;2005 4th quarter;142.6;
1144;4643 Wholesale consumer electronics etc;2005;133.5;
1145;4643 Wholesale consumer electronics etc;2006 1st quarter;112.9;-34.2
1146;4643 Wholesale consumer electronics etc;2006 2nd quarter;108.3;3.7
1147;4643 Wholesale consumer electronics etc;2006 3rd quarter;107.9;-6.6
1148;4643 Wholesale consumer electronics etc;2006 4th quarter;137.8;-3.3
1149;4643 Wholesale consumer electronics etc;2006;116.7;-12.6
1150;4643 Wholesale consumer electronics etc;2007 1st quarter;107.5;-4.8
1151;4643 Wholesale consumer electronics etc;2007 2nd quarter;102.5;-5.4
1152;4643 Wholesale consumer electronics etc;2007 3rd quarter;115.4;7.0
1153;4643 Wholesale consumer electronics etc;2007 4th quarter;161.3;17.0
1154;4643 Wholesale consumer electronics etc;2007;121.7;4.2
1155;4643 Wholesale consumer electronics etc;2008 1st quarter;115.2;7.1
1156;4643 Wholesale consumer electronics etc;2008 2nd quarter;109.6;6.9
1157;4643 Wholesale consumer electronics etc;2008 3rd quarter;110.5;-4.3
1158;4643 Wholesale consumer electronics etc;2008 4th quarter;132.8;-17.7
1159;4643 Wholesale consumer electronics etc;2008;117.0;-3.8
1160;4643 Wholesale consumer electronics etc;2009 1st quarter;94.0;-18.3
1161;4643 Wholesale consumer electronics etc;2009 2nd quarter;87.0;-20.6
1162;4643 Wholesale consumer electronics etc;2009 3rd quarter;100.5;-9.0
1163;4643 Wholesale consumer electronics etc;2009 4th quarter;129.1;-2.8
1164;4643 Wholesale consumer electronics etc;2009;102.7;-12.3
1165;4643 Wholesale consumer electronics etc;2010 1st quarter;100.3;6.6
1166;4643 Wholesale consumer electronics etc;2010 2nd quarter;99.7;14.6
1167;4643 Wholesale consumer electronics etc;2010 3rd quarter;108.2;7.6
1168;4643 Wholesale consumer electronics etc;2010 4th quarter;139.9;8.4
1169;4643 Wholesale consumer electronics etc;2010;112.0;9.1
1170;4643 Wholesale consumer electronics etc;2011 1st quarter;114.1;13.8
1171;4643 Wholesale consumer electronics etc;2011 2nd quarter;109.3;9.5
1172;4643 Wholesale consumer electronics etc;2011 3rd quarter;110.1;1.8
1173;4643 Wholesale consumer electronics etc;2011 4th quarter;127.1;-9.1
1174;4643 Wholesale consumer electronics etc;2011;115.1;2.8
1175;4643 Wholesale consumer electronics etc;2012 1st quarter;103.7;-9.1
1176;4643 Wholesale consumer electronics etc;2012 2nd quarter;98.8;-9.6
1177;4643 Wholesale consumer electronics etc;2012 3rd quarter;104.5;-5.1
1178;4643 Wholesale consumer electronics etc;2012 4th quarter;118.6;-6.7
1179;4643 Wholesale consumer electronics etc;2012;106.4;-7.6
1180;4643 Wholesale consumer electronics etc;2013 1st quarter;94.5;-8.9
1181;4643 Wholesale consumer electronics etc;2013 2nd quarter;101.1;2.3
1182;4643 Wholesale consumer electronics etc;2013 3rd quarter;93.9;-10.1
1183;4643 Wholesale consumer electronics etc;2013 4th quarter;104.7;-11.7
1184;4643 Wholesale consumer electronics etc;2013;98.5;-7.4
1185;4643 Wholesale consumer electronics etc;2014 1st quarter;85.8;-9.2
1186;4643 Wholesale consumer electronics etc;2014 2nd quarter;90.3;-10.7
1187;4643 Wholesale consumer electronics etc;2014 3rd quarter;86.2;-8.2
1188;4643 Wholesale consumer electronics etc;2014 4th quarter;103.2;-1.4
1189;4643 Wholesale consumer electronics etc;2014;91.4;-7.3
1190;4643 Wholesale consumer electronics etc;2015 1st quarter;93.8;9.4
1191;4643 Wholesale consumer electronics etc;2015 2nd quarter;96.7;7.1
1192;4643 Wholesale consumer electronics etc;2015 3rd quarter;99.1;14.9
1193;4643 Wholesale consumer electronics etc;2015 4th quarter;110.4;7.0
1194;4643 Wholesale consumer electronics etc;2015;100.0;9.4
1195;4643 Wholesale consumer electronics etc;2016 1st quarter;94.8;1.0
1196;4643 Wholesale consumer electronics etc;2016 2nd quarter;94.1;-2.7
1197;4643 Wholesale consumer electronics etc;2016 3rd quarter;96.1;-3.1
1198;4643 Wholesale consumer electronics etc;2016 4th quarter;126.2;14.3
1199;4643 Wholesale consumer electronics etc;2016;102.8;2.8
1200;4643 Wholesale consumer electronics etc;2017 1st quarter;99.9;5.4
1201;4643 Wholesale consumer electronics etc;2017 2nd quarter;103.5;10.0
1202;4643 Wholesale consumer electronics etc;2017 3rd quarter;105.7;10.1
1203;4643 Wholesale consumer electronics etc;2017 4th quarter;128.4;1.7
1204;4643 Wholesale consumer electronics etc;2017;109.4;6.4
1205;4643 Wholesale consumer electronics etc;2018 1st quarter;101.2;1.3
1206;4643 Wholesale consumer electronics etc;2018 2nd quarter;104.9;1.3
1207;4643 Wholesale consumer electronics etc;2018 3rd quarter;104.5;-1.2
1208;4643 Wholesale consumer electronics etc;2018 4th quarter;130.3;1.5
1209;4643 Wholesale consumer electronics etc;2018;110.2;0.8
1210;4643 Wholesale consumer electronics etc;2019 1st quarter;101.9;0.8
1211;4643 Wholesale consumer electronics etc;2019 2nd quarter;101.4;-3.4
1212;4643 Wholesale consumer electronics etc;2019 3rd quarter;106.4;1.8
1213;4643 Wholesale consumer electronics etc;2019 4th quarter;140.3;7.7
