ID;BedrijfstakkenBranchesSBI2008;KenmerkenBedrijfsbestelautoS;Perioden;BedrijfsbestelautoS_1
2504;H Vervoer en opslag;Brandstofsoort: benzine;2009;490
2505;H Vervoer en opslag;Brandstofsoort: benzine;2010;507
2506;H Vervoer en opslag;Brandstofsoort: benzine;2011;477
2507;H Vervoer en opslag;Brandstofsoort: benzine;2012;467
2508;H Vervoer en opslag;Brandstofsoort: benzine;2013;443
2509;H Vervoer en opslag;Brandstofsoort: benzine;2014;426
2510;H Vervoer en opslag;Brandstofsoort: benzine;2015;377
2511;H Vervoer en opslag;Brandstofsoort: benzine;2016;389
2512;H Vervoer en opslag;Brandstofsoort: diesel;2009;35519
2513;H Vervoer en opslag;Brandstofsoort: diesel;2010;36643
2514;H Vervoer en opslag;Brandstofsoort: diesel;2011;36340
2515;H Vervoer en opslag;Brandstofsoort: diesel;2012;36397
2516;H Vervoer en opslag;Brandstofsoort: diesel;2013;36993
2517;H Vervoer en opslag;Brandstofsoort: diesel;2014;36059
2518;H Vervoer en opslag;Brandstofsoort: diesel;2015;36942
2519;H Vervoer en opslag;Brandstofsoort: diesel;2016;38833
2520;H Vervoer en opslag;Brandstofsoort: overige;2009;518
2521;H Vervoer en opslag;Brandstofsoort: overige;2010;592
2522;H Vervoer en opslag;Brandstofsoort: overige;2011;699
2523;H Vervoer en opslag;Brandstofsoort: overige;2012;845
2524;H Vervoer en opslag;Brandstofsoort: overige;2013;819
2525;H Vervoer en opslag;Brandstofsoort: overige;2014;893
2526;H Vervoer en opslag;Brandstofsoort: overige;2015;1040
2527;H Vervoer en opslag;Brandstofsoort: overige;2016;1372
2528;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2009;16840
2529;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2010;16437
2530;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2011;15373
2531;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2012;14059
2532;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2013;14370
2533;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2014;13046
2534;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2015;14244
2535;H Vervoer en opslag;Leeftijd: 0 tot 4 jaar;2016;15060
2536;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2009;13369
2537;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2010;14137
2538;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2011;14187
2539;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2012;15128
2540;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2013;14951
2541;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2014;15135
2542;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2015;14740
2543;H Vervoer en opslag;Leeftijd: 4 tot 10 jaar;2016;15734
2544;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2009;6318
2545;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2010;7168
2546;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2011;7956
2547;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2012;8522
2548;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2013;8934
2549;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2014;9197
2550;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2015;9375
2551;H Vervoer en opslag;Leeftijd: 10 jaar of ouder;2016;9800
2552;H Vervoer en opslag;Leeftijd: onbekend;2009;0
2553;H Vervoer en opslag;Leeftijd: onbekend;2010;0
2554;H Vervoer en opslag;Leeftijd: onbekend;2011;0
2555;H Vervoer en opslag;Leeftijd: onbekend;2012;0
2556;H Vervoer en opslag;Leeftijd: onbekend;2013;0
2557;H Vervoer en opslag;Leeftijd: onbekend;2014;0
2558;H Vervoer en opslag;Leeftijd: onbekend;2015;0
2559;H Vervoer en opslag;Leeftijd: onbekend;2016;0
2560;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2009;10025
2561;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2010;10501
2562;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2011;10182
2563;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2012;10018
2564;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2013;10377
2565;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2014;9357
2566;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2015;8714
2567;H Vervoer en opslag;Laadvermogen: minder dan 600 kg;2016;8019
2568;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2009;14297
2569;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2010;14517
2570;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2011;14552
2571;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2012;14830
2572;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2013;15039
2573;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2014;15138
2574;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2015;16457
2575;H Vervoer en opslag;Laadvermogen: 600 tot 1 000 kg;2016;17661
2576;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2009;9941
2577;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2010;10342
2578;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2011;10357
2579;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2012;10462
2580;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2013;10581
2581;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2014;10806
2582;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2015;11223
2583;H Vervoer en opslag;Laadvermogen: 1 000 tot 1 500 kg;2016;12765
2584;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2009;2248
2585;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2010;2368
2586;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2011;2411
2587;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2012;2384
2588;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2013;2248
2589;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2014;2067
2590;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2015;1957
2591;H Vervoer en opslag;Laadvermogen: 1 500 kg of meer;2016;2140
2592;H Vervoer en opslag;Laadvermogen: onbekend;2009;16
2593;H Vervoer en opslag;Laadvermogen: onbekend;2010;14
2594;H Vervoer en opslag;Laadvermogen: onbekend;2011;14
2595;H Vervoer en opslag;Laadvermogen: onbekend;2012;15
2596;H Vervoer en opslag;Laadvermogen: onbekend;2013;10
2597;H Vervoer en opslag;Laadvermogen: onbekend;2014;10
2598;H Vervoer en opslag;Laadvermogen: onbekend;2015;8
2599;H Vervoer en opslag;Laadvermogen: onbekend;2016;9
2600;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2009;10361
2601;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2010;10282
2602;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2011;9683
2603;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2012;9511
2604;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2013;9465
2605;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2014;8491
2606;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2015;7871
2607;H Vervoer en opslag;Gewicht volle wagen: tot 2 000 kg;2016;7626
2608;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;5808
2609;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;6592
2610;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;6874
2611;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;6879
2612;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;6878
2613;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;6670
2614;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;7766
2615;H Vervoer en opslag;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;8152
2616;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;8962
2617;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;9111
2618;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;8775
2619;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;8755
2620;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;8661
2621;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;8342
2622;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;7937
2623;H Vervoer en opslag;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;7889
2624;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;11382
2625;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;11745
2626;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;12171
2627;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;12552
2628;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;13242
2629;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;13866
2630;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;14775
2631;H Vervoer en opslag;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;16916
2632;H Vervoer en opslag;Gewicht volle wagen: onbekend;2009;14
2633;H Vervoer en opslag;Gewicht volle wagen: onbekend;2010;12
2634;H Vervoer en opslag;Gewicht volle wagen: onbekend;2011;13
2635;H Vervoer en opslag;Gewicht volle wagen: onbekend;2012;12
2636;H Vervoer en opslag;Gewicht volle wagen: onbekend;2013;9
2637;H Vervoer en opslag;Gewicht volle wagen: onbekend;2014;9
2638;H Vervoer en opslag;Gewicht volle wagen: onbekend;2015;10
2639;H Vervoer en opslag;Gewicht volle wagen: onbekend;2016;11
2640;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2009;8712
2641;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2010;8027
2642;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2011;7160
2643;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2012;6846
2644;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2013;6260
2645;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2014;5716
2646;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2015;5537
2647;H Vervoer en opslag;Voertuigbreedte: 0 tot 175 cm;2016;5070
2648;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2009;6290
2649;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2010;6759
2650;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2011;6999
2651;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2012;7209
2652;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2013;7608
2653;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2014;7548
2654;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2015;9371
2655;H Vervoer en opslag;Voertuigbreedte: 175 tot 185 cm;2016;10105
2656;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2009;9240
2657;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2010;8995
2658;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2011;7941
2659;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2012;7444
2660;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2013;6987
2661;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2014;6681
2662;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2015;6828
2663;H Vervoer en opslag;Voertuigbreedte: 185 tot 195 cm;2016;6827
2664;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2009;5938
2665;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2010;6687
2666;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2011;7157
2667;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2012;7475
2668;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2013;7959
2669;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2014;8357
2670;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2015;9402
2671;H Vervoer en opslag;Voertuigbreedte: 195 tot 205 cm;2016;10324
2672;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2009;3795
2673;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2010;4035
2674;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2011;4687
2675;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2012;5164
2676;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2013;5813
2677;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2014;6259
2678;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2015;7220
2679;H Vervoer en opslag;Voertuigbreedte: 205 cm of meer;2016;8267
2680;H Vervoer en opslag;Voertuigbreedte: onbekend;2009;2552
2681;H Vervoer en opslag;Voertuigbreedte: onbekend;2010;3239
2682;H Vervoer en opslag;Voertuigbreedte: onbekend;2011;3572
2683;H Vervoer en opslag;Voertuigbreedte: onbekend;2012;3571
2684;H Vervoer en opslag;Voertuigbreedte: onbekend;2013;3628
2685;H Vervoer en opslag;Voertuigbreedte: onbekend;2014;2817
2686;H Vervoer en opslag;Voertuigbreedte: onbekend;2015;1
2687;H Vervoer en opslag;Voertuigbreedte: onbekend;2016;1
2688;I Horeca;Totaal;2009;18003
2689;I Horeca;Totaal;2010;19138
2690;I Horeca;Totaal;2011;19403
2691;I Horeca;Totaal;2012;19052
2692;I Horeca;Totaal;2013;19104
2693;I Horeca;Totaal;2014;19262
2694;I Horeca;Totaal;2015;19902
2695;I Horeca;Totaal;2016;20983
2696;I Horeca;Brandstofsoort: benzine;2009;943
2697;I Horeca;Brandstofsoort: benzine;2010;886
2698;I Horeca;Brandstofsoort: benzine;2011;812
2699;I Horeca;Brandstofsoort: benzine;2012;727
2700;I Horeca;Brandstofsoort: benzine;2013;689
2701;I Horeca;Brandstofsoort: benzine;2014;646
2702;I Horeca;Brandstofsoort: benzine;2015;655
2703;I Horeca;Brandstofsoort: benzine;2016;639
2704;I Horeca;Brandstofsoort: diesel;2009;16607
2705;I Horeca;Brandstofsoort: diesel;2010;17817
2706;I Horeca;Brandstofsoort: diesel;2011;18135
2707;I Horeca;Brandstofsoort: diesel;2012;17860
2708;I Horeca;Brandstofsoort: diesel;2013;17944
2709;I Horeca;Brandstofsoort: diesel;2014;18091
2710;I Horeca;Brandstofsoort: diesel;2015;18735
2711;I Horeca;Brandstofsoort: diesel;2016;19804
2712;I Horeca;Brandstofsoort: overige;2009;453
2713;I Horeca;Brandstofsoort: overige;2010;435
2714;I Horeca;Brandstofsoort: overige;2011;456
2715;I Horeca;Brandstofsoort: overige;2012;465
2716;I Horeca;Brandstofsoort: overige;2013;471
2717;I Horeca;Brandstofsoort: overige;2014;525
2718;I Horeca;Brandstofsoort: overige;2015;512
2719;I Horeca;Brandstofsoort: overige;2016;540
2720;I Horeca;Leeftijd: 0 tot 4 jaar;2009;4093
2721;I Horeca;Leeftijd: 0 tot 4 jaar;2010;4304
2722;I Horeca;Leeftijd: 0 tot 4 jaar;2011;3936
2723;I Horeca;Leeftijd: 0 tot 4 jaar;2012;3312
2724;I Horeca;Leeftijd: 0 tot 4 jaar;2013;3330
2725;I Horeca;Leeftijd: 0 tot 4 jaar;2014;3673
2726;I Horeca;Leeftijd: 0 tot 4 jaar;2015;3743
2727;I Horeca;Leeftijd: 0 tot 4 jaar;2016;4253
2728;I Horeca;Leeftijd: 4 tot 10 jaar;2009;7661
2729;I Horeca;Leeftijd: 4 tot 10 jaar;2010;7566
2730;I Horeca;Leeftijd: 4 tot 10 jaar;2011;7545
2731;I Horeca;Leeftijd: 4 tot 10 jaar;2012;7588
2732;I Horeca;Leeftijd: 4 tot 10 jaar;2013;7263
2733;I Horeca;Leeftijd: 4 tot 10 jaar;2014;6521
2734;I Horeca;Leeftijd: 4 tot 10 jaar;2015;6770
2735;I Horeca;Leeftijd: 4 tot 10 jaar;2016;7043
2736;I Horeca;Leeftijd: 10 jaar of ouder;2009;6249
2737;I Horeca;Leeftijd: 10 jaar of ouder;2010;7268
2738;I Horeca;Leeftijd: 10 jaar of ouder;2011;7922
2739;I Horeca;Leeftijd: 10 jaar of ouder;2012;8152
2740;I Horeca;Leeftijd: 10 jaar of ouder;2013;8511
2741;I Horeca;Leeftijd: 10 jaar of ouder;2014;9068
2742;I Horeca;Leeftijd: 10 jaar of ouder;2015;9389
2743;I Horeca;Leeftijd: 10 jaar of ouder;2016;9687
2744;I Horeca;Leeftijd: onbekend;2009;0
2745;I Horeca;Leeftijd: onbekend;2010;0
2746;I Horeca;Leeftijd: onbekend;2011;0
2747;I Horeca;Leeftijd: onbekend;2012;0
2748;I Horeca;Leeftijd: onbekend;2013;0
2749;I Horeca;Leeftijd: onbekend;2014;0
2750;I Horeca;Leeftijd: onbekend;2015;0
2751;I Horeca;Leeftijd: onbekend;2016;0
2752;I Horeca;Laadvermogen: minder dan 600 kg;2009;4124
2753;I Horeca;Laadvermogen: minder dan 600 kg;2010;4212
2754;I Horeca;Laadvermogen: minder dan 600 kg;2011;4114
2755;I Horeca;Laadvermogen: minder dan 600 kg;2012;3996
2756;I Horeca;Laadvermogen: minder dan 600 kg;2013;3826
2757;I Horeca;Laadvermogen: minder dan 600 kg;2014;3677
2758;I Horeca;Laadvermogen: minder dan 600 kg;2015;3609
2759;I Horeca;Laadvermogen: minder dan 600 kg;2016;3567
2760;I Horeca;Laadvermogen: 600 tot 1 000 kg;2009;9987
2761;I Horeca;Laadvermogen: 600 tot 1 000 kg;2010;10772
2762;I Horeca;Laadvermogen: 600 tot 1 000 kg;2011;11154
2763;I Horeca;Laadvermogen: 600 tot 1 000 kg;2012;11060
2764;I Horeca;Laadvermogen: 600 tot 1 000 kg;2013;11216
2765;I Horeca;Laadvermogen: 600 tot 1 000 kg;2014;11519
2766;I Horeca;Laadvermogen: 600 tot 1 000 kg;2015;12041
2767;I Horeca;Laadvermogen: 600 tot 1 000 kg;2016;12867
2768;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2009;3505
2769;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2010;3725
2770;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2011;3683
2771;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2012;3558
2772;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2013;3632
2773;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2014;3669
2774;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2015;3841
2775;I Horeca;Laadvermogen: 1 000 tot 1 500 kg;2016;4104
2776;I Horeca;Laadvermogen: 1 500 kg of meer;2009;384
2777;I Horeca;Laadvermogen: 1 500 kg of meer;2010;426
2778;I Horeca;Laadvermogen: 1 500 kg of meer;2011;450
2779;I Horeca;Laadvermogen: 1 500 kg of meer;2012;437
2780;I Horeca;Laadvermogen: 1 500 kg of meer;2013;430
2781;I Horeca;Laadvermogen: 1 500 kg of meer;2014;397
2782;I Horeca;Laadvermogen: 1 500 kg of meer;2015;411
2783;I Horeca;Laadvermogen: 1 500 kg of meer;2016;445
2784;I Horeca;Laadvermogen: onbekend;2009;3
2785;I Horeca;Laadvermogen: onbekend;2010;3
2786;I Horeca;Laadvermogen: onbekend;2011;2
2787;I Horeca;Laadvermogen: onbekend;2012;1
2788;I Horeca;Laadvermogen: onbekend;2013;0
2789;I Horeca;Laadvermogen: onbekend;2014;0
2790;I Horeca;Laadvermogen: onbekend;2015;0
2791;I Horeca;Laadvermogen: onbekend;2016;0
2792;I Horeca;Gewicht volle wagen: tot 2 000 kg;2009;6759
2793;I Horeca;Gewicht volle wagen: tot 2 000 kg;2010;7133
2794;I Horeca;Gewicht volle wagen: tot 2 000 kg;2011;7185
2795;I Horeca;Gewicht volle wagen: tot 2 000 kg;2012;7061
2796;I Horeca;Gewicht volle wagen: tot 2 000 kg;2013;6963
2797;I Horeca;Gewicht volle wagen: tot 2 000 kg;2014;6951
2798;I Horeca;Gewicht volle wagen: tot 2 000 kg;2015;7055
2799;I Horeca;Gewicht volle wagen: tot 2 000 kg;2016;7336
2800;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2009;2926
2801;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2010;3171
2802;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2011;3318
2803;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2012;3254
2804;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2013;3280
2805;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2014;3420
2806;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2015;3702
2807;I Horeca;Gewicht volle wagen: 2 000 tot 2 500 kg;2016;4139
2808;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2009;5681
2809;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2010;6013
2810;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2011;5892
2811;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2012;5735
2812;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2013;5717
2813;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2014;5697
2814;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2015;5726
2815;I Horeca;Gewicht volle wagen: 2 500 tot 3 000 kg;2016;5839
2816;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2009;2636
2817;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2010;2819
2818;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2011;3007
2819;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2012;3002
2820;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2013;3144
2821;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2014;3194
2822;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2015;3418
2823;I Horeca;Gewicht volle wagen: 3 000 tot 3 500 kg;2016;3668
2824;I Horeca;Gewicht volle wagen: onbekend;2009;1
2825;I Horeca;Gewicht volle wagen: onbekend;2010;2
2826;I Horeca;Gewicht volle wagen: onbekend;2011;1
2827;I Horeca;Gewicht volle wagen: onbekend;2012;0
2828;I Horeca;Gewicht volle wagen: onbekend;2013;0
2829;I Horeca;Gewicht volle wagen: onbekend;2014;0
2830;I Horeca;Gewicht volle wagen: onbekend;2015;1
2831;I Horeca;Gewicht volle wagen: onbekend;2016;1
2832;I Horeca;Voertuigbreedte: 0 tot 175 cm;2009;6939
2833;I Horeca;Voertuigbreedte: 0 tot 175 cm;2010;6987
2834;I Horeca;Voertuigbreedte: 0 tot 175 cm;2011;6815
2835;I Horeca;Voertuigbreedte: 0 tot 175 cm;2012;6326
2836;I Horeca;Voertuigbreedte: 0 tot 175 cm;2013;5933
2837;I Horeca;Voertuigbreedte: 0 tot 175 cm;2014;5566
2838;I Horeca;Voertuigbreedte: 0 tot 175 cm;2015;5883
2839;I Horeca;Voertuigbreedte: 0 tot 175 cm;2016;5684
2840;I Horeca;Voertuigbreedte: 175 tot 185 cm;2009;3594
2841;I Horeca;Voertuigbreedte: 175 tot 185 cm;2010;3896
2842;I Horeca;Voertuigbreedte: 175 tot 185 cm;2011;4016
2843;I Horeca;Voertuigbreedte: 175 tot 185 cm;2012;4133
2844;I Horeca;Voertuigbreedte: 175 tot 185 cm;2013;4424
2845;I Horeca;Voertuigbreedte: 175 tot 185 cm;2014;4977
2846;I Horeca;Voertuigbreedte: 175 tot 185 cm;2015;5740
2847;I Horeca;Voertuigbreedte: 175 tot 185 cm;2016;6573
2848;I Horeca;Voertuigbreedte: 185 tot 195 cm;2009;4269
2849;I Horeca;Voertuigbreedte: 185 tot 195 cm;2010;4653
2850;I Horeca;Voertuigbreedte: 185 tot 195 cm;2011;4714
2851;I Horeca;Voertuigbreedte: 185 tot 195 cm;2012;4697
2852;I Horeca;Voertuigbreedte: 185 tot 195 cm;2013;4755
2853;I Horeca;Voertuigbreedte: 185 tot 195 cm;2014;4874
2854;I Horeca;Voertuigbreedte: 185 tot 195 cm;2015;5132
2855;I Horeca;Voertuigbreedte: 185 tot 195 cm;2016;5277
2856;I Horeca;Voertuigbreedte: 195 tot 205 cm;2009;1557
2857;I Horeca;Voertuigbreedte: 195 tot 205 cm;2010;1615
2858;I Horeca;Voertuigbreedte: 195 tot 205 cm;2011;1648
2859;I Horeca;Voertuigbreedte: 195 tot 205 cm;2012;1666
2860;I Horeca;Voertuigbreedte: 195 tot 205 cm;2013;1724
2861;I Horeca;Voertuigbreedte: 195 tot 205 cm;2014;1714
2862;I Horeca;Voertuigbreedte: 195 tot 205 cm;2015;1945
2863;I Horeca;Voertuigbreedte: 195 tot 205 cm;2016;2118
2864;I Horeca;Voertuigbreedte: 205 cm of meer;2009;802
2865;I Horeca;Voertuigbreedte: 205 cm of meer;2010;840
2866;I Horeca;Voertuigbreedte: 205 cm of meer;2011;925
2867;I Horeca;Voertuigbreedte: 205 cm of meer;2012;968
2868;I Horeca;Voertuigbreedte: 205 cm of meer;2013;992
2869;I Horeca;Voertuigbreedte: 205 cm of meer;2014;1048
2870;I Horeca;Voertuigbreedte: 205 cm of meer;2015;1202
2871;I Horeca;Voertuigbreedte: 205 cm of meer;2016;1331
2872;I Horeca;Voertuigbreedte: onbekend;2009;842
2873;I Horeca;Voertuigbreedte: onbekend;2010;1147
2874;I Horeca;Voertuigbreedte: onbekend;2011;1285
2875;I Horeca;Voertuigbreedte: onbekend;2012;1262
2876;I Horeca;Voertuigbreedte: onbekend;2013;1276
2877;I Horeca;Voertuigbreedte: onbekend;2014;1083
2878;I Horeca;Voertuigbreedte: onbekend;2015;0
2879;I Horeca;Voertuigbreedte: onbekend;2016;0
2880;J Informatie en communicatie;Totaal;2009;9866
2881;J Informatie en communicatie;Totaal;2010;10476
2882;J Informatie en communicatie;Totaal;2011;10366
2883;J Informatie en communicatie;Totaal;2012;9505
2884;J Informatie en communicatie;Totaal;2013;9132
2885;J Informatie en communicatie;Totaal;2014;8974
2886;J Informatie en communicatie;Totaal;2015;9366
2887;J Informatie en communicatie;Totaal;2016;10656
2888;J Informatie en communicatie;Brandstofsoort: benzine;2009;229
2889;J Informatie en communicatie;Brandstofsoort: benzine;2010;228
2890;J Informatie en communicatie;Brandstofsoort: benzine;2011;232
2891;J Informatie en communicatie;Brandstofsoort: benzine;2012;217
2892;J Informatie en communicatie;Brandstofsoort: benzine;2013;210
2893;J Informatie en communicatie;Brandstofsoort: benzine;2014;189
2894;J Informatie en communicatie;Brandstofsoort: benzine;2015;193
2895;J Informatie en communicatie;Brandstofsoort: benzine;2016;183
2896;J Informatie en communicatie;Brandstofsoort: diesel;2009;9434
