ID;TypeLozing;BrancheBedrijfstak;Perioden;FosforverbindingenAlsP_1;StikstofverbindingenAlsN_2;AntimoonverbindingenAlsSb_3;ArseenverbindingenAlsAs_4;CadmiumverbindingenAlsCd_5;ChroomverbindingenAlsCr_6;KobaltverbindingenAlsCo_7;KoperverbindingenAlsCu_8;KwikverbindingenAlsHg_9;LoodverbindingenAlsPb_10;NikkelverbindingenAlsNi_11;ZinkverbindingenAlsZn_12;Benzeen_13;Ethylbenzeen_14;Isopropylbenzeen_15;SomPAK6VanBorneff_16;Tolueen_17;Xyleen_18;Dichloorethaan12_19;Hexachloorbutadieen_20;TetrachlooretheenPer_21;TetrachloormethaanTetra_22;DrinsAldrinDieldrinEnz_23;Hexachloorbenzenen_24;CZV_25;TOC_26;ChloridenAnorganischAlsCl_27;Fluoriden_28;CyanidenAnorganischAlsCN_29
20;Totale lozing;10 Voedingsmiddelenindustrie;2012;909.0;4394.0;0.0;76.5;5.8;350.0;0.0;910.0;0.4;124.0;444.0;3323.0;551.0;0.0;0.0;0.0;1376.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16786.0;13891.0;71612.0;0.0;0.0
21;Totale lozing;10 Voedingsmiddelenindustrie;2013;800.0;4073.0;0.0;62.3;4.8;294.0;0.0;765.0;0.6;114.0;347.0;3036.0;1085.0;0.0;0.0;0.0;2712.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18377.0;11014.0;66705.0;0.0;0.0
22;Totale lozing;10 Voedingsmiddelenindustrie;2014;808.0;4297.0;0.0;58.7;4.1;252.0;0.0;670.0;0.2;98.0;366.0;2734.0;770.0;0.0;0.0;0.0;1924.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16606.0;9531.0;62799.0;0.0;0.0
23;Totale lozing;10 Voedingsmiddelenindustrie;2015;879.0;4552.0;0.0;87.1;8.6;370.0;0.0;952.0;0.1;134.0;425.0;3738.0;857.0;0.0;0.0;0.0;2142.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20855.0;11277.0;56617.0;0.0;0.0
24;Totale lozing;101 Slachterijen en vleeswarenindustrie;2008;29.0;514.0;0.0;0.0;0.0;0.0;0.0;68.0;0.0;0.0;0.0;299.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;1834.0;3965.0;0.0;0.0
25;Totale lozing;101 Slachterijen en vleeswarenindustrie;2009;32.0;512.0;0.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;0.0;331.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1714.0;5650.0;0.0;0.0
26;Totale lozing;101 Slachterijen en vleeswarenindustrie;2010;49.0;516.0;0.0;3.7;6.0;264.0;0.0;688.0;0.0;98.0;185.0;2882.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1071.0;4151.0;0.0;0.0
27;Totale lozing;101 Slachterijen en vleeswarenindustrie;2011;55.0;673.0;0.0;3.8;6.2;272.0;0.0;718.0;0.0;102.0;192.0;3085.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2005.0;3732.0;0.0;0.0
28;Totale lozing;101 Slachterijen en vleeswarenindustrie;2012;40.0;623.0;0.0;2.6;4.2;183.0;0.0;493.0;0.0;69.0;131.0;2080.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1737.0;13404.0;0.0;0.0
29;Totale lozing;101 Slachterijen en vleeswarenindustrie;2013;36.0;649.0;0.0;2.1;3.5;152.0;0.0;407.0;0.0;57.0;106.0;1827.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1840.0;2732.0;0.0;0.0
30;Totale lozing;101 Slachterijen en vleeswarenindustrie;2014;31.0;953.0;0.0;1.8;3.0;128.0;0.0;350.0;0.0;48.0;89.0;1487.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1300.0;2823.0;0.0;0.0
31;Totale lozing;101 Slachterijen en vleeswarenindustrie;2015;39.0;458.0;0.0;2.5;4.1;176.0;0.0;475.0;0.0;66.0;123.0;1969.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;609.0;2630.0;0.0;0.0
32;Totale lozing;102 Visverwerkende industrie;2008;17.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1858.0;0.0;8001.0;0.0;0.0
33;Totale lozing;102 Visverwerkende industrie;2009;13.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1402.0;0.0;6038.0;0.0;0.0
34;Totale lozing;102 Visverwerkende industrie;2010;17.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1779.0;0.0;7659.0;0.0;0.0
35;Totale lozing;102 Visverwerkende industrie;2011;17.0;132.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1878.0;0.0;8084.0;0.0;0.0
36;Totale lozing;102 Visverwerkende industrie;2012;18.0;132.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1887.0;0.0;8126.0;0.0;0.0
37;Totale lozing;102 Visverwerkende industrie;2013;21.0;155.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2213.0;0.0;9529.0;0.0;0.0
38;Totale lozing;102 Visverwerkende industrie;2014;21.0;158.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2252.0;0.0;9698.0;0.0;0.0
39;Totale lozing;102 Visverwerkende industrie;2015;23.0;175.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2502.0;0.0;10771.0;0.0;0.0
40;Totale lozing;103 Groente-, fruitverwerkende industrie;2008;237.0;1208.0;0.0;25.7;2.8;88.0;0.0;273.0;0.0;57.0;81.0;838.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9756.0;0.0;9983.0;0.0;0.0
41;Totale lozing;103 Groente-, fruitverwerkende industrie;2009;176.0;1408.0;0.0;29.1;2.9;91.0;0.0;274.0;0.0;48.0;85.0;863.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9906.0;67.0;10909.0;0.0;0.0
42;Totale lozing;103 Groente-, fruitverwerkende industrie;2010;149.0;2449.0;0.0;98.0;2.4;241.0;0.0;500.0;0.3;68.0;212.0;1079.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11448.0;171.0;15471.0;0.0;0.0
43;Totale lozing;103 Groente-, fruitverwerkende industrie;2011;197.0;2244.0;0.0;110.5;2.4;259.0;0.0;559.0;0.1;48.0;265.0;1207.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9432.0;996.0;13225.0;0.0;0.0
44;Totale lozing;103 Groente-, fruitverwerkende industrie;2012;171.0;1864.0;0.0;65.1;1.4;152.0;0.0;332.0;0.0;53.0;146.0;719.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11349.0;4230.0;14566.0;0.0;0.0
45;Totale lozing;103 Groente-, fruitverwerkende industrie;2013;151.0;1591.0;0.0;55.6;1.2;127.0;0.0;279.0;0.0;55.0;132.0;605.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12191.0;1768.0;13560.0;0.0;0.0
46;Totale lozing;103 Groente-, fruitverwerkende industrie;2014;153.0;1325.0;0.0;47.5;1.0;109.0;0.0;240.0;0.0;47.0;136.0;540.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10383.0;1125.0;12479.0;0.0;0.0
47;Totale lozing;103 Groente-, fruitverwerkende industrie;2015;226.0;2135.0;0.0;77.2;3.8;179.0;0.0;394.0;0.1;65.0;177.0;1154.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14419.0;4335.0;12575.0;0.0;0.0
48;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2008;74.0;42.0;0.0;1.8;0.3;11.0;0.0;2.0;0.0;0.0;165.0;263.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;818.0;0.0;450.0;0.0;0.0
49;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2009;56.0;39.0;0.0;8.4;0.3;12.0;0.0;3.0;0.0;0.0;195.0;284.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273.0;792.0;0.0;0.0
50;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2010;76.0;69.0;0.0;8.8;0.1;11.0;0.0;18.0;0.1;0.0;172.0;377.0;2064.0;0.0;0.0;0.0;5161.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318.0;358.0;0.0;0.0
51;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2011;82.0;63.0;0.0;9.3;0.1;7.0;0.0;8.0;0.0;0.0;150.0;423.0;3503.0;0.0;0.0;0.0;8758.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;235.0;234.0;0.0;0.0
52;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2012;73.0;47.0;0.0;8.0;0.1;5.0;0.0;8.0;0.0;0.0;147.0;320.0;532.0;0.0;0.0;0.0;1330.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.0;209.0;0.0;0.0
53;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2013;62.0;59.0;0.0;3.6;0.0;4.0;0.0;7.0;0.5;0.0;98.0;292.0;943.0;0.0;0.0;0.0;2357.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;189.0;261.0;0.0;0.0
54;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2014;68.0;70.0;0.0;9.3;0.2;7.0;0.0;9.0;0.1;1.0;133.0;417.0;622.0;0.0;0.0;0.0;1554.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;213.0;218.0;0.0;0.0
55;Totale lozing;104 Spijsoliën- en -vettenindustrie e.d.;2015;55.0;51.0;0.0;7.4;0.8;6.0;0.0;10.0;0.0;0.0;108.0;409.0;664.0;0.0;0.0;0.0;1660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;168.0;167.0;0.0;0.0
56;Totale lozing;105 Zuivelindustrie;2008;616.0;1376.0;0.0;0.0;0.0;1.0;0.0;19.0;0.0;0.0;0.0;98.0;0.0;0.0;0.0;0.0;3870.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15919.0;2028.0;20757.0;0.0;0.0
57;Totale lozing;105 Zuivelindustrie;2009;633.0;1518.0;0.0;0.0;0.0;1.0;0.0;18.0;0.0;3.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5976.0;21477.0;0.0;0.0
58;Totale lozing;105 Zuivelindustrie;2010;562.0;1396.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5120.0;21377.0;0.0;0.0
59;Totale lozing;105 Zuivelindustrie;2011;547.0;1464.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4711.0;22618.0;0.0;0.0
60;Totale lozing;105 Zuivelindustrie;2012;540.0;1455.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4746.0;25335.0;0.0;0.0
61;Totale lozing;105 Zuivelindustrie;2013;469.0;1343.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4293.0;24485.0;0.0;0.0
62;Totale lozing;105 Zuivelindustrie;2014;476.0;1518.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4933.0;23534.0;0.0;0.0
63;Totale lozing;105 Zuivelindustrie;2015;475.0;1462.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4375.0;16112.0;0.0;0.0
64;Totale lozing;106 Meelindustrie;2008;82.0;130.0;0.0;20.7;2.1;11.0;0.0;34.0;0.4;17.0;48.0;129.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1479.0;0.0;12309.0;0.0;0.0
65;Totale lozing;106 Meelindustrie;2009;55.0;116.0;0.0;12.6;1.6;5.0;0.0;13.0;0.0;8.0;34.0;132.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;751.0;10625.0;0.0;0.0
66;Totale lozing;106 Meelindustrie;2010;52.0;107.0;0.0;0.4;0.1;3.0;0.0;4.0;0.0;0.0;16.0;104.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;594.0;10588.0;0.0;0.0
67;Totale lozing;106 Meelindustrie;2011;55.0;126.0;0.0;1.0;0.2;6.0;0.0;5.0;0.1;1.0;25.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318.0;11062.0;0.0;0.0
68;Totale lozing;106 Meelindustrie;2012;49.0;117.0;0.0;0.8;0.1;3.0;0.0;13.0;0.4;0.0;7.0;76.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;376.0;8972.0;0.0;0.0
69;Totale lozing;106 Meelindustrie;2013;44.0;115.0;0.0;0.9;0.1;4.0;0.0;3.0;0.2;0.0;7.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;358.0;14810.0;0.0;0.0
70;Totale lozing;106 Meelindustrie;2014;46.0;110.0;0.0;0.0;0.0;1.0;0.0;2.0;0.1;0.0;4.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;335.0;13438.0;0.0;0.0
71;Totale lozing;106 Meelindustrie;2015;44.0;105.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;14.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;342.0;12666.0;0.0;0.0
72;Totale lozing;107 Brood- en deegwarenindustrie;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Totale lozing;107 Brood- en deegwarenindustrie;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;Totale lozing;107 Brood- en deegwarenindustrie;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Totale lozing;107 Brood- en deegwarenindustrie;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Totale lozing;107 Brood- en deegwarenindustrie;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Totale lozing;107 Brood- en deegwarenindustrie;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Totale lozing;107 Brood- en deegwarenindustrie;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Totale lozing;107 Brood- en deegwarenindustrie;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Totale lozing;108 Overige voedingsmiddelenindustrie;2008;27.0;236.0;0.0;7.1;0.0;10.0;0.0;67.0;0.0;2.0;20.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7805.0;1717.0;4047.0;0.0;0.0
81;Totale lozing;108 Overige voedingsmiddelenindustrie;2009;41.0;273.0;0.0;0.0;0.0;7.0;0.0;60.0;0.0;2.0;7.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3774.0;5455.0;850.0;0.0;0.0
82;Totale lozing;108 Overige voedingsmiddelenindustrie;2010;17.0;217.0;0.0;0.0;0.0;6.0;0.0;57.0;0.0;2.0;8.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3613.0;3062.0;831.0;0.0;0.0
83;Totale lozing;108 Overige voedingsmiddelenindustrie;2011;12.0;105.0;0.0;0.0;0.0;7.0;0.0;59.0;0.0;2.0;9.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3746.0;2267.0;571.0;0.0;0.0
84;Totale lozing;108 Overige voedingsmiddelenindustrie;2012;16.0;121.0;0.0;0.0;0.0;6.0;0.0;56.0;0.0;2.0;13.0;91.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3550.0;2600.0;524.0;0.0;0.0
85;Totale lozing;108 Overige voedingsmiddelenindustrie;2013;13.0;128.0;0.0;0.0;0.0;7.0;0.0;63.0;0.0;2.0;4.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3973.0;2448.0;617.0;0.0;0.0
86;Totale lozing;108 Overige voedingsmiddelenindustrie;2014;10.0;123.0;0.0;0.0;0.0;7.0;0.0;63.0;0.0;2.0;4.0;231.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3971.0;1616.0;610.0;0.0;0.0
87;Totale lozing;108 Overige voedingsmiddelenindustrie;2015;9.0;119.0;0.0;0.0;0.0;7.0;0.0;62.0;0.0;2.0;4.0;107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3935.0;1312.0;518.0;0.0;0.0
88;Totale lozing;109 Diervoederindustrie;2008;6.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;0.0;271.0;0.0;0.0
89;Totale lozing;109 Diervoederindustrie;2009;4.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;239.0;0.0;0.0
90;Totale lozing;109 Diervoederindustrie;2010;5.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;245.0;0.0;0.0
91;Totale lozing;109 Diervoederindustrie;2011;2.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;499.0;0.0;0.0
92;Totale lozing;109 Diervoederindustrie;2012;2.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;476.0;0.0;0.0
