ID;Tenaamstelling;Brandstofsoort;GewichtsklasseLeeggewicht;LeeftijdVoertuig;Perioden;GemiddeldeJaarkilometrage_1
1404;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2005;12351.0
1405;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2006;12229.0
1406;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2007;12370.0
1407;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2008;12440.0
1408;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2009;12225.0
1409;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2010;12246.0
1410;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2011;11888.0
1411;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2012;11687.0
1412;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2013;11714.0
1413;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2014;11932.0
1414;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2015;12138.0
1415;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2016;12246.0
1416;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2017;12150.0
1417;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2018;12140.0
1418;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2019;12114.0
1419;Totaal;Benzine;1151 tot en met 1500 kg;9 of 10 jaar;2020;9859.0
1420;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2001;8536.0
1421;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2002;8913.0
1422;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2003;9334.0
1423;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2004;9379.0
1424;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2005;9428.0
1425;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2006;9425.0
1426;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2007;9641.0
1427;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2008;9713.0
1428;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2009;9766.0
1429;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2010;9911.0
1430;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2011;9784.0
1431;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2012;9581.0
1432;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2013;9710.0
1433;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2014;10002.0
1434;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2015;10261.0
1435;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2016;10500.0
1436;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2017;10475.0
1437;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2018;10363.0
1438;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2019;10182.0
1439;Totaal;Benzine;1151 tot en met 1500 kg;11 jaar of ouder;2020;8592.0
1440;Totaal;Benzine;1501 kg of meer;Totaal;2001;15197.0
1441;Totaal;Benzine;1501 kg of meer;Totaal;2002;15290.0
1442;Totaal;Benzine;1501 kg of meer;Totaal;2003;15159.0
1443;Totaal;Benzine;1501 kg of meer;Totaal;2004;15018.0
1444;Totaal;Benzine;1501 kg of meer;Totaal;2005;14945.0
1445;Totaal;Benzine;1501 kg of meer;Totaal;2006;14712.0
1446;Totaal;Benzine;1501 kg of meer;Totaal;2007;14211.0
1447;Totaal;Benzine;1501 kg of meer;Totaal;2008;13975.0
1448;Totaal;Benzine;1501 kg of meer;Totaal;2009;14091.0
1449;Totaal;Benzine;1501 kg of meer;Totaal;2010;13641.0
1450;Totaal;Benzine;1501 kg of meer;Totaal;2011;13194.0
1451;Totaal;Benzine;1501 kg of meer;Totaal;2012;12592.0
1452;Totaal;Benzine;1501 kg of meer;Totaal;2013;12361.0
1453;Totaal;Benzine;1501 kg of meer;Totaal;2014;12108.0
1454;Totaal;Benzine;1501 kg of meer;Totaal;2015;11969.0
1455;Totaal;Benzine;1501 kg of meer;Totaal;2016;11773.0
1456;Totaal;Benzine;1501 kg of meer;Totaal;2017;11547.0
1457;Totaal;Benzine;1501 kg of meer;Totaal;2018;11409.0
1458;Totaal;Benzine;1501 kg of meer;Totaal;2019;11684.0
1459;Totaal;Benzine;1501 kg of meer;Totaal;2020;9699.0
1460;Totaal;Benzine;1501 kg of meer;0 jaar;2001;15392.0
1461;Totaal;Benzine;1501 kg of meer;0 jaar;2002;15106.0
1462;Totaal;Benzine;1501 kg of meer;0 jaar;2003;14431.0
1463;Totaal;Benzine;1501 kg of meer;0 jaar;2004;14187.0
1464;Totaal;Benzine;1501 kg of meer;0 jaar;2005;15114.0
1465;Totaal;Benzine;1501 kg of meer;0 jaar;2006;13615.0
1466;Totaal;Benzine;1501 kg of meer;0 jaar;2007;13389.0
1467;Totaal;Benzine;1501 kg of meer;0 jaar;2008;13601.0
1468;Totaal;Benzine;1501 kg of meer;0 jaar;2009;14378.0
1469;Totaal;Benzine;1501 kg of meer;0 jaar;2010;14007.0
1470;Totaal;Benzine;1501 kg of meer;0 jaar;2011;14410.0
1471;Totaal;Benzine;1501 kg of meer;0 jaar;2012;14926.0
1472;Totaal;Benzine;1501 kg of meer;0 jaar;2013;13076.0
1473;Totaal;Benzine;1501 kg of meer;0 jaar;2014;12851.0
1474;Totaal;Benzine;1501 kg of meer;0 jaar;2015;11469.0
1475;Totaal;Benzine;1501 kg of meer;0 jaar;2016;11218.0
1476;Totaal;Benzine;1501 kg of meer;0 jaar;2017;11565.0
1477;Totaal;Benzine;1501 kg of meer;0 jaar;2018;11178.0
1478;Totaal;Benzine;1501 kg of meer;0 jaar;2019;11846.0
1479;Totaal;Benzine;1501 kg of meer;0 jaar;2020;10420.0
1480;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2001;23586.0
1481;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2002;23463.0
1482;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2003;23225.0
1483;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2004;22564.0
1484;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2005;22143.0
1485;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2006;21921.0
1486;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2007;20923.0
1487;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2008;20422.0
1488;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2009;21058.0
1489;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2010;21043.0
1490;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2011;20880.0
1491;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2012;20628.0
1492;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2013;20721.0
1493;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2014;19662.0
1494;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2015;18502.0
1495;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2016;17348.0
1496;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2017;16768.0
1497;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2018;16913.0
1498;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2019;18224.0
1499;Totaal;Benzine;1501 kg of meer;1 of 2 jaar;2020;14988.0
1500;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2001;19714.0
1501;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2002;19852.0
1502;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2003;19537.0
1503;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2004;19447.0
1504;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2005;18845.0
1505;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2006;18481.0
1506;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2007;17408.0
1507;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2008;17444.0
1508;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2009;17686.0
1509;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2010;17221.0
1510;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2011;17380.0
1511;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2012;16829.0
1512;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2013;17096.0
1513;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2014;17084.0
1514;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2015;17573.0
1515;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2016;16692.0
1516;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2017;15773.0
1517;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2018;15213.0
1518;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2019;15272.0
1519;Totaal;Benzine;1501 kg of meer;3 of 4 jaar;2020;12248.0
1520;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2001;16277.0
1521;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2002;16152.0
1522;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2003;16371.0
1523;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2004;16345.0
1524;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2005;16039.0
1525;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2006;16258.0
1526;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2007;15559.0
1527;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2008;15313.0
1528;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2009;15236.0
1529;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2010;14797.0
1530;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2011;14506.0
1531;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2012;13956.0
1532;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2013;13912.0
1533;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2014;13880.0
1534;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2015;14415.0
1535;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2016;14596.0
1536;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2017;14534.0
1537;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2018;14147.0
1538;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2019;13858.0
1539;Totaal;Benzine;1501 kg of meer;5 of 6 jaar;2020;11195.0
1540;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2001;13924.0
1541;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2002;13812.0
1542;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2003;14241.0
1543;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2004;14244.0
1544;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2005;14334.0
1545;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2006;14531.0
1546;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2007;14413.0
1547;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2008;13968.0
1548;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2009;14285.0
1549;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2010;14321.0
1550;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2011;13781.0
1551;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2012;13166.0
1552;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2013;13031.0
1553;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2014;13070.0
1554;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2015;13231.0
1555;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2016;13332.0
1556;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2017;13383.0
1557;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2018;13484.0
1558;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2019;13552.0
1559;Totaal;Benzine;1501 kg of meer;7 of 8 jaar;2020;10768.0
1560;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2001;12929.0
1561;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2002;12550.0
1562;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2003;12405.0
1563;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2004;11925.0
1564;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2005;12567.0
1565;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2006;12627.0
1566;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2007;13147.0
1567;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2008;12707.0
1568;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2009;12652.0
1569;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2010;13123.0
1570;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2011;12667.0
1571;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2012;12304.0
1572;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2013;12285.0
1573;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2014;12326.0
1574;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2015;12534.0
1575;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2016;12576.0
1576;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2017;12389.0
1577;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2018;12244.0
1578;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2019;12504.0
1579;Totaal;Benzine;1501 kg of meer;9 of 10 jaar;2020;10289.0
1580;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2001;5366.0
1581;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2002;5690.0
1582;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2003;5903.0
1583;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2004;6024.0
1584;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2005;6064.0
1585;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2006;6382.0
1586;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2007;6805.0
1587;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2008;6983.0
1588;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2009;7362.0
1589;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2010;7621.0
1590;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2011;7879.0
1591;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2012;7870.0
1592;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2013;8110.0
1593;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2014;8502.0
1594;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2015;8791.0
1595;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2016;9143.0
1596;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2017;9247.0
1597;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2018;9243.0
1598;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2019;9285.0
1599;Totaal;Benzine;1501 kg of meer;11 jaar of ouder;2020;7686.0
1600;Totaal;Diesel;Totaal;Totaal;2001;25291.0
1601;Totaal;Diesel;Totaal;Totaal;2002;25237.0
1602;Totaal;Diesel;Totaal;Totaal;2003;25394.0
1603;Totaal;Diesel;Totaal;Totaal;2004;25087.0
1604;Totaal;Diesel;Totaal;Totaal;2005;25344.0
1605;Totaal;Diesel;Totaal;Totaal;2006;25509.0
1606;Totaal;Diesel;Totaal;Totaal;2007;25049.0
1607;Totaal;Diesel;Totaal;Totaal;2008;24779.0
1608;Totaal;Diesel;Totaal;Totaal;2009;24454.0
1609;Totaal;Diesel;Totaal;Totaal;2010;23702.0
1610;Totaal;Diesel;Totaal;Totaal;2011;23057.0
1611;Totaal;Diesel;Totaal;Totaal;2012;22940.0
1612;Totaal;Diesel;Totaal;Totaal;2013;23133.0
1613;Totaal;Diesel;Totaal;Totaal;2014;23050.0
1614;Totaal;Diesel;Totaal;Totaal;2015;22934.0
1615;Totaal;Diesel;Totaal;Totaal;2016;23622.0
1616;Totaal;Diesel;Totaal;Totaal;2017;23334.0
1617;Totaal;Diesel;Totaal;Totaal;2018;23092.0
1618;Totaal;Diesel;Totaal;Totaal;2019;22531.0
1619;Totaal;Diesel;Totaal;Totaal;2020;17350.0
1620;Totaal;Diesel;Totaal;0 jaar;2001;21936.0
1621;Totaal;Diesel;Totaal;0 jaar;2002;22363.0
1622;Totaal;Diesel;Totaal;0 jaar;2003;23313.0
1623;Totaal;Diesel;Totaal;0 jaar;2004;22597.0
1624;Totaal;Diesel;Totaal;0 jaar;2005;23218.0
1625;Totaal;Diesel;Totaal;0 jaar;2006;22464.0
1626;Totaal;Diesel;Totaal;0 jaar;2007;21451.0
1627;Totaal;Diesel;Totaal;0 jaar;2008;22287.0
1628;Totaal;Diesel;Totaal;0 jaar;2009;24391.0
1629;Totaal;Diesel;Totaal;0 jaar;2010;19044.0
1630;Totaal;Diesel;Totaal;0 jaar;2011;18934.0
1631;Totaal;Diesel;Totaal;0 jaar;2012;20327.0
1632;Totaal;Diesel;Totaal;0 jaar;2013;17661.0
1633;Totaal;Diesel;Totaal;0 jaar;2014;16424.0
1634;Totaal;Diesel;Totaal;0 jaar;2015;14052.0
1635;Totaal;Diesel;Totaal;0 jaar;2016;17101.0
1636;Totaal;Diesel;Totaal;0 jaar;2017;19991.0
1637;Totaal;Diesel;Totaal;0 jaar;2018;23062.0
1638;Totaal;Diesel;Totaal;0 jaar;2019;21967.0
1639;Totaal;Diesel;Totaal;0 jaar;2020;17272.0
1640;Totaal;Diesel;Totaal;1 of 2 jaar;2001;35194.0
1641;Totaal;Diesel;Totaal;1 of 2 jaar;2002;35325.0
1642;Totaal;Diesel;Totaal;1 of 2 jaar;2003;36350.0
1643;Totaal;Diesel;Totaal;1 of 2 jaar;2004;36632.0
1644;Totaal;Diesel;Totaal;1 of 2 jaar;2005;37099.0
1645;Totaal;Diesel;Totaal;1 of 2 jaar;2006;36985.0
1646;Totaal;Diesel;Totaal;1 of 2 jaar;2007;35795.0
1647;Totaal;Diesel;Totaal;1 of 2 jaar;2008;35070.0
1648;Totaal;Diesel;Totaal;1 of 2 jaar;2009;35147.0
1649;Totaal;Diesel;Totaal;1 of 2 jaar;2010;35616.0
1650;Totaal;Diesel;Totaal;1 of 2 jaar;2011;35093.0
1651;Totaal;Diesel;Totaal;1 of 2 jaar;2012;32729.0
1652;Totaal;Diesel;Totaal;1 of 2 jaar;2013;32701.0
1653;Totaal;Diesel;Totaal;1 of 2 jaar;2014;33689.0
1654;Totaal;Diesel;Totaal;1 of 2 jaar;2015;34750.0
1655;Totaal;Diesel;Totaal;1 of 2 jaar;2016;34819.0
1656;Totaal;Diesel;Totaal;1 of 2 jaar;2017;33933.0
1657;Totaal;Diesel;Totaal;1 of 2 jaar;2018;34222.0
1658;Totaal;Diesel;Totaal;1 of 2 jaar;2019;35916.0
1659;Totaal;Diesel;Totaal;1 of 2 jaar;2020;27932.0
1660;Totaal;Diesel;Totaal;3 of 4 jaar;2001;28034.0
1661;Totaal;Diesel;Totaal;3 of 4 jaar;2002;28018.0
1662;Totaal;Diesel;Totaal;3 of 4 jaar;2003;28384.0
1663;Totaal;Diesel;Totaal;3 of 4 jaar;2004;28456.0
1664;Totaal;Diesel;Totaal;3 of 4 jaar;2005;28818.0
1665;Totaal;Diesel;Totaal;3 of 4 jaar;2006;29217.0
1666;Totaal;Diesel;Totaal;3 of 4 jaar;2007;28610.0
1667;Totaal;Diesel;Totaal;3 of 4 jaar;2008;28159.0
1668;Totaal;Diesel;Totaal;3 of 4 jaar;2009;27305.0
1669;Totaal;Diesel;Totaal;3 of 4 jaar;2010;27977.0
1670;Totaal;Diesel;Totaal;3 of 4 jaar;2011;27673.0
1671;Totaal;Diesel;Totaal;3 of 4 jaar;2012;26810.0
1672;Totaal;Diesel;Totaal;3 of 4 jaar;2013;27138.0
1673;Totaal;Diesel;Totaal;3 of 4 jaar;2014;26571.0
1674;Totaal;Diesel;Totaal;3 of 4 jaar;2015;26829.0
1675;Totaal;Diesel;Totaal;3 of 4 jaar;2016;27132.0
1676;Totaal;Diesel;Totaal;3 of 4 jaar;2017;28052.0
1677;Totaal;Diesel;Totaal;3 of 4 jaar;2018;28784.0
1678;Totaal;Diesel;Totaal;3 of 4 jaar;2019;27933.0
1679;Totaal;Diesel;Totaal;3 of 4 jaar;2020;21744.0
1680;Totaal;Diesel;Totaal;5 of 6 jaar;2001;22939.0
1681;Totaal;Diesel;Totaal;5 of 6 jaar;2002;23246.0
1682;Totaal;Diesel;Totaal;5 of 6 jaar;2003;23280.0
1683;Totaal;Diesel;Totaal;5 of 6 jaar;2004;23639.0
1684;Totaal;Diesel;Totaal;5 of 6 jaar;2005;23885.0
1685;Totaal;Diesel;Totaal;5 of 6 jaar;2006;24386.0
1686;Totaal;Diesel;Totaal;5 of 6 jaar;2007;24544.0
1687;Totaal;Diesel;Totaal;5 of 6 jaar;2008;23901.0
1688;Totaal;Diesel;Totaal;5 of 6 jaar;2009;23548.0
1689;Totaal;Diesel;Totaal;5 of 6 jaar;2010;23623.0
1690;Totaal;Diesel;Totaal;5 of 6 jaar;2011;23886.0
1691;Totaal;Diesel;Totaal;5 of 6 jaar;2012;22867.0
1692;Totaal;Diesel;Totaal;5 of 6 jaar;2013;22888.0
1693;Totaal;Diesel;Totaal;5 of 6 jaar;2014;23048.0
1694;Totaal;Diesel;Totaal;5 of 6 jaar;2015;23591.0
1695;Totaal;Diesel;Totaal;5 of 6 jaar;2016;23354.0
1696;Totaal;Diesel;Totaal;5 of 6 jaar;2017;23151.0
1697;Totaal;Diesel;Totaal;5 of 6 jaar;2018;23126.0
1698;Totaal;Diesel;Totaal;5 of 6 jaar;2019;23157.0
1699;Totaal;Diesel;Totaal;5 of 6 jaar;2020;18435.0
1700;Totaal;Diesel;Totaal;7 of 8 jaar;2001;20037.0
1701;Totaal;Diesel;Totaal;7 of 8 jaar;2002;20146.0
1702;Totaal;Diesel;Totaal;7 of 8 jaar;2003;20623.0
1703;Totaal;Diesel;Totaal;7 of 8 jaar;2004;20719.0
1704;Totaal;Diesel;Totaal;7 of 8 jaar;2005;21274.0
1705;Totaal;Diesel;Totaal;7 of 8 jaar;2006;22087.0
1706;Totaal;Diesel;Totaal;7 of 8 jaar;2007;22255.0
1707;Totaal;Diesel;Totaal;7 of 8 jaar;2008;21844.0
1708;Totaal;Diesel;Totaal;7 of 8 jaar;2009;21492.0
1709;Totaal;Diesel;Totaal;7 of 8 jaar;2010;21809.0
1710;Totaal;Diesel;Totaal;7 of 8 jaar;2011;21886.0
1711;Totaal;Diesel;Totaal;7 of 8 jaar;2012;21785.0
1712;Totaal;Diesel;Totaal;7 of 8 jaar;2013;21870.0
1713;Totaal;Diesel;Totaal;7 of 8 jaar;2014;21734.0
1714;Totaal;Diesel;Totaal;7 of 8 jaar;2015;21775.0
1715;Totaal;Diesel;Totaal;7 of 8 jaar;2016;21995.0
1716;Totaal;Diesel;Totaal;7 of 8 jaar;2017;22112.0
1717;Totaal;Diesel;Totaal;7 of 8 jaar;2018;21922.0
1718;Totaal;Diesel;Totaal;7 of 8 jaar;2019;21762.0
1719;Totaal;Diesel;Totaal;7 of 8 jaar;2020;17802.0
1720;Totaal;Diesel;Totaal;9 of 10 jaar;2001;19625.0
1721;Totaal;Diesel;Totaal;9 of 10 jaar;2002;18339.0
1722;Totaal;Diesel;Totaal;9 of 10 jaar;2003;18414.0
1723;Totaal;Diesel;Totaal;9 of 10 jaar;2004;18214.0
1724;Totaal;Diesel;Totaal;9 of 10 jaar;2005;18589.0
1725;Totaal;Diesel;Totaal;9 of 10 jaar;2006;19257.0
1726;Totaal;Diesel;Totaal;9 of 10 jaar;2007;19539.0
1727;Totaal;Diesel;Totaal;9 of 10 jaar;2008;19524.0
1728;Totaal;Diesel;Totaal;9 of 10 jaar;2009;19602.0
1729;Totaal;Diesel;Totaal;9 of 10 jaar;2010;19582.0
1730;Totaal;Diesel;Totaal;9 of 10 jaar;2011;19462.0
1731;Totaal;Diesel;Totaal;9 of 10 jaar;2012;19894.0
1732;Totaal;Diesel;Totaal;9 of 10 jaar;2013;20089.0
1733;Totaal;Diesel;Totaal;9 of 10 jaar;2014;20477.0
1734;Totaal;Diesel;Totaal;9 of 10 jaar;2015;20676.0
1735;Totaal;Diesel;Totaal;9 of 10 jaar;2016;20547.0
1736;Totaal;Diesel;Totaal;9 of 10 jaar;2017;20029.0
1737;Totaal;Diesel;Totaal;9 of 10 jaar;2018;19714.0
1738;Totaal;Diesel;Totaal;9 of 10 jaar;2019;20061.0
1739;Totaal;Diesel;Totaal;9 of 10 jaar;2020;16514.0
1740;Totaal;Diesel;Totaal;11 jaar of ouder;2001;15218.0
1741;Totaal;Diesel;Totaal;11 jaar of ouder;2002;14873.0
1742;Totaal;Diesel;Totaal;11 jaar of ouder;2003;14606.0
1743;Totaal;Diesel;Totaal;11 jaar of ouder;2004;14375.0
1744;Totaal;Diesel;Totaal;11 jaar of ouder;2005;14477.0
1745;Totaal;Diesel;Totaal;11 jaar of ouder;2006;14800.0
1746;Totaal;Diesel;Totaal;11 jaar of ouder;2007;15092.0
1747;Totaal;Diesel;Totaal;11 jaar of ouder;2008;15304.0
1748;Totaal;Diesel;Totaal;11 jaar of ouder;2009;15048.0
1749;Totaal;Diesel;Totaal;11 jaar of ouder;2010;15479.0
1750;Totaal;Diesel;Totaal;11 jaar of ouder;2011;15879.0
1751;Totaal;Diesel;Totaal;11 jaar of ouder;2012;15981.0
1752;Totaal;Diesel;Totaal;11 jaar of ouder;2013;16251.0
1753;Totaal;Diesel;Totaal;11 jaar of ouder;2014;16416.0
1754;Totaal;Diesel;Totaal;11 jaar of ouder;2015;16772.0
1755;Totaal;Diesel;Totaal;11 jaar of ouder;2016;16988.0
1756;Totaal;Diesel;Totaal;11 jaar of ouder;2017;16925.0
1757;Totaal;Diesel;Totaal;11 jaar of ouder;2018;16299.0
1758;Totaal;Diesel;Totaal;11 jaar of ouder;2019;15485.0
1759;Totaal;Diesel;Totaal;11 jaar of ouder;2020;12145.0
1760;Totaal;Diesel;1 tot en met 850 kg;Totaal;2001;16034.0
1761;Totaal;Diesel;1 tot en met 850 kg;Totaal;2002;15567.0
1762;Totaal;Diesel;1 tot en met 850 kg;Totaal;2003;15498.0
1763;Totaal;Diesel;1 tot en met 850 kg;Totaal;2004;15500.0
1764;Totaal;Diesel;1 tot en met 850 kg;Totaal;2005;15884.0
1765;Totaal;Diesel;1 tot en met 850 kg;Totaal;2006;15948.0
1766;Totaal;Diesel;1 tot en met 850 kg;Totaal;2007;15956.0
1767;Totaal;Diesel;1 tot en met 850 kg;Totaal;2008;15469.0
1768;Totaal;Diesel;1 tot en met 850 kg;Totaal;2009;14824.0
1769;Totaal;Diesel;1 tot en met 850 kg;Totaal;2010;13998.0
1770;Totaal;Diesel;1 tot en met 850 kg;Totaal;2011;15134.0
1771;Totaal;Diesel;1 tot en met 850 kg;Totaal;2012;15924.0
1772;Totaal;Diesel;1 tot en met 850 kg;Totaal;2013;16313.0
