ID;Inkomensbestanddelen;Populatie;Kenmerken;Perioden;AantalPersonen_1;PercentagePersonen_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
1599;1 Inkomen uit arbeid;494;469;2005;83.0;54.3;459.0;5.6;13.4
1600;1 Inkomen uit arbeid;494;470;2001;56.0;17.7;152.0;2.7;4.3
1601;1 Inkomen uit arbeid;494;470;2002;52.0;16.9;149.0;2.9;4.1
1602;1 Inkomen uit arbeid;494;470;2003;52.0;16.6;140.0;2.7;3.7
1603;1 Inkomen uit arbeid;494;470;2004;47.0;14.7;123.0;2.6;3.2
1604;1 Inkomen uit arbeid;494;470;2005;50.0;16.0;130.0;2.6;3.4
1605;1 Inkomen uit arbeid;494;471;2001;9.0;10.9;;;3.0
1606;1 Inkomen uit arbeid;494;471;2002;8.0;9.6;;;2.6
1607;1 Inkomen uit arbeid;494;471;2003;10.0;10.6;;;2.8
1608;1 Inkomen uit arbeid;494;471;2004;8.0;9.4;;;2.4
1609;1 Inkomen uit arbeid;494;471;2005;9.0;10.2;;;2.6
1610;1 Inkomen uit arbeid;494;472;2001;89.0;18.7;436.0;4.9;5.1
1611;1 Inkomen uit arbeid;494;472;2002;91.0;18.8;479.0;5.3;5.4
1612;1 Inkomen uit arbeid;494;472;2003;84.0;17.3;440.0;5.3;4.8
1613;1 Inkomen uit arbeid;494;472;2004;80.0;17.1;444.0;5.6;4.9
1614;1 Inkomen uit arbeid;494;472;2005;77.0;15.9;437.0;5.7;4.7
1615;1 Inkomen uit arbeid;494;473;2001;87.0;22.6;647.0;7.4;6.8
1616;1 Inkomen uit arbeid;494;473;2002;97.0;24.7;752.0;7.7;7.3
1617;1 Inkomen uit arbeid;494;473;2003;102.0;25.5;810.0;8.0;7.5
1618;1 Inkomen uit arbeid;494;473;2004;107.0;26.0;877.0;8.2;7.6
1619;1 Inkomen uit arbeid;494;473;2005;110.0;26.3;906.0;8.2;7.6
1620;1 Inkomen uit arbeid;494;474;2001;86.0;4.4;397.0;4.6;1.3
1621;1 Inkomen uit arbeid;494;474;2002;96.0;4.9;451.0;4.7;1.4
1622;1 Inkomen uit arbeid;494;474;2003;102.0;5.1;519.0;5.1;1.5
1623;1 Inkomen uit arbeid;494;474;2004;113.0;5.5;552.0;4.9;1.6
1624;1 Inkomen uit arbeid;494;474;2005;119.0;5.7;638.0;5.4;1.7
1625;1 Inkomen uit arbeid;494;475;2001;368.0;98.0;2305.0;6.3;71.1
1626;1 Inkomen uit arbeid;494;475;2002;383.0;98.1;2526.0;6.6;73.5
1627;1 Inkomen uit arbeid;494;475;2003;389.0;98.3;2570.0;6.6;72.8
1628;1 Inkomen uit arbeid;494;475;2004;402.0;98.0;2694.0;6.7;71.2
1629;1 Inkomen uit arbeid;494;475;2005;423.0;97.8;2808.0;6.6;70.2
1630;1 Inkomen uit arbeid;494;202;2001;4599.0;76.3;157469.0;34.2;79.1
1631;1 Inkomen uit arbeid;494;202;2002;4726.0;76.4;167634.0;35.5;79.2
1632;1 Inkomen uit arbeid;494;202;2003;4818.0;75.9;176423.0;36.6;79.0
1633;1 Inkomen uit arbeid;494;202;2004;4905.0;75.4;184196.0;37.6;78.0
1634;1 Inkomen uit arbeid;494;202;2005;4939.0;74.7;191249.0;38.7;77.2
1635;1 Inkomen uit arbeid;494;203;2001;2473.0;54.3;59980.0;24.3;62.1
1636;1 Inkomen uit arbeid;494;203;2002;2463.0;54.3;61905.0;25.1;62.3
1637;1 Inkomen uit arbeid;494;203;2003;2356.0;53.5;59929.0;25.4;61.6
1638;1 Inkomen uit arbeid;494;203;2004;2291.0;53.0;58896.0;25.7;60.6
1639;1 Inkomen uit arbeid;494;203;2005;2195.0;52.2;56310.0;25.7;58.9
1640;1 Inkomen uit arbeid;494;204;2001;393.0;33.1;5469.0;13.9;34.1
1641;1 Inkomen uit arbeid;494;204;2002;369.0;31.6;5113.0;13.9;31.8
1642;1 Inkomen uit arbeid;494;204;2003;367.0;30.8;5363.0;14.6;31.6
1643;1 Inkomen uit arbeid;494;204;2004;364.0;30.2;5213.0;14.3;30.1
1644;1 Inkomen uit arbeid;494;204;2005;368.0;30.5;5204.0;14.1;29.7
1645;1 Inkomen uit arbeid;494;205;2001;2080.0;61.8;54511.0;26.2;67.7
1646;1 Inkomen uit arbeid;494;205;2002;2094.0;62.2;56791.0;27.1;68.1
1647;1 Inkomen uit arbeid;494;205;2003;1989.0;61.9;54567.0;27.4;67.9
1648;1 Inkomen uit arbeid;494;205;2004;1926.0;61.9;53683.0;27.9;67.2
1649;1 Inkomen uit arbeid;494;205;2005;1827.0;60.9;51106.0;28.0;65.5
1650;1 Inkomen uit arbeid;494;211;2001;1239.0;64.6;39159.0;31.6;72.7
1651;1 Inkomen uit arbeid;494;211;2002;1260.0;65.1;41726.0;33.1;73.2
1652;1 Inkomen uit arbeid;494;211;2003;1244.0;64.8;42557.0;34.2;73.4
1653;1 Inkomen uit arbeid;494;211;2004;1251.0;64.8;43667.0;34.9;72.8
1654;1 Inkomen uit arbeid;494;211;2005;1245.0;64.8;45193.0;36.3;72.8
1655;1 Inkomen uit arbeid;494;212;2001;1921.0;67.8;59881.0;31.2;74.8
1656;1 Inkomen uit arbeid;494;212;2002;1988.0;67.9;64320.0;32.4;75.0
1657;1 Inkomen uit arbeid;494;212;2003;1994.0;67.6;66373.0;33.3;74.7
1658;1 Inkomen uit arbeid;494;212;2004;1960.0;67.2;67098.0;34.2;74.0
1659;1 Inkomen uit arbeid;494;212;2005;1947.0;66.7;68362.0;35.1;73.4
1660;1 Inkomen uit arbeid;494;213;2001;1453.0;67.5;45577.0;31.4;74.2
1661;1 Inkomen uit arbeid;494;213;2002;1442.0;67.7;46892.0;32.5;74.3
1662;1 Inkomen uit arbeid;494;213;2003;1477.0;67.4;49420.0;33.5;74.0
1663;1 Inkomen uit arbeid;494;213;2004;1540.0;67.2;52649.0;34.2;73.3
1664;1 Inkomen uit arbeid;494;213;2005;1525.0;66.5;53583.0;35.1;72.6
1665;1 Inkomen uit arbeid;494;214;2001;1524.0;67.7;46058.0;30.2;73.2
1666;1 Inkomen uit arbeid;494;214;2002;1556.0;67.6;48724.0;31.3;73.1
1667;1 Inkomen uit arbeid;494;214;2003;1532.0;67.1;49690.0;32.4;73.1
1668;1 Inkomen uit arbeid;494;214;2004;1532.0;66.7;51223.0;33.4;72.3
1669;1 Inkomen uit arbeid;494;214;2005;1515.0;65.8;51561.0;34.0;70.9
1670;1 Inkomen uit arbeid;494;215;2001;936.0;65.8;26774.0;28.6;71.8
1671;1 Inkomen uit arbeid;494;215;2002;944.0;66.0;27876.0;29.5;72.2
1672;1 Inkomen uit arbeid;494;215;2003;927.0;65.7;28312.0;30.5;72.1
1673;1 Inkomen uit arbeid;494;215;2004;911.0;65.9;28454.0;31.2;71.0
1674;1 Inkomen uit arbeid;494;215;2005;903.0;65.2;28859.0;32.0;69.6
1675;1 Inkomen uit arbeid;494;221;2001;701.0;64.0;19236.0;27.5;70.0
1676;1 Inkomen uit arbeid;494;221;2002;713.0;64.2;20298.0;28.5;70.4
1677;1 Inkomen uit arbeid;494;221;2003;712.0;63.9;20861.0;29.3;69.8
1678;1 Inkomen uit arbeid;494;221;2004;717.0;63.9;21380.0;29.8;68.5
1679;1 Inkomen uit arbeid;494;221;2005;707.0;63.2;21524.0;30.4;67.8
1680;1 Inkomen uit arbeid;494;222;2001;1487.0;67.7;43255.0;29.1;73.8
1681;1 Inkomen uit arbeid;494;222;2002;1517.0;68.0;46065.0;30.4;74.3
1682;1 Inkomen uit arbeid;494;222;2003;1534.0;68.0;47972.0;31.3;74.4
1683;1 Inkomen uit arbeid;494;222;2004;1535.0;67.6;49365.0;32.2;73.8
1684;1 Inkomen uit arbeid;494;222;2005;1525.0;66.9;49902.0;32.7;72.5
1685;1 Inkomen uit arbeid;494;223;2001;3337.0;67.3;109166.0;32.7;74.4
1686;1 Inkomen uit arbeid;494;223;2002;3389.0;67.5;115281.0;34.0;74.5
1687;1 Inkomen uit arbeid;494;223;2003;3376.0;67.3;118384.0;35.1;74.6
1688;1 Inkomen uit arbeid;494;223;2004;3387.0;67.1;121737.0;35.9;73.8
1689;1 Inkomen uit arbeid;494;223;2005;3353.0;66.5;124881.0;37.2;73.3
1690;1 Inkomen uit arbeid;494;224;2001;1547.0;66.5;45792.0;29.6;73.1
1691;1 Inkomen uit arbeid;494;224;2002;1571.0;66.5;47895.0;30.5;73.1
1692;1 Inkomen uit arbeid;494;224;2003;1552.0;65.6;49135.0;31.7;72.6
1693;1 Inkomen uit arbeid;494;224;2004;1557.0;65.4;50611.0;32.5;71.9
1694;1 Inkomen uit arbeid;494;224;2005;1549.0;64.9;51252.0;33.1;70.9
1695;1 Inkomen uit arbeid;494;231;2001;239.0;64.3;6449.0;26.9;70.2
1696;1 Inkomen uit arbeid;494;231;2002;243.0;64.3;6828.0;28.2;70.4
1697;1 Inkomen uit arbeid;494;231;2003;241.0;63.9;7038.0;29.2;69.9
1698;1 Inkomen uit arbeid;494;231;2004;241.0;63.7;7133.0;29.6;68.5
1699;1 Inkomen uit arbeid;494;231;2005;237.0;62.6;7140.0;30.1;67.6
1700;1 Inkomen uit arbeid;494;232;2001;262.0;63.9;7127.0;27.2;69.6
1701;1 Inkomen uit arbeid;494;232;2002;269.0;64.7;7514.0;27.9;70.3
1702;1 Inkomen uit arbeid;494;232;2003;269.0;64.3;7664.0;28.5;69.1
1703;1 Inkomen uit arbeid;494;232;2004;270.0;64.5;7967.0;29.5;67.4
1704;1 Inkomen uit arbeid;494;232;2005;268.0;64.3;8058.0;30.1;67.5
1705;1 Inkomen uit arbeid;494;233;2001;200.0;63.8;5661.0;28.4;70.1
1706;1 Inkomen uit arbeid;494;233;2002;202.0;63.5;5956.0;29.5;70.5
1707;1 Inkomen uit arbeid;494;233;2003;203.0;63.5;6159.0;30.4;70.5
1708;1 Inkomen uit arbeid;494;233;2004;205.0;63.4;6280.0;30.6;69.9
1709;1 Inkomen uit arbeid;494;233;2005;202.0;62.5;6326.0;31.3;68.3
1710;1 Inkomen uit arbeid;494;234;2001;474.0;66.5;13039.0;27.5;72.5
1711;1 Inkomen uit arbeid;494;234;2002;483.0;66.7;14015.0;29.0;73.2
1712;1 Inkomen uit arbeid;494;234;2003;485.0;66.7;14316.0;29.5;72.7
1713;1 Inkomen uit arbeid;494;234;2004;483.0;66.1;14701.0;30.5;71.7
1714;1 Inkomen uit arbeid;494;234;2005;476.0;65.0;14856.0;31.2;70.4
1715;1 Inkomen uit arbeid;494;235;2001;157.0;73.2;4873.0;31.1;78.6
1716;1 Inkomen uit arbeid;494;235;2002;161.0;72.4;5243.0;32.5;77.9
1717;1 Inkomen uit arbeid;494;235;2003;166.0;73.2;5668.0;34.2;79.1
1718;1 Inkomen uit arbeid;494;235;2004;167.0;72.8;5817.0;34.8;79.9
1719;1 Inkomen uit arbeid;494;235;2005;166.0;71.2;5920.0;35.8;78.1
1720;1 Inkomen uit arbeid;494;236;2001;856.0;67.4;25343.0;29.6;73.6
1721;1 Inkomen uit arbeid;494;236;2002;872.0;68.0;26807.0;30.7;74.3
1722;1 Inkomen uit arbeid;494;236;2003;883.0;67.8;27988.0;31.7;74.4
1723;1 Inkomen uit arbeid;494;236;2004;885.0;67.5;28847.0;32.6;73.8
1724;1 Inkomen uit arbeid;494;236;2005;884.0;67.2;29127.0;32.9;72.5
1725;1 Inkomen uit arbeid;494;237;2001;536.0;70.9;18210.0;34.0;77.1
1726;1 Inkomen uit arbeid;494;237;2002;545.0;70.8;19330.0;35.4;76.9
1727;1 Inkomen uit arbeid;494;237;2003;546.0;70.7;19881.0;36.4;76.9
1728;1 Inkomen uit arbeid;494;237;2004;550.0;70.6;20429.0;37.1;75.9
1729;1 Inkomen uit arbeid;494;237;2005;550.0;70.4;21392.0;38.9;75.9
1730;1 Inkomen uit arbeid;494;238;2001;1142.0;66.7;38007.0;33.3;73.5
1731;1 Inkomen uit arbeid;494;238;2002;1158.0;67.0;39886.0;34.5;73.8
1732;1 Inkomen uit arbeid;494;238;2003;1150.0;66.7;40687.0;35.4;73.9
1733;1 Inkomen uit arbeid;494;238;2004;1152.0;66.3;41916.0;36.4;72.9
1734;1 Inkomen uit arbeid;494;238;2005;1137.0;65.5;42885.0;37.7;72.0
1735;1 Inkomen uit arbeid;494;239;2001;1502.0;67.0;48467.0;32.3;74.5
1736;1 Inkomen uit arbeid;494;239;2002;1526.0;67.2;51330.0;33.6;74.6
1737;1 Inkomen uit arbeid;494;239;2003;1518.0;67.0;52860.0;34.8;74.7
1738;1 Inkomen uit arbeid;494;239;2004;1525.0;66.9;54309.0;35.6;74.1
1739;1 Inkomen uit arbeid;494;239;2005;1507.0;66.4;55447.0;36.8;73.7
1740;1 Inkomen uit arbeid;494;240;2001;157.0;64.1;4482.0;28.6;70.2
1741;1 Inkomen uit arbeid;494;240;2002;160.0;64.0;4734.0;29.6;70.3
1742;1 Inkomen uit arbeid;494;240;2003;161.0;63.9;4956.0;30.8;70.8
1743;1 Inkomen uit arbeid;494;240;2004;159.0;63.4;5083.0;31.9;70.5
1744;1 Inkomen uit arbeid;494;240;2005;159.0;63.0;5157.0;32.4;69.5
1745;1 Inkomen uit arbeid;494;241;2001;1069.0;68.0;32267.0;30.2;74.2
1746;1 Inkomen uit arbeid;494;241;2002;1089.0;68.0;33741.0;31.0;73.9
1747;1 Inkomen uit arbeid;494;241;2003;1082.0;67.2;34687.0;32.1;73.5
1748;1 Inkomen uit arbeid;494;241;2004;1083.0;67.0;35853.0;33.1;72.8
1749;1 Inkomen uit arbeid;494;241;2005;1079.0;66.5;36430.0;33.8;72.1
1750;1 Inkomen uit arbeid;494;242;2001;478.0;63.5;13525.0;28.3;70.6
1751;1 Inkomen uit arbeid;494;242;2002;482.0;63.4;14154.0;29.4;71.0
1752;1 Inkomen uit arbeid;494;242;2003;470.0;62.2;14448.0;30.7;70.4
1753;1 Inkomen uit arbeid;494;242;2004;474.0;62.1;14758.0;31.2;69.8
1754;1 Inkomen uit arbeid;494;242;2005;470.0;61.6;14822.0;31.5;68.3
1755;2 Inkomen uit eigen onderneming;492;310;2001;826.0;7.0;19028.0;23.0;6.2
1756;2 Inkomen uit eigen onderneming;492;310;2002;831.0;7.0;18954.0;22.8;5.9
1757;2 Inkomen uit eigen onderneming;492;310;2003;830.0;7.0;17796.0;21.4;5.4
1758;2 Inkomen uit eigen onderneming;492;310;2004;851.0;7.2;20435.0;24.0;6.0
1759;2 Inkomen uit eigen onderneming;492;310;2005;865.0;7.2;23204.0;26.8;6.6
1760;2 Inkomen uit eigen onderneming;492;331;2001;187.0;4.8;3706.0;19.8;4.5
1761;2 Inkomen uit eigen onderneming;492;331;2002;188.0;4.7;3688.0;19.7;4.2
1762;2 Inkomen uit eigen onderneming;492;331;2003;192.0;4.9;3496.0;18.2;3.9
1763;2 Inkomen uit eigen onderneming;492;331;2004;207.0;5.2;4342.0;20.9;4.7
1764;2 Inkomen uit eigen onderneming;492;331;2005;211.0;5.2;4746.0;22.5;4.9
1765;2 Inkomen uit eigen onderneming;492;332;2001;568.0;9.2;13837.0;24.4;7.6
1766;2 Inkomen uit eigen onderneming;492;332;2002;569.0;9.2;13803.0;24.2;7.2
1767;2 Inkomen uit eigen onderneming;492;332;2003;563.0;9.1;12876.0;22.9;6.5
1768;2 Inkomen uit eigen onderneming;492;332;2004;567.0;9.1;14372.0;25.4;7.0
1769;2 Inkomen uit eigen onderneming;492;332;2005;571.0;9.2;16364.0;28.7;7.8
1770;2 Inkomen uit eigen onderneming;492;333;2001;13.0;1.6;;;0.8
1771;2 Inkomen uit eigen onderneming;492;333;2002;14.0;1.7;;;0.9
1772;2 Inkomen uit eigen onderneming;492;333;2003;14.0;1.7;;;0.8
1773;2 Inkomen uit eigen onderneming;492;333;2004;11.0;1.4;;;1.2
1774;2 Inkomen uit eigen onderneming;492;333;2005;13.0;1.6;;;1.9
1775;2 Inkomen uit eigen onderneming;492;334;2001;58.0;6.6;1362.0;23.4;5.7
1776;2 Inkomen uit eigen onderneming;492;334;2002;60.0;6.7;1327.0;22.1;5.2
1777;2 Inkomen uit eigen onderneming;492;334;2003;61.0;6.7;1299.0;21.2;4.9
1778;2 Inkomen uit eigen onderneming;492;334;2004;66.0;7.0;1513.0;22.9;5.4
1779;2 Inkomen uit eigen onderneming;492;334;2005;70.0;7.3;1773.0;25.3;6.1
1780;2 Inkomen uit eigen onderneming;492;341;2001;564.0;9.1;14448.0;25.6;6.9
1781;2 Inkomen uit eigen onderneming;492;341;2002;570.0;9.2;14602.0;25.6;6.7
1782;2 Inkomen uit eigen onderneming;492;341;2003;568.0;9.2;13668.0;24.1;6.1
1783;2 Inkomen uit eigen onderneming;492;341;2004;575.0;9.3;15493.0;26.9;6.7
1784;2 Inkomen uit eigen onderneming;492;341;2005;580.0;9.3;17261.0;29.7;7.2
1785;2 Inkomen uit eigen onderneming;492;342;2001;142.0;6.6;3022.0;21.2;5.9
1786;2 Inkomen uit eigen onderneming;492;342;2002;143.0;6.5;3021.0;21.1;5.6
1787;2 Inkomen uit eigen onderneming;492;342;2003;145.0;6.7;2884.0;19.8;5.2
1788;2 Inkomen uit eigen onderneming;492;342;2004;155.0;7.1;3426.0;22.1;6.0
1789;2 Inkomen uit eigen onderneming;492;342;2005;156.0;7.0;3664.0;23.5;6.1
1790;2 Inkomen uit eigen onderneming;492;343;2001;377.0;10.8;10380.0;27.6;7.4
1791;2 Inkomen uit eigen onderneming;492;343;2002;379.0;10.9;10541.0;27.8;7.2
1792;2 Inkomen uit eigen onderneming;492;343;2003;375.0;10.8;9817.0;26.2;6.6
1793;2 Inkomen uit eigen onderneming;492;343;2004;372.0;10.8;10957.0;29.4;7.1
1794;2 Inkomen uit eigen onderneming;492;343;2005;373.0;10.9;12177.0;32.6;7.7
1795;2 Inkomen uit eigen onderneming;492;344;2001;6.0;3.7;;;2.2
1796;2 Inkomen uit eigen onderneming;492;344;2002;6.0;3.9;;;2.3
1797;2 Inkomen uit eigen onderneming;492;344;2003;5.0;3.5;;;1.5
1798;2 Inkomen uit eigen onderneming;492;344;2004;5.0;3.0;;;2.1
1799;2 Inkomen uit eigen onderneming;492;344;2005;6.0;3.9;;;4.1
1800;2 Inkomen uit eigen onderneming;492;345;2001;40.0;10.3;965.0;24.3;7.2
1801;2 Inkomen uit eigen onderneming;492;345;2002;42.0;10.7;949.0;22.6;6.7
1802;2 Inkomen uit eigen onderneming;492;345;2003;43.0;10.7;906.0;21.3;6.2
1803;2 Inkomen uit eigen onderneming;492;345;2004;43.0;10.6;1019.0;23.6;6.6
1804;2 Inkomen uit eigen onderneming;492;345;2005;45.0;10.8;1234.0;27.6;7.7
1805;2 Inkomen uit eigen onderneming;492;346;2001;262.0;4.7;4580.0;17.5;4.8
1806;2 Inkomen uit eigen onderneming;492;346;2002;261.0;4.6;4352.0;16.7;4.3
1807;2 Inkomen uit eigen onderneming;492;346;2003;262.0;4.6;4127.0;15.8;3.9
1808;2 Inkomen uit eigen onderneming;492;346;2004;276.0;4.8;4942.0;17.9;4.5
1809;2 Inkomen uit eigen onderneming;492;346;2005;285.0;4.9;5944.0;20.9;5.1
1810;2 Inkomen uit eigen onderneming;492;347;2001;45.0;2.6;683.0;15.2;2.2
1811;2 Inkomen uit eigen onderneming;492;347;2002;44.0;2.5;667.0;15.0;2.0
1812;2 Inkomen uit eigen onderneming;492;347;2003;47.0;2.7;612.0;13.0;1.8
1813;2 Inkomen uit eigen onderneming;492;347;2004;52.0;2.9;916.0;17.6;2.5
1814;2 Inkomen uit eigen onderneming;492;347;2005;55.0;3.0;1081.0;19.6;2.9
1815;2 Inkomen uit eigen onderneming;492;348;2001;191.0;7.2;3457.0;18.1;8.1
1816;2 Inkomen uit eigen onderneming;492;348;2002;190.0;7.0;3262.0;17.1;7.1
1817;2 Inkomen uit eigen onderneming;492;348;2003;188.0;6.9;3059.0;16.3;6.4
1818;2 Inkomen uit eigen onderneming;492;348;2004;195.0;7.1;3416.0;17.6;6.9
1819;2 Inkomen uit eigen onderneming;492;348;2005;198.0;7.1;4187.0;21.2;8.0
1820;2 Inkomen uit eigen onderneming;492;349;2001;7.0;1.1;;;0.4
1821;2 Inkomen uit eigen onderneming;492;349;2002;8.0;1.2;;;0.4
1822;2 Inkomen uit eigen onderneming;492;349;2003;8.0;1.3;;;0.5
1823;2 Inkomen uit eigen onderneming;492;349;2004;6.0;1.0;;;0.9
1824;2 Inkomen uit eigen onderneming;492;349;2005;6.0;1.0;;;1.1
1825;2 Inkomen uit eigen onderneming;492;350;2001;19.0;3.7;;;3.8
1826;2 Inkomen uit eigen onderneming;492;350;2002;18.0;3.5;;;3.4
1827;2 Inkomen uit eigen onderneming;492;350;2003;19.0;3.6;;;3.3
1828;2 Inkomen uit eigen onderneming;492;350;2004;23.0;4.3;495.0;21.6;3.9
1829;2 Inkomen uit eigen onderneming;492;350;2005;25.0;4.7;540.0;21.3;4.1
1830;2 Inkomen uit eigen onderneming;492;361;2001;649.0;9.5;15958.0;24.6;6.9
1831;2 Inkomen uit eigen onderneming;492;361;2002;654.0;9.5;16188.0;24.7;6.7
1832;2 Inkomen uit eigen onderneming;492;361;2003;657.0;9.5;15165.0;23.1;6.1
1833;2 Inkomen uit eigen onderneming;492;361;2004;671.0;9.6;17564.0;26.2;6.8
1834;2 Inkomen uit eigen onderneming;492;361;2005;689.0;9.8;19790.0;28.7;7.4
1835;2 Inkomen uit eigen onderneming;492;362;2001;130.0;4.7;2682.0;20.6;4.0
1836;2 Inkomen uit eigen onderneming;492;362;2002;133.0;4.7;2604.0;19.6;3.6
1837;2 Inkomen uit eigen onderneming;492;362;2003;134.0;4.7;2233.0;16.7;3.0
1838;2 Inkomen uit eigen onderneming;492;362;2004;137.0;4.8;2834.0;20.7;3.7
1839;2 Inkomen uit eigen onderneming;492;362;2005;151.0;5.1;3538.0;23.5;4.4
1840;2 Inkomen uit eigen onderneming;492;363;2001;518.0;12.7;13277.0;25.6;8.1
1841;2 Inkomen uit eigen onderneming;492;363;2002;521.0;12.8;13585.0;26.1;7.9
1842;2 Inkomen uit eigen onderneming;492;363;2003;523.0;12.8;12932.0;24.7;7.3
1843;2 Inkomen uit eigen onderneming;492;363;2004;534.0;13.0;14729.0;27.6;8.0
1844;2 Inkomen uit eigen onderneming;492;363;2005;538.0;13.1;16252.0;30.2;8.6
1845;2 Inkomen uit eigen onderneming;492;364;2001;135.0;4.2;2428.0;18.0;4.5
1846;2 Inkomen uit eigen onderneming;492;364;2002;133.0;4.1;2196.0;16.5;3.8
1847;2 Inkomen uit eigen onderneming;492;364;2003;130.0;4.0;2115.0;16.3;3.5
1848;2 Inkomen uit eigen onderneming;492;364;2004;136.0;4.1;2250.0;16.5;3.6
1849;2 Inkomen uit eigen onderneming;492;364;2005;135.0;4.0;2773.0;20.6;4.2
1850;2 Inkomen uit eigen onderneming;492;365;2001;0.0;0.1;;;0.2
1851;2 Inkomen uit eigen onderneming;492;365;2002;0.0;0.1;;;0.0
1852;2 Inkomen uit eigen onderneming;492;365;2003;0.0;0.1;;;0.0
1853;2 Inkomen uit eigen onderneming;492;365;2004;0.0;0.0;;;0.0
1854;2 Inkomen uit eigen onderneming;492;365;2005;0.0;0.0;;;0.1
1855;2 Inkomen uit eigen onderneming;492;366;2001;33.0;3.1;540.0;16.5;3.4
1856;2 Inkomen uit eigen onderneming;492;366;2002;32.0;3.0;518.0;16.3;3.2
1857;2 Inkomen uit eigen onderneming;492;366;2003;31.0;3.0;477.0;15.3;2.9
1858;2 Inkomen uit eigen onderneming;492;366;2004;32.0;3.1;561.0;17.6;3.5
1859;2 Inkomen uit eigen onderneming;492;366;2005;32.0;3.2;589.0;18.4;3.8
1860;2 Inkomen uit eigen onderneming;492;367;2001;10.0;4.9;;;3.5
1861;2 Inkomen uit eigen onderneming;492;367;2002;12.0;5.8;;;1.7
1862;2 Inkomen uit eigen onderneming;492;367;2003;12.0;5.9;;;1.3
1863;2 Inkomen uit eigen onderneming;492;367;2004;13.0;6.3;;;1.9
1864;2 Inkomen uit eigen onderneming;492;367;2005;9.0;4.1;;;1.4
1865;2 Inkomen uit eigen onderneming;492;381;2001;0.0;0.3;;;0.0
1866;2 Inkomen uit eigen onderneming;492;381;2002;0.0;0.1;;;0.0
1867;2 Inkomen uit eigen onderneming;492;381;2003;0.0;0.2;;;0.0
1868;2 Inkomen uit eigen onderneming;492;381;2004;0.0;0.0;;;0.0
1869;2 Inkomen uit eigen onderneming;492;381;2005;0.0;0.1;;;1.1
1870;2 Inkomen uit eigen onderneming;492;382;2001;21.0;1.3;271.0;12.8;1.6
1871;2 Inkomen uit eigen onderneming;492;382;2002;22.0;1.3;315.0;14.6;1.8
1872;2 Inkomen uit eigen onderneming;492;382;2003;20.0;1.2;;;1.3
1873;2 Inkomen uit eigen onderneming;492;382;2004;20.0;1.3;276.0;13.6;1.7
1874;2 Inkomen uit eigen onderneming;492;382;2005;20.0;1.3;303.0;14.8;1.9
1875;2 Inkomen uit eigen onderneming;492;383;2001;414.0;9.1;9358.0;22.6;6.7
1876;2 Inkomen uit eigen onderneming;492;383;2002;407.0;9.0;9170.0;22.5;6.3
1877;2 Inkomen uit eigen onderneming;492;383;2003;401.0;9.0;8659.0;21.6;5.9
1878;2 Inkomen uit eigen onderneming;492;383;2004;412.0;9.3;9638.0;23.4;6.5
1879;2 Inkomen uit eigen onderneming;492;383;2005;406.0;9.3;10647.0;26.2;7.0
1880;2 Inkomen uit eigen onderneming;492;384;2001;354.0;10.4;8804.0;24.9;7.6
1881;2 Inkomen uit eigen onderneming;492;384;2002;364.0;10.4;9008.0;24.8;7.3
1882;2 Inkomen uit eigen onderneming;492;384;2003;370.0;10.4;8443.0;22.8;6.5
1883;2 Inkomen uit eigen onderneming;492;384;2004;383.0;10.4;10005.0;26.1;7.2
1884;2 Inkomen uit eigen onderneming;492;384;2005;401.0;10.7;11591.0;28.9;8.0
1885;2 Inkomen uit eigen onderneming;492;385;2001;37.0;1.8;595.0;16.3;1.8
1886;2 Inkomen uit eigen onderneming;492;385;2002;39.0;1.9;461.0;12.0;1.3
1887;2 Inkomen uit eigen onderneming;492;385;2003;39.0;1.8;478.0;12.3;1.3
1888;2 Inkomen uit eigen onderneming;492;385;2004;35.0;1.6;516.0;14.5;1.3
1889;2 Inkomen uit eigen onderneming;492;385;2005;37.0;1.7;663.0;17.8;1.6
1890;2 Inkomen uit eigen onderneming;492;401;2001;0.0;;;;
1891;2 Inkomen uit eigen onderneming;492;401;2002;0.0;;;;
1892;2 Inkomen uit eigen onderneming;492;401;2003;0.0;;;;
1893;2 Inkomen uit eigen onderneming;492;401;2004;0.0;;;;
1894;2 Inkomen uit eigen onderneming;492;401;2005;0.0;;;;
1895;2 Inkomen uit eigen onderneming;492;402;2001;0.0;;;;
1896;2 Inkomen uit eigen onderneming;492;402;2002;0.0;;;;
1897;2 Inkomen uit eigen onderneming;492;402;2003;0.0;;;;
1898;2 Inkomen uit eigen onderneming;492;402;2004;0.0;;;;
1899;2 Inkomen uit eigen onderneming;492;402;2005;0.0;;;;
1900;2 Inkomen uit eigen onderneming;492;403;2001;0.0;0.3;;;0.0
1901;2 Inkomen uit eigen onderneming;492;403;2002;0.0;0.2;;;0.0
1902;2 Inkomen uit eigen onderneming;492;403;2003;0.0;0.1;;;0.0
1903;2 Inkomen uit eigen onderneming;492;403;2004;0.0;0.0;;;0.0
1904;2 Inkomen uit eigen onderneming;492;403;2005;0.0;0.0;;;0.0
1905;2 Inkomen uit eigen onderneming;492;404;2001;2.0;0.2;;;0.5
1906;2 Inkomen uit eigen onderneming;492;404;2002;1.0;0.2;;;0.3
