ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;VoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
2691;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2021;6155.0;207.7;33746.0
2692;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2022;6243.0;204.7;32787.0
2693;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2023;6382.0;203.7;31913.0
2694;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2018;37.0;1.1;28747.0
2695;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2019;32.0;0.9;28019.0
2696;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2020;31.0;1.4;44130.0
2697;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2021;33.0;1.2;35519.0
2698;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2022;33.0;1.2;36063.0
2699;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2023;41.0;1.5;35902.0
2700;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2018;3599.0;102.7;28537.0
2701;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2019;3619.0;102.3;28271.0
2702;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2020;3694.0;100.4;27173.0
2703;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2021;3716.0;100.9;27154.0
2704;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2022;3813.0;99.5;26098.0
2705;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2023;3613.0;89.8;24853.0
2706;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2018;6.0;;
2707;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2019;;;
2708;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2020;15.0;0.4;24377.0
2709;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2021;;;
2710;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2022;;;
2711;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2023;37.0;1.6;43440.0
2712;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2018;1296.0;57.6;44409.0
2713;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2019;1288.0;52.1;40427.0
2714;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2020;1198.0;50.2;41941.0
2715;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2021;1280.0;55.5;43388.0
2716;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2022;1260.0;52.0;41293.0
2717;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2023;1259.0;50.4;40052.0
2718;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2018;7070.0;164.1;23216.0
2719;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2019;7440.0;174.5;23458.0
2720;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2020;7491.0;171.0;22829.0
2721;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2021;7642.0;176.0;23030.0
2722;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2022;7675.0;174.6;22755.0
2723;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2023;7828.0;172.9;22090.0
2724;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2018;21251.0;830.2;39067.0
2725;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2019;20290.0;760.2;37464.0
2726;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2020;19731.0;703.1;35633.0
2727;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2021;19550.0;728.4;37260.0
2728;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2022;19566.0;721.4;36870.0
2729;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2023;19464.0;677.6;34814.0
2730;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2018;38198.0;3137.8;82146.0
2731;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2019;38995.0;3094.8;79364.0
2732;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2020;38304.0;3099.9;80929.0
2733;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2021;39191.0;3226.6;82329.0
2734;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2022;40893.0;3255.3;79605.0
2735;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2023;41659.0;3111.8;74698.0
2736;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2018;539.0;5.9;10922.0
2737;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2019;546.0;7.7;14012.0
2738;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2020;496.0;3.8;7720.0
2739;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2021;465.0;4.0;8651.0
2740;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2022;509.0;4.7;9276.0
2741;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2023;490.0;4.7;9690.0
2742;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2018;;;
2743;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2019;185.0;2.3;12172.0
2744;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2020;211.0;2.6;12189.0
2745;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2021;214.0;2.8;13009.0
2746;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2022;233.0;2.9;12373.0
2747;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2023;235.0;2.5;10752.0
2748;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2018;;;
2749;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2019;1639.0;69.8;42584.0
2750;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2020;;;
2751;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2021;;;
2752;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2022;;;
2753;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2023;1815.0;77.5;42694.0
2754;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2018;388.0;14.2;36540.0
2755;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2019;;;
2756;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2020;;;
2757;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2021;;;
2758;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2022;;;
2759;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2023;;;
2760;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2018;2101.0;74.4;35396.0
2761;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2019;1967.0;62.2;31615.0
2762;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2020;1863.0;55.3;29658.0
2763;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2021;1905.0;60.9;31948.0
2764;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2022;2325.0;96.2;41391.0
2765;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2023;2014.0;60.7;30131.0
2766;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2018;5094.0;201.9;39625.0
2767;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2019;5372.0;210.1;39108.0
2768;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2020;5410.0;192.8;35641.0
2769;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2021;5254.0;201.7;38389.0
2770;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2022;5097.0;158.9;31173.0
2771;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2023;5386.0;163.1;30290.0
2772;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2018;68.0;1.8;26772.0
2773;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2019;46.0;1.1;24802.0
2774;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2020;53.0;1.2;21984.0
2775;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2021;49.0;1.2;23535.0
2776;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2022;44.0;1.0;23144.0
2777;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2023;37.0;0.9;25247.0
2778;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2018;729.0;15.2;20793.0
2779;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2019;733.0;15.2;20796.0
2780;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2020;754.0;12.2;16178.0
2781;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2021;762.0;14.9;19524.0
2782;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2022;760.0;15.9;20933.0
2783;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2023;794.0;15.7;19729.0
2784;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2018;136.0;2.1;15395.0
2785;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2019;129.0;2.6;20517.0
2786;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2020;133.0;1.9;14414.0
2787;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2021;139.0;1.9;13924.0
2788;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2022;143.0;2.1;14581.0
2789;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2023;;;
2790;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2018;2075.0;27.3;13156.0
2791;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2019;2086.0;26.8;12825.0
2792;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2020;2212.0;19.7;8926.0
2793;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2021;1937.0;17.4;8998.0
2794;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2022;2144.0;25.9;12096.0
2795;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2023;2189.0;27.7;12669.0
2796;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2018;455.0;12.0;26385.0
2797;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2019;455.0;11.4;25142.0
2798;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2020;431.0;9.0;20867.0
2799;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2021;399.0;8.7;21698.0
2800;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2022;420.0;10.7;25580.0
2801;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2023;424.0;10.5;24739.0
2802;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2018;0.0;0.0;0.0
2803;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2019;0.0;0.0;0.0
2804;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2020;0.0;0.0;0.0
2805;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2021;0.0;0.0;0.0
2806;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2022;0.0;0.0;0.0
2807;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2023;0.0;0.0;0.0
2808;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2018;60765.0;4285.5;70526.0
2809;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2019;63441.0;4300.4;67786.0
2810;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2020;61605.0;4210.5;68346.0
2811;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2021;61499.0;4327.0;70360.0
2812;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2022;63108.0;4274.2;67728.0
2813;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A-U Alle economische activiteiten;2023;67154.0;4281.3;63754.0
2814;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2018;7005.0;337.1;48124.0
2815;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2019;;;
2816;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2020;7186.0;328.1;45652.0
2817;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2021;;;
2818;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2022;;;
2819;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2023;7359.0;327.8;44551.0
2820;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2018;45397.0;3672.5;80897.0
2821;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2019;47463.0;3678.5;77502.0
2822;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2020;45537.0;3594.1;78927.0
2823;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2021;45476.0;3689.9;81139.0
2824;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2022;47036.0;3640.5;77399.0
2825;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;G-I Handel, vervoer en horeca;2023;50523.0;3666.0;72562.0
2826;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2018;2340.0;77.4;33061.0
2827;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2019;2537.0;80.9;31891.0
2828;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2020;2545.0;86.2;33885.0
2829;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2021;2453.0;89.4;36461.0
2830;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2022;2389.0;83.7;35049.0
2831;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;M-N Zakelijke dienstverlening;2023;2441.0;75.5;30931.0
2832;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2018;1737.0;22.3;12834.0
2833;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2019;1842.0;24.0;13055.0
2834;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2020;1958.0;24.9;12727.0
2835;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2021;1958.0;25.7;13106.0
2836;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2022;1960.0;26.8;13671.0
2837;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;O-Q Overheid en zorg;2023;;;
2838;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2018;680.0;34.0;50035.0
2839;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2019;641.0;32.0;49980.0
2840;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2020;640.0;28.2;44123.0
2841;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2021;582.0;27.6;47373.0
2842;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2022;626.0;29.0;46344.0
2843;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2023;667.0;29.8;44741.0
2844;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2018;482.0;28.0;58077.0
2845;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2019;472.0;28.4;60067.0
2846;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2020;565.0;35.1;62120.0
2847;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2021;560.0;35.3;62947.0
2848;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2022;657.0;43.0;65394.0
2849;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;A Landbouw, bosbouw en visserij;2023;593.0;34.0;57348.0
2850;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2018;209.0;7.7;36990.0
2851;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2019;212.0;7.4;35002.0
2852;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2020;219.0;8.1;37152.0
2853;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2021;173.0;6.5;37305.0
2854;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2022;172.0;6.0;35007.0
2855;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;B Delfstoffenwinning;2023;151.0;5.3;35000.0
2856;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2018;3580.0;185.9;51940.0
2857;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2019;3813.0;192.5;50494.0
2858;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2020;3557.0;171.6;48230.0
2859;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2021;3666.0;185.3;50552.0
2860;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2022;3433.0;176.6;51433.0
2861;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;C Industrie;2023;3668.0;181.3;49415.0
2862;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2018;50.0;1.1;21447.0
2863;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2019;;;
2864;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2020;56.0;1.0;17164.0
2865;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2021;;;
2866;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2022;;;
2867;Vrachtauto's en trekkers voor oplegger;Bedrijfsgrootte: >= 50 werkzame pers.;D Energievoorziening;2023;100.0;1.9;18891.0
