ID;Woonland;Sterklassen;RegioS;Perioden;Gasten_1;Overnachtingen_2
150;Totaal landen;Totaal;Amsterdam;2017 oktober;725;1380
151;Totaal landen;Totaal;Amsterdam;2017 november;645;1203
152;Totaal landen;Totaal;Amsterdam;2017 december;664;1223
153;Totaal landen;Totaal;Amsterdam;2017 4e kwartaal;2034;3806
154;Totaal landen;Totaal;Amsterdam;2017;8260;15858
155;Totaal landen;Totaal;Amsterdam;2018 januari;628;1184
156;Totaal landen;Totaal;Amsterdam;2018 februari;609;1162
157;Totaal landen;Totaal;Amsterdam;2018 maart;698;1333
158;Totaal landen;Totaal;Amsterdam;2018 1e kwartaal;1935;3679
159;Totaal landen;Totaal;Amsterdam;2018 april;708;1426
160;Totaal landen;Totaal;Amsterdam;2018 mei;762;1476
161;Totaal landen;Totaal;Amsterdam;2018 juni;757;1457
162;Totaal landen;Totaal;Amsterdam;2018 2e kwartaal;2227;4359
163;Totaal landen;Totaal;Amsterdam;2018 juli;797;1597
164;Totaal landen;Totaal;Amsterdam;2018 augustus;795;1620
165;Totaal landen;Totaal;Amsterdam;2018 september;725;1414
166;Totaal landen;Totaal;Amsterdam;2018 3e kwartaal;2317;4631
167;Totaal landen;Totaal;Amsterdam;2018 oktober;771;1471
168;Totaal landen;Totaal;Amsterdam;2018 november;684;1286
169;Totaal landen;Totaal;Amsterdam;2018 december;642;1248
170;Totaal landen;Totaal;Amsterdam;2018 4e kwartaal;2097;4005
171;Totaal landen;Totaal;Amsterdam;2018;8577;16673
172;Totaal landen;Totaal;Amsterdam;2019 januari;645;1259
173;Totaal landen;Totaal;Amsterdam;2019 februari;674;1286
174;Totaal landen;Totaal;Amsterdam;2019 maart;785;1544
175;Totaal landen;Totaal;Amsterdam;2019 1e kwartaal;2104;4089
176;Totaal landen;Totaal;Amsterdam;2019 april;823;1666
177;Totaal landen;Totaal;Amsterdam;2019 mei;820;1637
178;Totaal landen;Totaal;Amsterdam;2019 juni;807;1581
179;Totaal landen;Totaal;Amsterdam;2019 2e kwartaal;2450;4884
180;Totaal landen;Totaal;Amsterdam;2019 juli;843;1733
181;Totaal landen;Totaal;Amsterdam;2019 augustus;808;1767
182;Totaal landen;Totaal;Amsterdam;2019 september;770;1521
183;Totaal landen;Totaal;Amsterdam;2019 3e kwartaal;2421;5021
184;Totaal landen;Totaal;Amsterdam;2019 oktober;803;1597
185;Totaal landen;Totaal;Amsterdam;2019 november;730;1409
186;Totaal landen;Totaal;Amsterdam;2019 december;700;1376
187;Totaal landen;Totaal;Amsterdam;2019 4e kwartaal;2234;4382
188;Totaal landen;Totaal;Amsterdam;2019;9209;18375
189;Totaal landen;Totaal;Amsterdam;2020 januari;614;1216
190;Totaal landen;Totaal;Amsterdam;2020 februari;629;1260
191;Totaal landen;Totaal;Amsterdam;2020 maart;271;541
192;Totaal landen;Totaal;Amsterdam;2020 1e kwartaal;1513;3017
193;Totaal landen;Totaal;Amsterdam;2020 april;32;74
194;Totaal landen;Totaal;Amsterdam;2020 mei;36;62
195;Totaal landen;Totaal;Amsterdam;2020 juni;113;201
196;Totaal landen;Totaal;Amsterdam;2020 2e kwartaal;180;337
197;Totaal landen;Totaal;Amsterdam;2020 juli;333;661
198;Totaal landen;Totaal;Amsterdam;2020 augustus;393;807
199;Totaal landen;Totaal;Amsterdam;2020 september;215;413
200;Totaal landen;Totaal;Amsterdam;2020 3e kwartaal;942;1881
201;Totaal landen;Totaal;Amsterdam;2020 oktober;114;210
202;Totaal landen;Totaal;Amsterdam;2020 november;106;175
203;Totaal landen;Totaal;Amsterdam;2020 december;104;182
204;Totaal landen;Totaal;Amsterdam;2020 4e kwartaal;324;566
205;Totaal landen;Totaal;Amsterdam;2020;2959;5802
206;Totaal landen;Totaal;Amsterdam;2021 januari;67;115
207;Totaal landen;Totaal;Amsterdam;2021 februari;80;132
208;Totaal landen;Totaal;Amsterdam;2021 maart;80;131
209;Totaal landen;Totaal;Amsterdam;2021 1e kwartaal;228;378
210;Totaal landen;Totaal;Amsterdam;2021 april;87;147
211;Totaal landen;Totaal;Amsterdam;2021 mei;152;249
212;Totaal landen;Totaal;Amsterdam;2021 juni;182;322
213;Totaal landen;Totaal;Amsterdam;2021 2e kwartaal;422;719
214;Totaal landen;Totaal;Amsterdam;2021 juli;330;661
215;Totaal landen;Totaal;Amsterdam;2021 augustus;405;843
216;Totaal landen;Totaal;Amsterdam;2021 september;389;827
217;Totaal landen;Totaal;Amsterdam;2021 3e kwartaal;1125;2331
218;Totaal landen;Totaal;Amsterdam;2021 oktober;532;1107
219;Totaal landen;Totaal;Amsterdam;2021 november;425;916
220;Totaal landen;Totaal;Amsterdam;2021 december;156;323
221;Totaal landen;Totaal;Amsterdam;2021 4e kwartaal;1113;2347
222;Totaal landen;Totaal;Amsterdam;2021;2887;5775
223;Totaal landen;Totaal;Amsterdam;2022 januari;126;237
224;Totaal landen;Totaal;Amsterdam;2022 februari;308;610
225;Totaal landen;Totaal;Amsterdam;2022 maart;497;1072
226;Totaal landen;Totaal;Amsterdam;2022 1e kwartaal;930;1920
227;Totaal landen;Totaal;Amsterdam;2022 april;683;1599
228;Totaal landen;Totaal;Amsterdam;2022 mei;713;1595
229;Totaal landen;Totaal;Amsterdam;2022 juni;717;1613
230;Totaal landen;Totaal;Amsterdam;2022 2e kwartaal;2114;4807
231;Totaal landen;Totaal;Amsterdam;2022 juli;800;1847
232;Totaal landen;Totaal;Amsterdam;2022 augustus;783;1879
233;Totaal landen;Totaal;Amsterdam;2022 september;688;1592
234;Totaal landen;Totaal;Amsterdam;2022 3e kwartaal;2271;5319
235;Totaal landen;Totaal;Amsterdam;2022 oktober;747;1741
236;Totaal landen;Totaal;Amsterdam;2022 november;702;1522
237;Totaal landen;Totaal;Amsterdam;2022 december;650;1466
238;Totaal landen;Totaal;Amsterdam;2022 4e kwartaal;2099;4728
239;Totaal landen;Totaal;Amsterdam;2022;7413;16775
240;Totaal landen;Totaal;Amsterdam;2023 januari;593;1341
241;Totaal landen;Totaal;Amsterdam;2023 februari;600;1369
242;Totaal landen;Totaal;Amsterdam;2023 maart;709;1594
243;Totaal landen;Totaal;Amsterdam;2023 1e kwartaal;1902;4304
244;Totaal landen;Totaal;Amsterdam;2023 april;783;1855
245;Totaal landen;Totaal;Amsterdam;2023 mei;786;1835
246;Totaal landen;Totaal;Amsterdam;2023 juni;797;1842
247;Totaal landen;Totaal;Amsterdam;2023 2e kwartaal;2366;5531
248;Totaal landen;Totaal;Amsterdam;2023 juli;930;2118
249;Totaal landen;Totaal;Amsterdam;2023 augustus;764;1896
250;Totaal landen;Totaal;Amsterdam;2023 september;705;1628
251;Totaal landen;Totaal;Amsterdam;2023 3e kwartaal;2399;5642
252;Totaal landen;Totaal;Amsterdam;2023 oktober;790;1826
253;Totaal landen;Totaal;Amsterdam;2023 november;711;1552
254;Totaal landen;Totaal;Amsterdam;2023 december;700;1530
255;Totaal landen;Totaal;Amsterdam;2023 4e kwartaal;2201;4908
256;Totaal landen;Totaal;Amsterdam;2023;8868;20385
257;Totaal landen;Totaal;Amsterdam;2024 januari;627;1415
258;Totaal landen;Totaal;Amsterdam;2024 februari;630;1423
259;Totaal landen;Totaal;Amsterdam;2024 maart;769;1742
260;Totaal landen;Totaal;Amsterdam;2024 1e kwartaal;2026;4579
261;Totaal landen;Totaal;Amsterdam;2024 april;807;1887
262;Totaal landen;Totaal;Amsterdam;2024 mei;813;1869
263;Totaal landen;Totaal;Amsterdam;2024 juni;814;1806
264;Totaal landen;Totaal;Amsterdam;2024 2e kwartaal;2434;5562
265;Totaal landen;Totaal;Amsterdam;2024 juli;889;2039
266;Totaal landen;Totaal;Amsterdam;2024 augustus;825;2016
267;Totaal landen;Totaal;Amsterdam;2024 september;769;1778
268;Totaal landen;Totaal;Amsterdam;2024 3e kwartaal;2488;5833
269;Totaal landen;Totaal;Amsterdam;2024 oktober;802;1849
270;Totaal landen;Totaal;Amsterdam;2024 november;744;1637
271;Totaal landen;Totaal;Amsterdam;2024 december;727;1585
272;Totaal landen;Totaal;Amsterdam;2024 4e kwartaal;2273;5071
273;Totaal landen;Totaal;Amsterdam;2024;9215;21014
274;Totaal landen;Totaal;Amsterdam;2025 januari;655;1474
275;Totaal landen;Totaal;Amsterdam;2025 februari;636;1474
276;Totaal landen;Accommodaties zonder ster;Nederland;2017 januari;100;196
277;Totaal landen;Accommodaties zonder ster;Nederland;2017 februari;106;200
278;Totaal landen;Accommodaties zonder ster;Nederland;2017 maart;133;260
279;Totaal landen;Accommodaties zonder ster;Nederland;2017 1e kwartaal;338;656
280;Totaal landen;Accommodaties zonder ster;Nederland;2017 april;178;355
281;Totaal landen;Accommodaties zonder ster;Nederland;2017 mei;179;343
282;Totaal landen;Accommodaties zonder ster;Nederland;2017 juni;180;363
283;Totaal landen;Accommodaties zonder ster;Nederland;2017 2e kwartaal;537;1061
284;Totaal landen;Accommodaties zonder ster;Nederland;2017 juli;199;407
285;Totaal landen;Accommodaties zonder ster;Nederland;2017 augustus;200;412
286;Totaal landen;Accommodaties zonder ster;Nederland;2017 september;172;353
287;Totaal landen;Accommodaties zonder ster;Nederland;2017 3e kwartaal;571;1173
288;Totaal landen;Accommodaties zonder ster;Nederland;2017 oktober;170;334
289;Totaal landen;Accommodaties zonder ster;Nederland;2017 november;118;236
290;Totaal landen;Accommodaties zonder ster;Nederland;2017 december;118;240
291;Totaal landen;Accommodaties zonder ster;Nederland;2017 4e kwartaal;407;810
292;Totaal landen;Accommodaties zonder ster;Nederland;2017;1853;3701
293;Totaal landen;Accommodaties zonder ster;Nederland;2018 januari;124;238
294;Totaal landen;Accommodaties zonder ster;Nederland;2018 februari;136;247
295;Totaal landen;Accommodaties zonder ster;Nederland;2018 maart;159;310
296;Totaal landen;Accommodaties zonder ster;Nederland;2018 1e kwartaal;418;795
297;Totaal landen;Accommodaties zonder ster;Nederland;2018 april;196;384
298;Totaal landen;Accommodaties zonder ster;Nederland;2018 mei;217;428
299;Totaal landen;Accommodaties zonder ster;Nederland;2018 juni;213;427
300;Totaal landen;Accommodaties zonder ster;Nederland;2018 2e kwartaal;626;1239
301;Totaal landen;Accommodaties zonder ster;Nederland;2018 juli;231;484
302;Totaal landen;Accommodaties zonder ster;Nederland;2018 augustus;234;476
303;Totaal landen;Accommodaties zonder ster;Nederland;2018 september;217;441
304;Totaal landen;Accommodaties zonder ster;Nederland;2018 3e kwartaal;682;1402
305;Totaal landen;Accommodaties zonder ster;Nederland;2018 oktober;213;410
306;Totaal landen;Accommodaties zonder ster;Nederland;2018 november;172;299
307;Totaal landen;Accommodaties zonder ster;Nederland;2018 december;156;273
308;Totaal landen;Accommodaties zonder ster;Nederland;2018 4e kwartaal;541;982
309;Totaal landen;Accommodaties zonder ster;Nederland;2018;2267;4417
310;Totaal landen;Accommodaties zonder ster;Nederland;2019 januari;136;258
311;Totaal landen;Accommodaties zonder ster;Nederland;2019 februari;155;286
312;Totaal landen;Accommodaties zonder ster;Nederland;2019 maart;193;364
313;Totaal landen;Accommodaties zonder ster;Nederland;2019 1e kwartaal;484;909
314;Totaal landen;Accommodaties zonder ster;Nederland;2019 april;231;448
315;Totaal landen;Accommodaties zonder ster;Nederland;2019 mei;216;419
316;Totaal landen;Accommodaties zonder ster;Nederland;2019 juni;238;457
317;Totaal landen;Accommodaties zonder ster;Nederland;2019 2e kwartaal;685;1324
318;Totaal landen;Accommodaties zonder ster;Nederland;2019 juli;227;484
319;Totaal landen;Accommodaties zonder ster;Nederland;2019 augustus;238;511
320;Totaal landen;Accommodaties zonder ster;Nederland;2019 september;201;410
321;Totaal landen;Accommodaties zonder ster;Nederland;2019 3e kwartaal;665;1405
322;Totaal landen;Accommodaties zonder ster;Nederland;2019 oktober;223;433
323;Totaal landen;Accommodaties zonder ster;Nederland;2019 november;175;321
324;Totaal landen;Accommodaties zonder ster;Nederland;2019 december;158;292
325;Totaal landen;Accommodaties zonder ster;Nederland;2019 4e kwartaal;556;1046
326;Totaal landen;Accommodaties zonder ster;Nederland;2019;2389;4683
327;Totaal landen;Accommodaties zonder ster;Nederland;2020 januari;121;231
328;Totaal landen;Accommodaties zonder ster;Nederland;2020 februari;136;261
329;Totaal landen;Accommodaties zonder ster;Nederland;2020 maart;60;118
330;Totaal landen;Accommodaties zonder ster;Nederland;2020 1e kwartaal;316;610
331;Totaal landen;Accommodaties zonder ster;Nederland;2020 april;17;41
332;Totaal landen;Accommodaties zonder ster;Nederland;2020 mei;34;63
333;Totaal landen;Accommodaties zonder ster;Nederland;2020 juni;88;160
334;Totaal landen;Accommodaties zonder ster;Nederland;2020 2e kwartaal;139;264
335;Totaal landen;Accommodaties zonder ster;Nederland;2020 juli;171;322
336;Totaal landen;Accommodaties zonder ster;Nederland;2020 augustus;178;339
337;Totaal landen;Accommodaties zonder ster;Nederland;2020 september;129;241
338;Totaal landen;Accommodaties zonder ster;Nederland;2020 3e kwartaal;479;902
339;Totaal landen;Accommodaties zonder ster;Nederland;2020 oktober;73;142
340;Totaal landen;Accommodaties zonder ster;Nederland;2020 november;41;83
341;Totaal landen;Accommodaties zonder ster;Nederland;2020 december;35;70
342;Totaal landen;Accommodaties zonder ster;Nederland;2020 4e kwartaal;149;295
343;Totaal landen;Accommodaties zonder ster;Nederland;2020;1083;2072
344;Totaal landen;Accommodaties zonder ster;Nederland;2021 januari;21;53
345;Totaal landen;Accommodaties zonder ster;Nederland;2021 februari;33;65
346;Totaal landen;Accommodaties zonder ster;Nederland;2021 maart;34;68
347;Totaal landen;Accommodaties zonder ster;Nederland;2021 1e kwartaal;88;187
348;Totaal landen;Accommodaties zonder ster;Nederland;2021 april;54;111
349;Totaal landen;Accommodaties zonder ster;Nederland;2021 mei;94;175
350;Totaal landen;Accommodaties zonder ster;Nederland;2021 juni;102;194
351;Totaal landen;Accommodaties zonder ster;Nederland;2021 2e kwartaal;249;479
352;Totaal landen;Accommodaties zonder ster;Nederland;2021 juli;164;324
353;Totaal landen;Accommodaties zonder ster;Nederland;2021 augustus;203;403
354;Totaal landen;Accommodaties zonder ster;Nederland;2021 september;162;349
355;Totaal landen;Accommodaties zonder ster;Nederland;2021 3e kwartaal;528;1076
356;Totaal landen;Accommodaties zonder ster;Nederland;2021 oktober;163;336
357;Totaal landen;Accommodaties zonder ster;Nederland;2021 november;100;210
358;Totaal landen;Accommodaties zonder ster;Nederland;2021 december;48;96
359;Totaal landen;Accommodaties zonder ster;Nederland;2021 4e kwartaal;311;642
360;Totaal landen;Accommodaties zonder ster;Nederland;2021;1176;2383
361;Totaal landen;Accommodaties zonder ster;Nederland;2022 januari;50;94
362;Totaal landen;Accommodaties zonder ster;Nederland;2022 februari;98;184
363;Totaal landen;Accommodaties zonder ster;Nederland;2022 maart;180;355
364;Totaal landen;Accommodaties zonder ster;Nederland;2022 1e kwartaal;328;633
365;Totaal landen;Accommodaties zonder ster;Nederland;2022 april;275;563
366;Totaal landen;Accommodaties zonder ster;Nederland;2022 mei;284;540
367;Totaal landen;Accommodaties zonder ster;Nederland;2022 juni;287;621
368;Totaal landen;Accommodaties zonder ster;Nederland;2022 2e kwartaal;847;1724
369;Totaal landen;Accommodaties zonder ster;Nederland;2022 juli;318;684
370;Totaal landen;Accommodaties zonder ster;Nederland;2022 augustus;320;682
371;Totaal landen;Accommodaties zonder ster;Nederland;2022 september;263;585
372;Totaal landen;Accommodaties zonder ster;Nederland;2022 3e kwartaal;901;1950
373;Totaal landen;Accommodaties zonder ster;Nederland;2022 oktober;289;614
374;Totaal landen;Accommodaties zonder ster;Nederland;2022 november;229;448
375;Totaal landen;Accommodaties zonder ster;Nederland;2022 december;207;406
376;Totaal landen;Accommodaties zonder ster;Nederland;2022 4e kwartaal;724;1467
377;Totaal landen;Accommodaties zonder ster;Nederland;2022;2800;5775
378;Totaal landen;Accommodaties zonder ster;Nederland;2023 januari;138;274
379;Totaal landen;Accommodaties zonder ster;Nederland;2023 februari;146;295
380;Totaal landen;Accommodaties zonder ster;Nederland;2023 maart;198;389
381;Totaal landen;Accommodaties zonder ster;Nederland;2023 1e kwartaal;482;957
382;Totaal landen;Accommodaties zonder ster;Nederland;2023 april;248;506
383;Totaal landen;Accommodaties zonder ster;Nederland;2023 mei;242;502
384;Totaal landen;Accommodaties zonder ster;Nederland;2023 juni;251;524
385;Totaal landen;Accommodaties zonder ster;Nederland;2023 2e kwartaal;741;1532
386;Totaal landen;Accommodaties zonder ster;Nederland;2023 juli;256;545
387;Totaal landen;Accommodaties zonder ster;Nederland;2023 augustus;254;543
388;Totaal landen;Accommodaties zonder ster;Nederland;2023 september;227;476
389;Totaal landen;Accommodaties zonder ster;Nederland;2023 3e kwartaal;736;1564
390;Totaal landen;Accommodaties zonder ster;Nederland;2023 oktober;233;475
391;Totaal landen;Accommodaties zonder ster;Nederland;2023 november;175;347
392;Totaal landen;Accommodaties zonder ster;Nederland;2023 december;162;311
393;Totaal landen;Accommodaties zonder ster;Nederland;2023 4e kwartaal;571;1133
394;Totaal landen;Accommodaties zonder ster;Nederland;2023;2531;5186
395;Totaal landen;Accommodaties zonder ster;Nederland;2024 januari;137;273
396;Totaal landen;Accommodaties zonder ster;Nederland;2024 februari;153;308
397;Totaal landen;Accommodaties zonder ster;Nederland;2024 maart;189;384
398;Totaal landen;Accommodaties zonder ster;Nederland;2024 1e kwartaal;479;965
399;Totaal landen;Accommodaties zonder ster;Nederland;2024 april;234;495
400;Totaal landen;Accommodaties zonder ster;Nederland;2024 mei;263;553
401;Totaal landen;Accommodaties zonder ster;Nederland;2024 juni;250;525
402;Totaal landen;Accommodaties zonder ster;Nederland;2024 2e kwartaal;747;1573
403;Totaal landen;Accommodaties zonder ster;Nederland;2024 juli;261;568
404;Totaal landen;Accommodaties zonder ster;Nederland;2024 augustus;258;579
405;Totaal landen;Accommodaties zonder ster;Nederland;2024 september;245;540
406;Totaal landen;Accommodaties zonder ster;Nederland;2024 3e kwartaal;773;1705
407;Totaal landen;Accommodaties zonder ster;Nederland;2024 oktober;233;488
408;Totaal landen;Accommodaties zonder ster;Nederland;2024 november;202;414
409;Totaal landen;Accommodaties zonder ster;Nederland;2024 december;168;332
