ID;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;AfstandTussenWoonEnWerkgemeente_2
43;Nederland;Friesland (PV);2013 december;247.2;13.9
44;Nederland;Friesland (PV);2014 december;248.9;14.6
45;Nederland;Drenthe (PV);2006 december;191.1;13.6
46;Nederland;Drenthe (PV);2007 december;196.8;14.2
47;Nederland;Drenthe (PV);2008 december;197.5;14.2
48;Nederland;Drenthe (PV);2009 december;192.3;14.5
49;Nederland;Drenthe (PV);2010 december;197.6;15.1
50;Nederland;Drenthe (PV);2011 december;199.3;15.5
51;Nederland;Drenthe (PV);2012 december;195.7;16.5
52;Nederland;Drenthe (PV);2013 december;191.6;16.1
53;Nederland;Drenthe (PV);2014 december;195.7;16.1
54;Nederland;Overijssel (PV);2006 december;501.6;14.1
55;Nederland;Overijssel (PV);2007 december;517.9;14.3
56;Nederland;Overijssel (PV);2008 december;518.2;14.1
57;Nederland;Overijssel (PV);2009 december;509.0;14.2
58;Nederland;Overijssel (PV);2010 december;516.9;14.1
59;Nederland;Overijssel (PV);2011 december;533.5;13.7
60;Nederland;Overijssel (PV);2012 december;518.6;15.0
61;Nederland;Overijssel (PV);2013 december;506.9;14.6
62;Nederland;Overijssel (PV);2014 december;513.8;14.8
63;Nederland;Flevoland (PV);2006 december;133.9;15.4
64;Nederland;Flevoland (PV);2007 december;142.6;15.1
65;Nederland;Flevoland (PV);2008 december;144.3;14.8
66;Nederland;Flevoland (PV);2009 december;143.4;15.3
67;Nederland;Flevoland (PV);2010 december;149.2;16.4
68;Nederland;Flevoland (PV);2011 december;151.1;15.9
69;Nederland;Flevoland (PV);2012 december;150.0;16.9
70;Nederland;Flevoland (PV);2013 december;146.8;17.1
71;Nederland;Flevoland (PV);2014 december;142.0;15.4
72;Nederland;Gelderland (PV);2006 december;867.0;13.4
73;Nederland;Gelderland (PV);2007 december;904.7;14.0
74;Nederland;Gelderland (PV);2008 december;903.7;13.8
75;Nederland;Gelderland (PV);2009 december;887.0;13.8
76;Nederland;Gelderland (PV);2010 december;900.1;13.9
77;Nederland;Gelderland (PV);2011 december;922.9;14.1
78;Nederland;Gelderland (PV);2012 december;896.2;15.1
79;Nederland;Gelderland (PV);2013 december;869.1;14.9
80;Nederland;Gelderland (PV);2014 december;872.2;14.8
81;Nederland;Utrecht (PV);2006 december;636.1;17.3
82;Nederland;Utrecht (PV);2007 december;650.5;17.1
83;Nederland;Utrecht (PV);2008 december;657.2;17.2
84;Nederland;Utrecht (PV);2009 december;646.2;17.3
85;Nederland;Utrecht (PV);2010 december;655.8;17.5
86;Nederland;Utrecht (PV);2011 december;670.6;17.3
87;Nederland;Utrecht (PV);2012 december;654.8;17.3
88;Nederland;Utrecht (PV);2013 december;647.4;17.4
89;Nederland;Utrecht (PV);2014 december;649.7;18.1
90;Nederland;Noord-Holland (PV);2006 december;1361.1;15.1
91;Nederland;Noord-Holland (PV);2007 december;1392.6;15.1
92;Nederland;Noord-Holland (PV);2008 december;1384.6;15.1
93;Nederland;Noord-Holland (PV);2009 december;1352.4;14.6
94;Nederland;Noord-Holland (PV);2010 december;1361.0;14.5
95;Nederland;Noord-Holland (PV);2011 december;1405.1;15.0
96;Nederland;Noord-Holland (PV);2012 december;1357.2;14.5
97;Nederland;Noord-Holland (PV);2013 december;1340.1;14.7
98;Nederland;Noord-Holland (PV);2014 december;1360.2;15.5
99;Nederland;Zuid-Holland (PV);2006 december;1620.2;12.3
100;Nederland;Zuid-Holland (PV);2007 december;1663.9;12.2
101;Nederland;Zuid-Holland (PV);2008 december;1664.8;12.3
102;Nederland;Zuid-Holland (PV);2009 december;1630.4;12.3
103;Nederland;Zuid-Holland (PV);2010 december;1652.7;12.2
104;Nederland;Zuid-Holland (PV);2011 december;1660.9;11.8
105;Nederland;Zuid-Holland (PV);2012 december;1604.9;12.2
106;Nederland;Zuid-Holland (PV);2013 december;1570.4;12.3
107;Nederland;Zuid-Holland (PV);2014 december;1575.4;12.5
108;Nederland;Zeeland (PV);2006 december;143.1;10.0
109;Nederland;Zeeland (PV);2007 december;148.1;10.4
110;Nederland;Zeeland (PV);2008 december;149.8;10.9
111;Nederland;Zeeland (PV);2009 december;146.3;10.1
112;Nederland;Zeeland (PV);2010 december;147.5;9.0
113;Nederland;Zeeland (PV);2011 december;151.7;9.1
114;Nederland;Zeeland (PV);2012 december;147.5;10.1
115;Nederland;Zeeland (PV);2013 december;144.5;10.3
116;Nederland;Zeeland (PV);2014 december;144.3;10.5
117;Nederland;Noord-Brabant (PV);2006 december;1156.5;13.9
118;Nederland;Noord-Brabant (PV);2007 december;1189.4;14.3
119;Nederland;Noord-Brabant (PV);2008 december;1193.8;14.1
120;Nederland;Noord-Brabant (PV);2009 december;1162.5;14.1
121;Nederland;Noord-Brabant (PV);2010 december;1175.3;14.1
122;Nederland;Noord-Brabant (PV);2011 december;1207.0;14.0
123;Nederland;Noord-Brabant (PV);2012 december;1162.5;15.1
124;Nederland;Noord-Brabant (PV);2013 december;1143.2;15.1
125;Nederland;Noord-Brabant (PV);2014 december;1150.9;15.2
126;Nederland;Limburg (PV);2006 december;471.7;10.8
127;Nederland;Limburg (PV);2007 december;474.2;10.9
128;Nederland;Limburg (PV);2008 december;474.7;11.2
129;Nederland;Limburg (PV);2009 december;457.1;11.2
130;Nederland;Limburg (PV);2010 december;461.2;10.7
131;Nederland;Limburg (PV);2011 december;474.9;10.2
132;Nederland;Limburg (PV);2012 december;455.5;10.8
133;Nederland;Limburg (PV);2013 december;453.1;11.7
134;Nederland;Limburg (PV);2014 december;456.2;12.7
135;Nederland;Oost-Groningen (CR);2006 december;49.3;11.9
136;Nederland;Oost-Groningen (CR);2007 december;49.6;12.3
137;Nederland;Oost-Groningen (CR);2008 december;48.4;11.0
138;Nederland;Oost-Groningen (CR);2009 december;46.8;10.8
139;Nederland;Oost-Groningen (CR);2010 december;44.1;10.2
140;Nederland;Oost-Groningen (CR);2011 december;50.2;10.1
141;Nederland;Oost-Groningen (CR);2012 december;48.2;10.7
142;Nederland;Oost-Groningen (CR);2013 december;48.1;10.7
143;Nederland;Oost-Groningen (CR);2014 december;47.1;10.2
144;Nederland;Delfzijl en omgeving (CR);2006 december;15.7;17.8
145;Nederland;Delfzijl en omgeving (CR);2007 december;16.3;16.4
146;Nederland;Delfzijl en omgeving (CR);2008 december;16.7;16.5
147;Nederland;Delfzijl en omgeving (CR);2009 december;16.1;16.4
148;Nederland;Delfzijl en omgeving (CR);2010 december;16.2;15.0
149;Nederland;Delfzijl en omgeving (CR);2011 december;17.0;15.5
150;Nederland;Delfzijl en omgeving (CR);2012 december;16.6;15.2
151;Nederland;Delfzijl en omgeving (CR);2013 december;15.4;13.6
152;Nederland;Delfzijl en omgeving (CR);2014 december;15.5;16.9
153;Nederland;Overig Groningen (CR);2006 december;182.0;14.5
154;Nederland;Overig Groningen (CR);2007 december;186.7;14.9
155;Nederland;Overig Groningen (CR);2008 december;187.1;15.7
156;Nederland;Overig Groningen (CR);2009 december;184.3;16.4
157;Nederland;Overig Groningen (CR);2010 december;186.8;14.4
158;Nederland;Overig Groningen (CR);2011 december;187.7;13.2
159;Nederland;Overig Groningen (CR);2012 december;178.5;13.7
160;Nederland;Overig Groningen (CR);2013 december;176.0;13.7
161;Nederland;Overig Groningen (CR);2014 december;179.8;14.6
162;Nederland;Noord-Friesland (CR);2006 december;131.8;13.1
163;Nederland;Noord-Friesland (CR);2007 december;136.0;13.2
164;Nederland;Noord-Friesland (CR);2008 december;131.4;12.8
165;Nederland;Noord-Friesland (CR);2009 december;129.0;13.7
166;Nederland;Noord-Friesland (CR);2010 december;132.0;13.0
167;Nederland;Noord-Friesland (CR);2011 december;135.6;12.7
168;Nederland;Noord-Friesland (CR);2012 december;128.3;11.7
169;Nederland;Noord-Friesland (CR);2013 december;124.4;12.9
170;Nederland;Noord-Friesland (CR);2014 december;121.2;13.5
171;Nederland;Zuidwest-Friesland (CR);2006 december;37.9;12.5
172;Nederland;Zuidwest-Friesland (CR);2007 december;39.1;12.4
173;Nederland;Zuidwest-Friesland (CR);2008 december;38.9;12.4
174;Nederland;Zuidwest-Friesland (CR);2009 december;37.1;12.3
175;Nederland;Zuidwest-Friesland (CR);2010 december;38.7;11.7
176;Nederland;Zuidwest-Friesland (CR);2011 december;38.3;10.1
177;Nederland;Zuidwest-Friesland (CR);2012 december;38.2;12.3
178;Nederland;Zuidwest-Friesland (CR);2013 december;36.8;12.9
179;Nederland;Zuidwest-Friesland (CR);2014 december;46.6;13.2
180;Nederland;Zuidoost-Friesland (CR);2006 december;82.5;13.9
181;Nederland;Zuidoost-Friesland (CR);2007 december;86.1;17.4
182;Nederland;Zuidoost-Friesland (CR);2008 december;85.9;14.6
183;Nederland;Zuidoost-Friesland (CR);2009 december;84.5;14.8
184;Nederland;Zuidoost-Friesland (CR);2010 december;88.2;16.2
185;Nederland;Zuidoost-Friesland (CR);2011 december;91.0;16.5
186;Nederland;Zuidoost-Friesland (CR);2012 december;89.9;17.1
187;Nederland;Zuidoost-Friesland (CR);2013 december;86.1;15.8
188;Nederland;Zuidoost-Friesland (CR);2014 december;81.1;16.9
189;Nederland;Noord-Drenthe (CR);2006 december;71.3;13.9
190;Nederland;Noord-Drenthe (CR);2007 december;73.6;14.6
191;Nederland;Noord-Drenthe (CR);2008 december;74.7;14.3
192;Nederland;Noord-Drenthe (CR);2009 december;73.3;14.0
193;Nederland;Noord-Drenthe (CR);2010 december;76.3;15.5
194;Nederland;Noord-Drenthe (CR);2011 december;74.3;15.9
195;Nederland;Noord-Drenthe (CR);2012 december;73.0;15.2
196;Nederland;Noord-Drenthe (CR);2013 december;71.8;14.4
197;Nederland;Noord-Drenthe (CR);2014 december;72.6;14.8
198;Nederland;Zuidoost-Drenthe (CR);2006 december;63.4;11.8
199;Nederland;Zuidoost-Drenthe (CR);2007 december;65.6;12.4
200;Nederland;Zuidoost-Drenthe (CR);2008 december;63.8;12.6
201;Nederland;Zuidoost-Drenthe (CR);2009 december;61.2;13.8
202;Nederland;Zuidoost-Drenthe (CR);2010 december;61.3;12.9
203;Nederland;Zuidoost-Drenthe (CR);2011 december;62.4;12.6
204;Nederland;Zuidoost-Drenthe (CR);2012 december;60.0;13.8
205;Nederland;Zuidoost-Drenthe (CR);2013 december;58.7;13.3
206;Nederland;Zuidoost-Drenthe (CR);2014 december;59.8;14.0
207;Nederland;Zuidwest-Drenthe (CR);2006 december;56.5;15.2
208;Nederland;Zuidwest-Drenthe (CR);2007 december;57.6;15.8
209;Nederland;Zuidwest-Drenthe (CR);2008 december;59.0;15.9
210;Nederland;Zuidwest-Drenthe (CR);2009 december;57.7;15.9
211;Nederland;Zuidwest-Drenthe (CR);2010 december;60.0;17.0
212;Nederland;Zuidwest-Drenthe (CR);2011 december;62.6;17.8
213;Nederland;Zuidwest-Drenthe (CR);2012 december;62.6;20.6
214;Nederland;Zuidwest-Drenthe (CR);2013 december;61.1;20.7
215;Nederland;Zuidwest-Drenthe (CR);2014 december;63.3;19.5
216;Nederland;Noord-Overijssel (CR);2006 december;171.6;16.4
217;Nederland;Noord-Overijssel (CR);2007 december;174.4;15.3
218;Nederland;Noord-Overijssel (CR);2008 december;173.9;15.3
219;Nederland;Noord-Overijssel (CR);2009 december;171.8;15.7
220;Nederland;Noord-Overijssel (CR);2010 december;174.3;15.3
221;Nederland;Noord-Overijssel (CR);2011 december;181.2;15.2
222;Nederland;Noord-Overijssel (CR);2012 december;178.5;16.7
223;Nederland;Noord-Overijssel (CR);2013 december;174.4;16.3
224;Nederland;Noord-Overijssel (CR);2014 december;174.5;16.3
225;Nederland;Zuidwest-Overijssel (CR);2006 december;64.9;13.1
226;Nederland;Zuidwest-Overijssel (CR);2007 december;66.2;13.9
227;Nederland;Zuidwest-Overijssel (CR);2008 december;68.3;14.3
228;Nederland;Zuidwest-Overijssel (CR);2009 december;66.9;14.2
229;Nederland;Zuidwest-Overijssel (CR);2010 december;70.5;15.9
230;Nederland;Zuidwest-Overijssel (CR);2011 december;71.8;15.7
231;Nederland;Zuidwest-Overijssel (CR);2012 december;69.0;17.5
232;Nederland;Zuidwest-Overijssel (CR);2013 december;68.7;18.3
233;Nederland;Zuidwest-Overijssel (CR);2014 december;70.4;18.1
234;Nederland;Twente (CR);2006 december;265.1;12.9
235;Nederland;Twente (CR);2007 december;277.3;13.8
236;Nederland;Twente (CR);2008 december;276.0;13.3
237;Nederland;Twente (CR);2009 december;270.3;13.3
238;Nederland;Twente (CR);2010 december;272.1;12.9
239;Nederland;Twente (CR);2011 december;280.6;12.3
240;Nederland;Twente (CR);2012 december;271.1;13.1
241;Nederland;Twente (CR);2013 december;263.8;12.4
242;Nederland;Twente (CR);2014 december;268.9;12.9
243;Nederland;Veluwe (CR);2006 december;298.0;14.4
244;Nederland;Veluwe (CR);2007 december;311.4;14.6
245;Nederland;Veluwe (CR);2008 december;309.1;14.3
246;Nederland;Veluwe (CR);2009 december;307.9;14.5
247;Nederland;Veluwe (CR);2010 december;313.2;14.3
248;Nederland;Veluwe (CR);2011 december;322.3;14.3
249;Nederland;Veluwe (CR);2012 december;315.3;15.7
250;Nederland;Veluwe (CR);2013 december;306.9;15.6
251;Nederland;Veluwe (CR);2014 december;305.4;14.9
252;Nederland;Achterhoek (CR);2006 december;158.2;11.9
253;Nederland;Achterhoek (CR);2007 december;164.0;12.7
254;Nederland;Achterhoek (CR);2008 december;163.5;12.1
255;Nederland;Achterhoek (CR);2009 december;159.2;12.3
256;Nederland;Achterhoek (CR);2010 december;162.4;13.0
257;Nederland;Achterhoek (CR);2011 december;168.9;13.7
258;Nederland;Achterhoek (CR);2012 december;162.1;15.7
259;Nederland;Achterhoek (CR);2013 december;157.1;16.5
260;Nederland;Achterhoek (CR);2014 december;157.7;16.5
261;Nederland;Arnhem/Nijmegen (CR);2006 december;319.9;13.0
262;Nederland;Arnhem/Nijmegen (CR);2007 december;331.6;13.7
263;Nederland;Arnhem/Nijmegen (CR);2008 december;332.4;13.7
264;Nederland;Arnhem/Nijmegen (CR);2009 december;322.7;13.4
265;Nederland;Arnhem/Nijmegen (CR);2010 december;326.4;13.3
266;Nederland;Arnhem/Nijmegen (CR);2011 december;332.4;13.7
267;Nederland;Arnhem/Nijmegen (CR);2012 december;323.6;14.4
268;Nederland;Arnhem/Nijmegen (CR);2013 december;312.1;13.4
269;Nederland;Arnhem/Nijmegen (CR);2014 december;313.9;13.3
270;Nederland;Zuidwest-Gelderland (CR);2006 december;90.9;14.6
271;Nederland;Zuidwest-Gelderland (CR);2007 december;97.8;15.2
272;Nederland;Zuidwest-Gelderland (CR);2008 december;98.7;15.4
273;Nederland;Zuidwest-Gelderland (CR);2009 december;97.2;15.7
274;Nederland;Zuidwest-Gelderland (CR);2010 december;98.1;15.9
275;Nederland;Zuidwest-Gelderland (CR);2011 december;99.3;15.3
276;Nederland;Zuidwest-Gelderland (CR);2012 december;95.2;14.7
277;Nederland;Zuidwest-Gelderland (CR);2013 december;92.9;15.1
278;Nederland;Zuidwest-Gelderland (CR);2014 december;95.2;16.0
279;Nederland;Utrecht (CR);2006 december;636.1;17.3
280;Nederland;Utrecht (CR);2007 december;650.5;17.1
281;Nederland;Utrecht (CR);2008 december;657.2;17.2
282;Nederland;Utrecht (CR);2009 december;646.2;17.3
283;Nederland;Utrecht (CR);2010 december;655.8;17.5
284;Nederland;Utrecht (CR);2011 december;670.6;17.3
285;Nederland;Utrecht (CR);2012 december;654.8;17.3
286;Nederland;Utrecht (CR);2013 december;647.4;17.4
287;Nederland;Utrecht (CR);2014 december;649.7;18.1
288;Nederland;Kop van Noord-Holland (CR);2006 december;134.9;11.0
289;Nederland;Kop van Noord-Holland (CR);2007 december;138.4;11.1
290;Nederland;Kop van Noord-Holland (CR);2008 december;141.0;12.8
291;Nederland;Kop van Noord-Holland (CR);2009 december;138.9;11.5
292;Nederland;Kop van Noord-Holland (CR);2010 december;137.3;12.0
293;Nederland;Kop van Noord-Holland (CR);2011 december;143.2;14.8
294;Nederland;Kop van Noord-Holland (CR);2012 december;138.5;13.1
295;Nederland;Kop van Noord-Holland (CR);2013 december;137.5;13.9
296;Nederland;Kop van Noord-Holland (CR);2014 december;135.9;15.9
297;Nederland;Alkmaar en omgeving (CR);2006 december;98.9;10.4
298;Nederland;Alkmaar en omgeving (CR);2007 december;100.6;10.5
299;Nederland;Alkmaar en omgeving (CR);2008 december;99.0;10.3
300;Nederland;Alkmaar en omgeving (CR);2009 december;96.4;9.7
301;Nederland;Alkmaar en omgeving (CR);2010 december;98.3;10.1
302;Nederland;Alkmaar en omgeving (CR);2011 december;101.8;10.2
303;Nederland;Alkmaar en omgeving (CR);2012 december;98.2;10.3
304;Nederland;Alkmaar en omgeving (CR);2013 december;95.6;9.9
305;Nederland;Alkmaar en omgeving (CR);2014 december;96.0;10.2
306;Nederland;IJmond (CR);2006 december;71.2;11.8
307;Nederland;IJmond (CR);2007 december;74.3;11.0
308;Nederland;IJmond (CR);2008 december;75.2;10.9
309;Nederland;IJmond (CR);2009 december;73.4;10.5
310;Nederland;IJmond (CR);2010 december;73.6;10.3
311;Nederland;IJmond (CR);2011 december;73.9;10.0
312;Nederland;IJmond (CR);2012 december;72.7;10.5
313;Nederland;IJmond (CR);2013 december;71.3;11.8
314;Nederland;IJmond (CR);2014 december;72.4;12.2
315;Nederland;Agglomeratie Haarlem (CR);2006 december;91.0;11.6
316;Nederland;Agglomeratie Haarlem (CR);2007 december;89.9;11.6
317;Nederland;Agglomeratie Haarlem (CR);2008 december;88.6;12.0
318;Nederland;Agglomeratie Haarlem (CR);2009 december;86.5;12.0
319;Nederland;Agglomeratie Haarlem (CR);2010 december;86.2;12.0
320;Nederland;Agglomeratie Haarlem (CR);2011 december;89.1;12.1
321;Nederland;Agglomeratie Haarlem (CR);2012 december;85.5;12.6
322;Nederland;Agglomeratie Haarlem (CR);2013 december;82.5;13.0
323;Nederland;Agglomeratie Haarlem (CR);2014 december;80.6;11.3
324;Nederland;Zaanstreek (CR);2006 december;60.5;13.1
325;Nederland;Zaanstreek (CR);2007 december;61.6;11.8
326;Nederland;Zaanstreek (CR);2008 december;57.1;10.9
327;Nederland;Zaanstreek (CR);2009 december;54.7;9.6
328;Nederland;Zaanstreek (CR);2010 december;59.7;10.9
329;Nederland;Zaanstreek (CR);2011 december;60.2;9.6
330;Nederland;Zaanstreek (CR);2012 december;57.4;10.5
331;Nederland;Zaanstreek (CR);2013 december;58.0;10.4
332;Nederland;Zaanstreek (CR);2014 december;58.8;11.9
333;Nederland;Groot-Amsterdam (CR);2006 december;788.7;17.1
334;Nederland;Groot-Amsterdam (CR);2007 december;811.0;17.3
335;Nederland;Groot-Amsterdam (CR);2008 december;811.9;17.1
336;Nederland;Groot-Amsterdam (CR);2009 december;795.5;16.7
337;Nederland;Groot-Amsterdam (CR);2010 december;799.4;16.4
338;Nederland;Groot-Amsterdam (CR);2011 december;827.6;16.9
339;Nederland;Groot-Amsterdam (CR);2012 december;798.4;16.1
340;Nederland;Groot-Amsterdam (CR);2013 december;791.9;16.1
341;Nederland;Groot-Amsterdam (CR);2014 december;813.5;16.8
342;Nederland;Het Gooi en Vechtstreek (CR);2006 december;115.8;16.3
343;Nederland;Het Gooi en Vechtstreek (CR);2007 december;116.9;15.7
344;Nederland;Het Gooi en Vechtstreek (CR);2008 december;111.8;15.3
345;Nederland;Het Gooi en Vechtstreek (CR);2009 december;107.0;15.4
346;Nederland;Het Gooi en Vechtstreek (CR);2010 december;106.5;14.5
347;Nederland;Het Gooi en Vechtstreek (CR);2011 december;109.3;14.4
348;Nederland;Het Gooi en Vechtstreek (CR);2012 december;106.4;15.3
349;Nederland;Het Gooi en Vechtstreek (CR);2013 december;103.3;16.7
350;Nederland;Het Gooi en Vechtstreek (CR);2014 december;103.2;17.2
351;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2006 december;170.2;9.8
352;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2007 december;175.8;10.1
353;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2008 december;174.5;10.1
354;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2009 december;174.8;10.3
355;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2010 december;174.8;9.5
356;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2011 december;176.7;9.9
357;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2012 december;173.2;9.7
358;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2013 december;170.2;9.1
359;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2014 december;167.4;9.4
360;Nederland;Agglomeratie 's-Gravenhage (CR);2006 december;380.3;13.2
361;Nederland;Agglomeratie 's-Gravenhage (CR);2007 december;396.2;13.4
362;Nederland;Agglomeratie 's-Gravenhage (CR);2008 december;395.1;13.4
363;Nederland;Agglomeratie 's-Gravenhage (CR);2009 december;387.7;13.0
364;Nederland;Agglomeratie 's-Gravenhage (CR);2010 december;395.8;13.3
365;Nederland;Agglomeratie 's-Gravenhage (CR);2011 december;392.0;12.4
366;Nederland;Agglomeratie 's-Gravenhage (CR);2012 december;372.2;12.6
367;Nederland;Agglomeratie 's-Gravenhage (CR);2013 december;365.8;12.7
368;Nederland;Agglomeratie 's-Gravenhage (CR);2014 december;370.6;13.4
369;Nederland;Delft en Westland (CR);2006 december;111.8;9.4
370;Nederland;Delft en Westland (CR);2007 december;113.8;9.4
371;Nederland;Delft en Westland (CR);2008 december;115.7;10.4
372;Nederland;Delft en Westland (CR);2009 december;112.0;10.3
373;Nederland;Delft en Westland (CR);2010 december;113.6;10.3
374;Nederland;Delft en Westland (CR);2011 december;116.4;10.4
375;Nederland;Delft en Westland (CR);2012 december;112.8;10.4
376;Nederland;Delft en Westland (CR);2013 december;111.7;10.7
377;Nederland;Delft en Westland (CR);2014 december;113.1;10.8
378;Nederland;Oost-Zuid-Holland (CR);2006 december;134.4;12.2
379;Nederland;Oost-Zuid-Holland (CR);2007 december;136.8;11.5
380;Nederland;Oost-Zuid-Holland (CR);2008 december;136.7;11.3
381;Nederland;Oost-Zuid-Holland (CR);2009 december;131.7;11.3
382;Nederland;Oost-Zuid-Holland (CR);2010 december;125.2;12.1
383;Nederland;Oost-Zuid-Holland (CR);2011 december;126.4;11.4
384;Nederland;Oost-Zuid-Holland (CR);2012 december;121.4;11.3
385;Nederland;Oost-Zuid-Holland (CR);2013 december;118.4;11.4
386;Nederland;Oost-Zuid-Holland (CR);2014 december;119.5;12.4
387;Nederland;Groot-Rijnmond (CR);2006 december;646.2;12.9
388;Nederland;Groot-Rijnmond (CR);2007 december;664.8;12.5
389;Nederland;Groot-Rijnmond (CR);2008 december;664.7;12.7
390;Nederland;Groot-Rijnmond (CR);2009 december;650.8;12.8
391;Nederland;Groot-Rijnmond (CR);2010 december;668.4;12.5
392;Nederland;Groot-Rijnmond (CR);2011 december;670.2;12.0
393;Nederland;Groot-Rijnmond (CR);2012 december;650.3;12.5
394;Nederland;Groot-Rijnmond (CR);2013 december;631.7;12.8
395;Nederland;Groot-Rijnmond (CR);2014 december;633.5;12.8
396;Nederland;Zuidoost-Zuid-Holland (CR);2006 december;177.2;12.7
397;Nederland;Zuidoost-Zuid-Holland (CR);2007 december;176.4;12.9
398;Nederland;Zuidoost-Zuid-Holland (CR);2008 december;178.2;12.8
399;Nederland;Zuidoost-Zuid-Holland (CR);2009 december;173.4;12.5
400;Nederland;Zuidoost-Zuid-Holland (CR);2010 december;174.8;13.0
401;Nederland;Zuidoost-Zuid-Holland (CR);2011 december;179.2;12.4
402;Nederland;Zuidoost-Zuid-Holland (CR);2012 december;174.9;14.0
403;Nederland;Zuidoost-Zuid-Holland (CR);2013 december;172.6;14.2
404;Nederland;Zuidoost-Zuid-Holland (CR);2014 december;171.3;13.2
405;Nederland;Zeeuwsch-Vlaanderen (CR);2006 december;39.0;8.2
406;Nederland;Zeeuwsch-Vlaanderen (CR);2007 december;40.2;8.1
407;Nederland;Zeeuwsch-Vlaanderen (CR);2008 december;40.5;8.9
408;Nederland;Zeeuwsch-Vlaanderen (CR);2009 december;39.0;7.6
409;Nederland;Zeeuwsch-Vlaanderen (CR);2010 december;39.1;7.3
410;Nederland;Zeeuwsch-Vlaanderen (CR);2011 december;40.4;7.8
411;Nederland;Zeeuwsch-Vlaanderen (CR);2012 december;39.7;9.7
412;Nederland;Zeeuwsch-Vlaanderen (CR);2013 december;38.8;9.6
413;Nederland;Zeeuwsch-Vlaanderen (CR);2014 december;38.7;9.3
414;Nederland;Overig Zeeland (CR);2006 december;104.1;10.7
415;Nederland;Overig Zeeland (CR);2007 december;107.9;11.2
416;Nederland;Overig Zeeland (CR);2008 december;109.3;11.7
417;Nederland;Overig Zeeland (CR);2009 december;107.3;11.0
418;Nederland;Overig Zeeland (CR);2010 december;108.4;9.6
419;Nederland;Overig Zeeland (CR);2011 december;111.3;9.6
420;Nederland;Overig Zeeland (CR);2012 december;107.8;10.3
421;Nederland;Overig Zeeland (CR);2013 december;105.7;10.6
422;Nederland;Overig Zeeland (CR);2014 december;105.7;10.9
423;Nederland;West-Noord-Brabant (CR);2006 december;286.6;13.3
424;Nederland;West-Noord-Brabant (CR);2007 december;292.5;13.4
