ID;Age;Sex;Periods;TotalUnemploymentBenefits_1;Duration0Till6Months_2;Duration6Till12Months_3;DurationMoreThan12Months_4
551;60 to 65 years;Total men and women;2009;27790;5530;4290;17960
552;60 to 65 years;Men;1998;33010;70;160;32790
553;60 to 65 years;Men;1999;29870;1170;940;27760
554;60 to 65 years;Men;2000;30100;1300;1090;27720
555;60 to 65 years;Men;2001;26200;1150;1350;23700
556;60 to 65 years;Men;2002;23000;1360;1410;20230
557;60 to 65 years;Men;2003;23140;1840;1920;19390
558;60 to 65 years;Men;2004;23860;1670;1800;20390
559;60 to 65 years;Men;2005;23510;1430;1540;20540
560;60 to 65 years;Men;2006;25050;1610;1670;21710
561;60 to 65 years;Men;2007;24460;1690;1470;21300
562;60 to 65 years;Men;2008;20620;1890;1470;17270
563;60 to 65 years;Men;2009;18530;3940;2990;11600
564;60 to 65 years;Women;1998;8470;20;40;8410
565;60 to 65 years;Women;1999;8170;350;290;7540
566;60 to 65 years;Women;2000;8620;380;350;7900
567;60 to 65 years;Women;2001;8250;380;490;7380
568;60 to 65 years;Women;2002;7780;420;470;6890
569;60 to 65 years;Women;2003;8160;620;610;6930
570;60 to 65 years;Women;2004;8690;590;560;7540
571;60 to 65 years;Women;2005;9270;620;570;8080
572;60 to 65 years;Women;2006;10720;760;770;9170
573;60 to 65 years;Women;2007;11630;870;770;10000
574;60 to 65 years;Women;2008;10360;920;730;8710
575;60 to 65 years;Women;2009;9260;1600;1310;6350
