ID;Leeftijd;Perioden;TotaalLevendgeboren_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5;AlleRangnummers_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKind_10
295;20 jaar;2019;1438;1258;180;0;0;0.01398;0.01223;0.00175;0.0;0.0
296;20 jaar;2020;1473;1288;185;0;0;0.01395;0.01219;0.00175;0.0;0.0
297;20 jaar;2021;1451;1269;182;0;0;0.01398;0.01222;0.00175;0.0;0.0
298;20 jaar;2022;1438;1258;180;0;0;0.01399;0.01224;0.00175;0.0;0.0
299;20 jaar;2023;1430;1251;179;0;0;0.01398;0.01223;0.00175;0.0;0.0
300;20 jaar;2024;1389;1215;174;0;0;0.01397;0.01222;0.00175;0.0;0.0
301;20 jaar;2025;1346;1177;168;0;0;0.01397;0.01222;0.00175;0.0;0.0
302;20 jaar;2026;1329;1162;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
303;20 jaar;2027;1313;1148;164;0;0;0.01398;0.01223;0.00175;0.0;0.0
304;20 jaar;2028;1327;1161;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
305;20 jaar;2029;1330;1163;166;0;0;0.01398;0.01222;0.00175;0.0;0.0
306;20 jaar;2030;1329;1162;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
307;20 jaar;2031;1294;1132;162;0;0;0.01398;0.01223;0.00175;0.0;0.0
308;20 jaar;2032;1274;1114;159;0;0;0.01398;0.01223;0.00175;0.0;0.0
309;20 jaar;2033;1276;1116;160;0;0;0.01398;0.01223;0.00175;0.0;0.0
310;20 jaar;2034;1281;1120;160;0;0;0.01398;0.01223;0.00175;0.0;0.0
311;20 jaar;2035;1292;1130;162;0;0;0.01398;0.01223;0.00175;0.0;0.0
312;20 jaar;2036;1301;1138;163;0;0;0.01398;0.01223;0.00175;0.0;0.0
313;20 jaar;2037;1313;1148;164;0;0;0.01398;0.01223;0.00175;0.0;0.0
314;20 jaar;2038;1321;1155;165;0;0;0.01398;0.01223;0.00175;0.0;0.0
315;20 jaar;2039;1329;1163;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
316;20 jaar;2040;1337;1169;167;0;0;0.01398;0.01223;0.00175;0.0;0.0
317;20 jaar;2041;1344;1176;168;0;0;0.01398;0.01223;0.00175;0.0;0.0
318;20 jaar;2042;1349;1180;169;0;0;0.01398;0.01223;0.00175;0.0;0.0
319;20 jaar;2043;1354;1185;169;0;0;0.01398;0.01223;0.00175;0.0;0.0
320;20 jaar;2044;1360;1189;170;0;0;0.01398;0.01223;0.00175;0.0;0.0
321;20 jaar;2045;1363;1192;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
322;20 jaar;2046;1365;1194;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
323;20 jaar;2047;1367;1196;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
324;20 jaar;2048;1369;1197;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
325;20 jaar;2049;1370;1198;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
326;20 jaar;2050;1370;1198;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
327;20 jaar;2051;1368;1197;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
328;20 jaar;2052;1365;1194;171;0;0;0.01398;0.01223;0.00175;0.0;0.0
329;20 jaar;2053;1361;1191;170;0;0;0.01398;0.01223;0.00175;0.0;0.0
330;20 jaar;2054;1356;1186;170;0;0;0.01398;0.01223;0.00175;0.0;0.0
331;20 jaar;2055;1349;1180;169;0;0;0.01398;0.01223;0.00175;0.0;0.0
332;20 jaar;2056;1343;1174;168;0;0;0.01398;0.01223;0.00175;0.0;0.0
333;20 jaar;2057;1336;1168;167;0;0;0.01398;0.01223;0.00175;0.0;0.0
334;20 jaar;2058;1329;1162;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
335;20 jaar;2059;1323;1157;166;0;0;0.01398;0.01223;0.00175;0.0;0.0
336;21 jaar;2012;2145;1735;373;30;8;0.02048;0.01656;0.00356;0.00028;8e-05
337;21 jaar;2013;2129;1738;358;23;10;0.02062;0.01683;0.00347;0.00022;0.0001
338;21 jaar;2014;2091;1716;356;9;9;0.02039;0.01673;0.00347;9e-05;9e-05
339;21 jaar;2015;2072;1712;359;0;0;0.02016;0.01666;0.0035;0.0;0.0
340;21 jaar;2016;2022;1667;356;0;0;0.02015;0.01661;0.00354;0.0;0.0
341;21 jaar;2017;2017;1655;357;2;2;0.02023;0.0166;0.00358;2e-05;2e-05
342;21 jaar;2018;2062;1679;362;11;11;0.02033;0.01655;0.00356;0.00011;0.0001
343;21 jaar;2019;2095;1713;371;5;5;0.02013;0.01647;0.00356;5e-05;5e-05
344;21 jaar;2020;2095;1718;373;2;2;0.02002;0.01642;0.00356;2e-05;2e-05
345;21 jaar;2021;2153;1765;382;3;3;0.02005;0.01644;0.00356;2e-05;2e-05
346;21 jaar;2022;2129;1737;376;8;8;0.02017;0.01645;0.00356;8e-05;8e-05
347;21 jaar;2023;2103;1719;372;6;6;0.02011;0.01645;0.00356;6e-05;6e-05
348;21 jaar;2024;2091;1711;370;5;5;0.02009;0.01644;0.00356;5e-05;5e-05
349;21 jaar;2025;2032;1663;360;5;5;0.02008;0.01644;0.00356;5e-05;5e-05
350;21 jaar;2026;1972;1613;349;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
351;21 jaar;2027;1948;1593;345;5;5;0.02011;0.01644;0.00356;6e-05;6e-05
352;21 jaar;2028;1924;1574;340;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
353;21 jaar;2029;1944;1591;344;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
354;21 jaar;2030;1949;1594;345;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
355;21 jaar;2031;1947;1593;345;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
356;21 jaar;2032;1897;1552;336;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
357;21 jaar;2033;1868;1528;331;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
358;21 jaar;2034;1872;1531;331;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
359;21 jaar;2035;1879;1537;333;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
360;21 jaar;2036;1895;1550;335;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
361;21 jaar;2037;1908;1561;338;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
362;21 jaar;2038;1925;1574;341;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
363;21 jaar;2039;1937;1584;343;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
364;21 jaar;2040;1949;1594;345;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
365;21 jaar;2041;1960;1603;347;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
366;21 jaar;2042;1971;1612;349;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
367;21 jaar;2043;1978;1618;350;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
368;21 jaar;2044;1985;1624;351;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
369;21 jaar;2045;1993;1630;353;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
370;21 jaar;2046;1998;1634;354;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
371;21 jaar;2047;2001;1637;354;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
372;21 jaar;2048;2004;1640;355;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
373;21 jaar;2049;2007;1642;355;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
374;21 jaar;2050;2008;1643;355;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
375;21 jaar;2051;2008;1643;355;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
376;21 jaar;2052;2006;1641;355;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
377;21 jaar;2053;2002;1638;354;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
378;21 jaar;2054;1996;1633;353;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
379;21 jaar;2055;1988;1626;352;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
380;21 jaar;2056;1979;1619;350;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
381;21 jaar;2057;1969;1611;349;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
382;21 jaar;2058;1959;1603;347;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
383;21 jaar;2059;1950;1595;345;5;5;0.0201;0.01644;0.00356;5e-05;5e-05
384;22 jaar;2012;3050;2312;652;73;12;0.02874;0.02179;0.00614;0.00069;0.00012
385;22 jaar;2013;3108;2369;656;69;13;0.02927;0.02231;0.00618;0.00065;0.00013
386;22 jaar;2014;3051;2346;638;48;19;0.02913;0.0224;0.0061;0.00045;0.00018
387;22 jaar;2015;3019;2326;636;33;25;0.02901;0.02235;0.00611;0.00032;0.00024
388;22 jaar;2016;2949;2303;646;0;0;0.02826;0.02207;0.00619;0.0;0.0
389;22 jaar;2017;2901;2261;640;0;0;0.02843;0.02216;0.00628;0.0;0.0
390;22 jaar;2018;2930;2243;635;35;17;0.02889;0.02212;0.00626;0.00035;0.00017
391;22 jaar;2019;2956;2272;643;22;18;0.02867;0.02204;0.00624;0.00022;0.00018
392;22 jaar;2020;3002;2321;659;11;11;0.02839;0.02195;0.00623;0.0001;0.0001
393;22 jaar;2021;3004;2333;663;4;4;0.02825;0.02194;0.00623;4e-05;4e-05
394;22 jaar;2022;3086;2396;680;5;5;0.0283;0.02197;0.00623;5e-05;5e-05
395;22 jaar;2023;3057;2356;668;17;17;0.0285;0.02197;0.00623;0.00016;0.00016
396;22 jaar;2024;3018;2333;662;12;12;0.02841;0.02196;0.00623;0.00011;0.00011
397;22 jaar;2025;3001;2322;659;10;10;0.02836;0.02195;0.00623;9e-05;9e-05
398;22 jaar;2026;2918;2259;641;9;9;0.02836;0.02195;0.00623;9e-05;9e-05
399;22 jaar;2027;2834;2192;622;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
400;22 jaar;2028;2801;2165;614;11;11;0.0284;0.02196;0.00623;0.00011;0.00011
401;22 jaar;2029;2767;2140;607;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
402;22 jaar;2030;2796;2163;614;10;10;0.02838;0.02195;0.00623;0.0001;0.0001
403;22 jaar;2031;2802;2168;615;10;10;0.02838;0.02196;0.00623;0.0001;0.0001
404;22 jaar;2032;2800;2166;615;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
405;22 jaar;2033;2731;2112;599;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
406;22 jaar;2034;2690;2081;590;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
407;22 jaar;2035;2695;2085;592;9;9;0.02839;0.02196;0.00623;0.0001;0.0001
408;22 jaar;2036;2706;2093;594;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
409;22 jaar;2037;2728;2110;599;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
410;22 jaar;2038;2748;2125;603;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
411;22 jaar;2039;2771;2143;608;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
412;22 jaar;2040;2788;2157;612;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
413;22 jaar;2041;2806;2170;616;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
414;22 jaar;2042;2821;2182;619;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
415;22 jaar;2043;2836;2194;622;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
416;22 jaar;2044;2847;2202;625;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
417;22 jaar;2045;2857;2210;627;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
418;22 jaar;2046;2868;2218;630;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
419;22 jaar;2047;2876;2224;631;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
420;22 jaar;2048;2880;2228;632;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
421;22 jaar;2049;2885;2231;633;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
422;22 jaar;2050;2888;2234;634;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
423;22 jaar;2051;2891;2236;634;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
424;22 jaar;2052;2891;2236;634;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
425;22 jaar;2053;2887;2233;634;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
426;22 jaar;2054;2882;2229;632;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
427;22 jaar;2055;2874;2223;631;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
428;22 jaar;2056;2863;2214;628;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
429;22 jaar;2057;2850;2204;626;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
430;22 jaar;2058;2837;2194;623;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
431;22 jaar;2059;2823;2183;619;10;10;0.02839;0.02196;0.00623;0.0001;0.0001
432;23 jaar;2012;3980;2872;951;135;22;0.03837;0.02768;0.00917;0.0013;0.00022
433;23 jaar;2013;4214;3066;991;131;26;0.03932;0.02861;0.00924;0.00123;0.00024
434;23 jaar;2014;4190;3062;984;112;31;0.03907;0.02856;0.00918;0.00105;0.00029
435;23 jaar;2015;4115;3013;971;95;37;0.03887;0.02846;0.00917;0.00089;0.00035
436;23 jaar;2016;4088;2999;969;78;43;0.03879;0.02846;0.00919;0.00074;0.0004
437;23 jaar;2017;4106;3011;993;70;32;0.03883;0.02847;0.00939;0.00067;0.0003
438;23 jaar;2018;3926;2938;970;9;9;0.03794;0.02839;0.00937;9e-05;9e-05
439;23 jaar;2019;3981;2906;960;81;34;0.03871;0.02826;0.00934;0.00078;0.00033
440;23 jaar;2020;4033;2947;974;76;36;0.03858;0.0282;0.00931;0.00073;0.00034
441;23 jaar;2021;4130;3021;998;75;36;0.03855;0.02819;0.00931;0.0007;0.00034
442;23 jaar;2022;4152;3038;1005;74;35;0.03854;0.0282;0.00932;0.00069;0.00033
443;23 jaar;2023;4256;3114;1029;77;37;0.03853;0.02819;0.00932;0.00069;0.00033
444;23 jaar;2024;4189;3062;1012;78;36;0.03855;0.02818;0.00931;0.00072;0.00033
445;23 jaar;2025;4150;3034;1003;76;36;0.03853;0.02818;0.00931;0.00071;0.00033
446;23 jaar;2026;4133;3023;999;75;36;0.03853;0.02818;0.00932;0.0007;0.00033
447;23 jaar;2027;4022;2942;973;73;35;0.03854;0.02818;0.00932;0.0007;0.00033
448;23 jaar;2028;3905;2856;944;71;34;0.03854;0.02818;0.00932;0.00071;0.00033
449;23 jaar;2029;3859;2822;933;71;33;0.03854;0.02818;0.00932;0.00071;0.00033
450;23 jaar;2030;3815;2790;922;70;33;0.03853;0.02818;0.00932;0.00071;0.00033
451;23 jaar;2031;3856;2820;932;70;33;0.03853;0.02818;0.00932;0.0007;0.00033
452;23 jaar;2032;3864;2826;934;71;33;0.03854;0.02818;0.00932;0.00071;0.00033
453;23 jaar;2033;3861;2824;933;71;33;0.03854;0.02818;0.00932;0.00071;0.00033
454;23 jaar;2034;3768;2755;911;69;32;0.03854;0.02818;0.00932;0.00071;0.00033
455;23 jaar;2035;3714;2716;898;68;32;0.03854;0.02818;0.00932;0.00071;0.00033
456;23 jaar;2036;3721;2721;900;68;32;0.03854;0.02818;0.00932;0.00071;0.00033
457;23 jaar;2037;3736;2732;903;68;32;0.03854;0.02818;0.00932;0.00071;0.00033
458;23 jaar;2038;3766;2754;911;69;32;0.03854;0.02818;0.00932;0.00071;0.00033
459;23 jaar;2039;3793;2774;917;69;33;0.03854;0.02818;0.00932;0.00071;0.00033
460;23 jaar;2040;3825;2797;925;70;33;0.03854;0.02818;0.00932;0.00071;0.00033
461;23 jaar;2041;3849;2815;931;70;33;0.03854;0.02818;0.00932;0.00071;0.00033
462;23 jaar;2042;3872;2832;936;71;33;0.03854;0.02818;0.00932;0.00071;0.00033
463;23 jaar;2043;3894;2847;941;71;34;0.03854;0.02818;0.00932;0.00071;0.00033
464;23 jaar;2044;3914;2863;946;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
465;23 jaar;2045;3929;2873;950;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
466;23 jaar;2046;3943;2884;953;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
467;23 jaar;2047;3958;2895;957;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
468;23 jaar;2048;3968;2902;959;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
469;23 jaar;2049;3975;2907;961;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
470;23 jaar;2050;3981;2912;963;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
471;23 jaar;2051;3986;2915;964;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
472;23 jaar;2052;3990;2918;965;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
473;23 jaar;2053;3990;2918;965;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
474;23 jaar;2054;3986;2915;964;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
475;23 jaar;2055;3979;2910;962;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
476;23 jaar;2056;3968;2902;959;73;34;0.03854;0.02818;0.00932;0.00071;0.00033
477;23 jaar;2057;3954;2891;956;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
478;23 jaar;2058;3937;2879;952;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
479;23 jaar;2059;3918;2866;947;72;34;0.03854;0.02818;0.00932;0.00071;0.00033
480;24 jaar;2012;5289;3698;1340;212;39;0.05123;0.03582;0.01299;0.00206;0.00037
481;24 jaar;2013;5423;3757;1414;208;44;0.0519;0.03595;0.01353;0.00199;0.00042
482;24 jaar;2014;5665;3957;1453;204;50;0.05252;0.03668;0.01347;0.00189;0.00047
483;24 jaar;2015;5689;3988;1456;190;56;0.05265;0.03691;0.01347;0.00175;0.00051
484;24 jaar;2016;5609;3918;1458;172;60;0.05251;0.03668;0.01364;0.00161;0.00057
485;24 jaar;2017;5590;3902;1462;157;69;0.05251;0.03666;0.01373;0.00147;0.00065
486;24 jaar;2018;5582;3908;1471;147;56;0.05225;0.03658;0.01377;0.00137;0.00052
487;24 jaar;2019;5446;3817;1437;136;57;0.05207;0.03649;0.01374;0.0013;0.00054
488;24 jaar;2020;5423;3785;1424;156;58;0.05218;0.03641;0.01371;0.0015;0.00056
489;24 jaar;2021;5504;3843;1447;153;60;0.05212;0.03639;0.01371;0.00145;0.00057
490;24 jaar;2022;5636;3938;1483;154;61;0.05207;0.03638;0.0137;0.00142;0.00057
491;24 jaar;2023;5663;3958;1491;153;60;0.05204;0.03637;0.0137;0.00141;0.00055
492;24 jaar;2024;5805;4057;1528;158;62;0.05204;0.03636;0.0137;0.00141;0.00056
493;24 jaar;2025;5717;3993;1504;158;62;0.05206;0.03636;0.0137;0.00144;0.00056
494;24 jaar;2026;5666;3958;1491;155;61;0.05205;0.03636;0.0137;0.00143;0.00056
495;24 jaar;2027;5643;3943;1486;154;61;0.05205;0.03636;0.0137;0.00142;0.00056
496;24 jaar;2028;5494;3839;1446;150;59;0.05205;0.03636;0.0137;0.00142;0.00056
497;24 jaar;2029;5338;3729;1405;146;57;0.05205;0.03636;0.0137;0.00143;0.00056
498;24 jaar;2030;5276;3686;1389;145;57;0.05205;0.03636;0.0137;0.00143;0.00056
499;24 jaar;2031;5218;3645;1373;143;56;0.05205;0.03636;0.0137;0.00142;0.00056
500;24 jaar;2032;5273;3684;1388;144;57;0.05205;0.03636;0.0137;0.00142;0.00056
501;24 jaar;2033;5284;3692;1391;145;57;0.05205;0.03636;0.0137;0.00142;0.00056
502;24 jaar;2034;5280;3689;1390;145;57;0.05205;0.03636;0.0137;0.00143;0.00056
503;24 jaar;2035;5156;3602;1357;141;55;0.05205;0.03636;0.0137;0.00143;0.00056
504;24 jaar;2036;5084;3552;1338;139;55;0.05205;0.03636;0.0137;0.00142;0.00056
505;24 jaar;2037;5095;3559;1341;139;55;0.05205;0.03636;0.0137;0.00142;0.00056
506;24 jaar;2038;5115;3574;1347;140;55;0.05205;0.03636;0.0137;0.00142;0.00056
507;24 jaar;2039;5156;3602;1357;141;55;0.05205;0.03636;0.0137;0.00142;0.00056
508;24 jaar;2040;5192;3627;1367;142;56;0.05205;0.03636;0.0137;0.00142;0.00056
509;24 jaar;2041;5236;3658;1378;143;56;0.05205;0.03636;0.0137;0.00142;0.00056
510;24 jaar;2042;5268;3681;1387;144;57;0.05205;0.03636;0.0137;0.00142;0.00056
511;24 jaar;2043;5300;3703;1395;145;57;0.05205;0.03636;0.0137;0.00142;0.00056
512;24 jaar;2044;5330;3723;1403;146;57;0.05205;0.03636;0.0137;0.00142;0.00056
513;24 jaar;2045;5358;3743;1410;147;58;0.05205;0.03636;0.0137;0.00142;0.00056
514;24 jaar;2046;5378;3757;1416;147;58;0.05205;0.03636;0.0137;0.00142;0.00056
515;24 jaar;2047;5397;3771;1421;148;58;0.05205;0.03636;0.0137;0.00142;0.00056
516;24 jaar;2048;5418;3785;1426;148;58;0.05205;0.03636;0.0137;0.00142;0.00056
517;24 jaar;2049;5432;3795;1430;149;58;0.05205;0.03636;0.0137;0.00142;0.00056
518;24 jaar;2050;5442;3802;1432;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
519;24 jaar;2051;5450;3808;1435;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
520;24 jaar;2052;5457;3813;1436;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
521;24 jaar;2053;5462;3816;1438;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
522;24 jaar;2054;5463;3816;1438;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
523;24 jaar;2055;5457;3813;1437;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
524;24 jaar;2056;5448;3806;1434;149;59;0.05205;0.03636;0.0137;0.00142;0.00056
525;24 jaar;2057;5434;3796;1430;149;58;0.05205;0.03636;0.0137;0.00142;0.00056
526;24 jaar;2058;5415;3783;1425;148;58;0.05205;0.03636;0.0137;0.00142;0.00056
527;24 jaar;2059;5392;3767;1419;148;58;0.05205;0.03636;0.0137;0.00142;0.00056
528;25 jaar;2012;6882;4530;1929;357;65;0.06652;0.04379;0.01865;0.00345;0.00063
529;25 jaar;2013;6994;4616;1964;338;75;0.06742;0.0445;0.01894;0.00326;0.00072
530;25 jaar;2014;7124;4690;2014;336;83;0.06785;0.04467;0.01918;0.0032;0.00079
531;25 jaar;2015;7402;4882;2092;335;93;0.06829;0.04504;0.0193;0.00309;0.00086
532;25 jaar;2016;7375;4881;2085;312;97;0.06784;0.0449;0.01918;0.00287;0.00089
533;25 jaar;2017;7333;4833;2098;298;104;0.06815;0.04492;0.0195;0.00277;0.00097
534;25 jaar;2018;7307;4817;2095;284;111;0.06811;0.0449;0.01953;0.00265;0.00104
535;25 jaar;2019;7296;4819;2100;276;101;0.06778;0.04477;0.01951;0.00256;0.00094
536;25 jaar;2020;7121;4705;2051;263;102;0.06755;0.04464;0.01946;0.00249;0.00096
537;25 jaar;2021;7083;4674;2034;273;103;0.06762;0.04462;0.01942;0.0026;0.00098
538;25 jaar;2022;7197;4750;2069;272;106;0.06763;0.04464;0.01944;0.00256;0.001
539;25 jaar;2023;7371;4866;2120;276;109;0.06758;0.04462;0.01944;0.00253;0.001
540;25 jaar;2024;7406;4891;2131;276;108;0.06753;0.0446;0.01943;0.00251;0.00099
541;25 jaar;2025;7590;5011;2184;283;112;0.06753;0.04459;0.01943;0.00252;0.00099
542;25 jaar;2026;7477;4936;2151;280;110;0.06755;0.04459;0.01943;0.00253;0.001
543;25 jaar;2027;7413;4894;2133;277;109;0.06755;0.0446;0.01944;0.00252;0.001
544;25 jaar;2028;7385;4875;2125;276;109;0.06754;0.04459;0.01944;0.00252;0.001
545;25 jaar;2029;7193;4749;2070;268;106;0.06754;0.04459;0.01943;0.00252;0.00099
546;25 jaar;2030;6991;4615;2011;261;103;0.06754;0.04459;0.01943;0.00252;0.001
547;25 jaar;2031;6912;4563;1989;258;102;0.06755;0.04459;0.01943;0.00252;0.001
548;25 jaar;2032;6837;4514;1967;255;101;0.06755;0.04459;0.01943;0.00252;0.001
549;25 jaar;2033;6909;4561;1988;258;102;0.06754;0.04459;0.01943;0.00252;0.001
550;25 jaar;2034;6924;4571;1992;259;102;0.06754;0.04459;0.01943;0.00252;0.001
551;25 jaar;2035;6920;4568;1991;258;102;0.06754;0.04459;0.01943;0.00252;0.001
552;25 jaar;2036;6760;4463;1945;252;100;0.06754;0.04459;0.01943;0.00252;0.001
553;25 jaar;2037;6668;4402;1919;249;98;0.06754;0.04459;0.01943;0.00252;0.001
554;25 jaar;2038;6682;4411;1923;249;98;0.06754;0.04459;0.01943;0.00252;0.001
555;25 jaar;2039;6709;4429;1930;251;99;0.06754;0.04459;0.01943;0.00252;0.001
556;25 jaar;2040;6763;4465;1946;253;100;0.06754;0.04459;0.01943;0.00252;0.001
557;25 jaar;2041;6809;4496;1959;254;100;0.06754;0.04459;0.01943;0.00252;0.001
558;25 jaar;2042;6866;4533;1976;256;101;0.06754;0.04459;0.01943;0.00252;0.001
559;25 jaar;2043;6909;4561;1988;258;102;0.06754;0.04459;0.01943;0.00252;0.001
560;25 jaar;2044;6951;4589;2000;260;102;0.06754;0.04459;0.01943;0.00252;0.001
561;25 jaar;2045;6989;4614;2011;261;103;0.06754;0.04459;0.01943;0.00252;0.001
562;25 jaar;2046;7026;4638;2021;262;103;0.06754;0.04459;0.01943;0.00252;0.001
563;25 jaar;2047;7052;4656;2029;263;104;0.06754;0.04459;0.01943;0.00252;0.001
564;25 jaar;2048;7077;4672;2036;264;104;0.06754;0.04459;0.01943;0.00252;0.001
565;25 jaar;2049;7105;4691;2044;265;105;0.06754;0.04459;0.01943;0.00252;0.001
566;25 jaar;2050;7123;4703;2050;266;105;0.06754;0.04459;0.01943;0.00252;0.001
567;25 jaar;2051;7136;4711;2053;266;105;0.06754;0.04459;0.01943;0.00252;0.001
568;25 jaar;2052;7147;4719;2056;267;105;0.06754;0.04459;0.01943;0.00252;0.001
569;25 jaar;2053;7157;4725;2059;267;105;0.06754;0.04459;0.01943;0.00252;0.001
570;25 jaar;2054;7164;4729;2061;267;106;0.06754;0.04459;0.01943;0.00252;0.001
571;25 jaar;2055;7165;4730;2061;268;106;0.06754;0.04459;0.01943;0.00252;0.001
572;25 jaar;2056;7158;4726;2060;267;105;0.06754;0.04459;0.01943;0.00252;0.001
573;25 jaar;2057;7147;4718;2056;267;105;0.06754;0.04459;0.01943;0.00252;0.001
574;25 jaar;2058;7129;4706;2051;266;105;0.06754;0.04459;0.01943;0.00252;0.001
575;25 jaar;2059;7104;4690;2044;265;105;0.06754;0.04459;0.01943;0.00252;0.001
576;26 jaar;2012;8702;5506;2530;551;115;0.08368;0.05294;0.02433;0.0053;0.00111
577;26 jaar;2013;8840;5544;2624;561;111;0.08509;0.05337;0.02525;0.0054;0.00107
578;26 jaar;2014;8944;5614;2660;541;130;0.0859;0.05391;0.02554;0.0052;0.00125
579;26 jaar;2015;9145;5749;2724;532;140;0.08672;0.05452;0.02584;0.00505;0.00132
580;26 jaar;2016;9426;5945;2805;528;148;0.08656;0.05459;0.02576;0.00485;0.00136
581;26 jaar;2017;9462;5957;2831;519;155;0.08655;0.05449;0.0259;0.00474;0.00142
582;26 jaar;2018;9365;5878;2824;503;161;0.08652;0.0543;0.02609;0.00464;0.00148
583;26 jaar;2019;9332;5860;2814;489;169;0.08646;0.05429;0.02607;0.00453;0.00156
