ID;Geslacht;Leeftijd;Marges;RegioS;Perioden;PersonenMetEenWerkloosheidsuitkering_1
5026;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 januari;11040.0
5027;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 februari;10840.0
5028;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 maart;10340.0
5029;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 april;10060.0
5030;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 mei;9580.0
5031;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 juni;9260.0
5032;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 juli;8860.0
5033;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 augustus;8550.0
5034;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 september;8210.0
5035;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 oktober;7940.0
5036;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 november;7650.0
5037;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2021 december;7430.0
5038;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 januari;7160.0
5039;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 februari;7000.0
5040;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 maart;6740.0
5041;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 april;6640.0
5042;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 mei;6410.0
5043;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 juni;6350.0
5044;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 juli;6200.0
5045;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 augustus;6150.0
5046;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 september;6080.0
5047;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 oktober;6050.0
5048;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 november;6030.0
5049;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2022 december;6020.0
5050;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 januari;6030.0
5051;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 februari;6040.0
5052;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 maart;6020.0
5053;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 april;6070.0
5054;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 mei;6090.0
5055;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 juni;6110.0
5056;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 juli;6170.0
5057;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 augustus;6540.0
5058;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 september;6470.0
5059;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 oktober;6590.0
5060;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 november;6410.0
5061;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2023 december;6160.0
5062;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 januari;6430.0
5063;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 februari;6440.0
5064;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 maart;6350.0
5065;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 april;6370.0
5066;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 mei;6450.0
5067;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 juni;6530.0
5068;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 juli;6890.0
5069;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 augustus;7160.0
5070;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 september;7240.0
5071;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 oktober;7410.0
5072;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024  november;7350.0
5073;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2024 december;7230.0
5074;Totaal mannen en vrouwen;Totaal;Waarde;Haaglanden (AM);2025 januari;7180.0
5075;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 januari;
5076;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 februari;
5077;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 maart;
5078;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 april;
5079;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 mei;
5080;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 juni;
5081;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 juli;
5082;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 augustus;
5083;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 september;
5084;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 oktober;
5085;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 november;
5086;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2013 december;
5087;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 januari;32550.0
5088;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 februari;32650.0
5089;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 maart;31590.0
5090;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 april;31530.0
5091;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 mei;32140.0
5092;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 juni;32300.0
5093;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 juli;31640.0
5094;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 augustus;31690.0
5095;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 september;30910.0
5096;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 oktober;31040.0
5097;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 november;31100.0
5098;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2014 december;32100.0
5099;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 januari;31380.0
5100;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 februari;31100.0
5101;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 maart;29720.0
5102;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 april;29310.0
5103;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 mei;29850.0
5104;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 juni;30280.0
5105;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 juli;29800.0
5106;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 augustus;29840.0
5107;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 september;29960.0
5108;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 oktober;30080.0
5109;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 november;30260.0
5110;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2015 december;30430.0
5111;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 januari;30520.0
5112;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 februari;30640.0
5113;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 maart;30480.0
5114;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 april;30520.0
5115;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 mei;30130.0
5116;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 juni;30110.0
5117;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 juli;29590.0
5118;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 augustus;29510.0
5119;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 september;28930.0
5120;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 oktober;28840.0
5121;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 november;28260.0
5122;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2016 december;28180.0
5123;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 januari;27600.0
5124;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 februari;27530.0
5125;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 maart;26940.0
5126;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 april;26910.0
5127;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 mei;26310.0
5128;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 juni;26320.0
5129;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 juli;25750.0
5130;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 augustus;25760.0
5131;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 september;25170.0
5132;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 oktober;25160.0
5133;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 november;24550.0
5134;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2017 december;24490.0
5135;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 januari;23810.0
5136;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 februari;23680.0
5137;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 maart;22950.0
5138;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 april;22780.0
5139;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 mei;22050.0
5140;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 juni;21920.0
5141;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 juli;21260.0
5142;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 augustus;21190.0
5143;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 september;20640.0
5144;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 oktober;20620.0
5145;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 november;20120.0
5146;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2018 december;20110.0
5147;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 januari;19570.0
5148;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 februari;19480.0
5149;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 maart;18890.0
5150;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 april;18750.0
5151;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 mei;18180.0
5152;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 juni;18090.0
5153;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 juli;17700.0
5154;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 augustus;17780.0
5155;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 september;17710.0
5156;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 oktober;18050.0
5157;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 november;18320.0
5158;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2019 december;18940.0
5159;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 januari;19460.0
5160;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 februari;20230.0
5161;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 maart;20850.0
5162;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 april;21670.0
5163;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 mei;22110.0
5164;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 juni;22750.0
5165;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 juli;22890.0
5166;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 augustus;23280.0
5167;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 september;23050.0
5168;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 oktober;23110.0
5169;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 november;22550.0
5170;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2020 december;22370.0
5171;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 januari;21570.0
5172;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 februari;21170.0
5173;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 maart;20250.0
5174;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 april;19740.0
5175;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 mei;18810.0
5176;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 juni;18260.0
5177;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 juli;17500.0
5178;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 augustus;16950.0
5179;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 september;16320.0
5180;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 oktober;15790.0
5181;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 november;15260.0
5182;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2021 december;14770.0
5183;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 januari;14320.0
5184;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 februari;13910.0
5185;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 maart;13460.0
5186;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 april;13170.0
5187;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 mei;12740.0
5188;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 juni;12580.0
5189;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 juli;12250.0
5190;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 augustus;12190.0
5191;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 september;11960.0
5192;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 oktober;11980.0
5193;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 november;11880.0
5194;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2022 december;11950.0
5195;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 januari;11960.0
5196;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 februari;12060.0
5197;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 maart;12110.0
5198;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 april;12230.0
5199;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 mei;12460.0
5200;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 juni;12350.0
5201;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 juli;12570.0
5202;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 augustus;13060.0
5203;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 september;13080.0
5204;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 oktober;13380.0
5205;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 november;12900.0
5206;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2023 december;12580.0
5207;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 januari;12970.0
5208;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 februari;13130.0
5209;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 maart;13110.0
5210;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 april;13000.0
5211;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 mei;12850.0
5212;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 juni;12840.0
5213;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 juli;13290.0
5214;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 augustus;13540.0
5215;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 september;13800.0
5216;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 oktober;13960.0
5217;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024  november;14130.0
5218;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2024 december;14100.0
5219;Totaal mannen en vrouwen;Totaal;Waarde;Rijnmond (AM);2025 januari;14120.0
5220;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 januari;
5221;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 februari;
5222;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 maart;
5223;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 april;
5224;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 mei;
5225;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 juni;
5226;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 juli;
5227;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 augustus;
5228;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 september;
5229;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 oktober;
5230;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 november;
5231;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2013 december;
5232;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 januari;5860.0
5233;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 februari;5880.0
5234;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 maart;5740.0
5235;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 april;5680.0
5236;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 mei;5720.0
5237;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 juni;5680.0
5238;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 juli;5620.0
5239;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 augustus;5650.0
5240;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 september;5510.0
5241;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 oktober;5580.0
5242;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 november;5620.0
5243;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2014 december;5890.0
5244;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 januari;5710.0
5245;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 februari;5650.0
5246;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 maart;5490.0
5247;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 april;5410.0
5248;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 mei;5450.0
5249;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 juni;5550.0
5250;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 juli;5470.0
5251;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 augustus;5490.0
5252;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 september;5480.0
5253;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 oktober;5520.0
5254;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 november;5520.0
5255;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2015 december;5560.0
5256;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 januari;5560.0
5257;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 februari;5600.0
5258;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 maart;5570.0
5259;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 april;5590.0
5260;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 mei;5530.0
5261;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 juni;5550.0
5262;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 juli;5460.0
5263;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 augustus;5470.0
5264;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 september;5370.0
5265;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 oktober;5370.0
5266;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 november;5260.0
5267;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2016 december;5260.0
5268;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 januari;5140.0
5269;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 februari;5140.0
5270;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 maart;5020.0
5271;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 april;5010.0
5272;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 mei;4890.0
5273;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 juni;4880.0
5274;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 juli;4770.0
5275;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 augustus;4750.0
5276;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 september;4660.0
5277;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 oktober;4630.0
5278;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 november;4550.0
5279;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2017 december;4520.0
5280;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 januari;4430.0
5281;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 februari;4390.0
5282;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 maart;4280.0
5283;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 april;4230.0
5284;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 mei;4110.0
5285;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 juni;4060.0
5286;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 juli;3930.0
5287;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 augustus;3890.0
5288;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 september;3770.0
5289;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 oktober;3730.0
5290;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 november;3620.0
5291;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2018 december;3590.0
5292;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 januari;3480.0
5293;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 februari;3440.0
5294;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 maart;3340.0
5295;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 april;3290.0
5296;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 mei;3190.0
5297;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 juni;3140.0
5298;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 juli;3070.0
5299;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 augustus;3040.0
5300;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 september;3010.0
5301;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 oktober;3020.0
5302;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 november;3040.0
5303;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2019 december;3100.0
5304;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 januari;3150.0
5305;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 februari;3250.0
5306;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 maart;3310.0
5307;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 april;3430.0
5308;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 mei;3480.0
5309;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 juni;3580.0
5310;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 juli;3600.0
5311;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 augustus;3660.0
5312;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 september;3640.0
5313;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 oktober;3640.0
5314;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 november;3580.0
5315;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2020 december;3530.0
5316;Totaal mannen en vrouwen;Totaal;Waarde;Drechtsteden (AM);2021 januari;3440.0
