ID;Geslacht;Leeftijd;Marges;RegioS;Perioden;PersonenMetEenWerkloosheidsuitkering_1
1655;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 januari;43880.0
1656;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 februari;43720.0
1657;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 maart;42250.0
1658;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 april;42070.0
1659;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 mei;40650.0
1660;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 juni;40540.0
1661;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 juli;39260.0
1662;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 augustus;39210.0
1663;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 september;38100.0
1664;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 oktober;38120.0
1665;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 november;37160.0
1666;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2018 december;37180.0
1667;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 januari;36230.0
1668;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 februari;36140.0
1669;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 maart;35150.0
1670;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 april;34970.0
1671;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 mei;34000.0
1672;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 juni;33880.0
1673;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 juli;33100.0
1674;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 augustus;33220.0
1675;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 september;32780.0
1676;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 oktober;33320.0
1677;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 november;33250.0
1678;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2019 december;34260.0
1679;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 januari;34470.0
1680;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 februari;35760.0
1681;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 maart;36080.0
1682;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 april;37450.0
1683;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 mei;37560.0
1684;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 juni;38640.0
1685;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 juli;38420.0
1686;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 augustus;39060.0
1687;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 september;38430.0
1688;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 oktober;38560.0
1689;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 november;37510.0
1690;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2020 december;37270.0
1691;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 januari;35950.0
1692;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 februari;35430.0
1693;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 maart;33900.0
1694;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 april;33250.0
1695;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 mei;31690.0
1696;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 juni;31000.0
1697;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 juli;29670.0
1698;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 augustus;28970.0
1699;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 september;27820.0
1700;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 oktober;27140.0
1701;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 november;26170.0
1702;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2021 december;25500.0
1703;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 januari;24690.0
1704;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 februari;24080.0
1705;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 maart;23330.0
1706;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 april;22830.0
1707;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 mei;22120.0
1708;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 juni;21770.0
1709;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 juli;21220.0
1710;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 augustus;21010.0
1711;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 september;20620.0
1712;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 oktober;20520.0
1713;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 november;20330.0
1714;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2022 december;20320.0
1715;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 januari;20350.0
1716;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 februari;20390.0
1717;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 maart;20490.0
1718;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 april;20580.0
1719;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 mei;20710.0
1720;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 juni;20430.0
1721;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 juli;21190.0
1722;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 augustus;22130.0
1723;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 september;22110.0
1724;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 oktober;22550.0
1725;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 november;22050.0
1726;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2023 december;21380.0
1727;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 januari;22190.0
1728;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 februari;22540.0
1729;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 maart;22740.0
1730;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 april;23020.0
1731;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 mei;22700.0
1732;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 juni;22870.0
1733;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 juli;23670.0
1734;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 augustus;24120.0
1735;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 september;24690.0
1736;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 oktober;25370.0
1737;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024  november;25810.0
1738;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2024 december;26020.0
1739;Totaal mannen en vrouwen;Totaal;Waarde;Noord-Brabant (PV);2025 januari;26150.0
1740;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 januari;24010.0
1741;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 februari;24380.0
1742;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 maart;24320.0
1743;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 april;24030.0
1744;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 mei;24450.0
1745;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 juni;24520.0
1746;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 juli;25270.0
1747;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 augustus;24810.0
1748;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 september;24910.0
1749;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 oktober;25890.0
1750;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 november;26440.0
1751;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2013 december;28020.0
1752;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 januari;28130.0
1753;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 februari;28110.0
1754;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 maart;26940.0
1755;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 april;26720.0
1756;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 mei;27110.0
1757;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 juni;27330.0
1758;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 juli;27110.0
1759;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 augustus;27230.0
1760;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 september;26930.0
1761;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 oktober;27150.0
1762;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 november;26810.0
1763;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2014 december;27120.0
1764;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 januari;26690.0
1765;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 februari;26960.0
1766;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 maart;26490.0
1767;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 april;26700.0
1768;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 mei;26310.0
1769;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 juni;26480.0
1770;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 juli;26220.0
1771;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 augustus;26360.0
1772;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 september;26220.0
1773;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 oktober;26390.0
1774;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 november;26280.0
1775;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2015 december;26490.0
1776;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 januari;26270.0
1777;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 februari;26450.0
1778;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 maart;26020.0
1779;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 april;26160.0
1780;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 mei;25550.0
1781;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 juni;25650.0
1782;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 juli;24980.0
1783;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 augustus;25020.0
1784;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 september;24380.0
1785;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 oktober;24370.0
1786;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 november;23790.0
1787;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2016 december;23720.0
1788;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 januari;23160.0
1789;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 februari;23010.0
1790;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 maart;22420.0
1791;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 april;22220.0
1792;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 mei;21570.0
1793;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 juni;21400.0
1794;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 juli;20720.0
1795;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 augustus;20600.0
1796;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 september;19890.0
1797;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 oktober;19840.0
1798;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 november;19130.0
1799;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2017 december;19120.0
1800;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 januari;18440.0
1801;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 februari;18420.0
1802;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 maart;17760.0
1803;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 april;17730.0
1804;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 mei;17130.0
1805;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 juni;17140.0
1806;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 juli;16650.0
1807;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 augustus;16700.0
1808;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 september;16290.0
1809;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 oktober;16410.0
1810;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 november;16060.0
1811;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2018 december;16180.0
1812;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 januari;15810.0
1813;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 februari;15850.0
1814;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 maart;15450.0
1815;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 april;15400.0
1816;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 mei;15030.0
1817;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 juni;14950.0
1818;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 juli;14730.0
1819;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 augustus;14720.0
1820;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 september;14700.0
1821;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 oktober;14870.0
1822;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 november;15030.0
1823;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2019 december;15430.0
1824;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 januari;15690.0
1825;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 februari;16230.0
1826;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 maart;16480.0
1827;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 april;17080.0
1828;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 mei;17160.0
1829;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 juni;17650.0
1830;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 juli;17510.0
1831;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 augustus;17820.0
1832;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 september;17450.0
1833;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 oktober;17510.0
1834;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 november;16940.0
1835;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2020 december;16840.0
1836;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 januari;16140.0
1837;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 februari;15890.0
1838;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 maart;15130.0
1839;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 april;14810.0
1840;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 mei;14080.0
1841;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 juni;13750.0
1842;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 juli;13180.0
1843;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 augustus;12860.0
1844;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 september;12410.0
1845;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 oktober;12100.0
1846;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 november;11750.0
1847;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2021 december;11450.0
1848;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 januari;11150.0
1849;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 februari;10850.0
1850;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 maart;10550.0
1851;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 april;10270.0
1852;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 mei;9960.0
1853;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 juni;9750.0
1854;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 juli;9500.0
1855;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 augustus;9350.0
1856;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 september;9170.0
1857;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 oktober;9100.0
1858;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 november;9010.0
1859;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2022 december;9000.0
1860;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 januari;9000.0
1861;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 februari;9020.0
1862;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 maart;9040.0
1863;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 april;9080.0
1864;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 mei;8940.0
1865;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 juni;8900.0
1866;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 juli;9240.0
1867;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 augustus;9730.0
1868;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 september;9860.0
1869;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 oktober;10120.0
1870;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 november;9900.0
1871;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2023 december;9550.0
1872;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 januari;9810.0
1873;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 februari;10190.0
1874;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 maart;10240.0
1875;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 april;11010.0
1876;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 mei;10870.0
1877;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 juni;11250.0
1878;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 juli;11470.0
1879;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 augustus;11780.0
1880;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 september;12160.0
1881;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 oktober;12260.0
1882;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024  november;12200.0
1883;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2024 december;12040.0
1884;Totaal mannen en vrouwen;Totaal;Waarde;Limburg (PV);2025 januari;12010.0
1885;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 januari;
1886;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 februari;
1887;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 maart;
1888;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 april;
1889;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 mei;
1890;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 juni;
1891;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 juli;
1892;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 augustus;
1893;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 september;
1894;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 oktober;
1895;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 november;
1896;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2013 december;
1897;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 januari;
1898;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 februari;
1899;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 maart;
1900;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 april;
1901;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 mei;
1902;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 juni;
1903;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 juli;
1904;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 augustus;
1905;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 september;
1906;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 oktober;
1907;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 november;
1908;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2014 december;
1909;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 januari;
1910;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 februari;
1911;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 maart;
1912;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 april;
1913;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 mei;
1914;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 juni;
1915;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 juli;
1916;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 augustus;
1917;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 september;
1918;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 oktober;
1919;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 november;
1920;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2015 december;
1921;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 januari;
1922;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 februari;
1923;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 maart;
1924;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 april;
1925;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 mei;
1926;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 juni;
1927;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 juli;
1928;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 augustus;
1929;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 september;
1930;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 oktober;
1931;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 november;
1932;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2016 december;
1933;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 januari;
1934;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 februari;
1935;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 maart;
1936;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 april;
1937;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 mei;
1938;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 juni;
1939;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 juli;
1940;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 augustus;
1941;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 september;
1942;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 oktober;
1943;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 november;
1944;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2017 december;
1945;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 januari;
1946;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 februari;
1947;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 maart;
1948;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 april;
1949;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 mei;
1950;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 juni;
1951;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 juli;
1952;Totaal mannen en vrouwen;Totaal;Waarde;Niet in te delen (PV);2018 augustus;
