ID;Geslacht;Leeftijd;Perioden;Overledenen_1;Immigratie_2;EmigratieInclusiefCorrecties_3;MigratiesaldoInclusiefCorrecties_4
7497;Mannen;24 jaar;2021;40;3374;2510;864
7498;Mannen;24 jaar;2022;41;3347;2498;849
7499;Mannen;24 jaar;2023;40;3347;2478;869
7500;Mannen;24 jaar;2024;40;3351;2481;870
7501;Mannen;24 jaar;2025;39;3353;2455;898
7502;Mannen;24 jaar;2026;38;3353;2449;904
7503;Mannen;24 jaar;2027;37;3356;2447;909
7504;Mannen;24 jaar;2028;35;3359;2428;931
7505;Mannen;24 jaar;2029;34;3362;2413;949
7506;Mannen;24 jaar;2030;33;3363;2409;954
7507;Mannen;24 jaar;2031;32;3364;2402;962
7508;Mannen;24 jaar;2032;32;3364;2411;953
7509;Mannen;24 jaar;2033;31;3364;2408;956
7510;Mannen;24 jaar;2034;31;3366;2404;962
7511;Mannen;24 jaar;2035;29;3369;2387;982
7512;Mannen;24 jaar;2036;28;3370;2372;998
7513;Mannen;24 jaar;2037;28;3371;2369;1002
7514;Mannen;24 jaar;2038;28;3371;2368;1003
7515;Mannen;24 jaar;2039;27;3373;2370;1003
7516;Mannen;24 jaar;2040;27;3373;2370;1003
7517;Mannen;24 jaar;2041;27;3377;2372;1005
7518;Mannen;24 jaar;2042;27;3376;2372;1004
7519;Mannen;24 jaar;2043;26;3375;2373;1002
7520;Mannen;24 jaar;2044;26;3376;2373;1003
7521;Mannen;24 jaar;2045;26;3375;2373;1002
7522;Mannen;24 jaar;2046;25;3376;2372;1004
7523;Mannen;24 jaar;2047;25;3379;2372;1007
7524;Mannen;24 jaar;2048;25;3377;2372;1005
7525;Mannen;24 jaar;2049;24;3378;2371;1007
7526;Mannen;24 jaar;2050;24;3380;2370;1010
7527;Mannen;24 jaar;2051;24;3382;2369;1013
7528;Mannen;24 jaar;2052;23;3382;2367;1015
7529;Mannen;24 jaar;2053;23;3383;2366;1017
7530;Mannen;24 jaar;2054;22;3382;2364;1018
7531;Mannen;24 jaar;2055;22;3381;2362;1019
7532;Mannen;24 jaar;2056;21;3381;2359;1022
7533;Mannen;24 jaar;2057;21;3382;2355;1027
7534;Mannen;24 jaar;2058;21;3381;2351;1030
7535;Mannen;24 jaar;2059;20;3382;2347;1035
7536;Mannen;25 jaar;2012;46;3310;2885;425
7537;Mannen;25 jaar;2013;45;3268;2868;400
7538;Mannen;25 jaar;2014;45;3252;2810;442
7539;Mannen;25 jaar;2015;46;3296;2807;489
7540;Mannen;25 jaar;2016;45;3350;2753;597
7541;Mannen;25 jaar;2017;44;3404;2717;687
7542;Mannen;25 jaar;2018;43;3411;2701;710
7543;Mannen;25 jaar;2019;42;3393;2702;691
7544;Mannen;25 jaar;2020;41;3365;2666;699
7545;Mannen;25 jaar;2021;40;3338;2662;676
7546;Mannen;25 jaar;2022;40;3314;2630;684
7547;Mannen;25 jaar;2023;40;3312;2627;685
7548;Mannen;25 jaar;2024;40;3313;2613;700
7549;Mannen;25 jaar;2025;40;3316;2620;696
7550;Mannen;25 jaar;2026;39;3322;2598;724
7551;Mannen;25 jaar;2027;38;3321;2591;730
7552;Mannen;25 jaar;2028;37;3322;2589;733
7553;Mannen;25 jaar;2029;35;3327;2568;759
7554;Mannen;25 jaar;2030;34;3326;2550;776
7555;Mannen;25 jaar;2031;33;3328;2546;782
7556;Mannen;25 jaar;2032;32;3328;2536;792
7557;Mannen;25 jaar;2033;32;3331;2548;783
7558;Mannen;25 jaar;2034;31;3331;2546;785
7559;Mannen;25 jaar;2035;31;3333;2542;791
7560;Mannen;25 jaar;2036;30;3333;2525;808
7561;Mannen;25 jaar;2037;29;3334;2510;824
7562;Mannen;25 jaar;2038;28;3334;2507;827
7563;Mannen;25 jaar;2039;28;3333;2507;826
7564;Mannen;25 jaar;2040;28;3338;2510;828
7565;Mannen;25 jaar;2041;27;3338;2512;826
7566;Mannen;25 jaar;2042;27;3338;2515;823
7567;Mannen;25 jaar;2043;27;3338;2516;822
7568;Mannen;25 jaar;2044;27;3339;2517;822
7569;Mannen;25 jaar;2045;26;3340;2518;822
7570;Mannen;25 jaar;2046;26;3341;2519;822
7571;Mannen;25 jaar;2047;26;3341;2520;821
7572;Mannen;25 jaar;2048;25;3341;2520;821
7573;Mannen;25 jaar;2049;25;3342;2520;822
7574;Mannen;25 jaar;2050;25;3343;2520;823
7575;Mannen;25 jaar;2051;24;3342;2519;823
7576;Mannen;25 jaar;2052;24;3344;2518;826
7577;Mannen;25 jaar;2053;24;3343;2517;826
7578;Mannen;25 jaar;2054;23;3343;2516;827
7579;Mannen;25 jaar;2055;23;3344;2514;830
7580;Mannen;25 jaar;2056;22;3346;2512;834
7581;Mannen;25 jaar;2057;22;3346;2509;837
7582;Mannen;25 jaar;2058;22;3346;2506;840
7583;Mannen;25 jaar;2059;21;3348;2501;847
7584;Mannen;26 jaar;2012;46;3207;2873;334
7585;Mannen;26 jaar;2013;46;3170;2797;373
7586;Mannen;26 jaar;2014;45;3160;2780;380
7587;Mannen;26 jaar;2015;44;3206;2742;464
7588;Mannen;26 jaar;2016;46;3258;2749;509
7589;Mannen;26 jaar;2017;45;3314;2696;618
7590;Mannen;26 jaar;2018;44;3324;2715;609
7591;Mannen;26 jaar;2019;43;3305;2694;611
7592;Mannen;26 jaar;2020;43;3279;2687;592
7593;Mannen;26 jaar;2021;41;3254;2645;609
7594;Mannen;26 jaar;2022;41;3229;2637;592
7595;Mannen;26 jaar;2023;40;3230;2614;616
7596;Mannen;26 jaar;2024;40;3232;2620;612
7597;Mannen;26 jaar;2025;40;3235;2613;622
7598;Mannen;26 jaar;2026;40;3237;2624;613
7599;Mannen;26 jaar;2027;39;3239;2602;637
7600;Mannen;26 jaar;2028;38;3240;2596;644
7601;Mannen;26 jaar;2029;38;3244;2594;650
7602;Mannen;26 jaar;2030;36;3244;2572;672
7603;Mannen;26 jaar;2031;34;3249;2553;696
7604;Mannen;26 jaar;2032;34;3249;2548;701
7605;Mannen;26 jaar;2033;32;3250;2537;713
7606;Mannen;26 jaar;2034;33;3251;2551;700
7607;Mannen;26 jaar;2035;32;3253;2548;705
7608;Mannen;26 jaar;2036;31;3253;2545;708
7609;Mannen;26 jaar;2037;30;3252;2528;724
7610;Mannen;26 jaar;2038;29;3254;2514;740
7611;Mannen;26 jaar;2039;29;3252;2512;740
7612;Mannen;26 jaar;2040;29;3256;2513;743
7613;Mannen;26 jaar;2041;28;3257;2517;740
7614;Mannen;26 jaar;2042;28;3257;2520;737
7615;Mannen;26 jaar;2043;28;3257;2524;733
7616;Mannen;26 jaar;2044;28;3259;2526;733
7617;Mannen;26 jaar;2045;27;3259;2528;731
7618;Mannen;26 jaar;2046;27;3260;2530;730
7619;Mannen;26 jaar;2047;27;3259;2533;726
7620;Mannen;26 jaar;2048;27;3259;2533;726
7621;Mannen;26 jaar;2049;26;3259;2534;725
7622;Mannen;26 jaar;2050;26;3260;2536;724
7623;Mannen;26 jaar;2051;26;3260;2535;725
7624;Mannen;26 jaar;2052;25;3262;2535;727
7625;Mannen;26 jaar;2053;25;3263;2535;728
7626;Mannen;26 jaar;2054;24;3263;2535;728
7627;Mannen;26 jaar;2055;24;3264;2533;731
7628;Mannen;26 jaar;2056;24;3265;2532;733
7629;Mannen;26 jaar;2057;23;3266;2530;736
7630;Mannen;26 jaar;2058;23;3266;2527;739
7631;Mannen;26 jaar;2059;23;3267;2524;743
7632;Mannen;27 jaar;2012;46;3045;2829;216
7633;Mannen;27 jaar;2013;46;3015;2762;253
7634;Mannen;27 jaar;2014;46;3004;2701;303
7635;Mannen;27 jaar;2015;45;3049;2691;358
7636;Mannen;27 jaar;2016;45;3102;2659;443
7637;Mannen;27 jaar;2017;46;3152;2661;491
7638;Mannen;27 jaar;2018;46;3161;2663;498
7639;Mannen;27 jaar;2019;45;3145;2677;468
7640;Mannen;27 jaar;2020;44;3121;2650;471
7641;Mannen;27 jaar;2021;43;3097;2638;459
7642;Mannen;27 jaar;2022;42;3072;2595;477
7643;Mannen;27 jaar;2023;41;3074;2594;480
7644;Mannen;27 jaar;2024;41;3075;2578;497
7645;Mannen;27 jaar;2025;41;3078;2588;490
7646;Mannen;27 jaar;2026;41;3081;2585;496
7647;Mannen;27 jaar;2027;41;3083;2596;487
7648;Mannen;27 jaar;2028;40;3084;2577;507
7649;Mannen;27 jaar;2029;39;3087;2571;516
7650;Mannen;27 jaar;2030;39;3088;2569;519
7651;Mannen;27 jaar;2031;37;3088;2546;542
7652;Mannen;27 jaar;2032;35;3089;2528;561
7653;Mannen;27 jaar;2033;35;3092;2522;570
7654;Mannen;27 jaar;2034;33;3095;2511;584
7655;Mannen;27 jaar;2035;34;3094;2526;568
7656;Mannen;27 jaar;2036;33;3098;2523;575
7657;Mannen;27 jaar;2037;32;3098;2520;578
7658;Mannen;27 jaar;2038;31;3097;2504;593
7659;Mannen;27 jaar;2039;30;3097;2490;607
7660;Mannen;27 jaar;2040;30;3098;2489;609
7661;Mannen;27 jaar;2041;30;3098;2491;607
7662;Mannen;27 jaar;2042;29;3100;2495;605
7663;Mannen;27 jaar;2043;29;3100;2499;601
7664;Mannen;27 jaar;2044;29;3102;2503;599
7665;Mannen;27 jaar;2045;29;3103;2506;597
7666;Mannen;27 jaar;2046;29;3104;2509;595
7667;Mannen;27 jaar;2047;28;3105;2512;593
7668;Mannen;27 jaar;2048;28;3104;2514;590
7669;Mannen;27 jaar;2049;28;3103;2516;587
7670;Mannen;27 jaar;2050;27;3103;2517;586
7671;Mannen;27 jaar;2051;27;3104;2519;585
7672;Mannen;27 jaar;2052;27;3103;2520;583
7673;Mannen;27 jaar;2053;26;3106;2519;587
7674;Mannen;27 jaar;2054;26;3106;2520;586
7675;Mannen;27 jaar;2055;26;3107;2520;587
7676;Mannen;27 jaar;2056;25;3109;2519;590
7677;Mannen;27 jaar;2057;25;3109;2519;590
7678;Mannen;27 jaar;2058;25;3110;2516;594
7679;Mannen;27 jaar;2059;24;3110;2514;596
7680;Mannen;28 jaar;2012;47;2843;2839;4
7681;Mannen;28 jaar;2013;46;2810;2765;45
7682;Mannen;28 jaar;2014;47;2803;2714;89
7683;Mannen;28 jaar;2015;47;2842;2671;171
7684;Mannen;28 jaar;2016;46;2891;2658;233
7685;Mannen;28 jaar;2017;46;2942;2625;317
7686;Mannen;28 jaar;2018;47;2946;2676;270
7687;Mannen;28 jaar;2019;46;2934;2676;258
7688;Mannen;28 jaar;2020;45;2911;2681;230
7689;Mannen;28 jaar;2021;44;2889;2650;239
7690;Mannen;28 jaar;2022;44;2868;2635;233
7691;Mannen;28 jaar;2023;42;2864;2599;265
7692;Mannen;28 jaar;2024;42;2868;2602;266
7693;Mannen;28 jaar;2025;41;2869;2590;279
7694;Mannen;28 jaar;2026;42;2873;2604;269
7695;Mannen;28 jaar;2027;42;2876;2601;275
7696;Mannen;28 jaar;2028;42;2877;2614;263
7697;Mannen;28 jaar;2029;41;2879;2596;283
7698;Mannen;28 jaar;2030;40;2881;2590;291
7699;Mannen;28 jaar;2031;39;2884;2588;296
7700;Mannen;28 jaar;2032;38;2884;2564;320
7701;Mannen;28 jaar;2033;36;2883;2545;338
7702;Mannen;28 jaar;2034;35;2885;2541;344
7703;Mannen;28 jaar;2035;34;2886;2528;358
7704;Mannen;28 jaar;2036;35;2887;2542;345
7705;Mannen;28 jaar;2037;34;2887;2540;347
7706;Mannen;28 jaar;2038;33;2889;2536;353
7707;Mannen;28 jaar;2039;32;2889;2520;369
7708;Mannen;28 jaar;2040;31;2891;2507;384
7709;Mannen;28 jaar;2041;31;2890;2507;383
7710;Mannen;28 jaar;2042;31;2891;2507;384
7711;Mannen;28 jaar;2043;30;2890;2512;378
7712;Mannen;28 jaar;2044;30;2891;2515;376
7713;Mannen;28 jaar;2045;30;2891;2520;371
7714;Mannen;28 jaar;2046;30;2891;2524;367
7715;Mannen;28 jaar;2047;30;2893;2527;366
7716;Mannen;28 jaar;2048;29;2895;2529;366
7717;Mannen;28 jaar;2049;29;2895;2531;364
7718;Mannen;28 jaar;2050;29;2894;2532;362
7719;Mannen;28 jaar;2051;28;2895;2533;362
7720;Mannen;28 jaar;2052;28;2897;2536;361
7721;Mannen;28 jaar;2053;28;2898;2536;362
7722;Mannen;28 jaar;2054;27;2898;2536;362
7723;Mannen;28 jaar;2055;27;2897;2537;360
7724;Mannen;28 jaar;2056;27;2897;2537;360
7725;Mannen;28 jaar;2057;26;2896;2536;360
7726;Mannen;28 jaar;2058;26;2897;2535;362
7727;Mannen;28 jaar;2059;26;2896;2533;363
7728;Mannen;29 jaar;2012;47;2633;2714;-81
7729;Mannen;29 jaar;2013;47;2604;2743;-139
7730;Mannen;29 jaar;2014;47;2596;2687;-91
7731;Mannen;29 jaar;2015;47;2635;2653;-18
7732;Mannen;29 jaar;2016;47;2682;2616;66
7733;Mannen;29 jaar;2017;47;2726;2596;130
7734;Mannen;29 jaar;2018;46;2735;2613;122
7735;Mannen;29 jaar;2019;48;2721;2661;60
7736;Mannen;29 jaar;2020;47;2701;2655;46
7737;Mannen;29 jaar;2021;46;2683;2653;30
7738;Mannen;29 jaar;2022;45;2662;2620;42
7739;Mannen;29 jaar;2023;45;2663;2614;49
7740;Mannen;29 jaar;2024;43;2668;2583;85
7741;Mannen;29 jaar;2025;43;2667;2587;80
7742;Mannen;29 jaar;2026;42;2671;2578;93
7743;Mannen;29 jaar;2027;43;2671;2594;77
7744;Mannen;29 jaar;2028;43;2673;2594;79
7745;Mannen;29 jaar;2029;43;2676;2607;69
7746;Mannen;29 jaar;2030;42;2677;2590;87
7747;Mannen;29 jaar;2031;41;2678;2584;94
7748;Mannen;29 jaar;2032;40;2679;2581;98
7749;Mannen;29 jaar;2033;38;2683;2557;126
7750;Mannen;29 jaar;2034;37;2682;2538;144
7751;Mannen;29 jaar;2035;36;2685;2533;152
7752;Mannen;29 jaar;2036;35;2687;2520;167
7753;Mannen;29 jaar;2037;35;2688;2535;153
7754;Mannen;29 jaar;2038;35;2685;2532;153
7755;Mannen;29 jaar;2039;34;2687;2528;159
7756;Mannen;29 jaar;2040;33;2688;2513;175
7757;Mannen;29 jaar;2041;32;2687;2499;188
7758;Mannen;29 jaar;2042;32;2690;2498;192
7759;Mannen;29 jaar;2043;31;2691;2500;191
7760;Mannen;29 jaar;2044;31;2691;2505;186
7761;Mannen;29 jaar;2045;31;2693;2508;185
7762;Mannen;29 jaar;2046;31;2692;2513;179
7763;Mannen;29 jaar;2047;30;2693;2517;176
7764;Mannen;29 jaar;2048;30;2693;2520;173
7765;Mannen;29 jaar;2049;30;2692;2523;169
7766;Mannen;29 jaar;2050;30;2692;2525;167
7767;Mannen;29 jaar;2051;29;2693;2527;166
7768;Mannen;29 jaar;2052;29;2691;2528;163
7769;Mannen;29 jaar;2053;29;2693;2530;163
7770;Mannen;29 jaar;2054;28;2694;2531;163
7771;Mannen;29 jaar;2055;28;2693;2531;162
7772;Mannen;29 jaar;2056;28;2697;2531;166
7773;Mannen;29 jaar;2057;27;2697;2531;166
7774;Mannen;29 jaar;2058;27;2700;2530;170
7775;Mannen;29 jaar;2059;27;2699;2529;170
7776;Mannen;30 jaar;2012;49;2421;2559;-138
7777;Mannen;30 jaar;2013;48;2399;2538;-139
7778;Mannen;30 jaar;2014;49;2394;2571;-177
7779;Mannen;30 jaar;2015;48;2430;2533;-103
7780;Mannen;30 jaar;2016;49;2469;2504;-35
7781;Mannen;30 jaar;2017;49;2511;2467;44
7782;Mannen;30 jaar;2018;48;2520;2490;30
7783;Mannen;30 jaar;2019;48;2511;2506;5
7784;Mannen;30 jaar;2020;49;2491;2547;-56
7785;Mannen;30 jaar;2021;48;2475;2537;-62
7786;Mannen;30 jaar;2022;48;2454;2533;-79
7787;Mannen;30 jaar;2023;46;2457;2510;-53
7788;Mannen;30 jaar;2024;46;2456;2507;-51
7789;Mannen;30 jaar;2025;44;2459;2482;-23
7790;Mannen;30 jaar;2026;44;2461;2488;-27
7791;Mannen;30 jaar;2027;44;2463;2481;-18
7792;Mannen;30 jaar;2028;44;2467;2498;-31
7793;Mannen;30 jaar;2029;44;2468;2500;-32
7794;Mannen;30 jaar;2030;44;2467;2513;-46
7795;Mannen;30 jaar;2031;43;2469;2498;-29
7796;Mannen;30 jaar;2032;42;2469;2492;-23
7797;Mannen;30 jaar;2033;41;2472;2491;-19
7798;Mannen;30 jaar;2034;40;2474;2468;6
7799;Mannen;30 jaar;2035;38;2473;2449;24
7800;Mannen;30 jaar;2036;37;2477;2444;33
7801;Mannen;30 jaar;2037;36;2478;2432;46
7802;Mannen;30 jaar;2038;36;2478;2447;31
7803;Mannen;30 jaar;2039;36;2479;2444;35
7804;Mannen;30 jaar;2040;35;2479;2441;38
7805;Mannen;30 jaar;2041;34;2479;2426;53
7806;Mannen;30 jaar;2042;33;2481;2414;67
7807;Mannen;30 jaar;2043;33;2482;2414;68
7808;Mannen;30 jaar;2044;32;2482;2416;66
7809;Mannen;30 jaar;2045;32;2483;2422;61
7810;Mannen;30 jaar;2046;32;2482;2426;56
7811;Mannen;30 jaar;2047;32;2484;2431;53
7812;Mannen;30 jaar;2048;32;2485;2435;50
7813;Mannen;30 jaar;2049;31;2485;2438;47
7814;Mannen;30 jaar;2050;31;2486;2441;45
7815;Mannen;30 jaar;2051;31;2485;2444;41
7816;Mannen;30 jaar;2052;30;2487;2447;40
7817;Mannen;30 jaar;2053;30;2486;2449;37
7818;Mannen;30 jaar;2054;30;2488;2451;37
7819;Mannen;30 jaar;2055;29;2487;2452;35
7820;Mannen;30 jaar;2056;29;2488;2452;36
7821;Mannen;30 jaar;2057;29;2487;2453;34
7822;Mannen;30 jaar;2058;28;2489;2453;36
7823;Mannen;30 jaar;2059;28;2490;2453;37
7824;Mannen;31 jaar;2012;52;2256;2356;-100
7825;Mannen;31 jaar;2013;50;2234;2370;-136
7826;Mannen;31 jaar;2014;49;2230;2360;-130
7827;Mannen;31 jaar;2015;50;2260;2397;-137
7828;Mannen;31 jaar;2016;50;2301;2360;-59
7829;Mannen;31 jaar;2017;50;2339;2326;13
7830;Mannen;31 jaar;2018;50;2350;2332;18
7831;Mannen;31 jaar;2019;49;2341;2352;-11
7832;Mannen;31 jaar;2020;49;2323;2363;-40
7833;Mannen;31 jaar;2021;51;2309;2395;-86
7834;Mannen;31 jaar;2022;50;2292;2386;-94
7835;Mannen;31 jaar;2023;49;2293;2389;-96
7836;Mannen;31 jaar;2024;48;2297;2371;-74
7837;Mannen;31 jaar;2025;47;2297;2371;-74
7838;Mannen;31 jaar;2026;46;2299;2349;-50
7839;Mannen;31 jaar;2027;45;2299;2356;-57
7840;Mannen;31 jaar;2028;45;2302;2351;-49
7841;Mannen;31 jaar;2029;46;2306;2369;-63
7842;Mannen;31 jaar;2030;45;2307;2372;-65
7843;Mannen;31 jaar;2031;46;2308;2386;-78
7844;Mannen;31 jaar;2032;44;2310;2372;-62
7845;Mannen;31 jaar;2033;43;2312;2369;-57
7846;Mannen;31 jaar;2034;43;2313;2367;-54
7847;Mannen;31 jaar;2035;41;2316;2346;-30
7848;Mannen;31 jaar;2036;39;2318;2329;-11
7849;Mannen;31 jaar;2037;39;2319;2325;-6
7850;Mannen;31 jaar;2038;37;2319;2313;6
7851;Mannen;31 jaar;2039;38;2318;2327;-9
7852;Mannen;31 jaar;2040;37;2319;2326;-7
7853;Mannen;31 jaar;2041;36;2322;2323;-1
7854;Mannen;31 jaar;2042;35;2322;2311;11
7855;Mannen;31 jaar;2043;34;2323;2300;23
7856;Mannen;31 jaar;2044;34;2324;2301;23
7857;Mannen;31 jaar;2045;33;2324;2303;21
7858;Mannen;31 jaar;2046;33;2326;2309;17
7859;Mannen;31 jaar;2047;33;2327;2313;14
7860;Mannen;31 jaar;2048;33;2328;2318;10
7861;Mannen;31 jaar;2049;33;2329;2323;6
7862;Mannen;31 jaar;2050;32;2330;2326;4
7863;Mannen;31 jaar;2051;32;2334;2330;4
7864;Mannen;31 jaar;2052;32;2334;2334;0
7865;Mannen;31 jaar;2053;31;2333;2336;-3
7866;Mannen;31 jaar;2054;31;2333;2339;-6
7867;Mannen;31 jaar;2055;31;2333;2341;-8
7868;Mannen;31 jaar;2056;31;2333;2343;-10
7869;Mannen;31 jaar;2057;30;2332;2344;-12
7870;Mannen;31 jaar;2058;30;2332;2345;-13
7871;Mannen;31 jaar;2059;29;2333;2345;-12
7872;Mannen;32 jaar;2012;55;2083;2232;-149
7873;Mannen;32 jaar;2013;53;2065;2197;-132
7874;Mannen;32 jaar;2014;51;2059;2216;-157
7875;Mannen;32 jaar;2015;50;2089;2215;-126
7876;Mannen;32 jaar;2016;51;2127;2242;-115
7877;Mannen;32 jaar;2017;51;2163;2202;-39
7878;Mannen;32 jaar;2018;51;2170;2209;-39
7879;Mannen;32 jaar;2019;52;2165;2214;-49
7880;Mannen;32 jaar;2020;51;2149;2227;-78
7881;Mannen;32 jaar;2021;50;2133;2233;-100
7882;Mannen;32 jaar;2022;52;2122;2262;-140
7883;Mannen;32 jaar;2023;51;2123;2258;-135
7884;Mannen;32 jaar;2024;50;2125;2262;-137
7885;Mannen;32 jaar;2025;49;2126;2248;-122
7886;Mannen;32 jaar;2026;49;2129;2249;-120
7887;Mannen;32 jaar;2027;47;2130;2230;-100
7888;Mannen;32 jaar;2028;47;2133;2237;-104
7889;Mannen;32 jaar;2029;46;2136;2233;-97
7890;Mannen;32 jaar;2030;47;2138;2250;-112
7891;Mannen;32 jaar;2031;47;2137;2254;-117
7892;Mannen;32 jaar;2032;47;2136;2266;-130
7893;Mannen;32 jaar;2033;46;2140;2255;-115
7894;Mannen;32 jaar;2034;45;2142;2251;-109
7895;Mannen;32 jaar;2035;44;2144;2250;-106
7896;Mannen;32 jaar;2036;42;2150;2232;-82
7897;Mannen;32 jaar;2037;41;2151;2215;-64
7898;Mannen;32 jaar;2038;40;2151;2212;-61
7899;Mannen;32 jaar;2039;38;2151;2201;-50
7900;Mannen;32 jaar;2040;39;2152;2214;-62
7901;Mannen;32 jaar;2041;38;2153;2213;-60
7902;Mannen;32 jaar;2042;37;2153;2211;-58
7903;Mannen;32 jaar;2043;36;2155;2200;-45
7904;Mannen;32 jaar;2044;35;2155;2190;-35
7905;Mannen;32 jaar;2045;35;2155;2191;-36
7906;Mannen;32 jaar;2046;35;2158;2193;-35
7907;Mannen;32 jaar;2047;34;2158;2198;-40
7908;Mannen;32 jaar;2048;34;2159;2203;-44
7909;Mannen;32 jaar;2049;34;2159;2208;-49
7910;Mannen;32 jaar;2050;34;2164;2212;-48
7911;Mannen;32 jaar;2051;33;2163;2216;-53
7912;Mannen;32 jaar;2052;33;2164;2220;-56
7913;Mannen;32 jaar;2053;33;2163;2223;-60
7914;Mannen;32 jaar;2054;33;2164;2225;-61
7915;Mannen;32 jaar;2055;32;2163;2228;-65
7916;Mannen;32 jaar;2056;32;2164;2230;-66
7917;Mannen;32 jaar;2057;32;2163;2231;-68
7918;Mannen;32 jaar;2058;31;2163;2233;-70
7919;Mannen;32 jaar;2059;31;2163;2233;-70
7920;Mannen;33 jaar;2012;56;1890;2077;-187
7921;Mannen;33 jaar;2013;57;1876;2101;-225
7922;Mannen;33 jaar;2014;55;1872;2079;-207
7923;Mannen;33 jaar;2015;53;1900;2100;-200
7924;Mannen;33 jaar;2016;52;1934;2095;-161
7925;Mannen;33 jaar;2017;53;1974;2111;-137
7926;Mannen;33 jaar;2018;53;1981;2110;-129
7927;Mannen;33 jaar;2019;53;1972;2117;-145
7928;Mannen;33 jaar;2020;53;1959;2119;-160
7929;Mannen;33 jaar;2021;53;1946;2127;-181
7930;Mannen;33 jaar;2022;52;1933;2130;-197
7931;Mannen;33 jaar;2023;54;1934;2162;-228
7932;Mannen;33 jaar;2024;53;1935;2161;-226
7933;Mannen;33 jaar;2025;52;1940;2166;-226
7934;Mannen;33 jaar;2026;51;1944;2154;-210
7935;Mannen;33 jaar;2027;50;1946;2156;-210
7936;Mannen;33 jaar;2028;49;1943;2139;-196
7937;Mannen;33 jaar;2029;48;1944;2144;-200
7938;Mannen;33 jaar;2030;48;1946;2142;-196
7939;Mannen;33 jaar;2031;49;1949;2158;-209
7940;Mannen;33 jaar;2032;48;1953;2162;-209
7941;Mannen;33 jaar;2033;48;1953;2175;-222
7942;Mannen;33 jaar;2034;47;1955;2165;-210
7943;Mannen;33 jaar;2035;46;1954;2160;-206
7944;Mannen;33 jaar;2036;46;1955;2160;-205
7945;Mannen;33 jaar;2037;44;1957;2142;-185
7946;Mannen;33 jaar;2038;42;1959;2127;-168
7947;Mannen;33 jaar;2039;41;1959;2123;-164
7948;Mannen;33 jaar;2040;40;1960;2112;-152
7949;Mannen;33 jaar;2041;40;1963;2125;-162
7950;Mannen;33 jaar;2042;40;1962;2125;-163
7951;Mannen;33 jaar;2043;39;1963;2122;-159
7952;Mannen;33 jaar;2044;38;1965;2112;-147
7953;Mannen;33 jaar;2045;37;1965;2103;-138
7954;Mannen;33 jaar;2046;36;1965;2104;-139
7955;Mannen;33 jaar;2047;36;1968;2106;-138
7956;Mannen;33 jaar;2048;36;1969;2111;-142
7957;Mannen;33 jaar;2049;35;1971;2114;-143
7958;Mannen;33 jaar;2050;35;1971;2120;-149
7959;Mannen;33 jaar;2051;35;1970;2123;-153
7960;Mannen;33 jaar;2052;35;1971;2127;-156
7961;Mannen;33 jaar;2053;34;1970;2129;-159
7962;Mannen;33 jaar;2054;34;1972;2133;-161
7963;Mannen;33 jaar;2055;34;1971;2135;-164
7964;Mannen;33 jaar;2056;33;1972;2137;-165
7965;Mannen;33 jaar;2057;33;1974;2139;-165
7966;Mannen;33 jaar;2058;33;1975;2140;-165
7967;Mannen;33 jaar;2059;32;1975;2141;-166
7968;Mannen;34 jaar;2012;60;1741;1959;-218
7969;Mannen;34 jaar;2013;59;1723;1954;-231
7970;Mannen;34 jaar;2014;60;1725;1987;-262
7971;Mannen;34 jaar;2015;58;1750;1974;-224
7972;Mannen;34 jaar;2016;56;1780;1987;-207
7973;Mannen;34 jaar;2017;55;1814;1975;-161
7974;Mannen;34 jaar;2018;55;1823;2020;-197
7975;Mannen;34 jaar;2019;55;1816;2020;-204
7976;Mannen;34 jaar;2020;56;1805;2023;-218
7977;Mannen;34 jaar;2021;56;1792;2021;-229
7978;Mannen;34 jaar;2022;55;1783;2025;-242
7979;Mannen;34 jaar;2023;55;1781;2033;-252
7980;Mannen;34 jaar;2024;56;1784;2065;-281
7981;Mannen;34 jaar;2025;55;1786;2066;-280
7982;Mannen;34 jaar;2026;54;1788;2072;-284
7983;Mannen;34 jaar;2027;53;1789;2061;-272
7984;Mannen;34 jaar;2028;53;1793;2064;-271
7985;Mannen;34 jaar;2029;51;1793;2047;-254
7986;Mannen;34 jaar;2030;50;1794;2053;-259
7987;Mannen;34 jaar;2031;50;1798;2051;-253
7988;Mannen;34 jaar;2032;51;1799;2068;-269
7989;Mannen;34 jaar;2033;50;1799;2073;-274
7990;Mannen;34 jaar;2034;51;1800;2086;-286
7991;Mannen;34 jaar;2035;49;1800;2077;-277
7992;Mannen;34 jaar;2036;48;1802;2073;-271
7993;Mannen;34 jaar;2037;47;1803;2072;-269
7994;Mannen;34 jaar;2038;45;1803;2055;-252
7995;Mannen;34 jaar;2039;44;1804;2041;-237
7996;Mannen;34 jaar;2040;43;1806;2037;-231
7997;Mannen;34 jaar;2041;41;1810;2026;-216
7998;Mannen;34 jaar;2042;42;1812;2039;-227
7999;Mannen;34 jaar;2043;41;1812;2038;-226
8000;Mannen;34 jaar;2044;40;1812;2037;-225
8001;Mannen;34 jaar;2045;39;1813;2027;-214
8002;Mannen;34 jaar;2046;38;1813;2019;-206
8003;Mannen;34 jaar;2047;38;1814;2020;-206
