ID;SOKlassen;Bedrijfstypen;RegioS;Perioden;AantalBedrijven_1;EconomischeOmvangSO_2;OppervlakteCultuurgrond_3
3137;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2012;15;8329;1006
3138;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2013;15;9360;926
3139;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2014;15;8828;907
3140;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2015;10;7439;698
3141;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2016;15;11627;964
3142;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2017;10;9291;792
3143;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2018;15;9971;742
3144;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2019;10;6860;565
3145;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2020;10;7332;467
3146;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2021;5;4914;403
3147;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2022;5;4715;379
3148;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2023;5;4166;259
3149;Alle SO-klassen;Totaal veeteeltcombinaties;Fryslân (PV);2024;10;6260;449
3150;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2000;60;15469;2081
3151;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2001;50;16481;2009
3152;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2002;45;15051;2072
3153;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2003;45;14561;1929
3154;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2004;40;12686;1838
3155;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2005;45;12976;1832
3156;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2006;35;10129;1345
3157;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2007;30;9632;1290
3158;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2008;20;7226;970
3159;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2009;20;6779;956
3160;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2010;20;7743;1029
3161;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2011;15;7205;874
3162;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2012;15;6148;764
3163;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2013;15;8536;806
3164;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2014;10;5379;466
3165;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2015;10;7561;701
3166;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2016;15;12788;803
3167;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2017;10;8307;603
3168;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2018;20;13581;829
3169;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2019;15;9487;608
3170;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2020;10;8379;578
3171;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2021;10;10636;733
3172;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2022;15;16648;920
3173;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2023;10;17366;980
3174;Alle SO-klassen;Totaal veeteeltcombinaties;Drenthe (PV);2024;10;16024;918
3175;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2000;745;150048;15040
3176;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2001;655;136256;14021
3177;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2002;580;123552;13686
3178;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2003;510;112205;12497
3179;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2004;470;104431;11560
3180;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2005;425;92627;10099
3181;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2006;385;85308;9656
3182;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2007;365;87339;9455
3183;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2008;315;80105;8400
3184;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2009;250;68817;6957
3185;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2010;230;69212;6479
3186;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2011;200;64941;6002
3187;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2012;170;52753;4761
3188;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2013;140;51963;4313
3189;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2014;130;53381;4071
3190;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2015;130;54585;3886
3191;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2016;115;65368;3654
3192;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2017;120;67774;3962
3193;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2018;115;61720;3824
3194;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2019;105;63360;3714
3195;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2020;70;55272;2961
3196;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2021;75;57334;3168
3197;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2022;70;53615;2862
3198;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2023;65;53832;2544
3199;Alle SO-klassen;Totaal veeteeltcombinaties;Overijssel (PV);2024;60;52158;2468
3200;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2000;10;4282;506
3201;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2001;10;3642;348
3202;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2002;10;2760;334
3203;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2003;5;2976;437
3204;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2004;5;2127;235
3205;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2005;5;2211;240
3206;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2006;5;3096;326
3207;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2007;5;2804;314
3208;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2008;5;2460;278
3209;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2009;10;4304;396
3210;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2010;5;3762;302
3211;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2011;5;3786;284
3212;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2012;5;5089;300
3213;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2013;5;4496;286
3214;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2014;5;2236;137
3215;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2015;5;5957;328
3216;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2016;5;3247;180
3217;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2017;5;5728;268
3218;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2018;0;914;47
3219;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2019;0;2590;118
3220;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2020;0;3573;144
3221;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2021;0;591;22
3222;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2022;5;5148;211
3223;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2023;5;6117;212
3224;Alle SO-klassen;Totaal veeteeltcombinaties;Flevoland (PV);2024;0;3703;83
3225;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2000;1045;223431;20385
3226;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2001;895;200248;18386
3227;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2002;800;174519;17922
3228;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2003;660;149309;15302
3229;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2004;685;166992;16858
3230;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2005;655;167729;15880
3231;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2006;585;147616;14780
3232;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2007;550;146711;14154
3233;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2008;485;144323;13188
3234;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2009;445;133848;12301
3235;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2010;400;136482;11052
3236;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2011;345;113233;9368
3237;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2012;300;98932;8314
3238;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2013;285;116188;8025
3239;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2014;270;119053;7575
3240;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2015;250;111022;7025
3241;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2016;230;126517;6972
3242;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2017;210;124428;6287
3243;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2018;195;116415;6571
3244;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2019;185;108816;5644
3245;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2020;140;98199;4714
3246;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2021;140;97225;4849
3247;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2022;135;101196;5133
3248;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2023;150;122187;5671
3249;Alle SO-klassen;Totaal veeteeltcombinaties;Gelderland (PV);2024;140;114699;5152
3250;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2000;215;44124;4706
3251;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2001;180;38092;4001
3252;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2002;160;34963;3659
3253;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2003;150;30758;3499
3254;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2004;160;34830;3795
3255;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2005;155;35086;3787
3256;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2006;135;33315;3696
3257;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2007;135;35006;4001
3258;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2008;115;32230;3538
3259;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2009;110;32707;3589
3260;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2010;100;34321;3333
3261;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2011;95;34391;3236
3262;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2012;80;28438;2679
3263;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2013;60;26317;1811
3264;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2014;65;27465;1816
3265;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2015;60;27705;1746
3266;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2016;60;28208;1669
3267;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2017;55;30313;1798
3268;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2018;50;28428;1654
3269;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2019;40;25490;1525
3270;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2020;35;27308;1493
3271;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2021;35;25178;1332
3272;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2022;30;21768;1418
3273;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2023;30;20882;1142
3274;Alle SO-klassen;Totaal veeteeltcombinaties;Utrecht (PV);2024;35;28266;1220
3275;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2000;15;4140;501
3276;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2001;15;3726;458
3277;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2002;15;4230;540
3278;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2003;10;3098;427
3279;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2004;10;3008;430
3280;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2005;10;2871;485
3281;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2006;10;3446;403
3282;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2007;10;2460;344
3283;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2008;10;2612;398
3284;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2009;5;2829;289
3285;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2010;5;2341;191
3286;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2011;5;2884;228
3287;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2012;5;1965;169
3288;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2013;5;2252;181
3289;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2014;5;1359;136
3290;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2015;5;1330;115
3291;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2016;0;911;47
3292;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2017;0;892;42
3293;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2018;0;0;0
3294;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2019;5;948;85
3295;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2020;0;782;49
3296;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2021;0;2046;170
3297;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2022;0;2006;182
3298;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2023;0;2345;180
3299;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Holland (PV);2024;0;2306;175
3300;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2000;85;18237;1940
3301;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2001;75;15991;1932
3302;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2002;65;15562;2010
3303;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2003;55;13347;1761
3304;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2004;50;14345;1818
3305;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2005;45;10309;1273
3306;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2006;40;9978;1327
3307;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2007;45;9880;1333
3308;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2008;35;8074;1060
3309;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2009;35;8016;1075
3310;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2010;30;7510;932
3311;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2011;25;8056;982
3312;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2012;20;6697;824
3313;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2013;15;6487;578
3314;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2014;15;7497;663
3315;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2015;15;9348;746
3316;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2016;15;8711;640
3317;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2017;15;9193;664
3318;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2018;15;9184;698
3319;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2019;15;8440;557
3320;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2020;10;8888;653
3321;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2021;10;6560;450
3322;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2022;10;8371;647
3323;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2023;10;7841;460
3324;Alle SO-klassen;Totaal veeteeltcombinaties;Zuid-Holland (PV);2024;10;9231;597
3325;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2000;10;3576;538
3326;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2001;15;5081;745
3327;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2002;10;3422;661
3328;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2003;10;3126;512
3329;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2004;5;2110;377
3330;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2005;5;1439;312
3331;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2006;5;2277;383
3332;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2007;10;3459;611
3333;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2008;10;3971;684
3334;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2009;10;2490;437
3335;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2010;5;1852;341
3336;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2011;5;2088;314
3337;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2012;5;1813;232
3338;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2013;5;3230;395
3339;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2014;5;3872;480
3340;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2015;5;4492;495
3341;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2016;5;3078;292
3342;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2017;5;3112;291
3343;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2018;5;2000;143
3344;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2019;5;1141;93
3345;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2020;5;3108;260
3346;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2021;5;3502;312
3347;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2022;5;3087;263
3348;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2023;0;228;25
3349;Alle SO-klassen;Totaal veeteeltcombinaties;Zeeland (PV);2024;0;978;46
3350;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2000;690;192522;16955
3351;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2001;580;170029;14829
3352;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2002;540;153363;14545
3353;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2003;490;149161;14215
3354;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2004;440;135460;12368
3355;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2005;405;125223;11515
3356;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2006;355;106912;10307
3357;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2007;315;98880;9093
3358;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2008;285;87945;8085
3359;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2009;235;75600;6747
3360;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2010;205;73822;5899
3361;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2011;180;63525;5046
3362;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2012;160;58339;4455
3363;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2013;140;61949;3880
3364;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2014;135;62084;3994
3365;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2015;135;70813;3954
3366;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2016;120;78707;3638
3367;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2017;120;80102;3988
3368;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2018;115;74418;4112
3369;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2019;90;64609;3296
3370;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2020;70;56703;2716
3371;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2021;70;55323;2607
3372;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2022;60;49488;2370
3373;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2023;55;49884;2149
3374;Alle SO-klassen;Totaal veeteeltcombinaties;Noord-Brabant (PV);2024;70;65575;2748
3375;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2000;130;36011;3862
3376;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2001;110;34834;3593
3377;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2002;95;28265;3070
3378;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2003;85;26549;2826
3379;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2004;95;27213;2978
3380;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2005;80;23281;2831
3381;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2006;60;20829;2216
3382;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2007;60;23142;2428
3383;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2008;55;18710;2061
3384;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2009;50;16798;1718
3385;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2010;40;16606;1597
3386;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2011;35;15900;1402
3387;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2012;35;15108;1306
3388;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2013;25;10406;920
3389;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2014;20;9768;649
3390;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2015;20;9535;926
3391;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2016;25;14000;1005
3392;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2017;20;15566;1111
3393;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2018;20;17612;1136
3394;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2019;15;10559;942
3395;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2020;15;11375;937
3396;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2021;15;12678;922
3397;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2022;10;9234;397
3398;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2023;10;18603;1080
3399;Alle SO-klassen;Totaal veeteeltcombinaties;Limburg (PV);2024;15;14830;1017
3400;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2000;3185;509471;100750
3401;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2001;2900;454790;92174
3402;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2002;2905;500087;97764
3403;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2003;2605;467282;92003
3404;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2004;2515;454655;93325
3405;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2005;2295;413273;82055
3406;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2006;2255;412461;79229
3407;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2007;2105;413235;79460
3408;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2008;2050;428499;78808
3409;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2009;1935;412002;77790
3410;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2010;1860;434551;74757
3411;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2011;1795;422358;73982
3412;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2012;1675;394516;70769
3413;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2013;1620;405994;65636
3414;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2014;1545;411781;65086
3415;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2015;1450;402586;61213
3416;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2016;1430;504054;65027
3417;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2017;1555;563022;72633
3418;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2018;1515;531846;72419
3419;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2019;1530;516731;73085
3420;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2020;1460;506041;71672
3421;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2021;1400;485517;67902
3422;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2022;1240;475750;65693
3423;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2023;1420;557098;70446
3424;Alle SO-klassen;Totaal Gewas/veecombinaties;Nederland;2024;1300;547776;67889
3425;Alle SO-klassen;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2000;530;100056;25369
3426;Alle SO-klassen;Totaal Gewas/veecombinaties;Noord-Nederland (LD);2001;460;84308;22905
