ID;Gewassen;BiologischeBestrijders;Perioden;AantalBedrijvenMetBestrijders_1;PercentageVanBedrijvenMetBestrijders_2;GrootteOppervlakteMetBestrijders_3;PercentageOppervlakteMetBestrijders_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16;Aantal_17;Januari_18;Februari_19;Maart_20;April_21;Mei_22;Juni_23;Juli_24;Augustus_25;September_26;Oktober_27;November_28;December_29;AantalBestrijdersPerHa_30;DoseringPerJaarPerHa_31
1215;Gerbera's onder glas;Roofmijt tegen spint (Phytoseiulus);2016;6.0;10.6;12;6.6;0.0;5.6;0.1;6.7;5.6;5.6;0.0;0.0;0.0;0.1;0.1;0.0;1144;0.0;4.2;0.7;6.9;31.2;55.1;0.0;0.0;0.0;0.9;0.9;0.0;6;92.0
1216;Gerbera's onder glas;Roofmijt tegen trips (Cucumeris);2012;35.0;51.1;105;61.4;11.3;25.9;9.5;15.7;19.7;12.4;25.9;7.8;27.9;27.3;26.6;24.7;499698;4.4;13.8;2.3;14.6;0.7;1.0;22.0;3.6;5.4;23.3;4.8;4.3;2935;4780.0
1217;Gerbera's onder glas;Roofmijt tegen trips (Cucumeris);2016;32.0;57.7;105;56.1;23.9;28.0;16.4;43.5;37.6;38.4;15.2;29.7;42.0;26.8;21.9;23.9;331067;4.4;4.0;1.6;9.0;12.6;20.3;5.4;9.7;12.7;7.8;4.9;7.5;1760;3138.0
1218;Gerbera's onder glas;Roofmijt tegen trips (Degenerans);2012;0.0;0.2;1;0.7;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0
1219;Gerbera's onder glas;Roofmijt tegen trips (Degenerans);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1220;Gerbera's onder glas;Roofmijt tegen trips (Fallacis);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1221;Gerbera's onder glas;Roofmijt tegen trips (Fallacis);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1222;Gerbera's onder glas;Roofmijt tegen trips/mijten (Barkeri);2012;2.0;3.1;7;4.4;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;4.2;0.0;0.0;0.0;7123;0.0;0.0;0.0;0.0;0.0;0.0;42.9;0.0;57.1;0.0;0.0;0.0;42;956.0
1223;Gerbera's onder glas;Roofmijt tegen trips/mijten (Barkeri);2016;4.0;7.1;8;4.1;0.0;0.0;0.0;0.0;1.1;3.1;3.0;0.0;0.0;0.0;0.0;0.0;17194;0.0;0.0;0.0;0.0;23.7;75.1;1.2;0.0;0.0;0.0;0.0;0.0;91;2254.0
1224;Gerbera's onder glas;Roofmijt tegen trips/spint/mijten (And.);2012;3.0;4.0;6;3.7;0.0;4.1;0.0;0.0;0.0;0.0;3.6;3.6;0.0;0.0;0.0;0.0;833;0.0;53.2;0.0;0.0;0.0;0.0;15.6;31.2;0.0;0.0;0.0;0.0;5;131.0
1225;Gerbera's onder glas;Roofmijt tegen trips/spint/mijten (And.);2016;2.0;3.6;5;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4;141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1;30.0
1226;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg (Lim.);2012;10.0;14.4;32;18.9;0.0;4.1;0.0;4.0;7.7;11.6;4.0;0.0;0.0;4.2;3.9;3.9;5331;0.0;94.0;0.0;0.3;1.2;1.2;0.6;0.0;0.0;2.0;0.3;0.3;31;165.0
1227;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg (Lim.);2016;6.0;10.9;22;11.7;0.0;0.0;0.0;7.9;0.0;7.9;1.1;1.1;9.1;7.9;10.4;10.4;3888;0.0;0.0;0.0;5.5;0.0;7.5;4.9;9.8;18.1;9.6;26.1;18.4;21;177.0
1228;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg(Mond.);2012;25.0;37.2;64;37.6;2.3;19.7;6.2;15.4;12.4;2.6;1.9;7.2;7.8;3.6;3.6;0.0;98877;0.5;51.5;2.1;31.0;6.8;2.3;1.6;3.3;0.2;0.2;0.5;0.0;581;1543.0
1229;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg(Mond.);2016;8.0;14.5;31;16.5;0.0;0.0;7.9;8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;680;0.0;0.0;78.3;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;22.0
1230;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg(Swir.);2012;35.0;52.1;98;57.8;4.1;13.0;16.4;27.6;11.4;15.7;34.5;18.7;11.3;15.2;12.9;0.0;103913;0.1;5.6;41.2;15.4;0.9;1.3;12.5;6.5;1.6;13.2;1.7;0.0;610;1055.0
1231;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg(Swir.);2016;35.0;62.0;109;57.9;0.1;0.1;14.3;53.0;25.3;29.7;8.4;16.1;3.2;8.1;5.0;8.8;120972;0.1;0.0;9.0;35.3;13.9;15.8;2.0;1.5;0.5;5.4;4.7;11.7;643;1111.0
1232;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips (Ac.);2012;1.0;2.1;7;4.1;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5.0
1233;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips (Ac.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1234;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips (Mac.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1235;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips (Mac.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1236;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips(Mi.);2012;3.0;5.1;16;9.2;0.0;4.6;4.9;4.3;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;909;0.0;26.0;35.1;15.9;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;5;58.0
1237;Gerbera's onder glas;Roofmijt tegen varenrouwmug/trips(Mi.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1238;Gerbera's onder glas;Rooftrips tegen trips (Franklinothrips);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1239;Gerbera's onder glas;Rooftrips tegen trips (Franklinothrips);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1240;Gerbera's onder glas;Roofwants tegen rupsen (Podisus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1241;Gerbera's onder glas;Roofwants tegen rupsen (Podisus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1242;Gerbera's onder glas;Roofwants tegen witte vlieg(Macrolophus);2012;3.0;4.0;6;3.7;0.0;4.1;4.1;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2000;0.0;44.4;29.6;26.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;316.0
1243;Gerbera's onder glas;Roofwants tegen witte vlieg(Macrolophus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1244;Gerbera's onder glas;Roofwants tegen trips (Orius);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1245;Gerbera's onder glas;Roofwants tegen trips (Orius);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1246;Gerbera's onder glas;Sluipwesp t. witte vlieg (Enc./Eretm.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1247;Gerbera's onder glas;Sluipwesp t. witte vlieg (Enc./Eretm.);2016;4.0;7.9;7;3.7;0.0;0.1;0.0;3.2;0.0;3.1;0.0;0.0;0.0;2.5;2.5;2.5;1494;0.0;0.2;0.0;2.6;0.0;2.1;0.0;0.0;0.0;31.7;31.7;31.7;8;213.0
1248;Gerbera's onder glas;Sluipwesp tegen (citrus)wolluis (Lept.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1249;Gerbera's onder glas;Sluipwesp tegen (citrus)wolluis (Lept.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1250;Gerbera's onder glas;Sluipwesp tegen bladluis (Aphelinus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1251;Gerbera's onder glas;Sluipwesp tegen bladluis (Aphelinus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1252;Gerbera's onder glas;Sluipwesp tegen bladluis (Col./Ervi);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1253;Gerbera's onder glas;Sluipwesp tegen bladluis (Col./Ervi);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1254;Gerbera's onder glas;Sluipwesp tegen bladluis (Colemani);2012;5.0;8.0;12;7.3;0.0;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;86;0.0;85.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.2;1;7.0
1255;Gerbera's onder glas;Sluipwesp tegen bladluis (Colemani);2016;2.0;3.4;0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;60.0;0;71.0
1256;Gerbera's onder glas;Sluipwesp tegen bladluis (Ervi);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1257;Gerbera's onder glas;Sluipwesp tegen bladluis (Ervi);2016;2.0;3.4;0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0;21.0
1258;Gerbera's onder glas;Sluipwesp tegen bladluis (Matricariae);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1259;Gerbera's onder glas;Sluipwesp tegen bladluis (Matricariae);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1260;Gerbera's onder glas;Sluipwesp tegen dopluis (Microterys);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1261;Gerbera's onder glas;Sluipwesp tegen dopluis (Microterys);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1262;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Dig./Dac.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1263;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Dig./Dac.);2016;2.0;3.5;4;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;0.0;0.0;0.0;0.0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0;1.0
1264;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Isaea);2012;32.0;47.7;91;53.4;7.2;4.9;20.1;21.8;19.1;7.6;4.9;26.3;22.1;16.1;11.3;4.2;541;2.6;0.8;25.1;15.0;16.3;4.8;3.5;7.0;15.5;6.2;2.4;0.9;3;6.0
1265;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Isaea);2016;16.0;28.8;52;27.7;0.0;0.0;0.0;24.0;7.1;5.6;0.0;2.4;7.9;5.4;0.0;0.0;1078;0.0;0.0;0.0;74.4;5.5;16.4;0.0;0.2;1.5;2.0;0.0;0.0;6;21.0
1266;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Siberica);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1267;Gerbera's onder glas;Sluipwesp tegen mineervlieg (Siberica);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1268;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Calif.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1269;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Calif.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1270;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Encarsia);2012;47.0;69.3;124;72.8;2.3;13.3;27.7;45.3;51.5;36.0;40.3;32.7;12.1;3.6;3.6;0.0;23710;0.1;7.8;12.8;20.8;21.6;13.7;19.7;1.4;0.8;0.5;0.7;0.0;139;191.0
1271;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Encarsia);2016;36.0;64.8;114;60.7;0.0;2.6;26.0;50.1;45.2;34.9;0.0;7.3;0.0;5.4;0.1;0.0;32305;0.0;0.9;5.3;25.8;44.0;22.3;0.0;1.4;0.0;0.2;0.1;0.0;172;283.0
1272;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Eremicus);2012;6.0;9.0;11;6.7;0.0;0.0;0.0;0.0;2.1;4.4;3.7;0.0;0.0;0.0;0.0;0.0;492;0.0;0.0;0.0;0.0;45.5;11.8;42.7;0.0;0.0;0.0;0.0;0.0;3;43.0
1273;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Eremicus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1274;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Eretm.);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1275;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Eretm.);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1276;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Mundus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1277;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Mundus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1278;Gerbera's onder glas;Sluipwesp tegen wolluis (A. pseudococci);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1279;Gerbera's onder glas;Sluipwesp tegen wolluis (A. pseudococci);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1280;Gerbera's onder glas;Sluipwesp tegen wolluis (Citrina);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1281;Gerbera's onder glas;Sluipwesp tegen wolluis (Citrina);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1282;Gerbera's onder glas;Sluipwesp tegen wolluis (Perminutus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1283;Gerbera's onder glas;Sluipwesp tegen wolluis (Perminutus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1284;Gerbera's onder glas;Sluipwesp/galmug tegen mineervlieg;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1285;Gerbera's onder glas;Sluipwesp/galmug tegen mineervlieg;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1286;Gerbera's onder glas;Zweefvlieg tegen bladluis (Episyrphus);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1287;Gerbera's onder glas;Zweefvlieg tegen bladluis (Episyrphus);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1288;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg (Gall);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1289;Gerbera's onder glas;Roofmijt tegen trips/witte vlieg (Gall);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1290;Gerbera's onder glas;Rooftrips tegen schildluis;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1291;Gerbera's onder glas;Rooftrips tegen schildluis;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1292;Gerbera's onder glas;Sluipwesp tegen rups (Brass);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1293;Gerbera's onder glas;Sluipwesp tegen rups (Brass);2016;2.0;3.6;8;4.1;4.2;4.2;4.2;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;188;38.7;58.1;2.8;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;1;24.0
1294;Gerbera's onder glas;Sluipwesp tegen bladluis (Volucre);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1295;Gerbera's onder glas;Sluipwesp tegen bladluis (Volucre);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1296;Gerbera's onder glas;Sluipwesp tegen dopluis (Flav);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1297;Gerbera's onder glas;Sluipwesp tegen dopluis (Flav);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1298;Gerbera's onder glas;Sluipwesp tegen wolluis (Fusc);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1299;Gerbera's onder glas;Sluipwesp tegen wolluis (Fusc);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1300;Gerbera's onder glas;Sluipwesp tegen rups (Acha);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1301;Gerbera's onder glas;Sluipwesp tegen rups (Acha);2016;2.0;3.5;2;1.0;0.0;0.0;0.0;0.0;1.1;1.1;1.0;1.0;0.0;0.0;0.0;0.0;3978;0.0;0.0;0.0;0.0;12.8;51.3;24.0;12.0;0.0;0.0;0.0;0.0;21;2082.0
1302;Gerbera's onder glas;Roofwants tegen trips (Insi);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1303;Gerbera's onder glas;Roofwants tegen trips (Insi);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1304;Gerbera's onder glas;Roofwants tegen trips (Maju);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1305;Gerbera's onder glas;Roofwants tegen trips (Maju);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1306;Gerbera's onder glas;Roofwants tegen trips (Laev);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1307;Gerbera's onder glas;Roofwants tegen trips (Laev);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1308;Gerbera's onder glas;Zweefvlieg tegen bladluis (Ruep);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1309;Gerbera's onder glas;Zweefvlieg tegen bladluis (Ruep);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1310;Gerbera's onder glas;Roofkever tegen dopluis;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1311;Gerbera's onder glas;Roofkever tegen dopluis;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1312;Gerbera's onder glas;Roofkever tegen bladluis (Quad);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1313;Gerbera's onder glas;Roofkever tegen bladluis (Quad);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1314;Gerbera's onder glas;Roofkever tegen varenrouwmug;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1315;Gerbera's onder glas;Roofkever tegen varenrouwmug;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1316;Gerbera's onder glas;Aaltjes tegen kevers (Megi)             ;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1317;Gerbera's onder glas;Aaltjes tegen kevers (Megi)             ;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1318;Gerbera's onder glas;Sluipwesp tegen rups (Evan/Bras);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1319;Gerbera's onder glas;Sluipwesp tegen rups (Evan/Bras);2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1320;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Form...;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
1321;Gerbera's onder glas;Sluipwesp tegen witte vlieg (Form...;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;;;;;;;;;;;;0;
