ID;Afzet;BedrijfstakkenSBI2008;Perioden;Wegingscoefficient_1;Indexcijfers_2;MaandOpMaandOntwikkeling_3;JaarOpJaarOntwikkeling_4
0;Totaal;B Winning van delfstoffen;1981 januari;0;69.8;;
1;Totaal;B Winning van delfstoffen;1981 februari;0;70.2;0.6;
2;Totaal;B Winning van delfstoffen;1981 maart;0;70.5;0.4;
3;Totaal;B Winning van delfstoffen;1981 april;0;70.5;0.0;
4;Totaal;B Winning van delfstoffen;1981 mei;0;70.8;0.4;
5;Totaal;B Winning van delfstoffen;1981 juni;0;71.4;1.0;
6;Totaal;B Winning van delfstoffen;1981 juli;0;72.2;1.0;
7;Totaal;B Winning van delfstoffen;1981 augustus;0;72.1;-0.1;
8;Totaal;B Winning van delfstoffen;1981 september;0;72.0;-0.2;
9;Totaal;B Winning van delfstoffen;1981 oktober;0;71.9;-0.1;
10;Totaal;B Winning van delfstoffen;1981 november;0;71.9;0.0;
11;Totaal;B Winning van delfstoffen;1981 december;0;71.9;0.0;
12;Totaal;B Winning van delfstoffen;1981;0;71.3;;
13;Totaal;B Winning van delfstoffen;1982 januari;0;75.2;4.5;7.6
14;Totaal;B Winning van delfstoffen;1982 februari;0;75.7;0.8;7.8
15;Totaal;B Winning van delfstoffen;1982 maart;0;76.2;0.7;8.1
16;Totaal;B Winning van delfstoffen;1982 april;0;77.1;1.2;9.4
17;Totaal;B Winning van delfstoffen;1982 mei;0;77.4;0.3;9.4
18;Totaal;B Winning van delfstoffen;1982 juni;0;77.1;-0.3;8.0
19;Totaal;B Winning van delfstoffen;1982 juli;0;76.9;-0.3;6.5
20;Totaal;B Winning van delfstoffen;1982 augustus;0;76.6;-0.4;6.2
21;Totaal;B Winning van delfstoffen;1982 september;0;76.1;-0.6;5.7
22;Totaal;B Winning van delfstoffen;1982 oktober;0;76.0;0.0;5.7
23;Totaal;B Winning van delfstoffen;1982 november;0;76.6;0.8;6.6
24;Totaal;B Winning van delfstoffen;1982 december;0;76.8;0.2;6.7
25;Totaal;B Winning van delfstoffen;1982;0;76.5;;7.3
26;Totaal;B Winning van delfstoffen;1983 januari;0;77.1;0.3;2.5
27;Totaal;B Winning van delfstoffen;1983 februari;0;77.0;-0.1;1.7
28;Totaal;B Winning van delfstoffen;1983 maart;0;76.9;0.0;0.9
29;Totaal;B Winning van delfstoffen;1983 april;0;76.9;0.0;-0.3
30;Totaal;B Winning van delfstoffen;1983 mei;0;77.1;0.2;-0.4
31;Totaal;B Winning van delfstoffen;1983 juni;0;77.5;0.5;0.5
32;Totaal;B Winning van delfstoffen;1983 juli;0;77.7;0.3;1.1
33;Totaal;B Winning van delfstoffen;1983 augustus;0;78.8;1.4;2.9
34;Totaal;B Winning van delfstoffen;1983 september;0;80.2;1.8;5.5
35;Totaal;B Winning van delfstoffen;1983 oktober;0;80.3;0.1;5.6
36;Totaal;B Winning van delfstoffen;1983 november;0;80.9;0.7;5.5
37;Totaal;B Winning van delfstoffen;1983 december;0;81.5;0.7;6.1
38;Totaal;B Winning van delfstoffen;1983;0;78.5;;2.6
39;Totaal;B Winning van delfstoffen;1984 januari;0;83.7;2.7;8.6
40;Totaal;B Winning van delfstoffen;1984 februari;0;86.3;3.2;12.1
41;Totaal;B Winning van delfstoffen;1984 maart;0;86.9;0.6;12.9
42;Totaal;B Winning van delfstoffen;1984 april;0;87.2;0.4;13.4
43;Totaal;B Winning van delfstoffen;1984 mei;0;86.8;-0.5;12.7
44;Totaal;B Winning van delfstoffen;1984 juni;0;87.1;0.3;12.4
45;Totaal;B Winning van delfstoffen;1984 juli;0;87.3;0.2;12.4
46;Totaal;B Winning van delfstoffen;1984 augustus;0;85.8;-1.7;8.9
47;Totaal;B Winning van delfstoffen;1984 september;0;85.1;-0.8;6.1
48;Totaal;B Winning van delfstoffen;1984 oktober;0;84.9;-0.2;5.7
49;Totaal;B Winning van delfstoffen;1984 november;0;84.6;-0.4;4.6
50;Totaal;B Winning van delfstoffen;1984 december;0;84.2;-0.5;3.4
51;Totaal;B Winning van delfstoffen;1984;0;85.8;;9.4
52;Totaal;B Winning van delfstoffen;1985 januari;0;84.7;0.6;1.2
53;Totaal;B Winning van delfstoffen;1985 februari;0;85.2;0.7;-1.3
54;Totaal;B Winning van delfstoffen;1985 maart;0;85.6;0.4;-1.5
55;Totaal;B Winning van delfstoffen;1985 april;0;88.7;3.6;1.7
56;Totaal;B Winning van delfstoffen;1985 mei;0;89.3;0.7;2.9
57;Totaal;B Winning van delfstoffen;1985 juni;0;87.7;-1.8;0.7
58;Totaal;B Winning van delfstoffen;1985 juli;0;88.2;0.6;1.0
59;Totaal;B Winning van delfstoffen;1985 augustus;0;86.5;-1.9;0.8
60;Totaal;B Winning van delfstoffen;1985 september;0;87.1;0.7;2.4
61;Totaal;B Winning van delfstoffen;1985 oktober;0;81.5;-6.5;-4.0
62;Totaal;B Winning van delfstoffen;1985 november;0;79.1;-3.0;-6.6
63;Totaal;B Winning van delfstoffen;1985 december;0;77.5;-2.0;-7.9
64;Totaal;B Winning van delfstoffen;1985;0;85.1;;-0.9
65;Totaal;B Winning van delfstoffen;1986 januari;0;74.5;-3.8;-12.0
66;Totaal;B Winning van delfstoffen;1986 februari;0;73.0;-2.1;-14.4
67;Totaal;B Winning van delfstoffen;1986 maart;0;72.0;-1.4;-15.9
68;Totaal;B Winning van delfstoffen;1986 april;0;67.8;-5.8;-23.6
69;Totaal;B Winning van delfstoffen;1986 mei;0;69.2;2.0;-22.6
70;Totaal;B Winning van delfstoffen;1986 juni;0;67.3;-2.6;-23.2
71;Totaal;B Winning van delfstoffen;1986 juli;0;59.4;-11.9;-32.7
72;Totaal;B Winning van delfstoffen;1986 augustus;0;59.7;0.6;-31.0
73;Totaal;B Winning van delfstoffen;1986 september;0;54.4;-8.9;-37.6
74;Totaal;B Winning van delfstoffen;1986 oktober;0;49.5;-9.0;-39.2
75;Totaal;B Winning van delfstoffen;1986 november;0;47.7;-3.7;-39.7
76;Totaal;B Winning van delfstoffen;1986 december;0;47.0;-1.5;-39.4
77;Totaal;B Winning van delfstoffen;1986;0;61.8;;-27.4
78;Totaal;B Winning van delfstoffen;1987 januari;0;40.6;-13.5;-45.5
79;Totaal;B Winning van delfstoffen;1987 februari;0;40.2;-1.0;-44.9
80;Totaal;B Winning van delfstoffen;1987 maart;0;40.3;0.1;-44.0
81;Totaal;B Winning van delfstoffen;1987 april;0;42.8;6.3;-36.8
82;Totaal;B Winning van delfstoffen;1987 mei;0;43.2;0.9;-37.5
83;Totaal;B Winning van delfstoffen;1987 juni;0;45.5;5.3;-32.4
84;Totaal;B Winning van delfstoffen;1987 juli;0;46.7;2.5;-21.4
85;Totaal;B Winning van delfstoffen;1987 augustus;0;47.2;1.2;-20.9
86;Totaal;B Winning van delfstoffen;1987 september;0;46.1;-2.5;-15.3
87;Totaal;B Winning van delfstoffen;1987 oktober;0;44.6;-3.1;-9.8
88;Totaal;B Winning van delfstoffen;1987 november;0;43.8;-1.9;-8.2
89;Totaal;B Winning van delfstoffen;1987 december;0;43.4;-0.8;-7.6
90;Totaal;B Winning van delfstoffen;1987;0;43.7;;-29.2
91;Totaal;B Winning van delfstoffen;1988 januari;0;41.6;-4.1;2.4
92;Totaal;B Winning van delfstoffen;1988 februari;0;41.4;-0.6;2.8
93;Totaal;B Winning van delfstoffen;1988 maart;0;41.5;0.3;3.0
94;Totaal;B Winning van delfstoffen;1988 april;0;40.9;-1.4;-4.5
95;Totaal;B Winning van delfstoffen;1988 mei;0;41.9;2.4;-3.0
96;Totaal;B Winning van delfstoffen;1988 juni;0;40.9;-2.3;-10.1
97;Totaal;B Winning van delfstoffen;1988 juli;0;42.1;2.9;-9.7
98;Totaal;B Winning van delfstoffen;1988 augustus;0;42.6;1.2;-9.8
99;Totaal;B Winning van delfstoffen;1988 september;0;39.2;-8.1;-15.0
100;Totaal;B Winning van delfstoffen;1988 oktober;0;39.2;0.1;-12.1
101;Totaal;B Winning van delfstoffen;1988 november;0;38.5;-1.8;-12.0
102;Totaal;B Winning van delfstoffen;1988 december;0;38.5;-0.1;-11.4
103;Totaal;B Winning van delfstoffen;1988;0;40.7;;-6.9
104;Totaal;B Winning van delfstoffen;1989 januari;0;38.8;0.9;-6.8
105;Totaal;B Winning van delfstoffen;1989 februari;0;39.2;1.0;-5.3
106;Totaal;B Winning van delfstoffen;1989 maart;0;39.6;1.1;-4.5
107;Totaal;B Winning van delfstoffen;1989 april;0;40.9;3.3;0.0
108;Totaal;B Winning van delfstoffen;1989 mei;0;42.2;3.1;0.7
109;Totaal;B Winning van delfstoffen;1989 juni;0;44.4;5.1;8.4
110;Totaal;B Winning van delfstoffen;1989 juli;0;45.1;1.6;7.0
111;Totaal;B Winning van delfstoffen;1989 augustus;0;44.6;-1.2;4.5
112;Totaal;B Winning van delfstoffen;1989 september;0;43.5;-2.3;11.1
113;Totaal;B Winning van delfstoffen;1989 oktober;0;43.1;-1.1;9.8
114;Totaal;B Winning van delfstoffen;1989 november;0;42.8;-0.6;11.2
115;Totaal;B Winning van delfstoffen;1989 december;0;42.2;-1.4;9.8
116;Totaal;B Winning van delfstoffen;1989;0;42.2;;3.7
117;Totaal;B Winning van delfstoffen;1990 januari;0;45.2;7.1;16.6
118;Totaal;B Winning van delfstoffen;1990 februari;0;45.5;0.6;16.1
119;Totaal;B Winning van delfstoffen;1990 maart;0;45.4;-0.3;14.6
120;Totaal;B Winning van delfstoffen;1990 april;0;46.0;1.3;12.3
121;Totaal;B Winning van delfstoffen;1990 mei;0;46.2;0.5;9.5
122;Totaal;B Winning van delfstoffen;1990 juni;0;46.9;1.5;5.7
123;Totaal;B Winning van delfstoffen;1990 juli;0;45.0;-4.0;-0.1
124;Totaal;B Winning van delfstoffen;1990 augustus;0;45.6;1.4;2.4
125;Totaal;B Winning van delfstoffen;1990 september;0;44.0;-3.7;1.0
126;Totaal;B Winning van delfstoffen;1990 oktober;0;44.0;0.0;2.1
127;Totaal;B Winning van delfstoffen;1990 november;0;43.9;-0.3;2.4
128;Totaal;B Winning van delfstoffen;1990 december;0;44.1;0.5;4.4
129;Totaal;B Winning van delfstoffen;1990;0;45.2;;7.0
130;Totaal;B Winning van delfstoffen;1991 januari;0;48.7;10.6;7.7
131;Totaal;B Winning van delfstoffen;1991 februari;0;49.3;1.2;8.3
132;Totaal;B Winning van delfstoffen;1991 maart;0;49.9;1.1;9.9
133;Totaal;B Winning van delfstoffen;1991 april;0;50.7;1.8;10.4
134;Totaal;B Winning van delfstoffen;1991 mei;0;51.3;1.1;11.0
135;Totaal;B Winning van delfstoffen;1991 juni;0;51.5;0.4;9.8
136;Totaal;B Winning van delfstoffen;1991 juli;0;48.9;-5.1;8.5
137;Totaal;B Winning van delfstoffen;1991 augustus;0;49.3;0.9;8.0
138;Totaal;B Winning van delfstoffen;1991 september;0;49.6;0.6;12.8
139;Totaal;B Winning van delfstoffen;1991 oktober;0;46.5;-6.1;5.9
140;Totaal;B Winning van delfstoffen;1991 november;0;45.1;-3.2;2.7
141;Totaal;B Winning van delfstoffen;1991 december;0;44.4;-1.4;0.8
142;Totaal;B Winning van delfstoffen;1991;0;48.8;;8.0
143;Totaal;B Winning van delfstoffen;1992 januari;0;44.8;0.9;-8.0
144;Totaal;B Winning van delfstoffen;1992 februari;0;44.9;0.2;-8.9
145;Totaal;B Winning van delfstoffen;1992 maart;0;44.8;-0.3;-10.2
146;Totaal;B Winning van delfstoffen;1992 april;0;44.7;-0.1;-11.8
147;Totaal;B Winning van delfstoffen;1992 mei;0;45.1;0.8;-12.1
148;Totaal;B Winning van delfstoffen;1992 juni;0;46.5;3.0;-9.8
149;Totaal;B Winning van delfstoffen;1992 juli;0;46.4;-0.2;-5.1
150;Totaal;B Winning van delfstoffen;1992 augustus;0;46.7;0.7;-5.2
151;Totaal;B Winning van delfstoffen;1992 september;0;45.2;-3.1;-8.7
152;Totaal;B Winning van delfstoffen;1992 oktober;0;43.6;-3.8;-6.4
153;Totaal;B Winning van delfstoffen;1992 november;0;43.3;-0.5;-3.8
154;Totaal;B Winning van delfstoffen;1992 december;0;43.4;0.2;-2.2
155;Totaal;B Winning van delfstoffen;1992;0;45.0;;-7.8
156;Totaal;B Winning van delfstoffen;1993 januari;0;41.5;-4.5;-7.5
157;Totaal;B Winning van delfstoffen;1993 februari;0;41.6;0.3;-7.4
