ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;TotaleOppervlakte_5;TotaalVerkeersterrein_6;Spoorterrein_7;Wegverkeersterrein_8;Vliegveld_9;TotaalBebouwdTerrein_10;Woonterrein_11;TerreinVoorDetailhandelEnHoreca_12;TerreinVoorOpenbareVoorzieningen_13;TerreinVoorSociaalCultureleVoorz_14;Bedrijventerrein_15;TotaalSemiBebouwdTerrein_16;Stortplaats_17;Wrakkenopslagplaats_18;Begraafplaats_19;Delfstofwinplaats_20;Bouwterrein_21;SemiVerhardOverigTerrein_22;TotaalRecreatieterrein_23;ParkEnPlantsoen_24;Sportterrein_25;Volkstuin_26;DagrecreatiefTerrein_27;VerblijfsrecreatiefTerrein_28;TotaalAgrarischTerrein_29;TerreinVoorGlastuinbouw_30;OverigAgrarischTerrein_31;TotaalBosEnOpenNatuurlijkTerrein_32;Bos_33;OpenDroogNatuurlijkTerrein_34;OpenNatNatuurlijkTerrein_35;TotaalBinnenwater_36;IJsselmeerMarkermeer_37;AfgeslotenZeearm_38;RijnEnMaas_39;Randmeer_40;Spaarbekken_41;RecreatiefBinnenwater_42;BinnenwaterVoorDelfstofwinning_43;VloeiEnOfSlibveld_44;OverigBinnenwater_45;TotaalBuitenwater_46;WaddenzeeEemsDollard_47;Oosterschelde_48;Westerschelde_49;Noordzee_50
3250;Verspreide huizen Rossum;Dinkelland                              ;Buurt     ;BU17741799;1;2519;44;0;44;0;1;0;0;0;0;0;2;0;0;0;2;0;0;2;0;1;0;0;1;2032;0;2032;434;416;15;3;4;;;;;0;0;0;0;4;;;;;
3251;Wijk 18 Saasveld;Dinkelland                              ;Wijk      ;WK177418  ;1;2198;49;0;49;0;26;15;1;0;2;8;6;0;0;0;0;5;0;22;0;10;0;0;12;1926;0;1926;163;160;0;3;6;;;;;0;0;0;0;6;;;;;
3252;Saasveld;Dinkelland                              ;Buurt     ;BU17741810;1;40;2;0;2;0;18;14;1;0;2;0;2;0;0;0;0;2;0;6;0;6;0;0;0;12;0;12;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3253;Verspreide huizen Saasveld;Dinkelland                              ;Buurt     ;BU17741899;1;2158;47;0;47;0;9;0;0;0;0;8;4;0;0;0;0;4;0;16;0;4;0;0;12;1914;0;1914;163;160;0;3;6;;;;;0;0;0;0;6;;;;;
3254;Wijk 19 Deurningen;Dinkelland                              ;Wijk      ;WK177419  ;1;1866;71;9;63;0;44;31;6;0;0;7;8;0;0;1;0;7;0;15;0;9;0;6;0;1365;2;1363;357;344;7;6;6;;;;;0;0;0;0;6;;;;;
3255;Kern Deurningen;Dinkelland                              ;Buurt     ;BU17741910;1;56;2;0;2;0;38;30;5;0;0;3;5;0;0;1;0;5;0;6;0;6;0;0;0;4;0;4;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3256;Verspreide huizen Deurningen;Dinkelland                              ;Buurt     ;BU17741999;1;1810;69;9;61;0;6;0;1;0;0;4;2;0;0;0;0;2;0;8;0;2;0;6;0;1362;2;1359;357;343;7;6;6;;;;;0;0;0;0;6;;;;;
3257;Wijk 20 Nutter;Dinkelland                              ;Wijk      ;WK177420  ;1;535;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;9;433;0;433;84;84;0;0;0;;;;;0;0;0;0;0;;;;;
3258;Verspreide huizen Nutter;Dinkelland                              ;Buurt     ;BU17742099;1;535;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;9;433;0;433;84;84;0;0;0;;;;;0;0;0;0;0;;;;;
3259;Wijk 21 Oud Ootmarsum;Dinkelland                              ;Wijk      ;WK177421  ;1;748;16;0;16;0;3;1;0;1;0;1;0;0;0;0;0;0;0;12;0;0;0;3;9;612;0;612;101;99;2;0;3;;;;;0;0;0;0;3;;;;;
3260;Verspreide huizen Oud Ootmarsum;Dinkelland                              ;Buurt     ;BU17742199;1;748;16;0;16;0;3;1;0;1;0;1;0;0;0;0;0;0;0;12;0;0;0;3;9;612;0;612;101;99;2;0;3;;;;;0;0;0;0;3;;;;;
3261;Doesburg;Doesburg                                ;Gemeente  ;GM0221    ;.;1296;51;0;51;0;232;177;5;0;8;42;7;0;0;3;0;4;0;97;36;12;4;0;45;737;0;737;29;11;0;18;143;;;24.0;;0;8;0;0;111;;;;;
3262;Wijk 01;Doesburg                                ;Wijk      ;WK022101  ;1;1296;51;0;51;0;232;177;5;0;8;42;7;0;0;3;0;4;0;97;36;12;4;0;45;737;0;737;29;11;0;18;143;;;24.0;;0;8;0;0;111;;;;;
3263;De oude Stad binnen de gracht;Doesburg                                ;Buurt     ;BU02210100;1;82;4;0;4;0;57;38;5;0;7;8;2;0;0;2;0;0;0;9;8;0;1;0;0;1;0;1;1;0;0;1;8;;;0.0;;0;2;0;0;6;;;;;
3264;Noordelijk Molenveld;Doesburg                                ;Buurt     ;BU02210101;1;47;4;0;4;0;19;19;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;11;0;11;6;6;0;0;5;;;;;0;0;0;0;5;;;;;
3265;Zuidelijk Molenveld;Doesburg                                ;Buurt     ;BU02210102;1;23;1;0;1;0;15;15;0;0;0;0;1;0;0;1;0;0;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3266;De Ooi;Doesburg                                ;Buurt     ;BU02210103;1;72;5;0;5;0;34;31;0;0;1;2;0;0;0;0;0;0;0;11;4;6;1;0;0;7;0;7;9;0;0;9;6;;;;;0;0;0;0;6;;;;;
3267;Beinum I;Doesburg                                ;Buurt     ;BU02210104;1;60;3;0;3;0;49;49;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;0;2;0;2;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
3268;Beinum II;Doesburg                                ;Buurt     ;BU02210105;1;67;5;0;5;0;24;24;0;0;0;0;4;0;0;0;0;4;0;1;1;0;0;0;0;33;0;33;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3269;Bedrijventerrein Beinum;Doesburg                                ;Buurt     ;BU02210106;1;38;10;0;10;0;17;1;0;0;0;17;0;0;0;0;0;0;0;7;6;1;0;0;0;2;0;2;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3270;Bedrijventerrein Verhuellweg;Doesburg                                ;Buurt     ;BU02210107;1;22;2;0;2;0;13;0;0;0;0;13;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;6;;;1.0;;0;1;0;0;4;;;;;
3271;Verspreide huizen Noordoost;Doesburg                                ;Buurt     ;BU02210108;1;441;14;0;14;0;2;0;0;0;0;2;0;0;0;0;0;0;0;50;4;1;0;0;45;347;0;347;3;3;0;0;25;;;;;0;5;0;0;20;;;;;
3272;Verspreide huizen Fraterswaard-Noordoost;Doesburg                                ;Buurt     ;BU02210109;1;341;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;0;284;9;0;0;9;46;;;7.0;;0;0;0;0;39;;;;;
3273;Verspreide huizen IJssel en Oude IJssel;Doesburg                                ;Buurt     ;BU02210110;1;103;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;50;0;50;0;0;0;0;46;;;16.0;;0;0;0;0;30;;;;;
3274;Doetinchem;Doetinchem                              ;Gemeente  ;GM0222    ;.;7966;310;18;293;0;1430;927;58;21;82;341;112;4;5;19;0;83;0;280;137;102;4;9;28;4968;4;4964;805;795;3;7;61;;;;;0;6;0;0;54;;;;;
3275;Wijk 01 Doetinchem Centrum;Doetinchem                              ;Wijk      ;WK022201  ;1;126;7;0;7;0;111;58;31;2;11;8;5;0;0;2;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3276;Stadscentrum-Zuid;Doetinchem                              ;Buurt     ;BU02220101;1;19;1;0;1;0;16;0;16;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3277;Torenallee;Doetinchem                              ;Buurt     ;BU02220102;1;12;1;0;1;0;10;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3278;Het Loo;Doetinchem                              ;Buurt     ;BU02220103;1;21;1;0;1;0;17;9;0;0;4;4;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3279;Stadscentrum-Noord;Doetinchem                              ;Buurt     ;BU02220104;1;21;1;0;1;0;20;8;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3280;De Pas-Noord;Doetinchem                              ;Buurt     ;BU02220105;1;25;2;0;2;0;22;12;5;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3281;De Pas-Zuid;Doetinchem                              ;Buurt     ;BU02220106;1;27;1;0;1;0;25;20;0;2;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3282;Wijk 02;Doetinchem                              ;Wijk      ;WK022202  ;1;322;8;0;8;0;128;114;4;0;8;2;0;0;0;0;0;0;0;45;41;3;1;0;0;135;0;135;3;3;0;0;3;;;;;0;2;0;0;1;;;;;
3283;Muziekbuurt;Doetinchem                              ;Buurt     ;BU02220201;1;22;1;0;1;0;20;15;2;0;3;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3284;Schrijvers en dichtersbuurt;Doetinchem                              ;Buurt     ;BU02220202;1;39;1;0;1;0;24;21;0;0;4;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;1;0;0;1;;;;;
3285;Wiltinksbrug;Doetinchem                              ;Buurt     ;BU02220203;1;11;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3286;Overstegen-West;Doetinchem                              ;Buurt     ;BU02220204;1;41;1;0;1;0;33;31;1;0;1;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3287;Overstegen-Oost;Doetinchem                              ;Buurt     ;BU02220205;1;36;2;0;2;0;28;28;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3288;Wonninkhage;Doetinchem                              ;Buurt     ;BU02220206;1;30;1;0;1;0;9;9;0;0;0;0;0;0;0;0;0;0;0;20;18;3;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3289;Buitengebied de Gaarde;Doetinchem                              ;Buurt     ;BU02220207;1;20;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;16;0;16;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
3290;Wassinkbrink-Zuidoost;Doetinchem                              ;Buurt     ;BU02220208;1;124;2;0;2;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;116;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
3291;Wijk 03;Doetinchem                              ;Wijk      ;WK022203  ;1;69;3;0;3;0;61;51;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3292;Holterbroek;Doetinchem                              ;Buurt     ;BU02220301;1;8;1;0;1;0;8;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3293;Schöneveld-Zuid;Doetinchem                              ;Buurt     ;BU02220302;1;22;1;0;1;0;20;15;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3294;Schöneveld-Noord;Doetinchem                              ;Buurt     ;BU02220303;1;39;1;0;1;0;33;29;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3295;Wijk 04;Doetinchem                              ;Wijk      ;WK022204  ;1;2093;64;5;60;0;82;70;1;0;7;4;29;0;0;10;0;19;0;44;6;11;2;6;20;1427;0;1427;440;439;0;1;7;;;;;0;0;0;0;7;;;;;
3296;Oosseld en Vijverberg-Zuidwest;Doetinchem                              ;Buurt     ;BU02220401;1;73;7;1;6;0;56;56;0;0;0;0;2;0;0;0;0;2;0;7;6;1;1;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3297;Buitengebied Polmanlaan;Doetinchem                              ;Buurt     ;BU02220402;1;104;5;1;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;72;25;25;0;0;0;;;;;0;0;0;0;0;;;;;
3298;Buitengebied de Wrange;Doetinchem                              ;Buurt     ;BU02220403;1;165;6;1;5;0;1;0;0;0;1;0;2;0;0;0;0;2;0;11;0;0;0;0;11;101;0;101;44;44;0;0;0;;;;;0;0;0;0;0;;;;;
3299;Koekendaal en Vijverberg-Noordoost;Doetinchem                              ;Buurt     ;BU02220404;1;156;8;1;7;0;15;14;0;0;1;0;16;0;0;0;0;16;0;15;0;9;0;6;0;57;0;57;44;44;0;0;1;;;;;0;0;0;0;1;;;;;
3300;Buitengebied Vossenstraat;Doetinchem                              ;Buurt     ;BU02220405;1;76;2;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;59;0;59;12;12;0;0;0;;;;;0;0;0;0;0;;;;;
3301;Buitengebied Nutselaer en Abdij;Doetinchem                              ;Buurt     ;BU02220406;1;365;8;0;8;0;3;0;0;0;1;2;10;0;0;10;0;0;0;0;0;0;0;0;0;248;0;248;95;95;0;0;1;;;;;0;0;0;0;1;;;;;
3302;Buitengebied IJzevoorde;Doetinchem                              ;Buurt     ;BU02220407;1;410;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;367;0;367;29;29;0;0;0;;;;;0;0;0;0;0;;;;;
3303;Buitengebied Slangenburg;Doetinchem                              ;Buurt     ;BU02220408;1;745;15;0;15;0;3;0;0;0;3;0;0;0;0;0;0;0;0;8;0;1;0;0;7;524;0;524;190;189;0;1;5;;;;;0;0;0;0;5;;;;;
3304;Wijk 05;Doetinchem                              ;Wijk      ;WK022205  ;1;273;28;1;27;0;142;0;5;3;5;129;25;0;5;0;0;19;0;2;2;0;0;0;0;70;0;70;3;3;0;0;4;;;;;0;0;0;0;4;;;;;
3305;Hamburgerbroek;Doetinchem                              ;Buurt     ;BU02220501;1;23;2;1;1;0;18;0;0;0;0;18;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3306;Verheulsweide-Noord;Doetinchem                              ;Buurt     ;BU02220502;1;36;2;1;1;0;24;0;0;2;0;22;9;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3307;Verheulsweide-Zuid;Doetinchem                              ;Buurt     ;BU02220503;1;137;15;0;15;0;99;0;5;1;5;87;13;0;5;0;0;8;0;1;1;0;0;0;0;5;0;5;2;2;0;0;2;;;;;0;0;0;0;2;;;;;
3308;Buitengebied Kemnaderallee;Doetinchem                              ;Buurt     ;BU02220504;1;78;10;0;10;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;65;2;2;0;0;1;;;;;0;0;0;0;1;;;;;
3309;Wijk 06;Doetinchem                              ;Wijk      ;WK022206  ;1;542;20;2;18;0;220;162;3;4;2;49;7;3;0;0;0;4;0;87;46;39;0;1;0;183;0;183;5;5;0;0;20;;;;;0;5;0;0;15;;;;;
3310;De Hoop-Noord;Doetinchem                              ;Buurt     ;BU02220601;1;36;4;0;3;0;24;23;0;0;0;1;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3311;De Huet fase 1 + 3;Doetinchem                              ;Buurt     ;BU02220602;1;39;2;1;1;0;29;29;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3312;De Huet fase 2;Doetinchem                              ;Buurt     ;BU02220603;1;38;1;0;1;0;30;28;0;0;2;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3313;De Huet fase 4;Doetinchem                              ;Buurt     ;BU02220604;1;30;1;0;1;0;20;17;3;0;0;0;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3314;De Huet fase 6 + 7;Doetinchem                              ;Buurt     ;BU02220605;1;67;3;1;2;0;34;34;0;0;0;0;7;3;0;0;0;4;0;14;9;5;0;0;0;8;0;8;0;0;0;0;2;;;;;0;2;0;0;0;;;;;
3315;De Huet fase 5;Doetinchem                              ;Buurt     ;BU02220606;1;38;1;0;1;0;29;29;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;1;0;1;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
3316;Sportpark Zuid;Doetinchem                              ;Buurt     ;BU02220607;1;51;3;0;3;0;4;0;0;4;0;0;0;0;0;0;0;0;0;39;3;34;0;1;0;0;0;0;0;0;0;0;4;;;;;0;2;0;0;2;;;;;
3317;Bedrijventerrein De Huet;Doetinchem                              ;Buurt     ;BU02220608;1;57;2;0;2;0;48;0;0;0;0;48;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;3;0;0;3;;;;;0;0;0;0;3;;;;;
3318;Buitengebied De Huet;Doetinchem                              ;Buurt     ;BU02220609;1;187;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;0;174;2;2;0;0;7;;;;;0;0;0;0;7;;;;;
3319;Wijk 07;Doetinchem                              ;Wijk      ;WK022207  ;1;405;33;1;32;0;172;103;4;0;3;61;15;0;0;0;0;15;0;29;21;7;1;0;0;146;0;146;2;2;0;0;7;;;;;0;0;0;0;7;;;;;
3320;Buitengebied Dichteren Noordwest;Doetinchem                              ;Buurt     ;BU02220701;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3321;Romantische buurt Noord;Doetinchem                              ;Buurt     ;BU02220702;1;20;1;0;1;0;15;15;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3322;Romantische buurt Zuid;Doetinchem                              ;Buurt     ;BU02220703;1;24;1;0;1;0;12;12;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;9;0;9;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3323;Landelijk Wonen;Doetinchem                              ;Buurt     ;BU02220704;1;23;1;0;1;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3324;Kleurrijke buurt;Doetinchem                              ;Buurt     ;BU02220705;1;25;0;0;0;0;12;9;0;0;3;0;0;0;0;0;0;0;0;7;3;4;0;0;0;3;0;3;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3325;Stadskwartier-Zuid;Doetinchem                              ;Buurt     ;BU02220706;1;23;0;0;0;0;15;14;0;0;0;0;0;0;0;0;0;0;0;5;1;3;0;0;0;4;0;4;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3326;Stadskwartier-Noord;Doetinchem                              ;Buurt     ;BU02220707;1;15;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3327;Buitengebied en Dichterem-Oost;Doetinchem                              ;Buurt     ;BU02220708;1;92;13;0;13;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;77;0;77;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3328;Bedrijventerrein en Wijnbergen;Doetinchem                              ;Buurt     ;BU02220709;1;84;13;0;13;0;60;0;2;0;0;58;4;0;0;0;0;4;0;1;1;0;0;0;0;2;0;2;2;2;0;0;2;;;;;0;0;0;0;2;;;;;
3329;Wijnbergen-het Westem;Doetinchem                              ;Buurt     ;BU02220710;1;22;1;0;1;0;6;6;0;0;0;0;9;0;0;0;0;9;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3330;Wijnbergen-het Midden;Doetinchem                              ;Buurt     ;BU02220711;1;16;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;13;0;13;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3331;Wijnbergen-het Oosten;Doetinchem                              ;Buurt     ;BU02220712;1;26;1;0;1;0;8;6;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;11;0;11;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
3332;De Hoop-Zuid;Doetinchem                              ;Buurt     ;BU02220713;1;25;2;0;2;0;14;13;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;4;0;4;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3333;Wijk 08;Doetinchem                              ;Wijk      ;WK022208  ;1;181;7;0;7;0;65;12;0;5;6;41;13;0;0;0;0;13;0;0;0;0;0;0;0;89;2;87;2;2;0;0;5;;;;;0;0;0;0;5;;;;;
3334;IJsseltuin en Heelweg;Doetinchem                              ;Buurt     ;BU02220801;1;26;2;0;2;0;12;8;0;0;4;0;11;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
3335;Bedrijventerrein Keppelseweg;Doetinchem                              ;Buurt     ;BU02220802;1;50;3;0;3;0;42;0;0;5;2;34;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
3336;Buitengebied Keppelseweg;Doetinchem                              ;Buurt     ;BU02220803;1;85;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;2;77;1;1;0;0;3;;;;;0;0;0;0;3;;;;;
3337;Langerak-Zuid;Doetinchem                              ;Buurt     ;BU02220804;1;21;0;0;0;0;10;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3338;Wijk 09;Doetinchem                              ;Wijk      ;WK022209  ;1;675;16;0;16;0;156;132;2;6;16;0;7;0;0;6;0;1;0;33;15;15;0;2;1;354;0;354;109;106;3;0;0;;;;;0;0;0;0;0;;;;;
3339;Het Loo;Doetinchem                              ;Buurt     ;BU02220901;1;14;0;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3340;De Happert Ziekenhuis;Doetinchem                              ;Buurt     ;BU02220902;1;22;0;0;0;0;18;11;0;0;7;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3341;De Kruisberg;Doetinchem                              ;Buurt     ;BU02220903;1;39;1;0;1;0;19;11;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;11;11;0;0;0;;;;;0;0;0;0;0;;;;;
3342;De Happert Leerinkstraat;Doetinchem                              ;Buurt     ;BU02220904;1;31;1;0;1;0;25;21;2;0;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3343;De IJkenberg;Doetinchem                              ;Buurt     ;BU02220905;1;42;1;0;1;0;37;37;0;0;1;0;2;0;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3344;De Bezelhorst;Doetinchem                              ;Buurt     ;BU02220906;1;40;1;0;1;0;31;31;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3345;Buitengebied De Kruisberg;Doetinchem                              ;Buurt     ;BU02220907;1;143;3;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;18;1;15;0;2;0;75;0;75;46;44;2;0;0;;;;;0;0;0;0;0;;;;;
3346;Buitengebied Groot Hagen;Doetinchem                              ;Buurt     ;BU02220908;1;119;2;0;2;0;9;5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;70;38;37;1;0;0;;;;;0;0;0;0;0;;;;;
3347;Langerak-Noord;Doetinchem                              ;Buurt     ;BU02220909;1;13;0;0;0;0;3;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;7;0;7;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
3348;Buitengebied Christoffelstraat;Doetinchem                              ;Buurt     ;BU02220910;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;4;4;0;0;0;;;;;0;0;0;0;0;;;;;
3349;Wassinkbrink-Noordwest;Doetinchem                              ;Buurt     ;BU02220911;1;203;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;189;0;189;9;9;0;0;0;;;;;0;0;0;0;0;;;;;
3350;Wijk 11 Buitengebied Doetinchem;Doetinchem                              ;Wijk      ;WK022211  ;1;915;31;3;28;0;135;110;4;0;1;20;0;0;0;0;0;0;0;18;4;14;0;0;0;673;1;672;48;42;0;6;10;;;;;0;0;0;0;10;;;;;
3351;Vulcaansoord en het Richtersbos-Zuid;Doetinchem                              ;Buurt     ;BU02221101;1;58;1;0;1;0;38;34;2;0;1;2;0;0;0;0;0;0;0;3;3;0;0;0;0;10;0;10;6;0;0;6;0;;;;;0;0;0;0;0;;;;;
3352;De Elshof-Zuid;Doetinchem                              ;Buurt     ;BU02221102;1;35;2;1;1;0;29;26;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
3353;De Pol en Akkermansweide;Doetinchem                              ;Buurt     ;BU02221103;1;137;3;1;2;0;16;0;0;0;0;16;0;0;0;0;0;0;0;12;0;12;0;0;0;96;0;96;5;5;0;0;4;;;;;0;0;0;0;4;;;;;
3354;Het Hartger en de Elshof-Noord;Doetinchem                              ;Buurt     ;BU02221104;1;107;4;1;3;0;50;48;0;0;0;2;0;0;0;0;0;0;0;3;1;2;0;0;0;42;0;42;7;7;0;0;0;;;;;0;0;0;0;0;;;;;
3355;Buitengebied 't Klooster;Doetinchem                              ;Buurt     ;BU02221105;1;67;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;48;12;12;0;0;4;;;;;0;0;0;0;4;;;;;
3356;Buitengebied Pierikstraat;Doetinchem                              ;Buurt     ;BU02221106;1;353;10;0;10;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;328;0;328;11;11;0;0;1;;;;;0;0;0;0;1;;;;;
