ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;TotaleOppervlakte_5;TotaalVerkeersterrein_6;Spoorterrein_7;Wegverkeersterrein_8;Vliegveld_9;TotaalBebouwdTerrein_10;Woonterrein_11;TerreinVoorDetailhandelEnHoreca_12;TerreinVoorOpenbareVoorzieningen_13;TerreinVoorSociaalCultureleVoorz_14;Bedrijventerrein_15;TotaalSemiBebouwdTerrein_16;Stortplaats_17;Wrakkenopslagplaats_18;Begraafplaats_19;Delfstofwinplaats_20;Bouwterrein_21;SemiVerhardOverigTerrein_22;TotaalRecreatieterrein_23;ParkEnPlantsoen_24;Sportterrein_25;Volkstuin_26;DagrecreatiefTerrein_27;VerblijfsrecreatiefTerrein_28;TotaalAgrarischTerrein_29;TerreinVoorGlastuinbouw_30;OverigAgrarischTerrein_31;TotaalBosEnOpenNatuurlijkTerrein_32;Bos_33;OpenDroogNatuurlijkTerrein_34;OpenNatNatuurlijkTerrein_35;TotaalBinnenwater_36;IJsselmeerMarkermeer_37;AfgeslotenZeearm_38;RijnEnMaas_39;Randmeer_40;Spaarbekken_41;RecreatiefBinnenwater_42;BinnenwaterVoorDelfstofwinning_43;VloeiEnOfSlibveld_44;OverigBinnenwater_45;TotaalBuitenwater_46;WaddenzeeEemsDollard_47;Oosterschelde_48;Westerschelde_49;Noordzee_50
6460;Wijk 05 Den Bonsen Hoek;Hellevoetsluis                          ;Wijk      ;WK053005  ;1;130;7;0;7;0;96;95;0;0;1;0;0;0;0;0;0;0;0;16;11;6;0;0;0;8;0;8;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6461;Tolhoeck;Hellevoetsluis                          ;Buurt     ;BU05300500;1;7;1;0;1;0;6;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6462;Out Jaar;Hellevoetsluis                          ;Buurt     ;BU05300502;1;33;2;0;2;0;21;21;0;0;0;0;0;0;0;0;0;0;0;9;4;6;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6463;Logendal;Hellevoetsluis                          ;Buurt     ;BU05300503;1;24;2;0;2;0;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6464;Kruis Hoeffe;Hellevoetsluis                          ;Buurt     ;BU05300504;1;31;1;0;1;0;26;26;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6465;Salem;Hellevoetsluis                          ;Buurt     ;BU05300505;1;35;1;0;1;0;29;29;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6466;Wijk 06 Ravense Hoek;Hellevoetsluis                          ;Wijk      ;WK053006  ;1;84;3;0;3;0;46;46;0;0;0;0;10;0;0;0;0;10;0;8;8;0;0;0;0;10;0;10;0;0;0;0;6;;;;;0;1;0;0;5;;;;;
6467;Wagenzicht;Hellevoetsluis                          ;Buurt     ;BU05300600;1;26;1;0;1;0;17;17;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6468;Altena;Hellevoetsluis                          ;Buurt     ;BU05300601;1;58;2;0;2;0;29;29;0;0;0;0;10;0;0;0;0;10;0;5;5;0;0;0;0;10;0;10;0;0;0;0;3;;;;;0;1;0;0;2;;;;;
6469;Wijk 07 Centrumgebied;Hellevoetsluis                          ;Wijk      ;WK053007  ;1;29;2;0;2;0;22;4;14;0;4;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6470;Centrumgebied-West;Hellevoetsluis                          ;Buurt     ;BU05300700;1;7;1;0;1;0;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6471;Centrumgebied-Oost;Hellevoetsluis                          ;Buurt     ;BU05300701;1;22;0;0;0;0;16;2;10;0;4;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6472;Wijk 08 Kickers Bloem;Hellevoetsluis                          ;Wijk      ;WK053008  ;1;111;4;0;4;0;56;0;0;7;0;49;0;0;0;0;0;0;0;1;1;0;0;0;0;47;0;47;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6473;Kickers Bloem;Hellevoetsluis                          ;Buurt     ;BU05300800;1;111;4;0;4;0;56;0;0;7;0;49;0;0;0;0;0;0;0;1;1;0;0;0;0;47;0;47;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6474;Wijk 09 Buitengebied;Hellevoetsluis                          ;Wijk      ;WK053009  ;1;2113;114;0;114;0;14;2;2;4;0;5;17;0;0;0;0;12;4;95;5;2;5;11;72;1604;7;1598;240;137;69;34;30;;0.0;;;0;1;0;0;28;0.0;;;;0.0
6475;Duinhoeck;Hellevoetsluis                          ;Buurt     ;BU05300900;1;410;35;0;35;0;2;0;0;2;0;0;5;0;0;0;0;4;1;56;0;0;0;0;55;179;0;179;130;53;47;31;2;;0.0;;;0;0;0;0;2;;;;;
6476;Buitengebied;Hellevoetsluis                          ;Buurt     ;BU05300901;1;1679;75;0;75;0;11;2;2;2;0;5;11;0;0;0;0;8;3;21;5;1;5;4;6;1425;7;1418;108;85;21;2;28;;;;;0;1;0;0;27;0.0;;;;0.0
6477;Heliushaven;Hellevoetsluis                          ;Buurt     ;BU05300902;1;23;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;7;11;0;0;0;1;0;0;1;0;;;;;0;0;0;0;0;;;;;
6478;Groot water;Hellevoetsluis                          ;Wijk      ;WK053099  ;.;1401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;;1263.0;;;0;26;0;0;0;112.0;;;;112.0
6479;Groot binnenwater;Hellevoetsluis                          ;Buurt     ;BU05309997;.;1289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;;1263.0;;;0;26;0;0;0;;;;;
6480;Buitenwater;Hellevoetsluis                          ;Buurt     ;BU05309998;.;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;112.0;;;;112.0
6481;Helmond;Helmond                                 ;Gemeente  ;GM0794    ;.;5475;241;21;220;0;2079;1337;58;26;61;597;200;0;3;11;11;175;0;353;198;125;11;18;0;1496;31;1464;949;904;11;34;158;;;;;0;6;47;0;105;;;;;
6482;Wijk 10 Binnenstad;Helmond                                 ;Wijk      ;WK079410  ;1;291;18;3;15;0;237;149;22;2;13;51;29;0;0;4;0;25;0;3;2;1;0;0;0;0;0;0;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6483;Centrum;Helmond                                 ;Buurt     ;BU07941000;1;52;4;0;4;0;43;12;16;0;8;8;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;0;0;0;2;;;;;
6484;Leonardus;Helmond                                 ;Buurt     ;BU07941002;1;34;2;0;2;0;31;31;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6485;Heipoort;Helmond                                 ;Buurt     ;BU07941003;1;39;0;0;0;0;34;31;2;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6486;Stationsgebied;Helmond                                 ;Buurt     ;BU07941004;1;25;3;2;1;0;21;4;0;2;2;13;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6487;Vossenberg;Helmond                                 ;Buurt     ;BU07941005;1;47;3;0;3;0;39;35;0;0;3;1;4;0;0;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6488;Annabuurt en Suytkade;Helmond                                 ;Buurt     ;BU07941006;1;58;3;0;3;0;36;16;0;0;0;20;18;0;0;0;0;18;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6489;Steenweg en omgeving;Helmond                                 ;Buurt     ;BU07941007;1;37;3;0;3;0;34;20;3;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6490;Wijk 11 Helmond-Oost;Helmond                                 ;Wijk      ;WK079411  ;1;151;11;4;7;0;100;97;1;0;2;0;0;0;0;0;0;0;0;40;17;23;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
6491;Beisterveld;Helmond                                 ;Buurt     ;BU07941100;1;46;5;2;3;0;35;35;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6492;Beisterveldse Broek;Helmond                                 ;Buurt     ;BU07941101;1;38;4;2;2;0;28;28;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;0;0;0;;;;;
6493;Straakven;Helmond                                 ;Buurt     ;BU07941102;1;68;2;0;2;0;36;34;1;0;1;0;0;0;0;0;0;0;0;30;8;22;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6494;Wijk 12 Helmond-Noord;Helmond                                 ;Wijk      ;WK079412  ;1;311;6;0;6;0;180;153;2;0;20;5;2;0;0;0;0;2;0;33;27;5;1;0;0;47;0;47;35;30;0;5;8;;;;;0;0;0;0;8;;;;;
6495;Bloemvelden;Helmond                                 ;Buurt     ;BU07941200;1;57;0;0;0;0;48;47;0;0;2;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6496;Binderen;Helmond                                 ;Buurt     ;BU07941201;1;123;4;0;4;0;80;56;0;0;18;5;2;0;0;0;0;2;0;9;5;5;0;0;0;13;0;13;12;10;0;2;3;;;;;0;0;0;0;3;;;;;
6497;Eeuwsels;Helmond                                 ;Buurt     ;BU07941202;1;131;2;0;2;0;52;50;2;0;0;0;0;0;0;0;0;0;0;15;14;0;1;0;0;34;0;34;23;20;0;3;4;;;;;0;0;0;0;4;;;;;
6498;Wijk 13 't Hout;Helmond                                 ;Wijk      ;WK079413  ;1;498;25;3;22;0;207;175;12;3;0;17;10;0;0;1;0;9;0;38;27;10;1;0;0;163;0;163;42;42;0;0;12;;;;;0;2;0;0;11;;;;;
6499;'t Hout-Centrum;Helmond                                 ;Buurt     ;BU07941300;1;80;5;3;2;0;61;52;5;0;0;4;1;0;0;1;0;0;0;12;8;3;1;0;0;2;0;2;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6500;Kroon;Helmond                                 ;Buurt     ;BU07941301;1;99;10;0;10;0;49;39;1;0;0;9;5;0;0;0;0;5;0;3;3;0;0;0;0;20;0;20;12;12;0;0;0;;;;;0;0;0;0;0;;;;;
6501;Akkers;Helmond                                 ;Buurt     ;BU07941302;1;109;4;0;4;0;69;62;6;0;0;1;4;0;0;0;0;4;0;6;6;0;0;0;0;21;0;21;0;0;0;0;3;;;;;0;0;0;0;3;;;;;
6502;Gansenwinkel;Helmond                                 ;Buurt     ;BU07941303;1;32;1;0;1;0;22;22;0;0;0;0;0;0;0;0;0;0;0;9;2;7;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6503;Groot Goor;Helmond                                 ;Buurt     ;BU07941309;1;179;5;0;5;0;5;0;0;3;0;3;0;0;0;0;0;0;0;8;8;0;0;0;0;121;0;121;30;30;0;0;9;;;;;0;2;0;0;8;;;;;
6504;Wijk 14 Brouwhuis;Helmond                                 ;Wijk      ;WK079414  ;1;401;28;4;24;0;164;130;2;0;11;21;8;0;0;4;0;4;0;38;19;15;4;0;0;110;2;108;39;39;0;0;14;;;;;0;0;0;0;14;;;;;
6505;Brouwhuis-Dorp;Helmond                                 ;Buurt     ;BU07941400;1;75;3;0;3;0;58;58;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;6;0;6;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6506;Brouwhuis-West;Helmond                                 ;Buurt     ;BU07941401;1;62;6;2;3;0;38;35;2;0;1;0;0;0;0;0;0;0;0;14;5;5;4;0;0;0;0;0;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6507;Brouwhuis-Oost;Helmond                                 ;Buurt     ;BU07941402;1;61;3;2;2;0;37;35;0;0;2;0;4;0;0;4;0;0;0;12;12;0;0;0;0;3;0;3;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6508;Brouwhorst;Helmond                                 ;Buurt     ;BU07941404;1;50;11;0;10;0;31;2;0;0;9;20;0;0;0;0;0;0;0;6;2;4;0;0;0;1;0;1;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6509;Kloostereind;Helmond                                 ;Buurt     ;BU07941409;1;154;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;100;2;98;37;37;0;0;6;;;;;0;0;0;0;6;;;;;
6510;Wijk 15 Helmond-West;Helmond                                 ;Wijk      ;WK079415  ;1;125;12;2;11;0;75;53;3;0;0;19;14;0;2;0;0;13;0;10;4;6;0;0;0;6;0;6;4;3;0;2;3;;;;;0;0;0;0;2;;;;;
6511;West;Helmond                                 ;Buurt     ;BU07941500;1;65;5;0;5;0;48;42;3;0;0;4;9;0;0;0;0;9;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6512;Houtsdonk;Helmond                                 ;Buurt     ;BU07941501;1;60;8;2;6;0;27;11;0;0;0;15;5;0;2;0;0;3;0;8;2;6;0;0;0;6;0;6;4;3;0;2;3;;;;;0;0;0;0;2;;;;;
6513;Wijk 16 Warande;Helmond                                 ;Wijk      ;WK079416  ;1;346;13;0;13;0;98;89;0;0;9;0;11;0;0;0;0;11;0;82;50;32;0;0;0;118;0;117;21;19;0;2;4;;;;;0;3;0;0;0;;;;;
6514;Oranjebuurt;Helmond                                 ;Buurt     ;BU07941600;1;56;3;0;3;0;45;37;0;0;8;0;3;0;0;0;0;3;0;1;0;0;0;0;0;3;0;3;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6515;Zwanenbeemd;Helmond                                 ;Buurt     ;BU07941601;1;73;3;0;3;0;52;51;0;0;1;0;6;0;0;0;0;6;0;7;6;1;0;0;0;6;0;6;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6516;Overbrug;Helmond                                 ;Buurt     ;BU07941609;1;217;7;0;7;0;1;1;0;0;0;0;1;0;0;0;0;1;0;75;43;32;0;0;0;109;0;108;21;19;0;2;3;;;;;0;3;0;0;0;;;;;
6517;Wijk 17 Stiphout;Helmond                                 ;Wijk      ;WK079417  ;1;1106;19;0;19;0;212;160;3;0;1;48;10;0;0;1;0;9;0;19;9;8;2;0;0;412;0;412;433;411;9;14;1;;;;;0;0;0;0;1;;;;;
6518;Stiphout-Dorp;Helmond                                 ;Buurt     ;BU07941700;1;226;4;0;4;0;163;157;3;0;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;40;0;40;16;16;0;0;0;;;;;0;0;0;0;0;;;;;
6519;Schooten;Helmond                                 ;Buurt     ;BU07941701;1;106;6;0;6;0;44;2;0;0;1;41;10;0;0;1;0;9;0;8;6;0;2;0;0;26;0;26;13;13;0;0;0;;;;;0;0;0;0;0;;;;;
6520;Geeneind;Helmond                                 ;Buurt     ;BU07941709;1;774;9;0;9;0;5;1;0;0;0;3;0;0;0;0;0;0;0;8;0;8;0;0;0;346;0;346;405;383;9;14;1;;;;;0;0;0;0;1;;;;;
6521;Wijk 18 Rijpelberg;Helmond                                 ;Wijk      ;WK079418  ;1;529;28;0;28;0;118;107;2;2;0;7;11;0;0;0;11;0;0;48;17;13;0;18;0;100;0;100;165;161;2;2;58;;;;;0;0;47;0;11;;;;;
6522;Rijpelberg-Oost;Helmond                                 ;Buurt     ;BU07941801;1;59;1;0;1;0;51;48;0;0;0;3;0;0;0;0;0;0;0;6;4;2;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6523;Rijpelberg-West;Helmond                                 ;Buurt     ;BU07941802;1;89;6;0;6;0;58;58;0;0;0;0;0;0;0;0;0;0;0;18;7;11;0;0;0;0;0;0;5;3;2;0;3;;;;;0;0;0;0;3;;;;;
6524;Berkendonk;Helmond                                 ;Buurt     ;BU07941809;1;381;21;0;21;0;9;1;2;2;0;3;11;0;0;0;11;0;0;24;6;0;0;18;0;100;0;100;160;158;0;2;56;;;;;0;0;47;0;8;;;;;
6525;Wijk 19 Dierdonk;Helmond                                 ;Wijk      ;WK079419  ;1;426;17;0;17;0;105;100;0;0;0;5;11;0;0;0;0;11;0;16;12;3;1;0;0;139;0;139;117;112;0;4;22;;;;;0;0;0;0;22;;;;;
6526;Kern Dierdonk;Helmond                                 ;Buurt     ;BU07941900;1;153;9;0;9;0;100;97;0;0;0;3;0;0;0;0;0;0;0;15;11;3;1;0;0;3;0;3;16;16;0;0;10;;;;;0;0;0;0;10;;;;;
6527;Scheepstal;Helmond                                 ;Buurt     ;BU07941909;1;272;8;0;8;0;4;3;0;0;0;2;11;0;0;0;0;11;0;1;1;0;0;0;0;136;0;136;101;96;0;4;12;;;;;0;0;0;0;12;;;;;
6528;Wijk 21 Brandevoort;Helmond                                 ;Wijk      ;WK079421  ;1;499;31;5;26;0;141;124;4;0;4;10;51;0;0;0;0;51;0;20;16;4;0;0;0;234;0;234;19;16;0;3;3;;;;;0;0;0;0;3;;;;;
6529;Brand;Helmond                                 ;Buurt     ;BU07942100;1;62;4;0;4;0;16;16;0;0;0;0;3;0;0;0;0;3;0;9;5;4;0;0;0;26;0;26;3;0;0;3;2;;;;;0;0;0;0;2;;;;;
6530;De Veste;Helmond                                 ;Buurt     ;BU07942101;1;41;2;1;1;0;22;20;2;0;0;0;15;0;0;0;0;15;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6531;Schutsboom;Helmond                                 ;Buurt     ;BU07942102;1;79;7;2;6;0;63;58;0;0;2;3;0;0;0;0;0;0;0;2;2;0;0;0;0;7;0;7;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6532;Stepekolk;Helmond                                 ;Buurt     ;BU07942103;1;97;3;1;1;0;29;29;0;0;0;0;21;0;0;0;0;21;0;7;7;0;0;0;0;35;0;35;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6533;Berenbroek;Helmond                                 ;Buurt     ;BU07942104;1;182;14;1;13;0;7;0;0;0;0;7;6;0;0;0;0;6;0;0;0;0;0;0;0;140;0;140;14;14;0;0;0;;;;;0;0;0;0;0;;;;;
6534;De marke;Helmond                                 ;Buurt     ;BU07942105;1;38;1;0;1;0;3;0;2;0;2;0;6;0;0;0;0;6;0;0;0;0;0;0;0;26;0;26;2;2;0;0;0;;;;;0;0;0;0;0;;;;;
6535;Wijk 29 Industriegebied Zuid;Helmond                                 ;Wijk      ;WK079429  ;1;792;33;1;32;0;443;1;8;18;0;415;42;0;1;0;0;41;0;6;0;4;1;0;0;167;29;138;73;70;0;2;29;;;;;0;0;0;0;29;;;;;
6536;Hoogeind;Helmond                                 ;Buurt     ;BU07942901;1;470;20;1;19;0;306;1;8;3;0;293;4;0;1;0;0;3;0;6;0;4;1;0;0;111;29;82;9;7;0;2;15;;;;;0;0;0;0;15;;;;;
6537;B.Z.O.B.;Helmond                                 ;Buurt     ;BU07942902;1;323;13;0;13;0;137;0;0;15;0;122;38;0;0;0;0;38;0;0;0;0;0;0;0;56;0;56;63;63;0;0;14;;;;;0;0;0;0;14;;;;;
6538;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht                     ;Gemeente  ;GM0531    ;.;1190;84;0;84;0;432;333;11;9;1;78;65;0;0;5;0;60;0;139;33;34;2;70;0;324;29;295;17;14;0;4;129;;;96.0;;0;0;0;0;33;;;;;
6539;Wijk 01 Centrum;Hendrik-Ido-Ambacht                     ;Wijk      ;WK053101  ;1;216;8;0;8;0;156;150;4;1;1;0;1;0;0;1;0;0;0;41;20;20;0;1;0;2;0;1;0;0;0;0;8;;;;;0;0;0;0;8;;;;;
6540;Dorp;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310101;1;110;4;0;4;0;65;63;0;1;0;0;0;0;0;0;0;0;0;34;14;20;0;0;0;1;0;1;0;0;0;0;7;;;;;0;0;0;0;7;;;;;
6541;Oostendam;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310102;1;59;3;0;3;0;47;44;3;0;0;0;1;0;0;1;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6542;Kruiswiel;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310103;1;47;2;0;2;0;44;43;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6543;Wijk 02 Krommeweg;Hendrik-Ido-Ambacht                     ;Wijk      ;WK053102  ;1;195;28;0;28;0;103;84;7;0;0;13;3;0;0;0;0;3;0;9;7;0;2;0;0;48;3;45;1;1;0;0;1;;;;;0;0;0;0;1;;;;;
6544;Krommeweg-Noord;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310201;1;34;1;0;1;0;29;28;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6545;Krommeweg-Zuid;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310202;1;42;1;0;1;0;39;39;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6546;De Sandeling;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310203;1;27;2;0;2;0;24;17;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;1;;;;;
6547;Ambachtszone;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310204;1;93;24;0;24;0;11;0;6;0;0;6;2;0;0;0;0;2;0;6;4;0;2;0;0;48;3;45;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6548;Wijk 03 De Volgerlanden;Hendrik-Ido-Ambacht                     ;Wijk      ;WK053103  ;1;226;14;0;14;0;108;98;0;0;0;10;44;0;0;0;0;44;0;15;2;12;0;0;0;40;2;38;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6549;Volgerlanden-West;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310301;1;114;5;0;5;0;75;65;0;0;0;10;26;0;0;0;0;26;0;2;2;0;0;0;0;2;0;2;0;0;0;0;4;;;;;0;0;0;0;4;;;;;
6550;Volgerlanden-Oost;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310302;1;112;10;0;10;0;33;33;0;0;0;0;18;0;0;0;0;18;0;13;0;12;0;0;0;38;2;36;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6551;Wijk 04 Sandelingen-Ambacht;Hendrik-Ido-Ambacht                     ;Wijk      ;WK053104  ;1;237;21;0;21;0;1;0;1;0;0;0;4;0;0;4;0;0;0;68;0;0;0;68;0;117;23;95;7;7;0;0;18;;;;;0;0;0;0;18;;;;;
6552;Sandelingen-Ambacht;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310400;1;237;21;0;21;0;1;0;1;0;0;0;4;0;0;4;0;0;0;68;0;0;0;68;0;117;23;95;7;7;0;0;18;;;;;0;0;0;0;18;;;;;
6553;Wijk 05 De Oevers;Hendrik-Ido-Ambacht                     ;Wijk      ;WK053105  ;1;317;12;0;12;0;63;1;0;7;0;55;12;0;0;0;0;12;0;5;4;2;0;0;0;117;0;117;9;5;0;4;98;;;96.0;;0;0;0;0;2;;;;;
6554;Antoniapolder;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310501;1;161;10;0;10;0;56;1;0;7;0;48;10;0;0;0;0;10;0;2;2;0;0;0;0;38;0;38;0;0;0;0;44;;;44.0;;0;0;0;0;0;;;;;
6555;Noordoevers;Hendrik-Ido-Ambacht                     ;Buurt     ;BU05310502;1;156;2;0;2;0;7;0;0;0;0;7;3;0;0;0;0;3;0;3;1;2;0;0;0;79;0;79;9;5;0;4;53;;;51.0;;0;0;0;0;2;;;;;
6556;Hengelo;Hengelo                                 ;Gemeente  ;GM0164    ;.;6183;313;40;273;0;1961;1268;89;33;65;505;204;18;4;17;0;165;0;303;114;152;12;6;20;2519;1;2518;784;657;112;15;99;;;;;0;12;0;0;87;;;;;
6557;Wijk 00 Binnenstad;Hengelo                                 ;Wijk      ;WK016400  ;1;69;7;5;2;0;62;37;23;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6558;Binnenstad-Centrum;Hengelo                                 ;Buurt     ;BU01640000;1;24;2;2;0;0;22;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6559;Binnenstad-West;Hengelo                                 ;Buurt     ;BU01640001;1;19;2;1;1;0;17;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6560;Binnenstad-Oost;Hengelo                                 ;Buurt     ;BU01640002;1;26;2;1;1;0;23;20;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6561;Wijk 01 Hengelose Es;Hengelo                                 ;Wijk      ;WK016401  ;1;230;14;0;14;0;175;148;4;0;7;16;9;0;0;1;0;7;0;24;14;10;0;0;0;8;0;8;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6562;Hengelose Es-Noord;Hengelo                                 ;Buurt     ;BU01640100;1;89;4;0;4;0;58;54;1;0;0;2;7;0;0;0;0;7;0;14;13;1;0;0;0;6;0;6;1;1;0;0;0;;;;;0;0;0;0;0;;;;;
6563;Tichelwerk;Hengelo                                 ;Buurt     ;BU01640101;1;63;4;0;4;0;57;48;2;0;7;0;1;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6564;'t Wilbert;Hengelo                                 ;Buurt     ;BU01640102;1;59;4;0;4;0;47;46;0;0;0;1;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6565;Bedrijventerrein Timmersveld;Hengelo                                 ;Buurt     ;BU01640103;1;18;2;0;2;0;14;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
6566;Wijk 02 Noord;Hengelo                                 ;Wijk      ;WK016402  ;1;244;15;2;13;0;148;144;0;0;4;0;16;0;0;15;0;1;0;21;1;17;2;0;0;44;1;43;0;0;0;0;0;;;;;0;0;0;0;0;;;;;
