ID;Bedrijfstakken;RegioS;Perioden;Vestigingen_1
2179;01121 Teelt van groenten, bloemen en ..;Groot-Amsterdam (CR);2009, 1 januari;395
2180;01121 Teelt van groenten, bloemen en ..;Het Gooi en Vechtstreek (CR);2006, 1 januari;20
2181;01121 Teelt van groenten, bloemen en ..;Het Gooi en Vechtstreek (CR);2007, 1 januari;15
2182;01121 Teelt van groenten, bloemen en ..;Het Gooi en Vechtstreek (CR);2008, 1 januari;15
2183;01121 Teelt van groenten, bloemen en ..;Het Gooi en Vechtstreek (CR);2009, 1 januari;15
2184;01121 Teelt van groenten, bloemen en ..;Agglomeratie Leiden en Bollenstreek (CR);2006, 1 januari;805
2185;01121 Teelt van groenten, bloemen en ..;Agglomeratie Leiden en Bollenstreek (CR);2007, 1 januari;760
2186;01121 Teelt van groenten, bloemen en ..;Agglomeratie Leiden en Bollenstreek (CR);2008, 1 januari;710
2187;01121 Teelt van groenten, bloemen en ..;Agglomeratie Leiden en Bollenstreek (CR);2009, 1 januari;695
2188;01121 Teelt van groenten, bloemen en ..;Agglomeratie 's-Gravenhage (CR);2006, 1 januari;330
2189;01121 Teelt van groenten, bloemen en ..;Agglomeratie 's-Gravenhage (CR);2007, 1 januari;315
2190;01121 Teelt van groenten, bloemen en ..;Agglomeratie 's-Gravenhage (CR);2008, 1 januari;285
2191;01121 Teelt van groenten, bloemen en ..;Agglomeratie 's-Gravenhage (CR);2009, 1 januari;260
2192;01121 Teelt van groenten, bloemen en ..;Delft en Westland (CR);2006, 1 januari;1540
2193;01121 Teelt van groenten, bloemen en ..;Delft en Westland (CR);2007, 1 januari;1390
2194;01121 Teelt van groenten, bloemen en ..;Delft en Westland (CR);2008, 1 januari;1250
2195;01121 Teelt van groenten, bloemen en ..;Delft en Westland (CR);2009, 1 januari;1135
2196;01121 Teelt van groenten, bloemen en ..;Oost-Zuid-Holland (CR);2006, 1 januari;420
2197;01121 Teelt van groenten, bloemen en ..;Oost-Zuid-Holland (CR);2007, 1 januari;390
2198;01121 Teelt van groenten, bloemen en ..;Oost-Zuid-Holland (CR);2008, 1 januari;365
2199;01121 Teelt van groenten, bloemen en ..;Oost-Zuid-Holland (CR);2009, 1 januari;320
2200;01121 Teelt van groenten, bloemen en ..;Groot-Rijnmond (CR);2006, 1 januari;685
2201;01121 Teelt van groenten, bloemen en ..;Groot-Rijnmond (CR);2007, 1 januari;675
2202;01121 Teelt van groenten, bloemen en ..;Groot-Rijnmond (CR);2008, 1 januari;630
2203;01121 Teelt van groenten, bloemen en ..;Groot-Rijnmond (CR);2009, 1 januari;580
2204;01121 Teelt van groenten, bloemen en ..;Zuidoost-Zuid-Holland (CR);2006, 1 januari;55
2205;01121 Teelt van groenten, bloemen en ..;Zuidoost-Zuid-Holland (CR);2007, 1 januari;40
2206;01121 Teelt van groenten, bloemen en ..;Zuidoost-Zuid-Holland (CR);2008, 1 januari;40
2207;01121 Teelt van groenten, bloemen en ..;Zuidoost-Zuid-Holland (CR);2009, 1 januari;35
2208;01121 Teelt van groenten, bloemen en ..;Zeeuwsch-Vlaanderen (CR);2006, 1 januari;20
2209;01121 Teelt van groenten, bloemen en ..;Zeeuwsch-Vlaanderen (CR);2007, 1 januari;20
2210;01121 Teelt van groenten, bloemen en ..;Zeeuwsch-Vlaanderen (CR);2008, 1 januari;15
2211;01121 Teelt van groenten, bloemen en ..;Zeeuwsch-Vlaanderen (CR);2009, 1 januari;15
2212;01121 Teelt van groenten, bloemen en ..;Overig Zeeland (CR);2006, 1 januari;145
2213;01121 Teelt van groenten, bloemen en ..;Overig Zeeland (CR);2007, 1 januari;150
2214;01121 Teelt van groenten, bloemen en ..;Overig Zeeland (CR);2008, 1 januari;140
2215;01121 Teelt van groenten, bloemen en ..;Overig Zeeland (CR);2009, 1 januari;140
2216;01121 Teelt van groenten, bloemen en ..;West-Noord-Brabant (CR);2006, 1 januari;610
2217;01121 Teelt van groenten, bloemen en ..;West-Noord-Brabant (CR);2007, 1 januari;590
2218;01121 Teelt van groenten, bloemen en ..;West-Noord-Brabant (CR);2008, 1 januari;570
2219;01121 Teelt van groenten, bloemen en ..;West-Noord-Brabant (CR);2009, 1 januari;535
2220;01121 Teelt van groenten, bloemen en ..;Midden-Noord-Brabant (CR);2006, 1 januari;170
2221;01121 Teelt van groenten, bloemen en ..;Midden-Noord-Brabant (CR);2007, 1 januari;165
2222;01121 Teelt van groenten, bloemen en ..;Midden-Noord-Brabant (CR);2008, 1 januari;150
2223;01121 Teelt van groenten, bloemen en ..;Midden-Noord-Brabant (CR);2009, 1 januari;140
2224;01121 Teelt van groenten, bloemen en ..;Noordoost-Noord-Brabant (CR);2006, 1 januari;340
2225;01121 Teelt van groenten, bloemen en ..;Noordoost-Noord-Brabant (CR);2007, 1 januari;335
2226;01121 Teelt van groenten, bloemen en ..;Noordoost-Noord-Brabant (CR);2008, 1 januari;320
2227;01121 Teelt van groenten, bloemen en ..;Noordoost-Noord-Brabant (CR);2009, 1 januari;320
2228;01121 Teelt van groenten, bloemen en ..;Zuidoost-Noord-Brabant (CR);2006, 1 januari;310
2229;01121 Teelt van groenten, bloemen en ..;Zuidoost-Noord-Brabant (CR);2007, 1 januari;320
2230;01121 Teelt van groenten, bloemen en ..;Zuidoost-Noord-Brabant (CR);2008, 1 januari;285
2231;01121 Teelt van groenten, bloemen en ..;Zuidoost-Noord-Brabant (CR);2009, 1 januari;275
2232;01121 Teelt van groenten, bloemen en ..;Noord-Limburg (CR);2006, 1 januari;750
2233;01121 Teelt van groenten, bloemen en ..;Noord-Limburg (CR);2007, 1 januari;745
2234;01121 Teelt van groenten, bloemen en ..;Noord-Limburg (CR);2008, 1 januari;680
2235;01121 Teelt van groenten, bloemen en ..;Noord-Limburg (CR);2009, 1 januari;655
2236;01121 Teelt van groenten, bloemen en ..;Midden-Limburg (CR);2006, 1 januari;180
2237;01121 Teelt van groenten, bloemen en ..;Midden-Limburg (CR);2007, 1 januari;195
2238;01121 Teelt van groenten, bloemen en ..;Midden-Limburg (CR);2008, 1 januari;185
2239;01121 Teelt van groenten, bloemen en ..;Midden-Limburg (CR);2009, 1 januari;175
2240;01121 Teelt van groenten, bloemen en ..;Zuid-Limburg (CR);2006, 1 januari;25
2241;01121 Teelt van groenten, bloemen en ..;Zuid-Limburg (CR);2007, 1 januari;25
2242;01121 Teelt van groenten, bloemen en ..;Zuid-Limburg (CR);2008, 1 januari;20
2243;01121 Teelt van groenten, bloemen en ..;Zuid-Limburg (CR);2009, 1 januari;20
2244;01121 Teelt van groenten, bloemen en ..;Flevoland (CR);2006, 1 januari;200
2245;01121 Teelt van groenten, bloemen en ..;Flevoland (CR);2007, 1 januari;195
2246;01121 Teelt van groenten, bloemen en ..;Flevoland (CR);2008, 1 januari;190
2247;01121 Teelt van groenten, bloemen en ..;Flevoland (CR);2009, 1 januari;180
2248;01121 Teelt van groenten, bloemen en ..;Groningen (GA);2006, 1 januari;5
2249;01121 Teelt van groenten, bloemen en ..;Groningen (GA);2007, 1 januari;5
2250;01121 Teelt van groenten, bloemen en ..;Groningen (GA);2008, 1 januari;5
2251;01121 Teelt van groenten, bloemen en ..;Groningen (GA);2009, 1 januari;5
2252;01121 Teelt van groenten, bloemen en ..;Leeuwarden (GA);2006, 1 januari;5
2253;01121 Teelt van groenten, bloemen en ..;Leeuwarden (GA);2007, 1 januari;5
2254;01121 Teelt van groenten, bloemen en ..;Leeuwarden (GA);2008, 1 januari;5
2255;01121 Teelt van groenten, bloemen en ..;Leeuwarden (GA);2009, 1 januari;5
2256;01121 Teelt van groenten, bloemen en ..;Zwolle (GA);2006, 1 januari;10
2257;01121 Teelt van groenten, bloemen en ..;Zwolle (GA);2007, 1 januari;10
2258;01121 Teelt van groenten, bloemen en ..;Zwolle (GA);2008, 1 januari;10
2259;01121 Teelt van groenten, bloemen en ..;Zwolle (GA);2009, 1 januari;10
2260;01121 Teelt van groenten, bloemen en ..;Enschede (GA);2006, 1 januari;5
2261;01121 Teelt van groenten, bloemen en ..;Enschede (GA);2007, 1 januari;5
2262;01121 Teelt van groenten, bloemen en ..;Enschede (GA);2008, 1 januari;5
2263;01121 Teelt van groenten, bloemen en ..;Enschede (GA);2009, 1 januari;5
2264;01121 Teelt van groenten, bloemen en ..;Apeldoorn (GA);2006, 1 januari;20
2265;01121 Teelt van groenten, bloemen en ..;Apeldoorn (GA);2007, 1 januari;15
2266;01121 Teelt van groenten, bloemen en ..;Apeldoorn (GA);2008, 1 januari;15
2267;01121 Teelt van groenten, bloemen en ..;Apeldoorn (GA);2009, 1 januari;15
2268;01121 Teelt van groenten, bloemen en ..;Arnhem (GA);2006, 1 januari;5
2269;01121 Teelt van groenten, bloemen en ..;Arnhem (GA);2007, 1 januari;5
2270;01121 Teelt van groenten, bloemen en ..;Arnhem (GA);2008, 1 januari;5
2271;01121 Teelt van groenten, bloemen en ..;Arnhem (GA);2009, 1 januari;0
2272;01121 Teelt van groenten, bloemen en ..;Nijmegen (GA);2006, 1 januari;35
2273;01121 Teelt van groenten, bloemen en ..;Nijmegen (GA);2007, 1 januari;30
2274;01121 Teelt van groenten, bloemen en ..;Nijmegen (GA);2008, 1 januari;25
2275;01121 Teelt van groenten, bloemen en ..;Nijmegen (GA);2009, 1 januari;25
2276;01121 Teelt van groenten, bloemen en ..;Amersfoort (GA);2006, 1 januari;5
2277;01121 Teelt van groenten, bloemen en ..;Amersfoort (GA);2007, 1 januari;0
2278;01121 Teelt van groenten, bloemen en ..;Amersfoort (GA);2008, 1 januari;5
2279;01121 Teelt van groenten, bloemen en ..;Amersfoort (GA);2009, 1 januari;0
2280;01121 Teelt van groenten, bloemen en ..;Utrecht (GA);2006, 1 januari;30
2281;01121 Teelt van groenten, bloemen en ..;Utrecht (GA);2007, 1 januari;25
2282;01121 Teelt van groenten, bloemen en ..;Utrecht (GA);2008, 1 januari;25
2283;01121 Teelt van groenten, bloemen en ..;Utrecht (GA);2009, 1 januari;20
2284;01121 Teelt van groenten, bloemen en ..;Amsterdam (GA);2006, 1 januari;65
2285;01121 Teelt van groenten, bloemen en ..;Amsterdam (GA);2007, 1 januari;65
2286;01121 Teelt van groenten, bloemen en ..;Amsterdam (GA);2008, 1 januari;55
2287;01121 Teelt van groenten, bloemen en ..;Amsterdam (GA);2009, 1 januari;50
2288;01121 Teelt van groenten, bloemen en ..;Haarlem (GA);2006, 1 januari;25
2289;01121 Teelt van groenten, bloemen en ..;Haarlem (GA);2007, 1 januari;15
2290;01121 Teelt van groenten, bloemen en ..;Haarlem (GA);2008, 1 januari;15
2291;01121 Teelt van groenten, bloemen en ..;Haarlem (GA);2009, 1 januari;15
2292;01121 Teelt van groenten, bloemen en ..;Leiden (GA);2006, 1 januari;155
2293;01121 Teelt van groenten, bloemen en ..;Leiden (GA);2007, 1 januari;135
2294;01121 Teelt van groenten, bloemen en ..;Leiden (GA);2008, 1 januari;125
2295;01121 Teelt van groenten, bloemen en ..;Leiden (GA);2009, 1 januari;115
2296;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (GA);2006, 1 januari;85
2297;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (GA);2007, 1 januari;85
2298;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (GA);2008, 1 januari;75
2299;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (GA);2009, 1 januari;65
2300;01121 Teelt van groenten, bloemen en ..;Rotterdam (GA);2006, 1 januari;85
2301;01121 Teelt van groenten, bloemen en ..;Rotterdam (GA);2007, 1 januari;75
2302;01121 Teelt van groenten, bloemen en ..;Rotterdam (GA);2008, 1 januari;65
2303;01121 Teelt van groenten, bloemen en ..;Rotterdam (GA);2009, 1 januari;55
2304;01121 Teelt van groenten, bloemen en ..;Dordrecht (GA);2006, 1 januari;40
2305;01121 Teelt van groenten, bloemen en ..;Dordrecht (GA);2007, 1 januari;20
2306;01121 Teelt van groenten, bloemen en ..;Dordrecht (GA);2008, 1 januari;25
2307;01121 Teelt van groenten, bloemen en ..;Dordrecht (GA);2009, 1 januari;20
2308;01121 Teelt van groenten, bloemen en ..;Breda (GA);2006, 1 januari;95
2309;01121 Teelt van groenten, bloemen en ..;Breda (GA);2007, 1 januari;95
2310;01121 Teelt van groenten, bloemen en ..;Breda (GA);2008, 1 januari;95
2311;01121 Teelt van groenten, bloemen en ..;Breda (GA);2009, 1 januari;80
2312;01121 Teelt van groenten, bloemen en ..;Tilburg (GA);2006, 1 januari;15
2313;01121 Teelt van groenten, bloemen en ..;Tilburg (GA);2007, 1 januari;10
2314;01121 Teelt van groenten, bloemen en ..;Tilburg (GA);2008, 1 januari;10
2315;01121 Teelt van groenten, bloemen en ..;Tilburg (GA);2009, 1 januari;10
2316;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (GA);2006, 1 januari;10
2317;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (GA);2007, 1 januari;5
2318;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (GA);2008, 1 januari;10
2319;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (GA);2009, 1 januari;10
2320;01121 Teelt van groenten, bloemen en ..;Eindhoven (GA);2006, 1 januari;20
2321;01121 Teelt van groenten, bloemen en ..;Eindhoven (GA);2007, 1 januari;20
2322;01121 Teelt van groenten, bloemen en ..;Eindhoven (GA);2008, 1 januari;20
2323;01121 Teelt van groenten, bloemen en ..;Eindhoven (GA);2009, 1 januari;20
2324;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (GA);2006, 1 januari;5
2325;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (GA);2007, 1 januari;5
2326;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (GA);2008, 1 januari;5
2327;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (GA);2009, 1 januari;5
2328;01121 Teelt van groenten, bloemen en ..;Heerlen (GA);2006, 1 januari;5
2329;01121 Teelt van groenten, bloemen en ..;Heerlen (GA);2007, 1 januari;5
2330;01121 Teelt van groenten, bloemen en ..;Heerlen (GA);2008, 1 januari;5
2331;01121 Teelt van groenten, bloemen en ..;Heerlen (GA);2009, 1 januari;5
2332;01121 Teelt van groenten, bloemen en ..;Maastricht (GA);2006, 1 januari;5
2333;01121 Teelt van groenten, bloemen en ..;Maastricht (GA);2007, 1 januari;5
2334;01121 Teelt van groenten, bloemen en ..;Maastricht (GA);2008, 1 januari;5
2335;01121 Teelt van groenten, bloemen en ..;Maastricht (GA);2009, 1 januari;5
2336;01121 Teelt van groenten, bloemen en ..;Groningen (SG);2006, 1 januari;30
2337;01121 Teelt van groenten, bloemen en ..;Groningen (SG);2007, 1 januari;25
2338;01121 Teelt van groenten, bloemen en ..;Groningen (SG);2008, 1 januari;25
2339;01121 Teelt van groenten, bloemen en ..;Groningen (SG);2009, 1 januari;25
2340;01121 Teelt van groenten, bloemen en ..;Leeuwarden (SG);2006, 1 januari;35
2341;01121 Teelt van groenten, bloemen en ..;Leeuwarden (SG);2007, 1 januari;25
2342;01121 Teelt van groenten, bloemen en ..;Leeuwarden (SG);2008, 1 januari;25
2343;01121 Teelt van groenten, bloemen en ..;Leeuwarden (SG);2009, 1 januari;25
2344;01121 Teelt van groenten, bloemen en ..;Zwolle (SG);2006, 1 januari;25
2345;01121 Teelt van groenten, bloemen en ..;Zwolle (SG);2007, 1 januari;25
2346;01121 Teelt van groenten, bloemen en ..;Zwolle (SG);2008, 1 januari;25
2347;01121 Teelt van groenten, bloemen en ..;Zwolle (SG);2009, 1 januari;20
2348;01121 Teelt van groenten, bloemen en ..;Enschede (SG);2006, 1 januari;15
2349;01121 Teelt van groenten, bloemen en ..;Enschede (SG);2007, 1 januari;20
2350;01121 Teelt van groenten, bloemen en ..;Enschede (SG);2008, 1 januari;15
2351;01121 Teelt van groenten, bloemen en ..;Enschede (SG);2009, 1 januari;20
2352;01121 Teelt van groenten, bloemen en ..;Apeldoorn (SG);2006, 1 januari;50
2353;01121 Teelt van groenten, bloemen en ..;Apeldoorn (SG);2007, 1 januari;45
2354;01121 Teelt van groenten, bloemen en ..;Apeldoorn (SG);2008, 1 januari;45
2355;01121 Teelt van groenten, bloemen en ..;Apeldoorn (SG);2009, 1 januari;40
2356;01121 Teelt van groenten, bloemen en ..;Arnhem (SG);2006, 1 januari;205
2357;01121 Teelt van groenten, bloemen en ..;Arnhem (SG);2007, 1 januari;200
2358;01121 Teelt van groenten, bloemen en ..;Arnhem (SG);2008, 1 januari;190
2359;01121 Teelt van groenten, bloemen en ..;Arnhem (SG);2009, 1 januari;175
2360;01121 Teelt van groenten, bloemen en ..;Nijmegen (SG);2006, 1 januari;75
2361;01121 Teelt van groenten, bloemen en ..;Nijmegen (SG);2007, 1 januari;70
2362;01121 Teelt van groenten, bloemen en ..;Nijmegen (SG);2008, 1 januari;65
2363;01121 Teelt van groenten, bloemen en ..;Nijmegen (SG);2009, 1 januari;65
2364;01121 Teelt van groenten, bloemen en ..;Amersfoort (SG);2006, 1 januari;5
2365;01121 Teelt van groenten, bloemen en ..;Amersfoort (SG);2007, 1 januari;0
2366;01121 Teelt van groenten, bloemen en ..;Amersfoort (SG);2008, 1 januari;5
2367;01121 Teelt van groenten, bloemen en ..;Amersfoort (SG);2009, 1 januari;5
2368;01121 Teelt van groenten, bloemen en ..;Utrecht (SG);2006, 1 januari;50
2369;01121 Teelt van groenten, bloemen en ..;Utrecht (SG);2007, 1 januari;45
2370;01121 Teelt van groenten, bloemen en ..;Utrecht (SG);2008, 1 januari;40
2371;01121 Teelt van groenten, bloemen en ..;Utrecht (SG);2009, 1 januari;40
2372;01121 Teelt van groenten, bloemen en ..;Amsterdam (SG);2006, 1 januari;285
2373;01121 Teelt van groenten, bloemen en ..;Amsterdam (SG);2007, 1 januari;285
2374;01121 Teelt van groenten, bloemen en ..;Amsterdam (SG);2008, 1 januari;255
2375;01121 Teelt van groenten, bloemen en ..;Amsterdam (SG);2009, 1 januari;245
2376;01121 Teelt van groenten, bloemen en ..;Haarlem (SG);2006, 1 januari;185
2377;01121 Teelt van groenten, bloemen en ..;Haarlem (SG);2007, 1 januari;160
2378;01121 Teelt van groenten, bloemen en ..;Haarlem (SG);2008, 1 januari;145
2379;01121 Teelt van groenten, bloemen en ..;Haarlem (SG);2009, 1 januari;140
2380;01121 Teelt van groenten, bloemen en ..;Leiden (SG);2006, 1 januari;535
2381;01121 Teelt van groenten, bloemen en ..;Leiden (SG);2007, 1 januari;495
2382;01121 Teelt van groenten, bloemen en ..;Leiden (SG);2008, 1 januari;465
2383;01121 Teelt van groenten, bloemen en ..;Leiden (SG);2009, 1 januari;440
2384;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (SG);2006, 1 januari;1870
2385;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (SG);2007, 1 januari;1705
2386;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (SG);2008, 1 januari;1535
2387;01121 Teelt van groenten, bloemen en ..;'s-Gravenhage (SG);2009, 1 januari;1390
2388;01121 Teelt van groenten, bloemen en ..;Rotterdam (SG);2006, 1 januari;325
2389;01121 Teelt van groenten, bloemen en ..;Rotterdam (SG);2007, 1 januari;300
2390;01121 Teelt van groenten, bloemen en ..;Rotterdam (SG);2008, 1 januari;285
2391;01121 Teelt van groenten, bloemen en ..;Rotterdam (SG);2009, 1 januari;255
2392;01121 Teelt van groenten, bloemen en ..;Dordrecht (SG);2006, 1 januari;50
2393;01121 Teelt van groenten, bloemen en ..;Dordrecht (SG);2007, 1 januari;35
2394;01121 Teelt van groenten, bloemen en ..;Dordrecht (SG);2008, 1 januari;40
2395;01121 Teelt van groenten, bloemen en ..;Dordrecht (SG);2009, 1 januari;30
2396;01121 Teelt van groenten, bloemen en ..;Breda (SG);2006, 1 januari;345
2397;01121 Teelt van groenten, bloemen en ..;Breda (SG);2007, 1 januari;335
2398;01121 Teelt van groenten, bloemen en ..;Breda (SG);2008, 1 januari;325
2399;01121 Teelt van groenten, bloemen en ..;Breda (SG);2009, 1 januari;295
2400;01121 Teelt van groenten, bloemen en ..;Tilburg (SG);2006, 1 januari;50
2401;01121 Teelt van groenten, bloemen en ..;Tilburg (SG);2007, 1 januari;45
2402;01121 Teelt van groenten, bloemen en ..;Tilburg (SG);2008, 1 januari;35
2403;01121 Teelt van groenten, bloemen en ..;Tilburg (SG);2009, 1 januari;35
2404;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (SG);2006, 1 januari;25
2405;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (SG);2007, 1 januari;25
2406;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (SG);2008, 1 januari;25
2407;01121 Teelt van groenten, bloemen en ..;'s-Hertogenbosch (SG);2009, 1 januari;25
2408;01121 Teelt van groenten, bloemen en ..;Eindhoven (SG);2006, 1 januari;45
2409;01121 Teelt van groenten, bloemen en ..;Eindhoven (SG);2007, 1 januari;40
2410;01121 Teelt van groenten, bloemen en ..;Eindhoven (SG);2008, 1 januari;40
2411;01121 Teelt van groenten, bloemen en ..;Eindhoven (SG);2009, 1 januari;35
2412;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (SG);2006, 1 januari;5
2413;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (SG);2007, 1 januari;5
2414;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (SG);2008, 1 januari;5
2415;01121 Teelt van groenten, bloemen en ..;Geleen / Sittard (SG);2009, 1 januari;5
2416;01121 Teelt van groenten, bloemen en ..;Heerlen (SG);2006, 1 januari;5
2417;01121 Teelt van groenten, bloemen en ..;Heerlen (SG);2007, 1 januari;5
2418;01121 Teelt van groenten, bloemen en ..;Heerlen (SG);2008, 1 januari;5
2419;01121 Teelt van groenten, bloemen en ..;Heerlen (SG);2009, 1 januari;5
2420;01121 Teelt van groenten, bloemen en ..;Maastricht (SG);2006, 1 januari;15
2421;01121 Teelt van groenten, bloemen en ..;Maastricht (SG);2007, 1 januari;10
2422;01121 Teelt van groenten, bloemen en ..;Maastricht (SG);2008, 1 januari;10
2423;01121 Teelt van groenten, bloemen en ..;Maastricht (SG);2009, 1 januari;10
2424;01122 Teelt van boomkwekerijgewassen;Nederland;2006, 1 januari;2980
2425;01122 Teelt van boomkwekerijgewassen;Nederland;2007, 1 januari;2965
2426;01122 Teelt van boomkwekerijgewassen;Nederland;2008, 1 januari;2900
2427;01122 Teelt van boomkwekerijgewassen;Nederland;2009, 1 januari;2815
2428;01122 Teelt van boomkwekerijgewassen;Noord-Nederland (LD);2006, 1 januari;165
2429;01122 Teelt van boomkwekerijgewassen;Noord-Nederland (LD);2007, 1 januari;135
2430;01122 Teelt van boomkwekerijgewassen;Noord-Nederland (LD);2008, 1 januari;140
2431;01122 Teelt van boomkwekerijgewassen;Noord-Nederland (LD);2009, 1 januari;130
2432;01122 Teelt van boomkwekerijgewassen;Oost-Nederland (LD);2006, 1 januari;545
2433;01122 Teelt van boomkwekerijgewassen;Oost-Nederland (LD);2007, 1 januari;545
2434;01122 Teelt van boomkwekerijgewassen;Oost-Nederland (LD);2008, 1 januari;530
2435;01122 Teelt van boomkwekerijgewassen;Oost-Nederland (LD);2009, 1 januari;510
2436;01122 Teelt van boomkwekerijgewassen;West-Nederland (LD);2006, 1 januari;965
2437;01122 Teelt van boomkwekerijgewassen;West-Nederland (LD);2007, 1 januari;960
2438;01122 Teelt van boomkwekerijgewassen;West-Nederland (LD);2008, 1 januari;920
2439;01122 Teelt van boomkwekerijgewassen;West-Nederland (LD);2009, 1 januari;875
2440;01122 Teelt van boomkwekerijgewassen;Zuid-Nederland (LD);2006, 1 januari;1300
2441;01122 Teelt van boomkwekerijgewassen;Zuid-Nederland (LD);2007, 1 januari;1325
2442;01122 Teelt van boomkwekerijgewassen;Zuid-Nederland (LD);2008, 1 januari;1310
2443;01122 Teelt van boomkwekerijgewassen;Zuid-Nederland (LD);2009, 1 januari;1300
2444;01122 Teelt van boomkwekerijgewassen;Groningen (PV);2006, 1 januari;55
2445;01122 Teelt van boomkwekerijgewassen;Groningen (PV);2007, 1 januari;40
2446;01122 Teelt van boomkwekerijgewassen;Groningen (PV);2008, 1 januari;40
2447;01122 Teelt van boomkwekerijgewassen;Groningen (PV);2009, 1 januari;40
2448;01122 Teelt van boomkwekerijgewassen;Friesland (PV);2006, 1 januari;30
2449;01122 Teelt van boomkwekerijgewassen;Friesland (PV);2007, 1 januari;35
2450;01122 Teelt van boomkwekerijgewassen;Friesland (PV);2008, 1 januari;35
2451;01122 Teelt van boomkwekerijgewassen;Friesland (PV);2009, 1 januari;30
2452;01122 Teelt van boomkwekerijgewassen;Drenthe (PV);2006, 1 januari;75
2453;01122 Teelt van boomkwekerijgewassen;Drenthe (PV);2007, 1 januari;60
2454;01122 Teelt van boomkwekerijgewassen;Drenthe (PV);2008, 1 januari;65
2455;01122 Teelt van boomkwekerijgewassen;Drenthe (PV);2009, 1 januari;60
2456;01122 Teelt van boomkwekerijgewassen;Overijssel (PV);2006, 1 januari;125
2457;01122 Teelt van boomkwekerijgewassen;Overijssel (PV);2007, 1 januari;130
2458;01122 Teelt van boomkwekerijgewassen;Overijssel (PV);2008, 1 januari;125
2459;01122 Teelt van boomkwekerijgewassen;Overijssel (PV);2009, 1 januari;130
2460;01122 Teelt van boomkwekerijgewassen;Flevoland (PV);2006, 1 januari;25
2461;01122 Teelt van boomkwekerijgewassen;Flevoland (PV);2007, 1 januari;30
2462;01122 Teelt van boomkwekerijgewassen;Flevoland (PV);2008, 1 januari;30
2463;01122 Teelt van boomkwekerijgewassen;Flevoland (PV);2009, 1 januari;35
2464;01122 Teelt van boomkwekerijgewassen;Gelderland (PV);2006, 1 januari;395
2465;01122 Teelt van boomkwekerijgewassen;Gelderland (PV);2007, 1 januari;385
2466;01122 Teelt van boomkwekerijgewassen;Gelderland (PV);2008, 1 januari;370
2467;01122 Teelt van boomkwekerijgewassen;Gelderland (PV);2009, 1 januari;350
2468;01122 Teelt van boomkwekerijgewassen;Utrecht (PV);2006, 1 januari;75
2469;01122 Teelt van boomkwekerijgewassen;Utrecht (PV);2007, 1 januari;70
2470;01122 Teelt van boomkwekerijgewassen;Utrecht (PV);2008, 1 januari;65
2471;01122 Teelt van boomkwekerijgewassen;Utrecht (PV);2009, 1 januari;65
2472;01122 Teelt van boomkwekerijgewassen;Noord-Holland (PV);2006, 1 januari;90
2473;01122 Teelt van boomkwekerijgewassen;Noord-Holland (PV);2007, 1 januari;105
2474;01122 Teelt van boomkwekerijgewassen;Noord-Holland (PV);2008, 1 januari;105
2475;01122 Teelt van boomkwekerijgewassen;Noord-Holland (PV);2009, 1 januari;100
2476;01122 Teelt van boomkwekerijgewassen;Zuid-Holland (PV);2006, 1 januari;760
2477;01122 Teelt van boomkwekerijgewassen;Zuid-Holland (PV);2007, 1 januari;755
2478;01122 Teelt van boomkwekerijgewassen;Zuid-Holland (PV);2008, 1 januari;710
2479;01122 Teelt van boomkwekerijgewassen;Zuid-Holland (PV);2009, 1 januari;675
2480;01122 Teelt van boomkwekerijgewassen;Zeeland (PV);2006, 1 januari;40
2481;01122 Teelt van boomkwekerijgewassen;Zeeland (PV);2007, 1 januari;40
2482;01122 Teelt van boomkwekerijgewassen;Zeeland (PV);2008, 1 januari;35
2483;01122 Teelt van boomkwekerijgewassen;Zeeland (PV);2009, 1 januari;40
2484;01122 Teelt van boomkwekerijgewassen;Noord-Brabant (PV);2006, 1 januari;990
2485;01122 Teelt van boomkwekerijgewassen;Noord-Brabant (PV);2007, 1 januari;1005
2486;01122 Teelt van boomkwekerijgewassen;Noord-Brabant (PV);2008, 1 januari;1000
2487;01122 Teelt van boomkwekerijgewassen;Noord-Brabant (PV);2009, 1 januari;995
