ID;NGEKlassen;Bedrijfstypen;RegioS;Perioden;AantalBedrijven_1;OppervlakteCultuurgrond_2;EconomischeOmvangNGE_3
1830;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2000;150;665;787
1831;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2001;140;665;705
1832;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2002;150;718;792
1833;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2003;140;702;721
1834;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2004;135;739;723
1835;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2005;135;719;707
1836;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2006;130;708;674
1837;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2007;110;640;580
1838;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2008;115;679;607
1839;3   tot    8 NGE;Akkerbouwbedrijven;Zuid-Holland (PV);2009;105;608;538
1840;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2000;310;1329;1675
1841;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2001;300;1452;1586
1842;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2002;290;1365;1572
1843;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2003;300;1488;1595
1844;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2004;265;1307;1355
1845;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2005;260;1392;1387
1846;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2006;270;1499;1453
1847;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2007;235;1323;1225
1848;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2008;245;1454;1307
1849;3   tot    8 NGE;Akkerbouwbedrijven;Zeeland (PV);2009;190;1170;1042
1850;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2000;665;3510;3563
1851;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2001;640;3477;3353
1852;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2002;655;3475;3368
1853;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2003;630;3389;3233
1854;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2004;625;3509;3307
1855;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2005;655;3928;3412
1856;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2006;725;4316;3762
1857;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2007;670;4428;3456
1858;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2008;665;4403;3445
1859;3   tot    8 NGE;Akkerbouwbedrijven;Noord-Brabant (PV);2009;615;4160;3204
1860;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2000;285;1276;1490
1861;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2001;270;1291;1436
1862;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2002;280;1420;1500
1863;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2003;260;1377;1378
1864;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2004;290;1525;1549
1865;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2005;295;1691;1577
1866;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2006;295;1736;1533
1867;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2007;265;1615;1384
1868;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2008;280;1853;1481
1869;3   tot    8 NGE;Akkerbouwbedrijven;Limburg (PV);2009;260;1702;1378
1870;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2000;450;368;2503
1871;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2001;405;407;2274
1872;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2002;345;252;1924
1873;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2003;325;246;1816
1874;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2004;285;206;1630
1875;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2005;300;191;1673
1876;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2006;265;154;1485
1877;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2007;255;179;1422
1878;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2008;235;170;1297
1879;3   tot    8 NGE;Tuinbouwbedrijven;Nederland;2009;200;126;1079
1880;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2000;20;12;110
1881;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2001;15;12;85
1882;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2002;15;11;95
1883;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2003;15;6;63
1884;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2004;10;8;58
1885;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2005;10;8;68
1886;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2006;15;7;73
1887;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2007;15;8;69
1888;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2008;10;8;63
1889;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Nederland (LD);2009;10;5;52
1890;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2000;50;43;285
1891;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2001;50;39;283
1892;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2002;40;24;215
1893;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2003;30;22;176
1894;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2004;30;19;180
1895;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2005;30;18;169
1896;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2006;35;23;211
1897;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2007;25;17;155
1898;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2008;30;21;181
1899;3   tot    8 NGE;Tuinbouwbedrijven;Oost-Nederland (LD);2009;20;11;108
1900;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2000;235;144;1290
1901;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2001;200;164;1132
1902;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2002;185;110;1014
1903;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2003;175;100;960
1904;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2004;145;88;820
1905;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2005;155;74;839
1906;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2006;130;52;734
1907;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2007;130;71;726
1908;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2008;115;68;613
1909;3   tot    8 NGE;Tuinbouwbedrijven;West-Nederland (LD);2009;105;55;555
1910;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2000;145;169;818
1911;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2001;135;192;774
1912;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2002;105;108;599
1913;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2003;105;118;617
1914;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2004;95;91;572
1915;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2005;105;91;597
1916;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2006;80;72;466
1917;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2007;80;83;472
1918;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2008;75;74;440
1919;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Nederland (LD);2009;65;56;364
1920;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2000;5;3;33
1921;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2001;5;2;19
1922;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2002;5;2;34
1923;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2003;0;1;12
1924;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2004;0;0;13
1925;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2005;5;0;21
1926;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2006;5;0;18
1927;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2007;5;1;20
1928;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2008;5;1;26
1929;3   tot    8 NGE;Tuinbouwbedrijven;Groningen (PV);2009;5;1;33
1930;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2000;5;1;17
1931;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2001;5;5;29
1932;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2002;0;2;7
1933;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2003;5;2;13
1934;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2004;5;4;24
1935;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2005;5;3;19
1936;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2006;5;4;22
1937;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2007;5;3;18
1938;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2008;5;5;18
1939;3   tot    8 NGE;Tuinbouwbedrijven;Friesland (PV);2009;0;3;11
1940;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2000;10;8;61
1941;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2001;5;4;36
1942;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2002;10;6;54
1943;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2003;10;3;39
1944;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2004;5;3;22
1945;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2005;5;4;28
1946;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2006;5;3;32
1947;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2007;5;4;32
1948;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2008;5;3;19
1949;3   tot    8 NGE;Tuinbouwbedrijven;Drenthe (PV);2009;0;1;8
1950;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2000;10;10;52
1951;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2001;5;7;43
1952;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2002;10;8;44
1953;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2003;5;5;36
1954;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2004;5;6;42
1955;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2005;10;5;47
1956;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2006;5;3;36
1957;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2007;5;2;16
1958;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2008;5;4;21
1959;3   tot    8 NGE;Tuinbouwbedrijven;Overijssel (PV);2009;0;0;6
1960;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2000;0;4;14
1961;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2001;0;2;14
1962;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2002;0;1;8
1963;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2003;0;0;3
1964;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2004;0;0;5
1965;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2005;0;1;12
1966;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2006;5;2;28
1967;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2007;0;0;3
1968;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2008;0;2;13
1969;3   tot    8 NGE;Tuinbouwbedrijven;Flevoland (PV);2009;0;1;6
1970;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2000;40;30;219
1971;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2001;40;31;226
1972;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2002;30;15;163
1973;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2003;25;17;137
1974;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2004;25;13;133
1975;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2005;20;12;111
1976;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2006;25;18;147
1977;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2007;25;14;135
1978;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2008;25;15;147
1979;3   tot    8 NGE;Tuinbouwbedrijven;Gelderland (PV);2009;20;10;96
1980;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2000;10;3;46
1981;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2001;5;3;22
1982;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2002;5;3;29
1983;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2003;5;3;24
1984;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2004;5;2;26
1985;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2005;5;2;34
1986;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2006;5;1;13
1987;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2007;5;2;30
1988;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2008;5;2;30
1989;3   tot    8 NGE;Tuinbouwbedrijven;Utrecht (PV);2009;5;1;17
1990;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2000;120;85;660
1991;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2001;100;95;548
1992;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2002;95;65;531
1993;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2003;85;55;454
1994;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2004;75;50;419
1995;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2005;85;47;461
1996;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2006;65;30;373
1997;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2007;65;38;343
1998;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2008;55;42;312
1999;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Holland (PV);2009;55;29;270
2000;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2000;95;49;526
2001;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2001;90;56;521
2002;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2002;75;36;420
2003;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2003;75;34;428
2004;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2004;65;32;351
2005;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2005;55;18;304
2006;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2006;55;15;316
2007;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2007;55;20;302
2008;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2008;40;14;220
2009;3   tot    8 NGE;Tuinbouwbedrijven;Zuid-Holland (PV);2009;45;19;239
2010;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2000;10;7;58
2011;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2001;10;10;42
2012;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2002;5;6;35
2013;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2003;10;9;54
2014;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2004;5;4;24
2015;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2005;5;7;39
2016;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2006;5;5;32
2017;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2007;10;11;50
2018;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2008;10;9;51
2019;3   tot    8 NGE;Tuinbouwbedrijven;Zeeland (PV);2009;5;6;30
2020;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2000;75;88;438
2021;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2001;80;106;459
2022;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2002;60;67;346
2023;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2003;65;71;376
2024;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2004;55;53;343
2025;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2005;70;64;392
2026;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2006;55;49;307
2027;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2007;60;61;349
2028;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2008;50;47;284
2029;3   tot    8 NGE;Tuinbouwbedrijven;Noord-Brabant (PV);2009;40;36;232
2030;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2000;70;80;380
2031;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2001;55;86;315
2032;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2002;45;41;254
2033;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2003;40;46;241
2034;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2004;40;38;229
2035;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2005;35;27;205
2036;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2006;30;24;159
2037;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2007;20;23;123
2038;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2008;25;27;155
2039;3   tot    8 NGE;Tuinbouwbedrijven;Limburg (PV);2009;25;21;132
2040;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2000;425;380;2360
2041;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2001;390;373;2169
2042;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2002;395;354;2195
2043;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2003;320;286;1773
2044;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2004;295;256;1632
2045;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2005;270;210;1544
2046;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2006;255;196;1418
2047;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2007;235;182;1333
2048;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2008;220;186;1259
2049;3   tot    8 NGE;Blijvende teeltbedrijven;Nederland;2009;210;173;1229
2050;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2000;10;10;68
2051;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2001;15;10;83
2052;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2002;10;6;51
2053;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2003;5;7;28
2054;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2004;5;4;33
2055;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2005;10;6;70
2056;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2006;10;10;65
2057;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2007;5;2;28
2058;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2008;10;7;49
2059;3   tot    8 NGE;Blijvende teeltbedrijven;Noord-Nederland (LD);2009;5;4;34
2060;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2000;165;150;932
2061;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2001;165;161;878
2062;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2002;160;151;868
2063;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2003;140;122;769
2064;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2004;125;117;702
2065;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2005;115;92;657
2066;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2006;105;82;589
2067;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2007;115;85;641
2068;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2008;100;85;549
2069;3   tot    8 NGE;Blijvende teeltbedrijven;Oost-Nederland (LD);2009;90;75;517
2070;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2000;145;123;787
2071;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2001;120;106;680
2072;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2002;125;108;725
2073;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2003;100;86;582
2074;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2004;85;70;497
2075;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2005;75;55;443
2076;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2006;75;51;424
2077;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2007;65;47;374
2078;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2008;70;58;421
2079;3   tot    8 NGE;Blijvende teeltbedrijven;West-Nederland (LD);2009;65;50;390
2080;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2000;100;98;573
2081;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2001;90;96;528
2082;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2002;100;88;551
2083;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2003;75;71;394
2084;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2004;75;65;401
2085;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2005;70;57;374
2086;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2006;65;52;339
2087;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2007;50;48;291
2088;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2008;45;36;240
2089;3   tot    8 NGE;Blijvende teeltbedrijven;Zuid-Nederland (LD);2009;50;44;288
2090;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2000;10;6;46
2091;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2001;5;4;28
2092;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2002;5;4;26
2093;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2003;0;1;11
2094;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2004;5;2;13
2095;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2005;5;3;42
2096;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2006;5;2;22
2097;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2007;5;2;17
2098;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2008;5;2;27
2099;3   tot    8 NGE;Blijvende teeltbedrijven;Groningen (PV);2009;5;3;23
2100;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2000;5;3;14
2101;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2001;0;4;11
2102;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2002;0;2;13
2103;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2003;0;6;11
2104;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2004;0;2;5
2105;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2005;0;2;6
2106;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2006;5;3;20
2107;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2007;0;1;5
2108;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2008;0;3;10
2109;3   tot    8 NGE;Blijvende teeltbedrijven;Friesland (PV);2009;0;0;0
2110;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2000;0;0;8
2111;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2001;5;2;44
2112;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2002;0;0;11
2113;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2003;0;0;7
2114;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2004;5;0;14
2115;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2005;5;1;22
2116;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2006;5;5;23
2117;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2007;0;0;6
2118;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2008;0;2;12
2119;3   tot    8 NGE;Blijvende teeltbedrijven;Drenthe (PV);2009;0;1;11
2120;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2000;5;1;31
2121;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2001;5;2;33
2122;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2002;10;6;47
2123;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2003;10;5;56
2124;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2004;10;6;51
2125;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2005;10;6;50
2126;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2006;10;7;51
2127;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2007;10;5;57
2128;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2008;10;8;62
2129;3   tot    8 NGE;Blijvende teeltbedrijven;Overijssel (PV);2009;15;7;77
