ID;Gewassen;Perioden;VoorlopigeOogstraming_1;DefinitieveOogstraming_2;Verschil_3;DefinitieveOogstraming_4;VerschilGeoogstTOVBeteeld_5;VoorlopigeOogstraming_6;DefinitieveOogstraming_7;Verschil_8;VoorlopigeOogstraming_9;DefinitieveOogstraming_10;Verschil_11
0;Tarwe (totaal);2010;154013.0;154013.0;0.0;153723.0;-0.2;9.4;8.9;-5.3;1449552.0;1361964.0;-6.0
1;Tarwe (totaal);2011;150595.0;151524.0;0.6;151041.0;-0.3;8.2;7.8;-4.9;1229727.0;1175275.0;-4.4
2;Tarwe (totaal);2012;150824.0;151625.0;0.5;151625.0;0.0;8.7;8.6;-1.1;1318924.0;1302001.0;-1.3
3;Tarwe (totaal);2013;152753.0;152754.0;0.0;152737.0;0.0;9.2;8.7;-5.4;1409730.0;1335105.0;-5.3
4;Tarwe (totaal);2014;142264.0;142212.0;0.0;142212.0;0.0;9.4;9.2;-2.1;1338916.0;1304054.0;-2.6
5;Tarwe (totaal);2015;142702.0;142468.0;-0.2;142468.0;0.0;9.9;9.1;-8.1;1415154.0;1300085.0;-8.1
6;Tarwe (totaal);2016;127736.0;128065.0;0.3;127328.0;-0.6;8.2;8.0;-2.4;1045756.0;1016479.0;-2.8
7;Tarwe (totaal);2017;116448.0;116429.0;0.0;115923.0;-0.4;9.5;9.1;-4.2;1111215.0;1054151.0;-5.1
8;Tarwe (totaal);2018;112898.0;112044.0;-0.8;111660.0;-0.3;9.3;8.8;-5.4;1044561.0;984874.0;-5.7
9;Tarwe (totaal);2019;121869.0;121064.0;-0.7;120546.0;-0.4;9.9;9.6;-3.0;1207172.0;1157429.0;-4.1
10;Tarwe (totaal);2020;109621.0;109628.0;0.0;108908.0;-0.7;9.4;8.8;-6.4;1030620.0;953863.0;-7.4
11;Tarwe (totaal);2021;119416.0;119383.0;0.0;118158.0;-1.0;8.6;8.2;-4.7;1024454.0;970734.0;-5.2
12;Tarwe (totaal);2022;124613.0;124348.0;-0.2;123788.0;-0.5;10.4;9.6;-7.7;1292631.0;1190494.0;-7.9
13;Tarwe, winter;2010;135006.0;135006.0;0.0;134717.0;-0.2;9.7;9.1;-6.2;1308587.0;1229069.0;-6.1
14;Tarwe, winter;2011;112545.0;113153.0;0.5;112920.0;-0.2;8.5;8.2;-3.5;959023.0;920789.0;-4.0
15;Tarwe, winter;2012;135652.0;136388.0;0.5;136388.0;0.0;8.9;8.7;-2.2;1203184.0;1192960.0;-0.8
16;Tarwe, winter;2013;124771.0;124771.0;0.0;124761.0;0.0;9.6;9.1;-5.2;1193130.0;1129316.0;-5.3
17;Tarwe, winter;2014;122326.0;122290.0;0.0;122290.0;0.0;9.7;9.5;-2.1;1181611.0;1161907.0;-1.7
18;Tarwe, winter;2015;127769.0;127467.0;-0.2;127467.0;0.0;10.2;9.4;-7.8;1299564.0;1195025.0;-8.0
19;Tarwe, winter;2016;116725.0;117014.0;0.2;116323.0;-0.6;8.3;8.1;-2.4;967966.0;945874.0;-2.3
20;Tarwe, winter;2017;108037.0;108015.0;0.0;107574.0;-0.4;9.7;9.3;-4.1;1046183.0;996379.0;-4.8
21;Tarwe, winter;2018;97062.0;96273.0;-0.8;95971.0;-0.3;9.5;9.1;-4.2;924767.0;874353.0;-5.5
22;Tarwe, winter;2019;112894.0;112203.0;-0.6;111756.0;-0.4;10.1;9.8;-3.0;1138043.0;1095086.0;-3.8
23;Tarwe, winter;2020;92824.0;92844.0;0.0;92462.0;-0.4;9.8;9.2;-6.1;909734.0;848718.0;-6.7
24;Tarwe, winter;2021;106819.0;106783.0;0.0;105987.0;-0.8;8.7;8.4;-3.4;934416.0;889638.0;-4.8
25;Tarwe, winter;2022;108574.0;108321.0;-0.2;107813.0;-0.5;10.7;9.9;-7.5;1157694.0;1070050.0;-7.6
26;Tarwe, zomer;2010;19006.0;19006.0;0.0;19006.0;0.0;7.4;7.0;-5.4;140965.0;132895.0;-5.7
27;Tarwe, zomer;2011;38051.0;38371.0;0.8;38121.0;-0.7;7.1;6.7;-5.6;270703.0;254485.0;-6.0
28;Tarwe, zomer;2012;15171.0;15237.0;0.4;15237.0;0.0;7.6;7.2;-5.3;115740.0;109042.0;-5.8
29;Tarwe, zomer;2013;27983.0;27983.0;0.0;27976.0;0.0;7.7;7.4;-3.9;216600.0;205790.0;-5.0
30;Tarwe, zomer;2014;19938.0;19922.0;-0.1;19922.0;0.0;7.9;7.1;-10.1;157305.0;142147.0;-9.6
31;Tarwe, zomer;2015;14933.0;15001.0;0.5;15001.0;0.0;7.7;7.0;-9.1;115590.0;105060.0;-9.1
32;Tarwe, zomer;2016;11011.0;11051.0;0.4;11005.0;-0.4;7.1;6.4;-9.9;77790.0;70605.0;-9.2
33;Tarwe, zomer;2017;8411.0;8414.0;0.0;8349.0;-0.8;7.7;6.9;-10.4;65032.0;57772.0;-11.2
34;Tarwe, zomer;2018;15835.0;15771.0;-0.4;15689.0;-0.5;7.6;7.0;-7.9;119794.0;110522.0;-7.7
35;Tarwe, zomer;2019;8974.0;8861.0;-1.3;8790.0;-0.8;7.7;7.1;-7.8;69129.0;62343.0;-9.8
36;Tarwe, zomer;2020;16797.0;16784.0;-0.1;16447.0;-2.0;7.2;6.4;-11.1;120879.0;105146.0;-13.0
37;Tarwe, zomer;2021;12597.0;12600.0;0.0;12171.0;-3.4;7.1;6.7;-5.6;90038.0;81096.0;-9.9
38;Tarwe, zomer;2022;16039.0;16027.0;-0.1;15975.0;-0.3;8.4;7.5;-10.7;134937.0;120445.0;-10.7
39;Gerst, winter;2010;4674.0;4674.0;0.0;4674.0;0.0;7.5;7.7;2.7;35191.0;35896.0;2.0
40;Gerst, winter;2011;4063.0;4071.0;0.2;3980.0;-2.2;7.7;6.7;-13.0;31248.0;26744.0;-14.4
41;Gerst, winter;2012;4187.0;4213.0;0.6;4213.0;0.0;7.7;7.7;0.0;32228.0;32434.0;0.6
42;Gerst, winter;2013;4450.0;4450.0;0.0;4450.0;0.0;7.9;7.8;-1.3;35277.0;34857.0;-1.2
43;Gerst, winter;2014;5558.0;5558.0;0.0;5558.0;0.0;8.4;8.3;-1.2;46690.0;46172.0;-1.1
44;Gerst, winter;2015;7640.0;7648.0;0.1;7648.0;0.0;9.2;8.6;-6.5;70003.0;65836.0;-6.0
45;Gerst, winter;2016;9794.0;9818.0;0.2;9659.0;-1.6;7.2;7.6;5.6;70260.0;73662.0;4.8
46;Gerst, winter;2017;9296.0;9299.0;0.0;9284.0;-0.2;8.6;8.6;0.0;79670.0;79843.0;0.2
47;Gerst, winter;2018;8322.0;8244.0;-0.9;8199.0;-0.5;8.4;8.1;-3.6;70223.0;66043.0;-6.0
48;Gerst, winter;2019;11165.0;11134.0;-0.3;11092.0;-0.4;9.1;9.1;0.0;101089.0;100389.0;-0.7
49;Gerst, winter;2020;9711.0;9724.0;0.1;9618.0;-1.1;8.8;7.6;-13.6;85095.0;73176.0;-14.0
50;Gerst, winter;2021;9775.0;9771.0;0.0;9632.0;-1.4;8.5;8.0;-5.9;82657.0;76629.0;-7.3
51;Gerst, winter;2022;10555.0;10552.0;0.0;10508.0;-0.4;9.8;8.9;-9.2;103547.0;93199.0;-10.0
52;Gerst, zomer;2010;28720.0;28720.0;0.0;28578.0;-0.5;5.6;5.9;5.4;159492.0;168548.0;5.7
53;Gerst, zomer;2011;29778.0;30036.0;0.9;29882.0;-0.5;6.1;6.0;-1.6;182624.0;177958.0;-2.6
54;Gerst, zomer;2012;25535.0;25631.0;0.4;25631.0;0.0;6.7;6.8;1.5;171792.0;173478.0;1.0
55;Gerst, zomer;2013;25167.0;25168.0;0.0;25157.0;0.0;6.9;6.9;0.0;174483.0;173227.0;-0.7
56;Gerst, zomer;2014;22055.0;22055.0;0.0;22055.0;0.0;7.2;6.8;-5.6;159387.0;150753.0;-5.4
57;Gerst, zomer;2015;24910.0;25165.0;1.0;25165.0;0.0;7.0;6.5;-7.1;175173.0;163397.0;-6.7
58;Gerst, zomer;2016;24868.0;24980.0;0.5;24769.0;-0.8;6.7;6.6;-1.5;167248.0;162569.0;-2.8
59;Gerst, zomer;2017;20895.0;20905.0;0.0;20436.0;-2.2;6.2;6.1;-1.6;130314.0;124473.0;-4.5
60;Gerst, zomer;2018;28103.0;27911.0;-0.7;27775.0;-0.5;6.4;6.7;4.7;179325.0;187361.0;4.5
61;Gerst, zomer;2019;22734.0;22570.0;-0.7;22297.0;-1.2;6.3;6.6;4.8;142667.0;147797.0;3.6
62;Gerst, zomer;2020;28965.0;28968.0;0.0;28763.0;-0.7;6.3;6.2;-1.6;183729.0;178836.0;-2.7
63;Gerst, zomer;2021;20303.0;20307.0;0.0;20041.0;-1.3;6.4;6.2;-3.1;129374.0;124603.0;-3.7
64;Gerst, zomer;2022;26353.0;26306.0;-0.2;26017.0;-1.1;7.6;7.6;0.0;200706.0;196757.0;-2.0
65;Rogge;2010;2343.0;2343.0;0.0;2252.0;-3.9;5.1;4.5;-11.8;11874.0;10242.0;-13.7
66;Rogge;2011;1647.0;1650.0;0.2;1629.0;-1.3;5.0;3.9;-22.0;8240.0;6411.0;-22.2
67;Rogge;2012;1934.0;1934.0;0.0;1934.0;0.0;5.1;4.8;-5.9;9868.0;9225.0;-6.5
68;Rogge;2013;1820.0;1820.0;0.0;1741.0;-4.3;5.6;3.9;-30.4;10129.0;6706.0;-33.8
69;Rogge;2014;1720.0;1720.0;0.0;1720.0;0.0;5.3;4.1;-22.6;9197.0;7106.0;-22.7
70;Rogge;2015;1508.0;1628.0;8.0;1628.0;0.0;5.3;3.8;-28.3;8005.0;6161.0;-23.0
71;Rogge;2016;1609.0;1612.0;0.2;1564.0;-3.0;5.7;3.5;-38.6;9107.0;5403.0;-40.7
72;Rogge;2017;1496.0;1496.0;0.0;1365.0;-8.8;5.5;3.2;-41.8;8290.0;4385.0;-47.1
73;Rogge;2018;1596.0;1599.0;0.2;1557.0;-2.6;4.7;2.9;-38.3;7534.0;4457.0;-40.8
74;Rogge;2019;1876.0;1875.0;-0.1;1491.0;-20.5;3.7;3.6;-2.7;6952.0;5428.0;-21.9
75;Rogge;2020;1903.0;1903.0;0.0;1781.0;-6.4;3.5;4.4;25.7;6690.0;7782.0;16.3
76;Rogge;2021;2203.0;2204.0;0.0;2128.0;-3.4;3.5;3.8;8.6;7710.0;8184.0;6.1
77;Rogge;2022;2285.0;2288.0;0.1;2223.0;-2.8;3.9;4.2;7.7;8977.0;9234.0;2.9
78;Haver;2010;1692.0;1692.0;0.0;1683.0;-0.5;5.4;4.7;-13.0;9079.0;7847.0;-13.6
79;Haver;2011;1480.0;1493.0;0.9;1458.0;-2.3;4.6;5.8;26.1;6747.0;8409.0;24.6
80;Haver;2012;1735.0;1739.0;0.2;1739.0;0.0;5.6;6.0;7.1;9654.0;10380.0;7.5
81;Haver;2013;1893.0;1892.0;-0.1;1870.0;-1.2;6.9;5.6;-18.8;12989.0;10426.0;-19.7
82;Haver;2014;1751.0;1751.0;0.0;1751.0;0.0;6.1;5.7;-6.6;10643.0;9925.0;-6.7
83;Haver;2015;1348.0;1528.0;13.4;1528.0;0.0;6.0;5.3;-11.7;8098.0;8163.0;0.8
84;Haver;2016;1482.0;1484.0;0.1;1475.0;-0.6;6.3;4.8;-23.8;9381.0;7078.0;-24.5
85;Haver;2017;1495.0;1495.0;0.0;1455.0;-2.7;6.5;4.6;-29.2;9715.0;6728.0;-30.7
86;Haver;2018;1461.0;1447.0;-1.0;1411.0;-2.5;5.8;5.0;-13.8;8513.0;7011.0;-17.6
87;Haver;2019;1535.0;1535.0;0.0;1430.0;-6.8;5.7;6.0;5.3;8798.0;8558.0;-2.7
88;Haver;2020;1568.0;1568.0;0.0;1566.0;-0.1;5.6;5.0;-10.7;8826.0;7804.0;-11.6
89;Haver;2021;1387.0;1388.0;0.1;1382.0;-0.4;5.2;5.4;3.8;7215.0;7443.0;3.2
90;Haver;2022;1492.0;1494.0;0.1;1471.0;-1.5;6.1;6.0;-1.6;9140.0;8792.0;-3.8
91;Triticale;2010;2676.0;2676.0;0.0;2676.0;0.0;5.0;5.3;6.0;13508.0;14164.0;4.9
92;Triticale;2011;1821.0;1828.0;0.4;1789.0;-2.1;5.6;5.9;5.4;10276.0;10482.0;2.0
