ID;Gewassen;Perioden;VoorlopigeOogstraming_1;DefinitieveOogstraming_2;Verschil_3;DefinitieveOogstraming_4;VerschilGeoogstTOVBeteeld_5;VoorlopigeOogstraming_6;DefinitieveOogstraming_7;Verschil_8;VoorlopigeOogstraming_9;DefinitieveOogstraming_10;Verschil_11
93;Triticale;2012;1924.0;1925.0;0.1;1925.0;0.0;6.3;6.3;0.0;12099.0;12099.0;0.0
94;Triticale;2013;1953.0;1953.0;0.0;1953.0;0.0;6.6;5.1;-22.7;12864.0;9931.0;-22.8
95;Triticale;2014;1520.0;1520.0;0.0;1520.0;0.0;6.6;6.2;-6.1;9957.0;9430.0;-5.3
96;Triticale;2015;1319.0;1361.0;3.2;1361.0;0.0;6.8;5.1;-25.0;8968.0;6898.0;-23.1
97;Triticale;2016;1042.0;1047.0;0.5;1044.0;-0.3;6.2;5.2;-16.1;6417.0;5387.0;-16.1
98;Triticale;2017;1227.0;1227.0;0.0;1225.0;-0.2;6.3;5.2;-17.5;7783.0;6395.0;-17.8
99;Triticale;2018;1157.0;1154.0;-0.3;1098.0;-4.9;5.7;5.0;-12.3;6649.0;5450.0;-18.0
100;Triticale;2019;1333.0;1334.0;0.1;1326.0;-0.6;6.0;5.4;-10.0;8042.0;7208.0;-10.4
101;Triticale;2020;1183.0;1183.0;0.0;1165.0;-1.5;5.8;4.8;-17.2;6847.0;5579.0;-18.5
102;Triticale;2021;1251.0;1253.0;0.2;1204.0;-3.9;5.2;4.8;-7.7;6505.0;5766.0;-11.4
103;Triticale;2022;1279.0;1278.0;-0.1;1274.0;-0.3;6.1;5.4;-11.5;7835.0;6865.0;-12.4
104;Maïs, korrelmaïs;2010;17063.0;17063.0;0.0;16733.0;-1.9;9.1;11.8;29.7;155005.0;196903.0;27.0
105;Maïs, korrelmaïs;2011;16531.0;16570.0;0.2;16570.0;0.0;10.9;12.3;12.8;179410.0;204400.0;13.9
106;Maïs, korrelmaïs;2012;15457.0;15505.0;0.3;15505.0;0.0;10.9;12.3;12.8;168468.0;191363.0;13.6
107;Maïs, korrelmaïs;2013;15512.0;15512.0;0.0;15512.0;0.0;10.6;11.9;12.3;163843.0;185284.0;13.1
108;Maïs, korrelmaïs;2014;12594.0;12594.0;0.0;12594.0;0.0;10.2;13.7;34.3;128615.0;173066.0;34.6
109;Maïs, korrelmaïs;2015;11087.0;11188.0;0.9;11188.0;0.0;9.4;10.8;14.9;103782.0;121114.0;16.7
110;Maïs, korrelmaïs;2016;9087.0;9123.0;0.4;8424.0;-7.7;6.9;10.0;44.9;62255.0;84641.0;36.0
111;Maïs, korrelmaïs;2017;8687.0;8690.0;0.0;8671.0;-0.2;8.8;13.5;53.4;76667.0;116711.0;52.2
112;Maïs, korrelmaïs;2018;9819.0;9735.0;-0.9;9415.0;-3.3;7.0;9.0;28.6;68820.0;84788.0;23.2
113;Maïs, korrelmaïs;2019;12902.0;12668.0;-1.8;12424.0;-1.9;7.3;10.3;41.1;94716.0;127395.0;34.5
114;Maïs, korrelmaïs;2020;12835.0;12819.0;-0.1;12732.0;-0.7;7.6;11.6;52.6;97134.0;147208.0;51.6
115;Maïs, korrelmaïs;2021;11537.0;11599.0;0.5;11229.0;-3.2;8.9;12.8;43.8;102119.0;143796.0;40.8
116;Maïs, korrelmaïs;2022;13755.0;13742.0;-0.1;13642.0;-0.7;9.6;12.1;26.0;132011.0;164857.0;24.9
117;Maïs, snijmaïs;2010;228889.0;228889.0;0.0;228889.0;0.0;43.4;45.2;4.1;9940082.0;10341149.0;4.0
118;Maïs, snijmaïs;2011;228306.0;229637.0;0.6;228741.0;-0.4;45.4;46.2;1.8;10369458.0;10558587.0;1.8
119;Maïs, snijmaïs;2012;231004.0;231811.0;0.3;231811.0;0.0;43.0;46.0;7.0;9931239.0;10670262.0;7.4
120;Maïs, snijmaïs;2013;230287.0;229739.0;-0.2;229739.0;0.0;42.9;44.7;4.2;9870241.0;10268138.0;4.0
121;Maïs, snijmaïs;2014;226146.0;226151.0;0.0;226151.0;0.0;44.3;47.7;7.7;10015705.0;10787993.0;7.7
122;Maïs, snijmaïs;2015;223900.0;223855.0;0.0;223855.0;0.0;41.1;35.6;-13.4;9201118.0;7975511.0;-13.3
123;Maïs, snijmaïs;2016;206653.0;206868.0;0.1;203814.0;-1.5;34.8;40.3;15.8;7188210.0;8218040.0;14.3
124;Maïs, snijmaïs;2017;205171.0;205249.0;0.0;203511.0;-0.8;43.4;48.9;12.7;8903903.0;9955458.0;11.8
125;Maïs, snijmaïs;2018;206753.0;205574.0;-0.6;203220.0;-1.1;33.2;39.9;20.2;6858252.0;8103000.0;18.1
126;Maïs, snijmaïs;2019;188053.0;187400.0;-0.3;186226.0;-0.6;35.7;43.0;20.4;6704128.0;8014566.0;19.5
127;Maïs, snijmaïs;2020;195756.0;195756.0;0.0;194654.0;-0.6;36.2;44.9;24.0;7078299.0;8747475.0;23.6
128;Maïs, snijmaïs;2021;186428.0;186123.0;-0.2;183302.0;-1.5;42.0;45.5;8.3;7837753.0;8341740.0;6.4
129;Maïs, snijmaïs;2022;183324.0;183274.0;0.0;182803.0;-0.3;44.0;45.0;2.3;8058645.0;8230047.0;2.1
130;Maïs, corn cob mix;2010;7259.0;7259.0;0.0;7259.0;0.0;11.4;11.7;2.6;82603.0;84800.0;2.7
131;Maïs, corn cob mix;2011;6105.0;6128.0;0.4;6087.0;-0.7;12.3;12.3;0.0;75255.0;74891.0;-0.5
132;Maïs, corn cob mix;2012;5803.0;5813.0;0.2;5813.0;0.0;11.3;10.8;-4.4;65395.0;62935.0;-3.8
133;Maïs, corn cob mix;2013;5927.0;5927.0;0.0;5927.0;0.0;10.0;11.4;14.0;59408.0;67725.0;14.0
134;Maïs, corn cob mix;2014;4882.0;4930.0;1.0;4930.0;0.0;10.5;13.5;28.6;51483.0;66722.0;29.6
135;Maïs, corn cob mix;2015;4662.0;4615.0;-1.0;4615.0;0.0;12.1;11.4;-5.8;56321.0;52514.0;-6.8
136;Maïs, corn cob mix;2016;3923.0;3930.0;0.2;3849.0;-2.1;8.1;12.0;48.1;31606.0;46113.0;45.9
137;Maïs, corn cob mix;2017;3585.0;3589.0;0.1;3575.0;-0.4;10.3;13.4;30.1;37102.0;47956.0;29.3
138;Maïs, corn cob mix;2018;4552.0;4511.0;-0.9;4345.0;-3.7;7.7;7.7;0.0;34980.0;33501.0;-4.2
139;Maïs, corn cob mix;2019;6682.0;6632.0;-0.7;6585.0;-0.7;8.0;10.3;28.8;53446.0;67773.0;26.8
140;Maïs, corn cob mix;2020;6732.0;6707.0;-0.4;6690.0;-0.3;8.7;10.7;23.0;58342.0;71764.0;23.0
141;Maïs, corn cob mix;2021;5855.0;6054.0;3.4;5973.0;-1.3;10.0;14.0;40.0;58422.0;83581.0;43.1
142;Maïs, corn cob mix;2022;6594.0;6582.0;-0.2;6488.0;-1.4;10.0;11.2;12.0;66204.0;72529.0;9.6
143;Bruine bonen;2010;;2007.0;;;;;;;;;
144;Bruine bonen;2011;;1335.0;;1335.0;0.0;;3.3;;;4338.0;
145;Bruine bonen;2012;;1585.0;;1585.0;0.0;;3.0;;;4756.0;
146;Bruine bonen;2013;;1796.0;;1796.0;0.0;;3.0;;;5297.0;
147;Bruine bonen;2014;;1829.0;;1829.0;0.0;;3.2;;;5760.0;
148;Bruine bonen;2015;;1574.0;;1574.0;0.0;;3.5;;;5508.0;
149;Bruine bonen;2016;;822.0;;822.0;0.0;;3.2;;;2630.0;
150;Bruine bonen;2017;1347.0;1347.0;0.0;1347.0;0.0;3.2;3.5;9.4;4244.0;4648.0;9.5
151;Bruine bonen;2018;1046.0;1036.0;-1.0;1016.0;-1.9;1.8;1.8;0.0;1882.0;1829.0;-2.8
152;Bruine bonen;2019;1414.0;1413.0;-0.1;1413.0;0.0;2.5;2.5;0.0;3506.0;3505.0;0.0
153;Bruine bonen;2020;2127.0;2127.0;0.0;2127.0;0.0;2.7;2.4;-11.1;5637.0;5105.0;-9.4
154;Bruine bonen;2021;2061.0;2061.0;0.0;2061.0;0.0;3.2;3.2;0.0;6595.0;6595.0;0.0
155;Bruine bonen;2022;1199.0;1199.0;0.0;1199.0;0.0;2.3;2.3;0.0;2699.0;2759.0;2.2
156;Koolzaad (totaal);2010;2632.0;2632.0;0.0;2632.0;0.0;4.2;4.4;4.8;11077.0;11521.0;4.0
157;Koolzaad (totaal);2011;1969.0;2026.0;2.9;1965.0;-3.0;3.8;3.4;-10.5;7570.0;6757.0;-10.7
158;Koolzaad (totaal);2012;2125.0;2129.0;0.2;2129.0;0.0;4.2;3.5;-16.7;8821.0;7475.0;-15.3
159;Koolzaad (totaal);2013;3477.0;3477.0;0.0;3477.0;0.0;4.3;3.0;-30.2;14824.0;10275.0;-30.7
160;Koolzaad (totaal);2014;3086.0;3086.0;0.0;3086.0;0.0;4.0;3.3;-17.5;12251.0;10221.0;-16.6
161;Koolzaad (totaal);2015;2226.0;2269.0;1.9;2269.0;0.0;3.9;3.9;0.0;8669.0;8852.0;2.1
162;Koolzaad (totaal);2016;1696.0;1696.0;0.0;1598.0;-5.8;4.4;3.3;-25.0;7408.0;5279.0;-28.7
163;Koolzaad (totaal);2017;1947.0;1947.0;0.0;1940.0;-0.4;4.1;4.1;0.0;8047.0;7894.0;-1.9
164;Koolzaad (totaal);2018;2056.0;2048.0;-0.4;2015.0;-1.6;3.9;2.9;-25.6;7925.0;5836.0;-26.4
165;Koolzaad (totaal);2019;1841.0;1794.0;-2.6;1775.0;-1.1;3.7;3.4;-8.1;6739.0;6038.0;-10.4
166;Koolzaad (totaal);2020;1695.0;1695.0;0.0;1675.0;-1.2;3.6;3.6;0.0;6116.0;5946.0;-2.8
167;Koolzaad (totaal);2021;1505.0;1505.0;0.0;1454.0;-3.4;3.1;3.1;0.0;4723.0;4437.0;-6.1
168;Koolzaad (totaal);2022;1610.0;1612.0;0.1;1499.0;-7.0;4.3;4.4;2.3;6987.0;6649.0;-4.8
169;Vlas;2010;1896.0;1896.0;0.0;1896.0;0.0;5.0;5.5;10.0;9482.0;10519.0;10.9
170;Vlas;2011;2119.0;2156.0;1.7;2156.0;0.0;;3.7;;;7954.0;
171;Vlas;2012;2072.0;2077.0;0.2;2077.0;0.0;6.4;6.4;0.0;13258.0;13290.0;0.2
172;Vlas;2013;1881.0;1881.0;0.0;1881.0;0.0;6.0;6.0;0.0;11237.0;11237.0;0.0
173;Vlas;2014;1983.0;1983.0;0.0;1983.0;0.0;5.3;5.2;-1.9;10509.0;10310.0;-1.9
174;Vlas;2015;;2405.0;;2405.0;0.0;;5.9;;;14191.0;
175;Vlas;2016;2415.0;2415.0;0.0;2415.0;0.0;5.7;5.7;0.0;13764.0;13764.0;0.0
176;Vlas;2017;2572.0;2564.0;-0.3;2494.0;-2.7;4.1;4.1;0.0;10455.0;10224.0;-2.2
177;Vlas;2018;2232.0;2232.0;0.0;2218.0;-0.6;4.0;4.0;0.0;8841.0;8783.0;-0.7
178;Vlas;2019;2291.0;2291.0;0.0;2291.0;0.0;5.8;5.8;0.0;13356.0;13356.0;0.0
179;Vlas;2020;2377.0;2378.0;0.0;1925.0;-19.0;3.8;3.8;0.0;9081.0;7353.0;-19.0
180;Vlas;2021;1885.0;1885.0;0.0;1798.0;-4.6;6.3;6.3;0.0;11876.0;11327.0;-4.6
181;Vlas;2022;1985.0;1985.0;0.0;1945.0;-2.0;5.2;5.2;0.0;10057.0;10114.0;0.6
182;Lijnzaad;2010;1896.0;1896.0;0.0;1422.0;-25.0;;1.0;;;1422.0;
183;Lijnzaad;2011;2119.0;2156.0;1.7;2156.0;0.0;;0.6;;;1195.0;
184;Lijnzaad;2012;2072.0;2077.0;0.2;2077.0;0.0;0.9;0.9;0.0;1761.0;1765.0;0.2
185;Lijnzaad;2013;1881.0;1881.0;0.0;1881.0;0.0;1.1;1.1;0.0;1981.0;1981.0;0.0
186;Lijnzaad;2014;1983.0;1983.0;0.0;1983.0;0.0;0.7;0.7;0.0;1388.0;1388.0;0.0
187;Lijnzaad;2015;;2405.0;;2405.0;0.0;;1.0;;;2405.0;
188;Lijnzaad;2016;2415.0;2415.0;0.0;2415.0;0.0;0.7;0.7;0.0;1787.0;1787.0;0.0
189;Lijnzaad;2017;2572.0;2564.0;-0.3;2494.0;-2.7;0.6;0.6;0.0;1623.0;1496.0;-7.8
190;Lijnzaad;2018;2232.0;2232.0;0.0;2218.0;-0.6;0.7;0.7;0.0;1518.0;1508.0;-0.7
191;Lijnzaad;2019;2291.0;2291.0;0.0;2291.0;0.0;0.9;0.9;0.0;2149.0;2149.0;0.0
192;Lijnzaad;2020;2377.0;2378.0;0.0;1925.0;-19.0;0.7;0.7;0.0;1771.0;1434.0;-19.0
193;Lijnzaad;2021;1885.0;1885.0;0.0;1798.0;-4.6;0.8;0.8;0.0;1414.0;1348.0;-4.7
194;Lijnzaad;2022;1985.0;1985.0;0.0;1945.0;-2.0;1.0;1.0;0.0;1945.0;1945.0;0.0
195;Cichorei;2010;4691.0;4691.0;0.0;4680.0;-0.2;39.4;40.1;1.8;184722.0;187640.0;1.6
196;Cichorei;2011;3197.0;3196.0;0.0;3196.0;0.0;46.5;48.0;3.2;148574.0;153273.0;3.2
197;Cichorei;2012;2882.0;2913.0;1.1;2913.0;0.0;43.1;42.6;-1.2;124303.0;124236.0;-0.1
198;Cichorei;2013;3888.0;3888.0;0.0;3888.0;0.0;38.0;40.5;6.6;147943.0;157454.0;6.4
199;Cichorei;2014;3555.0;3555.0;0.0;3555.0;0.0;46.9;43.6;-7.0;166836.0;154895.0;-7.2
200;Cichorei;2015;3900.0;3903.0;0.1;3903.0;0.0;41.6;43.7;5.0;162267.0;170399.0;5.0
201;Cichorei;2016;3857.0;3884.0;0.7;3853.0;-0.8;41.4;43.2;4.3;159505.0;166406.0;4.3
202;Cichorei;2017;3235.0;3235.0;0.0;3142.0;-2.9;48.1;48.6;1.0;155647.0;152640.0;-1.9
203;Cichorei;2018;3151.0;3151.0;0.0;3142.0;-0.3;38.3;43.4;13.3;120631.0;136451.0;13.1
204;Cichorei;2019;4041.0;4041.0;0.0;3975.0;-1.6;42.1;43.2;2.6;170216.0;171888.0;1.0
205;Cichorei;2020;3853.0;3853.0;0.0;3778.0;-1.9;39.7;38.2;-3.8;152909.0;144434.0;-5.5
206;Cichorei;2021;3839.0;3839.0;0.0;3779.0;-1.6;42.2;42.9;1.7;161940.0;161998.0;0.0
207;Cichorei;2022;3514.0;3514.0;0.0;3435.0;-2.2;38.4;42.1;9.6;135038.0;144788.0;7.2
208;Hennep;2010;;1142.0;;1142.0;0.0;;5.6;;;6396.0;
209;Hennep;2011;;890.0;;890.0;0.0;;6.9;;;6132.0;
210;Hennep;2012;;1274.0;;1274.0;0.0;;8.0;;;10189.0;
211;Hennep;2013;;1284.0;;1284.0;0.0;;8.0;;;10273.0;
212;Hennep;2014;;1633.0;;1633.0;0.0;;8.0;;;13065.0;
213;Hennep;2015;;2041.0;;2041.0;0.0;;7.2;;;14596.0;
214;Hennep;2016;;2262.0;;2262.0;0.0;;7.7;;;17417.0;
215;Hennep;2017;2272.0;2272.0;0.0;1272.0;-44.0;8.0;7.5;-6.3;18175.0;9539.0;-47.5
216;Hennep;2018;2122.0;2122.0;0.0;1990.0;-6.2;7.7;7.7;0.0;16337.0;15323.0;-6.2
217;Hennep;2019;1877.0;1877.0;0.0;1877.0;0.0;7.5;7.5;0.0;14074.0;14074.0;0.0
