ID;Bedrijfsgroep;Positie;Geslacht;Nationaliteit;Personen_1
8208;801;Positie B;Vrouwen;Andere nationaliteit;0
8209;801;Positie B;Vrouwen;Geen nationaliteit;0
8210;801;Positie B;Vrouwen;Onbekende nationaliteit;0
8211;801;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;16
8212;801;Positie C;Totaal mannen en vrouwen;Nederland;11
8213;801;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;5
8214;801;Positie C;Totaal mannen en vrouwen;Duitschland;1
8215;801;Positie C;Totaal mannen en vrouwen;België;0
8216;801;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8217;801;Positie C;Totaal mannen en vrouwen;Frankrijk;0
8218;801;Positie C;Totaal mannen en vrouwen;Italië;3
8219;801;Positie C;Totaal mannen en vrouwen;Zwitserland;0
8220;801;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
8221;801;Positie C;Totaal mannen en vrouwen;Hongarije;0
8222;801;Positie C;Totaal mannen en vrouwen;Rusland;0
8223;801;Positie C;Totaal mannen en vrouwen;Polen;0
8224;801;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
8225;801;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
8226;801;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;1
8227;801;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8228;801;Positie C;Mannen;Totaal van alle nationaliteiten;16
8229;801;Positie C;Mannen;Nederland;11
8230;801;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;5
8231;801;Positie C;Mannen;Duitschland;1
8232;801;Positie C;Mannen;België;0
8233;801;Positie C;Mannen;Groot Britannië en Noord Ierland;0
8234;801;Positie C;Mannen;Frankrijk;0
8235;801;Positie C;Mannen;Italië;3
8236;801;Positie C;Mannen;Zwitserland;0
8237;801;Positie C;Mannen;Oostenrijk;0
8238;801;Positie C;Mannen;Hongarije;0
8239;801;Positie C;Mannen;Rusland;0
8240;801;Positie C;Mannen;Polen;0
8241;801;Positie C;Mannen;Tsjechoslowakije;0
8242;801;Positie C;Mannen;Andere nationaliteit;0
8243;801;Positie C;Mannen;Geen nationaliteit;1
8244;801;Positie C;Mannen;Onbekende nationaliteit;0
8245;801;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
8246;801;Positie C;Vrouwen;Nederland;0
8247;801;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8248;801;Positie C;Vrouwen;Duitschland;0
8249;801;Positie C;Vrouwen;België;0
8250;801;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
8251;801;Positie C;Vrouwen;Frankrijk;0
8252;801;Positie C;Vrouwen;Italië;0
8253;801;Positie C;Vrouwen;Zwitserland;0
8254;801;Positie C;Vrouwen;Oostenrijk;0
8255;801;Positie C;Vrouwen;Hongarije;0
8256;801;Positie C;Vrouwen;Rusland;0
8257;801;Positie C;Vrouwen;Polen;0
8258;801;Positie C;Vrouwen;Tsjechoslowakije;0
8259;801;Positie C;Vrouwen;Andere nationaliteit;0
8260;801;Positie C;Vrouwen;Geen nationaliteit;0
8261;801;Positie C;Vrouwen;Onbekende nationaliteit;0
8262;803;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;183
8263;803;Positie A;Totaal mannen en vrouwen;Nederland;170
8264;803;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;13
8265;803;Positie A;Totaal mannen en vrouwen;Duitschland;4
8266;803;Positie A;Totaal mannen en vrouwen;België;2
8267;803;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8268;803;Positie A;Totaal mannen en vrouwen;Frankrijk;0
8269;803;Positie A;Totaal mannen en vrouwen;Italië;0
8270;803;Positie A;Totaal mannen en vrouwen;Zwitserland;0
8271;803;Positie A;Totaal mannen en vrouwen;Oostenrijk;2
8272;803;Positie A;Totaal mannen en vrouwen;Hongarije;3
8273;803;Positie A;Totaal mannen en vrouwen;Rusland;0
8274;803;Positie A;Totaal mannen en vrouwen;Polen;0
8275;803;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
8276;803;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
8277;803;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;2
8278;803;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8279;803;Positie A;Mannen;Totaal van alle nationaliteiten;170
8280;803;Positie A;Mannen;Nederland;158
8281;803;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;12
8282;803;Positie A;Mannen;Duitschland;4
8283;803;Positie A;Mannen;België;2
8284;803;Positie A;Mannen;Groot Britannië en Noord Ierland;0
8285;803;Positie A;Mannen;Frankrijk;0
8286;803;Positie A;Mannen;Italië;0
8287;803;Positie A;Mannen;Zwitserland;0
8288;803;Positie A;Mannen;Oostenrijk;1
8289;803;Positie A;Mannen;Hongarije;3
8290;803;Positie A;Mannen;Rusland;0
8291;803;Positie A;Mannen;Polen;0
8292;803;Positie A;Mannen;Tsjechoslowakije;0
8293;803;Positie A;Mannen;Andere nationaliteit;0
8294;803;Positie A;Mannen;Geen nationaliteit;2
8295;803;Positie A;Mannen;Onbekende nationaliteit;0
8296;803;Positie A;Vrouwen;Totaal van alle nationaliteiten;13
8297;803;Positie A;Vrouwen;Nederland;12
8298;803;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;1
8299;803;Positie A;Vrouwen;Duitschland;0
8300;803;Positie A;Vrouwen;België;0
8301;803;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
8302;803;Positie A;Vrouwen;Frankrijk;0
8303;803;Positie A;Vrouwen;Italië;0
8304;803;Positie A;Vrouwen;Zwitserland;0
8305;803;Positie A;Vrouwen;Oostenrijk;1
8306;803;Positie A;Vrouwen;Hongarije;0
8307;803;Positie A;Vrouwen;Rusland;0
8308;803;Positie A;Vrouwen;Polen;0
8309;803;Positie A;Vrouwen;Tsjechoslowakije;0
8310;803;Positie A;Vrouwen;Andere nationaliteit;0
8311;803;Positie A;Vrouwen;Geen nationaliteit;0
8312;803;Positie A;Vrouwen;Onbekende nationaliteit;0
8313;803;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
8314;803;Positie B;Totaal mannen en vrouwen;Nederland;0
8315;803;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
8316;803;Positie B;Totaal mannen en vrouwen;Duitschland;0
8317;803;Positie B;Totaal mannen en vrouwen;België;0
8318;803;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8319;803;Positie B;Totaal mannen en vrouwen;Frankrijk;0
8320;803;Positie B;Totaal mannen en vrouwen;Italië;0
8321;803;Positie B;Totaal mannen en vrouwen;Zwitserland;0
8322;803;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
8323;803;Positie B;Totaal mannen en vrouwen;Hongarije;0
8324;803;Positie B;Totaal mannen en vrouwen;Rusland;0
8325;803;Positie B;Totaal mannen en vrouwen;Polen;0
8326;803;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
8327;803;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
8328;803;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
8329;803;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8330;803;Positie B;Mannen;Totaal van alle nationaliteiten;0
8331;803;Positie B;Mannen;Nederland;0
8332;803;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;0
8333;803;Positie B;Mannen;Duitschland;0
8334;803;Positie B;Mannen;België;0
8335;803;Positie B;Mannen;Groot Britannië en Noord Ierland;0
8336;803;Positie B;Mannen;Frankrijk;0
8337;803;Positie B;Mannen;Italië;0
8338;803;Positie B;Mannen;Zwitserland;0
8339;803;Positie B;Mannen;Oostenrijk;0
8340;803;Positie B;Mannen;Hongarije;0
8341;803;Positie B;Mannen;Rusland;0
8342;803;Positie B;Mannen;Polen;0
8343;803;Positie B;Mannen;Tsjechoslowakije;0
8344;803;Positie B;Mannen;Andere nationaliteit;0
8345;803;Positie B;Mannen;Geen nationaliteit;0
8346;803;Positie B;Mannen;Onbekende nationaliteit;0
8347;803;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
8348;803;Positie B;Vrouwen;Nederland;0
8349;803;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8350;803;Positie B;Vrouwen;Duitschland;0
8351;803;Positie B;Vrouwen;België;0
8352;803;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
8353;803;Positie B;Vrouwen;Frankrijk;0
8354;803;Positie B;Vrouwen;Italië;0
8355;803;Positie B;Vrouwen;Zwitserland;0
8356;803;Positie B;Vrouwen;Oostenrijk;0
8357;803;Positie B;Vrouwen;Hongarije;0
8358;803;Positie B;Vrouwen;Rusland;0
8359;803;Positie B;Vrouwen;Polen;0
8360;803;Positie B;Vrouwen;Tsjechoslowakije;0
8361;803;Positie B;Vrouwen;Andere nationaliteit;0
8362;803;Positie B;Vrouwen;Geen nationaliteit;0
8363;803;Positie B;Vrouwen;Onbekende nationaliteit;0
8364;803;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;8
8365;803;Positie C;Totaal mannen en vrouwen;Nederland;7
8366;803;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
8367;803;Positie C;Totaal mannen en vrouwen;Duitschland;1
8368;803;Positie C;Totaal mannen en vrouwen;België;0
8369;803;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8370;803;Positie C;Totaal mannen en vrouwen;Frankrijk;0
8371;803;Positie C;Totaal mannen en vrouwen;Italië;0
8372;803;Positie C;Totaal mannen en vrouwen;Zwitserland;0
8373;803;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
8374;803;Positie C;Totaal mannen en vrouwen;Hongarije;0
8375;803;Positie C;Totaal mannen en vrouwen;Rusland;0
8376;803;Positie C;Totaal mannen en vrouwen;Polen;0
8377;803;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
8378;803;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
8379;803;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
8380;803;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8381;803;Positie C;Mannen;Totaal van alle nationaliteiten;8
8382;803;Positie C;Mannen;Nederland;7
8383;803;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;1
8384;803;Positie C;Mannen;Duitschland;1
8385;803;Positie C;Mannen;België;0
8386;803;Positie C;Mannen;Groot Britannië en Noord Ierland;0
8387;803;Positie C;Mannen;Frankrijk;0
8388;803;Positie C;Mannen;Italië;0
8389;803;Positie C;Mannen;Zwitserland;0
8390;803;Positie C;Mannen;Oostenrijk;0
8391;803;Positie C;Mannen;Hongarije;0
8392;803;Positie C;Mannen;Rusland;0
8393;803;Positie C;Mannen;Polen;0
8394;803;Positie C;Mannen;Tsjechoslowakije;0
8395;803;Positie C;Mannen;Andere nationaliteit;0
8396;803;Positie C;Mannen;Geen nationaliteit;0
8397;803;Positie C;Mannen;Onbekende nationaliteit;0
8398;803;Positie C;Vrouwen;Totaal van alle nationaliteiten;0
8399;803;Positie C;Vrouwen;Nederland;0
8400;803;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8401;803;Positie C;Vrouwen;Duitschland;0
8402;803;Positie C;Vrouwen;België;0
8403;803;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
8404;803;Positie C;Vrouwen;Frankrijk;0
8405;803;Positie C;Vrouwen;Italië;0
8406;803;Positie C;Vrouwen;Zwitserland;0
8407;803;Positie C;Vrouwen;Oostenrijk;0
8408;803;Positie C;Vrouwen;Hongarije;0
8409;803;Positie C;Vrouwen;Rusland;0
8410;803;Positie C;Vrouwen;Polen;0
8411;803;Positie C;Vrouwen;Tsjechoslowakije;0
8412;803;Positie C;Vrouwen;Andere nationaliteit;0
8413;803;Positie C;Vrouwen;Geen nationaliteit;0
8414;803;Positie C;Vrouwen;Onbekende nationaliteit;0
8415;805;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;86
8416;805;Positie A;Totaal mannen en vrouwen;Nederland;76
8417;805;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;10
8418;805;Positie A;Totaal mannen en vrouwen;Duitschland;4
8419;805;Positie A;Totaal mannen en vrouwen;België;3
8420;805;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8421;805;Positie A;Totaal mannen en vrouwen;Frankrijk;0
8422;805;Positie A;Totaal mannen en vrouwen;Italië;0
8423;805;Positie A;Totaal mannen en vrouwen;Zwitserland;0
8424;805;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
8425;805;Positie A;Totaal mannen en vrouwen;Hongarije;2
8426;805;Positie A;Totaal mannen en vrouwen;Rusland;0
8427;805;Positie A;Totaal mannen en vrouwen;Polen;0
8428;805;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
8429;805;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
8430;805;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;1
8431;805;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8432;805;Positie A;Mannen;Totaal van alle nationaliteiten;48
8433;805;Positie A;Mannen;Nederland;44
8434;805;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;4
8435;805;Positie A;Mannen;Duitschland;0
8436;805;Positie A;Mannen;België;3
8437;805;Positie A;Mannen;Groot Britannië en Noord Ierland;0
8438;805;Positie A;Mannen;Frankrijk;0
8439;805;Positie A;Mannen;Italië;0
8440;805;Positie A;Mannen;Zwitserland;0
8441;805;Positie A;Mannen;Oostenrijk;0
8442;805;Positie A;Mannen;Hongarije;1
8443;805;Positie A;Mannen;Rusland;0
8444;805;Positie A;Mannen;Polen;0
8445;805;Positie A;Mannen;Tsjechoslowakije;0
8446;805;Positie A;Mannen;Andere nationaliteit;0
8447;805;Positie A;Mannen;Geen nationaliteit;0
8448;805;Positie A;Mannen;Onbekende nationaliteit;0
8449;805;Positie A;Vrouwen;Totaal van alle nationaliteiten;38
8450;805;Positie A;Vrouwen;Nederland;32
8451;805;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;6
8452;805;Positie A;Vrouwen;Duitschland;4
8453;805;Positie A;Vrouwen;België;0
8454;805;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
8455;805;Positie A;Vrouwen;Frankrijk;0
8456;805;Positie A;Vrouwen;Italië;0
8457;805;Positie A;Vrouwen;Zwitserland;0
8458;805;Positie A;Vrouwen;Oostenrijk;0
8459;805;Positie A;Vrouwen;Hongarije;1
8460;805;Positie A;Vrouwen;Rusland;0
8461;805;Positie A;Vrouwen;Polen;0
8462;805;Positie A;Vrouwen;Tsjechoslowakije;0
8463;805;Positie A;Vrouwen;Andere nationaliteit;0
8464;805;Positie A;Vrouwen;Geen nationaliteit;1
8465;805;Positie A;Vrouwen;Onbekende nationaliteit;0
8466;805;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
8467;805;Positie B;Totaal mannen en vrouwen;Nederland;0
8468;805;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
8469;805;Positie B;Totaal mannen en vrouwen;Duitschland;0
8470;805;Positie B;Totaal mannen en vrouwen;België;0
8471;805;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8472;805;Positie B;Totaal mannen en vrouwen;Frankrijk;0
8473;805;Positie B;Totaal mannen en vrouwen;Italië;0
8474;805;Positie B;Totaal mannen en vrouwen;Zwitserland;0
8475;805;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
8476;805;Positie B;Totaal mannen en vrouwen;Hongarije;0
8477;805;Positie B;Totaal mannen en vrouwen;Rusland;0
8478;805;Positie B;Totaal mannen en vrouwen;Polen;0
8479;805;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
8480;805;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
8481;805;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
8482;805;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8483;805;Positie B;Mannen;Totaal van alle nationaliteiten;0
8484;805;Positie B;Mannen;Nederland;0
8485;805;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;0
8486;805;Positie B;Mannen;Duitschland;0
8487;805;Positie B;Mannen;België;0
8488;805;Positie B;Mannen;Groot Britannië en Noord Ierland;0
8489;805;Positie B;Mannen;Frankrijk;0
8490;805;Positie B;Mannen;Italië;0
8491;805;Positie B;Mannen;Zwitserland;0
8492;805;Positie B;Mannen;Oostenrijk;0
8493;805;Positie B;Mannen;Hongarije;0
8494;805;Positie B;Mannen;Rusland;0
8495;805;Positie B;Mannen;Polen;0
8496;805;Positie B;Mannen;Tsjechoslowakije;0
8497;805;Positie B;Mannen;Andere nationaliteit;0
8498;805;Positie B;Mannen;Geen nationaliteit;0
8499;805;Positie B;Mannen;Onbekende nationaliteit;0
8500;805;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
8501;805;Positie B;Vrouwen;Nederland;0
8502;805;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8503;805;Positie B;Vrouwen;Duitschland;0
8504;805;Positie B;Vrouwen;België;0
8505;805;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
8506;805;Positie B;Vrouwen;Frankrijk;0
8507;805;Positie B;Vrouwen;Italië;0
8508;805;Positie B;Vrouwen;Zwitserland;0
8509;805;Positie B;Vrouwen;Oostenrijk;0
8510;805;Positie B;Vrouwen;Hongarije;0
8511;805;Positie B;Vrouwen;Rusland;0
8512;805;Positie B;Vrouwen;Polen;0
8513;805;Positie B;Vrouwen;Tsjechoslowakije;0
8514;805;Positie B;Vrouwen;Andere nationaliteit;0
8515;805;Positie B;Vrouwen;Geen nationaliteit;0
8516;805;Positie B;Vrouwen;Onbekende nationaliteit;0
8517;805;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;2
8518;805;Positie C;Totaal mannen en vrouwen;Nederland;1
8519;805;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
8520;805;Positie C;Totaal mannen en vrouwen;Duitschland;0
8521;805;Positie C;Totaal mannen en vrouwen;België;1
8522;805;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8523;805;Positie C;Totaal mannen en vrouwen;Frankrijk;0
8524;805;Positie C;Totaal mannen en vrouwen;Italië;0
8525;805;Positie C;Totaal mannen en vrouwen;Zwitserland;0
8526;805;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
8527;805;Positie C;Totaal mannen en vrouwen;Hongarije;0
8528;805;Positie C;Totaal mannen en vrouwen;Rusland;0
8529;805;Positie C;Totaal mannen en vrouwen;Polen;0
8530;805;Positie C;Totaal mannen en vrouwen;Tsjechoslowakije;0
8531;805;Positie C;Totaal mannen en vrouwen;Andere nationaliteit;0
8532;805;Positie C;Totaal mannen en vrouwen;Geen nationaliteit;0
8533;805;Positie C;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8534;805;Positie C;Mannen;Totaal van alle nationaliteiten;0
8535;805;Positie C;Mannen;Nederland;0
8536;805;Positie C;Mannen;Totaal van alle vreemde nationaliteiten;0
8537;805;Positie C;Mannen;Duitschland;0
8538;805;Positie C;Mannen;België;0
8539;805;Positie C;Mannen;Groot Britannië en Noord Ierland;0
8540;805;Positie C;Mannen;Frankrijk;0
8541;805;Positie C;Mannen;Italië;0
8542;805;Positie C;Mannen;Zwitserland;0
8543;805;Positie C;Mannen;Oostenrijk;0
8544;805;Positie C;Mannen;Hongarije;0
8545;805;Positie C;Mannen;Rusland;0
8546;805;Positie C;Mannen;Polen;0
8547;805;Positie C;Mannen;Tsjechoslowakije;0
8548;805;Positie C;Mannen;Andere nationaliteit;0
8549;805;Positie C;Mannen;Geen nationaliteit;0
8550;805;Positie C;Mannen;Onbekende nationaliteit;0
8551;805;Positie C;Vrouwen;Totaal van alle nationaliteiten;2
8552;805;Positie C;Vrouwen;Nederland;1
8553;805;Positie C;Vrouwen;Totaal van alle vreemde nationaliteiten;1
8554;805;Positie C;Vrouwen;Duitschland;0
8555;805;Positie C;Vrouwen;België;1
8556;805;Positie C;Vrouwen;Groot Britannië en Noord Ierland;0
8557;805;Positie C;Vrouwen;Frankrijk;0
8558;805;Positie C;Vrouwen;Italië;0
8559;805;Positie C;Vrouwen;Zwitserland;0
8560;805;Positie C;Vrouwen;Oostenrijk;0
8561;805;Positie C;Vrouwen;Hongarije;0
8562;805;Positie C;Vrouwen;Rusland;0
8563;805;Positie C;Vrouwen;Polen;0
8564;805;Positie C;Vrouwen;Tsjechoslowakije;0
8565;805;Positie C;Vrouwen;Andere nationaliteit;0
8566;805;Positie C;Vrouwen;Geen nationaliteit;0
8567;805;Positie C;Vrouwen;Onbekende nationaliteit;0
8568;899;Positie A;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;122
8569;899;Positie A;Totaal mannen en vrouwen;Nederland;117
8570;899;Positie A;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;5
8571;899;Positie A;Totaal mannen en vrouwen;Duitschland;1
8572;899;Positie A;Totaal mannen en vrouwen;België;2
8573;899;Positie A;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8574;899;Positie A;Totaal mannen en vrouwen;Frankrijk;0
8575;899;Positie A;Totaal mannen en vrouwen;Italië;0
8576;899;Positie A;Totaal mannen en vrouwen;Zwitserland;0
8577;899;Positie A;Totaal mannen en vrouwen;Oostenrijk;0
8578;899;Positie A;Totaal mannen en vrouwen;Hongarije;0
8579;899;Positie A;Totaal mannen en vrouwen;Rusland;0
8580;899;Positie A;Totaal mannen en vrouwen;Polen;0
8581;899;Positie A;Totaal mannen en vrouwen;Tsjechoslowakije;0
8582;899;Positie A;Totaal mannen en vrouwen;Andere nationaliteit;0
8583;899;Positie A;Totaal mannen en vrouwen;Geen nationaliteit;2
8584;899;Positie A;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8585;899;Positie A;Mannen;Totaal van alle nationaliteiten;121
8586;899;Positie A;Mannen;Nederland;116
8587;899;Positie A;Mannen;Totaal van alle vreemde nationaliteiten;5
8588;899;Positie A;Mannen;Duitschland;1
8589;899;Positie A;Mannen;België;2
8590;899;Positie A;Mannen;Groot Britannië en Noord Ierland;0
8591;899;Positie A;Mannen;Frankrijk;0
8592;899;Positie A;Mannen;Italië;0
8593;899;Positie A;Mannen;Zwitserland;0
8594;899;Positie A;Mannen;Oostenrijk;0
8595;899;Positie A;Mannen;Hongarije;0
8596;899;Positie A;Mannen;Rusland;0
8597;899;Positie A;Mannen;Polen;0
8598;899;Positie A;Mannen;Tsjechoslowakije;0
8599;899;Positie A;Mannen;Andere nationaliteit;0
8600;899;Positie A;Mannen;Geen nationaliteit;2
8601;899;Positie A;Mannen;Onbekende nationaliteit;0
8602;899;Positie A;Vrouwen;Totaal van alle nationaliteiten;1
8603;899;Positie A;Vrouwen;Nederland;1
8604;899;Positie A;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8605;899;Positie A;Vrouwen;Duitschland;0
8606;899;Positie A;Vrouwen;België;0
8607;899;Positie A;Vrouwen;Groot Britannië en Noord Ierland;0
8608;899;Positie A;Vrouwen;Frankrijk;0
8609;899;Positie A;Vrouwen;Italië;0
8610;899;Positie A;Vrouwen;Zwitserland;0
8611;899;Positie A;Vrouwen;Oostenrijk;0
8612;899;Positie A;Vrouwen;Hongarije;0
8613;899;Positie A;Vrouwen;Rusland;0
8614;899;Positie A;Vrouwen;Polen;0
8615;899;Positie A;Vrouwen;Tsjechoslowakije;0
8616;899;Positie A;Vrouwen;Andere nationaliteit;0
8617;899;Positie A;Vrouwen;Geen nationaliteit;0
8618;899;Positie A;Vrouwen;Onbekende nationaliteit;0
8619;899;Positie B;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;0
8620;899;Positie B;Totaal mannen en vrouwen;Nederland;0
8621;899;Positie B;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;0
8622;899;Positie B;Totaal mannen en vrouwen;Duitschland;0
8623;899;Positie B;Totaal mannen en vrouwen;België;0
8624;899;Positie B;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8625;899;Positie B;Totaal mannen en vrouwen;Frankrijk;0
8626;899;Positie B;Totaal mannen en vrouwen;Italië;0
8627;899;Positie B;Totaal mannen en vrouwen;Zwitserland;0
8628;899;Positie B;Totaal mannen en vrouwen;Oostenrijk;0
8629;899;Positie B;Totaal mannen en vrouwen;Hongarije;0
8630;899;Positie B;Totaal mannen en vrouwen;Rusland;0
8631;899;Positie B;Totaal mannen en vrouwen;Polen;0
8632;899;Positie B;Totaal mannen en vrouwen;Tsjechoslowakije;0
8633;899;Positie B;Totaal mannen en vrouwen;Andere nationaliteit;0
8634;899;Positie B;Totaal mannen en vrouwen;Geen nationaliteit;0
8635;899;Positie B;Totaal mannen en vrouwen;Onbekende nationaliteit;0
8636;899;Positie B;Mannen;Totaal van alle nationaliteiten;0
8637;899;Positie B;Mannen;Nederland;0
8638;899;Positie B;Mannen;Totaal van alle vreemde nationaliteiten;0
8639;899;Positie B;Mannen;Duitschland;0
8640;899;Positie B;Mannen;België;0
8641;899;Positie B;Mannen;Groot Britannië en Noord Ierland;0
8642;899;Positie B;Mannen;Frankrijk;0
8643;899;Positie B;Mannen;Italië;0
8644;899;Positie B;Mannen;Zwitserland;0
8645;899;Positie B;Mannen;Oostenrijk;0
8646;899;Positie B;Mannen;Hongarije;0
8647;899;Positie B;Mannen;Rusland;0
8648;899;Positie B;Mannen;Polen;0
8649;899;Positie B;Mannen;Tsjechoslowakije;0
8650;899;Positie B;Mannen;Andere nationaliteit;0
8651;899;Positie B;Mannen;Geen nationaliteit;0
8652;899;Positie B;Mannen;Onbekende nationaliteit;0
8653;899;Positie B;Vrouwen;Totaal van alle nationaliteiten;0
8654;899;Positie B;Vrouwen;Nederland;0
8655;899;Positie B;Vrouwen;Totaal van alle vreemde nationaliteiten;0
8656;899;Positie B;Vrouwen;Duitschland;0
8657;899;Positie B;Vrouwen;België;0
8658;899;Positie B;Vrouwen;Groot Britannië en Noord Ierland;0
8659;899;Positie B;Vrouwen;Frankrijk;0
8660;899;Positie B;Vrouwen;Italië;0
8661;899;Positie B;Vrouwen;Zwitserland;0
8662;899;Positie B;Vrouwen;Oostenrijk;0
8663;899;Positie B;Vrouwen;Hongarije;0
8664;899;Positie B;Vrouwen;Rusland;0
8665;899;Positie B;Vrouwen;Polen;0
8666;899;Positie B;Vrouwen;Tsjechoslowakije;0
8667;899;Positie B;Vrouwen;Andere nationaliteit;0
8668;899;Positie B;Vrouwen;Geen nationaliteit;0
8669;899;Positie B;Vrouwen;Onbekende nationaliteit;0
8670;899;Positie C;Totaal mannen en vrouwen;Totaal van alle nationaliteiten;8
8671;899;Positie C;Totaal mannen en vrouwen;Nederland;7
8672;899;Positie C;Totaal mannen en vrouwen;Totaal van alle vreemde nationaliteiten;1
8673;899;Positie C;Totaal mannen en vrouwen;Duitschland;1
8674;899;Positie C;Totaal mannen en vrouwen;België;0
8675;899;Positie C;Totaal mannen en vrouwen;Groot Britannië en Noord Ierland;0
8676;899;Positie C;Totaal mannen en vrouwen;Frankrijk;0
8677;899;Positie C;Totaal mannen en vrouwen;Italië;0
8678;899;Positie C;Totaal mannen en vrouwen;Zwitserland;0
8679;899;Positie C;Totaal mannen en vrouwen;Oostenrijk;0
8680;899;Positie C;Totaal mannen en vrouwen;Hongarije;0
8681;899;Positie C;Totaal mannen en vrouwen;Rusland;0
