ID;SBI93;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
6008;8517 Gezondheidszorgondersteunende ..;2007 december voorlopig;18.9;7.0;11.9
6009;8517 Gezondheidszorgondersteunende ..;2007 december nader voorlopig;19.3;6.9;12.4
6010;8517 Gezondheidszorgondersteunende ..;2008 december voorlopig;21.2;7.7;13.5
6011;8517 Gezondheidszorgondersteunende ..;2008 december nader voorlopig;21.4;7.7;13.7
6012;8517 Gezondheidszorgondersteunende ..;2009 december voorlopig;23.0;8.3;14.7
6013;85171 Medische laboratoria, ..;2006 december voorlopig;10.3;2.9;7.4
6014;85171 Medische laboratoria, ..;2006 december nader voorlopig;10.2;3.0;7.2
6015;85171 Medische laboratoria, ..;2007 december voorlopig;10.2;2.9;7.3
6016;85171 Medische laboratoria, ..;2007 december nader voorlopig;10.4;2.9;7.5
6017;85171 Medische laboratoria, ..;2008 december voorlopig;10.8;3.0;7.8
6018;85171 Medische laboratoria, ..;2008 december nader voorlopig;10.8;3.0;7.8
6019;85171 Medische laboratoria, ..;2009 december voorlopig;11.5;3.2;8.3
6020;85172 Ambulancediensten (centrale ..;2006 december voorlopig;2.9;2.1;0.7
6021;85172 Ambulancediensten (centrale ..;2006 december nader voorlopig;2.9;2.1;0.7
6022;85172 Ambulancediensten (centrale ..;2007 december voorlopig;2.8;2.1;0.7
6023;85172 Ambulancediensten (centrale ..;2007 december nader voorlopig;2.9;2.1;0.8
6024;85172 Ambulancediensten (centrale ..;2008 december voorlopig;3.7;2.6;1.1
6025;85172 Ambulancediensten (centrale ..;2008 december nader voorlopig;3.7;2.6;1.1
6026;85172 Ambulancediensten (centrale ..;2009 december voorlopig;3.8;2.7;1.1
6027;85173 Overkoepelende organen,  ..;2006 december voorlopig;3.8;1.0;2.8
6028;85173 Overkoepelende organen,  ..;2006 december nader voorlopig;3.7;1.0;2.7
6029;85173 Overkoepelende organen,  ..;2007 december voorlopig;3.6;1.2;2.4
6030;85173 Overkoepelende organen,  ..;2007 december nader voorlopig;3.6;1.2;2.5
6031;85173 Overkoepelende organen,  ..;2008 december voorlopig;4.0;1.2;2.8
6032;85173 Overkoepelende organen,  ..;2008 december nader voorlopig;4.0;1.3;2.8
6033;85173 Overkoepelende organen,  ..;2009 december voorlopig;3.7;1.2;2.5
6034;85174 Overige ..;2006 december voorlopig;2.0;0.7;1.3
6035;85174 Overige ..;2006 december nader voorlopig;2.0;0.7;1.3
6036;85174 Overige ..;2007 december voorlopig;2.3;0.7;1.6
6037;85174 Overige ..;2007 december nader voorlopig;2.3;0.7;1.6
6038;85174 Overige ..;2008 december voorlopig;2.8;0.8;1.9
6039;85174 Overige ..;2008 december nader voorlopig;2.9;0.9;2.0
6040;85174 Overige ..;2009 december voorlopig;3.9;1.1;2.8
6041;852 Veterinaire diensten;2006 december voorlopig;5.5;1.0;4.5
6042;852 Veterinaire diensten;2006 december nader voorlopig;5.6;1.1;4.5
6043;852 Veterinaire diensten;2007 december voorlopig;6.0;1.2;4.8
6044;852 Veterinaire diensten;2007 december nader voorlopig;5.9;1.1;4.9
6045;852 Veterinaire diensten;2008 december voorlopig;6.3;1.1;5.2
6046;852 Veterinaire diensten;2008 december nader voorlopig;6.2;1.0;5.2
6047;852 Veterinaire diensten;2009 december voorlopig;6.0;0.8;5.2
6048;853 Welzijnszorg;2006 december voorlopig;688.8;97.7;591.2
6049;853 Welzijnszorg;2006 december nader voorlopig;673.0;92.2;580.8
6050;853 Welzijnszorg;2007 december voorlopig;676.7;92.4;584.2
6051;853 Welzijnszorg;2007 december nader voorlopig;709.6;89.1;620.5
6052;853 Welzijnszorg;2008 december voorlopig;724.0;90.2;633.8
6053;853 Welzijnszorg;2008 december nader voorlopig;737.6;91.5;646.1
6054;853 Welzijnszorg;2009 december voorlopig;773.1;94.5;678.6
6055;8531 Welzijnszorg waarbij ..;2006 december voorlopig;385.9;58.2;327.6
6056;8531 Welzijnszorg waarbij ..;2006 december nader voorlopig;373.4;55.6;317.7
6057;8531 Welzijnszorg waarbij ..;2007 december voorlopig;368.6;55.1;313.6
6058;8531 Welzijnszorg waarbij ..;2007 december nader voorlopig;391.8;54.0;337.9
6059;8531 Welzijnszorg waarbij ..;2008 december voorlopig;392.5;53.1;339.5
6060;8531 Welzijnszorg waarbij ..;2008 december nader voorlopig;403.5;54.3;349.1
6061;8531 Welzijnszorg waarbij ..;2009 december voorlopig;411.6;55.5;356.2
6062;85311 Verpleeghuizen;2006 december voorlopig;122.0;13.8;108.2
6063;85311 Verpleeghuizen;2006 december nader voorlopig;119.2;13.9;105.4
6064;85311 Verpleeghuizen;2007 december voorlopig;117.2;14.0;103.2
6065;85311 Verpleeghuizen;2007 december nader voorlopig;122.9;12.7;110.1
6066;85311 Verpleeghuizen;2008 december voorlopig;124.0;12.7;111.4
6067;85311 Verpleeghuizen;2008 december nader voorlopig;126.2;12.8;113.5
6068;85311 Verpleeghuizen;2009 december voorlopig;131.2;13.1;118.1
6069;85312 Huizen voor gehandicapten ..;2006 december voorlopig;130.7;26.2;104.5
6070;85312 Huizen voor gehandicapten ..;2006 december nader voorlopig;125.4;23.3;102.1
6071;85312 Huizen voor gehandicapten ..;2007 december voorlopig;125.3;23.4;101.9
6072;85312 Huizen voor gehandicapten ..;2007 december nader voorlopig;134.7;23.7;110.9
6073;85312 Huizen voor gehandicapten ..;2008 december voorlopig;136.0;23.1;112.9
6074;85312 Huizen voor gehandicapten ..;2008 december nader voorlopig;142.3;24.0;118.3
6075;85312 Huizen voor gehandicapten ..;2009 december voorlopig;142.5;24.2;118.3
6076;85313 Verzorgingshuizen;2006 december voorlopig;111.9;11.6;100.4
6077;85313 Verzorgingshuizen;2006 december nader voorlopig;108.0;11.8;96.2
6078;85313 Verzorgingshuizen;2007 december voorlopig;106.1;11.4;94.8
6079;85313 Verzorgingshuizen;2007 december nader voorlopig;112.1;10.8;101.3
6080;85313 Verzorgingshuizen;2008 december voorlopig;106.6;9.9;96.7
6081;85313 Verzorgingshuizen;2008 december nader voorlopig;109.2;10.1;99.1
6082;85313 Verzorgingshuizen;2009 december voorlopig;108.7;9.9;98.8
6083;85314 Jeugdzorg waarbij huisvesting ..;2006 december voorlopig;12.2;3.7;8.5
6084;85314 Jeugdzorg waarbij huisvesting ..;2006 december nader voorlopig;11.9;3.7;8.2
6085;85314 Jeugdzorg waarbij huisvesting ..;2007 december voorlopig;11.9;3.7;8.2
6086;85314 Jeugdzorg waarbij huisvesting ..;2007 december nader voorlopig;13.5;4.0;9.4
6087;85314 Jeugdzorg waarbij huisvesting ..;2008 december voorlopig;16.4;4.6;11.8
6088;85314 Jeugdzorg waarbij huisvesting ..;2008 december nader voorlopig;16.6;4.7;12.0
6089;85314 Jeugdzorg waarbij huisvesting ..;2009 december voorlopig;19.3;5.2;14.1
6090;85315 Maatschappelijke opvang voor ..;2006 december voorlopig;5.8;1.7;4.1
6091;85315 Maatschappelijke opvang voor ..;2006 december nader voorlopig;5.7;1.7;4.0
6092;85315 Maatschappelijke opvang voor ..;2007 december voorlopig;5.2;1.5;3.7
6093;85315 Maatschappelijke opvang voor ..;2007 december nader voorlopig;5.9;1.6;4.3
6094;85315 Maatschappelijke opvang voor ..;2008 december voorlopig;6.6;1.8;4.8
6095;85315 Maatschappelijke opvang voor ..;2008 december nader voorlopig;6.7;1.8;4.9
6096;85315 Maatschappelijke opvang voor ..;2009 december voorlopig;7.4;2.0;5.3
6097;85316 Internaten, herstellingsoorden ..;2006 december voorlopig;3.2;1.2;1.9
6098;85316 Internaten, herstellingsoorden ..;2006 december nader voorlopig;3.2;1.2;1.9
6099;85316 Internaten, herstellingsoorden ..;2007 december voorlopig;2.9;1.1;1.8
6100;85316 Internaten, herstellingsoorden ..;2007 december nader voorlopig;2.9;1.1;1.8
6101;85316 Internaten, herstellingsoorden ..;2008 december voorlopig;2.9;1.0;2.0
6102;85316 Internaten, herstellingsoorden ..;2008 december nader voorlopig;2.4;0.9;1.5
6103;85316 Internaten, herstellingsoorden ..;2009 december voorlopig;2.6;1.0;1.6
6104;8532 Niet-medische dagbehandeling, ..;2006 december voorlopig;179.0;19.9;159.1
6105;8532 Niet-medische dagbehandeling, ..;2006 december nader voorlopig;173.5;15.7;157.9
6106;8532 Niet-medische dagbehandeling, ..;2007 december voorlopig;174.5;15.9;158.6
6107;8532 Niet-medische dagbehandeling, ..;2007 december nader voorlopig;178.2;14.7;163.5
6108;8532 Niet-medische dagbehandeling, ..;2008 december voorlopig;169.5;13.7;155.9
6109;8532 Niet-medische dagbehandeling, ..;2008 december nader voorlopig;170.9;13.8;157.1
6110;8532 Niet-medische dagbehandeling, ..;2009 december voorlopig;188.6;15.5;173.0
6111;85321 Dagverblijven voor gehandicapten;2006 december voorlopig;8.1;1.5;6.6
6112;85321 Dagverblijven voor gehandicapten;2006 december nader voorlopig;8.4;1.6;6.9
6113;85321 Dagverblijven voor gehandicapten;2007 december voorlopig;8.1;1.5;6.6
6114;85321 Dagverblijven voor gehandicapten;2007 december nader voorlopig;8.4;1.5;6.9
6115;85321 Dagverblijven voor gehandicapten;2008 december voorlopig;7.6;1.1;6.5
6116;85321 Dagverblijven voor gehandicapten;2008 december nader voorlopig;7.7;1.4;6.3
6117;85321 Dagverblijven voor gehandicapten;2009 december voorlopig;9.7;1.7;8.0
6118;85322 Dagverblijven voor jeugdzorg;2006 december voorlopig;2.3;0.5;1.8
6119;85322 Dagverblijven voor jeugdzorg;2006 december nader voorlopig;2.2;0.5;1.8
6120;85322 Dagverblijven voor jeugdzorg;2007 december voorlopig;2.3;0.5;1.9
6121;85322 Dagverblijven voor jeugdzorg;2007 december nader voorlopig;2.4;0.5;2.0
6122;85322 Dagverblijven voor jeugdzorg;2008 december voorlopig;2.5;0.5;2.0
6123;85322 Dagverblijven voor jeugdzorg;2008 december nader voorlopig;2.5;0.5;2.0
6124;85322 Dagverblijven voor jeugdzorg;2009 december voorlopig;2.4;0.5;2.0
6125;85323 Jeugdzorg waarbij geen ..;2006 december voorlopig;12.9;3.1;9.8
6126;85323 Jeugdzorg waarbij geen ..;2006 december nader voorlopig;12.5;3.2;9.4
6127;85323 Jeugdzorg waarbij geen ..;2007 december voorlopig;12.9;3.1;9.8
6128;85323 Jeugdzorg waarbij geen ..;2007 december nader voorlopig;14.1;3.3;10.8
6129;85323 Jeugdzorg waarbij geen ..;2008 december voorlopig;15.1;3.4;11.7
6130;85323 Jeugdzorg waarbij geen ..;2008 december nader voorlopig;15.5;3.4;12.0
6131;85323 Jeugdzorg waarbij geen ..;2009 december voorlopig;16.5;3.7;12.8
6132;85324 Thuiszorg;2006 december voorlopig;155.8;14.9;141.0
6133;85324 Thuiszorg;2006 december nader voorlopig;150.3;10.5;139.9
6134;85324 Thuiszorg;2007 december voorlopig;151.1;10.8;140.3
6135;85324 Thuiszorg;2007 december nader voorlopig;153.3;9.5;143.8
6136;85324 Thuiszorg;2008 december voorlopig;144.4;8.7;135.7
6137;85324 Thuiszorg;2008 december nader voorlopig;145.2;8.5;136.7
6138;85324 Thuiszorg;2009 december voorlopig;159.9;9.7;150.3
6139;8533 Kinderopvang. maatschappelijk ..;2006 december voorlopig;104.3;13.2;91.1
6140;8533 Kinderopvang. maatschappelijk ..;2006 december nader voorlopig;106.8;14.6;92.2
6141;8533 Kinderopvang. maatschappelijk ..;2007 december voorlopig;116.2;15.7;100.6
6142;8533 Kinderopvang. maatschappelijk ..;2007 december nader voorlopig;120.3;14.5;105.8
6143;8533 Kinderopvang. maatschappelijk ..;2008 december voorlopig;139.5;16.9;122.5
6144;8533 Kinderopvang. maatschappelijk ..;2008 december nader voorlopig;141.1;16.9;124.2
6145;8533 Kinderopvang. maatschappelijk ..;2009 december voorlopig;152.1;17.6;134.6
6146;85331 Kinderopvang;2006 december voorlopig;62.9;2.5;60.4
6147;85331 Kinderopvang;2006 december nader voorlopig;61.8;2.8;59.0
6148;85331 Kinderopvang;2007 december voorlopig;71.0;3.7;67.3
6149;85331 Kinderopvang;2007 december nader voorlopig;74.0;2.9;71.1
6150;85331 Kinderopvang;2008 december voorlopig;85.0;3.7;81.3
6151;85331 Kinderopvang;2008 december nader voorlopig;85.4;3.3;82.1
6152;85331 Kinderopvang;2009 december voorlopig;96.0;4.2;91.9
6153;85332 Algemeen maatschappelijk werk;2006 december voorlopig;5.3;1.4;4.0
6154;85332 Algemeen maatschappelijk werk;2006 december nader voorlopig;5.5;1.4;4.1
6155;85332 Algemeen maatschappelijk werk;2007 december voorlopig;5.9;1.5;4.4
6156;85332 Algemeen maatschappelijk werk;2007 december nader voorlopig;5.7;1.4;4.4
6157;85332 Algemeen maatschappelijk werk;2008 december voorlopig;6.8;1.6;5.2
6158;85332 Algemeen maatschappelijk werk;2008 december nader voorlopig;6.9;1.6;5.2
6159;85332 Algemeen maatschappelijk werk;2009 december voorlopig;6.1;1.5;4.6
6160;85333 Specifiek maatschappelijk werk;2006 december voorlopig;2.6;1.0;1.6
6161;85333 Specifiek maatschappelijk werk;2006 december nader voorlopig;6.6;2.1;4.5
6162;85333 Specifiek maatschappelijk werk;2007 december voorlopig;6.6;2.1;4.5
6163;85333 Specifiek maatschappelijk werk;2007 december nader voorlopig;6.5;2.0;4.5
6164;85333 Specifiek maatschappelijk werk;2008 december voorlopig;7.3;2.3;5.0
6165;85333 Specifiek maatschappelijk werk;2008 december nader voorlopig;7.3;2.3;5.0
6166;85333 Specifiek maatschappelijk werk;2009 december voorlopig;7.4;2.2;5.2
6167;85334 Sociaalpedagogische diensten;2006 december voorlopig;4.1;0.7;3.4
6168;85334 Sociaalpedagogische diensten;2006 december nader voorlopig;4.0;0.7;3.4
6169;85334 Sociaalpedagogische diensten;2007 december voorlopig;3.8;0.6;3.1
6170;85334 Sociaalpedagogische diensten;2007 december nader voorlopig;4.0;0.6;3.4
6171;85334 Sociaalpedagogische diensten;2008 december voorlopig;4.1;0.6;3.5
6172;85334 Sociaalpedagogische diensten;2008 december nader voorlopig;4.2;0.6;3.6
6173;85334 Sociaalpedagogische diensten;2009 december voorlopig;4.6;0.7;3.9
6174;85335 Welzijn ouderen;2006 december voorlopig;2.2;0.4;1.8
6175;85335 Welzijn ouderen;2006 december nader voorlopig;3.0;0.5;2.5
6176;85335 Welzijn ouderen;2007 december voorlopig;3.4;0.6;2.8
6177;85335 Welzijn ouderen;2007 december nader voorlopig;3.4;0.5;2.9
6178;85335 Welzijn ouderen;2008 december voorlopig;3.4;0.5;2.9
6179;85335 Welzijn ouderen;2008 december nader voorlopig;3.5;0.5;3.0
6180;85335 Welzijn ouderen;2009 december voorlopig;3.2;0.4;2.8
6181;85336 Sociaal-cultureel werk;2006 december voorlopig;12.2;3.9;8.3
6182;85336 Sociaal-cultureel werk;2006 december nader voorlopig;11.6;3.7;7.8
6183;85336 Sociaal-cultureel werk;2007 december voorlopig;11.1;3.7;7.4
6184;85336 Sociaal-cultureel werk;2007 december nader voorlopig;11.3;3.7;7.6
6185;85336 Sociaal-cultureel werk;2008 december voorlopig;11.3;3.7;7.6
6186;85336 Sociaal-cultureel werk;2008 december nader voorlopig;11.9;3.8;8.1
6187;85336 Sociaal-cultureel werk;2009 december voorlopig;11.8;3.8;8.0
6188;85337 Brede welzijnsinstellingen;2006 december voorlopig;8.8;2.3;6.5
6189;85337 Brede welzijnsinstellingen;2006 december nader voorlopig;8.2;2.3;5.9
6190;85337 Brede welzijnsinstellingen;2007 december voorlopig;8.7;2.3;6.3
6191;85337 Brede welzijnsinstellingen;2007 december nader voorlopig;9.0;2.3;6.6
6192;85337 Brede welzijnsinstellingen;2008 december voorlopig;14.6;3.3;11.3
6193;85337 Brede welzijnsinstellingen;2008 december nader voorlopig;15.0;3.4;11.6
6194;85337 Brede welzijnsinstellingen;2009 december voorlopig;15.6;3.4;12.3
6195;85338 Overige instellingen voor ..;2006 december voorlopig;6.2;1.0;5.1
6196;85338 Overige instellingen voor ..;2006 december nader voorlopig;6.2;1.1;5.1
6197;85338 Overige instellingen voor ..;2007 december voorlopig;5.9;1.1;4.8
6198;85338 Overige instellingen voor ..;2007 december nader voorlopig;6.3;1.1;5.2
6199;85338 Overige instellingen voor ..;2008 december voorlopig;7.0;1.3;5.7
6200;85338 Overige instellingen voor ..;2008 december nader voorlopig;7.0;1.4;5.6
6201;85338 Overige instellingen voor ..;2009 december voorlopig;7.3;1.4;5.9
6202;8534 Overige welzijnszorg;2006 december voorlopig;19.6;6.3;13.4
6203;8534 Overige welzijnszorg;2006 december nader voorlopig;19.2;6.3;12.9
6204;8534 Overige welzijnszorg;2007 december voorlopig;17.3;5.8;11.5
6205;8534 Overige welzijnszorg;2007 december nader voorlopig;19.4;5.9;13.4
6206;8534 Overige welzijnszorg;2008 december voorlopig;22.5;6.5;15.9
6207;8534 Overige welzijnszorg;2008 december nader voorlopig;22.1;6.5;15.6
6208;8534 Overige welzijnszorg;2009 december voorlopig;20.8;5.9;14.9
6209;85341 Zelfhulpgroepen en onderlinge ..;2006 december voorlopig;0.6;0.3;0.4
6210;85341 Zelfhulpgroepen en onderlinge ..;2006 december nader voorlopig;0.6;0.3;0.4
6211;85341 Zelfhulpgroepen en onderlinge ..;2007 december voorlopig;0.6;0.3;0.4
6212;85341 Zelfhulpgroepen en onderlinge ..;2007 december nader voorlopig;0.6;0.3;0.4
6213;85341 Zelfhulpgroepen en onderlinge ..;2008 december voorlopig;0.7;0.3;0.4
6214;85341 Zelfhulpgroepen en onderlinge ..;2008 december nader voorlopig;0.7;0.3;0.4
6215;85341 Zelfhulpgroepen en onderlinge ..;2009 december voorlopig;0.4;0.1;0.3
6216;85342 Exploitatie van gemeenschaps-, ..;2006 december voorlopig;4.0;1.4;2.6
6217;85342 Exploitatie van gemeenschaps-, ..;2006 december nader voorlopig;3.9;1.4;2.5
6218;85342 Exploitatie van gemeenschaps-, ..;2007 december voorlopig;4.0;1.4;2.6
6219;85342 Exploitatie van gemeenschaps-, ..;2007 december nader voorlopig;4.0;1.3;2.7
6220;85342 Exploitatie van gemeenschaps-, ..;2008 december voorlopig;3.8;1.3;2.6
6221;85342 Exploitatie van gemeenschaps-, ..;2008 december nader voorlopig;3.6;1.2;2.3
6222;85342 Exploitatie van gemeenschaps-, ..;2009 december voorlopig;2.8;1.0;1.9
6223;85343 Overkoepelende organen, ..;2006 december voorlopig;11.5;3.5;8.0
6224;85343 Overkoepelende organen, ..;2006 december nader voorlopig;11.3;3.5;7.8
6225;85343 Overkoepelende organen, ..;2007 december voorlopig;9.9;3.3;6.6
6226;85343 Overkoepelende organen, ..;2007 december nader voorlopig;11.9;3.5;8.5
6227;85343 Overkoepelende organen, ..;2008 december voorlopig;15.2;4.1;11.1
6228;85343 Overkoepelende organen, ..;2008 december nader voorlopig;15.1;4.1;11.0
6229;85343 Overkoepelende organen, ..;2009 december voorlopig;14.7;4.1;10.7
6230;85344 Verstrekken van adviezen op ..;2006 december voorlopig;3.5;1.1;2.4
6231;85344 Verstrekken van adviezen op ..;2006 december nader voorlopig;3.5;1.1;2.3
6232;85344 Verstrekken van adviezen op ..;2007 december voorlopig;2.8;0.9;1.9
6233;85344 Verstrekken van adviezen op ..;2007 december nader voorlopig;2.8;0.9;1.9
6234;85344 Verstrekken van adviezen op ..;2008 december voorlopig;2.8;0.9;1.9
6235;85344 Verstrekken van adviezen op ..;2008 december nader voorlopig;2.8;0.9;1.9
6236;85344 Verstrekken van adviezen op ..;2009 december voorlopig;2.8;0.8;2.0
6237;O Milieudienstverlening, cultuur, ..;2006 december voorlopig;316.1;150.7;165.5
6238;O Milieudienstverlening, cultuur, ..;2006 december nader voorlopig;313.4;152.5;160.9
6239;O Milieudienstverlening, cultuur, ..;2007 december voorlopig;322.0;156.3;165.7
6240;O Milieudienstverlening, cultuur, ..;2007 december nader voorlopig;319.9;151.4;168.5
6241;O Milieudienstverlening, cultuur, ..;2008 december voorlopig;336.2;156.8;179.3
6242;O Milieudienstverlening, cultuur, ..;2008 december nader voorlopig;329.2;151.4;177.8
6243;O Milieudienstverlening, cultuur, ..;2009 december voorlopig;331.4;152.4;179.0
6244;90 Milieudienstverlening;2006 december voorlopig;30.9;24.1;6.8
6245;90 Milieudienstverlening;2006 december nader voorlopig;30.5;23.9;6.5
6246;90 Milieudienstverlening;2007 december voorlopig;30.2;23.7;6.5
6247;90 Milieudienstverlening;2007 december nader voorlopig;29.0;23.2;5.8
6248;90 Milieudienstverlening;2008 december voorlopig;29.5;23.4;6.1
6249;90 Milieudienstverlening;2008 december nader voorlopig;27.5;22.0;5.5
6250;90 Milieudienstverlening;2009 december voorlopig;28.7;22.8;5.9
6251;9001 Afvalwaterinzameling, -behandeling;2006 december voorlopig;4.1;3.3;0.9
6252;9001 Afvalwaterinzameling, -behandeling;2006 december nader voorlopig;3.6;3.0;0.7
6253;9001 Afvalwaterinzameling, -behandeling;2007 december voorlopig;3.8;3.2;0.7
6254;9001 Afvalwaterinzameling, -behandeling;2007 december nader voorlopig;3.9;3.1;0.7
6255;9001 Afvalwaterinzameling, -behandeling;2008 december voorlopig;4.0;3.3;0.8
6256;9001 Afvalwaterinzameling, -behandeling;2008 december nader voorlopig;4.0;3.2;0.7
6257;9001 Afvalwaterinzameling, -behandeling;2009 december voorlopig;4.4;3.5;0.8
6258;9002 Afvalinzameling en -verwerking;2006 december voorlopig;25.5;19.7;5.8
6259;9002 Afvalinzameling en -verwerking;2006 december nader voorlopig;25.4;19.7;5.6
6260;9002 Afvalinzameling en -verwerking;2007 december voorlopig;24.6;19.0;5.6
6261;9002 Afvalinzameling en -verwerking;2007 december nader voorlopig;23.4;18.6;4.9
6262;9002 Afvalinzameling en -verwerking;2008 december voorlopig;23.7;18.6;5.1
6263;9002 Afvalinzameling en -verwerking;2008 december nader voorlopig;21.8;17.2;4.5
6264;9002 Afvalinzameling en -verwerking;2009 december voorlopig;22.7;17.8;4.8
6265;90021 Afvalinzameling;2006 december voorlopig;21.0;16.1;4.9
6266;90021 Afvalinzameling;2006 december nader voorlopig;20.3;15.5;4.8
6267;90021 Afvalinzameling;2007 december voorlopig;19.5;14.8;4.7
6268;90021 Afvalinzameling;2007 december nader voorlopig;18.3;14.3;4.0
6269;90021 Afvalinzameling;2008 december voorlopig;18.6;14.4;4.1
6270;90021 Afvalinzameling;2008 december nader voorlopig;16.6;13.0;3.6
6271;90021 Afvalinzameling;2009 december voorlopig;17.0;13.2;3.8
6272;90022 Afvalbehandeling;2006 december voorlopig;4.5;3.6;0.9
6273;90022 Afvalbehandeling;2006 december nader voorlopig;5.0;4.2;0.8
6274;90022 Afvalbehandeling;2007 december voorlopig;5.1;4.3;0.8
6275;90022 Afvalbehandeling;2007 december nader voorlopig;5.1;4.2;0.9
6276;90022 Afvalbehandeling;2008 december voorlopig;5.1;4.2;1.0
6277;90022 Afvalbehandeling;2008 december nader voorlopig;5.1;4.2;1.0
6278;90022 Afvalbehandeling;2009 december voorlopig;5.7;4.6;1.1
6279;9003 Sanering van milieuverontreiniging;2006 december voorlopig;1.3;1.2;0.2
6280;9003 Sanering van milieuverontreiniging;2006 december nader voorlopig;1.5;1.3;0.2
6281;9003 Sanering van milieuverontreiniging;2007 december voorlopig;1.8;1.5;0.2
6282;9003 Sanering van milieuverontreiniging;2007 december nader voorlopig;1.7;1.5;0.2
6283;9003 Sanering van milieuverontreiniging;2008 december voorlopig;1.7;1.5;0.2
6284;9003 Sanering van milieuverontreiniging;2008 december nader voorlopig;1.7;1.5;0.2
6285;9003 Sanering van milieuverontreiniging;2009 december voorlopig;1.7;1.5;0.2
6286;91 Werkgevers-, werknemers- en ..;2006 december voorlopig;76.1;38.0;38.2
6287;91 Werkgevers-, werknemers- en ..;2006 december nader voorlopig;74.7;37.5;37.1
6288;91 Werkgevers-, werknemers- en ..;2007 december voorlopig;76.3;38.1;38.2
6289;91 Werkgevers-, werknemers- en ..;2007 december nader voorlopig;76.3;37.4;38.9
6290;91 Werkgevers-, werknemers- en ..;2008 december voorlopig;81.7;38.0;43.7
6291;91 Werkgevers-, werknemers- en ..;2008 december nader voorlopig;81.4;37.3;44.0
6292;91 Werkgevers-, werknemers- en ..;2009 december voorlopig;84.3;37.8;46.5
6293;911 Bedrijfs-, werkgevers- en ..;2006 december voorlopig;9.7;4.4;5.4
6294;911 Bedrijfs-, werkgevers- en ..;2006 december nader voorlopig;9.7;4.4;5.3
6295;911 Bedrijfs-, werkgevers- en ..;2007 december voorlopig;10.1;4.8;5.4
6296;911 Bedrijfs-, werkgevers- en ..;2007 december nader voorlopig;10.1;4.7;5.4
6297;911 Bedrijfs-, werkgevers- en ..;2008 december voorlopig;10.2;4.5;5.6
6298;911 Bedrijfs-, werkgevers- en ..;2008 december nader voorlopig;10.1;4.5;5.6
6299;911 Bedrijfs-, werkgevers- en ..;2009 december voorlopig;10.4;4.6;5.8
6300;9111 Bedrijfs- en ..;2006 december voorlopig;7.2;3.5;3.7
6301;9111 Bedrijfs- en ..;2006 december nader voorlopig;7.2;3.6;3.6
6302;9111 Bedrijfs- en ..;2007 december voorlopig;7.3;3.7;3.7
6303;9111 Bedrijfs- en ..;2007 december nader voorlopig;7.3;3.6;3.7
6304;9111 Bedrijfs- en ..;2008 december voorlopig;7.2;3.4;3.8
6305;9111 Bedrijfs- en ..;2008 december nader voorlopig;7.1;3.3;3.8
6306;9111 Bedrijfs- en ..;2009 december voorlopig;7.1;3.4;3.8
6307;9112 Beroepsorganisaties;2006 december voorlopig;2.5;0.8;1.7
6308;9112 Beroepsorganisaties;2006 december nader voorlopig;2.6;0.9;1.7
6309;9112 Beroepsorganisaties;2007 december voorlopig;2.8;1.1;1.7
6310;9112 Beroepsorganisaties;2007 december nader voorlopig;2.8;1.1;1.7
6311;9112 Beroepsorganisaties;2008 december voorlopig;3.0;1.2;1.8
6312;9112 Beroepsorganisaties;2008 december nader voorlopig;3.0;1.1;1.8
6313;9112 Beroepsorganisaties;2009 december voorlopig;3.2;1.2;2.0
6314;912 Werknemersorganisaties;2006 december voorlopig;4.0;1.6;2.4
6315;912 Werknemersorganisaties;2006 december nader voorlopig;3.9;1.6;2.3
6316;912 Werknemersorganisaties;2007 december voorlopig;3.9;1.6;2.4
6317;912 Werknemersorganisaties;2007 december nader voorlopig;3.9;1.6;2.4
6318;912 Werknemersorganisaties;2008 december voorlopig;3.9;1.5;2.4
6319;912 Werknemersorganisaties;2008 december nader voorlopig;3.9;1.5;2.4
6320;912 Werknemersorganisaties;2009 december voorlopig;3.6;1.4;2.2
6321;913 Levensbeschouwelijke en ..;2006 december voorlopig;62.4;32.0;30.5
6322;913 Levensbeschouwelijke en ..;2006 december nader voorlopig;61.1;31.5;29.6
6323;913 Levensbeschouwelijke en ..;2007 december voorlopig;62.2;31.7;30.5
6324;913 Levensbeschouwelijke en ..;2007 december nader voorlopig;62.3;31.1;31.1
6325;913 Levensbeschouwelijke en ..;2008 december voorlopig;67.7;31.9;35.7
6326;913 Levensbeschouwelijke en ..;2008 december nader voorlopig;67.3;31.3;36.0
6327;913 Levensbeschouwelijke en ..;2009 december voorlopig;70.3;31.8;38.5
6328;9131 Levensbeschouwelijke organisaties;2006 december voorlopig;12.9;5.6;7.2
6329;9131 Levensbeschouwelijke organisaties;2006 december nader voorlopig;13.0;5.8;7.2
6330;9131 Levensbeschouwelijke organisaties;2007 december voorlopig;12.7;5.8;7.0
6331;9131 Levensbeschouwelijke organisaties;2007 december nader voorlopig;12.6;5.6;7.0
6332;9131 Levensbeschouwelijke organisaties;2008 december voorlopig;12.4;5.6;6.9
6333;9131 Levensbeschouwelijke organisaties;2008 december nader voorlopig;12.0;5.3;6.8
6334;9131 Levensbeschouwelijke organisaties;2009 december voorlopig;12.4;5.3;7.1
