ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
94;801;806;1992-1993;-3.4;-42.0;-21.3;-3.4;14.5;42.0;6;100;55.0
95;801;806;1993-1994;-0.4;-39.0;-18.9;-0.4;18.0;46.0;6;100;51.0
96;801;806;1993-1995;-0.4;-25.0;-11.1;-0.4;11.5;27.0;6;100;51.0
97;801;806;1994-1995;0.8;-39.0;-17.4;0.8;21.1;57.0;6;100;49.0
98;801;806;1995-1996;-0.2;-45.0;-20.5;-0.2;19.0;52.0;6;100;50.0
99;801;806;1995-1997;1.2;-26.0;-11.2;1.2;12.9;28.0;6;100;47.0
100;801;806;1996-1997;2.0;-39.0;-17.5;2.0;22.7;54.0;6;100;47.0
101;801;806;1997-1998;2.1;-37.0;-15.4;2.1;21.0;50.0;6;100;47.0
102;801;806;1997-1999;0.9;-26.0;-11.1;0.9;12.5;28.0;6;100;48.0
103;801;806;1998-1999;0.3;-37.0;-16.5;0.3;19.4;48.0;6;100;50.0
104;801;806;1999-2000;-0.4;-47.0;-21.3;-0.4;18.6;50.0;6;100;51.0
105;801;801;1989-1991;3.9;-19.0;-6.7;3.9;15.8;30.0;5;71;40.0
106;801;801;1990-1991;-0.7;-37.0;-17.7;-0.7;17.6;45.0;5;83;51.0
107;801;801;1991-1992;-0.6;-35.0;-17.1;-0.6;17.1;43.0;5;81;51.0
108;801;801;1991-1993;-1.2;-22.0;-11.2;-1.2;9.5;23.0;5;73;54.0
109;801;801;1992-1993;-1.3;-34.0;-17.2;-1.3;15.8;42.0;5;81;52.0
110;801;801;1993-1994;1.5;-33.0;-15.1;1.5;19.7;48.0;5;84;47.0
111;801;801;1993-1995;1.1;-19.0;-8.2;1.1;12.7;28.0;4;78;47.0
112;801;801;1994-1995;2.7;-31.0;-13.7;2.7;23.0;60.0;5;85;45.0
113;801;801;1995-1996;2.5;-33.0;-14.4;2.5;21.4;55.0;5;79;45.0
114;801;801;1995-1997;3.0;-19.0;-6.8;3.0;14.3;28.0;5;74;41.0
115;801;801;1996-1997;4.1;-33.0;-13.2;4.1;24.3;54.0;5;83;44.0
116;801;801;1997-1998;3.7;-28.0;-11.6;3.7;22.6;51.0;5;83;43.0
117;801;801;1997-1999;3.2;-17.0;-6.6;3.2;14.0;30.0;4;72;41.0
118;801;801;1998-1999;2.4;-28.0;-11.8;2.4;21.0;48.0;4;80;46.0
119;801;801;1999-2000;2.6;-35.0;-14.1;2.6;20.6;51.0;4;77;46.0
120;801;802;1989-1991;-3.2;-34.0;-21.4;-3.2;11.3;26.0;1;15;57.0
121;801;802;1990-1991;-22.5;-65.0;-44.9;-22.5;1.5;32.0;1;9;73.0
122;801;802;1991-1992;-22.4;-67.0;-47.4;-22.4;2.1;23.0;1;11;73.0
123;801;802;1991-1993;-13.1;-41.0;-26.6;-13.1;2.3;16.0;1;15;71.0
124;801;802;1992-1993;-20.3;-62.0;-43.0;-20.3;2.7;35.0;1;11;72.0
125;801;802;1993-1994;-19.5;-62.0;-41.3;-19.5;7.5;36.0;1;9;69.0
126;801;802;1993-1995;-8.3;-38.0;-23.2;-8.3;7.6;22.0;1;12;63.0
127;801;802;1994-1995;-18.7;-63.0;-44.4;-18.7;7.6;38.0;0;8;69.0
128;801;802;1995-1996;-24.4;-71.0;-52.6;-24.4;1.7;30.0;1;11;73.0
129;801;802;1995-1997;-10.0;-38.0;-24.6;-10.0;5.7;21.0;1;14;66.0
130;801;802;1996-1997;-16.5;-65.0;-44.0;-16.5;5.0;53.0;1;10;73.0
131;801;802;1997-1998;-14.5;-65.0;-43.3;-14.5;9.9;40.0;1;10;65.0
132;801;802;1997-1999;-8.2;-42.0;-27.5;-8.2;6.9;22.0;1;16;63.0
133;801;802;1998-1999;-18.8;-70.0;-45.7;-18.8;4.6;31.0;1;11;69.0
134;801;802;1999-2000;-27.5;-70.0;-51.7;-27.5;3.3;31.0;1;14;72.0
135;801;803;1989-1991;-4.9;-32.0;-19.7;-4.9;6.2;23.0;0;5;59.0
136;801;803;1990-1991;-28.4;-67.0;-48.5;-28.4;-15.2;25.0;0;2;86.0
137;801;803;1991-1992;-23.5;-60.0;-43.8;-23.5;-7.0;41.0;0;2;80.0
138;801;803;1991-1993;-16.2;-41.0;-27.6;-16.2;-0.9;21.0;0;4;76.0
139;801;803;1992-1993;-21.9;-58.0;-43.2;-21.9;4.9;59.0;0;2;72.0
140;801;803;1993-1994;-31.1;-72.0;-49.9;-31.1;1.1;29.0;0;2;73.0
141;801;803;1993-1995;-12.3;-40.0;-24.4;-12.3;-0.9;17.0;0;3;76.0
142;801;803;1994-1995;-24.9;-60.0;-42.0;-24.9;-5.5;20.0;0;2;78.0
143;801;803;1995-1996;-28.8;-68.0;-57.1;-28.8;-9.7;10.0;0;3;85.0
144;801;803;1995-1997;-10.3;-38.0;-26.1;-10.3;6.7;34.0;0;4;68.0
145;801;803;1996-1997;-26.0;-56.0;-42.4;-26.0;5.6;98.0;0;2;70.0
146;801;803;1997-1998;-30.2;-67.0;-50.1;-30.2;-6.7;21.0;0;2;83.0
147;801;803;1997-1999;-14.8;-41.0;-29.1;-14.8;3.3;27.0;0;4;72.0
148;801;803;1998-1999;-32.1;-65.0;-47.3;-32.1;-8.5;52.0;0;2;82.0
149;801;803;1999-2000;-27.9;-72.0;-54.4;-27.9;0.5;36.0;0;3;75.0
150;801;804;1989-1991;-6.4;-37.0;-25.1;-6.4;6.5;28.0;0;5;61.0
151;801;804;1990-1991;-26.3;-59.0;-48.9;-26.3;7.7;48.0;0;3;72.0
152;801;804;1991-1992;-31.7;-75.0;-61.3;-31.7;-14.3;16.0;0;3;82.0
153;801;804;1991-1993;-17.6;-52.0;-38.4;-17.6;-0.3;11.0;0;5;76.0
154;801;804;1992-1993;-36.3;-74.0;-61.9;-36.3;-9.9;23.0;0;4;82.0
155;801;804;1993-1994;-30.2;-63.0;-51.1;-30.2;-8.0;17.0;0;3;80.0
156;801;804;1993-1995;-14.7;-38.0;-28.3;-14.7;1.0;13.0;0;4;75.0
157;801;804;1994-1995;-30.2;-64.0;-51.0;-30.2;-3.5;31.0;0;3;79.0
158;801;804;1995-1996;-40.9;-75.0;-58.7;-40.9;-5.4;34.0;0;3;77.0
159;801;804;1995-1997;-12.5;-46.0;-31.1;-12.5;5.7;24.0;0;4;70.0
160;801;804;1996-1997;-26.2;-63.0;-45.0;-26.2;7.7;40.0;0;3;70.0
161;801;804;1997-1998;-36.2;-66.0;-53.9;-36.2;-3.1;21.0;0;2;79.0
162;801;804;1997-1999;-19.1;-47.0;-33.2;-19.1;-7.0;10.0;0;3;85.0
163;801;804;1998-1999;-26.1;-70.0;-52.1;-26.1;3.6;24.0;0;3;70.0
164;801;804;1999-2000;-38.2;-73.0;-63.9;-38.2;1.8;65.0;0;2;74.0
165;801;805;1989-1991;-5.7;-34.0;-17.9;-5.7;4.7;19.0;0;4;61.0
166;801;805;1990-1991;-36.1;-70.0;-45.9;-36.1;-15.2;29.0;0;2;81.0
167;801;805;1991-1992;-29.4;-71.0;-53.0;-29.4;-7.8;24.0;0;2;83.0
168;801;805;1991-1993;-19.7;-46.0;-35.7;-19.7;-7.9;7.0;0;3;85.0
169;801;805;1992-1993;-28.8;-74.0;-48.6;-28.8;8.1;72.0;0;2;72.0
170;801;805;1993-1994;-28.5;-61.0;-52.3;-28.5;-1.3;38.0;0;2;76.0
171;801;805;1993-1995;-7.4;-36.0;-25.9;-7.4;7.0;34.0;0;2;66.0
172;801;805;1994-1995;-24.6;-65.0;-49.6;-24.6;4.0;62.0;0;2;75.0
173;801;805;1995-1996;-23.1;-71.0;-53.1;-23.1;28.8;114.0;0;3;61.0
174;801;805;1995-1997;-12.1;-38.0;-23.5;-12.1;5.4;36.0;0;4;70.0
175;801;805;1996-1997;-28.8;-60.0;-47.3;-28.8;-5.1;51.0;0;2;77.0
176;801;805;1997-1998;-22.8;-64.0;-51.8;-22.8;12.0;47.0;0;2;71.0
177;801;805;1997-1999;-11.4;-39.0;-25.4;-11.4;6.9;27.0;0;5;68.0
178;801;805;1998-1999;-10.0;-54.0;-35.5;-10.0;52.4;112.0;0;4;53.0
179;801;805;1999-2000;-12.3;-60.0;-44.2;-12.3;24.7;72.0;0;4;61.0
180;802;806;1989-1991;3.1;-11.0;-2.1;3.1;8.8;17.0;61;100;33.0
181;802;806;1990-1991;1.8;-17.0;-4.7;1.8;9.2;22.0;61;100;42.0
182;802;806;1991-1992;1.4;-16.0;-4.8;1.4;8.4;20.0;61;100;43.0
183;802;806;1991-1993;1.6;-12.0;-3.5;1.6;6.7;14.0;61;100;41.0
184;802;806;1992-1993;2.1;-17.0;-4.6;2.1;8.5;19.0;61;100;39.0
185;802;806;1993-1994;1.4;-18.0;-5.5;1.4;8.3;20.0;60;100;44.0
186;802;806;1993-1995;1.4;-12.0;-3.8;1.4;6.5;14.0;61;100;41.0
187;802;806;1994-1995;2.0;-16.0;-4.8;2.0;9.5;22.0;60;100;41.0
188;802;806;1995-1996;1.9;-16.0;-4.9;1.9;9.2;21.0;59;100;41.0
189;802;806;1995-1997;1.8;-12.0;-3.5;1.8;7.2;15.0;60;100;40.0
190;802;806;1996-1997;2.2;-16.0;-4.8;2.2;10.1;22.0;60;100;41.0
191;802;806;1997-1998;3.1;-16.0;-4.1;3.1;11.3;24.0;61;100;37.0
192;802;806;1997-1999;2.4;-11.0;-3.0;2.4;8.4;17.0;61;100;37.0
193;802;806;1998-1999;2.4;-17.0;-5.2;2.4;11.0;25.0;62;100;40.0
194;802;806;1999-2000;3.4;-16.0;-4.1;3.4;12.3;26.0;63;100;38.0
195;802;801;1989-1991;15.0;-18.0;-1.4;15.0;37.8;74.0;1;1;26.0
196;802;801;1990-1991;17.3;-29.0;-4.1;17.3;60.2;162.0;0;1;29.0
197;802;801;1991-1992;22.3;-29.0;-7.7;22.3;65.4;107.0;0;1;29.0
198;802;801;1991-1993;8.2;-24.0;-7.7;8.2;28.1;53.0;1;1;38.0
199;802;801;1992-1993;15.8;-36.0;-10.3;15.8;52.1;109.0;1;1;31.0
200;802;801;1993-1994;22.9;-31.0;-6.1;22.9;72.8;166.0;1;1;30.0
201;802;801;1993-1995;11.8;-15.0;-4.0;11.8;31.8;65.0;1;2;30.0
202;802;801;1994-1995;23.7;-29.0;-3.2;23.7;71.5;153.0;1;1;28.0
203;802;801;1995-1996;22.0;-32.0;-4.8;22.0;74.3;157.0;1;1;28.0
204;802;801;1995-1997;9.1;-20.0;-4.0;9.1;29.5;51.0;1;1;31.0
205;802;801;1996-1997;26.0;-22.0;-0.7;26.0;78.6;182.0;1;1;26.0
206;802;801;1997-1998;29.0;-25.0;-0.2;29.0;73.6;159.0;1;1;25.0
207;802;801;1997-1999;14.7;-15.0;-0.2;14.7;31.6;62.0;1;2;25.0
208;802;801;1998-1999;29.8;-24.0;2.7;29.8;76.8;184.0;1;1;23.0
209;802;801;1999-2000;24.6;-29.0;-1.2;24.6;71.1;152.0;1;1;26.0
210;802;802;1989-1991;3.5;-9.0;-1.2;3.5;9.0;17.0;55;89;30.0
211;802;802;1990-1991;2.0;-14.0;-3.9;2.0;9.2;21.0;56;93;40.0
212;802;802;1991-1992;1.6;-13.0;-4.1;1.6;8.4;19.0;57;93;42.0
213;802;802;1991-1993;1.9;-10.0;-2.5;1.9;6.9;14.0;55;89;38.0
214;802;802;1992-1993;2.3;-15.0;-3.7;2.3;8.6;19.0;56;93;38.0
215;802;802;1993-1994;1.7;-15.0;-4.5;1.7;8.4;19.0;56;92;42.0
216;802;802;1993-1995;1.8;-10.0;-2.7;1.8;6.7;14.0;54;88;38.0
217;802;802;1994-1995;2.2;-14.0;-4.0;2.2;9.5;21.0;55;93;40.0
218;802;802;1995-1996;2.2;-14.0;-4.2;2.2;9.2;20.0;56;94;40.0
219;802;802;1995-1997;2.1;-10.0;-2.7;2.1;7.3;15.0;55;91;37.0
220;802;802;1996-1997;2.4;-14.0;-4.3;2.4;10.1;22.0;57;94;40.0
221;802;802;1997-1998;3.3;-14.0;-3.6;3.3;11.2;23.0;57;94;36.0
222;802;802;1997-1999;2.6;-10.0;-2.3;2.6;8.5;16.0;56;91;35.0
223;802;802;1998-1999;2.6;-15.0;-4.7;2.6;11.0;24.0;58;94;40.0
224;802;802;1999-2000;3.5;-14.0;-3.6;3.5;12.1;25.0;59;94;37.0
225;802;803;1989-1991;-4.7;-23.0;-13.6;-4.7;1.5;8.0;2;4;70.0
226;802;803;1990-1991;-9.6;-42.0;-26.7;-9.6;0.3;15.0;1;2;75.0
227;802;803;1991-1992;-7.8;-40.0;-22.5;-7.8;0.8;15.0;1;2;73.0
228;802;803;1991-1993;-4.3;-22.0;-12.6;-4.3;1.2;9.0;2;3;71.0
229;802;803;1992-1993;-9.5;-42.0;-25.2;-9.5;0.2;14.0;1;2;74.0
230;802;803;1993-1994;-9.0;-41.0;-24.9;-9.0;1.3;14.0;1;2;73.0
231;802;803;1993-1995;-6.0;-23.0;-14.7;-6.0;0.1;7.0;2;3;75.0
232;802;803;1994-1995;-11.2;-43.0;-29.5;-11.2;0.8;12.0;1;2;73.0
233;802;803;1995-1996;-11.3;-42.0;-28.9;-11.3;0.2;17.0;1;2;74.0
234;802;803;1995-1997;-5.9;-23.0;-14.6;-5.9;0.1;7.0;2;3;75.0
235;802;803;1996-1997;-10.2;-43.0;-26.3;-10.2;1.4;16.0;1;2;71.0
236;802;803;1997-1998;-8.6;-39.0;-24.0;-8.6;2.2;15.0;1;1;70.0
237;802;803;1997-1999;-5.3;-23.0;-13.8;-5.3;0.8;7.0;1;2;72.0
238;802;803;1998-1999;-11.0;-43.0;-26.5;-11.0;1.9;15.0;1;1;71.0
239;802;803;1999-2000;-6.4;-35.0;-21.0;-6.4;6.2;23.0;1;2;63.0
240;802;804;1989-1991;-8.7;-31.0;-20.8;-8.7;0.6;10.0;3;5;73.0
241;802;804;1990-1991;-13.0;-50.0;-32.0;-13.0;1.4;24.0;2;3;73.0
242;802;804;1991-1992;-13.2;-45.0;-27.9;-13.2;0.0;18.0;2;3;75.0
243;802;804;1991-1993;-7.9;-30.0;-18.1;-7.9;-0.9;8.0;3;5;77.0
244;802;804;1992-1993;-15.6;-51.0;-32.9;-15.6;-0.7;16.0;2;4;76.0
245;802;804;1993-1994;-15.2;-50.0;-32.4;-15.2;-1.5;15.0;2;4;77.0
246;802;804;1993-1995;-9.5;-30.0;-19.7;-9.5;-1.6;7.0;3;5;79.0
247;802;804;1994-1995;-14.0;-51.0;-33.4;-14.0;0.1;19.0;2;3;75.0
248;802;804;1995-1996;-14.9;-48.0;-32.7;-14.9;0.7;18.0;2;3;74.0
249;802;804;1995-1997;-8.9;-29.0;-19.4;-8.9;-0.7;8.0;2;4;77.0
250;802;804;1996-1997;-13.9;-51.0;-33.3;-13.9;0.6;16.0;2;3;74.0
251;802;804;1997-1998;-13.2;-53.0;-31.7;-13.2;2.2;22.0;1;2;73.0
252;802;804;1997-1999;-8.1;-32.0;-21.5;-8.1;0.3;10.0;2;3;74.0
253;802;804;1998-1999;-14.9;-52.0;-33.3;-14.9;-0.2;17.0;1;2;75.0
254;802;804;1999-2000;-11.2;-49.0;-29.4;-11.2;4.8;27.0;1;2;66.0
255;802;805;1989-1991;5.0;-18.0;-5.2;5.0;13.7;28.0;1;1;38.0
256;802;805;1990-1991;0.6;-28.0;-10.8;0.6;12.7;53.0;0;1;49.0
257;802;805;1991-1992;0.9;-24.0;-12.3;0.9;14.5;52.0;0;1;49.0
258;802;805;1991-1993;0.8;-17.0;-7.3;0.8;11.7;28.0;1;1;46.0
259;802;805;1992-1993;1.1;-32.0;-14.1;1.1;16.0;50.0;1;1;48.0
260;802;805;1993-1994;1.5;-43.0;-15.4;1.5;17.1;68.0;1;1;47.0
261;802;805;1993-1995;0.5;-17.0;-7.7;0.5;11.5;31.0;1;1;49.0
262;802;805;1994-1995;-0.1;-28.0;-12.5;-0.1;15.0;55.0;1;1;50.0
263;802;805;1995-1996;0.1;-27.0;-11.1;0.1;15.5;55.0;1;1;50.0
264;802;805;1995-1997;0.5;-18.0;-6.9;0.5;10.6;26.0;1;1;48.0
265;802;805;1996-1997;4.2;-24.0;-9.1;4.2;29.9;119.0;0;1;40.0
266;802;805;1997-1998;1.7;-28.0;-12.0;1.7;26.5;80.0;0;1;46.0
267;802;805;1997-1999;0.3;-20.0;-8.1;0.3;12.6;42.0;1;1;49.0
268;802;805;1998-1999;3.0;-32.0;-12.6;3.0;22.2;102.0;1;1;46.0
269;802;805;1999-2000;7.2;-27.0;-6.1;7.2;31.4;111.0;1;1;35.0
270;803;806;1989-1991;0.5;-7.0;-1.5;0.5;3.8;10.0;17;100;41.0
271;803;806;1990-1991;-0.6;-10.0;-2.5;-0.6;2.9;13.0;18;100;58.0
272;803;806;1991-1992;0.1;-9.0;-2.5;0.1;2.3;11.0;18;100;47.0
273;803;806;1991-1993;0.2;-8.0;-2.1;0.2;2.1;7.0;18;100;44.0
274;803;806;1992-1993;0.2;-11.0;-2.6;0.2;2.3;10.0;18;100;43.0
275;803;806;1993-1994;-1.2;-12.0;-4.0;-1.2;1.5;10.0;18;100;67.0
276;803;806;1993-1995;-0.5;-8.0;-2.9;-0.5;1.3;6.0;18;100;61.0
277;803;806;1994-1995;0.3;-10.0;-2.6;0.3;2.2;10.0;19;100;45.0
278;803;806;1995-1996;0.7;-8.0;-1.3;0.7;2.9;10.0;19;100;36.0
279;803;806;1995-1997;0.8;-6.0;-1.3;0.8;3.0;8.0;18;100;35.0
280;803;806;1996-1997;0.8;-10.0;-2.2;0.8;3.9;13.0;19;100;39.0
281;803;806;1997-1998;2.6;-7.0;0.1;2.6;4.6;11.0;19;100;25.0
282;803;806;1997-1999;1.5;-6.0;-0.7;1.5;3.0;7.0;18;100;30.0
283;803;806;1998-1999;0.4;-9.0;-1.9;0.4;2.3;10.0;19;100;39.0
284;803;806;1999-2000;0.6;-7.0;-1.3;0.6;4.3;15.0;19;100;36.0
285;803;801;1989-1991;18.9;-11.0;6.3;18.9;55.9;92.0;0;1;20.0
286;803;801;1990-1991;27.2;-24.0;2.9;27.2;102.6;273.0;0;0;24.0
287;803;801;1991-1992;35.1;-6.0;-1.2;35.1;145.9;238.0;0;0;26.0
288;803;801;1991-1993;15.6;-4.0;2.7;15.6;39.4;75.0;0;0;10.0
289;803;801;1992-1993;32.0;-22.0;8.1;32.0;102.4;182.0;0;0;24.0
290;803;801;1993-1994;49.3;-24.0;8.0;49.3;117.7;307.0;0;0;23.0
291;803;801;1993-1995;23.1;-15.0;2.9;23.1;63.0;92.0;0;0;14.0
