ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;Vestigingen_1;k_0WerkzamePersonen_2;k_1WerkzamePersoon_3;k_2Tot10WerkzamePersonen_4;k_10OfMeerWerkzamePersonen_5;Eenmanszaken_6;VOFCVEnMaatschap_7;NVSEnBVS_8;OverigeRechtsvormen_9
2267;B Delfstoffenwinning;Nederland;2021;560.0;20.0;370.0;85.0;85.0;245.0;30.0;275.0;10.0
2268;B Delfstoffenwinning;Nederland;2022;625.0;25.0;405.0;95.0;100.0;275.0;30.0;305.0;15.0
2269;B Delfstoffenwinning;Nederland;2023;665.0;25.0;445.0;85.0;110.0;320.0;30.0;300.0;15.0
2270;B Delfstoffenwinning;Nederland;2024;695.0;15.0;505.0;75.0;100.0;345.0;35.0;300.0;15.0
2271;B Delfstoffenwinning;Nederland;2025;700.0;20.0;500.0;80.0;100.0;360.0;35.0;295.0;10.0
2272;B Delfstoffenwinning;Buitenland;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2273;B Delfstoffenwinning;Buitenland;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2274;B Delfstoffenwinning;Buitenland;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2275;B Delfstoffenwinning;Buitenland;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2276;B Delfstoffenwinning;Buitenland;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2277;B Delfstoffenwinning;Buitenland;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2278;B Delfstoffenwinning;Buitenland;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2279;B Delfstoffenwinning;Buitenland;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2280;B Delfstoffenwinning;Buitenland;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2281;B Delfstoffenwinning;Buitenland;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2282;B Delfstoffenwinning;Buitenland;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2283;B Delfstoffenwinning;Buitenland;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2284;B Delfstoffenwinning;Buitenland;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2285;B Delfstoffenwinning;Buitenland;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2286;B Delfstoffenwinning;Buitenland;2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2287;B Delfstoffenwinning;Buitenland;2025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2288;B Delfstoffenwinning;"Nederland; niet in te delen";2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2289;B Delfstoffenwinning;"Nederland; niet in te delen";2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2290;B Delfstoffenwinning;"Nederland; niet in te delen";2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2291;B Delfstoffenwinning;"Nederland; niet in te delen";2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2292;B Delfstoffenwinning;"Nederland; niet in te delen";2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2293;B Delfstoffenwinning;"Nederland; niet in te delen";2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2294;B Delfstoffenwinning;"Nederland; niet in te delen";2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2295;B Delfstoffenwinning;"Nederland; niet in te delen";2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2296;B Delfstoffenwinning;"Nederland; niet in te delen";2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2297;B Delfstoffenwinning;"Nederland; niet in te delen";2019;15.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0
2298;B Delfstoffenwinning;"Nederland; niet in te delen";2020;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
2299;B Delfstoffenwinning;"Nederland; niet in te delen";2021;15.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0
2300;B Delfstoffenwinning;"Nederland; niet in te delen";2022;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
2301;B Delfstoffenwinning;"Nederland; niet in te delen";2023;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0
2302;B Delfstoffenwinning;"Nederland; niet in te delen";2024;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
2303;B Delfstoffenwinning;"Nederland; niet in te delen";2025;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
2304;B Delfstoffenwinning;Noord-Nederland (LD);2010;65.0;5.0;25.0;15.0;20.0;10.0;10.0;40.0;0.0
2305;B Delfstoffenwinning;Noord-Nederland (LD);2011;75.0;0.0;35.0;20.0;20.0;20.0;5.0;45.0;0.0
2306;B Delfstoffenwinning;Noord-Nederland (LD);2012;75.0;0.0;40.0;15.0;20.0;25.0;10.0;45.0;0.0
2307;B Delfstoffenwinning;Noord-Nederland (LD);2013;80.0;5.0;40.0;15.0;20.0;25.0;5.0;50.0;0.0
2308;B Delfstoffenwinning;Noord-Nederland (LD);2014;80.0;0.0;45.0;15.0;20.0;30.0;10.0;45.0;0.0
2309;B Delfstoffenwinning;Noord-Nederland (LD);2015;90.0;0.0;50.0;15.0;20.0;30.0;5.0;55.0;0.0
2310;B Delfstoffenwinning;Noord-Nederland (LD);2016;90.0;5.0;50.0;15.0;20.0;30.0;5.0;50.0;5.0
2311;B Delfstoffenwinning;Noord-Nederland (LD);2017;95.0;5.0;55.0;15.0;20.0;30.0;10.0;50.0;5.0
2312;B Delfstoffenwinning;Noord-Nederland (LD);2018;100.0;5.0;65.0;15.0;20.0;35.0;10.0;55.0;5.0
2313;B Delfstoffenwinning;Noord-Nederland (LD);2019;100.0;5.0;65.0;15.0;20.0;30.0;5.0;55.0;5.0
2314;B Delfstoffenwinning;Noord-Nederland (LD);2020;105.0;5.0;60.0;20.0;20.0;35.0;5.0;60.0;5.0
2315;B Delfstoffenwinning;Noord-Nederland (LD);2021;105.0;5.0;65.0;15.0;20.0;35.0;5.0;55.0;5.0
2316;B Delfstoffenwinning;Noord-Nederland (LD);2022;115.0;5.0;70.0;15.0;20.0;40.0;5.0;65.0;5.0
2317;B Delfstoffenwinning;Noord-Nederland (LD);2023;120.0;5.0;75.0;15.0;25.0;50.0;5.0;60.0;5.0
2318;B Delfstoffenwinning;Noord-Nederland (LD);2024;125.0;5.0;90.0;10.0;20.0;55.0;5.0;60.0;5.0
2319;B Delfstoffenwinning;Noord-Nederland (LD);2025;130.0;10.0;85.0;10.0;20.0;55.0;5.0;60.0;5.0
2320;B Delfstoffenwinning;Oost-Nederland (LD);2010;65.0;5.0;30.0;20.0;10.0;10.0;10.0;40.0;0.0
2321;B Delfstoffenwinning;Oost-Nederland (LD);2011;65.0;0.0;35.0;20.0;10.0;10.0;15.0;45.0;0.0
2322;B Delfstoffenwinning;Oost-Nederland (LD);2012;70.0;5.0;30.0;20.0;10.0;10.0;10.0;45.0;0.0
2323;B Delfstoffenwinning;Oost-Nederland (LD);2013;75.0;5.0;40.0;20.0;15.0;10.0;15.0;45.0;0.0
2324;B Delfstoffenwinning;Oost-Nederland (LD);2014;75.0;5.0;40.0;20.0;10.0;15.0;15.0;45.0;0.0
2325;B Delfstoffenwinning;Oost-Nederland (LD);2015;80.0;10.0;40.0;25.0;10.0;15.0;15.0;50.0;0.0
2326;B Delfstoffenwinning;Oost-Nederland (LD);2016;75.0;5.0;35.0;25.0;10.0;10.0;15.0;45.0;0.0
2327;B Delfstoffenwinning;Oost-Nederland (LD);2017;75.0;5.0;40.0;20.0;10.0;10.0;15.0;50.0;0.0
2328;B Delfstoffenwinning;Oost-Nederland (LD);2018;70.0;5.0;35.0;20.0;10.0;10.0;15.0;45.0;0.0
2329;B Delfstoffenwinning;Oost-Nederland (LD);2019;70.0;5.0;35.0;20.0;10.0;10.0;15.0;45.0;0.0
2330;B Delfstoffenwinning;Oost-Nederland (LD);2020;70.0;10.0;35.0;20.0;5.0;15.0;15.0;45.0;0.0
2331;B Delfstoffenwinning;Oost-Nederland (LD);2021;70.0;5.0;40.0;15.0;10.0;20.0;10.0;40.0;0.0
2332;B Delfstoffenwinning;Oost-Nederland (LD);2022;75.0;5.0;40.0;15.0;10.0;20.0;10.0;45.0;0.0
2333;B Delfstoffenwinning;Oost-Nederland (LD);2023;65.0;5.0;35.0;10.0;10.0;15.0;10.0;40.0;0.0
2334;B Delfstoffenwinning;Oost-Nederland (LD);2024;65.0;5.0;40.0;15.0;10.0;20.0;10.0;35.0;0.0
2335;B Delfstoffenwinning;Oost-Nederland (LD);2025;70.0;5.0;45.0;15.0;5.0;20.0;10.0;40.0;0.0
2336;B Delfstoffenwinning;West-Nederland (LD);2010;195.0;15.0;100.0;35.0;45.0;30.0;15.0;135.0;15.0
2337;B Delfstoffenwinning;West-Nederland (LD);2011;185.0;15.0;90.0;35.0;45.0;35.0;15.0;125.0;10.0
2338;B Delfstoffenwinning;West-Nederland (LD);2012;190.0;15.0;100.0;30.0;45.0;40.0;15.0;125.0;10.0
2339;B Delfstoffenwinning;West-Nederland (LD);2013;200.0;15.0;105.0;35.0;45.0;40.0;20.0;120.0;15.0
2340;B Delfstoffenwinning;West-Nederland (LD);2014;205.0;15.0;110.0;35.0;45.0;50.0;20.0;130.0;10.0
2341;B Delfstoffenwinning;West-Nederland (LD);2015;240.0;5.0;135.0;45.0;55.0;65.0;20.0;150.0;5.0
2342;B Delfstoffenwinning;West-Nederland (LD);2016;235.0;10.0;125.0;45.0;55.0;65.0;15.0;145.0;5.0
2343;B Delfstoffenwinning;West-Nederland (LD);2017;235.0;10.0;140.0;40.0;50.0;75.0;15.0;140.0;10.0
2344;B Delfstoffenwinning;West-Nederland (LD);2018;245.0;10.0;155.0;40.0;45.0;80.0;15.0;145.0;5.0
2345;B Delfstoffenwinning;West-Nederland (LD);2019;260.0;15.0;160.0;40.0;50.0;90.0;15.0;150.0;5.0
2346;B Delfstoffenwinning;West-Nederland (LD);2020;280.0;10.0;190.0;35.0;50.0;125.0;10.0;140.0;5.0
2347;B Delfstoffenwinning;West-Nederland (LD);2021;315.0;5.0;230.0;35.0;45.0;170.0;10.0;130.0;5.0
2348;B Delfstoffenwinning;West-Nederland (LD);2022;355.0;10.0;255.0;40.0;50.0;190.0;10.0;150.0;5.0
2349;B Delfstoffenwinning;West-Nederland (LD);2023;400.0;10.0;295.0;40.0;55.0;230.0;15.0;145.0;5.0
2350;B Delfstoffenwinning;West-Nederland (LD);2024;420.0;5.0;320.0;35.0;60.0;245.0;15.0;155.0;5.0
2351;B Delfstoffenwinning;West-Nederland (LD);2025;420.0;5.0;315.0;35.0;60.0;250.0;15.0;145.0;5.0
2352;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2010;;;;;;;;;
2353;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2011;;;;;;;;;
2354;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2012;;;;;;;;;
2355;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2013;;;;;;;;;
2356;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2014;;;;;;;;;
2357;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2015;;;;;;;;;
2358;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2016;;;;;;;;;
2359;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2017;;;;;;;;;
2360;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2018;;;;;;;;;
2361;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2019;;;;;;;;;
2362;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2020;;;;;;;;;
2363;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2021;;;;;;;;;
2364;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2022;;;;;;;;;
2365;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2023;;;;;;;;;
2366;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2024;;;;;;;;;
2367;B Delfstoffenwinning;West-Nederland, exclusief G4 (LD);2025;;;;;;;;;
2368;B Delfstoffenwinning;Zuid-Nederland (LD);2010;60.0;5.0;30.0;10.0;15.0;10.0;5.0;45.0;0.0
2369;B Delfstoffenwinning;Zuid-Nederland (LD);2011;65.0;5.0;30.0;20.0;15.0;10.0;5.0;45.0;0.0
2370;B Delfstoffenwinning;Zuid-Nederland (LD);2012;60.0;5.0;30.0;15.0;15.0;10.0;5.0;45.0;0.0
2371;B Delfstoffenwinning;Zuid-Nederland (LD);2013;60.0;0.0;30.0;10.0;15.0;10.0;5.0;40.0;0.0
2372;B Delfstoffenwinning;Zuid-Nederland (LD);2014;60.0;0.0;25.0;15.0;15.0;10.0;5.0;45.0;0.0
2373;B Delfstoffenwinning;Zuid-Nederland (LD);2015;65.0;5.0;30.0;10.0;15.0;10.0;5.0;45.0;0.0
2374;B Delfstoffenwinning;Zuid-Nederland (LD);2016;65.0;5.0;30.0;15.0;15.0;10.0;5.0;50.0;0.0
2375;B Delfstoffenwinning;Zuid-Nederland (LD);2017;70.0;5.0;35.0;15.0;15.0;10.0;5.0;50.0;5.0
2376;B Delfstoffenwinning;Zuid-Nederland (LD);2018;70.0;5.0;35.0;15.0;15.0;15.0;5.0;50.0;5.0
2377;B Delfstoffenwinning;Zuid-Nederland (LD);2019;70.0;0.0;40.0;15.0;15.0;15.0;5.0;50.0;5.0
2378;B Delfstoffenwinning;Zuid-Nederland (LD);2020;70.0;5.0;40.0;15.0;15.0;15.0;5.0;50.0;5.0
2379;B Delfstoffenwinning;Zuid-Nederland (LD);2021;75.0;5.0;35.0;20.0;15.0;20.0;5.0;50.0;0.0
2380;B Delfstoffenwinning;Zuid-Nederland (LD);2022;80.0;5.0;40.0;20.0;15.0;25.0;5.0;50.0;0.0
2381;B Delfstoffenwinning;Zuid-Nederland (LD);2023;80.0;0.0;40.0;20.0;15.0;20.0;5.0;50.0;0.0
2382;B Delfstoffenwinning;Zuid-Nederland (LD);2024;85.0;0.0;55.0;15.0;10.0;30.0;5.0;50.0;0.0
2383;B Delfstoffenwinning;Zuid-Nederland (LD);2025;85.0;0.0;55.0;15.0;10.0;30.0;5.0;50.0;0.0
2384;B Delfstoffenwinning;Extra-Regio (LD);2010;;;;;;;;;
2385;B Delfstoffenwinning;Extra-Regio (LD);2011;;;;;;;;;
2386;B Delfstoffenwinning;Extra-Regio (LD);2012;;;;;;;;;
2387;B Delfstoffenwinning;Extra-Regio (LD);2013;;;;;;;;;
2388;B Delfstoffenwinning;Extra-Regio (LD);2014;;;;;;;;;
2389;B Delfstoffenwinning;Extra-Regio (LD);2015;;;;;;;;;
2390;B Delfstoffenwinning;Extra-Regio (LD);2016;;;;;;;;;
2391;B Delfstoffenwinning;Extra-Regio (LD);2017;;;;;;;;;
2392;B Delfstoffenwinning;Extra-Regio (LD);2018;;;;;;;;;
2393;B Delfstoffenwinning;Extra-Regio (LD);2019;;;;;;;;;
2394;B Delfstoffenwinning;Extra-Regio (LD);2020;;;;;;;;;
2395;B Delfstoffenwinning;Extra-Regio (LD);2021;;;;;;;;;
2396;B Delfstoffenwinning;Extra-Regio (LD);2022;;;;;;;;;
2397;B Delfstoffenwinning;Extra-Regio (LD);2023;;;;;;;;;
2398;B Delfstoffenwinning;Extra-Regio (LD);2024;;;;;;;;;
2399;B Delfstoffenwinning;Extra-Regio (LD);2025;;;;;;;;;
2400;B Delfstoffenwinning;Buitenland (LD);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2401;B Delfstoffenwinning;Buitenland (LD);2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2402;B Delfstoffenwinning;Buitenland (LD);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2403;B Delfstoffenwinning;Buitenland (LD);2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2404;B Delfstoffenwinning;Buitenland (LD);2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2405;B Delfstoffenwinning;Buitenland (LD);2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2406;B Delfstoffenwinning;Buitenland (LD);2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2407;B Delfstoffenwinning;Buitenland (LD);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2408;B Delfstoffenwinning;Buitenland (LD);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2409;B Delfstoffenwinning;Buitenland (LD);2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2410;B Delfstoffenwinning;Buitenland (LD);2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2411;B Delfstoffenwinning;Buitenland (LD);2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2412;B Delfstoffenwinning;Buitenland (LD);2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2413;B Delfstoffenwinning;Buitenland (LD);2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2414;B Delfstoffenwinning;Buitenland (LD);2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2415;B Delfstoffenwinning;Buitenland (LD);2025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2416;B Delfstoffenwinning;Niet in te delen (LD);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2417;B Delfstoffenwinning;Niet in te delen (LD);2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2418;B Delfstoffenwinning;Niet in te delen (LD);2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2419;B Delfstoffenwinning;Niet in te delen (LD);2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2420;B Delfstoffenwinning;Niet in te delen (LD);2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2421;B Delfstoffenwinning;Niet in te delen (LD);2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2422;B Delfstoffenwinning;Niet in te delen (LD);2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2423;B Delfstoffenwinning;Niet in te delen (LD);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2424;B Delfstoffenwinning;Niet in te delen (LD);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2425;B Delfstoffenwinning;Niet in te delen (LD);2019;15.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0
2426;B Delfstoffenwinning;Niet in te delen (LD);2020;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
2427;B Delfstoffenwinning;Niet in te delen (LD);2021;15.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0
2428;B Delfstoffenwinning;Niet in te delen (LD);2022;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
2429;B Delfstoffenwinning;Niet in te delen (LD);2023;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0
2430;B Delfstoffenwinning;Niet in te delen (LD);2024;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
2431;B Delfstoffenwinning;Niet in te delen (LD);2025;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
2432;B Delfstoffenwinning;Groningen (PV);2010;5.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0
2433;B Delfstoffenwinning;Groningen (PV);2011;15.0;0.0;5.0;5.0;5.0;5.0;0.0;10.0;0.0
2434;B Delfstoffenwinning;Groningen (PV);2012;15.0;0.0;5.0;0.0;5.0;5.0;0.0;10.0;0.0
2435;B Delfstoffenwinning;Groningen (PV);2013;15.0;0.0;5.0;5.0;5.0;5.0;0.0;10.0;0.0
2436;B Delfstoffenwinning;Groningen (PV);2014;15.0;0.0;10.0;5.0;5.0;5.0;0.0;10.0;0.0
2437;B Delfstoffenwinning;Groningen (PV);2015;20.0;0.0;10.0;5.0;5.0;5.0;0.0;10.0;0.0
2438;B Delfstoffenwinning;Groningen (PV);2016;20.0;0.0;10.0;5.0;5.0;5.0;0.0;10.0;0.0
2439;B Delfstoffenwinning;Groningen (PV);2017;20.0;0.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0
2440;B Delfstoffenwinning;Groningen (PV);2018;15.0;0.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0
2441;B Delfstoffenwinning;Groningen (PV);2019;15.0;0.0;10.0;0.0;5.0;5.0;0.0;10.0;0.0
2442;B Delfstoffenwinning;Groningen (PV);2020;20.0;0.0;15.0;5.0;5.0;5.0;0.0;15.0;0.0
2443;B Delfstoffenwinning;Groningen (PV);2021;25.0;0.0;15.0;5.0;5.0;10.0;0.0;15.0;0.0
2444;B Delfstoffenwinning;Groningen (PV);2022;30.0;0.0;20.0;5.0;5.0;10.0;5.0;15.0;0.0
2445;B Delfstoffenwinning;Groningen (PV);2023;30.0;0.0;20.0;5.0;5.0;15.0;5.0;15.0;0.0
2446;B Delfstoffenwinning;Groningen (PV);2024;30.0;0.0;20.0;0.0;5.0;15.0;0.0;15.0;0.0
2447;B Delfstoffenwinning;Groningen (PV);2025;30.0;0.0;20.0;5.0;5.0;15.0;0.0;15.0;0.0
2448;B Delfstoffenwinning;Fryslân (PV);2010;15.0;0.0;5.0;5.0;5.0;0.0;5.0;10.0;0.0
2449;B Delfstoffenwinning;Fryslân (PV);2011;20.0;0.0;10.0;10.0;5.0;5.0;0.0;15.0;0.0
2450;B Delfstoffenwinning;Fryslân (PV);2012;15.0;0.0;5.0;5.0;0.0;5.0;0.0;10.0;0.0
2451;B Delfstoffenwinning;Fryslân (PV);2013;15.0;0.0;5.0;5.0;0.0;0.0;0.0;15.0;0.0
2452;B Delfstoffenwinning;Fryslân (PV);2014;20.0;0.0;10.0;10.0;0.0;5.0;0.0;15.0;0.0
2453;B Delfstoffenwinning;Fryslân (PV);2015;20.0;0.0;10.0;5.0;5.0;5.0;0.0;15.0;0.0
2454;B Delfstoffenwinning;Fryslân (PV);2016;20.0;0.0;10.0;5.0;5.0;5.0;0.0;10.0;0.0
2455;B Delfstoffenwinning;Fryslân (PV);2017;25.0;0.0;15.0;5.0;5.0;5.0;5.0;15.0;5.0
2456;B Delfstoffenwinning;Fryslân (PV);2018;25.0;0.0;15.0;5.0;5.0;5.0;5.0;15.0;5.0
2457;B Delfstoffenwinning;Fryslân (PV);2019;30.0;5.0;15.0;5.0;5.0;5.0;5.0;20.0;5.0
2458;B Delfstoffenwinning;Fryslân (PV);2020;25.0;0.0;15.0;5.0;5.0;5.0;0.0;15.0;5.0
2459;B Delfstoffenwinning;Fryslân (PV);2021;25.0;5.0;15.0;5.0;5.0;10.0;0.0;15.0;5.0
2460;B Delfstoffenwinning;Fryslân (PV);2022;30.0;0.0;20.0;5.0;5.0;10.0;0.0;15.0;5.0
2461;B Delfstoffenwinning;Fryslân (PV);2023;30.0;0.0;15.0;5.0;5.0;10.0;0.0;15.0;0.0
2462;B Delfstoffenwinning;Fryslân (PV);2024;30.0;0.0;20.0;5.0;5.0;10.0;0.0;15.0;5.0
2463;B Delfstoffenwinning;Fryslân (PV);2025;30.0;0.0;20.0;5.0;5.0;10.0;0.0;15.0;5.0
2464;B Delfstoffenwinning;Drenthe (PV);2010;40.0;0.0;15.0;10.0;10.0;10.0;5.0;25.0;0.0
2465;B Delfstoffenwinning;Drenthe (PV);2011;45.0;0.0;25.0;10.0;15.0;15.0;5.0;20.0;0.0
2466;B Delfstoffenwinning;Drenthe (PV);2012;45.0;0.0;25.0;5.0;15.0;15.0;5.0;25.0;0.0
2467;B Delfstoffenwinning;Drenthe (PV);2013;50.0;0.0;25.0;5.0;15.0;20.0;5.0;30.0;0.0
2468;B Delfstoffenwinning;Drenthe (PV);2014;50.0;0.0;30.0;5.0;15.0;20.0;5.0;25.0;0.0
2469;B Delfstoffenwinning;Drenthe (PV);2015;50.0;0.0;30.0;5.0;15.0;20.0;5.0;25.0;0.0
2470;B Delfstoffenwinning;Drenthe (PV);2016;55.0;5.0;30.0;5.0;15.0;20.0;5.0;30.0;0.0
2471;B Delfstoffenwinning;Drenthe (PV);2017;50.0;0.0;30.0;5.0;15.0;20.0;5.0;25.0;0.0
2472;B Delfstoffenwinning;Drenthe (PV);2018;60.0;0.0;35.0;5.0;15.0;25.0;5.0;35.0;0.0
2473;B Delfstoffenwinning;Drenthe (PV);2019;55.0;0.0;35.0;5.0;10.0;20.0;5.0;30.0;0.0
2474;B Delfstoffenwinning;Drenthe (PV);2020;55.0;5.0;35.0;10.0;10.0;20.0;5.0;30.0;0.0
2475;B Delfstoffenwinning;Drenthe (PV);2021;55.0;0.0;35.0;10.0;10.0;20.0;5.0;30.0;0.0
2476;B Delfstoffenwinning;Drenthe (PV);2022;55.0;5.0;35.0;5.0;15.0;20.0;0.0;30.0;0.0
2477;B Delfstoffenwinning;Drenthe (PV);2023;60.0;5.0;35.0;5.0;15.0;25.0;0.0;35.0;0.0
2478;B Delfstoffenwinning;Drenthe (PV);2024;65.0;0.0;45.0;5.0;15.0;30.0;5.0;30.0;0.0
2479;B Delfstoffenwinning;Drenthe (PV);2025;70.0;5.0;50.0;5.0;15.0;30.0;5.0;30.0;0.0
2480;B Delfstoffenwinning;Overijssel (PV);2010;25.0;0.0;10.0;10.0;5.0;5.0;5.0;10.0;0.0
2481;B Delfstoffenwinning;Overijssel (PV);2011;20.0;0.0;10.0;5.0;5.0;5.0;5.0;10.0;0.0
2482;B Delfstoffenwinning;Overijssel (PV);2012;20.0;0.0;10.0;10.0;0.0;0.0;10.0;10.0;0.0
2483;B Delfstoffenwinning;Overijssel (PV);2013;25.0;0.0;15.0;5.0;5.0;5.0;10.0;10.0;0.0
2484;B Delfstoffenwinning;Overijssel (PV);2014;25.0;0.0;10.0;10.0;5.0;5.0;10.0;10.0;0.0
2485;B Delfstoffenwinning;Overijssel (PV);2015;25.0;5.0;15.0;5.0;0.0;5.0;10.0;15.0;0.0
2486;B Delfstoffenwinning;Overijssel (PV);2016;25.0;5.0;10.0;10.0;0.0;0.0;10.0;10.0;0.0
2487;B Delfstoffenwinning;Overijssel (PV);2017;25.0;5.0;15.0;5.0;0.0;5.0;10.0;15.0;0.0
2488;B Delfstoffenwinning;Overijssel (PV);2018;25.0;0.0;15.0;5.0;0.0;5.0;10.0;15.0;0.0
2489;B Delfstoffenwinning;Overijssel (PV);2019;25.0;0.0;15.0;5.0;0.0;5.0;10.0;10.0;0.0
2490;B Delfstoffenwinning;Overijssel (PV);2020;25.0;0.0;15.0;5.0;0.0;5.0;5.0;10.0;0.0
2491;B Delfstoffenwinning;Overijssel (PV);2021;25.0;0.0;15.0;5.0;0.0;5.0;5.0;10.0;0.0
2492;B Delfstoffenwinning;Overijssel (PV);2022;25.0;0.0;15.0;5.0;5.0;5.0;5.0;10.0;0.0
2493;B Delfstoffenwinning;Overijssel (PV);2023;25.0;0.0;15.0;5.0;5.0;5.0;5.0;10.0;0.0
