ID;SectorenActiva;TegensectorenPassiva;BalansstandenEnTransacties;Perioden;SpaartegoedenEnDepositoS_1;KortlopendeSchuldbewijzen_2;LanglopendeSchuldbewijzen_3;KortlopendeLeningen_4;LanglopendeLeningen_5;BeursgenoteerdeAandelen_6;AandelenInBeleggingsfondsen_7
523;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2008 4e kwartaal;815687.0;;;288471.0;1270171.0;;
524;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2008;815687.0;;;288471.0;1270171.0;;
525;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2009 1e kwartaal;788013.0;;;281707.0;1286686.0;;
526;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2009 2e kwartaal;849207.0;;;286141.0;1288279.0;;
527;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2009 3e kwartaal;821451.0;;;267508.0;1290746.0;;
528;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2009 4e kwartaal;829724.0;;;297296.0;1337311.0;;
529;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2009;829724.0;;;297296.0;1337311.0;;
530;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2010 1e kwartaal;846440.0;18784.0;383216.0;303225.0;1346177.0;72433.0;452552.0
531;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2010 2e kwartaal;881126.0;16263.0;386007.0;323019.0;1361687.0;68366.0;438284.0
532;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2010 3e kwartaal;815193.0;16160.0;395386.0;317697.0;1333875.0;71540.0;448872.0
533;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2010 4e kwartaal;824175.0;15071.0;402272.0;315561.0;1344069.0;75775.0;458002.0
534;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2010;824175.0;15071.0;402272.0;315561.0;1344069.0;75775.0;458002.0
535;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2011 1e kwartaal;825410.0;14907.0;370232.0;344451.0;1341421.0;75412.0;469458.0
536;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2011 2e kwartaal;857330.0;17079.0;371848.0;360594.0;1344092.0;69675.0;476664.0
537;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2011 3e kwartaal;941773.0;16192.0;393047.0;368927.0;1345517.0;61460.0;476163.0
538;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2011 4e kwartaal;981646.0;15319.0;417269.0;380546.0;1336268.0;65464.0;481236.0
539;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2011;981646.0;15319.0;417269.0;380546.0;1336268.0;65464.0;481236.0
540;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2012 1e kwartaal;1029850.0;12729.0;413352.0;388487.0;1340373.0;69069.0;516219.0
541;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2012 2e kwartaal;1015454.0;12174.0;409185.0;396483.0;1346326.0;67425.0;519726.0
542;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2012 3e kwartaal;1012780.0;14691.0;405715.0;402772.0;1341060.0;67572.0;542958.0
543;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2012 4e kwartaal;1005173.0;17326.0;409353.0;382182.0;1344887.0;69816.0;555185.0
544;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2012;1005173.0;17326.0;409353.0;382182.0;1344887.0;69816.0;555185.0
545;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2013 1e kwartaal;962092.0;14364.0;397955.0;389217.0;1334028.0;72514.0;581991.0
546;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2013 2e kwartaal;961588.0;14281.0;404337.0;381264.0;1332155.0;69908.0;569533.0
547;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2013 3e kwartaal;945102.0;13478.0;401714.0;367116.0;1330074.0;82061.0;591257.0
548;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2013 4e kwartaal;896849.0;15026.0;390008.0;332375.0;1319252.0;72253.0;608097.0
549;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2013;896849.0;15026.0;390008.0;332375.0;1319252.0;72253.0;608097.0
550;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2014 1e kwartaal;892226.0;16037.0;396338.0;340106.0;1302653.0;79710.0;629839.0
551;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2014 2e kwartaal;878336.0;16713.0;405693.0;335412.0;1311575.0;79585.0;662775.0
552;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2014 3e kwartaal;866638.0;16724.0;404673.0;349805.0;1309851.0;84584.0;698961.0
553;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2014 4e kwartaal;971629.0;17097.0;406641.0;416122.0;1307208.0;83550.0;709495.0
554;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2014;971629.0;17097.0;406641.0;416122.0;1307208.0;83550.0;709495.0
555;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2015 1e kwartaal;997325.0;16025.0;413951.0;459820.0;1335461.0;90239.0;772648.0
556;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2015 2e kwartaal;1025871.0;15623.0;409664.0;428823.0;1344464.0;84735.0;739793.0
557;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2015 3e kwartaal;1041145.0;16112.0;413560.0;402161.0;1347813.0;79144.0;711441.0
558;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2015 4e kwartaal;1045809.0;14442.0;410007.0;394610.0;1349075.0;82508.0;731398.0
559;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2015;1045809.0;14442.0;410007.0;394610.0;1349075.0;82508.0;731398.0
560;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2016 1e kwartaal;1086326.0;15900.0;415698.0;421997.0;1349506.0;82815.0;735233.0
561;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2016 2e kwartaal;1098399.0;16277.0;443760.0;401777.0;1357689.0;90537.0;765488.0
562;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2016 3e kwartaal;1152344.0;16535.0;449139.0;400092.0;1360788.0;88883.0;787694.0
563;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2016 4e kwartaal;1132923.0;15248.0;442098.0;369773.0;1362046.0;106094.0;798840.0
564;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2016;1132923.0;15248.0;442098.0;369773.0;1362046.0;106094.0;798840.0
565;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2017 1e kwartaal;1216442.0;16818.0;446023.0;393974.0;1365520.0;113215.0;805675.0
566;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2017 2e kwartaal;1182669.0;16470.0;448945.0;382319.0;1376302.0;114834.0;811527.0
567;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2017 3e kwartaal;1215700.0;16359.0;438431.0;374146.0;1379491.0;120112.0;833115.0
568;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2017 4e kwartaal;1168014.0;16913.0;441120.0;378586.0;1376033.0;121332.0;836132.0
569;Totaal binnenlandse sectoren;Totaal binnenlandse sectoren;Eindbalans;2017;1168014.0;16913.0;441120.0;378586.0;1376033.0;121332.0;836132.0
570;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;1999 1e kwartaal;0.0;;;55856.0;231428.0;;
571;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;1999 2e kwartaal;0.0;;;59022.0;232700.0;;
572;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;1999 3e kwartaal;0.0;;;59736.0;235182.0;;
573;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;1999 4e kwartaal;0.0;;;61105.0;239435.0;;
574;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;1999;0.0;;;55856.0;231428.0;;
575;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2000 1e kwartaal;0.0;;;62855.0;242636.0;;
576;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2000 2e kwartaal;0.0;;;67091.0;242656.0;;
577;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2000 3e kwartaal;0.0;;;68916.0;243477.0;;
578;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2000 4e kwartaal;0.0;;;71528.0;244670.0;;
579;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2000;0.0;;;62855.0;242636.0;;
580;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2001 1e kwartaal;0.0;;;71225.0;245401.0;;
581;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2001 2e kwartaal;0.0;;;65445.0;245970.0;;
582;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2001 3e kwartaal;0.0;;;65081.0;244799.0;;
583;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2001 4e kwartaal;0.0;;;65348.0;242339.0;;
584;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2001;0.0;;;71225.0;245401.0;;
585;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2002 1e kwartaal;0.0;;;64544.0;248085.0;;
586;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2002 2e kwartaal;0.0;;;64813.0;244669.0;;
587;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2002 3e kwartaal;0.0;;;59848.0;244002.0;;
588;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2002 4e kwartaal;0.0;;;64847.0;244779.0;;
589;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2002;0.0;;;64544.0;248085.0;;
590;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2003 1e kwartaal;0.0;;;58416.0;249764.0;;
591;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2003 2e kwartaal;0.0;;;59080.0;250713.0;;
592;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2003 3e kwartaal;0.0;;;59909.0;255750.0;;
593;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2003 4e kwartaal;0.0;;;61405.0;261710.0;;
594;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2003;0.0;;;58416.0;249764.0;;
595;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2004 1e kwartaal;0.0;;;62492.0;267544.0;;
596;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2004 2e kwartaal;0.0;;;63953.0;264558.0;;
597;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2004 3e kwartaal;0.0;;;65160.0;260955.0;;
598;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2004 4e kwartaal;0.0;;;66390.0;260579.0;;
599;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2004;0.0;;;62492.0;267544.0;;
600;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2005 1e kwartaal;0.0;;;67358.0;258101.0;;
601;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2005 2e kwartaal;0.0;;;69234.0;256905.0;;
602;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2005 3e kwartaal;0.0;;;73163.0;264786.0;;
603;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2005 4e kwartaal;0.0;;;72836.0;265153.0;;
604;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2005;0.0;;;67358.0;258101.0;;
605;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2006 1e kwartaal;0.0;;;74039.0;264142.0;;
606;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2006 2e kwartaal;0.0;;;76213.0;263086.0;;
607;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2006 3e kwartaal;0.0;;;76580.0;262377.0;;
608;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2006 4e kwartaal;0.0;;;82537.0;270719.0;;
609;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2006;0.0;;;74039.0;264142.0;;
610;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2007 1e kwartaal;0.0;;;88925.0;279042.0;;
611;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2007 2e kwartaal;0.0;;;91292.0;284456.0;;
612;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2007 3e kwartaal;0.0;;;90914.0;286268.0;;
613;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2007 4e kwartaal;0.0;;;101003.0;287933.0;;
614;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2007;0.0;;;88925.0;279042.0;;
615;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2008 1e kwartaal;0.0;;;98816.0;294353.0;;
616;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2008 2e kwartaal;0.0;;;111113.0;301581.0;;
617;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2008 3e kwartaal;0.0;;;115900.0;310719.0;;
618;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2008 4e kwartaal;0.0;;;109878.0;311178.0;;
619;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2008;0.0;;;98816.0;294353.0;;
620;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2009 1e kwartaal;0.0;;;105860.0;314635.0;;
621;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2009 2e kwartaal;0.0;;;102827.0;308078.0;;
622;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2009 3e kwartaal;0.0;;;103458.0;307529.0;;
623;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2009 4e kwartaal;0.0;;;94585.0;307589.0;;
624;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2009;0.0;;;105860.0;314635.0;;
625;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2010 1e kwartaal;0.0;0.0;13255.0;121471.0;345320.0;48400.0;0.0
626;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2010 2e kwartaal;0.0;1.0;12961.0;128350.0;353395.0;51724.0;0.0
627;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2010 3e kwartaal;0.0;12.0;10509.0;130664.0;353250.0;50666.0;0.0
628;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2010 4e kwartaal;0.0;104.0;9967.0;128018.0;353205.0;51320.0;0.0
629;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2010;0.0;0.0;13255.0;121471.0;345320.0;48400.0;0.0
630;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2011 1e kwartaal;0.0;126.0;8946.0;134060.0;349590.0;55100.0;0.0
631;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2011 2e kwartaal;0.0;94.0;8550.0;146520.0;344842.0;54325.0;0.0
632;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2011 3e kwartaal;0.0;31.0;9135.0;166180.0;343217.0;49393.0;0.0
633;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2011 4e kwartaal;0.0;20.0;9005.0;169447.0;341966.0;42865.0;0.0
634;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2011;0.0;126.0;8946.0;134060.0;349590.0;55100.0;0.0
635;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2012 1e kwartaal;0.0;14.0;8507.0;173812.0;342904.0;46685.0;0.0
636;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2012 2e kwartaal;0.0;-3.0;9118.0;174101.0;338992.0;49254.0;0.0
637;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2012 3e kwartaal;0.0;0.0;9198.0;174218.0;336844.0;48095.0;0.0
638;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2012 4e kwartaal;0.0;48.0;8911.0;171400.0;332909.0;48224.0;0.0
639;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2012;0.0;14.0;8507.0;173812.0;342904.0;46685.0;0.0
640;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2013 1e kwartaal;0.0;13.0;8776.0;165185.0;327927.0;49491.0;0.0
641;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2013 2e kwartaal;0.0;23.0;8574.0;161754.0;325987.0;52120.0;0.0
642;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2013 3e kwartaal;0.0;227.0;8243.0;156037.0;326699.0;49059.0;0.0
643;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2013 4e kwartaal;0.0;129.0;7512.0;144062.0;325941.0;60176.0;0.0
644;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2013;0.0;13.0;8776.0;165185.0;327927.0;49491.0;0.0
645;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2014 1e kwartaal;0.0;139.0;7359.0;135270.0;326924.0;51244.0;0.0
646;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2014 2e kwartaal;0.0;114.0;7550.0;133814.0;318351.0;51633.0;0.0
647;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2014 3e kwartaal;0.0;156.0;7668.0;131797.0;310990.0;51191.0;0.0
648;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2014 4e kwartaal;0.0;108.0;7499.0;129957.0;306757.0;50978.0;0.0
649;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2014;0.0;139.0;7359.0;135270.0;326924.0;51244.0;0.0
650;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2015 1e kwartaal;0.0;151.0;7145.0;168178.0;298576.0;52046.0;0.0
651;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2015 2e kwartaal;0.0;61.0;6998.0;175973.0;322131.0;59054.0;0.0
652;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2015 3e kwartaal;0.0;111.0;6947.0;168429.0;326800.0;56691.0;0.0
653;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2015 4e kwartaal;0.0;182.0;6841.0;162057.0;326083.0;56327.0;0.0
654;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2015;0.0;151.0;7145.0;168178.0;298576.0;52046.0;0.0
655;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2016 1e kwartaal;0.0;52.0;6577.0;151851.0;327977.0;59063.0;0.0
656;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2016 2e kwartaal;0.0;212.0;6437.0;162221.0;326722.0;58657.0;0.0
657;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2016 3e kwartaal;0.0;70.0;7273.0;152973.0;331166.0;63480.0;0.0
658;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2016 4e kwartaal;0.0;69.0;7467.0;148044.0;330722.0;61045.0;0.0
659;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2016;0.0;52.0;6577.0;151851.0;327977.0;59063.0;0.0
660;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2017 1e kwartaal;0.0;212.0;7293.0;136171.0;331153.0;58063.0;0.0
661;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2017 2e kwartaal;0.0;71.0;7144.0;145000.0;328508.0;62360.0;0.0
662;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2017 3e kwartaal;0.0;57.0;6910.0;135584.0;332311.0;65703.0;0.0
663;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2017 4e kwartaal;0.0;95.0;7044.0;132130.0;331658.0;65177.0;0.0
664;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Beginbalans;2017;0.0;212.0;7293.0;136171.0;331153.0;58063.0;0.0
665;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;1999 1e kwartaal;0.0;;;2859.0;1615.0;;
666;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;1999 2e kwartaal;0.0;;;166.0;2200.0;;
667;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;1999 3e kwartaal;0.0;;;605.0;3349.0;;
668;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;1999 4e kwartaal;0.0;;;818.0;1842.0;;
669;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;1999;0.0;;;4448.0;9006.0;;
670;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2000 1e kwartaal;0.0;;;4263.0;-1034.0;;
671;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2000 2e kwartaal;0.0;;;1822.0;-757.0;;
672;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2000 3e kwartaal;0.0;;;2764.0;-296.0;;
673;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2000 4e kwartaal;0.0;;;-68.0;127.0;;
674;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2000;0.0;;;8781.0;-1960.0;;
675;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2001 1e kwartaal;0.0;;;-4545.0;-1216.0;;
676;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2001 2e kwartaal;0.0;;;1997.0;-1856.0;;
677;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2001 3e kwartaal;0.0;;;2923.0;-2753.0;;
678;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2001 4e kwartaal;0.0;;;2248.0;5156.0;;
679;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2001;0.0;;;2623.0;-669.0;;
680;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2002 1e kwartaal;0.0;;;1267.0;-3617.0;;
681;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2002 2e kwartaal;0.0;;;-3735.0;-708.0;;
682;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2002 3e kwartaal;0.0;;;5881.0;828.0;;
683;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2002 4e kwartaal;0.0;;;-6145.0;5103.0;;
684;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2002;0.0;;;-2732.0;1606.0;;
685;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2003 1e kwartaal;0.0;;;-228.0;798.0;;
686;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2003 2e kwartaal;0.0;;;-95.0;5221.0;;
687;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2003 3e kwartaal;0.0;;;525.0;6041.0;;
688;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2003 4e kwartaal;0.0;;;37.0;5967.0;;
689;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2003;0.0;;;239.0;18027.0;;
690;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2004 1e kwartaal;0.0;;;1660.0;-2457.0;;
691;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2004 2e kwartaal;0.0;;;1575.0;-3209.0;;
692;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2004 3e kwartaal;0.0;;;1715.0;-128.0;;
693;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2004 4e kwartaal;0.0;;;1518.0;-2497.0;;
694;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2004;0.0;;;6468.0;-8291.0;;
695;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2005 1e kwartaal;0.0;;;6831.0;1915.0;;
696;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2005 2e kwartaal;0.0;;;2602.0;9801.0;;
697;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2005 3e kwartaal;0.0;;;-428.0;1098.0;;
698;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2005 4e kwartaal;0.0;;;116.0;2071.0;;
699;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2005;0.0;;;9121.0;14885.0;;
700;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2006 1e kwartaal;0.0;;;2257.0;344.0;;
701;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2006 2e kwartaal;0.0;;;1156.0;-244.0;;
702;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2006 3e kwartaal;0.0;;;6325.0;8930.0;;
703;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2006 4e kwartaal;0.0;;;6816.0;8070.0;;
704;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2006;0.0;;;16554.0;17100.0;;
705;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2007 1e kwartaal;0.0;;;2105.0;5211.0;;
706;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2007 2e kwartaal;0.0;;;-155.0;1847.0;;
707;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2007 3e kwartaal;0.0;;;10372.0;1937.0;;
708;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2007 4e kwartaal;0.0;;;-2434.0;6233.0;;
709;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2007;0.0;;;9888.0;15228.0;;
710;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2008 1e kwartaal;0.0;;;11947.0;7328.0;;
711;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2008 2e kwartaal;0.0;;;3693.0;8939.0;;
712;Totaal binnenlandse sectoren;Niet-financiële vennootschappen;Financiële transacties;2008 3e kwartaal;0.0;;;-8004.0;244.0;;
