ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;Volume_2;Waarde_3;Volume_4;Waarde_5;Volume_6;Waarde_7;Volume_8;Waarde_9;Volume_10;Waarde_11;Volume_12
0;Detailhandel geen apotheken;2005 januari;85.2;91.4;-2.8;-1.2;;;;;82.7;87.5;-6.9;-4.7
1;Detailhandel geen apotheken;2005 februari;80.1;84.7;-1.7;-0.7;;;;;79.5;82.9;-2.4;-0.6
2;Detailhandel geen apotheken;2005 maart;93.2;97.0;-1.0;-0.3;;;;;94.1;96.2;1.3;2.9
3;Detailhandel geen apotheken;2005 1e kwartaal;86.2;91.0;-1.8;-0.7;93.1;97.6;0.6;0.6;85.4;88.9;-2.6;-0.8
4;Detailhandel geen apotheken;2005 april;93.1;97.0;-2.9;-2.0;;;;;94.4;96.6;-2.4;-0.7
5;Detailhandel geen apotheken;2005 mei;96.0;100.2;-2.7;-1.5;;;;;92.8;95.1;-3.9;-2.0
6;Detailhandel geen apotheken;2005 juni;97.2;102.4;1.1;1.9;;;;;98.0;101.6;2.1;3.6
7;Detailhandel geen apotheken;2005 2e kwartaal;95.5;99.9;-1.5;-0.5;92.6;97.8;-0.5;0.2;95.1;97.7;-1.4;0.3
8;Detailhandel geen apotheken;2005 juli;93.7;100.3;0.1;0.7;;;;;94.1;99.3;-1.9;-0.6
9;Detailhandel geen apotheken;2005 augustus;90.2;95.6;1.1;1.5;;;;;89.7;94.0;3.8;5.1
10;Detailhandel geen apotheken;2005 september;94.4;97.7;2.0;2.3;;;;;96.0;98.2;3.2;4.3
11;Detailhandel geen apotheken;2005 3e kwartaal;92.8;97.8;1.1;1.5;94.4;99.0;1.9;1.2;93.3;97.2;1.6;2.8
12;Detailhandel geen apotheken;2005 oktober;98.8;102.2;3.2;3.4;;;;;97.6;100.0;1.6;2.7
13;Detailhandel geen apotheken;2005 november;96.6;100.4;3.6;3.7;;;;;96.8;99.6;5.2;6.1
14;Detailhandel geen apotheken;2005 december;110.7;116.2;4.0;3.5;;;;;113.5;118.3;4.4;4.5
15;Detailhandel geen apotheken;2005 4e kwartaal;102.0;106.3;3.6;3.5;96.2;100.6;1.9;1.6;102.6;105.9;3.7;4.4
16;Detailhandel geen apotheken;2005;94.1;98.8;0.4;1.0;94.1;98.8;0.4;1.0;94.1;97.4;0.4;1.8
17;Detailhandel geen apotheken;2006 januari;90.4;96.2;6.1;5.2;;;;;87.7;92.6;6.1;5.8
18;Detailhandel geen apotheken;2006 februari;83.6;88.1;4.4;3.9;;;;;83.2;86.8;4.6;4.7
19;Detailhandel geen apotheken;2006 maart;97.6;101.0;4.7;4.1;;;;;99.1;101.3;5.3;5.3
20;Detailhandel geen apotheken;2006 1e kwartaal;90.5;95.1;5.1;4.4;97.9;102.0;1.8;1.4;90.0;93.6;5.3;5.3
21;Detailhandel geen apotheken;2006 april;99.5;102.3;6.9;5.4;;;;;98.9;100.4;4.7;3.9
22;Detailhandel geen apotheken;2006 mei;104.8;107.6;9.2;7.3;;;;;104.1;105.7;12.2;11.2
23;Detailhandel geen apotheken;2006 juni;102.7;106.5;5.6;4.0;;;;;104.1;106.9;6.2;5.2
24;Detailhandel geen apotheken;2006 2e kwartaal;102.3;105.4;7.2;5.6;99.1;103.1;1.2;1.1;102.4;104.3;7.7;6.7
25;Detailhandel geen apotheken;2006 juli;97.4;103.2;4.0;2.9;;;;;96.3;101.2;2.3;1.9
26;Detailhandel geen apotheken;2006 augustus;97.2;101.4;7.7;6.1;;;;;98.1;101.6;9.3;8.1
27;Detailhandel geen apotheken;2006 september;97.0;99.9;2.8;2.3;;;;;99.8;101.9;4.0;3.7
28;Detailhandel geen apotheken;2006 3e kwartaal;97.2;101.5;4.8;3.7;99.5;103.2;0.4;0.1;98.0;101.5;5.1;4.5
29;Detailhandel geen apotheken;2006 oktober;102.2;105.3;3.4;3.0;;;;;99.6;102.0;2.0;2.0
30;Detailhandel geen apotheken;2006 november;101.0;104.3;4.5;3.8;;;;;101.9;104.6;5.3;5.1
31;Detailhandel geen apotheken;2006 december;114.7;119.3;3.6;2.7;;;;;115.4;119.9;1.7;1.3
32;Detailhandel geen apotheken;2006 4e kwartaal;106.0;109.6;3.8;3.2;99.6;103.3;0.1;0.1;105.6;108.8;2.9;2.7
33;Detailhandel geen apotheken;2006;99.0;102.9;5.2;4.2;99.0;102.9;5.2;4.2;99.0;102.1;5.2;4.8
34;Detailhandel geen apotheken;2007 januari;92.3;98.0;2.1;1.8;;;;;90.9;96.2;3.7;3.9
35;Detailhandel geen apotheken;2007 februari;87.2;91.6;4.3;4.0;;;;;86.7;90.8;4.3;4.6
36;Detailhandel geen apotheken;2007 maart;103.1;105.6;5.7;4.5;;;;;105.7;107.6;6.6;6.2
37;Detailhandel geen apotheken;2007 1e kwartaal;94.2;98.4;4.1;3.5;101.7;105.4;2.1;2.0;94.5;98.3;5.0;5.0
38;Detailhandel geen apotheken;2007 april;105.2;106.7;5.7;4.3;;;;;102.4;103.4;3.6;3.0
39;Detailhandel geen apotheken;2007 mei;106.1;107.9;1.2;0.3;;;;;106.3;107.5;2.1;1.7
40;Detailhandel geen apotheken;2007 juni;106.6;109.7;3.8;3.0;;;;;109.2;112.1;4.9;4.8
41;Detailhandel geen apotheken;2007 2e kwartaal;105.9;108.1;3.5;2.5;102.6;105.8;0.9;0.4;105.9;107.6;3.5;3.2
42;Detailhandel geen apotheken;2007 juli;102.5;107.0;5.2;3.7;;;;;99.8;104.2;3.6;3.0
43;Detailhandel geen apotheken;2007 augustus;98.2;102.4;1.1;1.0;;;;;100.2;104.2;2.2;2.5
44;Detailhandel geen apotheken;2007 september;102.1;104.3;5.2;4.4;;;;;101.7;103.9;2.0;2.0
45;Detailhandel geen apotheken;2007 3e kwartaal;100.9;104.6;3.8;3.0;102.8;105.8;0.2;0.0;100.6;104.1;2.6;2.5
46;Detailhandel geen apotheken;2007 oktober;105.7;107.6;3.4;2.2;;;;;105.6;107.4;6.0;5.3
47;Detailhandel geen apotheken;2007 november;104.6;106.2;3.6;1.9;;;;;106.2;107.7;4.2;3.0
48;Detailhandel geen apotheken;2007 december;120.2;123.4;4.8;3.4;;;;;118.9;122.2;3.1;1.9
49;Detailhandel geen apotheken;2007 4e kwartaal;110.2;112.4;4.0;2.5;104.2;106.5;1.4;0.6;110.2;112.4;4.4;3.3
50;Detailhandel geen apotheken;2007;102.8;105.9;3.8;2.9;102.8;105.9;3.8;2.9;102.8;105.6;3.8;3.5
51;Detailhandel geen apotheken;2008 januari;96.0;99.8;3.9;1.9;;;;;95.4;99.3;4.9;3.2
52;Detailhandel geen apotheken;2008 februari;92.3;94.6;5.8;3.3;;;;;95.2;97.5;9.7;7.3
53;Detailhandel geen apotheken;2008 maart;104.0;104.1;0.9;-1.4;;;;;102.9;102.6;-2.6;-4.7
54;Detailhandel geen apotheken;2008 1e kwartaal;97.4;99.5;3.4;1.1;105.2;106.6;1.0;0.2;97.9;99.8;3.6;1.5
55;Detailhandel geen apotheken;2008 april;107.1;106.6;1.8;-0.1;;;;;106.3;105.6;3.8;2.2
56;Detailhandel geen apotheken;2008 mei;112.5;111.4;6.1;3.3;;;;;114.6;113.4;7.9;5.5
57;Detailhandel geen apotheken;2008 juni;109.1;109.1;2.4;-0.5;;;;;106.3;106.2;-2.7;-5.2
58;Detailhandel geen apotheken;2008 2e kwartaal;109.6;109.0;3.4;0.9;106.4;107.2;1.2;0.5;109.1;108.4;3.0;0.8
59;Detailhandel geen apotheken;2008 juli;104.7;106.7;2.2;-0.3;;;;;105.1;107.1;5.3;2.8
60;Detailhandel geen apotheken;2008 augustus;101.8;103.3;3.7;0.9;;;;;102.3;103.6;2.1;-0.6
61;Detailhandel geen apotheken;2008 september;105.0;104.6;2.9;0.2;;;;;103.9;103.5;2.2;-0.4
62;Detailhandel geen apotheken;2008 3e kwartaal;103.9;104.9;2.9;0.3;105.5;105.8;-0.9;-1.3;103.8;104.7;3.2;0.6
63;Detailhandel geen apotheken;2008 oktober;108.3;108.3;2.4;0.6;;;;;110.2;110.2;4.4;2.6
64;Detailhandel geen apotheken;2008 november;104.2;105.0;-0.4;-1.2;;;;;103.6;104.2;-2.5;-3.3
65;Detailhandel geen apotheken;2008 december;120.9;123.5;0.6;0.1;;;;;120.2;122.9;1.0;0.6
66;Detailhandel geen apotheken;2008 4e kwartaal;111.1;112.2;0.9;-0.1;104.9;106.0;-0.6;0.2;111.3;112.4;1.0;0.0
67;Detailhandel geen apotheken;2008;105.5;106.4;2.6;0.5;105.5;106.4;2.6;0.5;105.5;106.4;2.6;0.7
68;Detailhandel geen apotheken;2009 januari;93.7;97.6;-2.4;-2.2;;;;;95.2;99.1;-0.2;-0.2
69;Detailhandel geen apotheken;2009 februari;88.0;90.1;-4.6;-4.8;;;;;87.5;89.5;-8.1;-8.2
70;Detailhandel geen apotheken;2009 maart;100.3;100.0;-3.6;-3.9;;;;;97.3;96.7;-5.4;-5.8
71;Detailhandel geen apotheken;2009 1e kwartaal;94.0;95.9;-3.5;-3.6;101.4;102.7;-3.3;-3.1;93.3;95.1;-4.6;-4.7
72;Detailhandel geen apotheken;2009 april;102.5;101.8;-4.3;-4.5;;;;;103.2;102.3;-2.9;-3.1
73;Detailhandel geen apotheken;2009 mei;104.4;103.7;-7.2;-7.0;;;;;104.6;103.6;-8.8;-8.6
74;Detailhandel geen apotheken;2009 juni;102.6;103.1;-6.0;-5.5;;;;;101.5;101.9;-4.5;-4.1
75;Detailhandel geen apotheken;2009 2e kwartaal;103.2;102.9;-5.8;-5.7;99.9;100.9;-1.4;-1.8;103.1;102.6;-5.5;-5.4
76;Detailhandel geen apotheken;2009 juli;100.0;103.1;-4.5;-3.4;;;;;101.7;104.7;-3.3;-2.2
77;Detailhandel geen apotheken;2009 augustus;94.6;96.6;-7.1;-6.5;;;;;93.3;95.3;-8.7;-8.0
78;Detailhandel geen apotheken;2009 september;98.0;98.3;-6.7;-6.0;;;;;98.2;98.5;-5.5;-4.8
79;Detailhandel geen apotheken;2009 3e kwartaal;97.5;99.3;-6.1;-5.3;99.6;100.6;-0.3;-0.3;97.7;99.5;-5.8;-5.0
80;Detailhandel geen apotheken;2009 oktober;102.1;102.0;-5.7;-5.7;;;;;105.2;105.2;-4.5;-4.6
81;Detailhandel geen apotheken;2009 november;99.2;99.4;-4.8;-5.3;;;;;96.8;96.8;-6.6;-7.1
82;Detailhandel geen apotheken;2009 december;115.2;117.0;-4.7;-5.3;;;;;116.4;118.3;-3.2;-3.7
83;Detailhandel geen apotheken;2009 4e kwartaal;105.5;106.2;-5.0;-5.4;99.4;100.1;-0.2;-0.5;106.1;106.7;-4.7;-5.0
84;Detailhandel geen apotheken;2009;100.1;101.1;-5.2;-5.0;100.1;101.1;-5.2;-5.0;100.1;101.0;-5.2;-5.0
85;Detailhandel geen apotheken;2010 januari;91.7;94.5;-2.1;-3.2;;;;;90.7;93.5;-4.7;-5.7
86;Detailhandel geen apotheken;2010 februari;85.0;86.2;-3.5;-4.3;;;;;84.4;85.7;-3.5;-4.2
87;Detailhandel geen apotheken;2010 maart;100.9;99.3;0.5;-0.7;;;;;100.0;98.4;2.7;1.7
88;Detailhandel geen apotheken;2010 1e kwartaal;92.5;93.3;-1.6;-2.7;99.6;99.9;0.2;-0.2;91.7;92.6;-1.8;-2.6
89;Detailhandel geen apotheken;2010 april;101.1;99.2;-1.4;-2.6;;;;;102.3;100.4;-0.9;-1.9
90;Detailhandel geen apotheken;2010 mei;104.0;102.4;-0.4;-1.3;;;;;102.1;100.4;-2.4;-3.1
91;Detailhandel geen apotheken;2010 juni;102.9;102.8;0.2;-0.3;;;;;103.0;103.0;1.5;1.1
92;Detailhandel geen apotheken;2010 2e kwartaal;102.6;101.5;-0.5;-1.4;100.0;100.2;0.4;0.3;102.5;101.2;-0.6;-1.3
93;Detailhandel geen apotheken;2010 juli;99.3;101.2;-0.6;-1.9;;;;;102.0;103.8;0.3;-0.9
94;Detailhandel geen apotheken;2010 augustus;96.9;98.2;2.4;1.6;;;;;94.2;95.4;0.9;0.1
95;Detailhandel geen apotheken;2010 september;100.0;99.3;2.0;1.0;;;;;100.8;100.3;2.6;1.8
96;Detailhandel geen apotheken;2010 3e kwartaal;98.7;99.6;1.2;0.2;100.3;100.3;0.3;0.1;99.0;99.8;1.3;0.3
97;Detailhandel geen apotheken;2010 oktober;102.4;101.4;0.2;-0.7;;;;;103.0;102.1;-2.1;-3.0
98;Detailhandel geen apotheken;2010 november;101.9;101.1;2.7;1.7;;;;;101.0;100.2;4.4;3.5
99;Detailhandel geen apotheken;2010 december;114.0;114.2;-1.0;-2.4;;;;;116.6;116.7;0.2;-1.4
100;Detailhandel geen apotheken;2010 4e kwartaal;106.1;105.6;0.6;-0.6;100.1;99.6;-0.2;-0.7;106.9;106.3;0.7;-0.4
101;Detailhandel geen apotheken;2010;100.0;100.0;-0.1;-1.1;100.0;100.0;-0.1;-1.1;100.0;100.0;-0.1;-1.0
102;Detailhandel geen apotheken;2011 januari;93.6;95.0;2.0;0.6;;;;;91.0;92.4;0.4;-1.1
103;Detailhandel geen apotheken;2011 februari;87.5;87.3;2.9;1.3;;;;;86.9;86.9;3.0;1.3
104;Detailhandel geen apotheken;2011 maart;100.7;97.7;-0.1;-1.7;;;;;101.0;97.9;1.1;-0.4
105;Detailhandel geen apotheken;2011 1e kwartaal;93.9;93.3;1.5;0.0;101.2;100.0;1.2;0.4;93.0;92.5;1.4;-0.1
106;Detailhandel geen apotheken;2011 april;103.3;99.3;2.2;0.0;;;;;105.4;101.5;3.0;1.0
107;Detailhandel geen apotheken;2011 mei;105.4;101.6;1.4;-0.8;;;;;102.6;98.8;0.6;-1.6
108;Detailhandel geen apotheken;2011 juni;102.4;100.3;-0.4;-2.5;;;;;102.6;100.5;-0.4;-2.4
109;Detailhandel geen apotheken;2011 2e kwartaal;103.7;100.4;1.0;-1.1;100.6;98.7;-0.7;-1.3;103.6;100.3;1.1;-1.0
110;Detailhandel geen apotheken;2011 juli;100.8;100.5;1.5;-0.6;;;;;101.3;100.8;-0.7;-2.9
111;Detailhandel geen apotheken;2011 augustus;97.0;96.2;0.1;-2.0;;;;;96.4;95.5;2.3;0.1
112;Detailhandel geen apotheken;2011 september;97.6;94.4;-2.4;-5.0;;;;;99.2;96.0;-1.6;-4.2
113;Detailhandel geen apotheken;2011 3e kwartaal;98.5;97.1;-0.3;-2.5;100.3;98.0;-0.3;-0.7;98.9;97.4;0.0;-2.4
114;Detailhandel geen apotheken;2011 oktober;102.1;98.7;-0.3;-2.6;;;;;101.0;97.6;-2.0;-4.4
115;Detailhandel geen apotheken;2011 november;101.6;98.6;-0.3;-2.5;;;;;101.8;98.6;0.8;-1.5
116;Detailhandel geen apotheken;2011 december;115.0;112.9;0.8;-1.1;;;;;117.7;115.5;1.0;-1.0
117;Detailhandel geen apotheken;2011 4e kwartaal;106.2;103.4;0.1;-2.1;100.2;97.5;-0.1;-0.5;106.8;103.9;0.0;-2.3
118;Detailhandel geen apotheken;2011;100.6;98.5;0.6;-1.4;100.6;98.5;0.6;-1.4;100.6;98.5;0.6;-1.5
119;Detailhandel geen apotheken;2012 januari;94.5;94.1;0.9;-1.0;;;;;91.7;91.2;0.7;-1.4
120;Detailhandel geen apotheken;2012 februari;85.1;83.1;-2.7;-4.8;;;;;87.4;85.5;0.6;-1.6
121;Detailhandel geen apotheken;2012 maart;100.8;95.4;0.1;-2.3;;;;;103.3;97.8;2.2;-0.1
122;Detailhandel geen apotheken;2012 1e kwartaal;93.5;90.9;-0.5;-2.6;100.3;96.9;0.1;-0.6;94.1;91.6;1.2;-1.0
123;Detailhandel geen apotheken;2012 april;98.6;93.3;-4.5;-6.0;;;;;96.0;90.8;-8.9;-10.6
124;Detailhandel geen apotheken;2012 mei;104.1;98.9;-1.2;-2.7;;;;;104.1;98.8;1.4;0.0
125;Detailhandel geen apotheken;2012 juni;101.4;97.7;-1.0;-2.6;;;;;103.7;99.9;1.1;-0.6
126;Detailhandel geen apotheken;2012 2e kwartaal;101.4;96.6;-2.2;-3.7;98.9;95.6;-1.4;-1.3;101.3;96.5;-2.2;-3.8
127;Detailhandel geen apotheken;2012 juli;99.7;97.8;-1.2;-2.7;;;;;97.0;95.0;-4.2;-5.7
128;Detailhandel geen apotheken;2012 augustus;94.8;92.5;-2.3;-3.9;;;;;96.4;94.0;0.0;-1.5
129;Detailhandel geen apotheken;2012 september;99.6;95.0;2.0;0.7;;;;;99.1;94.6;0.0;-1.5
130;Detailhandel geen apotheken;2012 3e kwartaal;98.0;95.1;-0.5;-2.0;99.7;96.0;0.8;0.4;97.5;94.5;-1.5;-3.0
131;Detailhandel geen apotheken;2012 oktober;100.8;95.2;-1.3;-3.6;;;;;100.6;94.9;-0.4;-2.8
132;Detailhandel geen apotheken;2012 november;98.4;93.2;-3.2;-5.5;;;;;99.7;94.4;-2.0;-4.3
133;Detailhandel geen apotheken;2012 december;114.2;109.6;-0.6;-3.0;;;;;112.9;107.9;-4.1;-6.6
134;Detailhandel geen apotheken;2012 4e kwartaal;104.5;99.3;-1.7;-4.0;98.4;93.5;-1.3;-2.6;104.4;99.0;-2.3;-4.6
135;Detailhandel geen apotheken;2012;99.3;95.5;-1.3;-3.1;99.3;95.5;-1.3;-3.1;99.3;95.4;-1.3;-3.2
136;Detailhandel geen apotheken;2013 januari;91.6;89.0;-3.0;-5.4;;;;;91.3;88.5;-0.4;-3.0
137;Detailhandel geen apotheken;2013 februari;83.7;79.7;-1.7;-4.1;;;;;83.2;79.4;-4.8;-7.2
138;Detailhandel geen apotheken;2013 maart;96.4;89.0;-4.4;-6.8;;;;;97.7;90.2;-5.4;-7.8
139;Detailhandel geen apotheken;2013 1e kwartaal;90.6;85.9;-3.1;-5.5;97.7;92.1;-0.7;-1.4;90.7;86.0;-3.6;-6.0
140;Detailhandel geen apotheken;2013 april;97.4;90.2;-1.3;-3.4;;;;;95.5;88.4;-0.5;-2.6
141;Detailhandel geen apotheken;2013 mei;102.1;94.6;-1.9;-4.3;;;;;103.3;95.7;-0.8;-3.1
142;Detailhandel geen apotheken;2013 juni;100.0;93.8;-1.4;-4.0;;;;;99.6;93.4;-4.0;-6.4
143;Detailhandel geen apotheken;2013 2e kwartaal;99.8;92.9;-1.5;-3.9;97.3;91.8;-0.5;-0.3;99.5;92.5;-1.8;-4.1
144;Detailhandel geen apotheken;2013 juli;98.5;94.0;-1.2;-4.0;;;;;98.0;93.3;1.0;-1.8
145;Detailhandel geen apotheken;2013 augustus;93.4;88.9;-1.5;-3.8;;;;;96.0;91.5;-0.4;-2.7
146;Detailhandel geen apotheken;2013 september;95.8;90.3;-3.8;-5.0;;;;;93.5;88.0;-5.7;-7.0
147;Detailhandel geen apotheken;2013 3e kwartaal;95.9;91.1;-2.2;-4.3;97.4;91.8;0.1;0.0;95.8;90.9;-1.7;-3.8
148;Detailhandel geen apotheken;2013  oktober;98.2;92.6;-2.5;-2.7;;;;;99.2;93.6;-1.3;-1.4
149;Detailhandel geen apotheken;2013  november;96.7;91.6;-1.7;-1.7;;;;;99.0;93.7;-0.8;-0.7
150;Detailhandel geen apotheken;2013 december ;112.8;107.9;-1.2;-1.5;;;;;110.2;105.0;-2.4;-2.7
151;Detailhandel geen apotheken;2013 4e kwartaal;102.6;97.4;-1.8;-1.9;96.5;91.4;-0.9;-0.4;102.8;97.4;-1.5;-1.7
152;Detailhandel geen apotheken;2013;97.2;91.8;-2.1;-3.9;97.2;91.8;-2.1;-3.9;97.2;91.7;-2.1;-3.9
153;Detailhandel geen apotheken;2014 januari;91.8;88.9;0.2;-0.1;;;;;92.4;89.1;1.2;0.7
154;Detailhandel geen apotheken;2014 februari;84.1;80.5;0.6;1.1;;;;;83.6;80.0;0.5;0.8
155;Detailhandel geen apotheken;2014 maart;97.2;90.5;0.9;1.8;;;;;95.9;89.0;-1.9;-1.3
156;Detailhandel geen apotheken;2014 1e kwartaal;91.1;86.7;0.6;0.9;97.7;92.3;1.2;1.0;90.6;86.1;-0.1;0.0
157;Detailhandel geen apotheken;2014 april;98.5;91.6;1.2;1.5;;;;;98.6;91.6;3.3;3.6
158;Detailhandel geen apotheken;2014 mei;101.8;94.8;-0.3;0.2;;;;;104.2;97.1;0.9;1.4
159;Detailhandel geen apotheken;2014 juni;100.3;94.7;0.4;1.0;;;;;97.7;92.0;-1.9;-1.5
160;Detailhandel geen apotheken;2014 2e kwartaal;100.2;93.7;0.4;0.9;97.4;92.5;-0.3;0.1;100.2;93.6;0.7;1.1
161;Detailhandel geen apotheken;2014 juli;98.0;94.4;-0.5;0.4;;;;;98.6;94.6;0.6;1.4
162;Detailhandel geen apotheken;2014 augustus;95.2;91.7;1.9;3.1;;;;;95.6;91.8;-0.4;0.4
163;Detailhandel geen apotheken;2014 september;94.0;89.0;-1.9;-1.4;;;;;93.2;88.0;-0.4;0.1
164;Detailhandel geen apotheken;2014 3e kwartaal;95.7;91.7;-0.2;0.7;97.5;92.8;0.1;0.4;95.8;91.5;0.0;0.6
165;Detailhandel geen apotheken;2014 oktober;99.4;94.3;1.2;1.8;;;;;101.5;96.1;2.3;2.7
166;Detailhandel geen apotheken;2014 november;98.8;94.2;2.2;2.9;;;;;98.4;93.6;-0.6;0.0
167;Detailhandel geen apotheken;2014 december;113.6;109.9;0.7;1.8;;;;;113.2;109.2;2.7;4.0
168;Detailhandel geen apotheken;2014 4e kwartaal;104.0;99.5;1.3;2.2;98.3;93.9;0.8;1.2;104.4;99.6;1.5;2.3
169;Detailhandel geen apotheken;2014;97.7;92.9;0.5;1.2;97.7;92.9;0.5;1.2;97.7;92.7;0.5;1.0
170;Detailhandel geen apotheken;2015 januari;91.9;91.0;0.1;2.4;;;;;93.4;92.1;1.1;3.4
171;Detailhandel geen apotheken;2015 februari;85.3;83.0;1.3;3.1;;;;;84.7;82.5;1.3;3.1
172;Detailhandel geen apotheken;2015 maart;98.1;92.7;0.9;2.3;;;;;95.2;89.8;-0.6;0.8
173;Detailhandel geen apotheken;2015 1e kwartaal;91.8;88.9;0.8;2.6;98.6;94.9;0.3;1.0;91.1;88.1;0.5;2.4
174;Detailhandel geen apotheken;2015 april;99.5;93.5;1.0;2.1;;;;;100.0;94.0;1.4;2.6
175;Detailhandel geen apotheken;2015 mei;102.7;96.6;0.9;1.9;;;;;102.6;96.4;-1.6;-0.7
176;Detailhandel geen apotheken;2015 juni;103.3;97.9;3.0;3.3;;;;;102.5;96.9;4.9;5.4
177;Detailhandel geen apotheken;2015 2e kwartaal;101.8;96.0;1.6;2.4;99.3;95.0;0.7;0.1;101.7;95.8;1.5;2.4
178;Detailhandel geen apotheken;2015 juli;100.1;96.5;2.1;2.3;;;;;101.7;97.9;3.2;3.4
179;Detailhandel geen apotheken;2015 augustus;95.7;92.6;0.5;0.9;;;;;94.5;91.4;-1.2;-0.5
180;Detailhandel geen apotheken;2015 september;97.2;92.6;3.4;4.1;;;;;97.3;92.8;4.5;5.4
181;Detailhandel geen apotheken;2015 3e kwartaal;97.6;93.9;2.0;2.4;99.3;94.9;-0.1;-0.1;97.8;94.0;2.2;2.8
182;Detailhandel geen apotheken;2015 oktober;100.6;95.7;1.2;1.5;;;;;103.7;98.7;2.2;2.7
183;Detailhandel geen apotheken;2015 november;99.1;94.6;0.3;0.4;;;;;96.8;92.2;-1.7;-1.6
184;Detailhandel geen apotheken;2015 december;115.8;111.9;1.9;1.8;;;;;116.8;112.8;3.2;3.3
185;Detailhandel geen apotheken;2015 4e kwartaal;105.2;100.7;1.2;1.3;99.2;94.8;-0.1;-0.1;105.8;101.2;1.3;1.6
186;Detailhandel geen apotheken;2015;99.1;94.9;1.4;2.1;99.1;94.9;1.4;2.1;99.1;94.8;1.4;2.3
187;Detailhandel geen apotheken;2016 januari;92.6;90.9;0.8;-0.1;;;;;92.0;90.0;-1.5;-2.2
188;Detailhandel geen apotheken;2016 februari;85.4;82.7;0.2;-0.4;;;;;87.1;84.4;2.8;2.3
189;Detailhandel geen apotheken;2016 maart;98.3;92.5;0.2;-0.2;;;;;99.1;93.4;4.1;4.0
190;Detailhandel geen apotheken;2016 1e kwartaal;92.1;88.7;0.4;-0.2;99.1;94.7;-0.1;-0.1;92.7;89.3;1.8;1.3
191;Detailhandel geen apotheken;2016 april;98.7;92.5;-0.8;-1.1;;;;;100.3;94.2;0.2;0.2
192;Detailhandel geen apotheken;2016 mei;105.0;98.6;2.3;2.1;;;;;102.3;95.8;-0.3;-0.6
193;Detailhandel geen apotheken;2016 juni;103.8;98.2;0.5;0.3;;;;;104.5;98.9;2.0;2.0
194;Detailhandel geen apotheken;2016 2e kwartaal;102.5;96.4;0.7;0.5;100.1;95.5;1.0;0.8;102.3;96.3;0.6;0.5
195;Detailhandel geen apotheken;2016 juli;102.2;98.5;2.1;2.1;;;;;102.5;98.8;0.8;0.9
196;Detailhandel geen apotheken;2016 augustus;96.7;93.0;1.1;0.5;;;;;96.0;92.4;1.6;1.1
197;Detailhandel geen apotheken;2016 september;97.4;92.4;0.2;-0.2;;;;;98.6;93.6;1.3;0.9
198;Detailhandel geen apotheken;2016 3e kwartaal;98.8;94.7;1.2;0.8;101.0;96.2;0.9;0.8;99.0;94.9;1.2;0.9
199;Detailhandel geen apotheken;2016 oktober;106.1;100.3;5.4;4.8;;;;;104.9;99.0;1.1;0.2
200;Detailhandel geen apotheken;2016 november;103.5;97.9;4.4;3.5;;;;;103.5;97.8;7.0;6.1
201;Detailhandel geen apotheken;2016 december;118.2;112.3;2.0;0.3;;;;;121.2;115.1;3.8;2.1
202;Detailhandel geen apotheken;2016 4e kwartaal;109.3;103.5;3.9;2.7;103.0;97.4;2.0;1.2;109.9;103.9;3.9;2.7
203;Detailhandel geen apotheken;2016;100.7;95.8;1.6;1.0;100.8;95.9;1.7;1.1;101.0;96.1;1.9;1.4
204;Detailhandel geen apotheken;2017 januari;97.5;94.0;5.2;3.4;;;;;95.0;91.2;3.3;1.3
205;Detailhandel geen apotheken;2017 februari;89.2;84.2;4.4;1.8;;;;;88.4;83.5;1.5;-1.0
206;Detailhandel geen apotheken;2017 maart;102.9;95.8;4.8;3.6;;;;;104.1;97.1;5.0;4.0
207;Detailhandel geen apotheken;2017 1e kwartaal;96.5;91.3;4.8;3.0;103.1;97.0;0.1;-0.4;95.8;90.6;3.4;1.5
208;Detailhandel geen apotheken;2017 april;103.3;96.2;4.6;4.1;;;;;103.0;96.1;2.7;2.1
209;Detailhandel geen apotheken;2017 mei;108.6;101.4;3.4;2.9;;;;;108.1;100.9;5.7;5.2
210;Detailhandel geen apotheken;2017 juni;108.0;101.5;4.0;3.4;;;;;109.1;102.6;4.4;3.7
211;Detailhandel geen apotheken;2017 2e kwartaal;106.6;99.7;4.0;3.5;104.0;98.5;0.9;1.5;106.7;99.8;4.3;3.7
212;Detailhandel geen apotheken;2017 juli;106.4;101.9;4.2;3.5;;;;;105.2;100.4;2.6;1.7
213;Detailhandel geen apotheken;2017 augustus;100.7;95.6;4.1;2.7;;;;;101.1;95.9;5.3;3.8
214;Detailhandel geen apotheken;2017 september;102.8;96.3;5.5;4.2;;;;;104.8;98.2;6.4;4.9
215;Detailhandel geen apotheken;2017 3e kwartaal;103.3;97.9;4.6;3.5;104.8;98.7;0.8;0.2;103.7;98.2;4.7;3.4
216;Detailhandel geen apotheken;2017 oktober;107.5;100.9;1.3;0.5;;;;;104.9;98.0;0.0;-0.9
217;Detailhandel geen apotheken;2017 november;109.0;101.6;5.3;3.8;;;;;109.6;101.9;5.9;4.2
218;Detailhandel geen apotheken;2017 december;122.1;114.7;3.4;2.2;;;;;122.9;115.2;1.3;0.1
