ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
350;Rotterdam;Totaal particulier huishouden;453.6;431.8;12.0;13.0
351;Rotterdam;Eenpersoonshuishouden;177.1;166.4;17.0;18.0
352;Rotterdam;Paar zonder kinderen;117.8;114.3;4.0;5.0
353;Rotterdam;Paar met kinderen;103.3;99.6;9.0;7.0
354;Rotterdam;Eenoudergezin;38.2;35.7;27.0;32.0
355;Dordrecht;Totaal particulier huishouden;102.3;99.1;8.0;8.0
356;Dordrecht;Eenpersoonshuishouden;31.3;30.0;12.0;13.0
357;Dordrecht;Paar zonder kinderen;30.7;30.0;3.0;3.0
358;Dordrecht;Paar met kinderen;31.0;30.3;5.0;3.0
359;Dordrecht;Eenoudergezin;6.2;5.9;22.0;25.0
360;Breda;Totaal particulier huishouden;70.3;67.6;8.0;8.0
361;Breda;Eenpersoonshuishouden;23.7;22.4;12.0;13.0
362;Breda;Paar zonder kinderen;21.8;21.2;3.0;4.0
363;Breda;Paar met kinderen;18.7;18.2;6.0;4.0
364;Breda;Eenoudergezin;4.2;3.9;21.0;25.0
365;Tilburg;Totaal particulier huishouden;90.5;87.3;9.0;9.0
366;Tilburg;Eenpersoonshuishouden;28.9;27.6;13.0;13.0
367;Tilburg;Paar zonder kinderen;27.3;26.5;4.0;4.0
368;Tilburg;Paar met kinderen;25.8;25.2;5.0;4.0
369;Tilburg;Eenoudergezin;5.8;5.5;25.0;28.0
370;'s-Hertogenbosch;Totaal particulier huishouden;67.0;64.5;8.0;8.0
371;'s-Hertogenbosch;Eenpersoonshuishouden;22.4;21.3;13.0;13.0
372;'s-Hertogenbosch;Paar zonder kinderen;19.4;18.9;4.0;4.0
373;'s-Hertogenbosch;Paar met kinderen;19.1;18.6;5.0;4.0
374;'s-Hertogenbosch;Eenoudergezin;3.9;3.7;21.0;26.0
375;Eindhoven;Totaal particulier huishouden;133.3;127.6;8.0;8.0
376;Eindhoven;Eenpersoonshuishouden;45.7;43.0;13.0;13.0
377;Eindhoven;Paar zonder kinderen;41.8;40.6;3.0;4.0
378;Eindhoven;Paar met kinderen;34.5;33.5;6.0;4.0
379;Eindhoven;Eenoudergezin;7.4;6.8;21.0;26.0
380;Geleen/Sittard;Totaal particulier huishouden;59.7;57.6;8.0;8.0
381;Geleen/Sittard;Eenpersoonshuishouden;16.8;16.1;13.0;14.0
382;Geleen/Sittard;Paar zonder kinderen;19.6;19.2;4.0;5.0
383;Geleen/Sittard;Paar met kinderen;17.9;17.3;4.0;3.0
384;Geleen/Sittard;Eenoudergezin;3.5;3.2;21.0;25.0
385;Heerlen;Totaal particulier huishouden;95.5;89.2;12.0;12.0
386;Heerlen;Eenpersoonshuishouden;32.0;30.1;18.0;18.0
387;Heerlen;Paar zonder kinderen;29.8;28.1;6.0;6.0
388;Heerlen;Paar met kinderen;24.8;22.8;7.0;5.0
389;Heerlen;Eenoudergezin;6.2;5.7;26.0;33.0
390;Maastricht;Totaal particulier huishouden;52.0;49.6;11.0;11.0
391;Maastricht;Eenpersoonshuishouden;18.9;17.9;16.0;17.0
392;Maastricht;Paar zonder kinderen;15.4;14.9;5.0;6.0
393;Maastricht;Paar met kinderen;12.4;11.9;7.0;5.0
394;Maastricht;Eenoudergezin;3.5;3.3;24.0;29.0
395;Groningen;Totaal particulier huishouden;142.1;136.7;9.0;9.0
396;Groningen;Eenpersoonshuishouden;51.6;49.1;15.0;15.0
397;Groningen;Paar zonder kinderen;42.9;41.5;3.0;4.0
398;Groningen;Paar met kinderen;36.0;35.0;6.0;4.0
399;Groningen;Eenoudergezin;8.7;8.2;23.0;28.0
400;Leeuwarden;Totaal particulier huishouden;66.6;63.9;9.0;9.0
401;Leeuwarden;Eenpersoonshuishouden;22.6;21.4;15.0;15.0
402;Leeuwarden;Paar zonder kinderen;20.3;19.6;3.0;3.0
403;Leeuwarden;Paar met kinderen;18.3;17.8;6.0;4.0
404;Leeuwarden;Eenoudergezin;3.9;3.7;23.0;25.0
405;Zwolle;Totaal particulier huishouden;67.4;65.4;7.0;7.0
406;Zwolle;Eenpersoonshuishouden;20.7;19.8;11.0;11.0
407;Zwolle;Paar zonder kinderen;20.7;20.2;3.0;3.0
408;Zwolle;Paar met kinderen;20.9;20.5;4.0;3.0
409;Zwolle;Eenoudergezin;3.4;3.2;19.0;22.0
410;Enschede;Totaal particulier huishouden;126.5;121.7;9.0;9.0
411;Enschede;Eenpersoonshuishouden;39.6;37.8;14.0;14.0
412;Enschede;Paar zonder kinderen;39.3;38.1;5.0;5.0
413;Enschede;Paar met kinderen;36.9;35.6;7.0;5.0
414;Enschede;Eenoudergezin;6.8;6.4;24.0;29.0
415;Apeldoorn;Totaal particulier huishouden;86.2;83.8;7.0;7.0
416;Apeldoorn;Eenpersoonshuishouden;25.2;24.3;11.0;11.0
417;Apeldoorn;Paar zonder kinderen;27.4;26.9;3.0;4.0
418;Apeldoorn;Paar met kinderen;26.5;25.8;4.0;3.0
419;Apeldoorn;Eenoudergezin;4.2;4.0;20.0;25.0
420;Arnhem;Totaal particulier huishouden;146.9;137.1;7.0;7.0
421;Arnhem;Eenpersoonshuishouden;47.1;42.6;11.0;11.0
422;Arnhem;Paar zonder kinderen;44.7;43.1;3.0;4.0
423;Arnhem;Paar met kinderen;42.3;40.5;5.0;3.0
424;Arnhem;Eenoudergezin;8.6;7.0;18.0;21.0
425;Nijmegen;Totaal particulier huishouden;113.9;109.2;10.0;10.0
426;Nijmegen;Eenpersoonshuishouden;39.1;37.1;15.0;15.0
427;Nijmegen;Paar zonder kinderen;32.4;31.5;4.0;5.0
428;Nijmegen;Paar met kinderen;32.1;31.0;6.0;4.0
429;Nijmegen;Eenoudergezin;7.2;6.8;22.0;26.0
430;Amersfoort;Totaal particulier huishouden;105.6;102.5;6.0;6.0
431;Amersfoort;Eenpersoonshuishouden;31.7;30.5;10.0;10.0
432;Amersfoort;Paar zonder kinderen;30.4;29.8;3.0;3.0
433;Amersfoort;Paar met kinderen;35.1;34.3;4.0;3.0
434;Amersfoort;Eenoudergezin;5.5;5.2;17.0;18.0
435;Utrecht;Totaal particulier huishouden;236.2;226.8;8.0;8.0
436;Utrecht;Eenpersoonshuishouden;86.6;81.6;12.0;12.0
437;Utrecht;Paar zonder kinderen;65.2;63.5;3.0;3.0
438;Utrecht;Paar met kinderen;62.9;61.4;6.0;4.0
439;Utrecht;Eenoudergezin;13.8;13.0;19.0;22.0
440;Amsterdam;Totaal particulier huishouden;655.2;622.0;11.0;12.0
441;Amsterdam;Eenpersoonshuishouden;275.4;257.2;16.0;16.0
442;Amsterdam;Paar zonder kinderen;154.3;149.1;4.0;5.0
443;Amsterdam;Paar met kinderen;147.6;142.9;8.0;6.0
444;Amsterdam;Eenoudergezin;55.0;51.4;22.0;26.0
445;Haarlem;Totaal particulier huishouden;175.7;170.5;7.0;7.0
446;Haarlem;Eenpersoonshuishouden;61.7;59.2;10.0;11.0
447;Haarlem;Paar zonder kinderen;50.9;49.9;3.0;3.0
448;Haarlem;Paar met kinderen;48.4;47.4;4.0;3.0
449;Haarlem;Eenoudergezin;10.1;9.6;19.0;22.0
450;Leiden;Totaal particulier huishouden;133.9;129.1;6.0;6.0
451;Leiden;Eenpersoonshuishouden;44.6;42.3;10.0;11.0
452;Leiden;Paar zonder kinderen;37.4;36.4;3.0;3.0
453;Leiden;Paar met kinderen;41.4;40.4;4.0;3.0
454;Leiden;Eenoudergezin;7.2;6.8;16.0;19.0
455;'s-Gravenhage;Totaal particulier huishouden;394.5;375.9;10.0;10.0
456;'s-Gravenhage;Eenpersoonshuishouden;158.6;149.1;13.0;14.0
457;'s-Gravenhage;Paar zonder kinderen;99.8;96.8;4.0;4.0
458;'s-Gravenhage;Paar met kinderen;92.0;88.8;7.0;5.0
459;'s-Gravenhage;Eenoudergezin;29.8;28.0;23.0;27.0
460;Rotterdam;Totaal particulier huishouden;528.0;504.4;11.0;12.0
461;Rotterdam;Eenpersoonshuishouden;195.6;184.4;16.0;17.0
462;Rotterdam;Paar zonder kinderen;142.8;138.8;4.0;5.0
463;Rotterdam;Paar met kinderen;128.6;124.3;8.0;6.0
464;Rotterdam;Eenoudergezin;42.0;39.3;26.0;31.0
465;Dordrecht;Totaal particulier huishouden;118.0;114.4;7.0;7.0
466;Dordrecht;Eenpersoonshuishouden;35.1;33.8;12.0;12.0
467;Dordrecht;Paar zonder kinderen;35.7;34.9;3.0;3.0
468;Dordrecht;Paar met kinderen;36.8;35.9;4.0;3.0
469;Dordrecht;Eenoudergezin;6.9;6.5;21.0;24.0
470;Breda;Totaal particulier huishouden;125.7;121.4;7.0;7.0
471;Breda;Eenpersoonshuishouden;37.1;35.3;11.0;12.0
472;Breda;Paar zonder kinderen;40.4;39.5;3.0;3.0
473;Breda;Paar met kinderen;38.0;37.0;5.0;4.0
474;Breda;Eenoudergezin;6.7;6.3;19.0;22.0
475;Tilburg;Totaal particulier huishouden;115.5;111.8;8.0;8.0
476;Tilburg;Eenpersoonshuishouden;34.4;33.1;12.0;13.0
477;Tilburg;Paar zonder kinderen;35.5;34.6;4.0;4.0
478;Tilburg;Paar met kinderen;35.3;34.4;5.0;4.0
479;Tilburg;Eenoudergezin;6.9;6.5;24.0;27.0
480;'s-Hertogenbosch;Totaal particulier huishouden;77.4;74.7;8.0;8.0
481;'s-Hertogenbosch;Eenpersoonshuishouden;24.6;23.5;13.0;13.0
482;'s-Hertogenbosch;Paar zonder kinderen;22.9;22.3;4.0;4.0
483;'s-Hertogenbosch;Paar met kinderen;23.1;22.4;5.0;4.0
484;'s-Hertogenbosch;Eenoudergezin;4.3;4.1;21.0;24.0
485;Eindhoven;Totaal particulier huishouden;166.4;159.7;8.0;8.0
486;Eindhoven;Eenpersoonshuishouden;53.5;50.5;13.0;12.0
487;Eindhoven;Paar zonder kinderen;53.2;51.7;3.0;4.0
488;Eindhoven;Paar met kinderen;46.1;44.8;5.0;4.0
489;Eindhoven;Eenoudergezin;8.9;8.3;21.0;25.0
490;Geleen/Sittard;Totaal particulier huishouden;65.1;62.9;8.0;8.0
491;Geleen/Sittard;Eenpersoonshuishouden;17.9;17.3;13.0;14.0
492;Geleen/Sittard;Paar zonder kinderen;21.6;21.1;4.0;4.0
493;Geleen/Sittard;Paar met kinderen;19.8;19.1;4.0;3.0
494;Geleen/Sittard;Eenoudergezin;3.8;3.5;21.0;24.0
495;Heerlen;Totaal particulier huishouden;115.5;108.2;11.0;11.0
496;Heerlen;Eenpersoonshuishouden;36.6;34.5;17.0;17.0
497;Heerlen;Paar zonder kinderen;36.9;34.8;5.0;6.0
498;Heerlen;Paar met kinderen;31.5;29.2;7.0;5.0
499;Heerlen;Eenoudergezin;7.2;6.6;24.0;31.0
500;Maastricht;Totaal particulier huishouden;77.3;74.1;9.0;9.0
501;Maastricht;Eenpersoonshuishouden;24.9;23.7;15.0;16.0
502;Maastricht;Paar zonder kinderen;24.0;23.3;4.0;5.0
503;Maastricht;Paar met kinderen;21.2;20.4;5.0;4.0
504;Maastricht;Eenoudergezin;4.7;4.4;21.0;25.0
505;Appingedam;Totaal particulier huishouden;5.5;5.3;8.0;7.0
506;Appingedam;Eenpersoonshuishouden;1.7;1.6;10.0;10.0
507;Appingedam;Paar zonder kinderen;1.9;1.9;4.0;
508;Appingedam;Paar met kinderen;1.5;1.4;7.0;
509;Appingedam;Eenoudergezin;0.3;0.3;34.0;36.0
510;Bedum;Totaal particulier huishouden;4.1;4.1;5.0;4.0
511;Bedum;Eenpersoonshuishouden;1.0;1.0;;
512;Bedum;Paar zonder kinderen;1.3;1.3;;
513;Bedum;Paar met kinderen;1.6;1.6;;
514;Bedum;Eenoudergezin;0.2;0.2;;
515;Bellingwedde;Totaal particulier huishouden;4.1;4.0;10.0;10.0
516;Bellingwedde;Eenpersoonshuishouden;1.1;1.0;14.0;14.0
517;Bellingwedde;Paar zonder kinderen;1.5;1.5;6.0;6.0
518;Bellingwedde;Paar met kinderen;1.2;1.1;8.0;7.0
519;Bellingwedde;Eenoudergezin;0.2;0.2;;
520;Ten Boer;Totaal particulier huishouden;2.8;2.7;9.0;7.0
521;Ten Boer;Eenpersoonshuishouden;0.7;0.6;12.0;12.0
522;Ten Boer;Paar zonder kinderen;0.8;0.8;;
523;Ten Boer;Paar met kinderen;1.1;1.1;8.0;
524;Ten Boer;Eenoudergezin;0.1;0.1;;
525;Delfzijl;Totaal particulier huishouden;12.2;11.8;10.0;9.0
526;Delfzijl;Eenpersoonshuishouden;3.5;3.4;15.0;15.0
527;Delfzijl;Paar zonder kinderen;4.1;4.0;4.0;4.0
528;Delfzijl;Paar met kinderen;3.5;3.4;8.0;5.0
529;Delfzijl;Eenoudergezin;0.7;0.6;31.0;36.0
530;Groningen;Totaal particulier huishouden;77.6;73.7;13.0;13.0
531;Groningen;Eenpersoonshuishouden;34.8;32.9;18.0;18.0
532;Groningen;Paar zonder kinderen;21.0;19.9;4.0;4.0
533;Groningen;Paar met kinderen;14.1;13.6;7.0;5.0
534;Groningen;Eenoudergezin;5.7;5.4;26.0;32.0
535;Grootegast;Totaal particulier huishouden;4.5;4.4;8.0;7.0
536;Grootegast;Eenpersoonshuishouden;1.0;1.0;14.0;13.0
537;Grootegast;Paar zonder kinderen;1.4;1.4;;
538;Grootegast;Paar met kinderen;1.8;1.7;6.0;5.0
539;Grootegast;Eenoudergezin;0.2;0.2;;
540;Haren;Totaal particulier huishouden;8.1;7.9;5.0;4.0
541;Haren;Eenpersoonshuishouden;2.5;2.5;7.0;7.0
542;Haren;Paar zonder kinderen;2.8;2.7;;
543;Haren;Paar met kinderen;2.2;2.2;4.0;
544;Haren;Eenoudergezin;0.4;0.3;;
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.1;13.7;10.0;11.0
546;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.3;4.1;17.0;18.0
547;Hoogezand-Sappemeer;Paar zonder kinderen;4.7;4.6;5.0;6.0
548;Hoogezand-Sappemeer;Paar met kinderen;4.1;4.0;7.0;5.0
549;Hoogezand-Sappemeer;Eenoudergezin;0.7;0.7;26.0;31.0
550;Leek;Totaal particulier huishouden;7.5;7.3;6.0;6.0
551;Leek;Eenpersoonshuishouden;1.9;1.8;10.0;9.0
552;Leek;Paar zonder kinderen;2.4;2.4;;3.0
553;Leek;Paar met kinderen;2.6;2.5;6.0;4.0
554;Leek;Eenoudergezin;0.4;0.4;;19.0
555;Loppersum;Totaal particulier huishouden;4.4;4.3;9.0;8.0
556;Loppersum;Eenpersoonshuishouden;1.1;1.1;13.0;13.0
557;Loppersum;Paar zonder kinderen;1.4;1.4;;
558;Loppersum;Paar met kinderen;1.5;1.5;7.0;5.0
559;Loppersum;Eenoudergezin;0.2;0.2;;
560;Marum;Totaal particulier huishouden;3.9;3.8;7.0;7.0
561;Marum;Eenpersoonshuishouden;0.9;0.9;11.0;10.0
562;Marum;Paar zonder kinderen;1.2;1.2;;
563;Marum;Paar met kinderen;1.5;1.4;;
564;Marum;Eenoudergezin;0.2;0.2;;
565;Almere;Totaal particulier huishouden;64.0;61.5;8.0;8.0
566;Almere;Eenpersoonshuishouden;16.1;15.1;13.0;14.0
567;Almere;Paar zonder kinderen;16.5;16.0;3.0;4.0
568;Almere;Paar met kinderen;23.8;23.1;5.0;3.0
569;Almere;Eenoudergezin;5.4;5.0;23.0;25.0
570;Stadskanaal;Totaal particulier huishouden;14.2;13.7;9.0;8.0
571;Stadskanaal;Eenpersoonshuishouden;4.1;4.0;13.0;13.0
572;Stadskanaal;Paar zonder kinderen;4.8;4.6;4.0;5.0
573;Stadskanaal;Paar met kinderen;4.3;4.1;7.0;4.0
574;Stadskanaal;Eenoudergezin;0.7;0.7;23.0;28.0
575;Scheemda;Totaal particulier huishouden;5.8;5.6;6.0;5.0
576;Scheemda;Eenpersoonshuishouden;1.4;1.4;9.0;9.0
577;Scheemda;Paar zonder kinderen;2.0;1.9;4.0;4.0
578;Scheemda;Paar met kinderen;2.0;2.0;4.0;
579;Scheemda;Eenoudergezin;0.2;0.2;;
580;Slochteren;Totaal particulier huishouden;5.9;5.8;6.0;6.0
581;Slochteren;Eenpersoonshuishouden;1.4;1.3;7.0;9.0
582;Slochteren;Paar zonder kinderen;2.0;2.0;4.0;4.0
583;Slochteren;Paar met kinderen;2.1;2.1;;
584;Slochteren;Eenoudergezin;0.3;0.3;31.0;33.0
585;Veendam;Totaal particulier huishouden;11.8;11.5;9.0;9.0
586;Veendam;Eenpersoonshuishouden;3.2;3.1;15.0;15.0
587;Veendam;Paar zonder kinderen;3.9;3.8;4.0;5.0
588;Veendam;Paar met kinderen;3.6;3.5;5.0;3.0
589;Veendam;Eenoudergezin;0.8;0.7;26.0;28.0
590;Vlagtwedde;Totaal particulier huishouden;7.0;6.8;8.0;8.0
591;Vlagtwedde;Eenpersoonshuishouden;1.9;1.8;11.0;12.0
592;Vlagtwedde;Paar zonder kinderen;2.6;2.5;6.0;6.0
593;Vlagtwedde;Paar met kinderen;2.1;2.1;7.0;5.0
594;Vlagtwedde;Eenoudergezin;0.3;0.2;;
595;Zeewolde;Totaal particulier huishouden;7.3;6.9;8.0;6.0
596;Zeewolde;Eenpersoonshuishouden;1.9;1.8;11.0;7.0
597;Zeewolde;Paar zonder kinderen;2.0;1.9;4.0;4.0
598;Zeewolde;Paar met kinderen;3.0;2.9;6.0;5.0
599;Zeewolde;Eenoudergezin;0.3;0.3;24.0;25.0
600;Skarsterlân;Totaal particulier huishouden;10.6;10.3;6.0;6.0
601;Skarsterlân;Eenpersoonshuishouden;2.7;2.6;9.0;9.0
602;Skarsterlân;Paar zonder kinderen;3.4;3.4;3.0;3.0
603;Skarsterlân;Paar met kinderen;3.8;3.7;6.0;5.0
604;Skarsterlân;Eenoudergezin;0.5;0.5;;17.0
605;Winschoten;Totaal particulier huishouden;8.3;8.0;9.0;10.0
606;Winschoten;Eenpersoonshuishouden;3.0;2.9;13.0;15.0
607;Winschoten;Paar zonder kinderen;2.7;2.6;5.0;5.0
608;Winschoten;Paar met kinderen;2.0;1.9;5.0;
609;Winschoten;Eenoudergezin;0.5;0.4;33.0;34.0
610;Winsum;Totaal particulier huishouden;5.5;5.4;7.0;7.0
611;Winsum;Eenpersoonshuishouden;1.5;1.4;13.0;12.0
612;Winsum;Paar zonder kinderen;1.7;1.7;;
613;Winsum;Paar met kinderen;2.0;1.9;4.0;
614;Winsum;Eenoudergezin;0.3;0.2;;33.0
615;Boarnsterhim;Totaal particulier huishouden;7.7;7.4;6.0;7.0
616;Boarnsterhim;Eenpersoonshuishouden;2.0;1.9;10.0;10.0
617;Boarnsterhim;Paar zonder kinderen;2.7;2.6;;3.0
618;Boarnsterhim;Paar met kinderen;2.6;2.5;5.0;4.0
619;Boarnsterhim;Eenoudergezin;0.3;0.3;26.0;32.0
620;Zuidhorn;Totaal particulier huishouden;6.8;6.5;4.0;3.0
621;Zuidhorn;Eenpersoonshuishouden;1.6;1.5;5.0;5.0
622;Zuidhorn;Paar zonder kinderen;2.1;2.1;;
623;Zuidhorn;Paar met kinderen;2.6;2.6;4.0;
624;Zuidhorn;Eenoudergezin;0.3;0.3;;
625;Dongeradeel;Totaal particulier huishouden;9.9;9.6;9.0;8.0
626;Dongeradeel;Eenpersoonshuishouden;2.9;2.8;13.0;12.0
627;Dongeradeel;Paar zonder kinderen;3.0;2.9;6.0;6.0
628;Dongeradeel;Paar met kinderen;3.4;3.3;8.0;5.0
629;Dongeradeel;Eenoudergezin;0.5;0.4;;20.0
630;Achtkarspelen;Totaal particulier huishouden;10.8;10.5;9.0;9.0
631;Achtkarspelen;Eenpersoonshuishouden;2.6;2.5;16.0;17.0
632;Achtkarspelen;Paar zonder kinderen;3.2;3.1;6.0;8.0
633;Achtkarspelen;Paar met kinderen;4.2;4.0;5.0;3.0
634;Achtkarspelen;Eenoudergezin;0.6;0.6;18.0;21.0
635;Ameland;Totaal particulier huishouden;1.5;1.4;7.0;6.0
636;Ameland;Eenpersoonshuishouden;0.5;0.4;;
637;Ameland;Paar zonder kinderen;0.4;0.4;;
638;Ameland;Paar met kinderen;0.5;0.5;;
639;Ameland;Eenoudergezin;;;;
640;het Bildt;Totaal particulier huishouden;4.3;4.1;7.0;7.0
641;het Bildt;Eenpersoonshuishouden;1.2;1.2;8.0;8.0
642;het Bildt;Paar zonder kinderen;1.4;1.3;;5.0
643;het Bildt;Paar met kinderen;1.5;1.4;8.0;
644;het Bildt;Eenoudergezin;0.2;0.2;;
645;Bolsward;Totaal particulier huishouden;4.0;3.8;7.0;8.0
646;Bolsward;Eenpersoonshuishouden;1.3;1.2;12.0;12.0
647;Bolsward;Paar zonder kinderen;1.3;1.3;;
648;Bolsward;Paar met kinderen;1.1;1.1;;
649;Bolsward;Eenoudergezin;0.2;0.2;;
650;Dantumadeel;Totaal particulier huishouden;7.3;7.1;8.0;9.0
651;Dantumadeel;Eenpersoonshuishouden;1.7;1.7;16.0;19.0
652;Dantumadeel;Paar zonder kinderen;2.3;2.2;4.0;5.0
653;Dantumadeel;Paar met kinderen;2.9;2.8;6.0;4.0
654;Dantumadeel;Eenoudergezin;0.3;0.3;;
655;Franekeradeel;Totaal particulier huishouden;8.4;8.1;10.0;9.0
656;Franekeradeel;Eenpersoonshuishouden;2.5;2.4;18.0;17.0
657;Franekeradeel;Paar zonder kinderen;2.6;2.5;4.0;4.0
658;Franekeradeel;Paar met kinderen;2.7;2.6;6.0;4.0
659;Franekeradeel;Eenoudergezin;0.4;0.4;19.0;21.0
660;Harlingen;Totaal particulier huishouden;6.5;6.3;10.0;11.0
661;Harlingen;Eenpersoonshuishouden;2.1;2.0;16.0;16.0
662;Harlingen;Paar zonder kinderen;2.0;1.9;7.0;7.0
663;Harlingen;Paar met kinderen;1.9;1.8;6.0;
664;Harlingen;Eenoudergezin;0.5;0.5;20.0;29.0
665;Heerenveen;Totaal particulier huishouden;18.2;17.6;8.0;7.0
666;Heerenveen;Eenpersoonshuishouden;5.9;5.6;13.0;12.0
667;Heerenveen;Paar zonder kinderen;5.9;5.8;3.0;4.0
668;Heerenveen;Paar met kinderen;5.1;5.0;6.0;3.0
669;Heerenveen;Eenoudergezin;1.0;0.9;23.0;27.0
670;Kollumerland c.a.;Totaal particulier huishouden;5.2;5.0;6.0;6.0
671;Kollumerland c.a.;Eenpersoonshuishouden;1.3;1.3;9.0;12.0
672;Kollumerland c.a.;Paar zonder kinderen;1.6;1.6;;
673;Kollumerland c.a.;Paar met kinderen;1.9;1.8;6.0;
674;Kollumerland c.a.;Eenoudergezin;0.2;0.2;;
675;Leeuwarden;Totaal particulier huishouden;40.3;38.3;11.0;11.0
676;Leeuwarden;Eenpersoonshuishouden;16.2;15.2;17.0;17.0
677;Leeuwarden;Paar zonder kinderen;11.5;11.0;4.0;4.0
678;Leeuwarden;Paar met kinderen;8.8;8.5;7.0;5.0
679;Leeuwarden;Eenoudergezin;2.7;2.6;26.0;28.0
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;3.9;4.0;4.0
681;Leeuwarderadeel;Eenpersoonshuishouden;0.8;0.8;;
682;Leeuwarderadeel;Paar zonder kinderen;1.3;1.3;;
683;Leeuwarderadeel;Paar met kinderen;1.6;1.5;;
684;Leeuwarderadeel;Eenoudergezin;0.2;0.2;;
685;Lemsterland;Totaal particulier huishouden;5.4;5.2;9.0;8.0
686;Lemsterland;Eenpersoonshuishouden;1.5;1.4;12.0;13.0
687;Lemsterland;Paar zonder kinderen;1.8;1.8;5.0;5.0
688;Lemsterland;Paar met kinderen;1.7;1.7;8.0;6.0
689;Lemsterland;Eenoudergezin;0.2;0.2;;
690;Menaldumadeel;Totaal particulier huishouden;5.5;5.4;5.0;5.0
691;Menaldumadeel;Eenpersoonshuishouden;1.3;1.3;10.0;11.0
692;Menaldumadeel;Paar zonder kinderen;1.8;1.8;;
693;Menaldumadeel;Paar met kinderen;2.1;2.0;4.0;
694;Menaldumadeel;Eenoudergezin;0.2;0.2;;
695;Ooststellingwerf;Totaal particulier huishouden;10.9;10.7;9.0;9.0
696;Ooststellingwerf;Eenpersoonshuishouden;3.0;2.9;12.0;13.0
697;Ooststellingwerf;Paar zonder kinderen;3.5;3.5;5.0;6.0
698;Ooststellingwerf;Paar met kinderen;3.6;3.5;6.0;6.0
699;Ooststellingwerf;Eenoudergezin;0.6;0.6;22.0;24.0
700;Opsterland;Totaal particulier huishouden;11.4;11.1;6.0;6.0
701;Opsterland;Eenpersoonshuishouden;2.9;2.9;8.0;9.0
702;Opsterland;Paar zonder kinderen;3.8;3.7;4.0;5.0
703;Opsterland;Paar met kinderen;4.0;3.9;6.0;4.0
704;Opsterland;Eenoudergezin;0.4;0.4;20.0;19.0
705;Schiermonnikoog;Totaal particulier huishouden;0.5;0.5;;
706;Schiermonnikoog;Eenpersoonshuishouden;0.2;0.2;;
707;Schiermonnikoog;Paar zonder kinderen;0.1;0.1;;
708;Schiermonnikoog;Paar met kinderen;0.1;0.1;;
709;Schiermonnikoog;Eenoudergezin;;;;
710;Smallingerland;Totaal particulier huishouden;22.2;21.4;8.0;8.0
711;Smallingerland;Eenpersoonshuishouden;6.6;6.3;13.0;14.0
712;Smallingerland;Paar zonder kinderen;7.0;6.8;4.0;4.0
713;Smallingerland;Paar met kinderen;6.7;6.5;6.0;4.0
714;Smallingerland;Eenoudergezin;1.4;1.3;22.0;28.0
715;Sneek;Totaal particulier huishouden;14.1;13.6;9.0;9.0
716;Sneek;Eenpersoonshuishouden;4.7;4.5;15.0;15.0
717;Sneek;Paar zonder kinderen;4.3;4.1;4.0;4.0
718;Sneek;Paar met kinderen;3.9;3.8;6.0;4.0
719;Sneek;Eenoudergezin;0.9;0.8;26.0;31.0
720;Terschelling;Totaal particulier huishouden;2.1;2.0;7.0;7.0
721;Terschelling;Eenpersoonshuishouden;0.8;0.8;9.0;
722;Terschelling;Paar zonder kinderen;0.6;0.6;;
723;Terschelling;Paar met kinderen;0.5;0.5;;
724;Terschelling;Eenoudergezin;0.1;0.1;;
725;Vlieland;Totaal particulier huishouden;0.5;0.5;;
726;Vlieland;Eenpersoonshuishouden;0.2;0.2;;
727;Vlieland;Paar zonder kinderen;0.2;0.2;;
728;Vlieland;Paar met kinderen;0.2;0.1;;
729;Vlieland;Eenoudergezin;;;;
730;Weststellingwerf;Totaal particulier huishouden;10.8;10.4;7.0;7.0
731;Weststellingwerf;Eenpersoonshuishouden;3.1;3.0;10.0;10.0
732;Weststellingwerf;Paar zonder kinderen;3.6;3.5;4.0;5.0
733;Weststellingwerf;Paar met kinderen;3.3;3.2;6.0;4.0
734;Weststellingwerf;Eenoudergezin;0.5;0.5;21.0;28.0
735;Nijefurd;Totaal particulier huishouden;4.5;4.3;9.0;9.0
736;Nijefurd;Eenpersoonshuishouden;1.3;1.2;16.0;15.0
737;Nijefurd;Paar zonder kinderen;1.5;1.4;;
738;Nijefurd;Paar met kinderen;1.4;1.3;8.0;7.0
739;Nijefurd;Eenoudergezin;0.2;0.2;;
740;Assen;Totaal particulier huishouden;25.4;24.6;9.0;8.0
741;Assen;Eenpersoonshuishouden;8.0;7.7;15.0;14.0
742;Assen;Paar zonder kinderen;7.7;7.5;2.0;3.0
743;Assen;Paar met kinderen;7.5;7.4;6.0;3.0
744;Assen;Eenoudergezin;1.6;1.5;21.0;25.0
745;Coevorden;Totaal particulier huishouden;14.6;14.2;8.0;8.0
746;Coevorden;Eenpersoonshuishouden;3.7;3.7;11.0;10.0
747;Coevorden;Paar zonder kinderen;4.9;4.8;4.0;4.0
748;Coevorden;Paar met kinderen;4.8;4.7;8.0;6.0
