ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
1566;Ouder-Amstel;Eenpersoonshuishouden;1.7;1.7;8.0;8.0
1567;Ouder-Amstel;Paar zonder kinderen;1.6;1.6;;
1568;Ouder-Amstel;Paar met kinderen;1.7;1.6;;
1569;Ouder-Amstel;Eenoudergezin;0.4;0.3;;
1570;Purmerend;Totaal particulier huishouden;31.3;30.4;7.0;8.0
1571;Purmerend;Eenpersoonshuishouden;9.2;8.9;12.0;13.0
1572;Purmerend;Paar zonder kinderen;9.1;9.0;3.0;4.0
1573;Purmerend;Paar met kinderen;10.0;9.8;4.0;3.0
1574;Purmerend;Eenoudergezin;2.1;2.0;19.0;23.0
1575;Schagen;Totaal particulier huishouden;7.3;7.1;6.0;6.0
1576;Schagen;Eenpersoonshuishouden;2.0;2.0;11.0;11.0
1577;Schagen;Paar zonder kinderen;2.4;2.4;;
1578;Schagen;Paar met kinderen;2.2;2.1;4.0;
1579;Schagen;Eenoudergezin;0.5;0.4;;20.0
1580;Texel;Totaal particulier huishouden;5.7;5.4;10.0;9.0
1581;Texel;Eenpersoonshuishouden;1.8;1.6;12.0;11.0
1582;Texel;Paar zonder kinderen;1.8;1.8;6.0;6.0
1583;Texel;Paar met kinderen;1.7;1.6;9.0;6.0
1584;Texel;Eenoudergezin;0.3;0.3;28.0;29.0
1585;Uitgeest;Totaal particulier huishouden;4.5;4.4;4.0;4.0
1586;Uitgeest;Eenpersoonshuishouden;1.0;1.0;10.0;10.0
1587;Uitgeest;Paar zonder kinderen;1.4;1.4;;
1588;Uitgeest;Paar met kinderen;1.8;1.7;;
1589;Uitgeest;Eenoudergezin;0.2;0.2;;
1590;Uithoorn;Totaal particulier huishouden;11.2;10.9;4.0;4.0
1591;Uithoorn;Eenpersoonshuishouden;3.2;3.1;7.0;8.0
1592;Uithoorn;Paar zonder kinderen;3.6;3.5;;
1593;Uithoorn;Paar met kinderen;3.6;3.5;3.0;2.0
1594;Uithoorn;Eenoudergezin;0.6;0.6;;
1595;Velsen;Totaal particulier huishouden;28.3;27.7;6.0;6.0
1596;Velsen;Eenpersoonshuishouden;8.8;8.6;9.0;9.0
1597;Velsen;Paar zonder kinderen;8.3;8.2;2.0;3.0
1598;Velsen;Paar met kinderen;8.9;8.7;4.0;2.0
1599;Velsen;Eenoudergezin;1.6;1.5;24.0;27.0
1600;Venhuizen;Totaal particulier huishouden;2.9;2.8;5.0;5.0
1601;Venhuizen;Eenpersoonshuishouden;0.7;0.6;;
1602;Venhuizen;Paar zonder kinderen;1.0;1.0;;
1603;Venhuizen;Paar met kinderen;1.2;1.1;;
1604;Venhuizen;Eenoudergezin;0.1;0.1;;
1605;Weesp;Totaal particulier huishouden;8.1;7.8;7.0;7.0
1606;Weesp;Eenpersoonshuishouden;3.0;2.9;8.0;9.0
1607;Weesp;Paar zonder kinderen;2.4;2.3;4.0;4.0
1608;Weesp;Paar met kinderen;2.0;1.9;6.0;5.0
1609;Weesp;Eenoudergezin;0.5;0.5;;17.0
1610;Schermer;Totaal particulier huishouden;1.9;1.8;6.0;6.0
1611;Schermer;Eenpersoonshuishouden;0.4;0.4;;
1612;Schermer;Paar zonder kinderen;0.6;0.6;;
1613;Schermer;Paar met kinderen;0.7;0.7;;
1614;Schermer;Eenoudergezin;0.1;0.1;;
1615;Wervershoof;Totaal particulier huishouden;3.1;3.1;6.0;6.0
1616;Wervershoof;Eenpersoonshuishouden;0.8;0.7;;
1617;Wervershoof;Paar zonder kinderen;0.9;0.9;;
1618;Wervershoof;Paar met kinderen;1.3;1.3;;
1619;Wervershoof;Eenoudergezin;0.1;0.1;;
1620;Wieringen;Totaal particulier huishouden;3.5;3.4;5.0;6.0
1621;Wieringen;Eenpersoonshuishouden;0.9;0.9;8.0;10.0
1622;Wieringen;Paar zonder kinderen;1.2;1.2;;
1623;Wieringen;Paar met kinderen;1.1;1.1;;
1624;Wieringen;Eenoudergezin;0.1;0.1;;
1625;Wieringermeer;Totaal particulier huishouden;5.0;4.8;6.0;7.0
1626;Wieringermeer;Eenpersoonshuishouden;1.1;1.1;7.0;8.0
1627;Wieringermeer;Paar zonder kinderen;1.7;1.7;5.0;6.0
1628;Wieringermeer;Paar met kinderen;1.7;1.7;5.0;5.0
1629;Wieringermeer;Eenoudergezin;0.2;0.2;;
1630;Wognum;Totaal particulier huishouden;2.9;2.8;5.0;5.0
1631;Wognum;Eenpersoonshuishouden;0.6;0.6;;
1632;Wognum;Paar zonder kinderen;0.9;0.8;;
1633;Wognum;Paar met kinderen;1.2;1.2;;
1634;Wognum;Eenoudergezin;0.1;0.1;;
1635;Zandvoort;Totaal particulier huishouden;7.9;7.5;9.0;10.0
1636;Zandvoort;Eenpersoonshuishouden;3.1;3.0;11.0;13.0
1637;Zandvoort;Paar zonder kinderen;2.3;2.3;5.0;6.0
1638;Zandvoort;Paar met kinderen;1.7;1.7;7.0;6.0
1639;Zandvoort;Eenoudergezin;0.5;0.4;20.0;22.0
1640;Zijpe;Totaal particulier huishouden;4.5;4.4;9.0;8.0
1641;Zijpe;Eenpersoonshuishouden;1.1;1.1;15.0;13.0
1642;Zijpe;Paar zonder kinderen;1.5;1.5;;
1643;Zijpe;Paar met kinderen;1.5;1.4;8.0;5.0
1644;Zijpe;Eenoudergezin;0.3;0.2;;
1645;Zeevang;Totaal particulier huishouden;2.4;2.4;5.0;5.0
1646;Zeevang;Eenpersoonshuishouden;0.5;0.5;;
1647;Zeevang;Paar zonder kinderen;0.9;0.9;;
1648;Zeevang;Paar met kinderen;0.9;0.9;;
1649;Zeevang;Eenoudergezin;0.1;0.1;;
1650;Zaanstad;Totaal particulier huishouden;59.4;57.7;7.0;7.0
1651;Zaanstad;Eenpersoonshuishouden;18.5;17.7;11.0;11.0
1652;Zaanstad;Paar zonder kinderen;17.7;17.4;2.0;3.0
1653;Zaanstad;Paar met kinderen;17.4;17.0;5.0;3.0
1654;Zaanstad;Eenoudergezin;4.0;3.8;20.0;24.0
1655;Ter Aar;Totaal particulier huishouden;3.2;3.1;4.0;3.0
1656;Ter Aar;Eenpersoonshuishouden;0.6;0.6;;
1657;Ter Aar;Paar zonder kinderen;1.0;0.9;;
1658;Ter Aar;Paar met kinderen;1.4;1.4;;
1659;Ter Aar;Eenoudergezin;0.1;0.1;;
1660;Alblasserdam;Totaal particulier huishouden;7.2;7.0;5.0;5.0
1661;Alblasserdam;Eenpersoonshuishouden;1.9;1.8;9.0;9.0
1662;Alblasserdam;Paar zonder kinderen;2.2;2.2;;
1663;Alblasserdam;Paar met kinderen;2.5;2.5;3.0;
1664;Alblasserdam;Eenoudergezin;0.4;0.3;;
1665;Alkemade;Totaal particulier huishouden;5.4;5.3;5.0;5.0
1666;Alkemade;Eenpersoonshuishouden;1.3;1.2;7.0;10.0
1667;Alkemade;Paar zonder kinderen;1.6;1.5;5.0;5.0
1668;Alkemade;Paar met kinderen;2.2;2.1;;
1669;Alkemade;Eenoudergezin;0.2;0.2;;
1670;Alphen aan den Rijn;Totaal particulier huishouden;28.3;27.5;5.0;5.0
1671;Alphen aan den Rijn;Eenpersoonshuishouden;8.1;7.7;9.0;8.0
1672;Alphen aan den Rijn;Paar zonder kinderen;8.4;8.2;2.0;3.0
1673;Alphen aan den Rijn;Paar met kinderen;9.5;9.3;3.0;3.0
1674;Alphen aan den Rijn;Eenoudergezin;1.6;1.5;17.0;19.0
1675;Barendrecht;Totaal particulier huishouden;13.7;13.4;3.0;4.0
1676;Barendrecht;Eenpersoonshuishouden;2.8;2.7;6.0;8.0
1677;Barendrecht;Paar zonder kinderen;4.5;4.5;;2.0
1678;Barendrecht;Paar met kinderen;5.4;5.3;3.0;2.0
1679;Barendrecht;Eenoudergezin;0.6;0.6;;
1680;Bergambacht;Totaal particulier huishouden;3.5;3.4;4.0;5.0
1681;Bergambacht;Eenpersoonshuishouden;0.8;0.8;;
1682;Bergambacht;Paar zonder kinderen;1.2;1.2;;
1683;Bergambacht;Paar met kinderen;1.3;1.3;;
1684;Bergambacht;Eenoudergezin;0.1;0.1;;
1685;Bergschenhoek;Totaal particulier huishouden;5.5;5.3;4.0;4.0
1686;Bergschenhoek;Eenpersoonshuishouden;1.0;0.9;;
1687;Bergschenhoek;Paar zonder kinderen;1.7;1.6;;
1688;Bergschenhoek;Paar met kinderen;2.5;2.5;;
1689;Bergschenhoek;Eenoudergezin;0.2;0.2;;
1690;Berkel en Rodenrijs;Totaal particulier huishouden;6.5;6.3;6.0;6.0
1691;Berkel en Rodenrijs;Eenpersoonshuishouden;1.4;1.4;10.0;11.0
1692;Berkel en Rodenrijs;Paar zonder kinderen;2.1;2.0;;
1693;Berkel en Rodenrijs;Paar met kinderen;2.5;2.5;4.0;3.0
1694;Berkel en Rodenrijs;Eenoudergezin;0.3;0.3;;
1695;Bleiswijk;Totaal particulier huishouden;3.8;3.7;4.0;5.0
1696;Bleiswijk;Eenpersoonshuishouden;0.7;0.7;;
1697;Bleiswijk;Paar zonder kinderen;1.2;1.1;;
1698;Bleiswijk;Paar met kinderen;1.6;1.6;;
1699;Bleiswijk;Eenoudergezin;0.2;0.2;;
1700;Bodegraven;Totaal particulier huishouden;7.3;7.1;5.0;4.0
1701;Bodegraven;Eenpersoonshuishouden;1.7;1.7;8.0;7.0
1702;Bodegraven;Paar zonder kinderen;2.2;2.1;;
1703;Bodegraven;Paar met kinderen;2.9;2.9;4.0;
1704;Bodegraven;Eenoudergezin;0.3;0.3;;
1705;Drechterland;Totaal particulier huishouden;3.8;3.7;3.0;4.0
1706;Drechterland;Eenpersoonshuishouden;0.8;0.8;;10.0
1707;Drechterland;Paar zonder kinderen;1.2;1.2;;
1708;Drechterland;Paar met kinderen;1.5;1.5;;
1709;Drechterland;Eenoudergezin;0.1;0.1;;
1710;Boskoop;Totaal particulier huishouden;5.9;5.7;5.0;5.0
1711;Boskoop;Eenpersoonshuishouden;1.5;1.4;11.0;10.0
1712;Boskoop;Paar zonder kinderen;1.9;1.9;;
1713;Boskoop;Paar met kinderen;2.2;2.1;4.0;
1714;Boskoop;Eenoudergezin;0.2;0.2;;
1715;Brielle;Totaal particulier huishouden;6.7;6.5;5.0;5.0
1716;Brielle;Eenpersoonshuishouden;1.7;1.7;10.0;9.0
1717;Brielle;Paar zonder kinderen;2.4;2.3;;
1718;Brielle;Paar met kinderen;2.1;2.1;5.0;4.0
1719;Brielle;Eenoudergezin;0.3;0.3;;
1720;Capelle aan den IJssel;Totaal particulier huishouden;28.0;27.2;7.0;8.0
1721;Capelle aan den IJssel;Eenpersoonshuishouden;9.0;8.8;12.0;14.0
1722;Capelle aan den IJssel;Paar zonder kinderen;8.2;8.1;3.0;3.0
1723;Capelle aan den IJssel;Paar met kinderen;7.9;7.7;4.0;2.0
1724;Capelle aan den IJssel;Eenoudergezin;2.1;2.0;16.0;20.0
1725;Delft;Totaal particulier huishouden;40.7;38.5;9.0;10.0
1726;Delft;Eenpersoonshuishouden;16.3;15.0;13.0;14.0
1727;Delft;Paar zonder kinderen;11.0;10.6;3.0;4.0
1728;Delft;Paar met kinderen;9.2;9.0;7.0;5.0
1729;Delft;Eenoudergezin;2.9;2.7;22.0;26.0
1730;Dirksland;Totaal particulier huishouden;3.1;3.1;4.0;4.0
1731;Dirksland;Eenpersoonshuishouden;0.8;0.7;;
1732;Dirksland;Paar zonder kinderen;1.0;1.0;;
1733;Dirksland;Paar met kinderen;1.2;1.1;;
1734;Dirksland;Eenoudergezin;0.1;0.1;;
1735;Dordrecht;Totaal particulier huishouden;51.6;49.6;10.0;10.0
1736;Dordrecht;Eenpersoonshuishouden;17.6;16.7;15.0;15.0
1737;Dordrecht;Paar zonder kinderen;14.4;14.0;4.0;5.0
1738;Dordrecht;Paar met kinderen;14.1;13.7;6.0;5.0
1739;Dordrecht;Eenoudergezin;3.7;3.5;25.0;30.0
1740;Goedereede;Totaal particulier huishouden;4.3;4.2;4.0;4.0
1741;Goedereede;Eenpersoonshuishouden;0.9;0.9;;
1742;Goedereede;Paar zonder kinderen;1.5;1.4;;
1743;Goedereede;Paar met kinderen;1.7;1.6;4.0;
1744;Goedereede;Eenoudergezin;0.2;0.2;;
1745;Gorinchem;Totaal particulier huishouden;14.8;14.3;7.0;7.0
1746;Gorinchem;Eenpersoonshuishouden;5.1;4.9;11.0;11.0
1747;Gorinchem;Paar zonder kinderen;4.3;4.2;3.0;3.0
1748;Gorinchem;Paar met kinderen;4.2;4.1;4.0;3.0
1749;Gorinchem;Eenoudergezin;0.8;0.8;15.0;22.0
1750;Gouda;Totaal particulier huishouden;29.7;28.8;8.0;8.0
1751;Gouda;Eenpersoonshuishouden;9.8;9.4;12.0;12.0
1752;Gouda;Paar zonder kinderen;8.5;8.4;4.0;4.0
1753;Gouda;Paar met kinderen;9.0;8.8;5.0;4.0
1754;Gouda;Eenoudergezin;1.6;1.5;20.0;24.0
1755;'s-Gravendeel;Totaal particulier huishouden;3.6;3.5;4.0;4.0
1756;'s-Gravendeel;Eenpersoonshuishouden;0.9;0.8;;
1757;'s-Gravendeel;Paar zonder kinderen;1.3;1.2;;
1758;'s-Gravendeel;Paar met kinderen;1.3;1.2;;
1759;'s-Gravendeel;Eenoudergezin;0.2;0.2;;
1760;'s-Gravenhage;Totaal particulier huishouden;217.5;205.0;13.0;13.0
1761;'s-Gravenhage;Eenpersoonshuishouden;99.2;92.6;15.0;16.0
1762;'s-Gravenhage;Paar zonder kinderen;48.2;46.5;5.0;6.0
1763;'s-Gravenhage;Paar met kinderen;42.5;40.6;11.0;8.0
1764;'s-Gravenhage;Eenoudergezin;18.1;17.0;27.0;31.0
1765;'s-Gravenzande;Totaal particulier huishouden;7.3;7.1;6.0;6.0
1766;'s-Gravenzande;Eenpersoonshuishouden;1.6;1.5;9.0;10.0
1767;'s-Gravenzande;Paar zonder kinderen;2.3;2.2;;4.0
1768;'s-Gravenzande;Paar met kinderen;2.9;2.8;6.0;5.0
1769;'s-Gravenzande;Eenoudergezin;0.4;0.3;;25.0
1770;Hardinxveld-Giessendam;Totaal particulier huishouden;6.4;6.3;3.0;3.0
1771;Hardinxveld-Giessendam;Eenpersoonshuishouden;1.4;1.4;;
1772;Hardinxveld-Giessendam;Paar zonder kinderen;2.0;1.9;;
1773;Hardinxveld-Giessendam;Paar met kinderen;2.6;2.6;;
1774;Hardinxveld-Giessendam;Eenoudergezin;0.2;0.2;;
1775;Noorder-Koggenland;Totaal particulier huishouden;4.0;3.9;5.0;5.0
1776;Noorder-Koggenland;Eenpersoonshuishouden;0.9;0.8;9.0;10.0
1777;Noorder-Koggenland;Paar zonder kinderen;1.4;1.4;;
1778;Noorder-Koggenland;Paar met kinderen;1.5;1.4;;
1779;Noorder-Koggenland;Eenoudergezin;0.2;0.2;;
1780;Hellevoetsluis;Totaal particulier huishouden;16.1;15.6;7.0;8.0
1781;Hellevoetsluis;Eenpersoonshuishouden;4.1;3.9;15.0;15.0
1782;Hellevoetsluis;Paar zonder kinderen;5.2;5.1;3.0;3.0
1783;Hellevoetsluis;Paar met kinderen;5.4;5.2;4.0;3.0
1784;Hellevoetsluis;Eenoudergezin;1.0;1.0;21.0;24.0
1785;Hendrik-Ido-Ambacht;Totaal particulier huishouden;8.5;8.3;4.0;4.0
1786;Hendrik-Ido-Ambacht;Eenpersoonshuishouden;2.0;1.9;7.0;7.0
1787;Hendrik-Ido-Ambacht;Paar zonder kinderen;2.8;2.7;;3.0
1788;Hendrik-Ido-Ambacht;Paar met kinderen;3.2;3.2;3.0;2.0
1789;Hendrik-Ido-Ambacht;Eenoudergezin;0.4;0.3;;
1790;Stede Broec;Totaal particulier huishouden;8.1;7.9;5.0;5.0
1791;Stede Broec;Eenpersoonshuishouden;1.8;1.7;10.0;10.0
1792;Stede Broec;Paar zonder kinderen;2.7;2.6;;
1793;Stede Broec;Paar met kinderen;3.1;3.0;3.0;
1794;Stede Broec;Eenoudergezin;0.4;0.4;22.0;20.0
1795;Hillegom;Totaal particulier huishouden;8.4;8.2;5.0;5.0
1796;Hillegom;Eenpersoonshuishouden;2.4;2.4;9.0;10.0
1797;Hillegom;Paar zonder kinderen;2.6;2.5;;
1798;Hillegom;Paar met kinderen;2.8;2.7;3.0;
1799;Hillegom;Eenoudergezin;0.4;0.4;;18.0
1800;Katwijk;Totaal particulier huishouden;15.5;15.1;5.0;4.0
1801;Katwijk;Eenpersoonshuishouden;4.2;4.1;8.0;7.0
1802;Katwijk;Paar zonder kinderen;4.2;4.0;3.0;3.0
1803;Katwijk;Paar met kinderen;6.0;5.9;3.0;1.0
1804;Katwijk;Eenoudergezin;0.8;0.7;14.0;16.0
1805;Krimpen aan den IJssel;Totaal particulier huishouden;11.3;11.1;4.0;4.0
1806;Krimpen aan den IJssel;Eenpersoonshuishouden;2.7;2.6;8.0;8.0
1807;Krimpen aan den IJssel;Paar zonder kinderen;3.8;3.7;;2.0
1808;Krimpen aan den IJssel;Paar met kinderen;4.0;3.9;3.0;
1809;Krimpen aan den IJssel;Eenoudergezin;0.6;0.6;18.0;20.0
1810;Leerdam;Totaal particulier huishouden;8.0;7.8;6.0;5.0
1811;Leerdam;Eenpersoonshuishouden;2.0;2.0;10.0;8.0
1812;Leerdam;Paar zonder kinderen;2.3;2.3;;
1813;Leerdam;Paar met kinderen;2.9;2.8;4.0;
1814;Leerdam;Eenoudergezin;0.4;0.4;;
1815;Leiden;Totaal particulier huishouden;51.6;49.0;9.0;10.0
1816;Leiden;Eenpersoonshuishouden;21.8;20.3;13.0;14.0
1817;Leiden;Paar zonder kinderen;13.3;12.9;3.0;4.0
1818;Leiden;Paar met kinderen;12.0;11.6;6.0;4.0
1819;Leiden;Eenoudergezin;3.1;2.9;22.0;27.0
1820;Leiderdorp;Totaal particulier huishouden;10.9;10.7;5.0;5.0
1821;Leiderdorp;Eenpersoonshuishouden;3.3;3.2;9.0;8.0
1822;Leiderdorp;Paar zonder kinderen;3.3;3.3;;2.0
1823;Leiderdorp;Paar met kinderen;3.6;3.5;4.0;3.0
1824;Leiderdorp;Eenoudergezin;0.6;0.6;;
1825;De Lier;Totaal particulier huishouden;4.3;4.1;3.0;3.0
1826;De Lier;Eenpersoonshuishouden;1.0;0.9;;
1827;De Lier;Paar zonder kinderen;1.3;1.3;;
1828;De Lier;Paar met kinderen;1.7;1.6;;
1829;De Lier;Eenoudergezin;0.2;0.2;;
1830;Lisse;Totaal particulier huishouden;8.9;8.6;5.0;4.0
1831;Lisse;Eenpersoonshuishouden;2.5;2.4;9.0;8.0
1832;Lisse;Paar zonder kinderen;2.8;2.7;;
1833;Lisse;Paar met kinderen;3.1;3.0;3.0;
1834;Lisse;Eenoudergezin;0.4;0.4;;
1835;Maasland;Totaal particulier huishouden;2.5;2.4;5.0;4.0
1836;Maasland;Eenpersoonshuishouden;0.5;0.5;;
1837;Maasland;Paar zonder kinderen;0.8;0.8;;
1838;Maasland;Paar met kinderen;1.1;1.1;;
1839;Maasland;Eenoudergezin;0.1;0.1;;
1840;Maassluis;Totaal particulier huishouden;13.6;13.2;7.0;7.0
1841;Maassluis;Eenpersoonshuishouden;3.9;3.8;9.0;10.0
1842;Maassluis;Paar zonder kinderen;4.3;4.2;2.0;2.0
1843;Maassluis;Paar met kinderen;4.2;4.0;5.0;4.0
1844;Maassluis;Eenoudergezin;0.9;0.8;28.0;28.0
1845;Wester-Koggenland;Totaal particulier huishouden;5.1;5.0;5.0;4.0
1846;Wester-Koggenland;Eenpersoonshuishouden;1.1;1.1;8.0;7.0
1847;Wester-Koggenland;Paar zonder kinderen;1.6;1.6;;
1848;Wester-Koggenland;Paar met kinderen;2.0;2.0;;
1849;Wester-Koggenland;Eenoudergezin;0.2;0.2;;
1850;Middelharnis;Totaal particulier huishouden;6.8;6.7;5.0;4.0
1851;Middelharnis;Eenpersoonshuishouden;1.7;1.7;6.0;7.0
1852;Middelharnis;Paar zonder kinderen;2.3;2.2;;3.0
1853;Middelharnis;Paar met kinderen;2.3;2.3;4.0;
1854;Middelharnis;Eenoudergezin;0.3;0.3;;
1855;Monster;Totaal particulier huishouden;7.7;7.6;8.0;7.0
1856;Monster;Eenpersoonshuishouden;1.9;1.9;19.0;16.0
1857;Monster;Paar zonder kinderen;2.3;2.3;3.0;3.0
1858;Monster;Paar met kinderen;2.9;2.8;4.0;3.0
1859;Monster;Eenoudergezin;0.4;0.3;;
1860;Moordrecht;Totaal particulier huishouden;3.0;2.9;6.0;7.0
1861;Moordrecht;Eenpersoonshuishouden;0.6;0.6;15.0;16.0
1862;Moordrecht;Paar zonder kinderen;0.9;0.9;;
1863;Moordrecht;Paar met kinderen;1.2;1.1;;
1864;Moordrecht;Eenoudergezin;0.1;0.1;;
1865;Naaldwijk;Totaal particulier huishouden;10.9;10.6;5.0;5.0
1866;Naaldwijk;Eenpersoonshuishouden;2.5;2.5;5.0;6.0
1867;Naaldwijk;Paar zonder kinderen;3.4;3.3;3.0;4.0
1868;Naaldwijk;Paar met kinderen;4.3;4.2;5.0;4.0
1869;Naaldwijk;Eenoudergezin;0.4;0.4;;
1870;Nieuwerkerk aan den IJssel;Totaal particulier huishouden;8.5;8.2;5.0;5.0
1871;Nieuwerkerk aan den IJssel;Eenpersoonshuishouden;1.9;1.8;10.0;9.0
1872;Nieuwerkerk aan den IJssel;Paar zonder kinderen;2.5;2.5;;3.0
1873;Nieuwerkerk aan den IJssel;Paar met kinderen;3.4;3.3;3.0;
1874;Nieuwerkerk aan den IJssel;Eenoudergezin;0.5;0.5;;16.0
1875;Bernisse;Totaal particulier huishouden;5.0;4.9;4.0;5.0
1876;Bernisse;Eenpersoonshuishouden;1.0;1.0;9.0;10.0
1877;Bernisse;Paar zonder kinderen;1.9;1.8;;
1878;Bernisse;Paar met kinderen;1.8;1.8;;
1879;Bernisse;Eenoudergezin;0.2;0.2;;
1880;Nieuwkoop;Totaal particulier huishouden;4.1;4.0;4.0;5.0
1881;Nieuwkoop;Eenpersoonshuishouden;0.9;0.9;;
1882;Nieuwkoop;Paar zonder kinderen;1.2;1.2;;
1883;Nieuwkoop;Paar met kinderen;1.6;1.6;;
1884;Nieuwkoop;Eenoudergezin;0.2;0.2;;
1885;Nieuw-Lekkerland;Totaal particulier huishouden;3.2;3.2;3.0;3.0
1886;Nieuw-Lekkerland;Eenpersoonshuishouden;0.6;0.6;;
1887;Nieuw-Lekkerland;Paar zonder kinderen;0.9;0.9;;
1888;Nieuw-Lekkerland;Paar met kinderen;1.4;1.4;;
1889;Nieuw-Lekkerland;Eenoudergezin;0.1;0.1;;
1890;Noordwijk;Totaal particulier huishouden;9.8;9.5;6.0;6.0
1891;Noordwijk;Eenpersoonshuishouden;3.2;3.1;10.0;10.0
1892;Noordwijk;Paar zonder kinderen;2.8;2.6;3.0;3.0
1893;Noordwijk;Paar met kinderen;3.1;3.0;4.0;3.0
1894;Noordwijk;Eenoudergezin;0.5;0.5;;14.0
1895;Noordwijkerhout;Totaal particulier huishouden;5.8;5.6;5.0;5.0
1896;Noordwijkerhout;Eenpersoonshuishouden;1.6;1.5;9.0;8.0
1897;Noordwijkerhout;Paar zonder kinderen;1.6;1.6;;
1898;Noordwijkerhout;Paar met kinderen;2.1;2.0;;
1899;Noordwijkerhout;Eenoudergezin;0.3;0.3;;
1900;Oegstgeest;Totaal particulier huishouden;8.3;8.1;5.0;5.0
1901;Oegstgeest;Eenpersoonshuishouden;2.5;2.4;7.0;7.0
1902;Oegstgeest;Paar zonder kinderen;2.5;2.4;;
1903;Oegstgeest;Paar met kinderen;2.7;2.7;3.0;
1904;Oegstgeest;Eenoudergezin;0.4;0.4;;
1905;Oostflakkee;Totaal particulier huishouden;4.0;3.9;6.0;6.0
1906;Oostflakkee;Eenpersoonshuishouden;0.9;0.9;12.0;15.0
1907;Oostflakkee;Paar zonder kinderen;1.4;1.4;;
1908;Oostflakkee;Paar met kinderen;1.4;1.4;;
1909;Oostflakkee;Eenoudergezin;0.2;0.2;;
1910;Oud-Beijerland;Totaal particulier huishouden;8.8;8.6;4.0;4.0
1911;Oud-Beijerland;Eenpersoonshuishouden;2.0;2.0;8.0;9.0
1912;Oud-Beijerland;Paar zonder kinderen;2.8;2.7;;
1913;Oud-Beijerland;Paar met kinderen;3.4;3.3;3.0;
1914;Oud-Beijerland;Eenoudergezin;0.5;0.5;;
1915;Binnenmaas;Totaal particulier huishouden;7.7;7.5;4.0;4.0
1916;Binnenmaas;Eenpersoonshuishouden;1.7;1.6;8.0;10.0
1917;Binnenmaas;Paar zonder kinderen;2.8;2.8;;
1918;Binnenmaas;Paar met kinderen;2.7;2.7;3.0;
1919;Binnenmaas;Eenoudergezin;0.3;0.3;;
1920;Korendijk;Totaal particulier huishouden;4.1;4.0;4.0;5.0
1921;Korendijk;Eenpersoonshuishouden;0.9;0.9;;
1922;Korendijk;Paar zonder kinderen;1.4;1.4;;
1923;Korendijk;Paar met kinderen;1.5;1.5;;
1924;Korendijk;Eenoudergezin;0.2;0.2;;
1925;Oudewater;Totaal particulier huishouden;3.7;3.6;4.0;4.0
1926;Oudewater;Eenpersoonshuishouden;1.0;1.0;8.0;9.0
1927;Oudewater;Paar zonder kinderen;1.1;1.0;;
1928;Oudewater;Paar met kinderen;1.4;1.3;;
1929;Oudewater;Eenoudergezin;0.2;0.2;;
1930;Papendrecht;Totaal particulier huishouden;12.4;12.1;5.0;5.0
1931;Papendrecht;Eenpersoonshuishouden;3.2;3.2;10.0;11.0
1932;Papendrecht;Paar zonder kinderen;4.1;4.0;2.0;2.0
1933;Papendrecht;Paar met kinderen;4.2;4.1;3.0;
1934;Papendrecht;Eenoudergezin;0.6;0.6;19.0;22.0
1935;Reeuwijk;Totaal particulier huishouden;4.8;4.7;5.0;4.0
1936;Reeuwijk;Eenpersoonshuishouden;1.0;1.0;;7.0
1937;Reeuwijk;Paar zonder kinderen;1.6;1.5;;
1938;Reeuwijk;Paar met kinderen;1.9;1.8;4.0;
1939;Reeuwijk;Eenoudergezin;0.2;0.2;;
1940;Ridderkerk;Totaal particulier huishouden;19.3;18.9;5.0;5.0
1941;Ridderkerk;Eenpersoonshuishouden;5.4;5.3;9.0;10.0
1942;Ridderkerk;Paar zonder kinderen;6.5;6.4;2.0;2.0
1943;Ridderkerk;Paar met kinderen;5.9;5.7;3.0;2.0
1944;Ridderkerk;Eenoudergezin;1.0;0.9;17.0;19.0
1945;Rotterdam;Totaal particulier huishouden;280.1;264.2;15.0;16.0
1946;Rotterdam;Eenpersoonshuishouden;123.6;115.1;19.0;20.0
1947;Rotterdam;Paar zonder kinderen;65.4;62.9;6.0;7.0
1948;Rotterdam;Paar met kinderen;52.2;49.9;13.0;10.0
1949;Rotterdam;Eenoudergezin;26.8;25.1;29.0;34.0
1950;Rozenburg;Totaal particulier huishouden;5.7;5.5;5.0;6.0
1951;Rozenburg;Eenpersoonshuishouden;1.6;1.6;12.0;12.0
1952;Rozenburg;Paar zonder kinderen;2.0;1.9;;
1953;Rozenburg;Paar met kinderen;1.7;1.6;;
1954;Rozenburg;Eenoudergezin;0.3;0.2;;
1955;Rijnsburg;Totaal particulier huishouden;5.3;5.2;5.0;5.0
1956;Rijnsburg;Eenpersoonshuishouden;1.1;1.1;;9.0
1957;Rijnsburg;Paar zonder kinderen;1.5;1.5;;
1958;Rijnsburg;Paar met kinderen;2.3;2.3;4.0;
1959;Rijnsburg;Eenoudergezin;0.2;0.2;;
1960;Rijswijk;Totaal particulier huishouden;23.1;22.4;7.0;7.0
1961;Rijswijk;Eenpersoonshuishouden;9.3;9.0;9.0;9.0
1962;Rijswijk;Paar zonder kinderen;7.0;6.9;2.0;3.0
