ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
1345;"Finance companies; car dealers";2013 July;4.0;155.0;41.0;6.0;43.0;1257.0;1162.0;11.0;11;0;2;0;8;44;96;2;;;;;;;;;
1346;"Finance companies; car dealers";2013 August;3.0;155.0;36.0;5.0;51.0;1247.0;1152.0;11.0;11;0;2;0;3;43;94;1;;;;;;;;;
1347;"Finance companies; car dealers";2013 September;3.0;151.0;37.0;5.0;53.0;1211.0;1117.0;11.0;11;0;4;0;6;48;100;2;;;;;;;;;
1348;"Finance companies; car dealers";2013 October;4.0;150.0;45.0;6.0;51.0;1211.0;1117.0;11.0;11;0;4;0;5;47;98;2;;;;;;;;;
1349;"Finance companies; car dealers";2013 November;3.0;150.0;41.0;6.0;50.0;1208.0;1114.0;11.0;11;0;2;0;3;46;97;1;;;;;;;;;
1350;"Finance companies; car dealers";2013 December;4.0;149.0;45.0;6.0;54.0;1206.0;1110.0;11.0;11;0;3;0;4;45;95;2;;;;;;;;;
1351;"Finance companies; other";1998 January;2.0;40.0;10.0;3.0;17.0;309.0;269.0;;879;6;57;5;57;707;1360;43;;10.0;1.0;11.0;1.0;2.0;135.0;144.0;9.0
1352;"Finance companies; other";1998 February;2.0;40.0;10.0;3.0;15.0;308.0;265.0;;883;8;52;5;49;716;1367;51;;10.0;1.0;12.0;1.0;3.0;145.0;149.0;9.0
1353;"Finance companies; other";1998 March;3.0;39.0;13.0;3.0;18.0;306.0;261.0;;879;13;60;4;57;723;1378;58;;11.0;1.0;19.0;1.0;6.0;158.0;161.0;15.0
1354;"Finance companies; other";1998 April;3.0;39.0;10.0;2.0;18.0;300.0;254.0;;881;6;60;6;54;736;1417;44;;12.0;1.0;18.0;1.0;6.0;171.0;173.0;14.0
1355;"Finance companies; other";1998 May;2.0;38.0;10.0;3.0;18.0;296.0;247.0;;891;5;54;5;58;738;1437;39;;13.0;1.0;18.0;1.0;6.0;183.0;186.0;13.0
1356;"Finance companies; other";1998 June;2.0;38.0;8.0;2.0;16.0;290.0;240.0;;874;10;51;5;58;735;1453;36;;13.0;1.0;16.0;1.0;6.0;195.0;198.0;13.0
1357;"Finance companies; other";1998 July;2.0;37.0;9.0;2.0;16.0;284.0;242.0;;904;8;53;7;49;746;1459;36;;14.0;1.0;20.0;1.0;12.0;204.0;208.0;16.0
1358;"Finance companies; other";1998 August;2.0;36.0;8.0;2.0;20.0;274.0;223.0;;910;4;50;6;60;743;1471;32;;15.0;1.0;19.0;1.0;2.0;223.0;226.0;14.0
1359;"Finance companies; other";1998 September;2.0;37.0;9.0;2.0;10.0;275.0;224.0;;923;13;66;6;47;767;1597;48;;16.0;2.0;33.0;1.0;15.0;242.0;246.0;26.0
1360;"Finance companies; other";1998 October;3.0;36.0;9.0;2.0;17.0;270.0;215.0;;891;24;75;6;58;790;1562;50;;17.0;1.0;23.0;1.0;7.0;260.0;264.0;17.0
1361;"Finance companies; other";1998 November;3.0;36.0;10.0;2.0;16.0;265.0;210.0;;900;14;63;5;52;806;1578;53;;18.0;1.0;27.0;2.0;11.0;278.0;282.0;22.0
1362;"Finance companies; other";1998 December;6.0;46.0;13.0;2.0;1.0;280.0;224.0;;914;19;79;5;58;833;1596;61;;18.0;2.0;33.0;2.0;16.0;296.0;303.0;27.0
1363;"Finance companies; other";1999 January;4.0;45.0;10.0;2.0;10.0;283.0;228.0;;915;7;49;6;54;833;1618;32;;19.0;1.0;21.0;2.0;13.0;307.0;310.0;17.0
1364;"Finance companies; other";1999 February;3.0;52.0;11.0;3.0;12.0;284.0;229.0;;920;14;47;6;54;831;1641;34;;19.0;1.0;23.0;2.0;13.0;318.0;321.0;18.0
1365;"Finance companies; other";1999 March;4.0;54.0;15.0;3.0;14.0;287.0;233.0;;918;19;49;6;48;838;1677;43;;20.0;1.0;27.0;2.0;12.0;334.0;337.0;22.0
1366;"Finance companies; other";1999 April;4.0;56.0;13.0;2.0;12.0;290.0;236.0;;921;11;55;6;40;859;1713;31;;20.0;1.0;21.0;2.0;15.0;343.0;345.0;16.0
1367;"Finance companies; other";1999 May;3.0;57.0;12.0;2.0;11.0;293.0;239.0;;922;5;53;6;41;878;1752;32;;20.0;1.0;19.0;2.0;15.0;350.0;351.0;16.0
1368;"Finance companies; other";1999 June;3.0;58.0;12.0;2.0;17.0;291.0;238.0;;927;18;74;6;49;909;1801;60;;21.0;1.0;25.0;2.0;14.0;363.0;366.0;20.0
1369;"Finance companies; other";1999 July;4.0;60.0;13.0;2.0;13.0;293.0;240.0;;934;12;69;6;55;928;1838;63;;22.0;1.0;29.0;2.0;19.0;376.0;378.0;26.0
1370;"Finance companies; other";1999 August;3.0;62.0;13.0;3.0;14.0;295.0;242.0;;935;11;69;7;52;952;1890;64;;23.0;2.0;31.0;2.0;18.0;391.0;393.0;32.0
1371;"Finance companies; other";1999 September;3.0;62.0;12.0;3.0;13.0;298.0;244.0;;940;17;71;7;58;971;1921;64;;24.0;2.0;32.0;2.0;10.0;416.0;417.0;31.0
1372;"Finance companies; other";1999 October;3.0;65.0;11.0;2.0;12.0;300.0;246.0;;943;13;86;7;56;1008;1959;57;;25.0;2.0;29.0;2.0;16.0;430.0;432.0;27.0
1373;"Finance companies; other";1999 November;4.0;67.0;12.0;2.0;11.0;302.0;248.0;;947;14;61;7;67;1009;1986;53;;26.0;1.0;28.0;3.0;10.0;450.0;453.0;26.0
1374;"Finance companies; other";1999 December;3.0;68.0;11.0;2.0;11.0;304.0;250.0;;955;19;79;7;67;1029;2026;56;;26.0;2.0;40.0;3.0;26.0;467.0;470.0;35.0
1375;"Finance companies; other";2000 January;3.0;67.0;12.0;2.0;16.0;301.0;248.0;;950;11;107;8;105;1038;2034;51;;27.0;2.0;30.0;3.0;19.0;481.0;484.0;30.0
1376;"Finance companies; other";2000 February;4.0;67.0;11.0;2.0;14.0;301.0;248.0;;953;19;110;8;104;1052;2053;53;;28.0;2.0;35.0;3.0;18.0;501.0;503.0;34.0
1377;"Finance companies; other";2000 March;5.0;68.0;15.0;2.0;16.0;302.0;249.0;;952;15;144;8;126;1078;2080;69;;30.0;2.0;45.0;3.0;22.0;527.0;529.0;44.0
1378;"Finance companies; other";2000 April;5.0;75.0;15.0;3.0;13.0;307.0;253.0;;971;15;129;8;114;1100;2106;64;;31.0;2.0;41.0;3.0;23.0;548.0;550.0;40.0
1379;"Finance companies; other";2000 May;4.0;71.0;16.0;4.0;17.0;311.0;257.0;;992;16;145;8;128;1126;2160;74;;33.0;3.0;49.0;3.0;26.0;575.0;577.0;49.0
1380;"Finance companies; other";2000 June;3.0;71.0;11.0;3.0;13.0;312.0;257.0;;994;22;109;9;97;1147;2175;65;;34.0;2.0;45.0;3.0;23.0;601.0;603.0;43.0
1381;"Finance companies; other";2000 July;4.0;72.0;13.0;3.0;15.0;313.0;259.0;;991;12;96;9;94;1158;2185;63;;35.0;2.0;39.0;3.0;22.0;621.0;624.0;42.0
1382;"Finance companies; other";2000 August;4.0;74.0;15.0;3.0;16.0;315.0;262.0;;1003;14;107;9;89;1184;2239;70;;37.0;3.0;43.0;4.0;24.0;644.0;652.0;46.0
1383;"Finance companies; other";2000 September;4.0;75.0;12.0;3.0;14.0;316.0;263.0;;1014;11;89;9;77;1206;2273;57;;38.0;2.0;34.0;4.0;24.0;658.0;665.0;37.0
1384;"Finance companies; other";2000 October;5.0;77.0;17.0;4.0;16.0;321.0;267.0;;1015;16;80;11;74;1223;2296;67;;39.0;2.0;36.0;5.0;28.0;671.0;680.0;37.0
1385;"Finance companies; other";2000 November;4.0;78.0;14.0;3.0;16.0;322.0;268.0;;1017;12;83;11;83;1234;2316;68;;40.0;2.0;32.0;5.0;31.0;677.0;681.0;36.0
1386;"Finance companies; other";2000 December;2.0;78.0;10.0;3.0;14.0;320.0;266.0;;1013;5;71;11;69;1247;2313;43;;39.0;1.0;25.0;5.0;32.0;675.0;677.0;19.0
1387;"Finance companies; other";2001 January;4.0;78.0;11.0;4.0;16.0;318.0;264.0;;1008;16;107;10;111;1254;2323;60;;39.0;1.0;22.0;5.0;28.0;673.0;677.0;17.0
1388;"Finance companies; other";2001 February;3.0;77.0;10.0;3.0;15.0;316.0;261.0;;1000;12;93;12;87;1272;2334;56;;39.0;1.0;25.0;5.0;26.0;677.0;679.0;21.0
1389;"Finance companies; other";2001 March;3.0;75.0;11.0;3.0;15.0;315.0;260.0;;996;13;106;12;84;1306;2361;63;;40.0;1.0;28.0;5.0;25.0;684.0;686.0;23.0
1390;"Finance companies; other";2001 April;3.0;74.0;11.0;3.0;17.0;312.0;256.0;;990;12;94;12;89;1323;2372;57;;40.0;1.0;25.0;5.0;25.0;688.0;691.0;21.0
1391;"Finance companies; other";2001 May;3.0;73.0;11.0;3.0;16.0;310.0;254.0;;1051;9;83;12;82;1336;2386;49;;40.0;1.0;19.0;5.0;11.0;700.0;701.0;17.0
1392;"Finance companies; other";2001 June;2.0;72.0;8.0;2.0;12.0;308.0;253.0;;1044;10;97;12;95;1350;2390;43;;40.0;0.0;10.0;5.0;33.0;682.0;688.0;9.0
1393;"Finance companies; other";2001 July;2.0;72.0;9.0;2.0;17.0;303.0;248.0;;1039;13;109;12;108;1363;2408;53;;40.0;1.0;11.0;4.0;18.0;680.0;686.0;13.0
1394;"Finance companies; other";2001 August;2.0;71.0;8.0;2.0;12.0;300.0;245.0;;1033;11;95;12;89;1381;2418;50;;40.0;1.0;21.0;4.0;23.0;683.0;686.0;17.0
1395;"Finance companies; other";2001 September;2.0;68.0;7.0;2.0;14.0;294.0;239.0;;1027;13;89;12;79;1403;2428;48;;40.0;1.0;19.0;4.0;21.0;686.0;687.0;13.0
1396;"Finance companies; other";2001 October;2.0;68.0;8.0;2.0;17.0;287.0;232.0;;1042;15;120;12;109;1427;2474;56;;39.0;1.0;28.0;4.0;29.0;690.0;691.0;18.0
1397;"Finance companies; other";2001 November;2.0;67.0;7.0;2.0;12.0;284.0;229.0;;1028;35;95;12;94;1440;2510;45;;39.0;1.0;19.0;4.0;32.0;682.0;694.0;14.0
1398;"Finance companies; other";2001 December;2.0;67.0;5.0;1.0;11.0;279.0;227.0;;1091;9;85;12;94;1443;2543;31;;38.0;0.0;5.0;3.0;23.0;666.0;699.0;3.0
1399;"Finance companies; other";2002 January;2.0;66.0;9.0;2.0;14.0;276.0;224.0;;1097;28;100;11;133;1422;2477;53;;37.0;0.0;7.0;4.0;26.0;651.0;657.0;6.0
1400;"Finance companies; other";2002 February;2.0;65.0;9.0;2.0;12.0;275.0;221.0;;1088;13;117;12;127;1424;2533;41;;37.0;0.0;2.0;4.0;20.0;637.0;652.0;1.0
1401;"Finance companies; other";2002 March;2.0;65.0;9.0;2.0;12.0;275.0;219.0;;1073;15;87;12;87;1437;2572;49;;36.0;0.0;3.0;4.0;20.0;625.0;768.0;2.0
1402;"Finance companies; other";2002 April;2.0;64.0;11.0;2.0;14.0;274.0;218.0;;1067;18;96;12;109;1437;2563;45;;35.0;0.0;5.0;4.0;20.0;614.0;757.0;6.0
1403;"Finance companies; other";2002 May;2.0;64.0;10.0;2.0;10.0;276.0;222.0;;1056;11;79;12;85;1443;2556;40;;35.0;0.0;7.0;4.0;18.0;607.0;764.0;8.0
1404;"Finance companies; other";2002 June;2.0;64.0;9.0;2.0;11.0;276.0;222.0;;1049;14;86;12;100;1441;2542;37;;35.0;0.0;7.0;4.0;17.0;600.0;761.0;6.0
1405;"Finance companies; other";2002 July;2.0;64.0;12.0;2.0;14.0;276.0;222.0;;1040;14;94;12;105;1442;2538;45;;35.0;0.0;10.0;4.0;18.0;596.0;767.0;12.0
1406;"Finance companies; other";2002 August;2.0;64.0;10.0;2.0;9.0;280.0;224.0;;1027;10;79;12;78;1456;2524;42;;35.0;1.0;11.0;4.0;17.0;594.0;765.0;14.0
1407;"Finance companies; other";2002 September;3.0;64.0;11.0;2.0;11.0;282.0;226.0;;1057;18;88;12;83;1472;2576;43;;35.0;0.0;10.0;4.0;14.0;593.0;767.0;12.0
1408;"Finance companies; other";2002 October;4.0;66.0;15.0;3.0;14.0;286.0;229.0;;1093;17;127;13;123;1490;2674;57;;35.0;1.0;10.0;4.0;16.0;591.0;763.0;12.0
1409;"Finance companies; other";2002 November;3.0;68.0;14.0;2.0;11.0;291.0;234.0;;1114;16;101;13;91;1512;2700;51;;35.0;1.0;11.0;4.0;16.0;590.0;763.0;12.0
1410;"Finance companies; other";2002 December;3.0;67.0;11.0;2.0;13.0;291.0;233.0;;1121;14;107;12;120;1512;2719;45;;35.0;0.0;9.0;4.0;15.0;588.0;762.0;11.0
1411;"Finance companies; other";2003 January;3.0;68.0;13.0;2.0;13.0;293.0;236.0;;1091;10;79;12;109;1493;2616;44;;34.0;1.0;12.0;4.0;14.0;590.0;647.0;17.0
1412;"Finance companies; other";2003 February;2.0;68.0;9.0;2.0;13.0;291.0;236.0;;1061;9;78;12;86;1497;2594;42;;34.0;1.0;13.0;4.0;16.0;590.0;647.0;18.0
1413;"Finance companies; other";2003 March;2.0;67.0;12.0;3.0;14.0;292.0;237.0;;1023;11;85;12;93;1501;2551;46;;35.0;1.0;13.0;4.0;15.0;591.0;648.0;21.0
1414;"Finance companies; other";2003 April;3.0;68.0;13.0;3.0;17.0;290.0;237.0;;991;10;106;13;118;1502;2516;50;;35.0;1.0;13.0;4.0;16.0;591.0;649.0;21.0
1415;"Finance companies; other";2003 May;2.0;67.0;11.0;2.0;12.0;292.0;239.0;;961;8;82;13;85;1512;2477;48;;35.0;1.0;11.0;3.0;18.0;588.0;645.0;21.0
1416;"Finance companies; other";2003 June;3.0;67.0;10.0;2.0;13.0;291.0;239.0;;930;10;78;13;91;1511;2431;46;;35.0;1.0;10.0;4.0;16.0;586.0;642.0;18.0
1417;"Finance companies; other";2003 July;3.0;67.0;13.0;3.0;16.0;291.0;240.0;;899;11;97;13;109;1513;2401;55;;35.0;1.0;13.0;3.0;16.0;586.0;643.0;20.0
1418;"Finance companies; other";2003 August;2.0;67.0;12.0;3.0;10.0;295.0;243.0;;867;8;80;12;81;1523;2360;42;;35.0;1.0;10.0;3.0;15.0;584.0;641.0;16.0
1419;"Finance companies; other";2003 September;3.0;67.0;13.0;4.0;15.0;297.0;245.0;;839;13;99;13;109;1526;2315;57;;35.0;1.0;12.0;3.0;17.0;583.0;639.0;18.0
1420;"Finance companies; other";2003 October;4.0;66.0;11.0;4.0;14.0;299.0;248.0;;810;11;89;13;98;1530;2279;53;;35.0;1.0;13.0;3.0;18.0;582.0;637.0;17.0
1421;"Finance companies; other";2003 November;3.0;64.0;12.0;3.0;14.0;299.0;250.0;;778;10;84;13;97;1530;2236;44;;35.0;0.0;8.0;3.0;16.0;577.0;633.0;13.0
1422;"Finance companies; other";2003 December;2.0;64.0;11.0;3.0;16.0;297.0;247.0;;748;10;85;13;99;1529;2188;44;;35.0;1.0;9.0;3.0;16.0;574.0;628.0;15.0
1423;"Finance companies; other";2004 January;5.0;65.0;13.0;3.0;17.0;296.0;245.0;;746;10;74;11;87;1527;2191;49;;35.0;1.0;8.0;3.0;8.0;577.0;627.0;16.0
1424;"Finance companies; other";2004 February;4.0;66.0;12.0;3.0;12.0;300.0;247.0;;747;8;80;13;87;1533;2196;50;;36.0;1.0;10.0;3.0;10.0;580.0;625.0;20.0
1425;"Finance companies; other";2004 March;6.0;67.0;16.0;4.0;16.0;303.0;249.0;;756;30;103;13;102;1546;2227;99;;36.0;1.0;13.0;3.0;11.0;585.0;626.0;30.0
1426;"Finance companies; other";2004 April;5.0;69.0;15.0;4.0;18.0;303.0;248.0;;762;17;79;13;89;1549;2244;67;;36.0;1.0;11.0;3.0;10.0;589.0;625.0;21.0
1427;"Finance companies; other";2004 May;4.0;69.0;10.0;2.0;7.0;309.0;247.0;;761;10;66;13;79;1549;2244;50;;36.0;1.0;11.0;3.0;11.0;592.0;623.0;20.0
1428;"Finance companies; other";2004 June;6.0;71.0;11.0;2.0;13.0;309.0;252.0;;756;10;71;13;91;1541;2242;48;;36.0;0.0;7.0;3.0;11.0;592.0;618.0;11.0
1429;"Finance companies; other";2004 July;5.0;71.0;10.0;2.0;11.0;309.0;250.0;;752;8;75;11;80;1547;2239;42;;36.0;0.0;7.0;3.0;11.0;590.0;611.0;11.0
1430;"Finance companies; other";2004 August;4.0;72.0;9.0;2.0;12.0;308.0;252.0;;748;7;61;15;75;1548;2245;40;;36.0;1.0;9.0;3.0;10.0;592.0;608.0;18.0
1431;"Finance companies; other";2004 September;6.0;74.0;11.0;2.0;15.0;307.0;251.0;;751;10;78;13;98;1541;2244;44;;36.0;1.0;12.0;3.0;12.0;595.0;606.0;14.0
1432;"Finance companies; other";2004 October;5.0;75.0;12.0;2.0;11.0;310.0;253.0;;753;9;67;13;77;1544;2251;39;;35.0;1.0;7.0;3.0;12.0;593.0;599.0;9.0
1433;"Finance companies; other";2004 November;7.0;76.0;14.0;2.0;16.0;310.0;254.0;;748;9;74;13;97;1535;2218;38;;35.0;0.0;5.0;3.0;13.0;588.0;589.0;5.0
1434;"Finance companies; other";2004 December;7.0;79.0;11.0;2.0;12.0;312.0;255.0;;749;8;63;13;56;1554;2248;33;;36.0;0.0;5.0;3.0;-27.0;623.0;624.0;6.0
1435;"Finance companies; other";2005 January;4.0;79.0;12.0;2.0;14.0;312.0;256.0;632.0;738;11;60;13;70;1557;2260;48;35.0;35.0;0.0;3.0;4.0;25.0;605.0;608.0;3.0
1436;"Finance companies; other";2005 February;4.0;79.0;12.0;2.0;15.0;311.0;256.0;632.0;732;10;65;13;72;1563;2290;44;35.0;35.0;0.0;2.0;4.0;24.0;586.0;591.0;2.0
1437;"Finance companies; other";2005 March;5.0;80.0;14.0;2.0;18.0;309.0;256.0;629.0;725;14;84;13;78;1581;2298;64;33.0;33.0;0.0;3.0;4.0;26.0;567.0;573.0;2.0
1438;"Finance companies; other";2005 April;5.0;81.0;15.0;2.0;12.0;314.0;260.0;628.0;719;10;73;13;72;1596;2317;56;33.0;33.0;0.0;3.0;3.0;25.0;548.0;555.0;3.0
1439;"Finance companies; other";2005 May;5.0;81.0;12.0;2.0;17.0;312.0;260.0;628.0;713;11;71;13;82;1597;2332;53;32.0;32.0;0.0;3.0;3.0;24.0;530.0;539.0;2.0
1440;"Finance companies; other";2005 June;5.0;81.0;13.0;2.0;15.0;312.0;261.0;627.0;707;11;65;13;74;1601;2346;50;31.0;31.0;0.0;2.0;3.0;24.0;512.0;523.0;2.0
1441;"Finance companies; other";2005 July;4.0;81.0;12.0;2.0;12.0;313.0;262.0;625.0;699;10;62;13;66;1611;2355;47;30.0;30.0;0.0;2.0;3.0;28.0;489.0;508.0;2.0
1442;"Finance companies; other";2005 August;5.0;82.0;13.0;2.0;17.0;312.0;262.0;627.0;695;15;75;13;85;1614;2383;81;30.0;30.0;0.0;3.0;3.0;22.0;473.0;490.0;2.0
1443;"Finance companies; other";2005 September;7.0;85.0;15.0;2.0;13.0;316.0;266.0;626.0;688;12;70;13;69;1627;2395;53;28.0;28.0;0.0;2.0;3.0;20.0;458.0;476.0;5.0
1444;"Finance companies; other";2005 October;5.0;86.0;15.0;2.0;15.0;317.0;268.0;626.0;682;10;64;13;74;1630;2406;43;27.0;27.0;0.0;3.0;3.0;19.0;444.0;464.0;3.0
1445;"Finance companies; other";2005 November;6.0;86.0;16.0;2.0;18.0;317.0;268.0;618.0;668;12;71;13;86;1627;2398;58;27.0;27.0;0.0;3.0;3.0;19.0;430.0;451.0;3.0
1446;"Finance companies; other";2005 December;5.0;87.0;12.0;2.0;14.0;316.0;268.0;625.0;671;9;60;13;68;1632;2421;40;27.0;27.0;0.0;2.0;2.0;17.0;418.0;440.0;3.0
1447;"Finance companies; other";2006 January-I;5.0;88.0;17.0;3.0;15.0;321.0;271.0;630.0;677;8;69;14;126;1588;2420;41;26.0;26.0;;4.0;3.0;10.0;415.0;442.0;
1448;"Finance companies; other";2006 January-II;3.0;136.0;9.0;1.0;123.0;204.0;176.0;628.0;686;9;35;13;-2;1682;2172;35;;;;;;;;;
1449;"Finance companies; other";2006 February;2.0;127.0;7.0;1.0;11.0;201.0;174.0;609.0;670;11;51;13;57;1689;2186;43;;;;;;;;;
1450;"Finance companies; other";2006 March;3.0;121.0;9.0;1.0;9.0;202.0;175.0;588.0;653;14;54;12;70;1685;2213;56;;;;;;;;;
1451;"Finance companies; other";2006 April;3.0;113.0;8.0;1.0;9.0;201.0;175.0;577.0;645;14;53;12;59;1692;2229;53;;;;;;;;;
1452;"Finance companies; other";2006 May;3.0;107.0;8.0;1.0;9.0;201.0;178.0;551.0;620;13;47;12;72;1680;2233;55;;;;;;;;;
1453;"Finance companies; other";2006 June;3.0;107.0;8.0;1.0;5.0;206.0;180.0;530.0;601;13;49;12;63;1678;2248;49;;;;;;;;;
1454;"Finance companies; other";2006 July;3.0;106.0;10.0;1.0;9.0;208.0;182.0;512.0;585;12;53;12;60;1683;2266;48;;;;;;;;;
1455;"Finance companies; other";2006 August;3.0;98.0;9.0;1.0;10.0;208.0;182.0;490.0;567;12;53;12;61;1688;2287;53;;;;;;;;;
1456;"Finance companies; other";2006 September;2.0;90.0;7.0;1.0;9.0;207.0;182.0;475.0;554;13;60;12;75;1685;2299;52;;;;;;;;;
1457;"Finance companies; other";2006 October;3.0;82.0;8.0;1.0;10.0;206.0;181.0;455.0;536;16;58;12;61;1695;2323;65;;;;;;;;;
1458;"Finance companies; other";2006 November;2.0;74.0;8.0;1.0;10.0;206.0;181.0;439.0;522;15;69;12;63;1712;2351;78;;;;;;;;;
1459;"Finance companies; other";2006 December;2.0;65.0;6.0;1.0;9.0;204.0;180.0;424.0;509;13;69;12;63;1730;2384;70;;;;;;;;;
1460;"Finance companies; other";2007 January;2.0;64.0;11.0;2.0;11.0;205.0;181.0;429.0;538;23;64;11;65;1741;2438;62;;;;;;;;;
1461;"Finance companies; other";2007 February;2.0;63.0;8.0;1.0;8.0;206.0;181.0;435.0;568;25;70;11;54;1768;2501;73;;;;;;;;;
1462;"Finance companies; other";2007 March;3.0;61.0;8.0;1.0;10.0;206.0;181.0;423.0;598;32;78;12;82;1776;2557;82;;;;;;;;;
1463;"Finance companies; other";2007 April;2.0;61.0;9.0;1.0;9.0;206.0;181.0;437.0;646;20;64;13;64;1790;2661;67;;;;;;;;;
1464;"Finance companies; other";2007 May;2.0;60.0;8.0;1.0;15.0;201.0;175.0;440.0;640;23;66;13;84;1784;2721;73;;;;;;;;;
1465;"Finance companies; other";2007 June;2.0;59.0;10.0;1.0;10.0;202.0;177.0;439.0;630;24;65;13;80;1782;2766;73;;;;;;;;;
1466;"Finance companies; other";2007 July;2.0;59.0;10.0;1.0;10.0;204.0;178.0;450.0;660;18;72;13;82;1784;2825;68;;;;;;;;;
1467;"Finance companies; other";2007 August;2.0;58.0;9.0;1.0;10.0;205.0;178.0;443.0;688;18;73;13;77;1794;2907;74;;;;;;;;;
1468;"Finance companies; other";2007 September;2.0;57.0;9.0;1.0;9.0;206.0;179.0;458.0;706;20;67;13;66;1807;2916;72;;;;;;;;;
1469;"Finance companies; other";2007 October;2.0;55.0;11.0;2.0;12.0;207.0;180.0;457.0;740;22;75;13;89;1807;2982;87;;;;;;;;;
1470;"Finance companies; other";2007 November;3.0;53.0;14.0;2.0;11.0;212.0;183.0;469.0;765;24;84;13;73;1830;3036;94;;;;;;;;;
1471;"Finance companies; other";2007 December;2.0;64.0;12.0;2.0;-73.0;299.0;256.0;615.0;942;30;77;12;-2112;4032;5790;86;;;;;;;;;
1472;"Finance companies; other";2008 January;3.0;64.0;15.0;3.0;10.0;308.0;263.0;605.0;943;19;139;32;129;4074;5822;126;;;;;;;;;
1473;"Finance companies; other";2008 February;3.0;63.0;15.0;3.0;17.0;309.0;264.0;608.0;948;20;147;34;160;4094;5866;139;;;;;;;;;
1474;"Finance companies; other";2008 March;3.0;64.0;17.0;3.0;17.0;313.0;267.0;601.0;964;20;144;33;150;4121;5884;146;;;;;;;;;
1475;"Finance companies; other";2008 April;3.0;65.0;20.0;4.0;13.0;324.0;275.0;597.0;979;18;154;34;162;4146;5948;144;;;;;;;;;
1476;"Finance companies; other";2008 May;3.0;65.0;18.0;4.0;12.0;334.0;283.0;592.0;991;16;140;34;161;4160;6001;130;;;;;;;;;
1477;"Finance companies; other";2008 June;3.0;66.0;20.0;4.0;13.0;345.0;291.0;592.0;1004;18;154;35;155;4194;6017;149;;;;;;;;;
1478;"Finance companies; other";2008 July;3.0;67.0;19.0;4.0;12.0;356.0;299.0;590.0;1020;19;162;35;174;4217;6086;155;;;;;;;;;
1479;"Finance companies; other";2008 August;2.0;67.0;17.0;4.0;12.0;366.0;307.0;587.0;1034;16;138;36;147;4244;6142;127;;;;;;;;;
1480;"Finance companies; other";2008 September;3.0;68.0;17.0;4.0;7.0;379.0;317.0;577.0;1052;16;141;37;135;4286;6262;129;;;;;;;;;
1481;"Finance companies; other";2008 October;3.0;68.0;19.0;4.0;12.0;390.0;325.0;581.0;1067;17;144;37;143;4324;6329;137;;;;;;;;;
1482;"Finance companies; other";2008 November;2.0;69.0;16.0;4.0;12.0;398.0;331.0;582.0;1080;15;113;38;132;4343;6364;104;;;;;;;;;
1483;"Finance companies; other";2008 December;2.0;69.0;13.0;4.0;13.0;402.0;333.0;580.0;1093;15;115;38;108;4388;6402;103;;;;;;;;;
1484;"Finance companies; other";2009 January;2.0;69.0;12.0;4.0;14.0;403.0;335.0;570.0;1112;14;98;36;107;4415;6525;84;;;;;;;;;
1485;"Finance companies; other";2009 February;2.0;68.0;12.0;4.0;14.0;405.0;336.0;571.0;1120;13;110;36;132;4429;6540;101;;;;;;;;;
1486;"Finance companies; other";2009 March;2.0;68.0;14.0;5.0;14.0;409.0;339.0;565.0;1130;17;133;34;156;4441;6567;124;;;;;;;;;
1487;"Finance companies; other";2009 April;2.0;68.0;13.0;4.0;13.0;413.0;342.0;563.0;1141;16;122;36;139;4460;6604;111;;;;;;;;;
1488;"Finance companies; other";2009 May;1.0;67.0;11.0;4.0;14.0;414.0;343.0;553.0;1148;12;112;35;147;4460;6626;102;;;;;;;;;
1489;"Finance companies; other";2009 June;1.0;67.0;12.0;4.0;15.0;415.0;343.0;553.0;1155;12;108;36;146;4459;6624;97;;;;;;;;;
1490;"Finance companies; other";2009 July;2.0;66.0;14.0;4.0;11.0;422.0;346.0;544.0;1164;14;119;34;141;4472;6650;110;;;;;;;;;
1491;"Finance companies; other";2009 August;1.0;65.0;13.0;4.0;16.0;423.0;350.0;540.0;1170;13;100;34;130;4476;6666;90;;;;;;;;;
1492;"Finance companies; other";2009 September;1.0;65.0;11.0;4.0;14.0;424.0;350.0;546.0;1173;11;99;34;131;4478;6670;87;;;;;;;;;
1493;"Finance companies; other";2009 October;1.0;63.0;13.0;4.0;14.0;427.0;353.0;531.0;1179;15;95;33;127;4480;6675;84;;;;;;;;;
1494;"Finance companies; other";2009 November;1.0;62.0;13.0;4.0;13.0;431.0;356.0;519.0;1188;12;86;34;124;4475;6664;77;;;;;;;;;
1495;"Finance companies; other";2009 December;1.0;61.0;13.0;4.0;14.0;435.0;359.0;533.0;1194;13;85;33;143;4450;6662;76;;;;;;;;;
1496;"Finance companies; other";2010 January;1.0;61.0;13.0;4.0;13.0;440.0;363.0;534.0;1201;14;72;33;112;4444;6672;68;;;;;;;;;
