ID;Jaar;RegionaleIndelingen;FrezenBij2AssigeTrekkers_1;ZaaiPootEnPlantbedcombinaties_2;Grondontsmettingsmachines_3;Totaal_4;Precisiezaaimachines_5;OverigeZaaimachines_6;Aardappelpootmachines_7;Bloembollenpootmachines_8;Plantmachines_9;Totaal_10;CentrifugaalMetKantstrooier_11;CentrifugaalZonderKantstrooier_12;AndereKunstmeststrooiers_13;Stalmeststrooiers_14;Totaal_15;ZonderInjectie_16;MetInjectie_17;NietNaderGespecificeerd_18;Totaal_19;Volveldseggen_20;Borstelapparaten_21;Schoffelapparaten_22;Strokeneggen_23;NietNaderGespecificeerd_24;Totaal_25;MetLuchtondersteuning_26;MetKantdoppenEnOfAntidriftdoppen_27;MetLuchtVloeistofdoppenAirtec_28;MetDoseercomputer_29;ZonderDoseercomputer_30;NietNaderGespecificeerd_31;Totaal_32;ZonderInstelbareUitblaasrichting_33;MetInstelbareUitblaasrichting_34;NietNaderGespecificeerd_35;Totaal_36;MinderDan6MBreed_37;k_6MOfBreder_38;NietNaderGespecificeerd_39;Totaal_40;MinderDan30M3Uur_41;k_30M3UurOfMeer_42;NietNaderGespecificeerd_43;Totaal_44;MinderDan10M3Uur_45;k_10M3UurOfMeer_46;Maaidorsers_47;Aardappelloofklappers_48;Aardappellooftrekkers_49;Totaal_50;Bunkerrooiers_51;Wagenrooiers_52;Voorraadrooiers_53;NietNaderGespecificeerd_54;Bietenrooimachines_55;Bloembollenrooimachines_56;AardappelsorteermachinesMetLeesband_57;Fruitsorteermachines_58;Groentesorteermachines_59;Bloemensorteermachines_60;Bloembollensorteermachines_61;Totaal_62;MetKneuzer_63;ZonderKneuzer_64;NietNaderGespecificeerd_65;Weilandbloters_66;Totaal_67;Zelfrijdend_68;Aanbouw_69;NietNaderGespecificeerd_70;Trekkers_71;Totaal_72;MinderDan10Ton_73;k_10TonOfMeer_74;OpraapDoseerSnijWagens_75;Voermengwagens_76;HefmastenAanTrekkers_77;Heftrucks_78;Totaal_79;Krachtvoerdosering_80;Klimaatregeling_81;Substraatteelt_82;VoorAdministratieveToepassingen_83
0;1996;Groningen;;;;;;;;;;4359.0;1649.0;1070.0;1640.0;1182.0;948.0;;;948.0;2578.0;927.0;36.0;1569.0;46.0;;972.0;57.0;858.0;57.0;;;;135.0;98.0;37.0;;577.0;186.0;391.0;;860.0;314.0;546.0;;572.0;256.0;316.0;891;730.0;101.0;1084.0;552.0;441.0;91.0;;142.0;;672.0;8.0;52.0;32.0;53.0;2873.0;;;2873.0;579.0;76.0;26.0;50.0;;10601;3662.0;2910.0;752.0;875.0;105.0;827.0;824.0;1080.0;594.0;465.0;21.0;1169.0
1;1996;Friesland;;;;;;;;;;7151.0;1821.0;1686.0;3644.0;1673.0;2024.0;;;2024.0;838.0;337.0;16.0;458.0;27.0;;445.0;37.0;378.0;30.0;;;;106.0;64.0;42.0;;170.0;99.0;71.0;;1281.0;439.0;842.0;;1070.0;562.0;508.0;187;251.0;33.0;503.0;266.0;143.0;94.0;;32.0;;385.0;11.0;32.0;18.0;69.0;6513.0;;;6513.0;1087.0;96.0;37.0;59.0;;14998;2654.0;2329.0;325.0;3188.0;285.0;931.0;508.0;2147.0;1818.0;303.0;26.0;1649.0
2;1996;Drenthe;;;;;;;;;;5065.0;1526.0;1233.0;2306.0;1297.0;1446.0;;;1446.0;2412.0;522.0;38.0;1822.0;30.0;;938.0;61.0;829.0;48.0;;;;183.0;136.0;47.0;;381.0;136.0;245.0;;1034.0;352.0;682.0;;1035.0;370.0;665.0;400;745.0;51.0;1108.0;803.0;210.0;95.0;;167.0;;566.0;7.0;72.0;40.0;60.0;3484.0;;;3484.0;605.0;160.0;69.0;91.0;;10398;2965.0;2426.0;539.0;1350.0;185.0;795.0;678.0;1569.0;873.0;621.0;75.0;1273.0
3;1996;Overijssel;;;;;;;;;;11462.0;3003.0;3469.0;4990.0;3970.0;3955.0;;;3955.0;1501.0;707.0;26.0;711.0;57.0;;697.0;94.0;516.0;87.0;;;;336.0;233.0;103.0;;221.0;115.0;106.0;;3302.0;1307.0;1995.0;;3480.0;1354.0;2126.0;188;220.0;9.0;408.0;201.0;91.0;116.0;;43.0;;165.0;21.0;62.0;19.0;65.0;9233.0;;;9233.0;2152.0;316.0;161.0;155.0;;20977;2327.0;1939.0;388.0;3768.0;488.0;1052.0;344.0;5013.0;2615.0;2363.0;35.0;2918.0
4;1996;Flevoland;;;;;;;;;;2276.0;1228.0;465.0;583.0;253.0;288.0;;;288.0;1985.0;621.0;27.0;1308.0;29.0;;1059.0;54.0;967.0;38.0;;;;286.0;145.0;141.0;;573.0;205.0;368.0;;1010.0;200.0;810.0;;821.0;354.0;467.0;405;759.0;111.0;1161.0;299.0;795.0;67.0;;264.0;;781.0;95.0;47.0;61.0;107.0;1064.0;;;1064.0;222.0;31.0;11.0;20.0;;6667;3141.0;2114.0;1027.0;307.0;90.0;677.0;1372.0;818.0;236.0;543.0;39.0;1098.0
5;1996;Gelderland;;;;;;;;;;15302.0;4519.0;4828.0;5955.0;6153.0;5246.0;;;5246.0;2194.0;1103.0;54.0;943.0;94.0;;1032.0;130.0;771.0;131.0;;;;1530.0;695.0;835.0;;433.0;286.0;147.0;;6307.0;2662.0;3645.0;;6222.0;2756.0;3466.0;180;214.0;15.0;537.0;182.0;156.0;199.0;;89.0;;298.0;579.0;133.0;214.0;118.0;11599.0;;;11599.0;2918.0;363.0;178.0;185.0;;26302;3154.0;2583.0;571.0;3861.0;588.0;2052.0;1197.0;7912.0;2917.0;4777.0;218.0;4727.0
6;1996;Utrecht;;;;;;;;;;3561.0;947.0;1142.0;1472.0;1175.0;1187.0;;;1187.0;273.0;143.0;11.0;101.0;18.0;;151.0;30.0;105.0;16.0;;;;381.0;176.0;205.0;;80.0;58.0;22.0;;1219.0;441.0;778.0;;859.0;387.0;472.0;48;12.0;0.0;40.0;10.0;6.0;24.0;;5.0;;16.0;165.0;69.0;38.0;34.0;2723.0;;;2723.0;814.0;46.0;15.0;31.0;;6174;837.0;755.0;82.0;1038.0;135.0;508.0;328.0;1418.0;756.0;569.0;93.0;877.0
7;1996;Noord-Holland;;;;;;;;;;5658.0;2032.0;1527.0;2099.0;1233.0;1056.0;;;1056.0;2174.0;866.0;44.0;1177.0;87.0;;1618.0;83.0;1425.0;110.0;;;;562.0;296.0;266.0;;562.0;273.0;289.0;;2989.0;1010.0;1979.0;;1379.0;631.0;748.0;415;342.0;61.0;851.0;278.0;361.0;212.0;;95.0;;679.0;121.0;168.0;556.0;1467.0;3267.0;;;3267.0;707.0;111.0;35.0;76.0;;13414;2862.0;2158.0;704.0;1104.0;134.0;1552.0;2481.0;2093.0;564.0;1260.0;269.0;2247.0
8;1996;Zuid-Holland;;;;;;;;;;6124.0;2107.0;1734.0;2283.0;1800.0;1564.0;;;1564.0;2245.0;782.0;54.0;1352.0;57.0;;1324.0;108.0;1127.0;89.0;;;;879.0;438.0;441.0;;548.0;295.0;253.0;;2887.0;1639.0;1248.0;;1735.0;822.0;913.0;407;467.0;13.0;777.0;98.0;476.0;203.0;;95.0;;459.0;147.0;1391.0;1064.0;636.0;3744.0;;;3744.0;765.0;123.0;33.0;90.0;;12829;3556.0;2452.0;1104.0;1201.0;151.0;1531.0;3343.0;7502.0;608.0;4934.0;1960.0;4170.0
9;1996;Zeeland;;;;;;;;;;4290.0;2039.0;1001.0;1250.0;915.0;462.0;;;462.0;3666.0;1590.0;33.0;1988.0;55.0;;1495.0;70.0;1363.0;62.0;;;;662.0;315.0;347.0;;722.0;313.0;409.0;;738.0;307.0;431.0;;689.0;232.0;457.0;625;642.0;24.0;1165.0;181.0;771.0;213.0;;261.0;;443.0;329.0;100.0;24.0;76.0;1908.0;;;1908.0;343.0;107.0;57.0;50.0;;10958;4458.0;2854.0;1604.0;261.0;60.0;1121.0;995.0;622.0;140.0;447.0;35.0;1138.0
