ID;Geslacht;Leeftijd;GGDRegio;Perioden;FormeelOnverzekerdenOpPeildatum_1;NogOnverzekerd6MaandenNaPeildatum_2;FormeelOnverzekerdenOpPeildatum_3;NogOnverzekerd6MaandenNaPeildatum_4
60;3;9;GGD Flevoland (GG);1 mei 2006;;;;
61;3;9;GGD Flevoland (GG);1 mei 2007;;;;
62;3;9;GGD Flevoland (GG);1 mei 2008;;;;
63;3;9;GGD Flevoland (GG);1 mei 2009;4600.0;3650.0;1.2;0.9
64;3;9;GGD Flevoland (GG);1 mei 2010;3770.0;2900.0;1.0;0.7
65;3;9;GGD Eemland (GG);1 mei 2006;2730.0;2100.0;1.0;0.8
66;3;9;GGD Eemland (GG);1 mei 2007;2350.0;1800.0;0.8;0.6
67;3;9;GGD Eemland (GG);1 mei 2008;2150.0;1700.0;0.8;0.6
68;3;9;GGD Eemland (GG);1 mei 2009;;;;
69;3;9;GGD Eemland (GG);1 mei 2010;;;;
70;3;9;GG en GD Utrecht (GG);1 mei 2006;5680.0;4140.0;2.0;1.5
71;3;9;GG en GD Utrecht (GG);1 mei 2007;5450.0;3560.0;1.9;1.2
72;3;9;GG en GD Utrecht (GG);1 mei 2008;5130.0;3810.0;1.7;1.3
73;3;9;GG en GD Utrecht (GG);1 mei 2009;5280.0;3740.0;1.7;1.2
74;3;9;GG en GD Utrecht (GG);1 mei 2010;5160.0;3470.0;1.7;1.1
75;3;9;GGD Midden-Nederland (GG);1 mei 2006;5640.0;4300.0;0.9;0.7
76;3;9;GGD Midden-Nederland (GG);1 mei 2007;4650.0;3590.0;0.7;0.6
77;3;9;GGD Midden-Nederland (GG);1 mei 2008;4500.0;3490.0;0.7;0.6
78;3;9;GGD Midden-Nederland (GG);1 mei 2009;5840.0;4640.0;0.6;0.5
79;3;9;GGD Midden-Nederland (GG);1 mei 2010;4910.0;3790.0;0.5;0.4
80;3;9;GGD Kop van Noord-Holland (GG);1 mei 2006;1780.0;1290.0;1.1;0.8
81;3;9;GGD Kop van Noord-Holland (GG);1 mei 2007;;;;
82;3;9;GGD Kop van Noord-Holland (GG);1 mei 2008;;;;
83;3;9;GGD Kop van Noord-Holland (GG);1 mei 2009;;;;
84;3;9;GGD Kop van Noord-Holland (GG);1 mei 2010;;;;
85;3;9;GGD Hollands-Noorden (GG);1 mei 2006;;;;
86;3;9;GGD Hollands-Noorden (GG);1 mei 2007;5160.0;3830.0;0.8;0.6
87;3;9;GGD Hollands-Noorden (GG);1 mei 2008;4900.0;3720.0;0.8;0.6
88;3;9;GGD Hollands-Noorden (GG);1 mei 2009;4770.0;3730.0;0.7;0.6
89;3;9;GGD Hollands-Noorden (GG);1 mei 2010;3890.0;3010.0;0.6;0.5
90;3;9;GGD Westfriesland (GG);1 mei 2006;1470.0;1050.0;0.7;0.5
91;3;9;GGD Westfriesland (GG);1 mei 2007;;;;
92;3;9;GGD Westfriesland (GG);1 mei 2008;;;;
93;3;9;GGD Westfriesland (GG);1 mei 2009;;;;
94;3;9;GGD Westfriesland (GG);1 mei 2010;;;;
95;3;9;GGD Noord-Kennemerland (GG);1 mei 2006;2940.0;2190.0;1.1;0.8
96;3;9;GGD Noord-Kennemerland (GG);1 mei 2007;;;;
97;3;9;GGD Noord-Kennemerland (GG);1 mei 2008;;;;
98;3;9;GGD Noord-Kennemerland (GG);1 mei 2009;;;;
99;3;9;GGD Noord-Kennemerland (GG);1 mei 2010;;;;
100;3;9;GGD Kennemerland (GG);1 mei 2006;4790.0;3520.0;1.3;0.9
101;3;9;GGD Kennemerland (GG);1 mei 2007;;;;
102;3;9;GGD Kennemerland (GG);1 mei 2008;;;;
103;3;9;GGD Kennemerland (GG);1 mei 2009;;;;
104;3;9;GGD Kennemerland (GG);1 mei 2010;;;;
105;3;9;Hulpverleningsdienst Kennemerland (GG);1 mei 2006;;;;
106;3;9;Hulpverleningsdienst Kennemerland (GG);1 mei 2007;3950.0;2980.0;1.1;0.8
107;3;9;Hulpverleningsdienst Kennemerland (GG);1 mei 2008;5360.0;4150.0;1.0;0.8
108;3;9;Hulpverleningsdienst Kennemerland (GG);1 mei 2009;;;;
109;3;9;Hulpverleningsdienst Kennemerland (GG);1 mei 2010;;;;
110;3;9;GGD Kennemerland (GG);1 mei 2006;;;;
111;3;9;GGD Kennemerland (GG);1 mei 2007;;;;
112;3;9;GGD Kennemerland (GG);1 mei 2008;;;;
113;3;9;GGD Kennemerland (GG);1 mei 2009;5380.0;4190.0;1.0;0.8
114;3;9;GGD Kennemerland (GG);1 mei 2010;4580.0;3460.0;0.9;0.7
115;3;9;GGD Amsterdam (GG);1 mei 2006;30330.0;21770.0;4.0;2.8
116;3;9;GGD Amsterdam (GG);1 mei 2007;26320.0;18480.0;3.4;2.4
117;3;9;GGD Amsterdam (GG);1 mei 2008;28200.0;20850.0;3.1;2.3
118;3;9;GGD Amsterdam (GG);1 mei 2009;30590.0;23370.0;3.3;2.5
119;3;9;GGD Amsterdam (GG);1 mei 2010;27490.0;20860.0;2.9;2.2
120;3;9;GGD Amstelland - de Meerlanden (GG);1 mei 2006;4990.0;3760.0;1.8;1.3
121;3;9;GGD Amstelland - de Meerlanden (GG);1 mei 2007;4850.0;3360.0;1.7;1.2
122;3;9;GGD Amstelland - de Meerlanden (GG);1 mei 2008;;;;
123;3;9;GGD Amstelland - de Meerlanden (GG);1 mei 2009;;;;
124;3;9;GGD Amstelland - de Meerlanden (GG);1 mei 2010;;;;
125;3;9;GGD Gooi en Vechtstreek (GG);1 mei 2006;2820.0;2050.0;1.2;0.8
126;3;9;GGD Gooi en Vechtstreek (GG);1 mei 2007;2450.0;1740.0;1.0;0.7
127;3;9;GGD Gooi en Vechtstreek (GG);1 mei 2008;2440.0;1800.0;1.0;0.7
128;3;9;GGD Gooi en Vechtstreek (GG);1 mei 2009;2330.0;1710.0;1.0;0.7
129;3;9;GGD Gooi en Vechtstreek (GG);1 mei 2010;1980.0;1450.0;0.8;0.6
130;3;9;GGD Den Haag (GG);1 mei 2006;19200.0;13440.0;4.0;2.8
131;3;9;GGD Den Haag (GG);1 mei 2007;16450.0;12000.0;3.5;2.5
132;3;9;GGD Den Haag (GG);1 mei 2008;17780.0;14340.0;3.7;3.0
133;3;9;GGD Den Haag (GG);1 mei 2009;17660.0;13850.0;3.7;2.9
134;3;9;GGD Den Haag (GG);1 mei 2010;16610.0;13410.0;3.4;2.7
135;3;9;GGD Zuid-Holland-West (GG);1 mei 2006;10080.0;7790.0;2.0;1.5
136;3;9;GGD Zuid-Holland-West (GG);1 mei 2007;9380.0;7390.0;1.8;1.4
137;3;9;GGD Zuid-Holland-West (GG);1 mei 2008;9460.0;7730.0;1.8;1.5
138;3;9;GGD Zuid-Holland-West (GG);1 mei 2009;9560.0;7740.0;1.8;1.5
139;3;9;GGD Zuid-Holland-West (GG);1 mei 2010;8850.0;7230.0;1.7;1.4
140;3;9;GGD Hollands-Midden (GG);1 mei 2006;10890.0;8860.0;1.4;1.2
141;3;9;GGD Hollands-Midden (GG);1 mei 2007;9930.0;7850.0;1.3;1.0
142;3;9;GGD Hollands-Midden (GG);1 mei 2008;9560.0;7920.0;1.3;1.0
143;3;9;GGD Hollands-Midden (GG);1 mei 2009;8760.0;7020.0;1.2;0.9
144;3;9;GGD Hollands-Midden (GG);1 mei 2010;7730.0;6160.0;1.0;0.8
145;3;9;GGD Rotterdam en omstreken (GG);1 mei 2006;18030.0;13000.0;2.1;1.5
146;3;9;GGD Rotterdam en omstreken (GG);1 mei 2007;;;;
147;3;9;GGD Rotterdam en omstreken (GG);1 mei 2008;;;;
148;3;9;GGD Rotterdam en omstreken (GG);1 mei 2009;;;;
149;3;9;GGD Rotterdam en omstreken (GG);1 mei 2010;;;;
150;3;9;GGD Rotterdam-Rijnmond (GG);1 mei 2006;;;;
151;3;9;GGD Rotterdam-Rijnmond (GG);1 mei 2007;17480.0;12860.0;1.7;1.3
152;3;9;GGD Rotterdam-Rijnmond (GG);1 mei 2008;16830.0;12650.0;1.6;1.2
153;3;9;GGD Rotterdam-Rijnmond (GG);1 mei 2009;17010.0;13260.0;1.7;1.3
154;3;9;GGD Rotterdam-Rijnmond (GG);1 mei 2010;17850.0;13640.0;1.4;1.1
155;3;9;GGD Nieuwe Waterweg Noord (GG);1 mei 2006;2440.0;1660.0;1.4;0.9
156;3;9;GGD Nieuwe Waterweg Noord (GG);1 mei 2007;;;;
157;3;9;GGD Nieuwe Waterweg Noord (GG);1 mei 2008;;;;
158;3;9;GGD Nieuwe Waterweg Noord (GG);1 mei 2009;;;;
159;3;9;GGD Nieuwe Waterweg Noord (GG);1 mei 2010;;;;
160;3;9;GGD Regio Zuid-Holland-Zuid (GG);1 mei 2006;4500.0;3720.0;1.2;1.0
161;3;9;GGD Regio Zuid-Holland-Zuid (GG);1 mei 2007;3970.0;3390.0;1.0;0.9
162;3;9;GGD Regio Zuid-Holland-Zuid (GG);1 mei 2008;4120.0;3450.0;1.1;0.9
163;3;9;GGD Regio Zuid-Holland-Zuid (GG);1 mei 2009;2840.0;2290.0;0.7;0.6
164;3;9;GGD Regio Zuid-Holland-Zuid (GG);1 mei 2010;;;;
165;3;9;GGD Zuid-Holland-Zuid (GG);1 mei 2006;;;;
166;3;9;GGD Zuid-Holland-Zuid (GG);1 mei 2007;;;;
167;3;9;GGD Zuid-Holland-Zuid (GG);1 mei 2008;;;;
168;3;9;GGD Zuid-Holland-Zuid (GG);1 mei 2009;;;;
169;3;9;GGD Zuid-Holland-Zuid (GG);1 mei 2010;2740.0;2180.0;0.6;0.5
170;3;9;GGD Zuid-Hollandse Eilanden (GG);1 mei 2006;1880.0;1380.0;0.6;0.5
171;3;9;GGD Zuid-Hollandse Eilanden (GG);1 mei 2007;1520.0;1160.0;0.5;0.4
172;3;9;GGD Zuid-Hollandse Eilanden (GG);1 mei 2008;1420.0;1090.0;0.5;0.4
173;3;9;GGD Zuid-Hollandse Eilanden (GG);1 mei 2009;1600.0;1260.0;0.5;0.4
174;3;9;GGD Zuid-Hollandse Eilanden (GG);1 mei 2010;;;;
175;3;9;GGD Zeeland (GG);1 mei 2006;4280.0;3420.0;1.1;0.9
176;3;9;GGD Zeeland (GG);1 mei 2007;3900.0;2940.0;1.0;0.8
177;3;9;GGD Zeeland (GG);1 mei 2008;3640.0;2820.0;1.0;0.7
178;3;9;GGD Zeeland (GG);1 mei 2009;3540.0;2820.0;0.9;0.7
179;3;9;GGD Zeeland (GG);1 mei 2010;3250.0;2520.0;0.9;0.7
180;3;9;GGD West-Brabant (GG);1 mei 2006;6620.0;4750.0;1.0;0.7
181;3;9;GGD West-Brabant (GG);1 mei 2007;5730.0;4230.0;0.8;0.6
182;3;9;GGD West-Brabant (GG);1 mei 2008;5840.0;4430.0;0.9;0.7
183;3;9;GGD West-Brabant (GG);1 mei 2009;5600.0;4230.0;0.8;0.6
184;3;9;GGD West-Brabant (GG);1 mei 2010;4800.0;3690.0;0.7;0.5
185;3;9;GGD Hart voor Brabant (GG);1 mei 2006;8070.0;5830.0;0.8;0.6
186;3;9;GGD Hart voor Brabant (GG);1 mei 2007;7200.0;5330.0;0.7;0.5
187;3;9;GGD Hart voor Brabant (GG);1 mei 2008;6990.0;5260.0;0.7;0.5
188;3;9;GGD Hart voor Brabant (GG);1 mei 2009;6960.0;5280.0;0.7;0.5
189;3;9;GGD Hart voor Brabant (GG);1 mei 2010;6150.0;4680.0;0.6;0.5
190;3;9;GGD Zuidoost-Brabant (GG);1 mei 2006;3340.0;2400.0;0.6;0.5
191;3;9;GGD Zuidoost-Brabant (GG);1 mei 2007;2660.0;1930.0;0.5;0.4
192;3;9;GGD Zuidoost-Brabant (GG);1 mei 2008;;;;
193;3;9;GGD Zuidoost-Brabant (GG);1 mei 2009;;;;
194;3;9;GGD Zuidoost-Brabant (GG);1 mei 2010;;;;
195;3;9;GGD Brabant-Zuidoost (GG);1 mei 2006;;;;
196;3;9;GGD Brabant-Zuidoost (GG);1 mei 2007;;;;
197;3;9;GGD Brabant-Zuidoost (GG);1 mei 2008;6190.0;4610.0;0.8;0.6
198;3;9;GGD Brabant-Zuidoost (GG);1 mei 2009;6390.0;4660.0;0.9;0.6
199;3;9;GGD Brabant-Zuidoost (GG);1 mei 2010;5700.0;4340.0;0.8;0.6
200;3;9;GGD Eindhoven (GG);1 mei 2006;3720.0;2620.0;1.8;1.3
201;3;9;GGD Eindhoven (GG);1 mei 2007;3520.0;2330.0;1.7;1.1
202;3;9;GGD Eindhoven (GG);1 mei 2008;;;;
203;3;9;GGD Eindhoven (GG);1 mei 2009;;;;
204;3;9;GGD Eindhoven (GG);1 mei 2010;;;;
205;3;9;GGD Noord- en Midden-Limburg (GG);1 mei 2006;4760.0;3710.0;0.9;0.7
206;3;9;GGD Noord- en Midden-Limburg (GG);1 mei 2007;4210.0;3200.0;0.8;0.6
207;3;9;GGD Noord- en Midden-Limburg (GG);1 mei 2008;3910.0;3000.0;0.8;0.6
208;3;9;GGD Noord- en Midden-Limburg (GG);1 mei 2009;3630.0;2970.0;0.7;0.6
209;3;9;GGD Noord- en Midden-Limburg (GG);1 mei 2010;3140.0;2510.0;0.6;0.5
210;3;9;GGD Zuid-Limburg (GG);1 mei 2006;12350.0;10030.0;2.0;1.6
211;3;9;GGD Zuid-Limburg (GG);1 mei 2007;10240.0;8210.0;1.7;1.3
212;3;9;GGD Zuid-Limburg (GG);1 mei 2008;9680.0;8200.0;1.6;1.3
213;3;9;GGD Zuid-Limburg (GG);1 mei 2009;9450.0;8040.0;1.6;1.3
214;3;9;GGD Zuid-Limburg (GG);1 mei 2010;9360.0;8070.0;1.5;1.3
215;3;9;GGD Fryslân (GG);1 mei 2006;6190.0;4820.0;1.0;0.8
216;3;9;GGD Fryslân (GG);1 mei 2007;5580.0;4590.0;0.9;0.7
217;3;9;GGD Fryslân (GG);1 mei 2008;5440.0;4450.0;0.8;0.7
218;3;9;GGD Fryslân (GG);1 mei 2009;3920.0;3260.0;0.6;0.5
219;3;9;GGD Fryslân (GG);1 mei 2010;3460.0;2700.0;0.5;0.4
220;3;9;GGD Zaanstreek/Waterland (GG);1 mei 2006;2730.0;1930.0;0.9;0.6
221;3;9;GGD Zaanstreek/Waterland (GG);1 mei 2007;2140.0;1540.0;0.7;0.5
222;3;9;GGD Zaanstreek/Waterland (GG);1 mei 2008;2040.0;1510.0;0.6;0.5
223;3;9;GGD Zaanstreek/Waterland (GG);1 mei 2009;2250.0;1690.0;0.7;0.5
224;3;9;GGD Zaanstreek/Waterland (GG);1 mei 2010;1740.0;1320.0;0.5;0.4
225;3;1;Nederland;1 mei 2006;26490.0;19670.0;0.9;0.7
226;3;1;Nederland;1 mei 2007;27060.0;19540.0;0.8;0.5
227;3;1;Nederland;1 mei 2008;23020.0;17190.0;0.7;0.5
228;3;1;Nederland;1 mei 2009;21610.0;16500.0;0.7;0.5
229;3;1;Nederland;1 mei 2010;16600.0;12430.0;0.5;0.4
230;3;1;Hulpverleningsdienst Groningen (GG);1 mei 2006;790.0;620.0;0.8;0.7
231;3;1;Hulpverleningsdienst Groningen (GG);1 mei 2007;860.0;640.0;0.8;0.6
232;3;1;Hulpverleningsdienst Groningen (GG);1 mei 2008;630.0;450.0;0.6;0.4
233;3;1;Hulpverleningsdienst Groningen (GG);1 mei 2009;570.0;410.0;0.5;0.4
234;3;1;Hulpverleningsdienst Groningen (GG);1 mei 2010;400.0;300.0;0.4;0.3
235;3;1;GGD Drenthe (GG);1 mei 2006;460.0;360.0;0.5;0.4
236;3;1;GGD Drenthe (GG);1 mei 2007;490.0;340.0;0.5;0.3
237;3;1;GGD Drenthe (GG);1 mei 2008;420.0;300.0;0.4;0.3
238;3;1;GGD Drenthe (GG);1 mei 2009;450.0;380.0;0.5;0.4
239;3;1;GGD Drenthe (GG);1 mei 2010;240.0;190.0;0.2;0.2
240;3;1;GGD Regio IJssel-Vecht (GG);1 mei 2006;450.0;340.0;0.5;0.4
241;3;1;GGD Regio IJssel-Vecht (GG);1 mei 2007;440.0;320.0;0.4;0.3
242;3;1;GGD Regio IJssel-Vecht (GG);1 mei 2008;360.0;290.0;0.4;0.3
243;3;1;GGD Regio IJssel-Vecht (GG);1 mei 2009;;;;
244;3;1;GGD Regio IJssel-Vecht (GG);1 mei 2010;;;;
245;3;1;GGD IJsselland (GG);1 mei 2006;;;;
246;3;1;GGD IJsselland (GG);1 mei 2007;;;;
247;3;1;GGD IJsselland (GG);1 mei 2008;;;;
248;3;1;GGD IJsselland (GG);1 mei 2009;350.0;280.0;0.4;0.3
249;3;1;GGD IJsselland (GG);1 mei 2010;280.0;210.0;0.3;0.2
250;3;1;GGD Regio Twente (GG);1 mei 2006;710.0;520.0;0.6;0.4
251;3;1;GGD Regio Twente (GG);1 mei 2007;760.0;510.0;0.5;0.4
252;3;1;GGD Regio Twente (GG);1 mei 2008;580.0;390.0;0.4;0.3
253;3;1;GGD Regio Twente (GG);1 mei 2009;500.0;370.0;0.4;0.3
254;3;1;GGD Regio Twente (GG);1 mei 2010;340.0;270.0;0.3;0.2
255;3;1;GGD Gelre-IJssel (GG);1 mei 2006;790.0;620.0;0.6;0.5
256;3;1;GGD Gelre-IJssel (GG);1 mei 2007;880.0;630.0;0.6;0.4
257;3;1;GGD Gelre-IJssel (GG);1 mei 2008;630.0;480.0;0.4;0.3
258;3;1;GGD Gelre-IJssel (GG);1 mei 2009;750.0;630.0;0.4;0.3
259;3;1;GGD Gelre-IJssel (GG);1 mei 2010;510.0;380.0;0.3;0.2
260;3;1;GGD Regio Noord-Veluwe (GG);1 mei 2006;170.0;130.0;0.5;0.4
261;3;1;GGD Regio Noord-Veluwe (GG);1 mei 2007;170.0;110.0;0.4;0.3
262;3;1;GGD Regio Noord-Veluwe (GG);1 mei 2008;130.0;110.0;0.4;0.3
263;3;1;GGD Regio Noord-Veluwe (GG);1 mei 2009;;;;
264;3;1;GGD Regio Noord-Veluwe (GG);1 mei 2010;;;;
265;3;1;Hulpverlening Gelderland-Midden (GG);1 mei 2006;1130.0;890.0;0.9;0.7
266;3;1;Hulpverlening Gelderland-Midden (GG);1 mei 2007;1180.0;900.0;0.8;0.6
267;3;1;Hulpverlening Gelderland-Midden (GG);1 mei 2008;910.0;730.0;0.7;0.5
268;3;1;Hulpverlening Gelderland-Midden (GG);1 mei 2009;900.0;720.0;0.7;0.5
269;3;1;Hulpverlening Gelderland-Midden (GG);1 mei 2010;660.0;530.0;0.5;0.4
270;3;1;GGD Rivierenland (GG);1 mei 2006;410.0;350.0;0.9;0.8
271;3;1;GGD Rivierenland (GG);1 mei 2007;400.0;350.0;0.8;0.6
272;3;1;GGD Rivierenland (GG);1 mei 2008;270.0;210.0;0.5;0.4
273;3;1;GGD Rivierenland (GG);1 mei 2009;210.0;180.0;0.4;0.4
274;3;1;GGD Rivierenland (GG);1 mei 2010;190.0;160.0;0.4;0.3
275;3;1;GGD Regio Nijmegen (GG);1 mei 2006;280.0;210.0;0.5;0.4
276;3;1;GGD Regio Nijmegen (GG);1 mei 2007;300.0;220.0;0.5;0.3
277;3;1;GGD Regio Nijmegen (GG);1 mei 2008;250.0;180.0;0.4;0.3
278;3;1;GGD Regio Nijmegen (GG);1 mei 2009;230.0;170.0;0.4;0.3
279;3;1;GGD Regio Nijmegen (GG);1 mei 2010;170.0;120.0;0.3;0.2
280;3;1;Hulpverleningsdienst Flevoland (GG);1 mei 2006;800.0;600.0;1.0;0.7
281;3;1;Hulpverleningsdienst Flevoland (GG);1 mei 2007;840.0;610.0;0.8;0.6
282;3;1;Hulpverleningsdienst Flevoland (GG);1 mei 2008;680.0;520.0;0.7;0.5
283;3;1;Hulpverleningsdienst Flevoland (GG);1 mei 2009;;;;
284;3;1;Hulpverleningsdienst Flevoland (GG);1 mei 2010;;;;
285;3;1;GGD Flevoland (GG);1 mei 2006;;;;
286;3;1;GGD Flevoland (GG);1 mei 2007;;;;
287;3;1;GGD Flevoland (GG);1 mei 2008;;;;
288;3;1;GGD Flevoland (GG);1 mei 2009;730.0;580.0;0.8;0.6
289;3;1;GGD Flevoland (GG);1 mei 2010;490.0;370.0;0.5;0.4
290;3;1;GGD Eemland (GG);1 mei 2006;360.0;270.0;0.6;0.5
291;3;1;GGD Eemland (GG);1 mei 2007;360.0;250.0;0.5;0.4
292;3;1;GGD Eemland (GG);1 mei 2008;280.0;210.0;0.4;0.3
293;3;1;GGD Eemland (GG);1 mei 2009;;;;
294;3;1;GGD Eemland (GG);1 mei 2010;;;;
295;3;1;GG en GD Utrecht (GG);1 mei 2006;280.0;160.0;0.6;0.4
296;3;1;GG en GD Utrecht (GG);1 mei 2007;270.0;170.0;0.5;0.3
297;3;1;GG en GD Utrecht (GG);1 mei 2008;260.0;190.0;0.5;0.4
298;3;1;GG en GD Utrecht (GG);1 mei 2009;240.0;180.0;0.4;0.3
299;3;1;GG en GD Utrecht (GG);1 mei 2010;210.0;130.0;0.4;0.2
300;3;1;GGD Midden-Nederland (GG);1 mei 2006;880.0;640.0;0.7;0.5
301;3;1;GGD Midden-Nederland (GG);1 mei 2007;830.0;590.0;0.6;0.4
302;3;1;GGD Midden-Nederland (GG);1 mei 2008;710.0;520.0;0.5;0.4
303;3;1;GGD Midden-Nederland (GG);1 mei 2009;810.0;640.0;0.4;0.3
304;3;1;GGD Midden-Nederland (GG);1 mei 2010;580.0;420.0;0.3;0.2
305;3;1;GGD Kop van Noord-Holland (GG);1 mei 2006;260.0;180.0;0.9;0.6
306;3;1;GGD Kop van Noord-Holland (GG);1 mei 2007;;;;
307;3;1;GGD Kop van Noord-Holland (GG);1 mei 2008;;;;
308;3;1;GGD Kop van Noord-Holland (GG);1 mei 2009;;;;
309;3;1;GGD Kop van Noord-Holland (GG);1 mei 2010;;;;
310;3;1;GGD Hollands-Noorden (GG);1 mei 2006;;;;
311;3;1;GGD Hollands-Noorden (GG);1 mei 2007;760.0;550.0;0.5;0.4
312;3;1;GGD Hollands-Noorden (GG);1 mei 2008;660.0;490.0;0.5;0.4
313;3;1;GGD Hollands-Noorden (GG);1 mei 2009;640.0;520.0;0.5;0.4
