ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WajongUitkeringen_3;WAZUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
770;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2010 3e kwartaal;58320.0;32930.0;17250.0;2350.0;1800.0;3980.0
771;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2010 4e kwartaal;58570.0;32390.0;17650.0;2280.0;1960.0;4290.0
772;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2011 1e kwartaal;58500.0;31670.0;17970.0;2190.0;2110.0;4560.0
773;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2011 2e kwartaal;58260.0;30900.0;18190.0;2110.0;2270.0;4790.0
774;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2011 3e kwartaal;58210.0;30230.0;18450.0;2010.0;2410.0;5100.0
775;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2011 4e kwartaal;58220.0;29630.0;18700.0;1940.0;2590.0;5360.0
776;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2012 1e kwartaal;58000.0;28820.0;18920.0;1860.0;2750.0;5660.0
777;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2012 2e kwartaal;57870.0;28340.0;19080.0;1800.0;2860.0;5790.0
778;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2012 3e kwartaal;57680.0;27660.0;19330.0;1740.0;2980.0;5980.0
779;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2012 4e kwartaal;57650.0;27070.0;19560.0;1680.0;3070.0;6270.0
780;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2013 1e kwartaal;57870.0;26610.0;19840.0;1630.0;3220.0;6570.0
781;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2013 2e kwartaal;57790.0;25960.0;20110.0;1570.0;3380.0;6770.0
782;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2013 3e kwartaal;57700.0;25310.0;20380.0;1490.0;3520.0;7000.0
783;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2013 4e kwartaal;57770.0;24760.0;20640.0;1440.0;3750.0;7180.0
784;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2014 1e kwartaal;57950.0;24330.0;20920.0;1410.0;4000.0;7310.0
785;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2014 2e kwartaal;57940.0;23820.0;21130.0;1350.0;4180.0;7460.0
786;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2014 3e kwartaal;58010.0;23240.0;21430.0;1310.0;4320.0;7710.0
787;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2014 4e kwartaal;58030.0;22690.0;21700.0;1260.0;4470.0;7930.0
788;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2015 1e kwartaal;58050.0;22310.0;21700.0;1240.0;4680.0;8130.0
789;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2015 2e kwartaal;57840.0;21790.0;21700.0;1210.0;4880.0;8260.0
790;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2015 3e kwartaal;57560.0;21270.0;21640.0;1160.0;5140.0;8340.0
791;Totaal mannen en vrouwen;Totaal leeftijd;Overijssel (PV);2015 4e kwartaal;57360.0;20810.0;21570.0;1120.0;5330.0;8520.0
792;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1998 1e kwartaal;15550.0;13170.0;1400.0;990.0;;
793;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1998 2e kwartaal;15730.0;13300.0;1430.0;1010.0;;
794;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1998 3e kwartaal;15870.0;13410.0;1460.0;1000.0;;
795;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1998 4e kwartaal;16190.0;13650.0;1500.0;1050.0;;
796;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1999 1e kwartaal;16730.0;14180.0;1530.0;1010.0;;
797;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1999 2e kwartaal;17000.0;14420.0;1560.0;1020.0;;
798;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1999 3e kwartaal;17230.0;14610.0;1600.0;1030.0;;
799;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);1999 4e kwartaal;17460.0;14840.0;1600.0;1020.0;;
800;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2000 1e kwartaal;18030.0;15370.0;1630.0;1040.0;;
801;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2000 2e kwartaal;18340.0;15570.0;1710.0;1060.0;;
802;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2000 3e kwartaal;18570.0;15770.0;1740.0;1060.0;;
803;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2000 4e kwartaal;18960.0;16110.0;1780.0;1080.0;;
804;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2001 1e kwartaal;19300.0;16380.0;1820.0;1100.0;;
805;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2001 2e kwartaal;19660.0;16730.0;1850.0;1080.0;;
806;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2001 3e kwartaal;19790.0;16840.0;1870.0;1080.0;;
807;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2001 4e kwartaal;20140.0;17140.0;1900.0;1100.0;;
808;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2002 1e kwartaal;20440.0;17440.0;1920.0;1080.0;;
809;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2002 2e kwartaal;20640.0;17620.0;1940.0;1070.0;;
810;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2002 3e kwartaal;20730.0;17690.0;1970.0;1070.0;;
811;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2002 4e kwartaal;21010.0;17920.0;2010.0;1090.0;;
812;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2003 1e kwartaal;21230.0;18040.0;2080.0;1100.0;;
813;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2003 2e kwartaal;21140.0;17930.0;2120.0;1090.0;;
814;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2003 3e kwartaal;21250.0;17950.0;2200.0;1100.0;;
815;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2003 4e kwartaal;21280.0;17960.0;2230.0;1080.0;;
816;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2004 1e kwartaal;21150.0;17820.0;2250.0;1080.0;;
817;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2004 2e kwartaal;21160.0;17770.0;2310.0;1080.0;;
818;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2004 3e kwartaal;21230.0;17780.0;2380.0;1070.0;;
819;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2004 4e kwartaal;21110.0;17610.0;2410.0;1090.0;;
820;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2005 1e kwartaal;20990.0;17460.0;2450.0;1080.0;;
821;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2005 2e kwartaal;20560.0;16980.0;2500.0;1080.0;;
822;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2005 3e kwartaal;20270.0;16680.0;2530.0;1060.0;;
823;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2005 4e kwartaal;19860.0;16240.0;2590.0;1030.0;;
824;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2006 1e kwartaal;19750.0;16020.0;2620.0;1010.0;20.0;80.0
825;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2006 2e kwartaal;19410.0;15550.0;2640.0;980.0;40.0;200.0
826;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2006 3e kwartaal;19230.0;15190.0;2710.0;960.0;80.0;300.0
827;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2006 4e kwartaal;19130.0;14880.0;2790.0;940.0;100.0;410.0
828;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2007 1e kwartaal;19050.0;14560.0;2890.0;920.0;140.0;550.0
829;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2007 2e kwartaal;19040.0;14330.0;3000.0;900.0;160.0;650.0
830;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2007 3e kwartaal;18960.0;14080.0;3040.0;890.0;210.0;750.0
831;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2007 4e kwartaal;19010.0;13950.0;3110.0;880.0;230.0;840.0
832;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2008 1e kwartaal;19030.0;13740.0;3200.0;860.0;260.0;970.0
833;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2008 2e kwartaal;19060.0;13570.0;3270.0;840.0;300.0;1080.0
834;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2008 3e kwartaal;19150.0;13430.0;3380.0;820.0;340.0;1180.0
835;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2008 4e kwartaal;19160.0;13230.0;3470.0;820.0;370.0;1290.0
836;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2009 1e kwartaal;19200.0;13030.0;3570.0;790.0;420.0;1390.0
837;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2009 2e kwartaal;19140.0;12860.0;3640.0;780.0;430.0;1430.0
838;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2009 3e kwartaal;19180.0;12680.0;3740.0;760.0;460.0;1540.0
839;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2009 4e kwartaal;19280.0;12520.0;3830.0;750.0;500.0;1690.0
840;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2010 1e kwartaal;19310.0;12260.0;3970.0;720.0;550.0;1820.0
841;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2010 2e kwartaal;19380.0;12100.0;4100.0;690.0;570.0;1930.0
842;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2010 3e kwartaal;19530.0;11980.0;4190.0;680.0;600.0;2080.0
843;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2010 4e kwartaal;19650.0;11820.0;4300.0;670.0;650.0;2210.0
844;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2011 1e kwartaal;19700.0;11600.0;4420.0;650.0;670.0;2370.0
845;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2011 2e kwartaal;19750.0;11350.0;4530.0;610.0;720.0;2540.0
846;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2011 3e kwartaal;19770.0;11080.0;4620.0;590.0;760.0;2730.0
847;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2011 4e kwartaal;19780.0;10850.0;4700.0;570.0;800.0;2860.0
848;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2012 1e kwartaal;19800.0;10600.0;4800.0;560.0;830.0;3020.0
849;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2012 2e kwartaal;19770.0;10460.0;4850.0;540.0;870.0;3060.0
850;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2012 3e kwartaal;19730.0;10240.0;4940.0;520.0;900.0;3140.0
851;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2012 4e kwartaal;19800.0;10060.0;5020.0;500.0;930.0;3300.0
852;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2013 1e kwartaal;19900.0;9900.0;5080.0;490.0;960.0;3460.0
853;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2013 2e kwartaal;19890.0;9710.0;5150.0;470.0;1000.0;3550.0
854;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2013 3e kwartaal;19870.0;9480.0;5220.0;460.0;1050.0;3670.0
855;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2013 4e kwartaal;19890.0;9270.0;5290.0;440.0;1100.0;3790.0
856;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2014 1e kwartaal;19960.0;9140.0;5340.0;430.0;1160.0;3890.0
857;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2014 2e kwartaal;19980.0;8980.0;5430.0;420.0;1210.0;3950.0
858;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2014 3e kwartaal;19880.0;8750.0;5450.0;400.0;1250.0;4020.0
859;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2014 4e kwartaal;19910.0;8560.0;5540.0;390.0;1300.0;4120.0
860;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2015 1e kwartaal;19940.0;8450.0;5550.0;390.0;1380.0;4180.0
861;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2015 2e kwartaal;19860.0;8300.0;5530.0;370.0;1400.0;4260.0
862;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2015 3e kwartaal;19770.0;8110.0;5540.0;350.0;1450.0;4320.0
863;Totaal mannen en vrouwen;Totaal leeftijd;Flevoland (PV);2015 4e kwartaal;19720.0;7960.0;5530.0;340.0;1500.0;4390.0
864;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1998 1e kwartaal;104150.0;81080.0;15930.0;7150.0;;
865;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1998 2e kwartaal;104660.0;81370.0;16110.0;7190.0;;
866;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1998 3e kwartaal;105050.0;81660.0;16260.0;7130.0;;
867;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1998 4e kwartaal;106710.0;82640.0;16870.0;7210.0;;
868;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1999 1e kwartaal;106940.0;83130.0;16760.0;7050.0;;
869;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1999 2e kwartaal;107440.0;83600.0;16840.0;7010.0;;
870;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1999 3e kwartaal;108220.0;84170.0;17060.0;6990.0;;
871;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);1999 4e kwartaal;108970.0;84810.0;17130.0;7030.0;;
872;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2000 1e kwartaal;110530.0;86120.0;17240.0;7170.0;;
873;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2000 2e kwartaal;110910.0;86640.0;17100.0;7170.0;;
874;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2000 3e kwartaal;111200.0;86760.0;17240.0;7200.0;;
875;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2000 4e kwartaal;112510.0;87890.0;17370.0;7250.0;;
876;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2001 1e kwartaal;113350.0;88660.0;17470.0;7220.0;;
877;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2001 2e kwartaal;112810.0;88440.0;17250.0;7130.0;;
878;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2001 3e kwartaal;113870.0;89170.0;17610.0;7100.0;;
879;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2001 4e kwartaal;114640.0;89840.0;17680.0;7130.0;;
880;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2002 1e kwartaal;115060.0;90270.0;17750.0;7040.0;;
881;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2002 2e kwartaal;115400.0;90500.0;17820.0;7080.0;;
882;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2002 3e kwartaal;115460.0;90450.0;17970.0;7050.0;;
883;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2002 4e kwartaal;115950.0;90780.0;18090.0;7080.0;;
884;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2003 1e kwartaal;115890.0;90590.0;18250.0;7060.0;;
885;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2003 2e kwartaal;115210.0;89840.0;18340.0;7030.0;;
886;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2003 3e kwartaal;114860.0;89320.0;18500.0;7040.0;;
887;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2003 4e kwartaal;114700.0;89150.0;18580.0;6970.0;;
888;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2004 1e kwartaal;113210.0;87720.0;18680.0;6810.0;;
889;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2004 2e kwartaal;112640.0;86990.0;18850.0;6800.0;;
890;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2004 3e kwartaal;112210.0;86430.0;19040.0;6740.0;;
891;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2004 4e kwartaal;111580.0;85600.0;19170.0;6820.0;;
892;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2005 1e kwartaal;110510.0;84380.0;19350.0;6780.0;;
893;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2005 2e kwartaal;108440.0;82090.0;19580.0;6770.0;;
894;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2005 3e kwartaal;106370.0;80050.0;19790.0;6530.0;;
895;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2005 4e kwartaal;103860.0;77440.0;20060.0;6360.0;;
896;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2006 1e kwartaal;102440.0;75410.0;20390.0;6190.0;80.0;370.0
897;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2006 2e kwartaal;100160.0;72900.0;20370.0;5950.0;170.0;770.0
898;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2006 3e kwartaal;99170.0;71200.0;20710.0;5790.0;290.0;1180.0
899;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2006 4e kwartaal;98530.0;69720.0;21140.0;5630.0;430.0;1610.0
900;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2007 1e kwartaal;97760.0;68220.0;21520.0;5460.0;590.0;1970.0
901;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2007 2e kwartaal;97280.0;67040.0;21900.0;5310.0;730.0;2290.0
902;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2007 3e kwartaal;97190.0;66020.0;22360.0;5200.0;890.0;2720.0
903;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2007 4e kwartaal;97510.0;65480.0;22800.0;5120.0;1050.0;3070.0
904;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2008 1e kwartaal;97400.0;64510.0;23240.0;5000.0;1170.0;3480.0
905;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2008 2e kwartaal;97170.0;63510.0;23670.0;4860.0;1310.0;3820.0
906;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2008 3e kwartaal;97050.0;62440.0;24180.0;4730.0;1460.0;4240.0
907;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2008 4e kwartaal;96960.0;61460.0;24590.0;4610.0;1620.0;4680.0
908;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 1e kwartaal;96890.0;60470.0;25050.0;4470.0;1800.0;5110.0
909;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 2e kwartaal;96820.0;59480.0;25550.0;4370.0;1920.0;5510.0
910;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 3e kwartaal;96800.0;58430.0;26120.0;4250.0;2090.0;5920.0
911;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 4e kwartaal;97000.0;57520.0;26490.0;4130.0;2330.0;6530.0
912;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 1e kwartaal;96850.0;56090.0;27270.0;3920.0;2600.0;6970.0
913;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 2e kwartaal;96680.0;54960.0;27720.0;3790.0;2780.0;7430.0
914;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 3e kwartaal;96770.0;54050.0;28200.0;3680.0;2960.0;7880.0
915;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 4e kwartaal;97270.0;53220.0;28750.0;3590.0;3260.0;8450.0
916;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 1e kwartaal;97210.0;52120.0;29250.0;3420.0;3510.0;8920.0
917;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 2e kwartaal;96880.0;50760.0;29690.0;3270.0;3710.0;9460.0
918;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 3e kwartaal;96620.0;49480.0;30130.0;3140.0;3880.0;9990.0
919;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 4e kwartaal;96500.0;48340.0;30470.0;3030.0;4080.0;10580.0
920;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2012 1e kwartaal;96160.0;46990.0;30930.0;2870.0;4260.0;11110.0
921;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2012 2e kwartaal;96030.0;46170.0;31280.0;2810.0;4380.0;11400.0
922;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2012 3e kwartaal;95820.0;45130.0;31630.0;2710.0;4530.0;11830.0
923;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2012 4e kwartaal;95780.0;44080.0;32000.0;2610.0;4700.0;12390.0
924;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2013 1e kwartaal;96070.0;43320.0;32370.0;2560.0;4950.0;12870.0
925;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2013 2e kwartaal;95830.0;42270.0;32800.0;2450.0;5150.0;13150.0
926;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2013 3e kwartaal;95800.0;41300.0;33260.0;2350.0;5320.0;13570.0
927;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2013 4e kwartaal;95870.0;40460.0;33640.0;2260.0;5550.0;13960.0
928;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2014 1e kwartaal;96140.0;39740.0;34050.0;2190.0;5830.0;14330.0
929;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2014 2e kwartaal;96120.0;38830.0;34460.0;2100.0;6090.0;14630.0
930;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2014 3e kwartaal;96060.0;37900.0;34780.0;2030.0;6330.0;15030.0
931;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2014 4e kwartaal;96180.0;37070.0;35150.0;1950.0;6600.0;15420.0
932;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2015 1e kwartaal;96180.0;36480.0;35160.0;1890.0;6980.0;15680.0
933;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2015 2e kwartaal;95720.0;35700.0;35020.0;1830.0;7310.0;15850.0
934;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2015 3e kwartaal;95170.0;34820.0;34890.0;1770.0;7620.0;16070.0
935;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2015 4e kwartaal;94910.0;34060.0;34810.0;1720.0;7890.0;16440.0
936;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 1e kwartaal;58020.0;47460.0;7920.0;2640.0;;
937;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 2e kwartaal;58330.0;47700.0;7970.0;2660.0;;
938;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 3e kwartaal;58770.0;48040.0;8070.0;2660.0;;
939;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 4e kwartaal;59730.0;48740.0;8240.0;2750.0;;
940;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 1e kwartaal;59630.0;48740.0;8250.0;2640.0;;
941;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 2e kwartaal;59920.0;49060.0;8250.0;2610.0;;
942;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 3e kwartaal;60290.0;49240.0;8460.0;2600.0;;
943;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 4e kwartaal;60650.0;49500.0;8520.0;2640.0;;
944;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 1e kwartaal;61730.0;50440.0;8610.0;2690.0;;
945;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 2e kwartaal;62600.0;51120.0;8700.0;2780.0;;
946;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 3e kwartaal;62500.0;51000.0;8740.0;2760.0;;
947;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 4e kwartaal;63490.0;51890.0;8830.0;2760.0;;
948;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 1e kwartaal;64150.0;52420.0;8920.0;2810.0;;
949;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 2e kwartaal;64930.0;53140.0;8960.0;2830.0;;
950;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 3e kwartaal;65250.0;53390.0;9050.0;2810.0;;
951;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 4e kwartaal;65830.0;53900.0;9110.0;2830.0;;
952;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 1e kwartaal;66920.0;54860.0;9250.0;2810.0;;
953;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 2e kwartaal;67250.0;55150.0;9270.0;2830.0;;
954;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 3e kwartaal;67300.0;55110.0;9340.0;2840.0;;
955;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 4e kwartaal;67800.0;55450.0;9490.0;2870.0;;
956;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 1e kwartaal;67760.0;55350.0;9540.0;2870.0;;
957;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 2e kwartaal;66500.0;54160.0;9600.0;2740.0;;
958;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 3e kwartaal;65940.0;53580.0;9630.0;2740.0;;
959;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 4e kwartaal;65760.0;53300.0;9690.0;2770.0;;
960;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 1e kwartaal;65080.0;52690.0;9710.0;2690.0;;
961;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 2e kwartaal;64870.0;52400.0;9780.0;2700.0;;
962;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 3e kwartaal;64540.0;52010.0;9870.0;2670.0;;
