ID;Leeftijd;Perioden;TotaalBevolking_1;Mannen_2;Vrouwen_3
0;Totaal over alle leeftijden;2004;16257697;8046107;8211587
1;Totaal over alle leeftijden;2005;16312828;8074502;8238328
2;Totaal over alle leeftijden;2006;16361823;8099812;8262002
3;Totaal over alle leeftijden;2007;16413374;8126515;8286849
4;Totaal over alle leeftijden;2008;16469773;8156283;8313485
5;Totaal over alle leeftijden;2009;16529754;8188333;8341427
6;0;2004;203793;104350;99443
7;0;2005;196625;100711;95914
8;0;2006;192785;98746;94039
9;0;2007;189267;96944;92323
10;0;2008;186215;95385;90830
11;0;2009;183848;94177;89671
12;1;2004;202974;104007;98967
13;1;2005;203988;104444;99545
14;1;2006;196864;100829;96035
15;1;2007;193146;98926;94220
16;1;2008;189761;97196;92566
17;1;2009;186819;95696;91122
18;2;2004;205096;104830;100267
19;2;2005;203109;104037;99073
20;2;2006;204128;104480;99648
21;2;2007;197157;100943;96213
22;2;2008;193585;99119;94466
23;2;2009;190324;97456;92868
24;3;2004;208567;106385;102182
25;3;2005;205169;104833;100336
26;3;2006;203237;104068;99169
27;3;2007;204371;104572;99799
28;3;2008;197576;101129;96447
29;3;2009;194128;99375;94753
30;4;2004;203626;104296;99330
31;4;2005;208595;106372;102223
32;4;2006;205268;104855;100412
33;4;2007;203503;104174;99328
34;4;2008;204772;104755;100017
35;4;2009;198120;101390;96730
36;5;2004;202041;103327;98714
37;5;2005;203686;104292;99394
38;5;2006;208626;106357;102269
39;5;2007;205483;104934;100549
40;5;2008;203889;104344;99545
41;5;2009;205263;104984;100279
42;6;2004;195724;99697;96028
43;6;2005;202124;103333;98791
44;6;2006;203770;104306;99464
45;6;2007;208798;106419;102379
46;6;2008;205835;105089;100746
47;6;2009;204375;104572;99803
48;7;2004;194210;99825;94384
49;7;2005;195842;99738;96104
50;7;2006;202221;103361;98860
51;7;2007;203978;104395;99583
52;7;2008;209107;106564;102543
53;7;2009;206279;105307;100972
54;8;2004;194749;99507;95242
55;8;2005;194357;99873;94484
56;8;2006;195991;99793;96198
57;8;2007;202454;103455;98999
58;8;2008;204322;104552;99770
59;8;2009;209524;106765;102760
60;9;2004;200096;102333;97762
61;9;2005;194939;99578;95361
62;9;2006;194530;99937;94592
63;9;2007;196255;99909;96346
64;9;2008;202807;103617;99190
65;9;2009;204758;104761;99997
66;10;2004;199663;102027;97635
67;10;2005;200310;102408;97902
68;10;2006;195165;99667;95498
69;10;2007;194827;100062;94766
70;10;2008;196644;100085;96558
71;10;2009;203263;103829;99434
72;11;2004;201711;103341;98370
73;11;2005;199888;102110;97778
74;11;2006;200543;102498;98045
75;11;2007;195489;99809;95680
76;11;2008;195227;100243;94985
77;11;2009;197115;100308;96807
78;12;2004;204553;104535;100018
79;12;2005;201956;103433;98523
80;12;2006;200130;102204;97926
81;12;2007;200866;102635;98231
82;12;2008;195902;99996;95906
83;12;2009;195702;100464;95238
84;13;2004;205063;105159;99904
85;13;2005;204820;104644;100176
86;13;2006;202231;103552;98679
87;13;2007;200474;102356;98118
88;13;2008;201296;102835;98461
89;13;2009;196406;100238;96168
90;14;2004;197291;100662;96628
91;14;2005;205394;105331;100063
92;14;2006;205143;104814;100329
93;14;2007;202624;103756;98869
94;14;2008;200946;102600;98346
95;14;2009;201837;103118;98719
96;15;2004;195668;100153;95515
97;15;2005;197799;100988;96812
98;15;2006;205853;105619;100233
99;15;2007;205664;105130;100535
100;15;2008;203225;104110;99115
101;15;2009;201616;102990;98626
102;16;2004;197255;101377;95877
103;16;2005;196357;100636;95721
104;16;2006;198422;101420;97002
105;16;2007;206506;106052;100453
106;16;2008;206396;105602;100794
107;16;2009;204035;104625;99410
108;17;2004;196960;100694;96266
109;17;2005;198068;101940;96127
110;17;2006;197103;101142;95960
111;17;2007;199203;101934;97269
112;17;2008;207348;106592;100756
113;17;2009;207323;106191;101133
114;18;2004;192930;98950;93980
115;18;2005;197790;101069;96721
116;18;2006;198863;102286;96577
117;18;2007;197979;101520;96458
118;18;2008;200173;102364;97810
119;18;2009;208397;107063;101334
120;19;2004;191029;98135;92894
121;19;2005;193792;99107;94685
122;19;2006;198651;101228;97423
123;19;2007;199858;102504;97354
124;19;2008;199110;101812;97298
125;19;2009;201421;102721;98700
126;20;2004;187016;95506;91510
127;20;2005;191902;98233;93669
128;20;2006;194678;99219;95459
129;20;2007;199698;101410;98287
130;20;2008;201083;102775;98308
131;20;2009;200494;102165;98329
132;21;2004;189672;96486;93186
133;21;2005;188023;95662;92361
134;21;2006;192878;98376;94502
135;21;2007;195858;99457;96401
136;21;2008;201086;101751;99335
137;21;2009;202658;103203;99455
138;22;2004;196202;98783;97419
139;22;2005;190674;96670;94004
140;22;2006;189058;95858;93199
141;22;2007;194103;98657;95446
142;22;2008;197330;99863;97468
143;22;2009;202768;102258;100510
144;23;2004;200032;100876;99156
145;23;2005;197132;98992;98140
146;23;2006;191620;96872;94748
147;23;2007;190274;96181;94093
148;23;2008;195552;99095;96458
149;23;2009;199020;100422;98598
150;24;2004;194970;97989;96981
151;24;2005;200837;101081;99755
152;24;2006;197954;99207;98747
153;24;2007;192716;97199;95517
154;24;2008;191681;96661;95020
155;24;2009;197168;99682;97486
156;25;2004;197288;99105;98182
157;25;2005;195656;98221;97435
158;25;2006;201476;101285;100191
159;25;2007;198874;99546;99328
160;25;2008;193960;97689;96271
161;25;2009;193200;97289;95912
162;26;2004;196223;98395;97828
163;26;2005;197777;99293;98484
164;26;2006;196180;98445;97735
165;26;2007;202225;101611;100614
166;26;2008;199947;100039;99908
167;26;2009;195309;98312;96997
168;27;2004;199614;100731;98882
169;27;2005;196594;98555;98039
170;27;2006;198119;99431;98688
171;27;2007;196825;98748;98077
172;27;2008;203134;102050;101085
173;27;2009;201125;100619;100506
174;28;2004;202472;101655;100817
175;28;2005;199855;100808;99046
176;28;2006;196858;98656;98202
177;28;2007;198629;99649;98979
178;28;2008;197675;99159;98516
179;28;2009;204191;102569;101623
180;29;2004;212660;106769;105890
181;29;2005;202596;101684;100912
182;29;2006;200017;100854;99164
183;29;2007;197307;98860;98447
184;29;2008;199362;100003;99358
185;29;2009;198679;99670;99009
186;30;2004;221443;111041;110402
187;30;2005;212607;106690;105917
188;30;2006;202626;101642;100984
189;30;2007;200340;100960;99380
190;30;2008;197949;99153;98796
191;30;2009;200225;100415;99810
192;31;2004;240800;120822;119977
193;31;2005;221265;110874;110391
194;31;2006;212490;106564;105925
195;31;2007;202833;101684;101149
196;31;2008;200868;101176;99692
197;31;2009;198728;99518;99210
198;32;2004;253296;128016;125281
199;32;2005;240391;120513;119879
200;32;2006;221035;110671;110364
201;32;2007;212555;106528;106028
202;32;2008;203247;101839;101408
203;32;2009;201533;101469;100064
204;33;2004;265265;134342;130923
205;33;2005;252754;127612;125142
206;33;2006;239931;120167;119764
207;33;2007;220966;110548;110418
208;33;2008;212807;106593;106213
209;33;2009;203773;102057;101717
210;34;2004;271890;138100;133790
211;34;2005;264515;133799;130715
212;34;2006;252162;127182;124980
213;34;2007;239632;119911;119721
214;34;2008;221071;110529;110542
215;34;2009;213162;106725;106437
216;35;2004;260898;132401;128497
217;35;2005;271080;137508;133573
218;35;2006;263723;133236;130487
219;35;2007;251724;126839;124885
220;35;2008;239509;119759;119750
221;35;2009;221270;110568;110702
222;36;2004;258854;131658;127196
223;36;2005;260091;131808;128283
224;36;2006;270239;136901;133338
225;36;2007;263102;132769;130333
226;36;2008;251471;126604;124867
227;36;2009;239498;119675;119823
228;37;2004;260398;132602;127796
229;37;2005;258017;131055;126962
230;37;2006;259233;131196;128037
231;37;2007;269540;136385;133155
232;37;2008;262651;132413;130238
233;37;2009;251299;126427;124872
234;38;2004;265345;135323;130022
235;38;2005;259541;131965;127576
236;38;2006;257155;130445;126710
237;38;2007;258523;130675;127848
238;38;2008;269018;135981;133037
239;38;2009;262306;132125;130182
240;39;2004;269997;137362;132635
241;39;2005;264389;134645;129744
242;39;2006;258665;131334;127331
243;39;2007;256433;129928;126505
244;39;2008;257983;130270;127713
245;39;2009;268599;135653;132946
246;40;2004;266388;135560;130828
247;40;2005;268975;136647;132328
248;40;2006;263402;133950;129452
249;40;2007;257895;130766;127128
250;40;2008;255848;129495;126352
251;40;2009;257521;129912;127608
252;41;2004;261694;132497;129197
253;41;2005;265410;134884;130526
254;41;2006;267950;135949;132001
255;41;2007;262551;133355;129197
256;41;2008;257279;130313;126966
257;41;2009;255367;129142;126225
258;42;2004;259543;131261;128283
259;42;2005;260735;131851;128883
260;42;2006;264420;134221;130199
261;42;2007;267048;135340;131708
262;42;2008;261841;132863;128978
263;42;2009;256742;129928;126814
264;43;2004;253456;128357;125099
265;43;2005;258586;130639;127948
266;43;2006;259740;131205;128535
267;43;2007;263516;133628;129888
268;43;2008;266256;134820;131437
269;43;2009;261193;132431;128763
270;44;2004;251649;126979;124671
271;44;2005;252422;127690;124732
272;44;2006;257596;130004;127592
273;44;2007;258819;130609;128209
274;44;2008;262711;133104;129607
275;44;2009;265522;134344;131179
276;45;2004;245013;123646;121368
277;45;2005;250665;126369;124296
278;45;2006;251366;127035;124331
279;45;2007;256679;129434;127244
280;45;2008;257996;130097;127898
281;45;2009;261961;132639;129322
282;46;2004;240590;121300;119290
283;46;2005;244012;123043;120970
284;46;2006;249637;125753;123884
285;46;2007;250369;126432;123937
286;46;2008;255830;128927;126903
287;46;2009;257206;129628;127578
288;47;2004;236982;119793;117189
289;47;2005;239574;120694;118880
290;47;2006;242970;122420;120550
291;47;2007;248656;125170;123486
292;47;2008;249441;125879;123561
293;47;2009;255007;128445;126562
294;48;2004;231701;116463;115238
295;48;2005;235929;119162;116767
296;48;2006;238507;120063;118444
297;48;2007;241959;121820;120139
298;48;2008;247723;124622;123101
299;48;2009;248537;125348;123189
300;49;2004;228671;115543;113128
301;49;2005;230662;115848;114814
302;49;2006;234861;118528;116332
303;49;2007;237500;119471;118029
304;49;2008;241023;121273;119750
305;49;2009;246833;124107;122726
306;50;2004;225668;114000;111668
307;50;2005;227606;114911;112695
308;50;2006;229591;115219;114371
309;50;2007;233826;117919;115906
310;50;2008;236548;118920;117628
311;50;2009;240111;120751;119361
312;51;2004;226201;114352;111849
313;51;2005;224583;113349;111234
314;51;2006;226503;114253;112251
315;51;2007;228545;114602;113943
316;51;2008;232837;117336;115501
317;51;2009;235608;118375;117233
318;52;2004;218608;110678;107930
319;52;2005;225074;113686;111388
320;52;2006;223470;112693;110776
321;52;2007;225433;113625;111809
322;52;2008;227545;114026;113519
323;52;2009;231867;116778;115089
324;53;2004;220103;111392;108712
325;53;2005;217476;110002;107473
326;53;2006;223895;112990;110905
327;53;2007;222361;112042;110320
328;53;2008;224384;113015;111369
329;53;2009;226542;113452;113089
330;54;2004;222962;113041;109921
331;54;2005;218861;110648;108213
332;54;2006;216278;109292;106986
333;54;2007;222705;112292;110413
334;54;2008;221252;111397;109855
335;54;2009;223310;112397;110913
336;55;2004;229851;116682;113169
337;55;2005;221630;112238;109392
338;55;2006;217552;109865;107686
339;55;2007;215068;108574;106494
340;55;2008;221514;111596;109918
341;55;2009;220122;110743;109379
342;56;2004;241647;122061;119587
343;56;2005;228370;115784;112586
344;56;2006;220217;111388;108829
345;56;2007;216215;109066;107148
346;56;2008;213837;107845;105992
347;56;2009;220280;110876;109405
348;57;2004;248710;126255;122455
349;57;2005;239967;121040;118927
350;57;2006;226789;114825;111964
351;57;2007;218753;110506;108247
352;57;2008;214835;108244;106591
353;57;2009;212541;107079;105462
354;58;2004;178455;90157;88298
355;58;2005;246862;125122;121741
356;58;2006;238180;119957;118222
357;58;2007;225147;113831;111316
358;58;2008;217243;109601;107642
359;58;2009;213399;107391;106007
360;59;2004;185964;93776;92188
361;59;2005;177060;89296;87765
362;59;2006;244889;123911;120978
363;59;2007;236313;118823;117490
364;59;2008;223444;112801;110642
365;59;2009;215656;108650;107006
366;60;2004;175743;88695;87048
367;60;2005;184382;92793;91588
368;60;2006;175552;88364;87188
369;60;2007;242806;122629;120176
370;60;2008;234357;117635;116722
371;60;2009;221641;111711;109930
372;61;2004;161471;81356;80114
373;61;2005;174123;87674;86449
374;61;2006;182677;91732;90946
375;61;2007;173962;87375;86586
376;61;2008;240617;121278;119339
377;61;2009;232286;116374;115912
378;62;2004;152993;76789;76204
379;62;2005;159832;80326;79506
380;62;2006;172362;86567;85795
381;62;2007;180854;90596;90258
382;62;2008;172267;86325;85942
383;62;2009;238272;119833;118440
384;63;2004;156108;77688;78421
385;63;2005;151312;75728;75584
386;63;2006;158066;79215;78851
387;63;2007;170492;85391;85101
388;63;2008;178927;89397;89530
389;63;2009;170464;85209;85255
390;64;2004;148932;73485;75448
391;64;2005;154211;76491;77720
392;64;2006;149490;74581;74909
393;64;2007;156176;78028;78147
394;64;2008;168498;84143;84355
395;64;2009;176864;88116;88748
396;65;2004;144344;71033;73310
397;65;2005;146864;72149;74715
398;65;2006;152055;75094;76960
399;65;2007;147440;73255;74185
400;65;2008;154065;76669;77396
401;65;2009;166256;82703;83553
402;66;2004;134474;65388;69086
403;66;2005;142196;69656;72540
404;66;2006;144682;70759;73923
405;66;2007;149806;73659;76147
406;66;2008;145309;71896;73413
407;66;2009;151860;75269;76591
408;67;2004;132025;63884;68141
409;67;2005;132303;64022;68281
410;67;2006;139897;68206;71692
411;67;2007;142363;69303;73059
412;67;2008;147425;72164;75260
413;67;2009;143038;70473;72565
414;68;2004;127473;61003;66470
415;68;2005;129704;62430;67274
416;68;2006;129984;62576;67408
417;68;2007;137455;66679;70776
418;68;2008;139911;67779;72132
419;68;2009;144905;70597;74307
420;69;2004;124208;58691;65517
421;69;2005;125023;59484;65539
422;69;2006;127214;60883;66330
423;69;2007;127507;61042;66465
424;69;2008;134856;65069;69787
425;69;2009;137296;66170;71125
426;70;2004;119748;55813;63935
427;70;2005;121603;57093;64510
428;70;2006;122401;57873;64528
429;70;2007;124559;59250;65309
430;70;2008;124875;59430;65445
431;70;2009;132090;63373;68717
432;71;2004;120035;55213;64822
433;71;2005;116972;54131;62841
434;71;2006;118790;55385;63405
435;71;2007;119581;56157;63424
436;71;2008;121712;57520;64193
437;71;2009;122049;57720;64329
438;72;2004;114852;52071;62781
439;72;2005;116932;53363;63569
440;72;2006;113957;52331;61625
441;72;2007;115742;53561;62181
442;72;2008;116536;54333;62202
443;72;2009;118635;55676;62959
444;73;2004;113359;50642;62717
445;73;2005;111541;50132;61408
446;73;2006;113569;51392;62177
447;73;2007;110695;50416;60278
448;73;2008;112453;51630;60823
449;73;2009;113245;52399;60846
450;74;2004;105080;45904;59176
451;74;2005;109699;48546;61154
452;74;2006;107951;48076;59875
453;74;2007;109928;49301;60627
454;74;2008;107173;48395;58778
