ID;Sectoren;TypeNietFinancieleActiva;Perioden;Beginbalans_1;Herwaardering_2;Kapitaalvorming_3;OverigeVolumemutaties_4;StatistischVerschil_5;Eindbalans_6;VolumeIndexcijfers2000100_7
0;Totaal sectoren;Totaal niet-financiële activa;1996;;;;;;1439514.0;92.34
1;Totaal sectoren;Totaal niet-financiële activa;1997;1439514.0;112375.0;28394.0;-1026.0;696.0;1579952.0;94.18
2;Totaal sectoren;Totaal niet-financiële activa;1998;1579952.0;108447.0;31125.0;5064.0;70.0;1724657.0;96.25
3;Totaal sectoren;Totaal niet-financiële activa;1999;1724657.0;166555.0;33570.0;5246.0;1477.0;1931505.0;98.34
4;Totaal sectoren;Totaal niet-financiële activa;2000;1931505.0;229566.0;30725.0;360.0;1652.0;2193809.0;100.0
5;Totaal sectoren;Totaal niet-financiële activa;2001;2193809.0;184425.0;30431.0;1878.0;-868.0;2409674.0;101.47
6;Totaal sectoren;Totaal niet-financiële activa;2002;2409674.0;121405.0;23918.0;5978.0;484.0;2561460.0;102.7
7;Totaal sectoren;Totaal niet-financiële activa;2003;2561460.0;69090.0;21682.0;7240.0;-443.0;2659029.0;103.82
8;Totaal sectoren;Totaal niet-financiële activa;2004;2659029.0;71494.0;19608.0;6559.0;-2963.0;2753727.0;104.73
9;Totaal sectoren;Totaal niet-financiële activa;2005;2753727.0;91495.0;21317.0;2828.0;1489.0;2870857.0;105.75
10;Totaal sectoren;Totaal niet-financiële activa;2006;2870857.0;134018.0;29223.0;1452.0;24.0;3035574.0;106.95
11;Totaal sectoren;Totaal niet-financiële activa;2007;3035574.0;134240.0;34542.0;4384.0;5800.0;3214542.0;108.53
12;Totaal sectoren;Totaal niet-financiële activa;2008;3214542.0;132736.0;38591.0;7080.0;-74.0;3392875.0;110.12
13;Totaal sectoren;Totaal niet-financiële activa;2009;3392875.0;-63709.0;17285.0;9456.0;0.0;3355907.0;110.91
14;Totaal sectoren;Totaal vaste activa;1996;;;;;;1052282.0;90.3
15;Totaal sectoren;Totaal vaste activa;1997;1052282.0;18956.0;25117.0;0.0;987.0;1097342.0;92.6
16;Totaal sectoren;Totaal vaste activa;1998;1097342.0;25749.0;27701.0;0.0;735.0;1151527.0;95.0
17;Totaal sectoren;Totaal vaste activa;1999;1151527.0;33963.0;31569.0;0.0;968.0;1218028.0;97.6
18;Totaal sectoren;Totaal vaste activa;2000;1218028.0;53931.0;29916.0;0.0;619.0;1302493.0;100.0
19;Totaal sectoren;Totaal vaste activa;2001;1302493.0;69038.0;28572.0;0.0;22.0;1400124.0;102.11
20;Totaal sectoren;Totaal vaste activa;2002;1400124.0;62299.0;23138.0;0.0;0.0;1485560.0;103.7
21;Totaal sectoren;Totaal vaste activa;2003;1485560.0;46126.0;21264.0;0.0;0.0;1552950.0;105.2
22;Totaal sectoren;Totaal vaste activa;2004;1552950.0;28171.0;18755.0;0.0;0.0;1599876.0;106.4
23;Totaal sectoren;Totaal vaste activa;2005;1599876.0;30469.0;21133.0;0.0;0.0;1651478.0;107.8
24;Totaal sectoren;Totaal vaste activa;2006;1651478.0;49471.0;27627.0;0.0;0.0;1728575.0;109.6
25;Totaal sectoren;Totaal vaste activa;2007;1728575.0;37996.0;32086.0;0.0;0.0;1798658.0;111.6
26;Totaal sectoren;Totaal vaste activa;2008;1798658.0;56216.0;36667.0;0.0;0.0;1891541.0;113.8
27;Totaal sectoren;Totaal vaste activa;2009;1891541.0;38787.0;20811.0;0.0;0.0;1951139.0;115.0
28;Totaal sectoren;Woningen;1996;;;;;;447253.0;90.0
29;Totaal sectoren;Woningen;1997;447253.0;10949.0;11689.0;74.0;752.0;470716.0;92.4
30;Totaal sectoren;Woningen;1998;470716.0;14170.0;12425.0;101.0;422.0;497835.0;94.9
31;Totaal sectoren;Woningen;1999;497835.0;21506.0;13552.0;51.0;569.0;533512.0;97.43
32;Totaal sectoren;Woningen;2000;533512.0;30550.0;14514.0;134.0;255.0;578964.0;100.0
33;Totaal sectoren;Woningen;2001;578964.0;38463.0;16051.0;115.0;0.0;633593.0;102.61
34;Totaal sectoren;Woningen;2002;633593.0;37493.0;14839.0;89.0;0.0;686014.0;104.88
35;Totaal sectoren;Woningen;2003;686014.0;29429.0;14076.0;123.0;0.0;729642.0;106.96
36;Totaal sectoren;Woningen;2004;729642.0;20101.0;15267.0;50.0;0.0;765060.0;109.2
37;Totaal sectoren;Woningen;2005;765060.0;18916.0;16857.0;65.0;0.0;800898.0;111.5
38;Totaal sectoren;Woningen;2006;800898.0;29144.0;19057.0;78.0;0.0;849177.0;114.06
39;Totaal sectoren;Woningen;2007;849177.0;16644.0;20770.0;90.0;0.0;886682.0;116.8
40;Totaal sectoren;Woningen;2008;886682.0;26330.0;21319.0;55.0;0.0;934385.0;119.6
41;Totaal sectoren;Woningen;2009;934385.0;24834.0;16183.0;77.0;0.0;975479.0;121.6
42;Totaal sectoren;Bedrijfsgebouwen;1996;;;;;;218028.0;94.62
43;Totaal sectoren;Bedrijfsgebouwen;1997;218028.0;4360.0;1801.0;-74.0;302.0;224417.0;95.49
44;Totaal sectoren;Bedrijfsgebouwen;1998;224417.0;5937.0;2532.0;-101.0;365.0;233150.0;96.65
45;Totaal sectoren;Bedrijfsgebouwen;1999;233150.0;6885.0;3547.0;-51.0;389.0;243920.0;98.22
46;Totaal sectoren;Bedrijfsgebouwen;2000;243920.0;11676.0;4422.0;-134.0;341.0;260225.0;100.0
47;Totaal sectoren;Bedrijfsgebouwen;2001;260225.0;15589.0;4452.0;-115.0;0.0;280151.0;101.57
48;Totaal sectoren;Bedrijfsgebouwen;2002;280151.0;12522.0;3834.0;-89.0;0.0;296418.0;102.87
49;Totaal sectoren;Bedrijfsgebouwen;2003;296418.0;6703.0;3122.0;-123.0;0.0;306120.0;103.88
50;Totaal sectoren;Bedrijfsgebouwen;2004;306120.0;5086.0;1778.0;-50.0;0.0;312934.0;104.46
51;Totaal sectoren;Bedrijfsgebouwen;2005;312934.0;6910.0;1413.0;-65.0;0.0;321192.0;104.89
52;Totaal sectoren;Bedrijfsgebouwen;2006;321192.0;10660.0;1620.0;-78.0;0.0;333394.0;105.37
53;Totaal sectoren;Bedrijfsgebouwen;2007;333394.0;7819.0;3584.0;-90.0;0.0;344708.0;106.5
54;Totaal sectoren;Bedrijfsgebouwen;2008;344708.0;13059.0;5621.0;-55.0;0.0;363334.0;108.1
55;Totaal sectoren;Bedrijfsgebouwen;2009;363334.0;14314.0;4098.0;-77.0;0.0;381669.0;109.3
56;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;1996;;;;;;191676.0;96.14
57;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;1997;191676.0;3239.0;1344.0;0.0;15.0;196274.0;96.81
58;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;1998;196274.0;4512.0;1508.0;0.0;15.0;202309.0;97.6
59;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;1999;202309.0;4794.0;2186.0;0.0;5.0;209294.0;98.58
60;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;2000;209294.0;8644.0;3142.0;0.0;-8.0;221072.0;100.0
61;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;2001;221072.0;10913.0;3279.0;0.0;0.0;235264.0;101.41
62;Totaal sectoren;Grond-, weg- en waterbouwkundige werken;2002;235264.0;9423.0;3007.0;0.0;0.0;247694.0;102.66
