ID;NederlandseEconomie;Perioden;TotaalCO2_1;CO2ExclBiomassa_2;CO2Biomassa_3;N2O_4;CH4_5;BroeikasgasEquivalent_6;NOx_7;SO2_8;NH3_9;ZuurEquivalent_10;CFK12Equivalent_11;CO_12;NMVOS_13;PM10_14
950;27 Elektrische apparatenindustrie;2022;140;139;1.3;0.0;0.0;142;0.1;0.0;0.0;0.0;0.0;0.4;0.1;0.0
951;27 Elektrische apparatenindustrie;2023;115;114;1.4;0.0;0.0;117;0.1;0.0;0.0;0.0;0.0;0.3;0.1;0.0
952;28 Machine-industrie;1990;302;302;0.0;0.0;0.0;303;1.4;0.4;0.0;0.0;11.9;2.6;1.6;0.2
953;28 Machine-industrie;1991;279;279;0.0;0.0;0.0;280;0.8;0.4;0.0;0.0;9.5;1.6;1.4;0.1
954;28 Machine-industrie;1992;305;305;0.0;0.0;0.0;306;1.0;0.4;0.0;0.0;7.1;1.7;1.3;0.1
955;28 Machine-industrie;1993;281;281;0.1;0.0;0.0;282;1.2;0.3;0.0;0.0;4.7;1.7;1.2;0.1
956;28 Machine-industrie;1994;303;303;0.0;0.0;0.0;304;1.0;0.2;0.0;0.0;2.4;1.8;1.0;0.1
957;28 Machine-industrie;1995;292;291;0.1;0.0;0.0;293;1.1;0.2;0.0;0.0;0.0;2.2;1.1;0.1
958;28 Machine-industrie;1996;358;358;0.1;0.0;0.0;360;1.1;0.4;0.0;0.0;0.0;2.6;1.2;0.1
959;28 Machine-industrie;1997;351;351;0.1;0.0;0.0;353;0.8;0.2;0.0;0.0;0.0;3.2;0.5;0.0
960;28 Machine-industrie;1998;351;351;0.1;0.0;0.0;353;0.9;0.3;0.0;0.0;0.0;2.1;1.0;0.1
961;28 Machine-industrie;1999;327;327;0.1;0.0;0.0;328;0.9;0.1;0.0;0.0;0.0;1.2;0.4;0.1
962;28 Machine-industrie;2000;317;317;0.1;0.0;0.0;318;0.9;0.1;0.0;0.0;0.0;2.0;0.8;0.0
963;28 Machine-industrie;2001;310;309;0.1;0.0;0.0;311;1.0;0.2;0.0;0.0;0.0;2.3;0.6;0.1
964;28 Machine-industrie;2002;302;302;0.1;0.0;0.0;303;0.9;0.0;0.0;0.0;0.0;1.4;0.5;0.0
965;28 Machine-industrie;2003;301;300;0.0;0.0;0.0;302;0.8;0.0;0.0;0.0;0.0;1.4;0.3;0.0
966;28 Machine-industrie;2004;282;281;0.1;0.0;0.0;283;0.8;0.2;0.0;0.0;0.0;2.3;0.3;0.1
967;28 Machine-industrie;2005;285;285;0.1;0.0;0.0;287;0.8;0.2;0.0;0.0;0.0;2.8;0.4;0.1
968;28 Machine-industrie;2006;285;285;0.2;0.0;0.0;287;0.8;0.2;0.0;0.0;0.0;2.5;0.4;0.1
969;28 Machine-industrie;2007;273;271;1.2;0.0;0.0;274;0.8;0.2;0.0;0.0;0.0;1.9;0.4;0.1
970;28 Machine-industrie;2008;309;307;1.1;0.0;0.1;311;0.8;0.2;0.0;0.0;0.0;2.2;0.4;0.1
971;28 Machine-industrie;2009;310;308;1.4;0.0;0.1;313;0.8;0.2;0.0;0.0;0.0;2.5;0.4;0.1
972;28 Machine-industrie;2010;323;322;0.9;0.0;0.1;326;0.8;0.3;0.0;0.0;0.0;3.0;0.4;0.1
973;28 Machine-industrie;2011;243;242;1.2;0.0;0.0;246;0.9;0.2;0.0;0.0;0.0;2.8;0.4;0.1
974;28 Machine-industrie;2012;291;290;1.4;0.0;0.1;294;0.8;0.2;0.0;0.0;0.0;1.8;0.4;0.1
975;28 Machine-industrie;2013;278;277;1.4;0.0;0.1;282;0.8;0.4;0.0;0.0;0.0;2.1;0.4;0.1
976;28 Machine-industrie;2014;230;228;1.7;0.0;0.1;233;0.7;0.3;0.0;0.0;0.0;2.2;0.4;0.0
977;28 Machine-industrie;2015;267;265;1.5;0.0;0.1;271;0.7;0.4;0.0;0.0;0.0;2.2;0.3;0.0
978;28 Machine-industrie;2016;281;280;1.4;0.0;0.1;286;0.6;0.3;0.0;0.0;0.0;2.1;0.3;0.0
979;28 Machine-industrie;2017;308;306;1.7;0.0;0.1;312;0.6;0.3;0.0;0.0;0.0;2.1;0.3;0.0
980;28 Machine-industrie;2018;320;317;2.7;0.0;0.1;325;0.7;0.4;0.0;0.0;0.0;2.0;0.2;0.0
981;28 Machine-industrie;2019;302;298;3.3;0.0;0.1;307;0.6;0.3;0.0;0.0;0.0;2.0;0.2;0.0
982;28 Machine-industrie;2020;280;277;2.7;0.0;0.1;285;0.5;0.2;0.0;0.0;0.0;2.1;0.2;0.0
983;28 Machine-industrie;2021;344;341;3.2;0.0;0.1;351;0.5;0.2;0.0;0.0;0.0;1.8;0.2;0.0
984;28 Machine-industrie;2022;337;334;3.2;0.0;0.1;343;0.4;0.0;0.0;0.0;0.0;1.8;0.2;0.0
985;28 Machine-industrie;2023;289;285;3.4;0.0;0.1;294;0.4;0.0;0.0;0.0;0.0;1.6;0.2;0.0
986;29-30 Transportmiddelenindustrie;1990;209;209;0.0;0.0;0.0;209;1.0;0.1;0.0;0.0;0.0;2.6;7.1;0.6
987;29-30 Transportmiddelenindustrie;1991;192;192;0.0;0.0;0.0;192;1.1;0.0;0.0;0.0;0.0;1.7;6.5;0.5
988;29-30 Transportmiddelenindustrie;1992;193;193;0.1;0.0;0.0;194;1.4;0.0;0.0;0.0;0.0;1.8;6.0;0.3
989;29-30 Transportmiddelenindustrie;1993;203;203;0.1;0.0;0.0;204;1.3;0.0;0.0;0.0;0.1;1.8;5.5;0.2
990;29-30 Transportmiddelenindustrie;1994;199;199;0.1;0.0;0.0;200;0.8;0.0;0.0;0.0;0.1;1.8;5.0;0.1
991;29-30 Transportmiddelenindustrie;1995;212;212;0.1;0.0;0.0;212;0.9;0.0;0.0;0.0;0.1;2.2;4.6;0.0
992;29-30 Transportmiddelenindustrie;1996;212;212;0.0;0.0;0.0;213;0.8;0.0;0.0;0.0;0.1;2.2;3.2;0.0
993;29-30 Transportmiddelenindustrie;1997;204;204;0.0;0.0;0.0;205;0.6;0.0;0.0;0.0;0.0;2.1;3.6;0.0
994;29-30 Transportmiddelenindustrie;1998;203;203;0.0;0.0;0.0;204;0.6;0.1;0.0;0.0;0.0;1.6;3.4;0.0
995;29-30 Transportmiddelenindustrie;1999;198;198;0.1;0.0;0.0;199;0.6;0.0;0.0;0.0;0.0;1.6;4.0;0.0
996;29-30 Transportmiddelenindustrie;2000;208;208;0.1;0.0;0.0;209;0.7;0.0;0.0;0.0;0.0;1.7;4.9;0.0
997;29-30 Transportmiddelenindustrie;2001;222;222;0.1;0.0;0.0;223;0.7;0.0;0.0;0.0;6.4;1.6;3.4;0.0
998;29-30 Transportmiddelenindustrie;2002;218;218;0.1;0.0;0.0;219;0.7;0.0;0.0;0.0;7.0;1.7;4.2;0.0
999;29-30 Transportmiddelenindustrie;2003;209;209;0.0;0.0;0.0;210;0.6;0.0;0.0;0.0;0.0;1.2;4.7;0.0
1000;29-30 Transportmiddelenindustrie;2004;201;201;0.0;0.0;0.0;202;0.6;0.0;0.0;0.0;0.0;1.5;4.4;0.0
1001;29-30 Transportmiddelenindustrie;2005;189;189;0.0;0.0;0.0;190;0.6;0.0;0.0;0.0;0.0;1.3;4.2;0.0
1002;29-30 Transportmiddelenindustrie;2006;167;166;0.1;0.0;0.0;168;0.5;0.0;0.0;0.0;0.0;1.3;3.8;0.0
1003;29-30 Transportmiddelenindustrie;2007;158;157;0.7;0.0;0.0;159;0.5;0.0;0.0;0.0;0.0;0.9;3.9;0.0
1004;29-30 Transportmiddelenindustrie;2008;183;182;0.6;0.0;0.0;184;0.5;0.0;0.0;0.0;0.0;1.0;4.6;0.0
1005;29-30 Transportmiddelenindustrie;2009;200;199;0.8;0.0;0.0;202;0.5;0.0;0.0;0.0;0.0;1.6;3.4;0.0
1006;29-30 Transportmiddelenindustrie;2010;217;217;0.5;0.0;0.0;219;0.5;0.0;0.0;0.0;0.0;1.7;5.3;0.0
1007;29-30 Transportmiddelenindustrie;2011;168;167;0.7;0.0;0.0;170;0.4;0.0;0.0;0.0;0.0;2.0;5.4;0.0
1008;29-30 Transportmiddelenindustrie;2012;194;193;1.0;0.0;0.0;196;0.4;0.0;0.0;0.0;0.0;2.2;4.3;0.0
1009;29-30 Transportmiddelenindustrie;2013;188;188;0.9;0.0;0.0;190;0.4;0.0;0.0;0.0;0.0;2.7;4.0;0.0
1010;29-30 Transportmiddelenindustrie;2014;196;195;1.4;0.0;0.0;198;0.4;0.0;0.0;0.0;0.0;2.6;5.0;0.0
1011;29-30 Transportmiddelenindustrie;2015;221;219;1.4;0.0;0.0;223;0.4;0.0;0.0;0.0;0.0;2.6;4.6;0.0
1012;29-30 Transportmiddelenindustrie;2016;231;230;1.5;0.0;0.0;234;0.5;0.0;0.0;0.0;0.0;2.6;3.5;0.0
1013;29-30 Transportmiddelenindustrie;2017;248;246;2.0;0.0;0.0;251;0.5;0.0;0.0;0.0;0.0;2.7;3.7;0.0
1014;29-30 Transportmiddelenindustrie;2018;264;261;3.3;0.0;0.0;267;0.7;0.0;0.0;0.0;0.0;2.6;3.6;0.0
1015;29-30 Transportmiddelenindustrie;2019;258;254;4.1;0.0;0.0;261;0.6;0.0;0.0;0.0;0.0;2.5;3.9;0.0
1016;29-30 Transportmiddelenindustrie;2020;234;231;3.8;0.0;0.0;237;0.6;0.0;0.0;0.0;0.0;2.7;3.7;0.0
1017;29-30 Transportmiddelenindustrie;2021;258;253;4.7;0.0;0.0;261;0.6;0.0;0.0;0.0;0.0;2.3;3.7;0.0
1018;29-30 Transportmiddelenindustrie;2022;243;238;4.8;0.0;0.0;246;0.5;0.0;0.0;0.0;0.0;2.3;3.7;0.0
1019;29-30 Transportmiddelenindustrie;2023;213;208;4.7;0.0;0.0;216;0.5;0.0;0.0;0.0;0.0;2.1;3.7;0.0
1020;31-33 Overige industrie en reparatie;1990;510;464;45.6;0.0;0.1;513;3.6;0.3;0.0;0.1;19.6;10.3;4.3;0.4
1021;31-33 Overige industrie en reparatie;1991;480;434;45.6;0.0;0.1;483;2.3;0.2;0.0;0.1;15.7;5.8;3.7;0.3
1022;31-33 Overige industrie en reparatie;1992;482;435;46.4;0.0;0.1;485;2.7;0.2;0.0;0.1;11.9;6.2;3.5;0.3
1023;31-33 Overige industrie en reparatie;1993;488;441;47.3;0.0;0.1;491;2.9;0.2;0.0;0.1;8.1;6.6;3.2;0.3
1024;31-33 Overige industrie en reparatie;1994;486;438;48.0;0.0;0.1;489;2.6;0.2;0.0;0.1;4.2;6.9;3.0;0.2
1025;31-33 Overige industrie en reparatie;1995;526;477;48.8;0.0;0.1;529;3.0;0.2;0.0;0.1;0.4;8.7;3.0;0.2
1026;31-33 Overige industrie en reparatie;1996;509;459;49.6;0.0;0.1;512;2.6;0.2;0.0;0.1;0.3;7.8;2.8;0.2
1027;31-33 Overige industrie en reparatie;1997;524;474;50.4;0.0;0.1;527;2.5;0.1;0.0;0.1;0.2;8.2;1.6;0.2
1028;31-33 Overige industrie en reparatie;1998;502;452;49.9;0.0;0.1;506;2.5;0.1;0.0;0.1;0.1;7.8;2.4;0.2
1029;31-33 Overige industrie en reparatie;1999;534;484;49.5;0.0;0.1;537;2.6;0.1;0.0;0.1;0.0;7.9;1.5;0.2
1030;31-33 Overige industrie en reparatie;2000;537;488;48.9;0.0;0.1;541;3.1;0.1;0.0;0.1;0.0;7.5;2.2;0.2
1031;31-33 Overige industrie en reparatie;2001;561;513;48.5;0.0;0.1;565;3.1;0.1;0.0;0.1;0.9;7.4;1.9;0.2
1032;31-33 Overige industrie en reparatie;2002;572;524;48.0;0.0;0.1;576;2.9;0.1;0.0;0.1;1.0;7.8;2.0;0.2
1033;31-33 Overige industrie en reparatie;2003;557;509;47.7;0.0;0.1;561;2.9;0.1;0.0;0.1;0.0;7.3;1.9;0.2
1034;31-33 Overige industrie en reparatie;2004;593;546;47.3;0.0;0.1;597;2.9;0.1;0.0;0.1;0.0;8.8;1.9;0.2
1035;31-33 Overige industrie en reparatie;2005;577;530;46.9;0.0;0.1;581;2.8;0.1;0.0;0.1;0.0;8.4;1.9;0.2
1036;31-33 Overige industrie en reparatie;2006;558;512;46.6;0.0;0.1;563;2.6;0.1;0.0;0.1;0.0;8.3;1.8;0.2
1037;31-33 Overige industrie en reparatie;2007;472;422;50.5;0.0;0.1;476;2.5;0.1;0.0;0.1;0.0;5.0;1.6;0.2
1038;31-33 Overige industrie en reparatie;2008;506;457;48.5;0.0;0.1;512;2.5;0.1;0.0;0.1;0.0;5.6;1.7;0.1
1039;31-33 Overige industrie en reparatie;2009;533;484;49.0;0.0;0.1;540;2.3;0.0;0.0;0.1;0.0;10.2;1.8;0.1
1040;31-33 Overige industrie en reparatie;2010;559;513;45.4;0.0;0.1;566;2.2;0.0;0.0;0.0;0.0;10.4;2.2;0.1
1041;31-33 Overige industrie en reparatie;2011;631;585;45.2;0.0;0.1;638;2.3;0.0;0.0;0.1;0.0;10.4;2.1;0.1
1042;31-33 Overige industrie en reparatie;2012;646;602;44.6;0.0;0.1;653;2.1;0.0;0.0;0.0;0.0;9.1;1.9;0.1
1043;31-33 Overige industrie en reparatie;2013;597;556;41.0;0.0;0.1;604;2.1;0.0;0.0;0.0;0.0;8.4;1.6;0.1
1044;31-33 Overige industrie en reparatie;2014;558;519;38.9;0.0;0.1;565;2.0;0.0;0.0;0.0;0.0;7.8;1.7;0.1
1045;31-33 Overige industrie en reparatie;2015;595;561;33.3;0.0;0.1;602;1.8;0.0;0.0;0.0;0.0;7.7;1.6;0.1
1046;31-33 Overige industrie en reparatie;2016;622;592;30.6;0.0;0.1;630;1.7;0.0;0.0;0.0;0.0;7.6;1.3;0.1
1047;31-33 Overige industrie en reparatie;2017;619;592;27.2;0.0;0.1;627;1.6;0.0;0.0;0.0;0.0;7.5;1.3;0.1
1048;31-33 Overige industrie en reparatie;2018;616;592;23.4;0.0;0.1;624;1.8;0.0;0.0;0.0;0.0;7.3;1.3;0.1
1049;31-33 Overige industrie en reparatie;2019;600;576;24.5;0.0;0.1;608;1.6;0.0;0.0;0.0;0.0;7.1;1.3;0.1
1050;31-33 Overige industrie en reparatie;2020;562;540;22.2;0.0;0.1;570;1.5;0.0;0.0;0.0;0.0;7.5;1.2;0.1
1051;31-33 Overige industrie en reparatie;2021;542;521;21.8;0.0;0.1;549;1.4;0.0;0.0;0.0;0.0;6.6;1.1;0.1
1052;31-33 Overige industrie en reparatie;2022;487;468;19.8;0.0;0.1;494;1.3;0.0;0.0;0.0;0.0;6.3;1.1;0.1
1053;31-33 Overige industrie en reparatie;2023;443;424;18.2;0.0;0.1;449;1.3;0.0;0.0;0.0;0.0;6.0;1.1;0.1
1054;D Energievoorziening;1990;39573;39524;49.3;0.4;1.6;39716;79.2;44.2;0.0;3.1;0.0;11.7;1.6;1.5
1055;D Energievoorziening;1991;40032;39982;50.1;0.3;1.8;40174;71.5;34.0;0.0;2.6;0.0;9.2;1.3;1.3
1056;D Energievoorziening;1992;40577;40527;49.6;0.3;1.9;40721;74.3;29.2;0.0;2.5;0.0;9.9;1.3;1.2
1057;D Energievoorziening;1993;41833;41791;41.9;0.3;2.1;41980;70.5;22.8;0.0;2.2;0.0;10.6;1.3;1.0
1058;D Energievoorziening;1994;45671;45621;50.0;0.4;2.2;45833;63.8;16.2;0.0;1.9;0.0;11.2;1.3;0.8
1059;D Energievoorziening;1995;47884;47721;163.3;0.4;2.3;48057;60.9;16.4;0.0;1.8;0.0;12.2;1.4;0.6
1060;D Energievoorziening;1996;48393;48185;208.5;0.4;2.6;48570;59.3;18.5;0.0;1.9;0.0;17.1;1.7;0.6
1061;D Energievoorziening;1997;48579;48378;201.4;0.4;2.7;48754;54.2;11.9;0.0;1.5;0.0;20.1;1.8;0.5
1062;D Energievoorziening;1998;50401;50144;257.4;0.4;2.8;50584;52.3;10.5;0.0;1.5;0.0;15.4;1.3;0.6
1063;D Energievoorziening;1999;47476;47102;373.9;0.3;2.9;47646;55.4;11.6;0.0;1.6;0.0;21.0;3.9;0.5
1064;D Energievoorziening;2000;48960;48268;691.8;0.4;3.0;49143;50.3;14.8;0.0;1.6;0.0;18.4;1.9;0.4
1065;D Energievoorziening;2001;52936;51816;1119.6;0.4;3.2;53138;47.9;15.5;0.0;1.5;0.0;17.0;0.7;0.4
1066;D Energievoorziening;2002;54385;52826;1559.4;0.4;3.4;54598;48.1;13.7;0.0;1.5;0.0;18.0;0.8;0.6
1067;D Energievoorziening;2003;54842;53563;1279.3;0.4;3.3;55051;49.9;13.9;0.1;1.5;0.0;19.1;1.1;0.5
1068;D Energievoorziening;2004;56652;54758;1894.6;0.5;3.7;56877;44.0;10.7;0.1;1.3;0.0;13.0;1.3;0.5
1069;D Energievoorziening;2005;55201;51941;3259.6;0.5;4.0;55445;42.8;9.8;0.2;1.2;0.0;12.6;1.1;0.6
1070;D Energievoorziening;2006;50824;47726;3097.6;0.5;3.8;51052;38.5;9.6;0.0;1.1;0.0;10.7;1.4;0.4
1071;D Energievoorziening;2007;52646;50457;2189.2;0.4;3.5;52863;30.7;8.6;0.0;0.9;0.0;7.1;0.7;0.4
1072;D Energievoorziening;2008;52370;49823;2546.7;0.4;3.6;52582;26.3;6.1;0.1;0.8;0.0;7.8;0.7;0.4
1073;D Energievoorziening;2009;53006;49779;3227.7;0.5;3.9;53235;24.3;6.1;0.0;0.7;0.0;8.3;0.7;0.4
1074;D Energievoorziening;2010;55714;51876;3838.0;0.5;4.2;55955;23.7;6.4;0.0;0.7;0.0;9.1;1.0;0.3
1075;D Energievoorziening;2011;51244;47665;3579.1;0.4;3.9;51467;19.7;6.4;0.0;0.6;0.0;7.3;0.9;0.2
1076;D Energievoorziening;2012;48204;44693;3511.1;0.5;3.3;48418;18.9;7.9;0.0;0.7;0.0;9.0;1.5;0.1
1077;D Energievoorziening;2013;47329;44794;2535.3;0.4;3.0;47528;19.5;9.2;0.0;0.7;0.0;9.1;2.0;0.3
1078;D Energievoorziening;2014;50353;48455;1898.3;0.5;2.8;50554;16.6;8.4;0.0;0.6;0.0;7.7;1.8;0.3
1079;D Energievoorziening;2015;54580;52964;1616.1;0.6;3.4;54822;17.5;8.4;0.0;0.6;0.0;7.6;0.9;0.4
1080;D Energievoorziening;2016;53564;51830;1734.1;0.5;3.5;53801;15.0;5.8;0.0;0.5;0.0;7.4;0.8;0.3
1081;D Energievoorziening;2017;49865;48150;1715.2;0.5;3.3;50079;13.6;4.0;0.0;0.4;0.0;7.1;0.8;0.3
1082;D Energievoorziening;2018;46198;44452;1745.5;0.4;4.7;46438;13.0;3.8;0.0;0.4;0.0;7.6;0.8;0.2
1083;D Energievoorziening;2019;44726;41422;3303.8;0.4;4.0;44936;12.3;2.5;0.0;0.3;0.0;6.9;0.8;0.1
1084;D Energievoorziening;2020;38767;32389;6378.6;0.4;4.7;38994;10.7;1.5;0.0;0.3;0.0;7.3;0.7;0.1
1085;D Energievoorziening;2021;40545;32259;8286.0;0.5;4.4;40799;11.3;2.2;0.0;0.3;0.0;7.5;0.7;0.1
1086;D Energievoorziening;2022;37479;30385;7094.4;0.5;3.8;37706;10.2;2.2;0.0;0.3;0.0;7.1;0.6;0.1
1087;D Energievoorziening;2023;28888;23441;5447.1;0.3;3.3;29063;7.9;1.6;0.0;0.2;0.0;6.7;0.6;0.1
1088;E Waterbedrijven en afvalbeheer;1990;3084;876;2207.2;0.7;7.3;3479;9.0;4.6;0.0;0.3;189.2;6.5;0.9;1.0
1089;E Waterbedrijven en afvalbeheer;1991;3178;871;2306.9;0.7;7.4;3576;8.8;4.1;0.2;0.3;174.9;5.0;1.0;0.9
1090;E Waterbedrijven en afvalbeheer;1992;3090;848;2242.2;0.8;7.7;3507;8.7;3.7;0.3;0.3;160.5;4.6;1.0;0.7
1091;E Waterbedrijven en afvalbeheer;1993;3457;983;2473.6;0.9;8.2;3911;9.7;1.7;0.4;0.3;146.2;4.2;1.1;0.6
1092;E Waterbedrijven en afvalbeheer;1994;3322;972;2350.0;0.9;8.8;3803;6.8;1.1;0.6;0.2;131.8;3.7;1.2;0.4
1093;E Waterbedrijven en afvalbeheer;1995;3646;1197;2448.4;0.9;8.7;4139;5.7;0.7;1.0;0.2;117.5;3.6;1.2;0.3
1094;E Waterbedrijven en afvalbeheer;1996;4420;1423;2996.7;1.0;9.1;4943;4.8;0.6;1.1;0.2;87.7;3.7;1.6;0.2
1095;E Waterbedrijven en afvalbeheer;1997;5191;1701;3489.6;1.0;9.0;5717;5.6;0.4;0.5;0.2;85.3;3.2;1.3;0.2
1096;E Waterbedrijven en afvalbeheer;1998;5455;1786;3668.3;1.0;9.2;5982;5.7;0.4;0.7;0.2;82.6;3.4;0.9;0.2
1097;E Waterbedrijven en afvalbeheer;1999;5687;1878;3809.8;1.0;8.8;6199;7.0;0.4;0.8;0.2;109.5;2.9;0.5;0.2
1098;E Waterbedrijven en afvalbeheer;2000;5863;2005;3857.1;1.0;8.6;6365;5.2;0.2;1.2;0.2;111.0;3.3;0.6;0.2
1099;E Waterbedrijven en afvalbeheer;2001;5643;1917;3726.7;1.0;8.8;6146;4.8;0.2;1.2;0.2;106.9;3.0;0.7;0.2
1100;E Waterbedrijven en afvalbeheer;2002;5868;1984;3884.5;0.9;8.4;6355;4.4;0.2;1.2;0.2;102.5;2.8;0.4;0.1
1101;E Waterbedrijven en afvalbeheer;2003;5858;2089;3768.3;0.9;8.1;6329;4.2;0.1;1.1;0.2;97.6;2.8;0.4;0.1
1102;E Waterbedrijven en afvalbeheer;2004;6225;2364;3861.3;0.9;8.1;6701;4.2;0.2;1.2;0.2;92.4;3.1;0.4;0.2
1103;E Waterbedrijven en afvalbeheer;2005;6218;2428;3790.2;0.9;8.1;6693;4.6;0.3;1.3;0.2;86.9;3.2;0.4;0.1
1104;E Waterbedrijven en afvalbeheer;2006;6432;2495;3937.2;0.9;7.8;6891;4.5;0.3;1.2;0.2;81.3;3.3;0.4;0.3
1105;E Waterbedrijven en afvalbeheer;2007;6770;2572;4197.7;0.9;7.8;7237;4.7;0.3;1.2;0.2;75.5;2.6;0.3;0.1
1106;E Waterbedrijven en afvalbeheer;2008;7646;2755;4891.0;0.9;7.6;8109;5.0;0.3;1.2;0.2;69.6;3.1;0.3;0.1
1107;E Waterbedrijven en afvalbeheer;2009;8413;3081;5332.0;0.9;7.5;8873;5.1;0.3;1.2;0.2;63.7;3.8;0.4;0.1
1108;E Waterbedrijven en afvalbeheer;2010;8404;3035;5368.3;0.9;7.4;8848;5.1;0.4;1.1;0.2;57.8;4.6;0.4;0.1
1109;E Waterbedrijven en afvalbeheer;2011;8985;3186;5798.5;0.9;7.3;9436;5.6;0.4;1.1;0.2;52.1;4.8;0.4;0.1
1110;E Waterbedrijven en afvalbeheer;2012;9306;3142;6163.9;0.9;7.3;9758;5.2;0.3;1.1;0.2;46.4;4.9;0.4;0.1
1111;E Waterbedrijven en afvalbeheer;2013;9552;3411;6140.6;0.9;7.2;9997;5.2;0.3;1.0;0.2;43.5;4.3;0.4;0.1
1112;E Waterbedrijven en afvalbeheer;2014;9567;3367;6200.1;0.9;7.0;10008;5.2;0.3;0.9;0.2;41.1;4.4;0.4;0.1
1113;E Waterbedrijven en afvalbeheer;2015;9584;3152;6432.8;1.0;7.2;10044;5.3;0.3;0.9;0.2;39.0;4.2;0.4;0.1
1114;E Waterbedrijven en afvalbeheer;2016;9833;3288;6544.9;1.0;7.5;10313;5.2;1.2;1.1;0.2;37.1;4.3;0.4;0.1
1115;E Waterbedrijven en afvalbeheer;2017;9730;3159;6570.9;1.0;7.7;10216;5.2;0.9;1.1;0.2;35.3;4.2;0.4;0.1
1116;E Waterbedrijven en afvalbeheer;2018;9445;2895;6549.4;1.0;7.8;9932;5.2;0.5;1.1;0.2;33.8;4.2;0.4;0.1
1117;E Waterbedrijven en afvalbeheer;2019;9301;2806;6495.3;1.0;7.7;9783;5.2;0.4;1.0;0.2;32.5;4.0;0.4;0.1
1118;E Waterbedrijven en afvalbeheer;2020;9300;2748;6552.1;1.0;7.8;9789;5.1;0.4;1.1;0.2;31.4;4.3;0.4;0.1
1119;E Waterbedrijven en afvalbeheer;2021;9230;2520;6710.7;1.0;7.8;9719;4.8;0.5;1.1;0.2;30.4;3.8;0.4;0.1
1120;E Waterbedrijven en afvalbeheer;2022;9118;2457;6660.7;1.0;7.3;9577;4.8;0.4;1.0;0.2;29.6;3.6;0.4;0.1
1121;E Waterbedrijven en afvalbeheer;2023;9109;2725;6384.0;1.0;7.3;9569;4.5;0.4;1.0;0.2;29.6;3.5;0.4;0.1
1122;F Bouwnijverheid;1990;3750;3743;6.3;0.0;0.3;3763;37.3;3.8;0.0;0.9;104.3;40.3;34.7;5.7
1123;F Bouwnijverheid;1991;2956;2950;6.3;0.0;0.3;2970;30.9;2.8;0.0;0.8;88.9;26.4;28.9;4.3
1124;F Bouwnijverheid;1992;2960;2953;6.4;0.0;0.3;2975;30.7;2.8;0.0;0.8;73.6;25.6;27.5;4.1
1125;F Bouwnijverheid;1993;3058;3051;6.6;0.0;0.3;3074;30.6;2.9;0.0;0.8;58.2;24.8;26.2;4.0
1126;F Bouwnijverheid;1994;3330;3323;6.7;0.0;0.3;3346;30.5;2.8;0.0;0.8;42.9;23.6;24.9;3.9
1127;F Bouwnijverheid;1995;4091;4084;6.8;0.0;0.2;4255;39.1;3.6;0.1;1.0;27.5;32.9;26.5;5.0
1128;F Bouwnijverheid;1996;3441;3434;6.9;0.0;0.3;3671;31.3;2.7;0.1;0.8;0.0;21.5;21.8;3.8
1129;F Bouwnijverheid;1997;3357;3350;7.0;0.0;0.2;3601;30.5;2.3;0.1;0.7;0.0;20.1;20.8;3.7
1130;F Bouwnijverheid;1998;3438;3432;6.9;0.0;0.2;3696;30.5;2.3;0.1;0.7;0.0;19.1;19.9;3.7
1131;F Bouwnijverheid;1999;3589;3582;6.8;0.0;0.2;3743;31.8;2.5;0.1;0.8;25.0;19.0;19.4;3.8
1132;F Bouwnijverheid;2000;4173;4166;6.8;0.1;0.2;5014;37.9;2.9;0.1;0.9;25.0;27.0;21.9;4.7
1133;F Bouwnijverheid;2001;4358;4351;6.7;0.1;0.2;4725;37.2;2.7;0.1;0.9;25.0;26.7;18.8;4.7
1134;F Bouwnijverheid;2002;4105;4098;6.7;0.1;0.2;4398;34.6;2.5;0.1;0.8;25.0;24.5;17.7;4.4
1135;F Bouwnijverheid;2003;4047;4040;6.5;0.1;0.2;4267;32.6;2.2;0.1;0.8;25.0;23.0;14.5;4.0
1136;F Bouwnijverheid;2004;4087;4080;6.6;0.1;0.2;4324;31.8;2.2;0.1;0.8;25.0;22.3;12.2;3.9
1137;F Bouwnijverheid;2005;4141;4134;6.9;0.1;0.2;4298;31.5;2.2;0.1;0.8;25.0;22.0;13.3;3.9
1138;F Bouwnijverheid;2006;3963;3950;12.6;0.1;0.1;4134;29.8;2.1;0.1;0.7;25.0;20.7;12.1;3.7
1139;F Bouwnijverheid;2007;3963;3915;47.8;0.1;0.1;4169;28.9;2.0;0.1;0.7;25.0;19.5;11.9;3.6
1140;F Bouwnijverheid;2008;3982;3937;44.7;0.1;0.1;4197;28.2;1.1;0.1;0.7;25.0;19.0;8.8;3.3
1141;F Bouwnijverheid;2009;3932;3876;55.7;0.1;0.1;4203;27.1;0.5;0.1;0.6;25.0;18.0;10.1;3.0
1142;F Bouwnijverheid;2010;3681;3644;37.2;0.1;0.1;3919;24.6;0.2;0.1;0.5;25.0;16.4;10.3;2.6
1143;F Bouwnijverheid;2011;3729;3680;49.1;0.1;0.1;3984;25.0;0.0;0.1;0.5;25.0;16.7;9.4;2.5
