ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;TotaalSeizoenrecreatieveLogiesvormen_2;SLCaravanVouwwagen_3;OverigeSeizoenrecreatieveLogiesvormen_4;TotaalToeristischeLogiesvormen_5;TLWoningVanAndereParticulier_6;TLHotel_7;TLZomerhuisjeBungalow_8;TLTentBungalowtent_9;TLCaravanVouwwagen_10;TLJeugdherbergOfAndereGroepsaccommo_11;OverigeToeristischeLogiesvormen_12
210;O-Brabant, N. -M. Limburg, Nijmegen (TR);2002;823.0;156.0;153.0;3.0;667.0;36.0;124.0;395.0;30.0;43.0;23.0;16.0
211;O-Brabant, N. -M. Limburg, Nijmegen (TR);2003;701.0;128.0;101.0;27.0;573.0;26.0;116.0;290.0;39.0;40.0;38.0;24.0
212;O-Brabant, N. -M. Limburg, Nijmegen (TR);2004;718.0;90.0;73.0;17.0;628.0;36.0;115.0;331.0;34.0;48.0;38.0;27.0
213;O-Brabant, N. -M. Limburg, Nijmegen (TR);2005;731.0;80.0;66.0;14.0;650.0;34.0;112.0;341.0;24.0;55.0;54.0;32.0
214;O-Brabant, N. -M. Limburg, Nijmegen (TR);2006;773.0;77.0;51.0;26.0;696.0;39.0;129.0;381.0;29.0;51.0;51.0;16.0
215;O-Brabant, N. -M. Limburg, Nijmegen (TR);2007;880.0;124.0;122.0;2.0;756.0;72.0;154.0;376.0;40.0;51.0;42.0;21.0
216;O-Brabant, N. -M. Limburg, Nijmegen (TR);2008;829.0;182.0;170.0;12.0;647.0;41.0;119.0;332.0;17.0;64.0;39.0;36.0
217;O-Brabant, N. -M. Limburg, Nijmegen (TR);2009;992.0;239.0;197.0;41.0;753.0;27.0;173.0;396.0;40.0;61.0;17.0;38.0
218;O-Brabant, N. -M. Limburg, Nijmegen (TR);2010;883.0;157.0;116.0;40.0;726.0;34.0;161.0;391.0;31.0;54.0;33.0;22.0
219;O-Brabant, N. -M. Limburg, Nijmegen (TR);2011;861.0;154.0;141.0;12.0;708.0;33.0;132.0;359.0;49.0;67.0;22.0;46.0
220;O-Brabant, N. -M. Limburg, Nijmegen (TR);2012;860.0;139.0;122.0;17.0;720.0;39.0;194.0;323.0;40.0;82.0;18.0;25.0
221;O-Brabant, N. -M. Limburg, Nijmegen (TR);2013;723.0;59.0;41.0;18.0;664.0;37.0;173.0;306.0;27.0;50.0;57.0;15.0
222;O-Brabant, N. -M. Limburg, Nijmegen (TR);2014;758.0;106.0;75.0;32.0;651.0;46.0;162.0;310.0;27.0;47.0;20.0;39.0
223;O-Brabant, N. -M. Limburg, Nijmegen (TR);2015;793.0;106.0;78.0;28.0;687.0;31.0;177.0;321.0;43.0;45.0;18.0;52.0
224;O-Brabant, N. -M. Limburg, Nijmegen (TR);2016;838.0;102.0;72.0;31.0;736.0;76.0;212.0;283.0;33.0;47.0;34.0;51.0
225;Zuid-Limburg (TR);2002;570.0;32.0;32.0;0.0;538.0;37.0;311.0;69.0;50.0;31.0;14.0;26.0
226;Zuid-Limburg (TR);2003;499.0;0.0;0.0;0.0;499.0;19.0;288.0;69.0;43.0;14.0;17.0;50.0
227;Zuid-Limburg (TR);2004;548.0;16.0;13.0;2.0;533.0;26.0;319.0;78.0;30.0;15.0;21.0;45.0
228;Zuid-Limburg (TR);2005;472.0;3.0;3.0;0.0;470.0;38.0;280.0;70.0;16.0;16.0;9.0;40.0
229;Zuid-Limburg (TR);2006;574.0;15.0;7.0;8.0;559.0;19.0;377.0;83.0;21.0;21.0;1.0;37.0
230;Zuid-Limburg (TR);2007;532.0;9.0;0.0;9.0;523.0;11.0;359.0;60.0;26.0;15.0;7.0;44.0
231;Zuid-Limburg (TR);2008;545.0;2.0;0.0;2.0;543.0;9.0;347.0;90.0;29.0;21.0;4.0;43.0
232;Zuid-Limburg (TR);2009;522.0;7.0;7.0;0.0;515.0;17.0;325.0;70.0;18.0;14.0;18.0;53.0
233;Zuid-Limburg (TR);2010;578.0;0.0;0.0;0.0;578.0;35.0;355.0;99.0;13.0;5.0;9.0;61.0
234;Zuid-Limburg (TR);2011;657.0;21.0;4.0;17.0;635.0;36.0;400.0;79.0;20.0;16.0;13.0;72.0
235;Zuid-Limburg (TR);2012;662.0;22.0;2.0;21.0;640.0;20.0;414.0;102.0;24.0;23.0;8.0;47.0
236;Zuid-Limburg (TR);2013;568.0;4.0;;4.0;564.0;19.0;385.0;69.0;10.0;34.0;11.0;36.0
237;Zuid-Limburg (TR);2014;506.0;8.0;;8.0;498.0;25.0;315.0;83.0;9.0;18.0;;48.0
238;Zuid-Limburg (TR);2015;484.0;24.0;3.0;21.0;460.0;33.0;282.0;70.0;16.0;23.0;7.0;29.0
239;Zuid-Limburg (TR);2016;592.0;19.0;0.0;19.0;573.0;38.0;366.0;74.0;16.0;22.0;4.0;52.0
240;4 grote steden excl. Noordzeebadplaatsen;2002;217.0;38.0;2.0;36.0;179.0;50.0;94.0;4.0;7.0;6.0;6.0;13.0
241;4 grote steden excl. Noordzeebadplaatsen;2003;248.0;3.0;0.0;3.0;245.0;55.0;146.0;6.0;3.0;4.0;15.0;15.0
242;4 grote steden excl. Noordzeebadplaatsen;2004;214.0;4.0;0.0;4.0;211.0;30.0;154.0;0.0;0.0;0.0;9.0;18.0
243;4 grote steden excl. Noordzeebadplaatsen;2005;299.0;46.0;0.0;46.0;253.0;42.0;168.0;5.0;2.0;3.0;8.0;24.0
244;4 grote steden excl. Noordzeebadplaatsen;2006;212.0;4.0;0.0;4.0;208.0;53.0;125.0;2.0;0.0;1.0;2.0;24.0
245;4 grote steden excl. Noordzeebadplaatsen;2007;281.0;26.0;0.0;26.0;255.0;43.0;191.0;;3.0;2.0;2.0;13.0
246;4 grote steden excl. Noordzeebadplaatsen;2008;266.0;11.0;0.0;11.0;255.0;46.0;182.0;0.0;;8.0;;11.0
247;4 grote steden excl. Noordzeebadplaatsen;2009;216.0;21.0;0.0;21.0;196.0;33.0;120.0;12.0;3.0;6.0;5.0;16.0
248;4 grote steden excl. Noordzeebadplaatsen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0
249;4 grote steden excl. Noordzeebadplaatsen;2011;;;;;;;;;;;;
250;4 grote steden excl. Noordzeebadplaatsen;2012;337.0;7.0;;7.0;331.0;42.0;250.0;;;3.0;3.0;32.0
251;4 grote steden excl. Noordzeebadplaatsen;2013;416.0;60.0;32.0;28.0;357.0;56.0;266.0;3.0;3.0;13.0;;16.0
252;4 grote steden excl. Noordzeebadplaatsen;2014;462.0;53.0;;53.0;409.0;53.0;300.0;3.0;2.0;12.0;4.0;35.0
253;4 grote steden excl. Noordzeebadplaatsen;2015;422.0;39.0;0.0;39.0;384.0;81.0;275.0;0.0;2.0;2.0;2.0;22.0
254;4 grote steden excl. Noordzeebadplaatsen;2016;450.0;30.0;0.0;30.0;419.0;70.0;316.0;0.0;3.0;2.0;10.0;19.0
255;Overig Nederland;2002;805.0;339.0;186.0;153.0;466.0;64.0;234.0;39.0;22.0;34.0;26.0;48.0
256;Overig Nederland;2003;657.0;225.0;36.0;189.0;432.0;78.0;159.0;37.0;44.0;55.0;25.0;33.0
257;Overig Nederland;2004;618.0;192.0;35.0;157.0;426.0;88.0;160.0;32.0;41.0;50.0;21.0;33.0
258;Overig Nederland;2005;705.0;215.0;62.0;153.0;490.0;69.0;202.0;29.0;27.0;61.0;40.0;63.0
259;Overig Nederland;2006;671.0;150.0;32.0;118.0;521.0;112.0;220.0;48.0;30.0;40.0;35.0;37.0
260;Overig Nederland;2007;588.0;90.0;45.0;45.0;498.0;98.0;231.0;41.0;22.0;49.0;13.0;44.0
261;Overig Nederland;2008;629.0;115.0;27.0;88.0;514.0;103.0;238.0;52.0;21.0;39.0;18.0;43.0
262;Overig Nederland;2009;746.0;157.0;111.0;46.0;589.0;106.0;321.0;40.0;20.0;31.0;7.0;64.0
263;Overig Nederland;2010;688.0;122.0;78.0;44.0;565.0;74.0;321.0;53.0;30.0;23.0;9.0;56.0
264;Overig Nederland;2011;655.0;97.0;41.0;56.0;559.0;68.0;313.0;29.0;31.0;32.0;27.0;59.0
265;Overig Nederland;2012;705.0;93.0;56.0;37.0;611.0;104.0;332.0;62.0;40.0;22.0;5.0;46.0
266;Overig Nederland;2013;674.0;58.0;31.0;27.0;616.0;93.0;350.0;38.0;13.0;45.0;30.0;46.0
267;Overig Nederland;2014;714.0;80.0;19.0;61.0;634.0;81.0;398.0;38.0;21.0;32.0;25.0;38.0
268;Overig Nederland;2015;748.0;48.0;12.0;36.0;700.0;128.0;361.0;60.0;13.0;41.0;14.0;83.0
269;Overig Nederland;2016;750.0;44.0;15.0;29.0;706.0;157.0;353.0;25.0;39.0;37.0;14.0;82.0
270;Groningen (PV);2002;227.0;60.0;5.0;55.0;167.0;28.0;75.0;20.0;5.0;10.0;8.0;21.0
271;Groningen (PV);2003;193.0;33.0;8.0;25.0;161.0;19.0;78.0;24.0;9.0;17.0;5.0;9.0
272;Groningen (PV);2004;204.0;11.0;2.0;9.0;193.0;33.0;75.0;14.0;13.0;24.0;11.0;23.0
273;Groningen (PV);2005;185.0;16.0;0.0;16.0;170.0;17.0;67.0;14.0;8.0;16.0;6.0;40.0
274;Groningen (PV);2006;185.0;12.0;4.0;8.0;173.0;9.0;90.0;30.0;8.0;4.0;14.0;17.0
275;Groningen (PV);2007;195.0;31.0;13.0;18.0;164.0;24.0;95.0;10.0;2.0;17.0;0.0;15.0
276;Groningen (PV);2008;219.0;40.0;0.0;40.0;179.0;35.0;92.0;16.0;;14.0;;20.0
277;Groningen (PV);2009;236.0;40.0;12.0;29.0;195.0;36.0;99.0;12.0;16.0;13.0;6.0;13.0
278;Groningen (PV);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0
279;Groningen (PV);2011;;;;;;;;;;;;
280;Groningen (PV);2012;199.0;24.0;17.0;7.0;175.0;31.0;88.0;26.0;5.0;4.0;;21.0
281;Groningen (PV);2013;;;;;;;;;;;;
282;Groningen (PV);2014;;;;;;;;;;;;
283;Groningen (PV);2015;;;;;;;;;;;;
284;Groningen (PV);2016;;;;;;;;;;;;
285;Friesland (PV);2002;648.0;145.0;77.0;68.0;503.0;19.0;151.0;110.0;35.0;34.0;51.0;103.0
286;Friesland (PV);2003;673.0;174.0;51.0;123.0;499.0;62.0;123.0;93.0;56.0;40.0;44.0;81.0
287;Friesland (PV);2004;635.0;176.0;77.0;99.0;459.0;49.0;119.0;83.0;44.0;45.0;62.0;56.0
288;Friesland (PV);2005;630.0;187.0;47.0;140.0;443.0;72.0;155.0;58.0;33.0;45.0;36.0;44.0
289;Friesland (PV);2006;596.0;132.0;59.0;73.0;464.0;64.0;131.0;79.0;39.0;49.0;39.0;63.0
290;Friesland (PV);2007;579.0;113.0;46.0;68.0;466.0;44.0;147.0;89.0;14.0;42.0;47.0;82.0
291;Friesland (PV);2008;511.0;87.0;33.0;54.0;424.0;26.0;165.0;78.0;28.0;26.0;39.0;63.0
292;Friesland (PV);2009;608.0;93.0;55.0;37.0;515.0;61.0;203.0;96.0;36.0;21.0;29.0;69.0
293;Friesland (PV);2010;582.0;137.0;75.0;63.0;445.0;36.0;158.0;72.0;27.0;33.0;59.0;60.0
294;Friesland (PV);2011;611.0;119.0;36.0;82.0;492.0;27.0;197.0;84.0;25.0;45.0;47.0;66.0
295;Friesland (PV);2012;566.0;92.0;37.0;55.0;474.0;40.0;252.0;79.0;23.0;22.0;18.0;40.0
296;Friesland (PV);2013;547.0;132.0;36.0;97.0;415.0;55.0;173.0;44.0;18.0;37.0;22.0;66.0
297;Friesland (PV);2014;593.0;166.0;94.0;72.0;427.0;35.0;197.0;45.0;20.0;14.0;37.0;78.0
298;Friesland (PV);2015;619.0;112.0;52.0;61.0;507.0;52.0;221.0;60.0;17.0;38.0;36.0;83.0
299;Friesland (PV);2016;638.0;101.0;39.0;61.0;538.0;66.0;214.0;56.0;33.0;33.0;26.0;110.0
300;Drenthe (PV);2002;709.0;120.0;91.0;28.0;590.0;39.0;127.0;260.0;26.0;72.0;33.0;34.0
301;Drenthe (PV);2003;726.0;193.0;111.0;83.0;532.0;50.0;109.0;232.0;60.0;44.0;27.0;11.0
302;Drenthe (PV);2004;622.0;147.0;128.0;19.0;475.0;25.0;112.0;187.0;35.0;57.0;35.0;25.0
303;Drenthe (PV);2005;759.0;218.0;187.0;31.0;541.0;36.0;113.0;243.0;17.0;52.0;51.0;30.0
304;Drenthe (PV);2006;690.0;160.0;151.0;9.0;530.0;59.0;104.0;239.0;23.0;38.0;42.0;25.0
305;Drenthe (PV);2007;739.0;118.0;108.0;11.0;621.0;39.0;128.0;323.0;31.0;54.0;20.0;27.0
306;Drenthe (PV);2008;820.0;206.0;165.0;41.0;614.0;40.0;140.0;289.0;17.0;41.0;55.0;32.0
307;Drenthe (PV);2009;733.0;161.0;81.0;81.0;572.0;29.0;135.0;281.0;35.0;38.0;32.0;22.0
308;Drenthe (PV);2010;766.0;193.0;120.0;72.0;573.0;57.0;121.0;274.0;12.0;54.0;16.0;40.0
309;Drenthe (PV);2011;959.0;276.0;131.0;145.0;683.0;18.0;172.0;387.0;14.0;52.0;16.0;24.0
310;Drenthe (PV);2012;867.0;113.0;54.0;59.0;754.0;51.0;248.0;318.0;39.0;54.0;18.0;26.0
311;Drenthe (PV);2013;676.0;93.0;52.0;41.0;582.0;47.0;177.0;256.0;15.0;50.0;21.0;17.0
312;Drenthe (PV);2014;675.0;101.0;65.0;37.0;573.0;59.0;173.0;260.0;21.0;34.0;14.0;13.0
313;Drenthe (PV);2015;734.0;78.0;54.0;24.0;655.0;50.0;239.0;248.0;28.0;56.0;11.0;24.0
314;Drenthe (PV);2016;854.0;130.0;54.0;76.0;724.0;72.0;230.0;295.0;31.0;46.0;9.0;42.0
315;Overijssel (PV);2002;761.0;238.0;153.0;85.0;523.0;38.0;183.0;139.0;38.0;55.0;40.0;30.0
316;Overijssel (PV);2003;793.0;148.0;90.0;59.0;645.0;31.0;180.0;190.0;71.0;81.0;69.0;23.0
317;Overijssel (PV);2004;850.0;252.0;186.0;66.0;599.0;48.0;190.0;134.0;60.0;89.0;48.0;30.0
318;Overijssel (PV);2005;761.0;178.0;122.0;56.0;583.0;70.0;164.0;177.0;57.0;63.0;18.0;35.0
319;Overijssel (PV);2006;758.0;153.0;119.0;34.0;605.0;52.0;208.0;184.0;47.0;54.0;46.0;14.0
320;Overijssel (PV);2007;729.0;156.0;113.0;42.0;573.0;29.0;196.0;199.0;55.0;41.0;28.0;26.0
321;Overijssel (PV);2008;693.0;117.0;74.0;43.0;575.0;43.0;211.0;188.0;30.0;29.0;29.0;45.0
322;Overijssel (PV);2009;756.0;217.0;126.0;91.0;539.0;45.0;165.0;182.0;31.0;51.0;28.0;36.0
323;Overijssel (PV);2010;647.0;83.0;45.0;38.0;564.0;26.0;247.0;185.0;21.0;31.0;26.0;27.0
324;Overijssel (PV);2011;659.0;94.0;45.0;49.0;565.0;45.0;218.0;166.0;28.0;47.0;25.0;35.0
325;Overijssel (PV);2012;833.0;158.0;119.0;39.0;675.0;69.0;276.0;149.0;47.0;57.0;16.0;61.0
326;Overijssel (PV);2013;652.0;77.0;46.0;31.0;575.0;54.0;216.0;145.0;29.0;65.0;25.0;40.0
327;Overijssel (PV);2014;686.0;85.0;41.0;44.0;601.0;51.0;231.0;156.0;23.0;66.0;34.0;39.0
328;Overijssel (PV);2015;814.0;255.0;46.0;209.0;559.0;71.0;243.0;112.0;23.0;42.0;35.0;33.0
329;Overijssel (PV);2016;775.0;122.0;67.0;56.0;653.0;86.0;278.0;149.0;39.0;38.0;31.0;34.0
330;Flevoland (PV);2002;132.0;41.0;15.0;26.0;91.0;10.0;5.0;51.0;14.0;11.0;0.0;2.0
331;Flevoland (PV);2003;220.0;66.0;39.0;26.0;155.0;6.0;12.0;91.0;24.0;9.0;9.0;6.0
332;Flevoland (PV);2004;217.0;66.0;44.0;21.0;151.0;2.0;24.0;64.0;28.0;15.0;8.0;11.0
333;Flevoland (PV);2005;233.0;54.0;14.0;39.0;179.0;0.0;14.0;109.0;33.0;13.0;4.0;6.0
334;Flevoland (PV);2006;186.0;40.0;0.0;40.0;146.0;14.0;8.0;58.0;38.0;14.0;3.0;12.0
335;Flevoland (PV);2007;226.0;58.0;12.0;45.0;169.0;12.0;12.0;80.0;35.0;18.0;2.0;10.0
336;Flevoland (PV);2008;317.0;145.0;0.0;139.0;171.0;4.0;18.0;85.0;;26.0;;3.0
337;Flevoland (PV);2009;273.0;62.0;26.0;36.0;211.0;8.0;17.0;106.0;23.0;29.0;;28.0
338;Flevoland (PV);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
339;Flevoland (PV);2011;;;;;;;;;;;;
340;Flevoland (PV);2012;294.0;141.0;65.0;76.0;153.0;7.0;26.0;76.0;20.0;12.0;3.0;10.0
341;Flevoland (PV);2013;;;;;;;;;;;;
342;Flevoland (PV);2014;;;;;;;;;;;;
343;Flevoland (PV);2015;;;;;;;;;;;;
344;Flevoland (PV);2016;;;;;;;;;;;;
345;Gelderland (PV);2002;1448.0;409.0;324.0;85.0;1039.0;55.0;343.0;303.0;69.0;106.0;110.0;54.0
346;Gelderland (PV);2003;1479.0;515.0;425.0;90.0;964.0;64.0;318.0;283.0;66.0;128.0;61.0;44.0
347;Gelderland (PV);2004;1542.0;602.0;462.0;140.0;940.0;32.0;294.0;336.0;78.0;97.0;60.0;43.0
348;Gelderland (PV);2005;1520.0;491.0;356.0;135.0;1030.0;91.0;335.0;334.0;46.0;113.0;70.0;39.0
349;Gelderland (PV);2006;1824.0;659.0;395.0;264.0;1164.0;63.0;388.0;362.0;94.0;138.0;52.0;66.0
350;Gelderland (PV);2007;1742.0;626.0;337.0;289.0;1116.0;47.0;421.0;346.0;54.0;123.0;79.0;46.0
351;Gelderland (PV);2008;1455.0;420.0;244.0;175.0;1036.0;86.0;334.0;320.0;47.0;129.0;60.0;60.0
352;Gelderland (PV);2009;1545.0;415.0;244.0;171.0;1130.0;51.0;455.0;338.0;69.0;91.0;53.0;72.0
353;Gelderland (PV);2010;1548.0;479.0;314.0;166.0;1069.0;39.0;456.0;327.0;50.0;107.0;51.0;39.0
354;Gelderland (PV);2011;1546.0;483.0;281.0;203.0;1063.0;37.0;450.0;302.0;47.0;144.0;47.0;35.0
355;Gelderland (PV);2012;1882.0;621.0;212.0;410.0;1261.0;66.0;543.0;350.0;56.0;136.0;50.0;60.0
356;Gelderland (PV);2013;1557.0;399.0;208.0;191.0;1157.0;91.0;512.0;287.0;60.0;99.0;51.0;57.0
357;Gelderland (PV);2014;1617.0;468.0;318.0;150.0;1149.0;92.0;520.0;257.0;70.0;100.0;44.0;67.0
358;Gelderland (PV);2015;1488.0;283.0;190.0;93.0;1205.0;110.0;537.0;272.0;50.0;81.0;64.0;90.0
359;Gelderland (PV);2016;1460.0;231.0;137.0;94.0;1229.0;94.0;601.0;265.0;59.0;93.0;56.0;61.0
360;Utrecht (PV);2002;418.0;241.0;127.0;114.0;177.0;14.0;51.0;28.0;19.0;20.0;31.0;13.0
361;Utrecht (PV);2003;448.0;190.0;83.0;107.0;258.0;21.0;117.0;22.0;25.0;38.0;17.0;17.0
362;Utrecht (PV);2004;300.0;123.0;57.0;66.0;177.0;24.0;75.0;7.0;20.0;20.0;21.0;8.0
363;Utrecht (PV);2005;346.0;123.0;84.0;39.0;222.0;42.0;89.0;10.0;30.0;21.0;15.0;16.0
364;Utrecht (PV);2006;315.0;79.0;61.0;18.0;236.0;16.0;107.0;12.0;25.0;24.0;34.0;18.0
365;Utrecht (PV);2007;290.0;84.0;77.0;7.0;207.0;12.0;89.0;23.0;29.0;16.0;26.0;13.0
366;Utrecht (PV);2008;256.0;71.0;47.0;25.0;185.0;42.0;74.0;11.0;;13.0;;20.0
367;Utrecht (PV);2009;263.0;72.0;35.0;37.0;191.0;23.0;71.0;15.0;23.0;19.0;21.0;19.0
368;Utrecht (PV);2010;335.0;72.0;56.0;16.0;263.0;23.0;101.0;22.0;68.0;36.0;6.0;7.0
369;Utrecht (PV);2011;276.0;46.0;37.0;9.0;230.0;25.0;118.0;9.0;23.0;38.0;13.0;5.0
370;Utrecht (PV);2012;297.0;58.0;41.0;16.0;240.0;20.0;152.0;13.0;22.0;20.0;5.0;8.0
371;Utrecht (PV);2013;377.0;56.0;37.0;19.0;321.0;24.0;201.0;21.0;15.0;39.0;1.0;21.0
372;Utrecht (PV);2014;;;;;;;;;;;;
373;Utrecht (PV);2015;362.0;60.0;57.0;3.0;301.0;29.0;167.0;22.0;30.0;23.0;5.0;26.0
374;Utrecht (PV);2016;347.0;42.0;39.0;3.0;305.0;56.0;149.0;27.0;27.0;26.0;9.0;11.0
375;Noord-Holland (PV);2002;1077.0;440.0;133.0;306.0;637.0;60.0;276.0;112.0;52.0;32.0;30.0;75.0
376;Noord-Holland (PV);2003;896.0;225.0;95.0;130.0;671.0;60.0;234.0;158.0;61.0;62.0;22.0;75.0
377;Noord-Holland (PV);2004;942.0;350.0;111.0;239.0;592.0;49.0;262.0;124.0;38.0;38.0;30.0;51.0
378;Noord-Holland (PV);2005;999.0;298.0;108.0;190.0;700.0;79.0;281.0;134.0;30.0;31.0;62.0;84.0
379;Noord-Holland (PV);2006;956.0;311.0;86.0;225.0;645.0;87.0;274.0;129.0;27.0;34.0;46.0;49.0
380;Noord-Holland (PV);2007;988.0;260.0;92.0;168.0;728.0;76.0;332.0;160.0;28.0;40.0;43.0;49.0
381;Noord-Holland (PV);2008;1071.0;219.0;61.0;158.0;852.0;72.0;398.0;177.0;37.0;63.0;31.0;75.0
382;Noord-Holland (PV);2009;1098.0;295.0;164.0;131.0;803.0;54.0;372.0;201.0;28.0;57.0;32.0;61.0
383;Noord-Holland (PV);2010;1025.0;174.0;57.0;117.0;851.0;76.0;440.0;164.0;22.0;39.0;26.0;83.0
384;Noord-Holland (PV);2011;995.0;306.0;101.0;205.0;689.0;46.0;333.0;122.0;42.0;41.0;18.0;86.0
385;Noord-Holland (PV);2012;1130.0;180.0;93.0;88.0;949.0;108.0;459.0;200.0;50.0;37.0;16.0;79.0
386;Noord-Holland (PV);2013;1075.0;192.0;55.0;137.0;883.0;119.0;455.0;131.0;26.0;63.0;26.0;62.0
387;Noord-Holland (PV);2014;1138.0;208.0;63.0;145.0;930.0;100.0;478.0;152.0;49.0;52.0;21.0;78.0
388;Noord-Holland (PV);2015;1057.0;103.0;26.0;78.0;954.0;137.0;481.0;163.0;19.0;39.0;20.0;96.0
389;Noord-Holland (PV);2016;940.0;68.0;16.0;52.0;872.0;130.0;406.0;148.0;40.0;48.0;20.0;80.0
390;Zuid-Holland (PV);2002;998.0;452.0;300.0;152.0;547.0;67.0;259.0;121.0;12.0;37.0;36.0;16.0
391;Zuid-Holland (PV);2003;891.0;268.0;104.0;164.0;623.0;89.0;244.0;109.0;37.0;54.0;41.0;49.0
392;Zuid-Holland (PV);2004;753.0;210.0;73.0;138.0;542.0;82.0;268.0;90.0;19.0;48.0;14.0;21.0
393;Zuid-Holland (PV);2005;779.0;237.0;82.0;155.0;542.0;55.0;269.0;85.0;42.0;51.0;21.0;18.0
394;Zuid-Holland (PV);2006;776.0;180.0;112.0;68.0;596.0;91.0;295.0;67.0;26.0;42.0;38.0;37.0
395;Zuid-Holland (PV);2007;744.0;183.0;110.0;73.0;561.0;76.0;304.0;87.0;12.0;26.0;13.0;43.0
396;Zuid-Holland (PV);2008;754.0;209.0;103.0;105.0;545.0;74.0;299.0;83.0;31.0;25.0;14.0;20.0
397;Zuid-Holland (PV);2009;806.0;214.0;120.0;94.0;592.0;59.0;316.0;101.0;29.0;32.0;15.0;41.0
398;Zuid-Holland (PV);2010;754.0;140.0;111.0;29.0;614.0;58.0;361.0;88.0;28.0;9.0;18.0;52.0
399;Zuid-Holland (PV);2011;761.0;148.0;90.0;58.0;613.0;42.0;336.0;118.0;27.0;44.0;13.0;34.0
400;Zuid-Holland (PV);2012;865.0;177.0;114.0;63.0;688.0;80.0;373.0;104.0;22.0;31.0;12.0;66.0
401;Zuid-Holland (PV);2013;909.0;136.0;107.0;29.0;773.0;37.0;454.0;130.0;21.0;43.0;27.0;60.0
402;Zuid-Holland (PV);2014;940.0;131.0;87.0;45.0;809.0;70.0;507.0;97.0;30.0;50.0;12.0;44.0
403;Zuid-Holland (PV);2015;875.0;84.0;34.0;50.0;792.0;119.0;438.0;111.0;20.0;44.0;8.0;52.0
404;Zuid-Holland (PV);2016;993.0;147.0;83.0;64.0;846.0;101.0;534.0;79.0;44.0;30.0;16.0;43.0
405;Zeeland (PV);2002;712.0;256.0;111.0;146.0;455.0;38.0;88.0;156.0;42.0;83.0;13.0;35.0
406;Zeeland (PV);2003;719.0;266.0;163.0;103.0;453.0;37.0;110.0;152.0;47.0;65.0;14.0;29.0
407;Zeeland (PV);2004;640.0;176.0;87.0;89.0;464.0;34.0;128.0;137.0;63.0;55.0;11.0;37.0
408;Zeeland (PV);2005;562.0;159.0;109.0;50.0;402.0;11.0;110.0;154.0;40.0;41.0;13.0;34.0
409;Zeeland (PV);2006;543.0;179.0;122.0;57.0;364.0;38.0;76.0;135.0;35.0;39.0;16.0;25.0
410;Zeeland (PV);2007;618.0;177.0;105.0;71.0;442.0;10.0;117.0;196.0;30.0;50.0;15.0;23.0
411;Zeeland (PV);2008;625.0;194.0;54.0;140.0;431.0;24.0;102.0;173.0;32.0;57.0;15.0;28.0
412;Zeeland (PV);2009;544.0;141.0;65.0;76.0;403.0;25.0;107.0;163.0;26.0;56.0;17.0;10.0
413;Zeeland (PV);2010;604.0;144.0;52.0;92.0;461.0;31.0;127.0;183.0;22.0;47.0;13.0;36.0
414;Zeeland (PV);2011;550.0;105.0;33.0;73.0;445.0;16.0;136.0;170.0;20.0;50.0;32.0;21.0
415;Zeeland (PV);2012;672.0;184.0;93.0;91.0;488.0;37.0;183.0;142.0;18.0;52.0;26.0;30.0
416;Zeeland (PV);2013;631.0;167.0;50.0;117.0;464.0;63.0;158.0;154.0;21.0;26.0;13.0;29.0
417;Zeeland (PV);2014;677.0;258.0;55.0;204.0;418.0;60.0;134.0;100.0;21.0;51.0;8.0;44.0
418;Zeeland (PV);2015;630.0;194.0;40.0;155.0;436.0;59.0;121.0;135.0;32.0;48.0;5.0;36.0
419;Zeeland (PV);2016;653.0;169.0;82.0;87.0;484.0;66.0;186.0;127.0;10.0;53.0;7.0;35.0
420;Noord-Brabant (PV);2002;1209.0;536.0;452.0;84.0;673.0;33.0;120.0;307.0;50.0;40.0;92.0;31.0
421;Noord-Brabant (PV);2003;1027.0;341.0;287.0;54.0;686.0;65.0;170.0;203.0;66.0;64.0;86.0;32.0
422;Noord-Brabant (PV);2004;1195.0;425.0;338.0;87.0;769.0;60.0;155.0;283.0;50.0;73.0;112.0;37.0
423;Noord-Brabant (PV);2005;1151.0;471.0;388.0;83.0;680.0;48.0;153.0;234.0;53.0;68.0;94.0;28.0
424;Noord-Brabant (PV);2006;1045.0;295.0;251.0;44.0;750.0;67.0;172.0;252.0;34.0;89.0;117.0;19.0
425;Noord-Brabant (PV);2007;1173.0;338.0;285.0;53.0;834.0;107.0;206.0;256.0;58.0;77.0;106.0;24.0
426;Noord-Brabant (PV);2008;1102.0;341.0;254.0;87.0;761.0;73.0;193.0;267.0;52.0;79.0;58.0;39.0
427;Noord-Brabant (PV);2009;1242.0;451.0;359.0;92.0;791.0;77.0;225.0;262.0;61.0;64.0;71.0;31.0
428;Noord-Brabant (PV);2010;1304.0;474.0;300.0;174.0;830.0;28.0;232.0;321.0;49.0;74.0;92.0;33.0
