ID;Bedrijfstype;RegioS;VerblijfsaccommodatieTotaal_1;Verblijfsrecreatie_2;AangeslotenBijSVR_3;Ontvangstmogelijkheden_4;VerhuurVanRecreatiegoederen_5;VerwerkingEigenProductenTotaal_6;Kaas_7;ZuivelAndersDanKaas_8;Wijn_9;ProductenUitGroentenOfFruit_10;VerwerkingEigenProductenOverig_11;VerkoopAanHuisTotaal_12;Kaas_13;ZuivelAndersDanKaas_14;Wijn_15;Fruit_16;Groenten_17;Aardappelen_18;Sierteeltproducten_19;VerkoopAanHuisOverig_20;DuurzameEnergieproductieTotaal_21;DuurzameEnergieproductieEigenGebruik_22;DuurzameEnergieproductieVoorDerden_23;DuurzameEnergieEigenEnVoorDerden_24;EigenGebruik_25;LeveringAanDerden_26;EigenGebruikEnLeveringAanDerden_27;EigenGebruik_28;LeveringAanDerden_29;EigenGebruikEnLeveringAanDerden_30;EigenGebruik_31;LeveringAanDerden_32;EigenGebruikEnLeveringAanDerden_33;EigenGebruik_34;LeveringAanDerden_35;EigenGebruikEnLeveringAanDerden_36;EigenGebruik_37;LeveringAanDerden_38;EigenGebruikEnLeveringAanDerden_39;EigenGebruik_40;LeveringAanDerden_41;EigenGebruikEnLeveringAanDerden_42;EigenGebruik_43;LeveringAanDerden_44;EigenGebruikEnLeveringAanDerden_45;EigenGebruik_46;LeveringAanDerden_47;EigenGebruikEnLeveringAanDerden_48;ZorgtakenTotaal_49;Dagbesteding_50;WonenWerken_51;Arbeidstoeleiding_52;AgrNLBOvereenkomstTotaal_53;GeslotenMetMinisterieLNV_54;GeslotenMetProvincialeInstellingen_55;GeslotenMetGemeentelijkeInstellingen_56;GeslotenMetNatuurmonumenten_57;GeslotenMetStaatsbosbeheer_58;GeslotenMetOverigeOrganisaties_59;MetLoonwerkVoorDerden_60;MetAquacultuur_61;MetStallingmogelijkheden_62;MetNestbescherming_63;AangeslotenBijAgrNatuurvereniging_64;VerbredeLandbouwTotaal_65;TotaalAgrarischeBedrijven_66
1175;Overige gewassencombinaties;Zuidwest Brabant;4;2;1;2;1;3;0;0;1;2;0;24;2;1;2;6;18;11;1;8;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;9;2;3;0;1;2;2;11;0;7;12;10;34;83
1176;Overige gewassencombinaties;Zuidelijk veehouderijgebied;9;8;4;1;0;9;0;0;0;5;4;125;15;3;2;23;84;46;11;37;4;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;35;26;6;0;2;2;13;23;1;22;67;25;161;422
1177;Overige gewassencombinaties;Zuid-Limburg;4;4;2;0;0;0;0;0;0;0;0;16;3;2;0;10;7;9;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;14;13;0;0;0;0;7;0;0;2;4;2;23;34
1178;Graasdiercombinaties;Nederland;16;10;2;6;2;17;5;5;2;7;2;66;11;5;4;16;33;40;4;16;10;10;0;0;0;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6;4;2;3;74;55;13;2;5;8;20;24;2;20;108;46;151;435
1179;Graasdiercombinaties;Noord-Nederland;0;0;0;0;0;2;0;0;0;2;1;5;1;0;0;4;3;2;1;1;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;2;3;0;0;9;5;8;23
1180;Graasdiercombinaties;Oost-Nederland;5;3;1;2;0;6;3;2;0;2;0;21;4;2;1;3;6;16;2;6;4;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;30;24;3;0;1;2;7;4;0;9;51;15;57;196
1181;Graasdiercombinaties;West-Nederland;4;4;0;1;1;3;2;2;0;0;0;11;3;3;1;2;6;9;1;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;10;6;2;1;0;1;4;5;0;4;19;14;21;44
1182;Graasdiercombinaties;Zuid-Nederland;7;3;1;3;1;6;0;1;2;3;1;29;3;0;2;7;18;13;0;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;1;1;0;31;22;7;1;4;5;7;12;2;7;29;12;65;172
1183;Graasdiercombinaties;Groningen;0;0;0;0;0;1;0;0;0;1;0;3;1;0;0;2;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;8
1184;Graasdiercombinaties;Friesland;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;2;2;2;4
1185;Graasdiercombinaties;Drenthe;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;1;2;0;0;4;0;3;11
1186;Graasdiercombinaties;Overijssel;3;2;0;1;0;3;0;1;0;2;0;6;2;1;0;1;2;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;9;7;1;0;0;1;2;1;0;5;21;2;20;70
1187;Graasdiercombinaties;Flevoland;0;0;0;0;0;3;3;1;0;0;0;2;2;1;1;1;1;1;0;1;4;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;5;9
1188;Graasdiercombinaties;Gelderland;2;1;1;1;0;0;0;0;0;0;0;13;0;0;0;1;3;9;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;17;2;0;1;1;5;2;0;4;26;11;32;117
1189;Graasdiercombinaties;Utrecht;0;0;0;0;0;2;1;1;0;0;0;4;2;1;1;1;2;3;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;4;3;4;10
1190;Graasdiercombinaties;Noord-Holland;2;2;0;1;1;1;1;1;0;0;0;2;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;1;0;0;0;1;2;0;0;0;3;4;4;6
1191;Graasdiercombinaties;Zuid-Holland;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;6;4;1;1;0;0;2;4;0;2;8;4;9;20
1192;Graasdiercombinaties;Zeeland;1;1;0;0;0;0;0;0;0;0;0;3;0;1;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;3;4;8
1193;Graasdiercombinaties;Noord-Brabant;3;1;1;2;0;4;0;0;1;3;1;12;1;0;1;2;8;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;13;8;3;1;2;2;3;9;1;5;20;9;34;108
1194;Graasdiercombinaties;Limburg;4;2;0;1;1;2;0;1;1;0;0;17;2;0;1;5;10;9;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;18;14;4;0;2;3;4;3;1;2;9;3;31;64
1195;Graasdiercombinaties;Bouwhoek en Hogeland;0;0;0;0;0;1;0;0;0;1;0;3;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;4;5
1196;Graasdiercombinaties;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;1;11
1197;Graasdiercombinaties;Noordelijk weidegebied;1;1;0;0;0;1;0;0;0;1;1;2;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;0;0;0;2;1;0;0;2;2;5;8
1198;Graasdiercombinaties;Oostelijk veehouderijgebied;2;1;0;1;0;3;0;1;0;2;0;13;2;1;0;2;3;10;2;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;23;19;3;0;1;1;4;2;0;7;36;9;38;138
1199;Graasdiercombinaties;Centraal veehouderijgebied;1;1;1;0;0;1;0;1;0;0;0;4;1;1;1;1;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;2;0;0;2;7;3;6;29
1200;Graasdiercombinaties;IJsselmeerpolders;0;0;0;0;0;3;3;1;0;0;0;2;2;1;1;1;1;1;0;1;4;4;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;5;3;6;10
1201;Graasdiercombinaties;Westelijk Holland;2;2;0;1;1;1;1;1;0;0;0;3;1;1;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;3;1;0;1;0;1;1;1;0;1;6;5;6;12
1202;Graasdiercombinaties;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1203;Graasdiercombinaties;Hollands/Utrechts weidegebied;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;4;1;0;0;0;1;1;0;1;4;4;4;8
1204;Graasdiercombinaties;Rivierengebied;1;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;2;0;1;9;3;10;29
1205;Graasdiercombinaties;Zuidwestelijk akkerbouwgebied;1;1;0;0;0;0;0;0;0;0;0;5;0;1;0;1;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;3;0;1;6;3;8;17
1206;Graasdiercombinaties;Zuidwest Brabant;1;0;0;1;0;3;0;0;1;2;0;4;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;0;1;0;0;2;1;5;15
1207;Graasdiercombinaties;Zuidelijk veehouderijgebied;4;2;1;2;0;2;0;1;0;1;1;15;1;0;0;3;11;5;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;1;0;19;13;3;0;2;4;4;9;1;5;25;10;46;138
1208;Graasdiercombinaties;Zuid-Limburg;2;1;0;0;1;1;0;0;1;0;0;9;2;0;1;4;3;6;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;9;3;0;1;1;3;1;1;2;0;0;12;15
1209;Hokdiercombinaties;Nederland;33;25;8;10;6;13;4;3;0;1;6;85;10;5;2;7;22;24;3;51;29;27;1;1;1;5;1;4;0;0;5;0;1;0;0;0;0;0;0;2;0;0;13;0;0;0;0;0;9;8;1;2;156;113;18;5;3;14;44;54;2;73;334;150;318;1553
1210;Hokdiercombinaties;Noord-Nederland;2;1;0;1;0;1;1;0;0;0;0;3;2;0;0;0;0;0;0;2;5;5;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;16;4;0;1;3;3;3;0;1;18;11;28;67
1211;Hokdiercombinaties;Oost-Nederland;18;16;8;3;5;6;0;1;0;1;4;37;4;3;2;4;2;13;1;25;13;11;1;1;1;1;0;3;0;0;3;0;1;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;8;7;1;2;84;67;5;5;0;4;22;34;0;41;214;85;172;958
1212;Hokdiercombinaties;West-Nederland;3;1;0;2;0;2;2;1;0;0;0;7;2;2;0;0;1;1;0;4;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;16;6;2;0;0;0;12;8;0;15;28;25;36;132
1213;Hokdiercombinaties;Zuid-Nederland;10;7;0;4;1;4;1;1;0;0;2;38;2;0;0;3;19;10;2;20;8;8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;0;35;24;7;0;2;7;7;9;2;16;74;29;82;396
1214;Hokdiercombinaties;Groningen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;2;0;0;1;0;0;0;0;5;4;7;19
1215;Hokdiercombinaties;Friesland;2;1;0;1;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;2;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;8;2;0;1;1;1;1;0;0;8;6;13;24
1216;Hokdiercombinaties;Drenthe;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;1;2;2;0;1;5;1;8;24
1217;Hokdiercombinaties;Overijssel;10;9;3;2;3;3;0;1;0;1;1;16;3;1;1;1;1;6;0;9;3;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;3;0;0;32;29;2;0;0;1;5;12;0;22;103;32;74;417
1218;Hokdiercombinaties;Flevoland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;1;1;4;6
1219;Hokdiercombinaties;Gelderland;8;7;5;1;2;3;0;0;0;0;3;21;1;2;1;3;1;7;1;16;8;8;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;5;4;1;2;51;38;2;5;0;3;17;20;0;18;110;52;94;535
1220;Hokdiercombinaties;Utrecht;0;0;0;0;0;1;1;0;0;0;0;3;1;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;1;1;0;0;0;6;6;0;9;19;17;19;89
1221;Hokdiercombinaties;Noord-Holland;1;0;0;1;0;1;1;1;0;0;0;2;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;2;1;4;12
1222;Hokdiercombinaties;Zuid-Holland;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;6;1;0;4;5;5;10;26
1223;Hokdiercombinaties;Zeeland;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;5
1224;Hokdiercombinaties;Noord-Brabant;8;5;0;4;1;1;0;0;0;0;1;22;0;0;0;0;9;5;2;13;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;23;18;4;0;0;4;6;5;2;14;49;24;52;300
1225;Hokdiercombinaties;Limburg;2;2;0;0;0;3;1;1;0;0;1;16;2;0;0;3;10;5;0;7;6;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;12;6;3;0;2;3;1;4;0;2;25;5;30;96
1226;Hokdiercombinaties;Bouwhoek en Hogeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;2;4
1227;Hokdiercombinaties;Veenkoloniën en Oldambt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;15
1228;Hokdiercombinaties;Noordelijk weidegebied;2;1;0;1;0;2;1;0;0;0;1;3;1;0;0;0;0;1;0;2;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;19;4;0;1;2;3;1;0;3;25;10;30;94
1229;Hokdiercombinaties;Oostelijk veehouderijgebied;12;10;3;2;4;3;0;1;0;1;1;28;5;2;2;3;2;10;1;18;9;8;1;0;0;0;0;2;0;0;3;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;5;5;0;0;55;43;2;3;0;4;16;22;0;28;146;62;117;625
1230;Hokdiercombinaties;Centraal veehouderijgebied;6;6;5;1;1;1;0;0;0;0;1;4;0;1;0;0;0;1;0;2;5;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;3;2;1;2;18;12;3;2;0;1;3;9;0;10;54;20;38;281
1231;Hokdiercombinaties;IJsselmeerpolders;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;1;1;4;6
1232;Hokdiercombinaties;Westelijk Holland;2;0;0;2;0;1;1;1;0;0;0;2;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;2;0;0;3;5;2;7;16
1233;Hokdiercombinaties;Waterland en Droogmakerijen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
1234;Hokdiercombinaties;Hollands/Utrechts weidegebied;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;0;0;0;9;2;0;7;12;16;15;50
1235;Hokdiercombinaties;Rivierengebied;0;0;0;0;0;1;0;0;0;0;1;6;0;0;0;1;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;1;0;0;0;4;5;0;4;12;6;18;62
1236;Hokdiercombinaties;Zuidwestelijk akkerbouwgebied;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;3;5;8
1237;Hokdiercombinaties;Zuidwest Brabant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;13
1238;Hokdiercombinaties;Zuidelijk veehouderijgebied;9;6;0;4;1;4;1;1;0;0;2;33;2;0;0;2;17;8;2;17;7;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;0;32;21;5;0;2;7;7;8;2;14;70;26;73;368
1239;Hokdiercombinaties;Zuid-Limburg;1;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;2;0;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;5;8
1240;Akkerbouw/veeteeltcombinaties;Nederland;123;88;15;28;22;28;14;3;0;2;14;170;26;13;4;9;22;111;9;56;28;26;1;1;2;7;1;4;1;0;2;1;0;1;1;0;0;0;0;0;0;0;9;0;0;1;1;0;14;12;4;1;430;326;63;8;13;36;122;206;3;190;566;232;854;2745
1241;Akkerbouw/veeteeltcombinaties;Noord-Nederland;11;9;2;3;3;6;3;1;0;1;2;15;5;1;1;0;1;9;1;4;4;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;58;46;9;0;2;8;11;35;0;16;126;32;117;398
1242;Akkerbouw/veeteeltcombinaties;Oost-Nederland;42;27;6;12;7;6;2;0;0;1;3;44;4;2;1;1;4;25;3;17;13;12;0;1;2;5;1;2;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;6;2;0;135;107;16;4;3;4;38;52;1;66;179;71;267;924
1243;Akkerbouw/veeteeltcombinaties;West-Nederland;38;30;2;6;6;7;3;1;0;0;4;44;5;3;0;2;4;37;2;7;7;7;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;2;2;0;0;84;56;16;0;3;10;25;48;1;53;108;60;189;443
1244;Akkerbouw/veeteeltcombinaties;Zuid-Nederland;32;22;5;7;6;9;6;1;0;0;5;67;12;7;2;6;13;40;3;28;4;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;3;2;1;153;117;22;4;5;14;48;71;1;55;153;69;281;980
1245;Akkerbouw/veeteeltcombinaties;Groningen;3;2;0;2;1;1;1;0;0;0;0;2;1;0;0;0;0;0;0;1;3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;14;7;2;0;1;6;1;16;0;4;27;8;32;102
1246;Akkerbouw/veeteeltcombinaties;Friesland;2;2;1;0;0;1;0;0;0;1;0;5;2;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;3;0;1;0;4;6;0;5;35;12;29;89
1247;Akkerbouw/veeteeltcombinaties;Drenthe;6;5;1;1;2;4;2;1;0;0;2;8;2;1;1;0;0;4;1;3;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;31;27;4;0;0;2;6;13;0;7;64;12;56;207
1248;Akkerbouw/veeteeltcombinaties;Overijssel;16;8;2;5;3;1;0;0;0;0;1;14;2;1;0;0;0;8;1;4;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;48;43;10;0;2;1;9;12;0;22;73;21;91;353
1249;Akkerbouw/veeteeltcombinaties;Flevoland;4;0;0;3;1;1;1;0;0;0;0;3;1;0;0;0;0;1;0;2;8;8;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;4;8;0;7;23;5;26;65
1250;Akkerbouw/veeteeltcombinaties;Gelderland;22;19;4;4;3;4;1;0;0;1;2;27;1;1;1;1;4;16;2;11;4;3;0;1;2;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;2;0;82;62;6;4;1;3;25;32;1;37;83;45;150;506
1251;Akkerbouw/veeteeltcombinaties;Utrecht;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;5;0;0;0;1;5;0;6;13;2;19;47
1252;Akkerbouw/veeteeltcombinaties;Noord-Holland;6;5;1;1;0;3;1;1;0;0;2;6;1;1;0;0;0;3;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;22;12;3;0;1;1;10;10;1;10;37;30;39;95
1253;Akkerbouw/veeteeltcombinaties;Zuid-Holland;5;3;0;1;2;0;0;0;0;0;0;10;1;0;0;1;1;9;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;10;4;2;0;1;3;3;14;0;15;19;9;42;78
1254;Akkerbouw/veeteeltcombinaties;Zeeland;25;20;1;3;4;4;2;0;0;0;2;28;3;2;0;1;3;25;1;4;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;40;33;6;0;1;6;11;19;0;22;39;19;89;223
1255;Akkerbouw/veeteeltcombinaties;Noord-Brabant;16;11;4;4;3;5;4;1;0;0;2;30;5;4;1;0;6;18;0;14;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;2;2;1;67;39;13;4;4;13;20;45;1;37;114;46;157;678
1256;Akkerbouw/veeteeltcombinaties;Limburg;16;11;1;3;3;4;2;0;0;0;3;37;7;3;1;6;7;22;3;14;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;86;78;9;0;1;1;28;26;0;18;39;23;124;302
