ID;GeslachtWerknemer;Dienstverband;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
1649;Totaal;Voltijd;701;H Horeca;2007;27.0;27.0;11.55;1684.0;1674.0;21800.0;20210.0;1590.0;80.0;38.5;38.3;1740.0;1740.0
1650;Totaal;Voltijd;701;H Horeca;2008;30.0;30.0;11.85;1746.0;1739.0;22600.0;20950.0;1650.0;80.0;38.6;38.5;1761.0;1761.0
1651;Totaal;Voltijd;701;H Horeca;2009;28.0;28.0;12.34;1813.0;1805.0;23620.0;21760.0;1860.0;90.0;38.5;38.3;1756.0;1756.0
1652;Totaal;Voltijd;701;I Vervoer, opslag en communicatie;2006;37.0;37.0;13.76;2276.0;2115.0;30310.0;27310.0;3000.0;250.0;42.4;40.1;1846.0;1846.0
1653;Totaal;Voltijd;701;I Vervoer, opslag en communicatie;2007;47.0;47.0;13.77;2273.0;2101.0;30230.0;27280.0;2950.0;190.0;42.7;40.2;1831.0;1831.0
1654;Totaal;Voltijd;701;I Vervoer, opslag en communicatie;2008;54.0;54.0;14.38;2404.0;2185.0;31930.0;28850.0;3080.0;210.0;43.0;39.8;1822.0;1822.0
1655;Totaal;Voltijd;701;I Vervoer, opslag en communicatie;2009;51.0;51.0;14.8;2500.0;2280.0;33330.0;30000.0;3330.0;230.0;43.2;40.2;1849.0;1849.0
1656;Totaal;Voltijd;701;J Financiële instellingen;2006;16.0;16.0;17.05;2499.0;2490.0;36720.0;29980.0;6730.0;560.0;38.3;38.2;1752.0;1752.0
1657;Totaal;Voltijd;701;J Financiële instellingen;2007;19.0;19.0;17.25;2515.0;2504.0;37510.0;30180.0;7330.0;550.0;38.4;38.3;1743.0;1743.0
1658;Totaal;Voltijd;701;J Financiële instellingen;2008;21.0;21.0;18.19;2659.0;2650.0;39290.0;31910.0;7380.0;720.0;38.4;38.3;1748.0;1748.0
1659;Totaal;Voltijd;701;J Financiële instellingen;2009;19.0;19.0;18.82;2750.0;2737.0;41390.0;32990.0;8400.0;610.0;38.2;38.1;1745.0;1745.0
1660;Totaal;Voltijd;701;K VH en handel in onroerend goed, ..;2006;198.0;198.0;13.96;2186.0;2145.0;28710.0;26230.0;2480.0;390.0;40.5;40.0;1844.0;1844.0
1661;Totaal;Voltijd;701;K VH en handel in onroerend goed, ..;2007;243.0;243.0;14.19;2190.0;2149.0;28700.0;26280.0;2420.0;410.0;40.3;39.8;1818.0;1818.0
1662;Totaal;Voltijd;701;K VH en handel in onroerend goed, ..;2008;254.0;254.0;14.78;2282.0;2240.0;30040.0;27380.0;2660.0;500.0;40.4;39.7;1818.0;1818.0
1663;Totaal;Voltijd;701;K VH en handel in onroerend goed, ..;2009;225.0;225.0;15.28;2361.0;2325.0;31170.0;28330.0;2840.0;520.0;40.3;39.7;1826.0;1826.0
1664;Totaal;Voltijd;701;L Openbaar bestuur, overheidsdiensten ..;2006;49.0;49.0;14.98;2156.0;2144.0;30070.0;25870.0;4190.0;10.0;37.3;37.1;1717.0;1717.0
1665;Totaal;Voltijd;701;L Openbaar bestuur, overheidsdiensten ..;2007;57.0;57.0;15.66;2239.0;2227.0;30960.0;26870.0;4080.0;10.0;37.3;37.2;1706.0;1706.0
1666;Totaal;Voltijd;701;L Openbaar bestuur, overheidsdiensten ..;2008;58.0;58.0;16.1;2300.0;2289.0;32350.0;27600.0;4740.0;10.0;37.3;37.1;1706.0;1706.0
1667;Totaal;Voltijd;701;L Openbaar bestuur, overheidsdiensten ..;2009;61.0;61.0;16.24;2324.0;2311.0;32530.0;27880.0;4640.0;10.0;37.2;37.0;1708.0;1708.0
1668;Totaal;Voltijd;701;M Onderwijs;2006;34.0;34.0;15.1;2211.0;2208.0;29390.0;26530.0;2870.0;40.0;39.2;39.2;1754.0;1754.0
1669;Totaal;Voltijd;701;M Onderwijs;2007;37.0;37.0;15.38;2236.0;2232.0;30150.0;26830.0;3310.0;60.0;39.2;39.2;1742.0;1742.0
1670;Totaal;Voltijd;701;M Onderwijs;2008;41.0;41.0;16.04;2292.0;2289.0;31050.0;27510.0;3540.0;80.0;38.2;38.2;1713.0;1713.0
1671;Totaal;Voltijd;701;M Onderwijs;2009;41.0;41.0;16.58;2395.0;2391.0;32900.0;28740.0;4160.0;90.0;38.6;38.5;1731.0;1731.0
1672;Totaal;Voltijd;701;N Gezondheids- en welzijnszorg;2006;47.0;47.0;15.77;2251.0;2242.0;29780.0;27010.0;2760.0;30.0;37.1;37.0;1706.0;1706.0
1673;Totaal;Voltijd;701;N Gezondheids- en welzijnszorg;2007;61.0;61.0;15.76;2210.0;2201.0;29250.0;26520.0;2730.0;30.0;36.8;36.7;1676.0;1676.0
1674;Totaal;Voltijd;701;N Gezondheids- en welzijnszorg;2008;74.0;74.0;16.12;2227.0;2219.0;29650.0;26730.0;2930.0;40.0;36.1;36.0;1651.0;1651.0
1675;Totaal;Voltijd;701;N Gezondheids- en welzijnszorg;2009;78.0;78.0;16.6;2327.0;2318.0;31200.0;27920.0;3270.0;40.0;36.5;36.4;1675.0;1675.0
1676;Totaal;Voltijd;701;O Milieudienstverlening, cultuur, ..;2006;25.0;25.0;16.06;2384.0;2364.0;31440.0;28610.0;2820.0;270.0;38.9;38.6;1766.0;1766.0
1677;Totaal;Voltijd;701;O Milieudienstverlening, cultuur, ..;2007;31.0;31.0;16.11;2364.0;2342.0;31320.0;28370.0;2950.0;250.0;39.1;38.8;1745.0;1745.0
1678;Totaal;Voltijd;701;O Milieudienstverlening, cultuur, ..;2008;35.0;35.0;16.36;2411.0;2390.0;32070.0;28930.0;3140.0;270.0;38.6;38.3;1753.0;1753.0
1679;Totaal;Voltijd;701;O Milieudienstverlening, cultuur, ..;2009;36.0;36.0;17.07;2524.0;2501.0;33730.0;30280.0;3440.0;260.0;38.7;38.3;1758.0;1758.0
1680;Totaal;Voltijd;702;A-O Alle economische activiteiten ..;2006;3071.0;3071.0;20.02;2977.0;2933.0;41470.0;35730.0;5740.0;670.0;38.8;38.3;1758.0;1758.0
1681;Totaal;Voltijd;702;A-O Alle economische activiteiten ..;2007;3014.0;3014.0;20.89;3089.0;3042.0;43390.0;37070.0;6320.0;720.0;39.0;38.4;1747.0;1747.0
1682;Totaal;Voltijd;702;A-O Alle economische activiteiten ..;2008;3012.0;3012.0;21.63;3199.0;3149.0;44970.0;38390.0;6590.0;850.0;38.9;38.3;1747.0;1747.0
1683;Totaal;Voltijd;702;A-O Alle economische activiteiten ..;2009;2922.0;2922.0;22.24;3312.0;3264.0;46310.0;39740.0;6560.0;880.0;39.0;38.5;1761.0;1761.0
1684;Totaal;Voltijd;702;A+B Landbouw, bosbouw, visserij;2006;44.0;44.0;14.45;2207.0;2153.0;29260.0;26480.0;2780.0;260.0;39.5;38.9;1787.0;1787.0
1685;Totaal;Voltijd;702;A+B Landbouw, bosbouw, visserij;2007;42.0;42.0;14.91;2267.0;2208.0;30200.0;27210.0;2990.0;280.0;39.7;39.0;1777.0;1777.0
1686;Totaal;Voltijd;702;A+B Landbouw, bosbouw, visserij;2008;41.0;41.0;15.38;2330.0;2271.0;31080.0;27960.0;3130.0;340.0;39.5;38.8;1772.0;1772.0
1687;Totaal;Voltijd;702;A+B Landbouw, bosbouw, visserij;2009;40.0;40.0;15.75;2426.0;2357.0;32190.0;29120.0;3070.0;360.0;40.0;39.1;1796.0;1796.0
1688;Totaal;Voltijd;702;C Winning van delfstoffen;2006;6.0;6.0;31.84;4873.0;4822.0;73210.0;58470.0;14730.0;760.0;40.2;39.6;1818.0;1818.0
1689;Totaal;Voltijd;702;C Winning van delfstoffen;2007;6.0;6.0;33.02;5031.0;4979.0;77030.0;60370.0;16660.0;800.0;40.3;39.8;1809.0;1809.0
1690;Totaal;Voltijd;702;C Winning van delfstoffen;2008;5.0;5.0;36.08;5516.0;5457.0;83750.0;66190.0;17550.0;980.0;40.4;39.9;1815.0;1815.0
1691;Totaal;Voltijd;702;C Winning van delfstoffen;2009;6.0;6.0;34.41;5305.0;5248.0;80800.0;63660.0;17150.0;950.0;40.6;40.0;1830.0;1830.0
1692;Totaal;Voltijd;702;D Industrie;2006;561.0;561.0;18.75;2828.0;2771.0;39610.0;33940.0;5670.0;470.0;39.2;38.6;1774.0;1774.0
1693;Totaal;Voltijd;702;D Industrie;2007;545.0;545.0;19.49;2926.0;2864.0;41460.0;35110.0;6350.0;500.0;39.4;38.7;1764.0;1764.0
1694;Totaal;Voltijd;702;D Industrie;2008;537.0;537.0;20.42;3058.0;2995.0;43060.0;36700.0;6360.0;580.0;39.3;38.6;1760.0;1760.0
1695;Totaal;Voltijd;702;D Industrie;2009;513.0;513.0;20.79;3131.0;3076.0;43710.0;37570.0;6140.0;610.0;39.4;38.8;1775.0;1775.0
1696;Totaal;Voltijd;702;E Productie en distributie van en ..;2006;18.0;18.0;26.0;3780.0;3726.0;52000.0;45360.0;6640.0;670.0;38.7;38.3;1720.0;1720.0
1697;Totaal;Voltijd;702;E Productie en distributie van en ..;2007;19.0;19.0;26.47;3838.0;3785.0;53930.0;46050.0;7870.0;760.0;38.9;38.5;1716.0;1716.0
1698;Totaal;Voltijd;702;E Productie en distributie van en ..;2008;17.0;17.0;27.33;3974.0;3927.0;56640.0;47680.0;8960.0;1010.0;39.1;38.7;1724.0;1724.0
1699;Totaal;Voltijd;702;E Productie en distributie van en ..;2009;18.0;18.0;28.1;4123.0;4075.0;59340.0;49480.0;9870.0;1100.0;39.1;38.7;1740.0;1740.0
1700;Totaal;Voltijd;702;F Bouwnijverheid;2006;259.0;259.0;19.02;2915.0;2866.0;37770.0;34990.0;2780.0;910.0;40.1;39.5;1808.0;1808.0
1701;Totaal;Voltijd;702;F Bouwnijverheid;2007;253.0;253.0;19.67;2998.0;2945.0;38870.0;35980.0;2900.0;980.0;40.2;39.6;1797.0;1797.0
1702;Totaal;Voltijd;702;F Bouwnijverheid;2008;243.0;243.0;20.55;3161.0;3101.0;41240.0;37930.0;3310.0;1230.0;40.5;39.8;1810.0;1810.0
1703;Totaal;Voltijd;702;F Bouwnijverheid;2009;239.0;239.0;21.17;3289.0;3233.0;43100.0;39460.0;3640.0;1330.0;40.7;40.1;1832.0;1832.0
1704;Totaal;Voltijd;702;G Reparatie van consumentenartikelen ..;2006;477.0;477.0;17.13;2598.0;2562.0;36240.0;31170.0;5060.0;1050.0;39.4;38.9;1794.0;1794.0
1705;Totaal;Voltijd;702;G Reparatie van consumentenartikelen ..;2007;467.0;467.0;17.96;2707.0;2668.0;38140.0;32490.0;5650.0;1110.0;39.5;39.0;1782.0;1782.0
1706;Totaal;Voltijd;702;G Reparatie van consumentenartikelen ..;2008;457.0;457.0;18.76;2823.0;2783.0;39720.0;33880.0;5840.0;1290.0;39.4;38.9;1781.0;1781.0
1707;Totaal;Voltijd;702;G Reparatie van consumentenartikelen ..;2009;437.0;437.0;19.48;2950.0;2911.0;41200.0;35390.0;5810.0;1330.0;39.5;39.1;1793.0;1793.0
1708;Totaal;Voltijd;702;H Horeca;2006;54.0;54.0;13.7;2031.0;2020.0;26880.0;24370.0;2510.0;240.0;38.6;38.5;1769.0;1769.0
1709;Totaal;Voltijd;702;H Horeca;2007;51.0;51.0;14.27;2093.0;2079.0;27880.0;25110.0;2770.0;250.0;38.6;38.4;1749.0;1749.0
1710;Totaal;Voltijd;702;H Horeca;2008;50.0;50.0;14.66;2148.0;2138.0;28490.0;25770.0;2720.0;300.0;38.5;38.4;1750.0;1750.0
1711;Totaal;Voltijd;702;H Horeca;2009;46.0;46.0;15.24;2243.0;2234.0;29780.0;26920.0;2860.0;320.0;38.5;38.4;1758.0;1758.0
1712;Totaal;Voltijd;702;I Vervoer, opslag en communicatie;2006;234.0;234.0;18.81;2967.0;2808.0;40870.0;35610.0;5260.0;430.0;41.3;39.1;1791.0;1791.0
1713;Totaal;Voltijd;702;I Vervoer, opslag en communicatie;2007;226.0;226.0;19.67;3086.0;2921.0;42830.0;37030.0;5800.0;470.0;41.5;39.2;1782.0;1782.0
1714;Totaal;Voltijd;702;I Vervoer, opslag en communicatie;2008;221.0;221.0;19.93;3162.0;2959.0;43760.0;37950.0;5820.0;570.0;41.9;39.2;1781.0;1781.0
1715;Totaal;Voltijd;702;I Vervoer, opslag en communicatie;2009;213.0;213.0;20.44;3275.0;3077.0;45340.0;39300.0;6030.0;570.0;42.0;39.5;1806.0;1806.0
1716;Totaal;Voltijd;702;J Financiële instellingen;2006;151.0;151.0;27.67;3979.0;3965.0;62700.0;47740.0;14960.0;1090.0;37.7;37.6;1719.0;1719.0
1717;Totaal;Voltijd;702;J Financiële instellingen;2007;146.0;146.0;29.5;4229.0;4215.0;67940.0;50750.0;17200.0;1180.0;37.9;37.8;1715.0;1715.0
1718;Totaal;Voltijd;702;J Financiële instellingen;2008;144.0;144.0;29.6;4252.0;4236.0;68260.0;51020.0;17240.0;1430.0;38.0;37.8;1718.0;1718.0
1719;Totaal;Voltijd;702;J Financiële instellingen;2009;141.0;141.0;30.31;4378.0;4363.0;67500.0;52530.0;14970.0;1460.0;37.9;37.8;1727.0;1727.0
1720;Totaal;Voltijd;702;K VH en handel in onroerend goed, ..;2006;451.0;451.0;21.8;3317.0;3289.0;47010.0;39800.0;7210.0;1490.0;39.7;39.4;1810.0;1810.0
1721;Totaal;Voltijd;702;K VH en handel in onroerend goed, ..;2007;463.0;463.0;22.6;3416.0;3387.0;48840.0;41000.0;7840.0;1550.0;39.8;39.5;1798.0;1798.0
1722;Totaal;Voltijd;702;K VH en handel in onroerend goed, ..;2008;482.0;482.0;23.42;3543.0;3516.0;50450.0;42520.0;7930.0;1830.0;39.8;39.4;1801.0;1801.0
1723;Totaal;Voltijd;702;K VH en handel in onroerend goed, ..;2009;462.0;462.0;24.14;3673.0;3646.0;51740.0;44080.0;7660.0;1880.0;39.8;39.5;1813.0;1813.0
1724;Totaal;Voltijd;702;L Openbaar bestuur, overheidsdiensten ..;2006;301.0;301.0;22.29;3174.0;3149.0;43820.0;38080.0;5740.0;30.0;36.8;36.6;1695.0;1695.0
1725;Totaal;Voltijd;702;L Openbaar bestuur, overheidsdiensten ..;2007;295.0;295.0;23.42;3316.0;3287.0;45730.0;39790.0;5940.0;50.0;36.9;36.7;1684.0;1684.0
1726;Totaal;Voltijd;702;L Openbaar bestuur, overheidsdiensten ..;2008;293.0;293.0;24.12;3410.0;3382.0;47900.0;40920.0;6970.0;50.0;36.9;36.6;1683.0;1683.0
1727;Totaal;Voltijd;702;L Openbaar bestuur, overheidsdiensten ..;2009;296.0;296.0;24.61;3503.0;3472.0;49220.0;42040.0;7180.0;50.0;37.0;36.7;1693.0;1693.0
1728;Totaal;Voltijd;702;M Onderwijs;2006;162.0;162.0;23.34;3222.0;3217.0;43800.0;38660.0;5140.0;70.0;37.0;37.0;1654.0;1654.0
1729;Totaal;Voltijd;702;M Onderwijs;2007;157.0;157.0;23.97;3284.0;3279.0;45200.0;39410.0;5790.0;80.0;37.1;37.0;1641.0;1641.0
1730;Totaal;Voltijd;702;M Onderwijs;2008;165.0;165.0;24.46;3372.0;3368.0;46900.0;40460.0;6430.0;90.0;36.8;36.7;1652.0;1652.0
1731;Totaal;Voltijd;702;M Onderwijs;2009;161.0;161.0;25.49;3515.0;3510.0;49430.0;42180.0;7250.0;90.0;36.9;36.8;1652.0;1652.0
1732;Totaal;Voltijd;702;N Gezondheids- en welzijnszorg;2006;252.0;252.0;20.34;2812.0;2797.0;38060.0;33750.0;4310.0;80.0;36.1;36.0;1650.0;1650.0
1733;Totaal;Voltijd;702;N Gezondheids- en welzijnszorg;2007;247.0;247.0;21.22;2909.0;2892.0;39400.0;34910.0;4490.0;80.0;36.1;36.0;1636.0;1636.0
1734;Totaal;Voltijd;702;N Gezondheids- en welzijnszorg;2008;260.0;260.0;21.75;2965.0;2948.0;40450.0;35580.0;4880.0;100.0;35.9;35.8;1626.0;1626.0
1735;Totaal;Voltijd;702;N Gezondheids- en welzijnszorg;2009;254.0;254.0;22.09;3061.0;3043.0;42060.0;36730.0;5330.0;100.0;36.4;36.2;1653.0;1653.0
1736;Totaal;Voltijd;702;O Milieudienstverlening, cultuur, ..;2006;100.0;100.0;19.07;2796.0;2756.0;38130.0;33560.0;4570.0;440.0;38.2;37.7;1734.0;1734.0
1737;Totaal;Voltijd;702;O Milieudienstverlening, cultuur, ..;2007;97.0;97.0;19.81;2892.0;2849.0;39560.0;34710.0;4850.0;470.0;38.4;37.9;1726.0;1726.0
1738;Totaal;Voltijd;702;O Milieudienstverlening, cultuur, ..;2008;97.0;97.0;20.55;2993.0;2949.0;40880.0;35920.0;4960.0;560.0;38.3;37.7;1723.0;1723.0
1739;Totaal;Voltijd;702;O Milieudienstverlening, cultuur, ..;2009;95.0;95.0;21.18;3103.0;3056.0;42400.0;37240.0;5160.0;560.0;38.4;37.8;1731.0;1731.0
1740;Totaal;Voltijd;703;A-O Alle economische activiteiten ..;2006;160.0;160.0;31.59;4817.0;4814.0;61650.0;57810.0;3840.0;4130.0;39.6;39.6;1829.0;1829.0
1741;Totaal;Voltijd;703;A-O Alle economische activiteiten ..;2007;166.0;166.0;31.8;4819.0;4815.0;61610.0;57820.0;3790.0;4170.0;39.7;39.7;1817.0;1817.0
1742;Totaal;Voltijd;703;A-O Alle economische activiteiten ..;2008;162.0;162.0;32.83;4987.0;4985.0;63710.0;59840.0;3870.0;4620.0;39.8;39.8;1822.0;1822.0
1743;Totaal;Voltijd;703;A-O Alle economische activiteiten ..;2009;166.0;166.0;33.9;5169.0;5166.0;65610.0;62020.0;3590.0;4490.0;39.8;39.7;1829.0;1829.0
1744;Totaal;Voltijd;703;A+B Landbouw, bosbouw, visserij;2006;5.0;5.0;22.26;3370.0;3368.0;42600.0;40440.0;2160.0;2690.0;39.4;39.4;1816.0;1816.0
1745;Totaal;Voltijd;703;A+B Landbouw, bosbouw, visserij;2007;5.0;5.0;22.62;3412.0;3409.0;43080.0;40940.0;2140.0;2760.0;39.5;39.5;1809.0;1809.0
1746;Totaal;Voltijd;703;A+B Landbouw, bosbouw, visserij;2008;5.0;5.0;24.03;3625.0;3624.0;45460.0;43500.0;1960.0;3300.0;39.5;39.5;1810.0;1810.0
1747;Totaal;Voltijd;703;A+B Landbouw, bosbouw, visserij;2009;5.0;5.0;24.7;3739.0;3739.0;46680.0;44870.0;1810.0;3380.0;39.5;39.5;1817.0;1817.0
1748;Totaal;Voltijd;703;C Winning van delfstoffen;2006;;;;;;;;;;;;;
1749;Totaal;Voltijd;703;C Winning van delfstoffen;2007;;;;;;;;;;;;;
1750;Totaal;Voltijd;703;C Winning van delfstoffen;2008;;;;;;;;;;;;;
1751;Totaal;Voltijd;703;C Winning van delfstoffen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1752;Totaal;Voltijd;703;D Industrie;2006;13.0;13.0;30.17;4571.0;4564.0;59490.0;54850.0;4650.0;4470.0;39.4;39.4;1815.0;1815.0
1753;Totaal;Voltijd;703;D Industrie;2007;13.0;13.0;30.71;4620.0;4616.0;59760.0;55440.0;4310.0;4550.0;39.5;39.5;1803.0;1803.0
1754;Totaal;Voltijd;703;D Industrie;2008;12.0;12.0;32.01;4825.0;4823.0;62830.0;57900.0;4930.0;5190.0;39.5;39.5;1808.0;1808.0
1755;Totaal;Voltijd;703;D Industrie;2009;12.0;12.0;33.05;4999.0;4996.0;64370.0;59990.0;4380.0;5070.0;39.5;39.5;1814.0;1814.0
1756;Totaal;Voltijd;703;E Productie en distributie van en ..;2006;;;;;;;;;;;;;
1757;Totaal;Voltijd;703;E Productie en distributie van en ..;2007;;;;;;;;;;;;;
1758;Totaal;Voltijd;703;E Productie en distributie van en ..;2008;;;;;;;;;;;;;
1759;Totaal;Voltijd;703;E Productie en distributie van en ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1760;Totaal;Voltijd;703;F Bouwnijverheid;2006;14.0;14.0;27.55;4172.0;4168.0;53620.0;50060.0;3560.0;4220.0;39.6;39.5;1815.0;1815.0
1761;Totaal;Voltijd;703;F Bouwnijverheid;2007;14.0;14.0;28.0;4217.0;4213.0;54100.0;50600.0;3500.0;4380.0;39.7;39.6;1805.0;1805.0
1762;Totaal;Voltijd;703;F Bouwnijverheid;2008;14.0;14.0;29.23;4418.0;4414.0;56750.0;53010.0;3740.0;5030.0;39.8;39.8;1812.0;1812.0
1763;Totaal;Voltijd;703;F Bouwnijverheid;2009;14.0;14.0;30.06;4575.0;4572.0;58410.0;54910.0;3500.0;4920.0;39.9;39.8;1825.0;1825.0
1764;Totaal;Voltijd;703;G Reparatie van consumentenartikelen ..;2006;35.0;35.0;27.72;4221.0;4217.0;54420.0;50650.0;3770.0;4250.0;39.6;39.5;1826.0;1826.0
1765;Totaal;Voltijd;703;G Reparatie van consumentenartikelen ..;2007;35.0;35.0;28.46;4306.0;4303.0;55570.0;51670.0;3900.0;4340.0;39.6;39.6;1815.0;1815.0
1766;Totaal;Voltijd;703;G Reparatie van consumentenartikelen ..;2008;33.0;33.0;29.75;4515.0;4513.0;58510.0;54180.0;4330.0;4920.0;39.7;39.7;1820.0;1820.0
1767;Totaal;Voltijd;703;G Reparatie van consumentenartikelen ..;2009;33.0;33.0;30.89;4702.0;4698.0;60010.0;56420.0;3600.0;4770.0;39.7;39.7;1825.0;1825.0
1768;Totaal;Voltijd;703;H Horeca;2006;4.0;4.0;23.52;3557.0;3555.0;44630.0;42690.0;1940.0;3040.0;39.3;39.3;1814.0;1814.0
1769;Totaal;Voltijd;703;H Horeca;2007;4.0;4.0;24.37;3663.0;3661.0;45960.0;43950.0;2010.0;3270.0;39.4;39.4;1803.0;1803.0
1770;Totaal;Voltijd;703;H Horeca;2008;4.0;4.0;25.74;3867.0;3866.0;48500.0;46400.0;2100.0;3740.0;39.4;39.4;1803.0;1803.0
1771;Totaal;Voltijd;703;H Horeca;2009;4.0;4.0;26.96;4063.0;4062.0;50820.0;48760.0;2060.0;3790.0;39.3;39.3;1808.0;1808.0
1772;Totaal;Voltijd;703;I Vervoer, opslag en communicatie;2006;5.0;5.0;27.4;4203.0;4197.0;54710.0;50440.0;4270.0;3620.0;39.9;39.9;1838.0;1838.0
1773;Totaal;Voltijd;703;I Vervoer, opslag en communicatie;2007;6.0;6.0;28.05;4278.0;4269.0;55300.0;51340.0;3970.0;3810.0;40.0;39.9;1826.0;1826.0
1774;Totaal;Voltijd;703;I Vervoer, opslag en communicatie;2008;5.0;5.0;29.25;4481.0;4471.0;57620.0;53770.0;3850.0;4230.0;40.2;40.1;1834.0;1834.0
1775;Totaal;Voltijd;703;I Vervoer, opslag en communicatie;2009;5.0;5.0;30.04;4626.0;4615.0;59220.0;55510.0;3710.0;4170.0;40.2;40.1;1844.0;1844.0
1776;Totaal;Voltijd;703;J Financiële instellingen;2006;18.0;18.0;30.78;4714.0;4710.0;60270.0;56570.0;3700.0;4160.0;39.8;39.8;1836.0;1836.0
1777;Totaal;Voltijd;703;J Financiële instellingen;2007;18.0;18.0;31.43;4781.0;4778.0;61150.0;57380.0;3770.0;4120.0;39.8;39.8;1824.0;1824.0
1778;Totaal;Voltijd;703;J Financiële instellingen;2008;15.0;15.0;32.89;5020.0;5019.0;63770.0;60240.0;3530.0;4510.0;39.9;39.9;1831.0;1831.0
1779;Totaal;Voltijd;703;J Financiële instellingen;2009;16.0;16.0;34.26;5236.0;5235.0;66620.0;62830.0;3780.0;4480.0;39.8;39.8;1834.0;1834.0
1780;Totaal;Voltijd;703;K VH en handel in onroerend goed, ..;2006;55.0;55.0;36.52;5592.0;5589.0;71250.0;67110.0;4150.0;4290.0;39.8;39.7;1836.0;1836.0
1781;Totaal;Voltijd;703;K VH en handel in onroerend goed, ..;2007;60.0;60.0;35.63;5419.0;5416.0;69040.0;65030.0;4010.0;4270.0;39.8;39.8;1824.0;1824.0
1782;Totaal;Voltijd;703;K VH en handel in onroerend goed, ..;2008;63.0;63.0;35.86;5462.0;5460.0;69390.0;65540.0;3850.0;4580.0;39.8;39.8;1827.0;1827.0
1783;Totaal;Voltijd;703;K VH en handel in onroerend goed, ..;2009;65.0;65.0;36.77;5623.0;5620.0;71080.0;67480.0;3600.0;4420.0;39.8;39.8;1834.0;1834.0
1784;Totaal;Voltijd;703;L Openbaar bestuur, overheidsdiensten ..;2006;;;;;;;;;;;;;
1785;Totaal;Voltijd;703;L Openbaar bestuur, overheidsdiensten ..;2007;;;;;;;;;;;;;
1786;Totaal;Voltijd;703;L Openbaar bestuur, overheidsdiensten ..;2008;;;;;;;;;;;;;
1787;Totaal;Voltijd;703;L Openbaar bestuur, overheidsdiensten ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1788;Totaal;Voltijd;703;M Onderwijs;2006;1.0;1.0;30.65;4688.0;4686.0;60900.0;56260.0;4650.0;3710.0;39.7;39.7;1834.0;1834.0
1789;Totaal;Voltijd;703;M Onderwijs;2007;1.0;1.0;30.93;4700.0;4698.0;59770.0;56400.0;3370.0;3710.0;39.8;39.8;1822.0;1822.0
1790;Totaal;Voltijd;703;M Onderwijs;2008;1.0;1.0;31.83;4869.0;4866.0;61550.0;58430.0;3130.0;4000.0;39.9;39.9;1835.0;1835.0
1791;Totaal;Voltijd;703;M Onderwijs;2009;1.0;1.0;33.26;5085.0;5084.0;64570.0;61020.0;3550.0;4100.0;39.8;39.8;1834.0;1834.0
1792;Totaal;Voltijd;703;N Gezondheids- en welzijnszorg;2006;5.0;5.0;43.79;6655.0;6653.0;83220.0;79860.0;3360.0;3850.0;39.4;39.4;1823.0;1823.0
1793;Totaal;Voltijd;703;N Gezondheids- en welzijnszorg;2007;6.0;6.0;45.22;6825.0;6823.0;85350.0;81900.0;3450.0;3820.0;39.5;39.5;1811.0;1811.0
1794;Totaal;Voltijd;703;N Gezondheids- en welzijnszorg;2008;6.0;6.0;45.27;6851.0;6850.0;86230.0;82210.0;4020.0;4030.0;39.6;39.6;1816.0;1816.0
1795;Totaal;Voltijd;703;N Gezondheids- en welzijnszorg;2009;6.0;6.0;46.55;7059.0;7058.0;88910.0;84710.0;4200.0;3820.0;39.5;39.5;1819.0;1819.0
1796;Totaal;Voltijd;703;O Milieudienstverlening, cultuur, ..;2006;4.0;4.0;28.49;4347.0;4344.0;55260.0;52160.0;3100.0;3340.0;39.6;39.6;1830.0;1830.0
1797;Totaal;Voltijd;703;O Milieudienstverlening, cultuur, ..;2007;4.0;4.0;28.53;4323.0;4321.0;55050.0;51880.0;3170.0;3360.0;39.7;39.7;1817.0;1817.0
1798;Totaal;Voltijd;703;O Milieudienstverlening, cultuur, ..;2008;4.0;4.0;29.66;4513.0;4512.0;57140.0;54150.0;2990.0;3810.0;39.8;39.8;1826.0;1826.0
1799;Totaal;Voltijd;703;O Milieudienstverlening, cultuur, ..;2009;4.0;4.0;30.88;4706.0;4705.0;59360.0;56470.0;2900.0;3780.0;39.7;39.7;1828.0;1828.0
1800;Totaal;Voltijd;Arbeidsduur: minder dan 12 uur per week;A-O Alle economische activiteiten ..;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
