ID;Populatie;Vervoerwijzen;KenmerkenVerplaatsing;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
693;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Weinig stedelijk;2015;0.39;2.09;7.81;137.0;727.0;45.3
694;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Weinig stedelijk;2016;0.39;2.09;7.66;136.0;731.0;44.6
695;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Weinig stedelijk;2017;0.41;2.19;8.14;142.0;759.0;47.0
696;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2010;0.43;2.29;7.99;149.0;797.0;46.3
697;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2011;0.39;2.11;7.78;135.0;734.0;45.1
698;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2012;0.42;2.25;7.15;146.0;784.0;41.5
699;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2013;0.41;2.19;7.61;142.0;761.0;44.1
700;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2014;0.41;2.2;7.67;141.0;764.0;44.4
701;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2015;0.43;2.29;7.79;150.0;797.0;45.2
702;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2016;0.39;2.1;8.02;136.0;734.0;46.7
703;Totaal;Totaal;Afstand: 3,7 tot 7,5 km;Niet stedelijk;2017;0.42;2.25;7.53;145.0;780.0;43.5
704;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2010;0.32;3.27;8.76;110.0;1138.0;50.7
705;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2011;0.31;3.24;8.42;109.0;1127.0;48.8
706;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2012;0.31;3.17;8.37;108.0;1107.0;48.7
707;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2013;0.31;3.18;8.44;107.0;1106.0;49.0
708;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2014;0.3;3.14;8.27;106.0;1094.0;48.0
709;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2015;0.3;3.11;8.42;105.0;1084.0;48.9
710;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2016;0.3;3.05;8.12;103.0;1066.0;47.3
711;Totaal;Totaal;Afstand: 7,5 tot 15 km;Nederland;2017;0.3;3.1;8.06;104.0;1075.0;46.6
712;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2010;0.3;3.08;7.33;103.0;1070.0;42.4
713;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2011;0.29;3.06;7.13;103.0;1065.0;41.3
714;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2012;0.28;2.88;7.02;99.0;1003.0;40.8
715;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2013;0.28;2.94;7.08;98.0;1022.0;41.1
716;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2014;0.29;3.01;7.28;101.0;1047.0;42.2
717;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2015;0.27;2.82;7.46;95.0;981.0;43.4
718;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2016;0.27;2.77;7.25;93.0;969.0;42.2
719;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Nederland (LD);2017;0.29;2.94;7.1;99.0;1017.0;41.0
720;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2010;0.31;3.16;7.93;106.0;1097.0;46.0
721;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2011;0.3;3.13;7.68;105.0;1087.0;44.5
722;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2012;0.3;3.11;7.54;106.0;1084.0;43.8
723;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2013;0.31;3.22;7.89;108.0;1120.0;45.7
724;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2014;0.31;3.19;7.91;108.0;1108.0;45.8
725;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2015;0.29;3.01;7.2;101.0;1050.0;41.8
726;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2016;0.28;2.89;7.06;98.0;1010.0;41.1
727;Totaal;Totaal;Afstand: 7,5 tot 15 km;Oost-Nederland (LD);2017;0.3;3.06;7.44;103.0;1061.0;43.0
728;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2010;0.31;3.26;9.2;109.0;1132.0;53.3
729;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2011;0.31;3.21;9.01;107.0;1116.0;52.2
730;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2012;0.31;3.16;8.89;108.0;1101.0;51.7
731;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2013;0.3;3.07;8.74;103.0;1068.0;50.7
732;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2014;0.3;3.1;8.7;104.0;1079.0;50.5
733;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2015;0.3;3.1;9.19;105.0;1081.0;53.4
734;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2016;0.29;3.04;8.72;103.0;1062.0;50.8
735;Totaal;Totaal;Afstand: 7,5 tot 15 km;West-Nederland (LD);2017;0.29;2.98;8.32;99.0;1032.0;48.1
736;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2010;0.34;3.52;9.29;117.0;1225.0;53.8
737;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2011;0.34;3.5;8.51;118.0;1218.0;49.3
738;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2012;0.33;3.42;8.68;115.0;1191.0;50.4
739;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2013;0.34;3.49;9.0;118.0;1215.0;52.1
740;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2014;0.32;3.26;8.16;111.0;1134.0;47.3
741;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2015;0.33;3.38;8.38;115.0;1177.0;48.6
742;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2016;0.33;3.37;8.24;115.0;1177.0;48.0
743;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Nederland (LD);2017;0.34;3.5;8.54;117.0;1215.0;49.4
744;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2010;0.28;2.87;6.88;96.0;998.0;39.9
745;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2011;0.28;2.94;7.13;98.0;1023.0;41.4
746;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2012;0.27;2.74;6.57;94.0;958.0;38.2
747;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2013;0.26;2.71;6.62;90.0;944.0;38.4
748;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2014;0.27;2.78;6.89;95.0;969.0;40.0
749;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2015;0.28;2.87;7.78;98.0;1003.0;45.3
750;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2016;0.25;2.62;7.64;89.0;917.0;44.5
751;Totaal;Totaal;Afstand: 7,5 tot 15 km;Groningen (PV);2017;0.28;2.89;7.03;97.0;1003.0;40.6
752;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2010;0.29;3.07;7.69;103.0;1066.0;44.5
753;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2011;0.28;2.97;7.15;99.0;1034.0;41.5
754;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2012;0.28;2.87;7.35;99.0;1003.0;42.7
755;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2013;0.29;2.98;6.72;100.0;1036.0;38.9
756;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2014;0.28;2.87;7.4;96.0;1000.0;42.9
757;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2015;0.25;2.57;6.73;86.0;894.0;39.1
758;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2016;0.27;2.81;6.61;94.0;980.0;38.5
759;Totaal;Totaal;Afstand: 7,5 tot 15 km;Friesland (PV);2017;0.27;2.72;6.93;92.0;944.0;40.0
760;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2010;0.32;3.34;7.37;113.0;1161.0;42.7
761;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2011;0.32;3.32;7.09;112.0;1154.0;41.1
762;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2012;0.3;3.03;7.12;104.0;1057.0;41.3
763;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2013;0.3;3.15;8.12;105.0;1094.0;47.1
764;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2014;0.33;3.46;7.59;116.0;1203.0;44.0
765;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2015;0.3;3.07;8.05;105.0;1070.0;46.8
766;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2016;0.28;2.91;7.62;97.0;1015.0;44.3
767;Totaal;Totaal;Afstand: 7,5 tot 15 km;Drenthe (PV);2017;0.32;3.26;7.41;110.0;1130.0;42.8
768;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2010;0.3;3.16;8.24;106.0;1097.0;47.8
769;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2011;0.28;2.92;7.09;99.0;1016.0;41.1
770;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2012;0.29;3.02;7.71;102.0;1054.0;44.8
771;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2013;0.3;3.05;7.27;103.0;1062.0;42.2
772;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2014;0.29;3.02;7.52;102.0;1051.0;43.6
773;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2015;0.28;2.86;6.74;97.0;996.0;39.2
774;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2016;0.27;2.76;6.76;93.0;965.0;39.4
775;Totaal;Totaal;Afstand: 7,5 tot 15 km;Overijssel (PV);2017;0.28;2.91;7.01;96.0;1009.0;40.5
776;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2010;0.27;2.68;6.3;92.0;933.0;36.5
777;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2011;0.25;2.56;5.71;87.0;892.0;33.1
778;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2012;0.27;2.73;6.52;94.0;952.0;37.9
779;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2013;0.33;3.28;7.73;113.0;1143.0;44.9
780;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2014;0.29;3.07;7.32;103.0;1069.0;42.5
781;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2015;0.24;2.5;5.51;83.0;872.0;32.0
782;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2016;0.25;2.52;6.06;86.0;882.0;35.3
783;Totaal;Totaal;Afstand: 7,5 tot 15 km;Flevoland (PV);2017;0.23;2.4;5.62;81.0;831.0;32.5
784;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2010;0.31;3.25;8.08;109.0;1129.0;46.8
785;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2011;0.32;3.36;8.41;113.0;1166.0;48.7
786;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2012;0.32;3.23;7.64;110.0;1128.0;44.4
787;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2013;0.32;3.3;8.27;111.0;1148.0;47.9
788;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2014;0.32;3.3;8.24;112.0;1148.0;47.8
789;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2015;0.31;3.2;7.8;108.0;1116.0;45.3
790;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2016;0.29;3.04;7.42;103.0;1060.0;43.2
791;Totaal;Totaal;Afstand: 7,5 tot 15 km;Gelderland (PV);2017;0.32;3.28;8.05;111.0;1136.0;46.5
792;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2010;0.31;3.28;8.29;109.0;1141.0;48.0
793;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2011;0.34;3.51;9.97;118.0;1222.0;57.8
794;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2012;0.29;2.98;8.39;100.0;1039.0;48.8
795;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2013;0.29;3.03;8.01;102.0;1056.0;46.5
796;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2014;0.31;3.17;8.69;108.0;1104.0;50.4
797;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2015;0.32;3.29;10.11;111.0;1148.0;58.7
798;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2016;0.29;3.02;8.04;103.0;1056.0;46.8
799;Totaal;Totaal;Afstand: 7,5 tot 15 km;Utrecht (PV);2017;0.3;3.11;8.1;104.0;1080.0;46.8
800;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2010;0.31;3.15;9.15;106.0;1097.0;53.0
801;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2011;0.3;3.1;8.61;105.0;1079.0;49.9
802;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2012;0.32;3.21;9.47;110.0;1122.0;55.1
803;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2013;0.3;3.13;9.09;106.0;1091.0;52.7
804;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2014;0.28;2.92;8.24;98.0;1015.0;47.8
805;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2015;0.3;3.15;9.35;106.0;1096.0;54.3
806;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2016;0.3;3.05;8.89;103.0;1066.0;51.7
807;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Holland (PV);2017;0.28;2.93;8.65;98.0;1017.0;50.0
808;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2010;0.32;3.29;9.7;111.0;1143.0;56.2
809;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2011;0.3;3.16;9.11;105.0;1100.0;52.8
810;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2012;0.31;3.16;8.7;108.0;1104.0;50.6
811;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2013;0.29;3.03;8.74;102.0;1054.0;50.7
812;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2014;0.3;3.16;9.08;106.0;1101.0;52.6
813;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2015;0.29;3.05;8.95;103.0;1064.0;52.0
814;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2016;0.29;3.03;9.06;102.0;1060.0;52.7
815;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zuid-Holland (PV);2017;0.28;2.91;8.21;97.0;1007.0;47.4
816;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2010;0.34;3.59;7.86;119.0;1248.0;45.5
817;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2011;0.33;3.41;7.72;115.0;1186.0;44.7
818;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2012;0.32;3.27;8.27;110.0;1141.0;48.0
819;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2013;0.3;3.11;8.61;104.0;1081.0;49.9
820;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2014;0.34;3.57;8.54;120.0;1242.0;49.5
821;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2015;0.25;2.6;7.16;89.0;905.0;41.5
822;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2016;0.3;3.07;6.62;104.0;1071.0;38.5
823;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeeland (PV);2017;0.33;3.48;7.78;115.0;1206.0;44.9
824;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2010;0.33;3.48;9.48;116.0;1211.0;54.9
825;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2011;0.34;3.5;8.53;118.0;1217.0;49.4
826;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2012;0.33;3.37;8.42;113.0;1174.0;48.9
827;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2013;0.35;3.55;9.24;120.0;1235.0;53.5
828;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2014;0.3;3.04;7.75;103.0;1058.0;45.0
829;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2015;0.33;3.39;8.43;114.0;1180.0;48.9
830;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2016;0.32;3.29;8.06;112.0;1149.0;46.9
831;Totaal;Totaal;Afstand: 7,5 tot 15 km;Noord-Brabant (PV);2017;0.32;3.37;8.18;112.0;1167.0;47.3
832;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2010;0.35;3.61;8.88;120.0;1254.0;51.4
833;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2011;0.34;3.51;8.46;119.0;1222.0;49.1
834;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2012;0.34;3.52;9.24;118.0;1227.0;53.7
835;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2013;0.33;3.37;8.46;114.0;1171.0;49.1
836;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2014;0.37;3.75;9.08;127.0;1303.0;52.6
837;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2015;0.33;3.36;8.27;116.0;1170.0;48.0
838;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2016;0.35;3.55;8.66;123.0;1240.0;50.4
839;Totaal;Totaal;Afstand: 7,5 tot 15 km;Limburg (PV);2017;0.37;3.82;9.36;127.0;1322.0;54.1
840;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2010;0.3;3.1;10.09;105.0;1077.0;58.5
841;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2011;0.29;3.01;9.51;102.0;1047.0;55.2
842;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2012;0.3;3.02;9.42;104.0;1055.0;54.9
843;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2013;0.28;2.87;8.78;97.0;998.0;51.0
844;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2014;0.27;2.78;8.52;94.0;968.0;49.5
845;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2015;0.27;2.76;9.16;94.0;962.0;53.2
846;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2016;0.28;2.82;9.34;97.0;988.0;54.4
847;Totaal;Totaal;Afstand: 7,5 tot 15 km;Zeer sterk stedelijk;2017;0.26;2.67;8.38;89.0;924.0;48.5
848;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2010;0.28;2.9;8.2;99.0;1007.0;47.5
849;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2011;0.27;2.75;7.17;94.0;957.0;41.6
850;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2012;0.27;2.77;7.6;95.0;968.0;44.2
851;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2013;0.28;2.85;7.7;97.0;990.0;44.7
852;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2014;0.26;2.69;7.13;92.0;937.0;41.4
853;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2015;0.28;2.84;7.62;97.0;988.0;44.2
854;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2016;0.27;2.71;7.29;93.0;948.0;42.5
855;Totaal;Totaal;Afstand: 7,5 tot 15 km;Sterk stedelijk;2017;0.27;2.74;7.25;92.0;950.0;41.9
856;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2010;0.29;2.99;7.34;99.0;1041.0;42.5
857;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2011;0.31;3.21;8.3;107.0;1116.0;48.1
858;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2012;0.3;3.11;7.99;106.0;1086.0;46.4
859;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2013;0.29;3.01;7.87;101.0;1047.0;45.6
860;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2014;0.3;3.15;8.24;106.0;1097.0;47.8
861;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2015;0.31;3.18;8.4;107.0;1107.0;48.8
862;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2016;0.28;2.96;7.13;99.0;1033.0;41.5
863;Totaal;Totaal;Afstand: 7,5 tot 15 km;Matig stedelijk;2017;0.3;3.16;7.63;105.0;1097.0;44.0
864;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2010;0.35;3.71;9.2;123.0;1287.0;53.2
865;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2011;0.35;3.66;8.81;122.0;1273.0;51.1
866;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2012;0.34;3.55;8.21;119.0;1237.0;47.7
867;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2013;0.35;3.7;9.27;123.0;1289.0;53.8
868;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2014;0.35;3.56;8.91;120.0;1238.0;51.7
869;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2015;0.34;3.57;8.7;119.0;1244.0;50.5
870;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2016;0.34;3.57;8.52;120.0;1245.0;49.6
871;Totaal;Totaal;Afstand: 7,5 tot 15 km;Weinig stedelijk;2017;0.35;3.66;8.69;122.0;1267.0;50.1
872;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2010;0.39;4.14;9.45;137.0;1438.0;54.7
873;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2011;0.39;4.08;9.12;135.0;1420.0;52.9
874;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2012;0.37;3.84;9.45;130.0;1338.0;54.9
875;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2013;0.37;3.87;9.13;129.0;1344.0;52.9
876;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2014;0.4;4.18;9.52;138.0;1454.0;55.2
877;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2015;0.36;3.74;8.81;125.0;1301.0;51.1
878;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2016;0.36;3.8;8.74;127.0;1327.0;50.9
879;Totaal;Totaal;Afstand: 7,5 tot 15 km;Niet stedelijk;2017;0.39;4.12;9.38;137.0;1427.0;54.2
880;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2010;0.25;5.11;9.29;88.0;1777.0;53.8
881;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2011;0.25;5.05;9.2;87.0;1757.0;53.3
882;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2012;0.25;5.09;9.38;88.0;1776.0;54.6
883;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2013;0.26;5.15;9.38;89.0;1790.0;54.4
884;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2014;0.26;5.26;9.81;91.0;1831.0;56.9
885;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2015;0.24;4.9;8.9;85.0;1708.0;51.7
886;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2016;0.25;5.04;9.29;88.0;1760.0;54.1
887;Totaal;Totaal;Afstand: 15 tot 30 km;Nederland;2017;0.25;4.94;9.02;85.0;1713.0;52.1
888;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2010;0.28;5.6;9.62;97.0;1948.0;55.7
889;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2011;0.27;5.4;9.02;93.0;1881.0;52.3
890;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2012;0.25;5.07;8.52;87.0;1767.0;49.6
891;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2013;0.27;5.59;9.49;96.0;1944.0;55.0
892;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2014;0.29;5.96;10.38;102.0;2074.0;60.2
893;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2015;0.28;5.69;9.88;99.0;1984.0;57.4
894;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2016;0.28;5.74;10.08;99.0;2004.0;58.7
895;Totaal;Totaal;Afstand: 15 tot 30 km;Noord-Nederland (LD);2017;0.28;5.58;9.73;97.0;1934.0;56.2
896;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2010;0.24;4.83;8.53;84.0;1680.0;49.4
897;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2011;0.24;4.84;8.5;84.0;1682.0;49.2
898;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2012;0.25;4.92;8.79;85.0;1715.0;51.1
899;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2013;0.23;4.7;8.46;81.0;1635.0;49.1
900;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2014;0.25;5.13;9.07;88.0;1786.0;52.6
901;Totaal;Totaal;Afstand: 15 tot 30 km;Oost-Nederland (LD);2015;0.23;4.64;8.07;81.0;1615.0;46.8
