ID;Geslacht;Leeftijd;SoortDelict;Perioden;TotaalBeeindigdeZaken_1
0;0;0;0;2001;80568
1;0;0;0;2002;82575
2;0;0;0;2003;84841
3;0;0;0;2004;85399
4;0;0;0;2005;87148
5;0;0;0;2006;81039
6;0;0;0;2007;96371
7;0;0;1;2001;26633
8;0;0;1;2002;30329
9;0;0;1;2003;32076
10;0;0;1;2004;35384
11;0;0;1;2005;38430
12;0;0;1;2006;36532
13;0;0;1;2007;44023
14;0;0;2;2001;4607
15;0;0;2;2002;4575
16;0;0;2;2003;4392
17;0;0;2;2004;4639
18;0;0;2;2005;4710
19;0;0;2;2006;4676
20;0;0;2;2007;5387
21;0;0;3;2001;20276
22;0;0;3;2002;20236
23;0;0;3;2003;20611
24;0;0;3;2004;19584
25;0;0;3;2005;19078
26;0;0;3;2006;17437
27;0;0;3;2007;20411
28;0;0;4;2001;22897
29;0;0;4;2002;21240
30;0;0;4;2003;21252
31;0;0;4;2004;19008
32;0;0;4;2005;18001
33;0;0;4;2006;16228
34;0;0;4;2007;18228
35;0;0;5;2001;6155
36;0;0;5;2002;6195
37;0;0;5;2003;6510
38;0;0;5;2004;6784
39;0;0;5;2005;6929
40;0;0;5;2006;6166
41;0;0;5;2007;8322
42;0;1;0;2001;6739
43;0;1;0;2002;9112
44;0;1;0;2003;11087
45;0;1;0;2004;10542
46;0;1;0;2005;11878
47;0;1;0;2006;13160
48;0;1;0;2007;17333
49;0;1;1;2001;2916
50;0;1;1;2002;4198
51;0;1;1;2003;5246
52;0;1;1;2004;5311
53;0;1;1;2005;6463
54;0;1;1;2006;7335
55;0;1;1;2007;9733
56;0;1;2;2001;1048
57;0;1;2;2002;1254
58;0;1;2;2003;1420
59;0;1;2;2004;1414
60;0;1;2;2005;1543
61;0;1;2;2006;1753
62;0;1;2;2007;2225
63;0;1;3;2001;2119
64;0;1;3;2002;2883
65;0;1;3;2003;3368
66;0;1;3;2004;3000
67;0;1;3;2005;2976
68;0;1;3;2006;3118
69;0;1;3;2007;3874
70;0;1;4;2001;457
71;0;1;4;2002;435
72;0;1;4;2003;570
73;0;1;4;2004;401
74;0;1;4;2005;414
75;0;1;4;2006;478
76;0;1;4;2007;617
77;0;1;5;2001;199
78;0;1;5;2002;342
79;0;1;5;2003;483
80;0;1;5;2004;416
81;0;1;5;2005;482
82;0;1;5;2006;476
83;0;1;5;2007;884
84;0;2;0;2001;13492
85;0;2;0;2002;14171
86;0;2;0;2003;14129
87;0;2;0;2004;14456
88;0;2;0;2005;15876
89;0;2;0;2006;14366
90;0;2;0;2007;17651
91;0;2;1;2001;5862
92;0;2;1;2002;6616
93;0;2;1;2003;6552
94;0;2;1;2004;7339
95;0;2;1;2005;8656
96;0;2;1;2006;7830
97;0;2;1;2007;9563
98;0;2;2;2001;989
99;0;2;2;2002;973
100;0;2;2;2003;870
101;0;2;2;2004;1015
102;0;2;2;2005;1082
103;0;2;2;2006;918
104;0;2;2;2007;985
105;0;2;3;2001;3793
106;0;2;3;2002;3723
107;0;2;3;2003;3582
108;0;2;3;2004;3489
109;0;2;3;2005;3385
110;0;2;3;2006;2863
111;0;2;3;2007;3417
112;0;2;4;2001;2283
113;0;2;4;2002;2187
114;0;2;4;2003;2315
115;0;2;4;2004;1832
116;0;2;4;2005;1967
117;0;2;4;2006;1968
118;0;2;4;2007;2399
119;0;2;5;2001;565
120;0;2;5;2002;672
121;0;2;5;2003;810
122;0;2;5;2004;781
123;0;2;5;2005;786
124;0;2;5;2006;787
125;0;2;5;2007;1287
126;0;3;0;2001;13037
127;0;3;0;2002;14230
128;0;3;0;2003;14902
129;0;3;0;2004;14393
130;0;3;0;2005;14714
131;0;3;0;2006;13685
132;0;3;0;2007;16082
133;0;3;1;2001;4720
134;0;3;1;2002;5659
135;0;3;1;2003;6252
136;0;3;1;2004;6676
137;0;3;1;2005;7021
138;0;3;1;2006;6694
139;0;3;1;2007;7804
140;0;3;2;2001;602
141;0;3;2;2002;705
142;0;3;2;2003;665
143;0;3;2;2004;642
144;0;3;2;2005;617
145;0;3;2;2006;644
146;0;3;2;2007;724
147;0;3;3;2001;3344
148;0;3;3;2002;3356
149;0;3;3;2003;3351
150;0;3;3;2004;3068
151;0;3;3;2005;3025
152;0;3;3;2006;2633
153;0;3;3;2007;2985
154;0;3;4;2001;3595
155;0;3;4;2002;3512
156;0;3;4;2003;3509
157;0;3;4;2004;2984
158;0;3;4;2005;2953
159;0;3;4;2006;2709
160;0;3;4;2007;3161
161;0;3;5;2001;776
162;0;3;5;2002;998
163;0;3;5;2003;1125
164;0;3;5;2004;1023
165;0;3;5;2005;1098
166;0;3;5;2006;1005
167;0;3;5;2007;1408
168;0;4;0;2001;12089
169;0;4;0;2002;13193
170;0;4;0;2003;13818
171;0;4;0;2004;14197
172;0;4;0;2005;14441
173;0;4;0;2006;13703
174;0;4;0;2007;16451
175;0;4;1;2001;4035
176;0;4;1;2002;4929
177;0;4;1;2003;5388
178;0;4;1;2004;6068
179;0;4;1;2005;6416
180;0;4;1;2006;6218
181;0;4;1;2007;7467
182;0;4;2;2001;491
183;0;4;2;2002;529
184;0;4;2;2003;546
185;0;4;2;2004;562
186;0;4;2;2005;548
187;0;4;2;2006;552
188;0;4;2;2007;673
189;0;4;3;2001;2875
190;0;4;3;2002;3049
191;0;4;3;2003;3047
192;0;4;3;2004;3056
193;0;4;3;2005;3031
194;0;4;3;2006;2763
195;0;4;3;2007;3344
196;0;4;4;2001;3816
197;0;4;4;2002;3696
198;0;4;4;2003;3684
199;0;4;4;2004;3315
200;0;4;4;2005;3232
201;0;4;4;2006;3170
202;0;4;4;2007;3495
203;0;4;5;2001;872
204;0;4;5;2002;990
205;0;4;5;2003;1153
206;0;4;5;2004;1196
207;0;4;5;2005;1214
208;0;4;5;2006;1000
209;0;4;5;2007;1472
210;0;5;0;2001;12083
211;0;5;0;2002;12692
212;0;5;0;2003;12742
213;0;5;0;2004;12715
214;0;5;0;2005;13001
215;0;5;0;2006;11907
216;0;5;0;2007;14167
217;0;5;1;2001;3200
218;0;5;1;2002;3961
219;0;5;1;2003;4031
220;0;5;1;2004;4601
221;0;5;1;2005;4878
222;0;5;1;2006;4401
223;0;5;1;2007;5365
224;0;5;2;2001;197
225;0;5;2;2002;245
226;0;5;2;2003;204
227;0;5;2;2004;244
228;0;5;2;2005;250
229;0;5;2;2006;209
230;0;5;2;2007;235
231;0;5;3;2001;2927
232;0;5;3;2002;3053
233;0;5;3;2003;3174
234;0;5;3;2004;3040
235;0;5;3;2005;3036
236;0;5;3;2006;2772
237;0;5;3;2007;3342
238;0;5;4;2001;4996
239;0;5;4;2002;4517
240;0;5;4;2003;4369
241;0;5;4;2004;3817
242;0;5;4;2005;3868
243;0;5;4;2006;3679
244;0;5;4;2007;4045
245;0;5;5;2001;763
246;0;5;5;2002;916
247;0;5;5;2003;964
248;0;5;5;2004;1013
249;0;5;5;2005;969
250;0;5;5;2006;846
251;0;5;5;2007;1180
252;0;6;0;2001;9165
253;0;6;0;2002;9168
254;0;6;0;2003;8829
255;0;6;0;2004;8976
256;0;6;0;2005;8448
257;0;6;0;2006;6906
258;0;6;0;2007;8109
259;0;6;1;2001;1447
260;0;6;1;2002;1722
261;0;6;1;2003;1651
262;0;6;1;2004;1903
263;0;6;1;2005;1875
264;0;6;1;2006;1507
265;0;6;1;2007;1712
266;0;6;2;2001;60
267;0;6;2;2002;68
268;0;6;2;2003;70
269;0;6;2;2004;58
270;0;6;2;2005;76
271;0;6;2;2006;68
272;0;6;2;2007;70
273;0;6;3;2001;2120
274;0;6;3;2002;2002
275;0;6;3;2003;2096
276;0;6;3;2004;2126
277;0;6;3;2005;2088
278;0;6;3;2006;1847
279;0;6;3;2007;2137
280;0;6;4;2001;5125
281;0;6;4;2002;4908
282;0;6;4;2003;4546
283;0;6;4;2004;4364
284;0;6;4;2005;3948
285;0;6;4;2006;3124
286;0;6;4;2007;3722
287;0;6;5;2001;413
288;0;6;5;2002;468
289;0;6;5;2003;466
290;0;6;5;2004;525
291;0;6;5;2005;461
292;0;6;5;2006;360
293;0;6;5;2007;468
294;0;7;0;2001;13963
295;0;7;0;2002;10009
296;0;7;0;2003;9334
297;0;7;0;2004;10120
298;0;7;0;2005;8790
299;0;7;0;2006;7312
300;0;7;0;2007;6578
301;0;7;1;2001;4453
302;0;7;1;2002;3244
303;0;7;1;2003;2956
304;0;7;1;2004;3486
305;0;7;1;2005;3121
306;0;7;1;2006;2547
307;0;7;1;2007;2379
308;0;7;2;2001;1220
309;0;7;2;2002;801
310;0;7;2;2003;617
311;0;7;2;2004;704
312;0;7;2;2005;594
313;0;7;2;2006;532
