ID;Geslacht;PrognoseInterval;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8;TotaalParticuliereHuishoudens_9;GemiddeldeHuishoudensgrootte_10
189;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2025;17919356;17670380;4821630;3617925;9147119;661016;286402;285646;8497732.0;2.2
190;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2026;18002036;17753830;4842006;3664578;9201851;664176;288626;288196;8545059.0;2.2
191;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2027;18073636;17816752;4860760;3714577;9223406;667088;291232;293457;8601060.0;2.2
192;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2028;18151270;17888912;4877737;3764268;9250974;669623;293704;299415;8647510.0;2.2
193;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2029;18214976;17947204;4895713;3811273;9278025;672839;296271;304758;8697001.0;2.2
194;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2030;18274390;18010896;4918922;3857535;9308581;675146;299232;311325;8744427.0;2.2
195;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2031;18336536;18064342;4947258;3903644;9342488;677301;301358;317503;8785848.0;2.2
196;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2032;18402300;18125668;4973593;3950912;9359914;681012;304223;323729;8821526.0;2.2
197;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2033;18459596;18189330;4994615;3996385;9393546;683462;306788;330278;8861916.0;2.2
198;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2034;18511930;18246800;5023550;4034340;9402944;687031;308991;337370;8892274.0;2.2
199;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2035;18575744;18288986;5049550;4069860;9425866;690693;312144;343171;8929186.0;2.21
200;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2036;18620550;18343268;5075555;4107737;9434000;694395;314774;349751;8966100.0;2.21
201;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2037;18685120;18390460;5100701;4150645;9426182;698311;317841;356685;8988110.0;2.21
202;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2038;18735930;18444740;5117797;4189649;9440938;701898;320720;361706;9018592.0;2.21
203;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2039;18777076;18478040;5135116;4217741;9446825;706018;322787;369290;9044091.0;2.22
204;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2040;18814650;18513392;5157633;4242885;9449582;710133;325226;375319;9067667.0;2.22
205;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2041;18874830;18557234;5183009;4270312;9454905;715537;328620;381226;9105813.0;2.22
206;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2042;18910700;18593440;5200612;4294254;9460684;721551;331111;385972;9133638.0;2.22
207;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2043;18934364;18617458;5208010;4317029;9467746;726767;333732;390096;9149866.0;2.23
208;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2044;18945616;18628254;5228161;4342401;9465796;730474;336348;395535;9179660.0;2.23
209;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2045;18968720;18647196;5244887;4361863;9479267;733257;338949;400751;9191530.0;2.23
210;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2046;18998804;18677352;5245286;4392829;9479560;736044;341175;404954;9207511.0;2.23
211;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2047;19038220;18691994;5241811;4413610;9487641;738642;344458;408530;9221694.0;2.23
212;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2048;19066556;18709056;5254063;4438858;9510619;740976;346800;412839;9246745.0;2.23
213;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2049;19088690;18742092;5260939;4453708;9529385;742618;349174;418471;9267786.0;2.23
214;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2050;19115876;18765728;5268505;4475431;9550265;743434;351999;422886;9286652.0;2.23
215;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2051;19131064;18804016;5276985;4499342;9564392;744947;354244;427954;9287018.0;2.23
216;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2052;19157740;18809420;5278411;4521430;9581655;745683;357007;431716;9299231.0;2.23
217;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2053;19164316;18837028;5290911;4537294;9599069;746891;359757;436526;9325411.0;2.23
218;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2054;19204684;18848700;5303452;4546821;9613582;747441;361566;440246;9337233.0;2.23
219;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2055;19231516;18879716;5313813;4560379;9634528;747712;363750;442297;9352734.0;2.24
220;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2056;19280650;18926340;5325403;4569729;9650828;747972;364653;445834;9363140.0;2.24
221;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2057;19304776;18948792;5338114;4579823;9659714;748726;365648;446259;9377534.0;2.24
222;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2058;19322476;19003262;5360692;4594836;9675880;749373;367368;448192;9390354.0;2.25
223;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2059;19342176;19024940;5385569;4610178;9695679;749910;369474;448523;9403656.0;2.25
224;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2060;19397900;19071912;5406093;4620854;9719323;750799;371993;448564;9416555.0;2.25
225;Mannen;Prognose;2016;8412450;8303789;2452220;1397944;4226577;101628;125420;108621;;
226;Mannen;Prognose;2017;8472031;8358370;2458020;1427550;4243357;102338;127105;113653;;
227;Mannen;Prognose;2018;8528011;8411703;2465429;1453373;4261320;102986;128595;116327;;
228;Mannen;Prognose;2019;8567271;8451720;2470984;1471823;4276192;103507;129214;115585;;
229;Mannen;Prognose;2020;8598530;8484252;2475896;1485271;4289922;103843;129320;114334;;
230;Mannen;Prognose;2021;8628081;8514221;2479080;1499034;4302501;103927;129679;113936;;
231;Mannen;Prognose;2022;8656026;8542094;2480778;1513147;4314233;103717;130219;114029;;
232;Mannen;Prognose;2023;8681760;8567490;2481430;1527182;4324814;103198;130866;114389;;
233;Mannen;Prognose;2024;8705429;8590636;2481446;1540904;4334224;102505;131557;114929;;
234;Mannen;Prognose;2025;8727734;8612130;2481343;1554197;4342551;101780;132259;115761;;
235;Mannen;Prognose;2026;8748963;8632308;2481433;1567245;4349723;100900;133007;116832;;
236;Mannen;Prognose;2027;8768968;8651175;2481789;1580030;4355631;99946;133779;117988;;
237;Mannen;Prognose;2028;8787784;8668785;2482615;1592442;4360189;98984;134555;119219;;
238;Mannen;Prognose;2029;8805573;8685304;2484174;1604351;4363400;98044;135335;120513;;
239;Mannen;Prognose;2030;8822427;8700827;2486591;1615657;4365288;97186;136105;121864;;
240;Mannen;Prognose;2031;8838115;8715151;2489925;1626044;4365929;96425;136828;123255;;
241;Mannen;Prognose;2032;8852570;8728215;2494064;1635501;4365366;95787;137497;124669;;
242;Mannen;Prognose;2033;8865742;8739989;2498778;1644147;4363684;95260;138120;126088;;
243;Mannen;Prognose;2034;8877531;8750370;2503895;1652053;4360891;94838;138693;127520;;
244;Mannen;Prognose;2035;8887915;8759364;2509220;1659410;4356982;94522;139230;128935;;
245;Mannen;Prognose;2036;8896795;8766895;2514542;1666207;4352111;94315;139720;130310;;
246;Mannen;Prognose;2037;8904220;8772989;2519669;1672497;4346439;94218;140166;131661;;
247;Mannen;Prognose;2038;8910100;8777593;2524424;1678297;4340155;94122;140595;132959;;
248;Mannen;Prognose;2039;8914457;8780741;2528676;1683512;4333482;94083;140988;134189;;
249;Mannen;Prognose;2040;8917426;8782573;2532235;1688189;4326666;94124;141359;135351;;
250;Mannen;Prognose;2041;8919150;8783219;2534956;1692397;4319932;94222;141712;136450;;
251;Mannen;Prognose;2042;8919731;8782782;2536710;1696158;4313468;94412;142034;137489;;
252;Mannen;Prognose;2043;8919349;8781444;2537440;1699662;4307425;94553;142364;138469;;
253;Mannen;Prognose;2044;8918160;8779349;2537165;1703001;4301840;94663;142680;139394;;
254;Mannen;Prognose;2045;8916352;8776688;2535978;1706121;4296845;94761;142983;140267;;
255;Mannen;Prognose;2046;8914110;8773649;2534034;1709063;4292460;94823;143269;141087;;
256;Mannen;Prognose;2047;8911677;8770463;2531516;1711894;4288668;94840;143545;141862;;
257;Mannen;Prognose;2048;8909200;8767280;2528613;1714551;4285490;94814;143812;142590;;
258;Mannen;Prognose;2049;8906870;8764289;2525533;1716959;4282940;94794;144063;143272;;
259;Mannen;Prognose;2050;8904804;8761623;2522458;1719133;4281015;94692;144325;143896;;
260;Mannen;Prognose;2051;8903076;8759362;2519525;1721008;4279755;94488;144586;144449;;
261;Mannen;Prognose;2052;8901810;8757638;2516880;1722556;4279126;94238;144838;144926;;
262;Mannen;Prognose;2053;8901045;8756504;2514620;1723723;4279141;93946;145074;145318;;
263;Mannen;Prognose;2054;8900867;8756043;2512837;1724499;4279801;93619;145287;145622;;
264;Mannen;Prognose;2055;8901344;8756326;2511578;1724871;4281137;93262;145478;145836;;
265;Mannen;Prognose;2056;8902550;8757437;2510888;1724870;4283145;92889;145645;145952;;
266;Mannen;Prognose;2057;8904515;8759408;2510789;1724509;4285819;92502;145789;145967;;
267;Mannen;Prognose;2058;8907290;8762287;2511278;1723841;4289141;92112;145915;145883;;
268;Mannen;Prognose;2059;8910938;8766132;2512353;1722932;4293095;91728;146024;145705;;
269;Mannen;Prognose;2060;8915474;8770945;2513989;1721850;4297627;91357;146122;145449;;
270;Mannen;Ondergrens 95%-prognose-interval;2016;8390076;8277874;2404274;1274883;4092220;92141;119325;95360;;
271;Mannen;Ondergrens 95%-prognose-interval;2017;8424758;8307518;2389272;1254824;4045139;88965;118462;94389;;
272;Mannen;Ondergrens 95%-prognose-interval;2018;8451240;8331429;2378488;1239884;4015505;86660;117897;92550;;
273;Mannen;Ondergrens 95%-prognose-interval;2019;8458197;8339568;2363191;1221582;3987825;84755;116556;87989;;
274;Mannen;Ondergrens 95%-prognose-interval;2020;8460737;8340583;2354747;1203974;3963526;82911;115113;83168;;
275;Mannen;Ondergrens 95%-prognose-interval;2021;8460715;8341413;2343229;1189018;3935905;81117;114368;79362;;
276;Mannen;Ondergrens 95%-prognose-interval;2022;8458179;8340747;2330041;1175731;3910207;79298;113713;76253;;
277;Mannen;Ondergrens 95%-prognose-interval;2023;8461938;8340460;2319372;1166540;3891121;77541;113394;73311;;
278;Mannen;Ondergrens 95%-prognose-interval;2024;8450779;8336646;2302501;1160735;3869055;75688;112979;70782;;
279;Mannen;Ondergrens 95%-prognose-interval;2025;8444895;8334276;2296021;1149787;3846281;73842;113016;68810;;
280;Mannen;Ondergrens 95%-prognose-interval;2026;8441777;8329629;2282028;1139899;3826949;71969;112997;66946;;
281;Mannen;Ondergrens 95%-prognose-interval;2027;8433799;8318048;2266244;1130763;3805099;70162;112830;65178;;
282;Mannen;Ondergrens 95%-prognose-interval;2028;8423066;8303771;2253960;1121669;3783884;68448;112918;63838;;
283;Mannen;Ondergrens 95%-prognose-interval;2029;8412845;8299405;2239761;1114922;3762951;66874;112541;62512;;
284;Mannen;Ondergrens 95%-prognose-interval;2030;8416508;8291947;2224551;1107969;3737142;65284;112219;60964;;
285;Mannen;Ondergrens 95%-prognose-interval;2031;8407945;8280467;2216176;1100794;3715804;63766;111983;59580;;
286;Mannen;Ondergrens 95%-prognose-interval;2032;8390794;8265485;2209058;1090027;3694999;62316;111845;58232;;
287;Mannen;Ondergrens 95%-prognose-interval;2033;8388181;8254086;2201457;1080684;3670893;60883;111782;57250;;
288;Mannen;Ondergrens 95%-prognose-interval;2034;8380310;8249022;2196043;1070636;3646622;59963;111712;56239;;
289;Mannen;Ondergrens 95%-prognose-interval;2035;8357580;8229652;2185053;1061602;3624564;59124;111338;55246;;
290;Mannen;Ondergrens 95%-prognose-interval;2036;8342851;8211500;2177338;1050508;3604890;58321;111249;54411;;
291;Mannen;Ondergrens 95%-prognose-interval;2037;8335432;8198144;2173251;1038267;3579272;57495;110776;53562;;
292;Mannen;Ondergrens 95%-prognose-interval;2038;8325758;8194623;2163382;1030500;3560337;56527;110464;52464;;
293;Mannen;Ondergrens 95%-prognose-interval;2039;8309075;8182397;2155275;1017535;3538499;55621;110382;51263;;
294;Mannen;Ondergrens 95%-prognose-interval;2040;8273760;8165667;2141444;999897;3519877;54800;110157;50080;;
295;Mannen;Ondergrens 95%-prognose-interval;2041;8261048;8138166;2137720;987427;3500997;53999;109747;48767;;
296;Mannen;Ondergrens 95%-prognose-interval;2042;8240392;8120949;2124768;975415;3485371;53339;109074;47637;;
297;Mannen;Ondergrens 95%-prognose-interval;2043;8215846;8105325;2117042;964221;3467659;52675;108478;46786;;
298;Mannen;Ondergrens 95%-prognose-interval;2044;8184102;8082539;2097433;954430;3449829;51979;107896;45851;;
299;Mannen;Ondergrens 95%-prognose-interval;2045;8170619;8057563;2077382;946083;3426971;51252;107107;44951;;
300;Mannen;Ondergrens 95%-prognose-interval;2046;8136431;8035791;2068623;938166;3410756;50533;106878;43846;;
301;Mannen;Ondergrens 95%-prognose-interval;2047;8117140;8002257;2057443;928520;3389848;49781;106400;42490;;
302;Mannen;Ondergrens 95%-prognose-interval;2048;8093374;7981599;2042321;916601;3374309;49012;105952;41032;;
303;Mannen;Ondergrens 95%-prognose-interval;2049;8067373;7961441;2034133;906241;3359996;48245;105272;39529;;
304;Mannen;Ondergrens 95%-prognose-interval;2050;8020629;7924750;2013381;895675;3348738;47482;105103;38132;;
305;Mannen;Ondergrens 95%-prognose-interval;2051;8008727;7881761;2000591;885855;3327365;46831;104668;36594;;
306;Mannen;Ondergrens 95%-prognose-interval;2052;7994412;7856679;1992711;877715;3317900;46044;104456;34997;;
307;Mannen;Ondergrens 95%-prognose-interval;2053;7981661;7841491;1973015;866891;3293624;45230;104163;33225;;
308;Mannen;Ondergrens 95%-prognose-interval;2054;7929613;7812798;1957193;857441;3273891;44355;103844;31405;;
309;Mannen;Ondergrens 95%-prognose-interval;2055;7887304;7770852;1935861;850033;3252174;43654;103346;29596;;
310;Mannen;Ondergrens 95%-prognose-interval;2056;7855765;7750430;1921040;839725;3240082;43008;102868;27848;;
311;Mannen;Ondergrens 95%-prognose-interval;2057;7839540;7740496;1904895;828154;3233592;42196;102558;26087;;
312;Mannen;Ondergrens 95%-prognose-interval;2058;7854509;7693082;1896929;817583;3226011;41334;102268;24407;;
313;Mannen;Ondergrens 95%-prognose-interval;2059;7837695;7705921;1883342;805594;3224892;40496;102161;22839;;
314;Mannen;Ondergrens 95%-prognose-interval;2060;7815926;7686710;1872766;793909;3219390;39664;102222;21211;;
315;Mannen;Bovengrens 95%-prognose-interval;2016;8438813;8332203;2500018;1525299;4353320;111489;133058;123183;;
316;Mannen;Bovengrens 95%-prognose-interval;2017;8525546;8411664;2526675;1608021;4423505;116253;137823;134371;;
317;Mannen;Bovengrens 95%-prognose-interval;2018;8610040;8494108;2552957;1679603;4489931;119968;141795;141974;;
318;Mannen;Bovengrens 95%-prognose-interval;2019;8687209;8571220;2577146;1739967;4540821;122959;144895;145589;;
319;Mannen;Bovengrens 95%-prognose-interval;2020;8750593;8630010;2599293;1792215;4590741;125552;146871;148473;;
320;Mannen;Bovengrens 95%-prognose-interval;2021;8820487;8703307;2619741;1839611;4636763;127535;149048;151842;;
321;Mannen;Bovengrens 95%-prognose-interval;2022;8885238;8766973;2634149;1881618;4678045;128988;151185;155106;;
322;Mannen;Bovengrens 95%-prognose-interval;2023;8941861;8826508;2649324;1920750;4721197;129840;153430;158275;;
323;Mannen;Bovengrens 95%-prognose-interval;2024;9002960;8885681;2666490;1961753;4768708;130297;156334;161871;;
324;Mannen;Bovengrens 95%-prognose-interval;2025;9060896;8949566;2684577;1992767;4805985;130835;158412;165834;;
325;Mannen;Bovengrens 95%-prognose-interval;2026;9131990;9014423;2703335;2028948;4840520;131205;161112;169803;;
326;Mannen;Bovengrens 95%-prognose-interval;2027;9176827;9061940;2721894;2068658;4867431;131289;163897;173813;;
327;Mannen;Bovengrens 95%-prognose-interval;2028;9228250;9100882;2737740;2103465;4901536;131429;166296;178106;;
328;Mannen;Bovengrens 95%-prognose-interval;2029;9281254;9152683;2759048;2138459;4932764;131434;168696;182491;;
329;Mannen;Bovengrens 95%-prognose-interval;2030;9338178;9201364;2771218;2170653;4958158;131157;170502;186474;;
330;Mannen;Bovengrens 95%-prognose-interval;2031;9373003;9245737;2788531;2192150;4988600;130928;172534;190986;;
331;Mannen;Bovengrens 95%-prognose-interval;2032;9415998;9292341;2812767;2222529;5014763;130925;174494;196526;;
332;Mannen;Bovengrens 95%-prognose-interval;2033;9463339;9335272;2830321;2248308;5046572;131127;176595;201355;;
333;Mannen;Bovengrens 95%-prognose-interval;2034;9504116;9384361;2846895;2274315;5059339;131326;178967;206349;;
334;Mannen;Bovengrens 95%-prognose-interval;2035;9538872;9415837;2875341;2295496;5089428;131646;181254;211455;;
335;Mannen;Bovengrens 95%-prognose-interval;2036;9578142;9446784;2906433;2318009;5121477;132488;182838;215450;;
336;Mannen;Bovengrens 95%-prognose-interval;2037;9600226;9462075;2924043;2346788;5135183;133279;184466;219796;;
337;Mannen;Bovengrens 95%-prognose-interval;2038;9627999;9488876;2956140;2381931;5165583;133997;185992;224613;;
338;Mannen;Bovengrens 95%-prognose-interval;2039;9635019;9500724;2981816;2396288;5171618;134841;187181;229808;;
339;Mannen;Bovengrens 95%-prognose-interval;2040;9663865;9524961;3002649;2422448;5192857;136088;189860;233344;;
340;Mannen;Bovengrens 95%-prognose-interval;2041;9685338;9536279;3022741;2461242;5206965;136963;191752;236380;;
341;Mannen;Bovengrens 95%-prognose-interval;2042;9711757;9568351;3040414;2489259;5195192;137619;194445;240848;;
342;Mannen;Bovengrens 95%-prognose-interval;2043;9733361;9583094;3064579;2506599;5207631;138390;196956;244737;;
343;Mannen;Bovengrens 95%-prognose-interval;2044;9739485;9592262;3075613;2530391;5225776;139858;199298;247058;;
344;Mannen;Bovengrens 95%-prognose-interval;2045;9753393;9620861;3089470;2548967;5235643;140421;200222;251745;;
345;Mannen;Bovengrens 95%-prognose-interval;2046;9775118;9643379;3110807;2577447;5248942;141277;202236;255128;;
346;Mannen;Bovengrens 95%-prognose-interval;2047;9789132;9665767;3121781;2591667;5266736;142237;204007;257758;;
347;Mannen;Bovengrens 95%-prognose-interval;2048;9810735;9687807;3124927;2617092;5289192;143269;205243;261475;;
348;Mannen;Bovengrens 95%-prognose-interval;2049;9844882;9715069;3137424;2632481;5300236;143603;206318;265566;;
349;Mannen;Bovengrens 95%-prognose-interval;2050;9882593;9713428;3143645;2650190;5310313;144305;208095;269433;;
350;Mannen;Bovengrens 95%-prognose-interval;2051;9906777;9741291;3153142;2664250;5326641;144777;209524;273960;;
351;Mannen;Bovengrens 95%-prognose-interval;2052;9930922;9760180;3155764;2679505;5350455;145200;210158;277869;;
352;Mannen;Bovengrens 95%-prognose-interval;2053;9936326;9771886;3182644;2698552;5386591;145755;211031;281840;;
353;Mannen;Bovengrens 95%-prognose-interval;2054;9964455;9811518;3184515;2714662;5399664;146250;211391;285027;;
354;Mannen;Bovengrens 95%-prognose-interval;2055;10034580;9846469;3197625;2725389;5428302;146510;211681;287916;;
355;Mannen;Bovengrens 95%-prognose-interval;2056;10103035;9902066;3196996;2726443;5450024;146617;212462;291510;;
356;Mannen;Bovengrens 95%-prognose-interval;2057;10138354;9928445;3221198;2738778;5460471;147023;213329;291811;;
357;Mannen;Bovengrens 95%-prognose-interval;2058;10188303;9989135;3244015;2756549;5460424;147315;214405;293605;;
358;Mannen;Bovengrens 95%-prognose-interval;2059;10196880;10031861;3263123;2778776;5494737;147481;215066;296091;;
359;Mannen;Bovengrens 95%-prognose-interval;2060;10223354;10066778;3279886;2799515;5497457;148046;216041;296408;;
360;Mannen;Ondergrens 67%-prognose-interval;2016;8400562;8290236;2428171;1336466;4163590;96738;122296;101710;;
361;Mannen;Ondergrens 67%-prognose-interval;2017;8445627;8331833;2422810;1339420;4151684;95471;122614;103813;;
362;Mannen;Ondergrens 67%-prognose-interval;2018;8486518;8371208;2420121;1343630;4146324;94651;123141;104107;;
363;Mannen;Ondergrens 67%-prognose-interval;2019;8509538;8393840;2416553;1343507;4142831;94004;122960;101145;;
364;Mannen;Ondergrens 67%-prognose-interval;2020;8526512;8412342;2412736;1340043;4140885;93274;122375;97946;;
365;Mannen;Ondergrens 67%-prognose-interval;2021;8539458;8425260;2406265;1337348;4135654;92397;122050;96006;;
366;Mannen;Ondergrens 67%-prognose-interval;2022;8552244;8439869;2401060;1336166;4132539;91316;121990;94384;;
367;Mannen;Ondergrens 67%-prognose-interval;2023;8562776;8450908;2395346;1337311;4127048;90029;122101;93326;;
368;Mannen;Ondergrens 67%-prognose-interval;2024;8573525;8455736;2388664;1337849;4122227;88712;122226;92384;;
369;Mannen;Ondergrens 67%-prognose-interval;2025;8583095;8463166;2380881;1339088;4113656;87408;122468;91790;;
370;Mannen;Ondergrens 67%-prognose-interval;2026;8588103;8469880;2375824;1340689;4108325;86068;122777;91325;;
371;Mannen;Ondergrens 67%-prognose-interval;2027;8593496;8479833;2366583;1342105;4098684;84644;123034;90877;;
372;Mannen;Ondergrens 67%-prognose-interval;2028;8602030;8483998;2363402;1342490;4088897;83242;123338;90692;;
373;Mannen;Ondergrens 67%-prognose-interval;2029;8606818;8485300;2357955;1340945;4074913;81877;123615;90813;;
374;Mannen;Ondergrens 67%-prognose-interval;2030;8603412;8491260;2356766;1341533;4064622;80608;123883;90835;;
375;Mannen;Ondergrens 67%-prognose-interval;2031;8614056;8493942;2357016;1341949;4053759;79453;124229;91059;;
376;Mannen;Ondergrens 67%-prognose-interval;2032;8622160;8494640;2351696;1343039;4041227;78349;124583;91190;;
377;Mannen;Ondergrens 67%-prognose-interval;2033;8621878;8497805;2349046;1342585;4028167;77461;124983;91173;;
378;Mannen;Ondergrens 67%-prognose-interval;2034;8625932;8497792;2345377;1340842;4014385;76621;125117;91152;;
379;Mannen;Ondergrens 67%-prognose-interval;2035;8624314;8490215;2345127;1336017;4003503;75832;125284;91108;;
380;Mannen;Ondergrens 67%-prognose-interval;2036;8623552;8484486;2344604;1330893;3988394;75299;125458;90999;;
381;Mannen;Ondergrens 67%-prognose-interval;2037;8619142;8477789;2342826;1325523;3974254;74858;125265;91062;;
382;Mannen;Ondergrens 67%-prognose-interval;2038;8623998;8475240;2337430;1323881;3959070;74329;125395;91096;;
383;Mannen;Ondergrens 67%-prognose-interval;2039;8610711;8461768;2333513;1318039;3937798;73911;125171;91134;;
384;Mannen;Ondergrens 67%-prognose-interval;2040;8591764;8455384;2330696;1312386;3922996;73522;125017;90939;;
385;Mannen;Ondergrens 67%-prognose-interval;2041;8580530;8451532;2324999;1310729;3908764;73204;124879;90606;;
386;Mannen;Ondergrens 67%-prognose-interval;2042;8565256;8433392;2320900;1308143;3895273;72962;124926;90522;;
387;Mannen;Ondergrens 67%-prognose-interval;2043;8549504;8421110;2310412;1304996;3885368;72670;124814;90374;;
388;Mannen;Ondergrens 67%-prognose-interval;2044;8539312;8404318;2305080;1301722;3874478;72259;124753;89937;;
389;Mannen;Ondergrens 67%-prognose-interval;2045;8527358;8388392;2294660;1299311;3861567;71848;124726;89777;;
390;Mannen;Ondergrens 67%-prognose-interval;2046;8520206;8375285;2285486;1293763;3849211;71514;124649;89488;;
391;Mannen;Ondergrens 67%-prognose-interval;2047;8505838;8356969;2278550;1292387;3835466;71173;124482;89305;;
392;Mannen;Ondergrens 67%-prognose-interval;2048;8490176;8345379;2271832;1285986;3824165;70867;124518;88806;;
393;Mannen;Ondergrens 67%-prognose-interval;2049;8473230;8330373;2261885;1281453;3813490;70470;124341;88296;;
394;Mannen;Ondergrens 67%-prognose-interval;2050;8454390;8321528;2250603;1280050;3803263;70143;124256;87708;;
395;Mannen;Ondergrens 67%-prognose-interval;2051;8442929;8302347;2244431;1274920;3797411;69568;124227;87263;;
396;Mannen;Ondergrens 67%-prognose-interval;2052;8436990;8291662;2239814;1268314;3789536;69086;124085;86493;;
397;Mannen;Ondergrens 67%-prognose-interval;2053;8423945;8276952;2232891;1263654;3781961;68568;124044;86052;;
398;Mannen;Ondergrens 67%-prognose-interval;2054;8403477;8267903;2227719;1257659;3772029;67712;123816;85418;;
399;Mannen;Ondergrens 67%-prognose-interval;2055;8396224;8257978;2220766;1246110;3765225;67001;123711;84433;;
400;Mannen;Ondergrens 67%-prognose-interval;2056;8395104;8247409;2212125;1242938;3766195;66457;123575;83736;;
401;Mannen;Ondergrens 67%-prognose-interval;2057;8381847;8241645;2199615;1237825;3756135;65984;123236;82702;;
402;Mannen;Ondergrens 67%-prognose-interval;2058;8368071;8241856;2192142;1230910;3746551;65329;122971;81620;;
403;Mannen;Ondergrens 67%-prognose-interval;2059;8359396;8228849;2185606;1226519;3742497;64723;122989;81081;;
404;Mannen;Ondergrens 67%-prognose-interval;2060;8347819;8213113;2174103;1219501;3734739;64127;123242;79861;;
405;Mannen;Bovengrens 67%-prognose-interval;2016;8424396;8317422;2476276;1457342;4294533;106174;129166;115329;;
406;Mannen;Bovengrens 67%-prognose-interval;2017;8496640;8385083;2493995;1512368;4339582;108734;132427;123210;;
407;Mannen;Bovengrens 67%-prognose-interval;2018;8569204;8453428;2511317;1559496;4378984;110869;135129;128245;;
408;Mannen;Bovengrens 67%-prognose-interval;2019;8623733;8510234;2524372;1596861;4414495;112582;136813;129511;;
409;Mannen;Bovengrens 67%-prognose-interval;2020;8672876;8558452;2538443;1624443;4449447;113898;137715;130168;;
410;Mannen;Bovengrens 67%-prognose-interval;2021;8720178;8605548;2548599;1653077;4475229;114895;138757;131594;;
411;Mannen;Bovengrens 67%-prognose-interval;2022;8765268;8651532;2558315;1682538;4503294;115403;139979;133210;;
412;Mannen;Bovengrens 67%-prognose-interval;2023;8804638;8689520;2567300;1711115;4525686;115546;141423;135246;;
413;Mannen;Bovengrens 67%-prognose-interval;2024;8845506;8729598;2574904;1737309;4549747;115482;142546;137377;;
414;Mannen;Bovengrens 67%-prognose-interval;2025;8883104;8761502;2582073;1761738;4570189;115165;143847;139581;;
415;Mannen;Bovengrens 67%-prognose-interval;2026;8917916;8799646;2592969;1784008;4590156;114576;145307;141833;;
416;Mannen;Bovengrens 67%-prognose-interval;2027;8953396;8829347;2603054;1806369;4606486;114040;146546;144292;;
417;Mannen;Bovengrens 67%-prognose-interval;2028;8989188;8862882;2610593;1829863;4624984;113557;148040;146991;;
418;Mannen;Bovengrens 67%-prognose-interval;2029;9017304;8891850;2620208;1850657;4638795;113156;149266;149696;;
419;Mannen;Bovengrens 67%-prognose-interval;2030;9041890;8919020;2631006;1867744;4653625;112635;150701;152242;;
420;Mannen;Bovengrens 67%-prognose-interval;2031;9072788;8943402;2644811;1889940;4666993;112272;151672;154973;;
421;Mannen;Bovengrens 67%-prognose-interval;2032;9099027;8969930;2658136;1908918;4679248;112086;152668;157720;;
422;Mannen;Bovengrens 67%-prognose-interval;2033;9124193;8996229;2669560;1927438;4686443;111976;153839;160295;;
423;Mannen;Bovengrens 67%-prognose-interval;2034;9152149;9018548;2684498;1942988;4689792;111939;154787;163196;;
424;Mannen;Bovengrens 67%-prognose-interval;2035;9174781;9038565;2697224;1959662;4692842;112016;156114;166076;;
425;Mannen;Bovengrens 67%-prognose-interval;2036;9196486;9062258;2709646;1973961;4702353;112357;157118;169053;;
