ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouders_4;OverigeHuishoudens_5
0;Totaal over alle leeftijden;Totaal referentiepersonen;2000;6823273.0;2299162.0;4093872.0;385849.0;44390.0
1;Totaal over alle leeftijden;Totaal referentiepersonen;2001;6890466.0;2349847.0;4106214.0;389727.0;44678.0
2;Totaal over alle leeftijden;Totaal referentiepersonen;2002;6958287.0;2396146.0;4124093.0;393214.0;44834.0
3;Totaal over alle leeftijden;Totaal referentiepersonen;2003;7024273.0;2440706.0;4142013.0;396514.0;45040.0
4;Totaal over alle leeftijden;Totaal referentiepersonen;2004;7088549.0;2483580.0;4160182.0;399539.0;45248.0
5;Totaal over alle leeftijden;Totaal referentiepersonen;2005;7151863.0;2525363.0;4178649.0;402328.0;45523.0
6;Totaal over alle leeftijden;Totaal referentiepersonen;2006;7214081.0;2566616.0;4196829.0;404801.0;45835.0
7;Totaal over alle leeftijden;Totaal referentiepersonen;2007;7275224.0;2607560.0;4214463.0;407017.0;46184.0
8;Totaal over alle leeftijden;Totaal referentiepersonen;2008;7335442.0;2648432.0;4231548.0;408905.0;46557.0
9;Totaal over alle leeftijden;Totaal referentiepersonen;2009;7395115.0;2689448.0;4248281.0;410456.0;46930.0
10;Totaal over alle leeftijden;Totaal referentiepersonen;2010;7454135.0;2730418.0;4264678.0;411703.0;47336.0
11;Totaal over alle leeftijden;Totaal referentiepersonen;2011;7512431.0;2771141.0;4280879.0;412675.0;47736.0
12;Totaal over alle leeftijden;Totaal referentiepersonen;2012;7569674.0;2811438.0;4296785.0;413321.0;48130.0
13;Totaal over alle leeftijden;Totaal referentiepersonen;2013;7625674.0;2851040.0;4312400.0;413759.0;48475.0
14;Totaal over alle leeftijden;Totaal referentiepersonen;2014;7680057.0;2889747.0;4327569.0;413936.0;48805.0
15;Totaal over alle leeftijden;Totaal referentiepersonen;2015;7732661.0;2927499.0;4342186.0;413873.0;49103.0
16;Totaal over alle leeftijden;Totaal referentiepersonen;2016;7783628.0;2964407.0;4356163.0;413656.0;49402.0
17;Totaal over alle leeftijden;Totaal referentiepersonen;2017;7833062.0;3000717.0;4369397.0;413261.0;49687.0
18;Totaal over alle leeftijden;Totaal referentiepersonen;2018;7880993.0;3036488.0;4381775.0;412749.0;49981.0
19;Totaal over alle leeftijden;Totaal referentiepersonen;2019;7927406.0;3071597.0;4393314.0;412207.0;50288.0
20;Totaal over alle leeftijden;Totaal referentiepersonen;2020;7972217.0;3106023.0;4403988.0;411648.0;50558.0
21;Totaal over alle leeftijden;Totaal referentiepersonen;2021;8015533.0;3139621.0;4413964.0;411131.0;50817.0
22;Totaal over alle leeftijden;Totaal referentiepersonen;2022;8057162.0;3172158.0;4423243.0;410709.0;51052.0
23;Totaal over alle leeftijden;Totaal referentiepersonen;2023;8096918.0;3203340.0;4431936.0;410387.0;51255.0
24;Totaal over alle leeftijden;Totaal referentiepersonen;2024;8134372.0;3232817.0;4439932.0;410239.0;51384.0
25;Totaal over alle leeftijden;Totaal referentiepersonen;2025;8169297.0;3260455.0;4447133.0;410219.0;51490.0
26;Totaal over alle leeftijden;Totaal referentiepersonen;2026;8201411.0;3286148.0;4453336.0;410392.0;51535.0
27;Totaal over alle leeftijden;Totaal referentiepersonen;2027;8230377.0;3309581.0;4458496.0;410739.0;51561.0
28;Totaal over alle leeftijden;Totaal referentiepersonen;2028;8255965.0;3330757.0;4462431.0;411217.0;51560.0
29;Totaal over alle leeftijden;Totaal referentiepersonen;2029;8278123.0;3349670.0;4465114.0;411804.0;51535.0
30;Totaal over alle leeftijden;Totaal referentiepersonen;2030;8296753.0;3366259.0;4466549.0;412461.0;51484.0
31;Totaal over alle leeftijden;Totaal referentiepersonen;2031;8312149.0;3380736.0;4466823.0;413149.0;51441.0
32;Totaal over alle leeftijden;Totaal referentiepersonen;2032;8324351.0;3393160.0;4465979.0;413838.0;51374.0
33;Totaal over alle leeftijden;Totaal referentiepersonen;2033;8333841.0;3403838.0;4464157.0;414520.0;51326.0
34;Totaal over alle leeftijden;Totaal referentiepersonen;2034;8340720.0;3412759.0;4461551.0;415140.0;51270.0
35;Totaal over alle leeftijden;Totaal referentiepersonen;2035;8345314.0;3420029.0;4458336.0;415722.0;51227.0
36;Totaal over alle leeftijden;Totaal referentiepersonen;2036;8347740.0;3425703.0;4454633.0;416233.0;51171.0
37;Totaal over alle leeftijden;Totaal referentiepersonen;2037;8348282.0;3429800.0;4450705.0;416643.0;51134.0
38;Totaal over alle leeftijden;Totaal referentiepersonen;2038;8347264.0;3432457.0;4446784.0;416929.0;51094.0
39;Totaal over alle leeftijden;Totaal referentiepersonen;2039;8344937.0;3433819.0;4442945.0;417120.0;51053.0
40;Totaal over alle leeftijden;Totaal referentiepersonen;2040;8341737.0;3434164.0;4439381.0;417164.0;51028.0
41;Totaal over alle leeftijden;Totaal referentiepersonen;2041;8337731.0;3433492.0;4436147.0;417107.0;50985.0
42;Totaal over alle leeftijden;Totaal referentiepersonen;2042;8333103.0;3431873.0;4433340.0;416936.0;50954.0
43;Totaal over alle leeftijden;Totaal referentiepersonen;2043;8328018.0;3429443.0;4431009.0;416658.0;50908.0
