ID;Projectgrootte;RegioS;Perioden;GereedgemeldeWoningenTotaal_1;Tot7Maanden_2;k_7Tot10Maanden_3;k_10Tot13Maanden_4;k_13Tot16Maanden_5;k_16Tot19Maanden_6;k_19Tot22Maanden_7;k_22Tot25Maanden_8;k_25Tot37Maanden_9;k_37MaandenOfMeer_10;NietTeBepalen_11;GemiddeldeDoorlooptijd_12
2431;Totaal;Tubbergen;2013;48.0;0.0;0.0;0.0;10.0;5.0;5.0;7.0;19.0;2.0;0.0;25.0
2432;Totaal;Tubbergen;2014;41.0;0.0;15.0;1.0;5.0;3.0;0.0;2.0;13.0;2.0;0.0;19.0
2433;Totaal;Tubbergen;2015;36.0;0.0;4.0;13.0;13.0;0.0;2.0;4.0;0.0;0.0;0.0;14.0
2434;Totaal;Tubbergen;2016;64.0;0.0;0.0;7.0;10.0;32.0;7.0;3.0;3.0;2.0;0.0;19.0
2435;Totaal;Tubbergen;2017;149.0;0.0;6.0;0.0;45.0;30.0;60.0;2.0;4.0;1.0;1.0;19.0
2436;Totaal;Twenterand;2012;44.0;0.0;6.0;5.0;30.0;0.0;2.0;0.0;1.0;0.0;0.0;14.0
2437;Totaal;Twenterand;2013;143.0;0.0;2.0;0.0;0.0;1.0;20.0;8.0;106.0;6.0;0.0;27.0
2438;Totaal;Twenterand;2014;98.0;17.0;0.0;1.0;38.0;23.0;0.0;14.0;5.0;0.0;0.0;16.0
2439;Totaal;Twenterand;2015;51.0;0.0;16.0;19.0;4.0;8.0;0.0;0.0;4.0;0.0;0.0;12.0
2440;Totaal;Twenterand;2016;68.0;2.0;14.0;24.0;1.0;1.0;10.0;10.0;0.0;6.0;0.0;17.0
2441;Totaal;Twenterand;2017;48.0;0.0;0.0;17.0;11.0;12.0;7.0;0.0;0.0;1.0;0.0;16.0
2442;Totaal;Tynaarlo;2012;148.0;14.0;16.0;2.0;11.0;0.0;58.0;32.0;11.0;4.0;0.0;19.0
2443;Totaal;Tynaarlo;2013;109.0;2.0;6.0;81.0;10.0;0.0;8.0;0.0;0.0;2.0;0.0;13.0
2444;Totaal;Tynaarlo;2014;29.0;5.0;2.0;2.0;5.0;13.0;2.0;0.0;0.0;0.0;0.0;14.0
2445;Totaal;Tynaarlo;2015;101.0;1.0;5.0;15.0;55.0;18.0;5.0;1.0;0.0;1.0;0.0;16.0
2446;Totaal;Tynaarlo;2016;79.0;2.0;11.0;8.0;34.0;10.0;0.0;0.0;2.0;12.0;0.0;19.0
2447;Totaal;Tynaarlo;2017;110.0;8.0;26.0;21.0;43.0;4.0;5.0;0.0;3.0;0.0;0.0;13.0
2448;Totaal;Tytsjerksteradiel;2012;60.0;0.0;7.0;1.0;20.0;25.0;3.0;1.0;3.0;0.0;0.0;16.0
2449;Totaal;Tytsjerksteradiel;2013;45.0;0.0;1.0;2.0;13.0;24.0;1.0;0.0;2.0;1.0;1.0;18.0
2450;Totaal;Tytsjerksteradiel;2014;111.0;70.0;0.0;13.0;2.0;15.0;3.0;2.0;4.0;2.0;0.0;9.0
2451;Totaal;Tytsjerksteradiel;2015;84.0;0.0;2.0;31.0;15.0;1.0;0.0;33.0;1.0;1.0;0.0;18.0
2452;Totaal;Tytsjerksteradiel;2016;66.0;7.0;9.0;9.0;5.0;24.0;7.0;4.0;1.0;0.0;0.0;14.0
2453;Totaal;Tytsjerksteradiel;2017;51.0;0.0;13.0;9.0;7.0;8.0;1.0;0.0;9.0;4.0;0.0;19.0
2454;Totaal;Ubbergen;2012;84.0;0.0;0.0;0.0;0.0;0.0;24.0;14.0;39.0;7.0;0.0;72.0
2455;Totaal;Ubbergen;2013;38.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;1.0;30.0;0.0;37.0
2456;Totaal;Ubbergen;2014;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;60.0
2457;Totaal;Ubbergen;2015;;;;;;;;;;;;
2458;Totaal;Ubbergen;2016;;;;;;;;;;;;
2459;Totaal;Ubbergen;2017;;;;;;;;;;;;
2460;Totaal;Uden;2012;75.0;0.0;0.0;0.0;64.0;11.0;0.0;0.0;0.0;0.0;0.0;14.0
2461;Totaal;Uden;2013;68.0;0.0;0.0;10.0;1.0;0.0;35.0;0.0;22.0;0.0;0.0;23.0
2462;Totaal;Uden;2014;119.0;0.0;58.0;0.0;0.0;4.0;0.0;44.0;13.0;0.0;0.0;16.0
2463;Totaal;Uden;2015;113.0;0.0;6.0;6.0;0.0;20.0;0.0;2.0;79.0;0.0;0.0;29.0
2464;Totaal;Uden;2016;143.0;0.0;0.0;18.0;0.0;32.0;91.0;0.0;1.0;1.0;0.0;19.0
2465;Totaal;Uden;2017;197.0;0.0;0.0;0.0;0.0;104.0;0.0;52.0;40.0;1.0;0.0;21.0
2466;Totaal;Uitgeest;2012;108.0;0.0;0.0;0.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0
2467;Totaal;Uitgeest;2013;99.0;0.0;0.0;0.0;7.0;43.0;4.0;45.0;0.0;0.0;0.0;20.0
2468;Totaal;Uitgeest;2014;34.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;19.0;7.0;0.0;36.0
2469;Totaal;Uitgeest;2015;21.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;30.0
2470;Totaal;Uitgeest;2016;32.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;9.0;16.0;0.0;38.0
2471;Totaal;Uitgeest;2017;13.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;10.0;0.0;54.0
2472;Totaal;Uithoorn;2012;95.0;0.0;0.0;0.0;3.0;92.0;0.0;0.0;0.0;0.0;0.0;17.0
2473;Totaal;Uithoorn;2013;94.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;80.0;0.0;0.0;25.0
2474;Totaal;Uithoorn;2014;34.0;0.0;0.0;0.0;6.0;0.0;28.0;0.0;0.0;0.0;0.0;20.0
2475;Totaal;Uithoorn;2015;234.0;0.0;0.0;32.0;37.0;108.0;0.0;0.0;51.0;6.0;0.0;20.0
2476;Totaal;Uithoorn;2016;69.0;0.0;0.0;22.0;0.0;0.0;41.0;6.0;0.0;0.0;0.0;17.0
2477;Totaal;Uithoorn;2017;166.0;0.0;7.0;11.0;111.0;0.0;0.0;0.0;37.0;0.0;0.0;18.0
2478;Totaal;Urk;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2479;Totaal;Urk;2013;59.0;9.0;0.0;3.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;21.0
2480;Totaal;Urk;2014;11.0;0.0;0.0;6.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;14.0
2481;Totaal;Urk;2015;115.0;0.0;34.0;80.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0
2482;Totaal;Urk;2016;113.0;0.0;37.0;9.0;39.0;28.0;0.0;0.0;0.0;0.0;0.0;13.0
2483;Totaal;Urk;2017;77.0;0.0;0.0;16.0;0.0;7.0;29.0;0.0;25.0;0.0;0.0;22.0
2484;Totaal;Utrecht (gemeente);2012;2533.0;1.0;0.0;186.0;187.0;457.0;949.0;527.0;225.0;1.0;0.0;21.0
2485;Totaal;Utrecht (gemeente);2013;973.0;0.0;0.0;21.0;142.0;307.0;284.0;218.0;0.0;1.0;0.0;18.0
2486;Totaal;Utrecht (gemeente);2014;1031.0;0.0;0.0;0.0;0.0;313.0;190.0;81.0;447.0;0.0;0.0;24.0
2487;Totaal;Utrecht (gemeente);2015;1449.0;0.0;0.0;81.0;13.0;302.0;1.0;75.0;976.0;1.0;0.0;26.0
2488;Totaal;Utrecht (gemeente);2016;1882.0;0.0;0.0;0.0;29.0;119.0;688.0;565.0;456.0;25.0;0.0;24.0
2489;Totaal;Utrecht (gemeente);2017;2254.0;0.0;1.0;0.0;770.0;495.0;273.0;75.0;640.0;0.0;0.0;20.0
2490;Totaal;Utrechtse Heuvelrug;2012;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0
2491;Totaal;Utrechtse Heuvelrug;2013;61.0;0.0;3.0;3.0;15.0;0.0;24.0;1.0;15.0;0.0;0.0;20.0
2492;Totaal;Utrechtse Heuvelrug;2014;120.0;0.0;2.0;0.0;0.0;71.0;0.0;0.0;47.0;0.0;0.0;22.0
2493;Totaal;Utrechtse Heuvelrug;2015;182.0;2.0;0.0;24.0;22.0;7.0;110.0;0.0;2.0;15.0;0.0;21.0
2494;Totaal;Utrechtse Heuvelrug;2016;236.0;0.0;0.0;14.0;0.0;32.0;10.0;31.0;113.0;36.0;0.0;31.0
2495;Totaal;Utrechtse Heuvelrug;2017;71.0;0.0;3.0;4.0;6.0;1.0;8.0;5.0;26.0;18.0;0.0;30.0
2496;Totaal;Vaals;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2497;Totaal;Vaals;2013;14.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;19.0
2498;Totaal;Vaals;2014;38.0;0.0;4.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
2499;Totaal;Vaals;2015;5.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
2500;Totaal;Vaals;2016;314.0;250.0;2.0;0.0;0.0;0.0;29.0;33.0;0.0;0.0;0.0;9.0
2501;Totaal;Vaals;2017;6.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;22.0
2502;Totaal;Valkenburg aan de Geul;2012;19.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;18.0;0.0;0.0;29.0
2503;Totaal;Valkenburg aan de Geul;2013;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;25.0
2504;Totaal;Valkenburg aan de Geul;2014;55.0;0.0;0.0;0.0;0.0;51.0;2.0;0.0;2.0;0.0;0.0;18.0
2505;Totaal;Valkenburg aan de Geul;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2506;Totaal;Valkenburg aan de Geul;2016;20.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;17.0
2507;Totaal;Valkenburg aan de Geul;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2508;Totaal;Valkenswaard;2012;9.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0
2509;Totaal;Valkenswaard;2013;67.0;7.0;0.0;0.0;0.0;9.0;23.0;0.0;28.0;0.0;0.0;21.0
2510;Totaal;Valkenswaard;2014;90.0;0.0;0.0;0.0;6.0;48.0;0.0;0.0;36.0;0.0;0.0;24.0
2511;Totaal;Valkenswaard;2015;148.0;2.0;0.0;0.0;26.0;0.0;120.0;0.0;0.0;0.0;0.0;18.0
2512;Totaal;Valkenswaard;2016;188.0;0.0;0.0;28.0;0.0;128.0;32.0;0.0;0.0;0.0;0.0;17.0
2513;Totaal;Valkenswaard;2017;105.0;0.0;14.0;0.0;12.0;39.0;2.0;0.0;38.0;0.0;0.0;22.0
2514;Totaal;Veendam;2012;33.0;0.0;0.0;0.0;8.0;9.0;7.0;9.0;0.0;0.0;0.0;19.0
2515;Totaal;Veendam;2013;39.0;0.0;0.0;0.0;35.0;4.0;0.0;0.0;0.0;0.0;0.0;15.0
2516;Totaal;Veendam;2014;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0
2517;Totaal;Veendam;2015;6.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
2518;Totaal;Veendam;2016;16.0;0.0;0.0;0.0;6.0;0.0;7.0;3.0;0.0;0.0;0.0;18.0
2519;Totaal;Veendam;2017;19.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;3.0;3.0;0.0;27.0
2520;Totaal;Veenendaal;2012;667.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;265.0;399.0;0.0;129.0
2521;Totaal;Veenendaal;2013;345.0;0.0;0.0;0.0;40.0;148.0;0.0;0.0;127.0;30.0;0.0;23.0
2522;Totaal;Veenendaal;2014;220.0;0.0;0.0;0.0;0.0;87.0;0.0;129.0;0.0;4.0;0.0;22.0
2523;Totaal;Veenendaal;2015;295.0;0.0;0.0;0.0;191.0;6.0;98.0;0.0;0.0;0.0;0.0;17.0
2524;Totaal;Veenendaal;2016;326.0;0.0;0.0;14.0;54.0;0.0;103.0;155.0;0.0;0.0;0.0;21.0
2525;Totaal;Veenendaal;2017;391.0;0.0;0.0;2.0;0.0;177.0;14.0;198.0;0.0;0.0;0.0;22.0
2526;Totaal;Veere;2012;12.0;1.0;2.0;2.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;13.0
2527;Totaal;Veere;2013;41.0;0.0;2.0;8.0;0.0;0.0;27.0;0.0;4.0;0.0;0.0;19.0
2528;Totaal;Veere;2014;45.0;3.0;0.0;3.0;3.0;9.0;2.0;22.0;0.0;3.0;0.0;21.0
2529;Totaal;Veere;2015;70.0;0.0;0.0;23.0;11.0;6.0;14.0;16.0;0.0;0.0;0.0;17.0
2530;Totaal;Veere;2016;61.0;1.0;8.0;5.0;26.0;15.0;1.0;2.0;3.0;0.0;0.0;15.0
2531;Totaal;Veere;2017;43.0;1.0;2.0;0.0;12.0;8.0;9.0;2.0;2.0;7.0;0.0;22.0
2532;Totaal;Veghel;2012;157.0;32.0;0.0;78.0;41.0;0.0;0.0;0.0;6.0;0.0;0.0;11.0
2533;Totaal;Veghel;2013;172.0;0.0;0.0;55.0;21.0;0.0;34.0;32.0;30.0;0.0;0.0;18.0
2534;Totaal;Veghel;2014;125.0;0.0;0.0;7.0;0.0;87.0;0.0;0.0;31.0;0.0;0.0;21.0
2535;Totaal;Veghel;2015;180.0;0.0;22.0;6.0;13.0;104.0;0.0;0.0;0.0;35.0;0.0;20.0
2536;Totaal;Veghel;2016;92.0;0.0;0.0;0.0;0.0;50.0;4.0;3.0;13.0;22.0;0.0;25.0
2537;Totaal;Veghel;2017;;;;;;;;;;;;
2538;Totaal;Veldhoven;2012;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0
2539;Totaal;Veldhoven;2013;9.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;17.0
2540;Totaal;Veldhoven;2014;62.0;0.0;0.0;0.0;2.0;0.0;8.0;52.0;0.0;0.0;0.0;23.0
2541;Totaal;Veldhoven;2015;99.0;0.0;0.0;0.0;20.0;77.0;0.0;2.0;0.0;0.0;0.0;16.0
2542;Totaal;Veldhoven;2016;111.0;0.0;0.0;21.0;0.0;66.0;0.0;24.0;0.0;0.0;0.0;18.0
2543;Totaal;Veldhoven;2017;124.0;0.0;14.0;7.0;0.0;48.0;0.0;55.0;0.0;0.0;0.0;19.0
2544;Totaal;Velsen;2012;258.0;1.0;0.0;0.0;0.0;119.0;0.0;138.0;0.0;0.0;0.0;21.0
2545;Totaal;Velsen;2013;163.0;0.0;0.0;0.0;4.0;45.0;113.0;0.0;0.0;1.0;0.0;19.0
2546;Totaal;Velsen;2014;13.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
2547;Totaal;Velsen;2015;54.0;0.0;40.0;0.0;0.0;11.0;0.0;0.0;3.0;0.0;0.0;12.0
2548;Totaal;Velsen;2016;154.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;112.0;0.0;34.0
2549;Totaal;Velsen;2017;86.0;1.0;0.0;0.0;30.0;0.0;1.0;0.0;54.0;0.0;0.0;24.0
2550;Totaal;Venlo;2012;151.0;0.0;2.0;6.0;8.0;74.0;0.0;0.0;13.0;48.0;0.0;26.0
2551;Totaal;Venlo;2013;189.0;18.0;2.0;12.0;1.0;78.0;42.0;0.0;7.0;29.0;0.0;21.0
2552;Totaal;Venlo;2014;85.0;42.0;7.0;1.0;3.0;5.0;7.0;16.0;3.0;1.0;0.0;13.0
2553;Totaal;Venlo;2015;150.0;61.0;0.0;24.0;3.0;0.0;38.0;0.0;6.0;18.0;0.0;15.0
2554;Totaal;Venlo;2016;122.0;26.0;35.0;53.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;9.0
2555;Totaal;Venlo;2017;110.0;15.0;56.0;23.0;0.0;0.0;0.0;0.0;9.0;7.0;0.0;15.0
2556;Totaal;Venray;2012;229.0;156.0;3.0;46.0;12.0;3.0;2.0;0.0;7.0;0.0;0.0;8.0
2557;Totaal;Venray;2013;113.0;0.0;1.0;24.0;7.0;81.0;0.0;0.0;0.0;0.0;0.0;17.0
2558;Totaal;Venray;2014;231.0;34.0;67.0;1.0;14.0;76.0;29.0;6.0;4.0;0.0;0.0;14.0
2559;Totaal;Venray;2015;97.0;0.0;19.0;30.0;0.0;34.0;1.0;1.0;6.0;6.0;0.0;18.0
2560;Totaal;Venray;2016;95.0;3.0;6.0;49.0;28.0;0.0;0.0;2.0;2.0;5.0;0.0;15.0
2561;Totaal;Venray;2017;96.0;0.0;0.0;36.0;43.0;5.0;0.0;2.0;2.0;8.0;0.0;17.0
2562;Totaal;Vianen;2012;57.0;0.0;1.0;0.0;30.0;0.0;22.0;4.0;0.0;0.0;0.0;17.0
2563;Totaal;Vianen;2013;85.0;0.0;0.0;0.0;0.0;2.0;0.0;80.0;2.0;1.0;0.0;23.0
2564;Totaal;Vianen;2014;13.0;1.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0
2565;Totaal;Vianen;2015;61.0;1.0;41.0;0.0;14.0;0.0;0.0;0.0;0.0;5.0;0.0;13.0
2566;Totaal;Vianen;2016;98.0;0.0;1.0;29.0;56.0;0.0;12.0;0.0;0.0;0.0;0.0;14.0
2567;Totaal;Vianen;2017;177.0;0.0;113.0;52.0;10.0;0.0;0.0;0.0;2.0;0.0;0.0;11.0
2568;Totaal;Vlaardingen;2012;105.0;0.0;0.0;4.0;23.0;0.0;1.0;0.0;29.0;48.0;0.0;31.0
2569;Totaal;Vlaardingen;2013;363.0;0.0;0.0;0.0;0.0;253.0;96.0;14.0;0.0;0.0;0.0;19.0
2570;Totaal;Vlaardingen;2014;125.0;0.0;0.0;0.0;0.0;92.0;1.0;0.0;28.0;4.0;0.0;20.0
2571;Totaal;Vlaardingen;2015;127.0;1.0;0.0;13.0;90.0;0.0;0.0;0.0;0.0;23.0;0.0;20.0
2572;Totaal;Vlaardingen;2016;238.0;0.0;2.0;140.0;44.0;0.0;0.0;25.0;27.0;0.0;0.0;16.0
2573;Totaal;Vlaardingen;2017;351.0;0.0;0.0;17.0;161.0;0.0;0.0;0.0;172.0;1.0;0.0;21.0
2574;Totaal;Vlagtwedde;2012;20.0;1.0;1.0;1.0;4.0;0.0;11.0;0.0;0.0;2.0;0.0;28.0
2575;Totaal;Vlagtwedde;2013;24.0;3.0;1.0;0.0;0.0;0.0;12.0;0.0;8.0;0.0;0.0;22.0
2576;Totaal;Vlagtwedde;2014;30.0;23.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;5.0
2577;Totaal;Vlagtwedde;2015;164.0;94.0;60.0;5.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;7.0
2578;Totaal;Vlagtwedde;2016;210.0;0.0;1.0;0.0;10.0;0.0;199.0;0.0;0.0;0.0;0.0;19.0
2579;Totaal;Vlagtwedde;2017;12.0;0.0;0.0;1.0;0.0;2.0;0.0;4.0;3.0;2.0;0.0;30.0
2580;Totaal;Vlieland;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2581;Totaal;Vlieland;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2582;Totaal;Vlieland;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2583;Totaal;Vlieland;2015;11.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;11.0
2584;Totaal;Vlieland;2016;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;38.0
2585;Totaal;Vlieland;2017;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
2586;Totaal;Vlissingen;2012;120.0;0.0;0.0;0.0;1.0;82.0;24.0;8.0;5.0;0.0;0.0;19.0
2587;Totaal;Vlissingen;2013;40.0;0.0;1.0;3.0;0.0;0.0;0.0;20.0;0.0;16.0;0.0;45.0
2588;Totaal;Vlissingen;2014;73.0;0.0;4.0;0.0;0.0;0.0;0.0;69.0;0.0;0.0;0.0;24.0
2589;Totaal;Vlissingen;2015;97.0;0.0;0.0;12.0;38.0;47.0;0.0;0.0;0.0;0.0;0.0;16.0
2590;Totaal;Vlissingen;2016;23.0;0.0;0.0;20.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;13.0
2591;Totaal;Vlissingen;2017;205.0;1.0;0.0;11.0;148.0;17.0;0.0;28.0;0.0;0.0;0.0;17.0
2592;Totaal;Vlist;2012;16.0;10.0;3.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0
2593;Totaal;Vlist;2013;34.0;0.0;27.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;11.0
2594;Totaal;Vlist;2014;11.0;0.0;4.0;0.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;14.0
2595;Totaal;Vlist;2015;;;;;;;;;;;;
2596;Totaal;Vlist;2016;;;;;;;;;;;;
2597;Totaal;Vlist;2017;;;;;;;;;;;;
2598;Totaal;Voerendaal;2012;34.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;23.0;0.0;35.0
2599;Totaal;Voerendaal;2013;23.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;0.0;12.0;0.0;34.0
2600;Totaal;Voerendaal;2014;16.0;0.0;2.0;0.0;0.0;1.0;13.0;0.0;0.0;0.0;0.0;18.0
2601;Totaal;Voerendaal;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2602;Totaal;Voerendaal;2016;29.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;17.0;4.0;0.0;40.0
2603;Totaal;Voerendaal;2017;59.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;6.0;45.0;0.0;38.0
2604;Totaal;Voorschoten;2012;74.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;72.0;0.0;0.0;28.0
2605;Totaal;Voorschoten;2013;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;20.0
2606;Totaal;Voorschoten;2014;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;25.0
2607;Totaal;Voorschoten;2015;91.0;0.0;3.0;0.0;0.0;16.0;67.0;0.0;0.0;5.0;0.0;20.0
2608;Totaal;Voorschoten;2016;57.0;0.0;0.0;0.0;3.0;17.0;0.0;0.0;37.0;0.0;0.0;27.0
2609;Totaal;Voorschoten;2017;68.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;65.0;0.0;46.0
2610;Totaal;Voorst;2012;58.0;16.0;0.0;6.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
2611;Totaal;Voorst;2013;106.0;2.0;0.0;9.0;12.0;2.0;56.0;3.0;22.0;0.0;0.0;21.0
2612;Totaal;Voorst;2014;76.0;2.0;6.0;0.0;8.0;1.0;7.0;51.0;1.0;0.0;0.0;21.0
2613;Totaal;Voorst;2015;15.0;1.0;2.0;0.0;6.0;4.0;2.0;0.0;0.0;0.0;0.0;15.0
2614;Totaal;Voorst;2016;134.0;9.0;4.0;2.0;10.0;38.0;0.0;27.0;22.0;22.0;0.0;27.0
2615;Totaal;Voorst;2017;36.0;0.0;13.0;17.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;13.0
2616;Totaal;Vught;2012;52.0;0.0;0.0;0.0;2.0;4.0;34.0;4.0;8.0;0.0;0.0;21.0
2617;Totaal;Vught;2013;20.0;0.0;0.0;1.0;0.0;0.0;5.0;5.0;0.0;9.0;0.0;40.0
2618;Totaal;Vught;2014;74.0;0.0;0.0;0.0;0.0;12.0;12.0;0.0;48.0;2.0;0.0;25.0
2619;Totaal;Vught;2015;85.0;0.0;0.0;10.0;56.0;0.0;17.0;2.0;0.0;0.0;0.0;16.0
2620;Totaal;Vught;2016;86.0;0.0;0.0;1.0;2.0;10.0;0.0;73.0;0.0;0.0;0.0;22.0
2621;Totaal;Vught;2017;64.0;0.0;0.0;7.0;0.0;2.0;0.0;44.0;6.0;5.0;0.0;25.0
2622;Totaal;Waalre;2012;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;22.0
2623;Totaal;Waalre;2013;110.0;0.0;0.0;0.0;0.0;0.0;19.0;89.0;2.0;0.0;0.0;24.0
2624;Totaal;Waalre;2014;51.0;0.0;0.0;48.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0
2625;Totaal;Waalre;2015;44.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;41.0;0.0;0.0;26.0
2626;Totaal;Waalre;2016;23.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;5.0;0.0;42.0
2627;Totaal;Waalre;2017;26.0;0.0;1.0;0.0;14.0;0.0;0.0;0.0;11.0;0.0;0.0;19.0
2628;Totaal;Waalwijk;2012;208.0;1.0;5.0;66.0;109.0;24.0;3.0;0.0;0.0;0.0;0.0;14.0
2629;Totaal;Waalwijk;2013;96.0;0.0;0.0;6.0;68.0;19.0;3.0;0.0;0.0;0.0;0.0;14.0
2630;Totaal;Waalwijk;2014;189.0;0.0;37.0;0.0;0.0;8.0;66.0;9.0;66.0;3.0;0.0;21.0
2631;Totaal;Waalwijk;2015;158.0;0.0;0.0;2.0;1.0;2.0;105.0;34.0;6.0;8.0;0.0;23.0
2632;Totaal;Waalwijk;2016;263.0;0.0;0.0;2.0;97.0;24.0;138.0;0.0;0.0;2.0;0.0;18.0
2633;Totaal;Waalwijk;2017;230.0;0.0;8.0;0.0;104.0;6.0;20.0;0.0;84.0;8.0;0.0;21.0
2634;Totaal;Waddinxveen;2012;51.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;46.0;0.0;0.0;26.0
2635;Totaal;Waddinxveen;2013;169.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;165.0;0.0;0.0;25.0
2636;Totaal;Waddinxveen;2014;78.0;0.0;0.0;0.0;0.0;5.0;45.0;0.0;27.0;1.0;0.0;23.0
2637;Totaal;Waddinxveen;2015;97.0;0.0;0.0;3.0;12.0;48.0;33.0;1.0;0.0;0.0;0.0;18.0
2638;Totaal;Waddinxveen;2016;84.0;0.0;0.0;14.0;21.0;0.0;49.0;0.0;0.0;0.0;0.0;17.0
2639;Totaal;Waddinxveen;2017;389.0;63.0;0.0;25.0;176.0;125.0;0.0;0.0;0.0;0.0;0.0;14.0
2640;Totaal;Wageningen;2012;317.0;0.0;0.0;0.0;270.0;0.0;8.0;26.0;13.0;0.0;0.0;15.0
2641;Totaal;Wageningen;2013;439.0;0.0;0.0;0.0;2.0;5.0;425.0;0.0;4.0;3.0;0.0;20.0
2642;Totaal;Wageningen;2014;203.0;0.0;0.0;85.0;43.0;47.0;0.0;0.0;0.0;28.0;0.0;18.0
2643;Totaal;Wageningen;2015;179.0;0.0;0.0;0.0;3.0;0.0;140.0;0.0;0.0;36.0;0.0;28.0
2644;Totaal;Wageningen;2016;536.0;0.0;0.0;77.0;456.0;3.0;0.0;0.0;0.0;0.0;0.0;14.0
