ID;Onderwijssoorten;RegioS;Geslacht;Perioden;AantalLeerlingenStudenten_1;AantalGeslaagdenAfgestudeerden_2;Gemeentecode_3;Landsdeel_4;Provinciecode_5;COROPcode_6;GrootstedelijkeAgglomeratie_7;Stadsgewest_8
0;0;Nederland;Totaal mannen en vrouwen;2000/'01;3619240.0;360260.0;    ; ;  ;  ;  ;  
1;0;Nederland;Totaal mannen en vrouwen;2001/'02;3658170.0;369350.0;    ; ;  ;  ;  ;  
2;0;Nederland;Totaal mannen en vrouwen;2002/'03;3693230.0;374790.0;    ; ;  ;  ;  ;  
3;0;Nederland;Totaal mannen en vrouwen;2003/'04;3727920.0;391690.0;    ; ;  ;  ;  ;  
4;0;Nederland;Totaal mannen en vrouwen;2004/'05;3763090.0;392640.0;    ; ;  ;  ;  ;  
5;0;Nederland;Totaal mannen en vrouwen;2005/'06;3759850.0;;    ; ;  ;  ;  ;  
6;0;Nederland;Mannen;2000/'01;1845940.0;180510.0;    ; ;  ;  ;  ;  
7;0;Nederland;Mannen;2001/'02;1862450.0;183370.0;    ; ;  ;  ;  ;  
8;0;Nederland;Mannen;2002/'03;1871220.0;184540.0;    ; ;  ;  ;  ;  
9;0;Nederland;Mannen;2003/'04;1888650.0;191780.0;    ; ;  ;  ;  ;  
10;0;Nederland;Mannen;2004/'05;1904860.0;192170.0;    ; ;  ;  ;  ;  
11;0;Nederland;Mannen;2005/'06;1905540.0;;    ; ;  ;  ;  ;  
12;0;Nederland;Vrouwen;2000/'01;1773310.0;179920.0;    ; ;  ;  ;  ;  
13;0;Nederland;Vrouwen;2001/'02;1795720.0;186080.0;    ; ;  ;  ;  ;  
14;0;Nederland;Vrouwen;2002/'03;1822010.0;190480.0;    ; ;  ;  ;  ;  
15;0;Nederland;Vrouwen;2003/'04;1839270.0;200050.0;    ; ;  ;  ;  ;  
16;0;Nederland;Vrouwen;2004/'05;1858230.0;200590.0;    ; ;  ;  ;  ;  
17;0;Nederland;Vrouwen;2005/'06;1854310.0;;    ; ;  ;  ;  ;  
18;0;Aa en Hunze;Totaal mannen en vrouwen;2000/'01;2410.0;;1680;1;22;07;00;00
19;0;Aa en Hunze;Totaal mannen en vrouwen;2001/'02;2400.0;;1680;1;22;07;00;00
20;0;Aa en Hunze;Totaal mannen en vrouwen;2002/'03;2400.0;;1680;1;22;07;00;00
21;0;Aa en Hunze;Totaal mannen en vrouwen;2003/'04;2390.0;;1680;1;22;07;00;00
22;0;Aa en Hunze;Totaal mannen en vrouwen;2004/'05;2400.0;;1680;1;22;07;00;00
23;0;Aa en Hunze;Totaal mannen en vrouwen;2005/'06;2480.0;;1680;1;22;07;00;00
24;0;Aa en Hunze;Mannen;2000/'01;1280.0;;1680;1;22;07;00;00
25;0;Aa en Hunze;Mannen;2001/'02;1250.0;;1680;1;22;07;00;00
26;0;Aa en Hunze;Mannen;2002/'03;1230.0;;1680;1;22;07;00;00
27;0;Aa en Hunze;Mannen;2003/'04;1230.0;;1680;1;22;07;00;00
28;0;Aa en Hunze;Mannen;2004/'05;1260.0;;1680;1;22;07;00;00
29;0;Aa en Hunze;Mannen;2005/'06;1300.0;;1680;1;22;07;00;00
30;0;Aa en Hunze;Vrouwen;2000/'01;1140.0;;1680;1;22;07;00;00
31;0;Aa en Hunze;Vrouwen;2001/'02;1150.0;;1680;1;22;07;00;00
32;0;Aa en Hunze;Vrouwen;2002/'03;1170.0;;1680;1;22;07;00;00
33;0;Aa en Hunze;Vrouwen;2003/'04;1150.0;;1680;1;22;07;00;00
34;0;Aa en Hunze;Vrouwen;2004/'05;1140.0;;1680;1;22;07;00;00
35;0;Aa en Hunze;Vrouwen;2005/'06;1180.0;;1680;1;22;07;00;00
36;0;Aalburg;Totaal mannen en vrouwen;2000/'01;1260.0;;0738;4;30;34;00;00
37;0;Aalburg;Totaal mannen en vrouwen;2001/'02;1260.0;;0738;4;30;34;00;00
38;0;Aalburg;Totaal mannen en vrouwen;2002/'03;1280.0;;0738;4;30;34;00;00
39;0;Aalburg;Totaal mannen en vrouwen;2003/'04;1310.0;;0738;4;30;34;00;00
40;0;Aalburg;Totaal mannen en vrouwen;2004/'05;1320.0;;0738;4;30;34;00;00
41;0;Aalburg;Totaal mannen en vrouwen;2005/'06;1300.0;;0738;4;30;34;00;00
42;0;Aalburg;Mannen;2000/'01;650.0;;0738;4;30;34;00;00
43;0;Aalburg;Mannen;2001/'02;640.0;;0738;4;30;34;00;00
44;0;Aalburg;Mannen;2002/'03;650.0;;0738;4;30;34;00;00
45;0;Aalburg;Mannen;2003/'04;670.0;;0738;4;30;34;00;00
46;0;Aalburg;Mannen;2004/'05;670.0;;0738;4;30;34;00;00
47;0;Aalburg;Mannen;2005/'06;670.0;;0738;4;30;34;00;00
48;0;Aalburg;Vrouwen;2000/'01;610.0;;0738;4;30;34;00;00
49;0;Aalburg;Vrouwen;2001/'02;620.0;;0738;4;30;34;00;00
50;0;Aalburg;Vrouwen;2002/'03;640.0;;0738;4;30;34;00;00
51;0;Aalburg;Vrouwen;2003/'04;630.0;;0738;4;30;34;00;00
52;0;Aalburg;Vrouwen;2004/'05;650.0;;0738;4;30;34;00;00
53;0;Aalburg;Vrouwen;2005/'06;630.0;;0738;4;30;34;00;00
54;0;Aalsmeer;Totaal mannen en vrouwen;2000/'01;3060.0;290.0;0358;3;27;23;00;00
55;0;Aalsmeer;Totaal mannen en vrouwen;2001/'02;2280.0;;0358;3;27;23;00;00
56;0;Aalsmeer;Totaal mannen en vrouwen;2002/'03;2270.0;;0358;3;27;23;00;00
57;0;Aalsmeer;Totaal mannen en vrouwen;2003/'04;2300.0;;0358;3;27;23;00;00
58;0;Aalsmeer;Totaal mannen en vrouwen;2004/'05;2280.0;;0358;3;27;23;00;00
59;0;Aalsmeer;Totaal mannen en vrouwen;2005/'06;2350.0;;0358;3;27;23;00;00
60;0;Aalsmeer;Mannen;2000/'01;1650.0;170.0;0358;3;27;23;00;00
61;0;Aalsmeer;Mannen;2001/'02;1190.0;;0358;3;27;23;00;00
62;0;Aalsmeer;Mannen;2002/'03;1180.0;;0358;3;27;23;00;00
63;0;Aalsmeer;Mannen;2003/'04;1170.0;;0358;3;27;23;00;00
64;0;Aalsmeer;Mannen;2004/'05;1160.0;;0358;3;27;23;00;00
65;0;Aalsmeer;Mannen;2005/'06;1190.0;;0358;3;27;23;00;00
66;0;Aalsmeer;Vrouwen;2000/'01;1420.0;120.0;0358;3;27;23;00;00
67;0;Aalsmeer;Vrouwen;2001/'02;1090.0;;0358;3;27;23;00;00
68;0;Aalsmeer;Vrouwen;2002/'03;1090.0;;0358;3;27;23;00;00
69;0;Aalsmeer;Vrouwen;2003/'04;1130.0;;0358;3;27;23;00;00
70;0;Aalsmeer;Vrouwen;2004/'05;1120.0;;0358;3;27;23;00;00
71;0;Aalsmeer;Vrouwen;2005/'06;1170.0;;0358;3;27;23;00;00
72;0;Ter Aar;Totaal mannen en vrouwen;2000/'01;1030.0;;0480;3;28;28;00;00
73;0;Ter Aar;Totaal mannen en vrouwen;2001/'02;1000.0;;0480;3;28;28;00;00
74;0;Ter Aar;Totaal mannen en vrouwen;2002/'03;1000.0;;0480;3;28;28;00;00
75;0;Ter Aar;Totaal mannen en vrouwen;2003/'04;920.0;;0480;3;28;28;00;00
76;0;Ter Aar;Totaal mannen en vrouwen;2004/'05;880.0;;0480;3;28;28;00;00
77;0;Ter Aar;Totaal mannen en vrouwen;2005/'06;860.0;;0480;3;28;28;00;00
78;0;Ter Aar;Mannen;2000/'01;540.0;;0480;3;28;28;00;00
79;0;Ter Aar;Mannen;2001/'02;520.0;;0480;3;28;28;00;00
80;0;Ter Aar;Mannen;2002/'03;520.0;;0480;3;28;28;00;00
81;0;Ter Aar;Mannen;2003/'04;470.0;;0480;3;28;28;00;00
82;0;Ter Aar;Mannen;2004/'05;460.0;;0480;3;28;28;00;00
