ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
641;15 jaar tot AOW-leeftijd;Eindhoven;156930;7580;48.5;2120;23.0;1580;17.0;850.0;9.0;1000.0;520.0;15.5;660.0;9.0;66.5;1450.0;9.0
642;15 jaar tot AOW-leeftijd;Elburg;14430;270;18.5;120;35.0;90;26.0;60.0;16.0;150.0;70.0;38.5;90.0;34.5;61.0;150.0;10.5
643;15 jaar tot AOW-leeftijd;Emmen;68770;3980;58.0;1120;22.0;1010;20.0;570.0;11.5;1790.0;560.0;19.0;1460.0;36.5;81.5;1180.0;17.0
644;15 jaar tot AOW-leeftijd;Enkhuizen;11900;380;32.0;120;23.5;120;23.5;70.0;14.0;160.0;80.0;31.0;130.0;34.5;81.5;80.0;6.5
645;15 jaar tot AOW-leeftijd;Enschede;107300;7830;73.0;2120;21.5;1970;20.0;960.0;9.5;3230.0;780.0;17.0;2700.0;34.5;83.5;1330.0;12.5
646;15 jaar tot AOW-leeftijd;Epe;19980;460;23.0;160;25.5;130;22.0;70.0;11.0;310.0;90.0;13.0;230.0;50.0;73.5;220.0;11.0
647;15 jaar tot AOW-leeftijd;Ermelo;16690;360;21.5;110;22.0;120;24.5;70.0;14.0;140.0;50.0;21.0;100.0;27.0;69.5;160.0;9.5
648;15 jaar tot AOW-leeftijd;Etten-Leur;27680;760;27.5;250;25.5;210;21.5;120.0;12.0;160.0;60.0;12.5;110.0;15.0;72.0;280.0;10.0
649;15 jaar tot AOW-leeftijd;Ferwerderadiel;5470;220;40.0;80;28.5;50;19.0;20.0;7.5;50.0;10.0;10.0;40.0;19.0;77.5;50.0;9.0
650;15 jaar tot AOW-leeftijd;Franekeradeel;12810;580;45.0;190;26.0;130;18.0;60.0;9.0;380.0;100.0;17.5;310.0;54.0;83.5;160.0;12.5
651;15 jaar tot AOW-leeftijd;De Fryske Marren;32050;1040;32.5;370;27.5;280;20.5;160.0;11.5;560.0;140.0;13.5;450.0;43.0;80.5;170.0;5.0
652;15 jaar tot AOW-leeftijd;Geertruidenberg;13900;360;25.5;100;22.0;80;18.0;50.0;12.0;300.0;80.0;23.5;210.0;57.5;69.0;100.0;7.0
653;15 jaar tot AOW-leeftijd;Geldermalsen;17070;280;16.5;90;24.0;70;19.5;50.0;13.5;150.0;40.0;19.5;100.0;36.5;71.0;100.0;6.0
654;15 jaar tot AOW-leeftijd;Geldrop-Mierlo;24940;800;32.0;240;24.5;200;20.0;100.0;9.5;90.0;40.0;10.5;80.0;9.5;87.0;210.0;8.5
655;15 jaar tot AOW-leeftijd;Gemert-Bakel;19780;430;21.5;140;25.5;110;20.0;60.0;10.5;30.0;40.0;23.5;20.0;4.5;62.5;230.0;11.5
656;15 jaar tot AOW-leeftijd;Gennep;10880;330;30.5;100;25.0;70;17.0;40.0;10.0;80.0;30.0;25.5;70.0;20.0;78.5;230.0;21.5
657;15 jaar tot AOW-leeftijd;Giessenlanden;9330;130;13.5;50;30.5;40;22.5;20.0;12.0;90.0;20.0;16.5;70.0;55.0;81.0;30.0;3.0
658;15 jaar tot AOW-leeftijd;Gilze en Rijen;16880;510;30.0;180;28.0;110;17.0;50.0;8.0;440.0;80.0;13.0;370.0;73.5;84.0;90.0;5.0
659;15 jaar tot AOW-leeftijd;Goeree-Overflakkee;30750;500;16.0;200;31.0;140;21.5;80.0;12.5;90.0;40.0;16.0;60.0;13.0;75.5;250.0;8.0
660;15 jaar tot AOW-leeftijd;Goes;23590;790;33.5;270;25.0;250;24.0;120.0;11.5;550.0;160.0;19.5;440.0;56.0;80.0;290.0;12.5
661;15 jaar tot AOW-leeftijd;Goirle;14520;320;22.0;100;24.0;110;25.5;70.0;16.0;170.0;50.0;23.5;110.0;36.0;65.5;130.0;9.0
662;15 jaar tot AOW-leeftijd;Gooise Meren;34360;900;26.5;240;21.5;200;17.5;90.0;8.5;100.0;60.0;23.0;80.0;8.5;76.0;90.0;2.5
663;15 jaar tot AOW-leeftijd;Gorinchem;23650;890;37.5;330;29.0;210;18.5;120.0;10.5;460.0;120.0;19.5;380.0;43.0;83.5;300.0;12.5
664;15 jaar tot AOW-leeftijd;Gouda;46780;1990;42.5;590;24.0;480;19.5;240.0;9.5;550.0;200.0;19.0;360.0;18.0;64.5;480.0;10.5
665;15 jaar tot AOW-leeftijd;Grave;8000;160;19.5;110;41.5;60;23.0;40.0;13.5;40.0;30.0;28.5;30.0;18.5;67.5;90.0;11.0
666;15 jaar tot AOW-leeftijd;'s-Gravenhage (gemeente);361350;27550;76.5;7150;21.0;6130;18.0;3130.0;9.0;10780.0;2420.0;12.5;8540.0;31.0;79.0;1890.0;5.0
667;15 jaar tot AOW-leeftijd;Groningen (gemeente);153320;11040;72.0;3020;22.0;2630;19.0;1470.0;10.5;2160.0;660.0;18.0;1630.0;14.5;75.0;1160.0;7.5
668;15 jaar tot AOW-leeftijd;Grootegast;7880;190;23.5;60;26.5;50;20.5;30.0;12.5;100.0;30.0;18.0;80.0;44.5;79.0;90.0;11.0
669;15 jaar tot AOW-leeftijd;Gulpen-Wittem;9060;170;19.0;100;37.0;40;15.5;20.0;6.5;120.0;10.0;9.0;90.0;50.5;71.5;110.0;11.5
670;15 jaar tot AOW-leeftijd;Haaksbergen;15130;410;27.0;160;29.0;140;24.0;70.0;12.0;120.0;50.0;27.5;80.0;20.5;67.5;120.0;8.0
671;15 jaar tot AOW-leeftijd;Haaren;8940;100;11.5;60;40.5;40;26.5;20.0;13.5;40.0;20.0;33.0;30.0;25.0;65.0;80.0;9.0
672;15 jaar tot AOW-leeftijd;Haarlem;106230;3880;36.5;1020;21.5;790;16.5;390.0;8.5;;;;;;;680.0;6.5
673;15 jaar tot AOW-leeftijd;Haarlemmerliede en Spaarnwoude;3820;60;15.5;10;10.5;20;21.0;10.0;13.0;60.0;10.0;12.0;50.0;83.5;80.5;10.0;2.0
674;15 jaar tot AOW-leeftijd;Haarlemmermeer;97090;2140;22.0;800;30.0;450;17.0;240.0;9.0;790.0;130.0;15.5;530.0;24.5;67.5;300.0;3.0
675;15 jaar tot AOW-leeftijd;Halderberge;18740;500;27.0;170;25.0;130;20.5;60.0;10.0;90.0;40.0;10.5;80.0;15.5;83.5;250.0;13.0
676;15 jaar tot AOW-leeftijd;Hardenberg;38880;940;24.5;360;29.0;290;23.0;150.0;12.0;720.0;130.0;13.5;560.0;59.5;77.5;420.0;11.0
677;15 jaar tot AOW-leeftijd;Harderwijk;30060;1000;33.5;340;26.0;280;22.0;150.0;11.5;320.0;110.0;19.5;240.0;23.5;74.0;220.0;7.5
678;15 jaar tot AOW-leeftijd;Hardinxveld-Giessendam;11210;200;17.5;70;32.0;40;19.0;20.0;9.5;130.0;40.0;22.5;110.0;56.5;89.5;50.0;4.5
679;15 jaar tot AOW-leeftijd;Haren;11250;290;26.0;150;35.5;90;21.5;60.0;14.0;270.0;110.0;31.0;220.0;73.5;79.5;40.0;4.0
680;15 jaar tot AOW-leeftijd;Harlingen;9740;610;62.0;150;20.5;110;14.5;70.0;9.5;310.0;100.0;16.5;260.0;43.5;85.0;90.0;9.5
681;15 jaar tot AOW-leeftijd;Hattem;7350;140;19.5;60;33.0;40;20.5;10.0;7.5;180.0;30.0;11.0;130.0;88.5;72.0;40.0;6.0
682;15 jaar tot AOW-leeftijd;Heemskerk;25090;950;37.5;260;21.5;250;20.5;130.0;10.5;630.0;110.0;12.5;570.0;60.0;90.0;170.0;7.0
683;15 jaar tot AOW-leeftijd;Heemstede;15210;280;18.0;90;27.0;60;18.0;40.0;10.5;290.0;60.0;15.0;240.0;87.5;83.0;70.0;4.5
684;15 jaar tot AOW-leeftijd;Heerde;11510;210;18.0;80;30.0;40;15.5;20.0;9.0;190.0;30.0;13.5;150.0;70.5;77.0;100.0;9.0
685;15 jaar tot AOW-leeftijd;Heerenveen;31750;1510;47.5;500;25.5;420;21.5;250.0;13.0;260.0;130.0;33.0;170.0;11.0;64.0;390.0;12.0
686;15 jaar tot AOW-leeftijd;Heerhugowaard;35620;890;25.0;360;30.5;240;20.5;160.0;13.5;340.0;170.0;23.5;240.0;27.5;71.5;190.0;5.5
687;15 jaar tot AOW-leeftijd;Heerlen;57450;4870;85.0;1460;23.0;1340;21.0;660.0;10.5;2140.0;520.0;18.5;1620.0;33.5;76.0;1290.0;22.5
688;15 jaar tot AOW-leeftijd;Heeze-Leende;9890;130;13.5;50;28.5;40;22.5;30.0;15.0;40.0;20.0;31.0;20.0;17.5;65.5;60.0;5.5
689;15 jaar tot AOW-leeftijd;Heiloo;13450;270;20.5;70;21.5;60;18.5;30.0;8.0;160.0;30.0;14.0;110.0;40.5;69.0;50.0;3.5
690;15 jaar tot AOW-leeftijd;Den Helder;36190;1910;53.0;530;22.0;390;16.5;210.0;9.0;560.0;110.0;16.5;400.0;21.0;71.5;290.0;8.0
691;15 jaar tot AOW-leeftijd;Hellendoorn;22530;490;21.5;140;22.5;100;17.0;50.0;9.0;420.0;110.0;22.5;280.0;57.5;67.5;180.0;8.0
692;15 jaar tot AOW-leeftijd;Hellevoetsluis;25350;920;36.5;270;23.0;240;21.0;130.0;11.0;750.0;130.0;14.5;540.0;58.5;71.5;90.0;3.5
693;15 jaar tot AOW-leeftijd;Helmond;60190;2930;48.5;830;22.0;810;21.5;410.0;11.0;400.0;280.0;18.5;260.0;9.0;64.0;870.0;14.5
694;15 jaar tot AOW-leeftijd;Hendrik-Ido-Ambacht;18890;370;19.5;100;24.0;80;18.5;40.0;10.5;70.0;20.0;14.0;40.0;12.0;65.5;40.0;2.0
695;15 jaar tot AOW-leeftijd;Hengelo (O.);52590;2600;49.5;930;27.5;740;21.5;400.0;11.5;640.0;150.0;16.5;400.0;15.0;61.5;530.0;10.0
696;15 jaar tot AOW-leeftijd;'s-Hertogenbosch;102670;4240;41.0;1250;23.0;1110;20.5;600.0;11.0;1970.0;440.0;12.5;1570.0;37.0;79.5;1040.0;10.0
697;15 jaar tot AOW-leeftijd;Heumen;10370;290;28.0;130;36.5;70;19.0;30.0;8.0;20.0;10.0;13.0;20.0;6.5;82.5;80.0;7.0
698;15 jaar tot AOW-leeftijd;Heusden;28220;630;22.5;200;25.0;180;22.0;100.0;12.0;150.0;50.0;21.0;80.0;13.0;53.5;210.0;7.5
699;15 jaar tot AOW-leeftijd;Hillegom;13690;260;19.0;80;25.5;70;20.5;40.0;11.0;40.0;30.0;29.0;30.0;9.5;66.0;80.0;6.0
700;15 jaar tot AOW-leeftijd;Hilvarenbeek;9760;130;13.5;50;28.0;40;22.5;30.0;15.5;20.0;0.0;;10.0;10.5;66.5;80.0;8.0
701;15 jaar tot AOW-leeftijd;Hilversum;57410;2190;38.0;610;22.5;500;18.5;260.0;9.5;960.0;300.0;20.0;810.0;37.0;84.5;340.0;6.0
702;15 jaar tot AOW-leeftijd;Hof van Twente;21340;470;22.0;140;23.5;120;20.0;70.0;11.5;380.0;70.0;14.5;300.0;63.0;77.5;120.0;5.5
703;15 jaar tot AOW-leeftijd;Hollands Kroon;30680;610;20.0;200;24.5;180;22.5;110.0;13.5;150.0;60.0;27.0;130.0;21.0;86.0;140.0;4.5
704;15 jaar tot AOW-leeftijd;Hoogeveen;34700;1420;41.0;570;28.5;440;22.5;230.0;12.0;1470.0;330.0;16.0;1230.0;87.0;84.0;650.0;18.5
705;15 jaar tot AOW-leeftijd;Hoogezand-Sappemeer;21680;1410;65.0;490;26.5;420;23.0;210.0;11.5;1420.0;260.0;14.5;1240.0;87.5;87.0;340.0;15.5
706;15 jaar tot AOW-leeftijd;Hoorn;47540;1810;38.0;550;24.0;440;19.5;260.0;11.5;950.0;340.0;24.0;710.0;39.0;74.0;280.0;6.0
707;15 jaar tot AOW-leeftijd;Horst aan de Maas;27530;440;16.0;160;27.5;120;20.0;70.0;11.0;300.0;110.0;28.5;190.0;44.0;64.0;230.0;8.5
708;15 jaar tot AOW-leeftijd;Houten;33110;620;18.5;220;29.0;150;19.5;70.0;9.5;350.0;90.0;16.5;310.0;49.5;88.5;90.0;2.5
709;15 jaar tot AOW-leeftijd;Huizen;26160;900;34.5;240;22.5;170;16.0;110.0;10.0;540.0;100.0;13.5;420.0;46.5;77.5;110.0;4.0
710;15 jaar tot AOW-leeftijd;Hulst;17390;320;18.5;120;27.0;100;22.5;50.0;10.5;300.0;50.0;12.5;240.0;76.5;82.5;190.0;11.0
711;15 jaar tot AOW-leeftijd;IJsselstein;22580;590;26.5;210;27.0;170;22.0;80.0;10.0;270.0;100.0;21.5;210.0;35.0;77.5;110.0;5.0
712;15 jaar tot AOW-leeftijd;Kaag en Braassem;17120;290;17.0;100;29.0;60;17.5;40.0;11.5;90.0;20.0;14.5;70.0;22.5;75.0;60.0;3.5
713;15 jaar tot AOW-leeftijd;Kampen;33660;950;28.0;340;28.5;230;19.5;140.0;11.5;150.0;80.0;32.5;100.0;11.0;68.5;260.0;8.0
714;15 jaar tot AOW-leeftijd;Kapelle;7900;100;12.5;40;31.0;40;31.0;20.0;12.5;70.0;20.0;14.0;60.0;62.0;84.5;30.0;4.0
715;15 jaar tot AOW-leeftijd;Katwijk;41680;960;23.0;340;26.5;260;20.5;130.0;10.0;530.0;110.0;14.0;400.0;42.0;75.5;290.0;7.0
716;15 jaar tot AOW-leeftijd;Kerkrade;29510;2030;68.5;470;18.5;510;20.0;240.0;9.5;560.0;150.0;15.0;410.0;20.0;72.0;940.0;32.0
717;15 jaar tot AOW-leeftijd;Koggenland;14520;210;14.5;80;31.5;50;19.5;30.0;11.0;110.0;30.0;21.0;90.0;42.5;84.0;40.0;2.5
718;15 jaar tot AOW-leeftijd;Kollumerland en Nieuwkruisland;8260;340;41.5;130;28.0;100;22.0;40.0;9.0;50.0;10.0;18.5;30.0;9.5;66.0;120.0;14.5
719;15 jaar tot AOW-leeftijd;Korendijk;6920;80;11.5;20;20.0;20;19.0;10.0;6.5;100.0;20.0;13.5;60.0;76.5;64.5;20.0;3.5
720;15 jaar tot AOW-leeftijd;Krimpen aan den IJssel;17360;550;31.5;200;28.5;130;19.5;70.0;10.0;320.0;60.0;13.5;240.0;44.5;76.0;110.0;6.0
721;15 jaar tot AOW-leeftijd;Krimpenerwaard;34980;730;21.0;240;26.0;200;22.0;110.0;12.5;270.0;70.0;18.0;180.0;25.0;67.0;150.0;4.5
722;15 jaar tot AOW-leeftijd;Laarbeek;13960;240;17.5;80;27.0;60;21.5;40.0;11.5;30.0;20.0;20.5;20.0;8.5;81.0;130.0;9.0
723;15 jaar tot AOW-leeftijd;Landerd;9820;160;16.5;80;38.5;30;16.0;20.0;8.0;60.0;20.0;23.5;40.0;23.5;59.5;110.0;11.0
724;15 jaar tot AOW-leeftijd;Landgraaf;24200;1200;49.5;370;24.0;330;21.5;140.0;9.0;370.0;120.0;19.0;300.0;25.5;81.0;510.0;21.0
725;15 jaar tot AOW-leeftijd;Landsmeer;7180;120;16.0;50;28.5;50;28.5;30.0;16.0;20.0;10.0;26.0;10.0;11.0;68.5;10.0;1.5
726;15 jaar tot AOW-leeftijd;Langedijk;17780;330;18.5;110;27.5;80;20.5;50.0;13.0;120.0;70.0;33.5;90.0;26.5;75.5;70.0;4.0
727;15 jaar tot AOW-leeftijd;Lansingerland;38580;700;18.0;220;26.5;160;19.5;90.0;10.0;440.0;50.0;10.5;350.0;50.5;81.0;50.0;1.0
728;15 jaar tot AOW-leeftijd;Laren (NH.);5990;110;17.5;40;29.5;30;23.0;20.0;13.5;70.0;20.0;20.5;60.0;53.0;75.5;20.0;2.5
729;15 jaar tot AOW-leeftijd;Leek;12320;410;33.0;170;29.5;140;25.5;70.0;11.5;200.0;80.0;17.5;140.0;33.5;69.5;160.0;12.5
730;15 jaar tot AOW-leeftijd;Leerdam;13330;430;32.0;130;24.0;90;17.0;50.0;9.0;260.0;50.0;16.0;240.0;56.0;91.0;110.0;8.0
731;15 jaar tot AOW-leeftijd;Leeuwarden;74000;6130;83.0;1980;25.5;1520;19.5;760.0;10.0;1230.0;320.0;16.5;950.0;15.5;78.0;620.0;8.5
732;15 jaar tot AOW-leeftijd;Leeuwarderadeel;6370;180;28.0;70;30.0;40;20.5;20.0;10.5;110.0;30.0;16.0;90.0;52.5;87.0;40.0;5.5
733;15 jaar tot AOW-leeftijd;Leiden;89810;3760;42.0;1100;23.0;930;19.5;440.0;9.0;1060.0;560.0;28.5;830.0;22.0;77.5;760.0;8.5
734;15 jaar tot AOW-leeftijd;Leiderdorp;16960;450;26.5;140;25.5;100;17.5;40.0;7.0;130.0;60.0;26.0;100.0;22.0;78.5;130.0;7.5
735;15 jaar tot AOW-leeftijd;Leidschendam-Voorburg;46130;2060;44.5;630;24.5;490;19.0;250.0;9.5;1540.0;290.0;12.0;1200.0;58.0;78.0;160.0;3.5
736;15 jaar tot AOW-leeftijd;Lelystad;50540;2550;50.5;800;24.5;660;20.5;330.0;10.0;990.0;240.0;17.0;670.0;26.0;67.5;310.0;6.0
737;15 jaar tot AOW-leeftijd;Leudal;23120;450;19.5;220;34.0;140;22.0;80.0;12.0;120.0;30.0;20.5;90.0;19.5;72.0;190.0;8.5
738;15 jaar tot AOW-leeftijd;Leusden;18820;340;18.0;140;34.0;70;18.5;30.0;8.0;120.0;40.0;16.5;90.0;26.5;72.0;80.0;4.5
739;15 jaar tot AOW-leeftijd;Lingewaal;7210;120;17.0;40;28.0;20;15.0;10.0;7.5;90.0;10.0;13.0;60.0;51.5;75.5;20.0;3.0
740;15 jaar tot AOW-leeftijd;Lingewaard;29570;530;18.0;200;29.0;130;18.5;60.0;8.5;230.0;50.0;17.5;170.0;32.0;75.0;220.0;7.5
741;15 jaar tot AOW-leeftijd;Lisse;14400;280;19.0;100;28.0;60;17.5;30.0;8.5;30.0;20.0;19.0;10.0;5.0;54.0;80.0;6.0
742;15 jaar tot AOW-leeftijd;Littenseradiel;6870;150;22.0;60;28.5;40;20.0;20.0;9.5;60.0;10.0;16.5;50.0;31.5;76.0;30.0;5.0
743;15 jaar tot AOW-leeftijd;Lochem;19890;490;24.5;140;24.0;90;15.5;50.0;8.5;240.0;60.0;17.0;180.0;36.5;74.5;120.0;6.0
744;15 jaar tot AOW-leeftijd;Loon op Zand;14790;300;20.0;130;33.0;100;24.5;50.0;13.0;80.0;40.0;30.0;50.0;15.5;59.5;160.0;11.0
745;15 jaar tot AOW-leeftijd;Lopik;9470;140;15.0;40;23.0;30;19.0;20.0;10.0;80.0;20.0;15.5;60.0;42.0;77.5;30.0;3.5
746;15 jaar tot AOW-leeftijd;Loppersum;6330;240;38.0;90;25.0;100;28.0;40.0;11.5;70.0;20.0;13.0;60.0;23.0;81.0;60.0;9.0
747;15 jaar tot AOW-leeftijd;Losser;14150;430;30.0;130;23.5;130;22.5;70.0;11.5;90.0;30.0;24.0;70.0;17.0;81.0;170.0;12.0
748;15 jaar tot AOW-leeftijd;Maasdriel;15970;250;15.5;100;30.0;70;21.0;40.0;11.5;120.0;10.0;9.0;110.0;44.0;89.5;110.0;7.0
749;15 jaar tot AOW-leeftijd;Maasgouw;15180;330;22.0;110;25.0;90;20.0;40.0;9.0;140.0;30.0;22.0;90.0;27.5;67.5;120.0;8.0
750;15 jaar tot AOW-leeftijd;Maassluis;20290;1030;51.0;250;20.0;180;14.5;90.0;7.0;460.0;80.0;14.0;390.0;38.0;84.5;210.0;10.5
751;15 jaar tot AOW-leeftijd;Maastricht;85270;4130;48.5;1060;20.5;970;18.5;470.0;9.0;1850.0;350.0;14.5;1440.0;35.0;78.0;960.0;11.5
752;15 jaar tot AOW-leeftijd;De Marne;6280;300;47.0;110;27.5;80;21.5;40.0;11.5;290.0;50.0;13.5;240.0;79.5;82.5;80.0;12.0
753;15 jaar tot AOW-leeftijd;Marum;6910;180;26.5;70;29.0;60;24.0;30.0;12.5;90.0;30.0;18.5;70.0;38.0;81.5;70.0;9.5
754;15 jaar tot AOW-leeftijd;Medemblik;28190;550;19.5;210;30.0;140;19.0;80.0;10.5;290.0;90.0;21.0;230.0;41.0;80.0;110.0;4.0
755;15 jaar tot AOW-leeftijd;Meerssen;11850;260;22.0;90;28.0;60;18.5;30.0;10.0;140.0;30.0;13.0;100.0;39.0;73.5;80.0;6.5
756;15 jaar tot AOW-leeftijd;Menameradiel;8510;230;27.5;80;26.5;50;16.0;20.0;7.5;160.0;30.0;13.0;130.0;56.0;84.0;50.0;6.0
757;15 jaar tot AOW-leeftijd;Menterwolde;8060;380;47.5;120;25.0;100;21.0;60.0;12.0;210.0;30.0;13.5;120.0;31.0;56.0;140.0;16.5
758;15 jaar tot AOW-leeftijd;Meppel;21270;790;37.0;290;28.5;210;20.5;130.0;13.0;700.0;190.0;20.5;560.0;70.5;80.0;330.0;15.5
759;15 jaar tot AOW-leeftijd;Middelburg (Z.);30300;1540;50.5;450;23.0;300;15.5;170.0;9.0;90.0;60.0;29.0;60.0;4.0;63.0;300.0;10.0
760;15 jaar tot AOW-leeftijd;Midden-Delfland;12450;140;11.5;60;30.0;50;25.5;20.0;12.0;40.0;10.0;17.5;20.0;16.0;64.0;30.0;2.5
761;15 jaar tot AOW-leeftijd;Midden-Drenthe;21120;520;24.5;260;32.5;200;24.5;130.0;16.0;340.0;130.0;25.5;260.0;51.0;77.0;190.0;9.0
762;15 jaar tot AOW-leeftijd;Mill en Sint Hubert;7070;130;18.0;40;26.5;30;22.0;20.0;12.0;20.0;20.0;28.5;10.0;10.0;59.0;130.0;18.0
763;15 jaar tot AOW-leeftijd;Moerdijk;23680;560;23.5;190;27.5;120;17.5;70.0;10.5;100.0;40.0;18.5;70.0;12.5;71.5;140.0;5.5
764;15 jaar tot AOW-leeftijd;Molenwaard;18410;260;14.0;100;30.5;70;23.5;40.0;12.5;200.0;50.0;20.0;160.0;64.0;83.5;50.0;2.5
765;15 jaar tot AOW-leeftijd;Montferland;22600;520;23.0;180;23.5;240;31.5;120.0;16.0;290.0;80.0;16.5;210.0;40.0;72.0;240.0;11.0
766;15 jaar tot AOW-leeftijd;Montfoort;8790;120;14.0;30;22.5;30;23.5;20.0;13.0;70.0;20.0;18.5;50.0;42.5;81.5;20.0;2.5
767;15 jaar tot AOW-leeftijd;Mook en Middelaar;4780;110;22.0;40;27.0;30;21.5;10.0;8.5;10.0;0.0;;0.0;;;30.0;7.0
768;15 jaar tot AOW-leeftijd;Neder-Betuwe;14750;310;20.5;100;25.5;90;22.0;50.0;12.5;80.0;30.0;18.0;60.0;21.0;78.0;70.0;4.5
769;15 jaar tot AOW-leeftijd;Nederweert;10950;170;15.5;60;28.5;60;24.5;30.0;14.0;30.0;10.0;23.5;20.0;13.5;67.5;130.0;12.0
770;15 jaar tot AOW-leeftijd;Neerijnen;7940;150;18.5;30;19.0;40;20.0;20.0;12.0;40.0;10.0;17.5;20.0;16.0;66.5;50.0;6.0
771;15 jaar tot AOW-leeftijd;Nieuwegein;40920;1410;34.5;450;25.0;360;20.0;200.0;11.0;680.0;190.0;16.5;550.0;39.0;80.5;170.0;4.0
772;15 jaar tot AOW-leeftijd;Nieuwkoop;18210;300;16.0;130;34.0;90;23.5;50.0;13.0;90.0;30.0;21.0;70.0;22.0;76.5;60.0;3.5
773;15 jaar tot AOW-leeftijd;Nijkerk;26510;470;18.0;210;36.0;100;17.5;60.0;10.5;120.0;40.0;25.5;100.0;20.5;78.0;110.0;4.0
774;15 jaar tot AOW-leeftijd;Nijmegen;124080;7810;63.0;2230;23.5;1620;17.0;860.0;9.0;770.0;300.0;18.0;380.0;5.0;49.0;1120.0;9.0
775;15 jaar tot AOW-leeftijd;Nissewaard;57000;2410;42.5;660;22.0;590;19.5;330.0;11.0;760.0;260.0;26.0;540.0;22.5;72.0;320.0;5.5
776;15 jaar tot AOW-leeftijd;Noord-Beveland;4510;110;25.0;60;35.5;40;25.0;20.0;15.5;90.0;20.0;16.0;60.0;56.5;74.0;20.0;4.5
777;15 jaar tot AOW-leeftijd;Noordenveld;19450;660;34.0;440;43.5;150;15.0;90.0;8.5;300.0;100.0;15.5;220.0;34.0;74.5;160.0;8.5
778;15 jaar tot AOW-leeftijd;Noordoostpolder;30180;1040;34.5;440;31.0;280;19.5;150.0;10.5;850.0;220.0;19.0;670.0;64.5;79.0;230.0;7.5
779;15 jaar tot AOW-leeftijd;Noordwijk;16700;300;18.0;120;29.5;90;22.0;50.0;12.5;30.0;30.0;31.0;20.0;7.5;67.5;90.0;5.0
780;15 jaar tot AOW-leeftijd;Noordwijkerhout;10580;190;18.0;60;26.5;40;17.5;30.0;10.5;20.0;10.0;33.5;10.0;5.5;64.5;50.0;5.0
781;15 jaar tot AOW-leeftijd;Nuenen, Gerwen en Nederwetten;13870;410;29.5;100;19.0;90;18.5;60.0;11.0;80.0;20.0;12.5;60.0;14.0;69.0;70.0;5.0
782;15 jaar tot AOW-leeftijd;Nunspeet;16850;310;18.5;120;29.0;100;23.0;60.0;13.5;360.0;80.0;16.5;290.0;93.5;81.0;140.0;8.5
783;15 jaar tot AOW-leeftijd;Nuth;9460;220;23.0;70;24.0;70;25.0;40.0;13.5;210.0;50.0;16.5;170.0;78.5;83.0;120.0;12.5
784;15 jaar tot AOW-leeftijd;Oegstgeest;14740;330;22.5;110;29.5;60;15.0;30.0;9.0;120.0;20.0;17.0;90.0;26.0;73.5;50.0;3.5
785;15 jaar tot AOW-leeftijd;Oirschot;12070;150;12.5;90;38.0;70;28.5;30.0;13.5;130.0;20.0;16.0;90.0;57.0;67.5;130.0;10.5
786;15 jaar tot AOW-leeftijd;Oisterwijk;16180;270;17.0;130;31.5;110;25.5;60.0;15.5;280.0;70.0;18.0;190.0;69.0;67.5;180.0;11.0
787;15 jaar tot AOW-leeftijd;Oldambt;23990;1600;66.5;500;24.5;420;20.5;220.0;10.5;1350.0;250.0;13.0;1170.0;73.0;86.5;660.0;27.5
788;15 jaar tot AOW-leeftijd;Oldebroek;15010;300;20.5;130;36.0;60;16.0;30.0;9.0;260.0;50.0;14.0;200.0;65.0;75.5;110.0;7.5
789;15 jaar tot AOW-leeftijd;Oldenzaal;19820;620;31.5;170;21.5;170;21.5;90.0;11.5;390.0;120.0;22.5;320.0;52.0;81.5;320.0;16.0
790;15 jaar tot AOW-leeftijd;Olst-Wijhe;11520;230;19.5;80;28.5;50;18.0;30.0;11.0;40.0;20.0;7.0;30.0;14.5;75.0;100.0;8.5
791;15 jaar tot AOW-leeftijd;Ommen;10940;240;21.5;130;36.5;80;24.0;50.0;13.0;170.0;40.0;19.0;110.0;47.5;67.5;140.0;13.0
792;15 jaar tot AOW-leeftijd;Onderbanken;5140;170;33.0;70;30.0;60;25.5;30.0;12.0;40.0;20.0;27.5;20.0;13.0;59.5;90.0;17.0
793;15 jaar tot AOW-leeftijd;Oost Gelre;19050;380;20.0;100;22.5;80;18.5;50.0;10.5;410.0;80.0;15.5;330.0;85.5;79.0;300.0;16.0
794;15 jaar tot AOW-leeftijd;Oosterhout;34800;1130;32.5;320;22.0;300;21.0;150.0;10.0;430.0;110.0;17.0;240.0;21.0;56.0;270.0;7.5
795;15 jaar tot AOW-leeftijd;Ooststellingwerf;16040;650;40.0;220;25.5;180;21.0;100.0;12.0;450.0;140.0;24.0;370.0;56.5;81.0;170.0;10.5
796;15 jaar tot AOW-leeftijd;Oostzaan;6230;110;17.5;30;21.0;20;18.0;10.0;7.5;20.0;10.0;23.0;20.0;15.5;74.0;10.0;1.5
