ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
284;301;310;1991-1992;0.3;-10.0;-2.6;0.3;7.1;34.0;17;100.0;43.0
285;301;310;1991-1993;0.4;-8.0;-1.8;0.4;6.7;24.0;17;100.0;40.0
286;301;310;1992-1993;0.4;-12.0;-2.3;0.4;7.4;35.0;17;100.0;42.0
287;301;310;1993-1994;-1.0;-12.0;-3.6;-1.0;7.4;36.0;17;100.0;56.0
288;301;310;1993-1995;-0.2;-8.0;-2.3;-0.2;7.0;25.0;17;100.0;52.0
289;301;310;1994-1995;0.6;-11.0;-2.6;0.6;8.3;36.0;17;100.0;43.0
290;301;310;1995-1996;0.9;-10.0;-1.7;0.9;9.2;38.0;18;100.0;38.0
291;301;310;1995-1997;1.3;-6.0;-1.0;1.3;8.0;25.0;17;100.0;33.0
292;301;310;1996-1997;1.6;-11.0;-1.9;1.6;9.8;37.0;18;100.0;35.0
293;301;310;1997-1998;3.3;-9.0;-0.5;3.3;10.9;40.0;18;100.0;27.0
294;301;310;1997-1999;2.3;-6.0;-0.3;2.3;9.2;26.0;18;100.0;27.0
295;301;310;1998-1999;1.0;-11.0;-1.6;1.0;10.7;40.0;19;100.0;33.0
296;301;310;1999-2000;1.1;-10.0;-1.3;1.1;11.9;38.0;19;100.0;32.0
297;301;301;1977-1979;1.5;-5.0;-0.3;1.5;3.8;8.0;7;;26.0
298;301;301;1979-1981;-1.9;-8.0;-4.1;-1.9;0.0;5.0;8;;75.0
299;301;301;1981-1983;-2.5;-9.0;-4.7;-2.5;-0.2;4.0;8;89.0;76.0
300;301;301;1983-1985;-2.0;-9.0;-4.0;-2.0;1.1;6.0;9;80.0;68.0
301;301;301;1984-1985;-0.3;-10.0;-3.7;-0.3;5.8;17.0;12;;52.0
302;301;301;1985-1986;1.8;-10.0;-1.4;1.8;6.3;17.0;12;;36.0
303;301;301;1985-1987;1.2;-6.0;-1.1;1.2;5.6;11.0;11;;33.0
304;301;301;1986-1987;1.5;-8.0;-2.0;1.5;7.5;20.0;12;;35.0
305;301;301;1987-1988;0.3;-10.0;-2.1;0.3;6.0;20.0;12;88.0;46.0
306;301;301;1987-1989;1.1;-5.0;-0.7;1.1;5.5;13.0;11;83.0;35.0
307;301;301;1988-1989;1.3;-8.0;-0.3;1.3;7.6;22.0;12;88.0;27.0
308;301;301;1989-1990;1.6;-9.0;-1.4;1.6;8.3;23.0;12;89.0;32.0
309;301;301;1989-1991;0.6;-5.0;-1.2;0.6;4.8;13.0;12;80.0;39.0
310;301;301;1990-1991;-0.6;-9.0;-2.4;-0.6;5.0;18.0;14;83.0;56.0
311;301;301;1991-1992;0.2;-10.0;-2.6;0.2;4.2;18.0;15;89.0;45.0
312;301;301;1991-1993;0.2;-7.0;-1.9;0.2;3.2;12.0;13;80.0;43.0
313;301;301;1992-1993;0.2;-11.0;-2.3;0.2;4.3;16.0;15;87.0;45.0
314;301;301;1993-1994;-1.3;-11.0;-3.6;-1.3;4.0;16.0;15;86.0;61.0
315;301;301;1993-1995;-0.5;-7.0;-2.4;-0.5;2.9;11.0;13;79.0;59.0
316;301;301;1994-1995;0.3;-10.0;-2.8;0.3;4.9;18.0;15;87.0;46.0
317;301;301;1995-1996;0.6;-9.0;-1.8;0.6;5.4;18.0;15;86.0;40.0
318;301;301;1995-1997;0.9;-6.0;-1.2;0.9;4.3;12.0;14;80.0;35.0
319;301;301;1996-1997;1.3;-10.0;-2.0;1.3;6.6;20.0;16;88.0;36.0
320;301;301;1997-1998;2.9;-8.0;-0.7;2.9;7.2;22.0;16;88.0;28.0
321;301;301;1997-1999;1.9;-5.0;-0.5;1.9;5.0;14.0;15;81.0;28.0
322;301;301;1998-1999;0.8;-10.0;-1.8;0.8;6.5;22.0;16;88.0;35.0
323;301;301;1999-2000;0.9;-9.0;-1.4;0.9;8.8;25.0;17;90.0;33.0
324;301;302;1977-1979;14.5;-16.0;-5.2;14.5;35.8;56.0;2;;30.0
325;301;302;1979-1981;7.2;-21.0;-7.4;7.2;22.0;46.0;2;;33.0
326;301;302;1981-1983;2.9;-22.0;-15.7;2.9;22.2;33.0;1;11.0;48.0
327;301;302;1983-1985;15.1;-11.0;2.3;15.1;25.2;38.0;2;20.0;19.0
328;301;302;1984-1985;27.5;-23.0;-6.4;27.5;62.4;94.0;2;;30.0
329;301;302;1985-1986;34.0;-5.0;5.7;34.0;63.6;139.0;2;;19.0
330;301;302;1985-1987;17.0;-10.0;3.5;17.0;29.6;43.0;3;;22.0
331;301;302;1986-1987;32.7;-32.0;-2.8;32.7;55.8;86.0;2;;25.0
332;301;302;1987-1988;32.1;-20.0;5.3;32.1;67.7;113.0;2;12.0;22.0
333;301;302;1987-1989;19.4;-8.0;5.0;19.4;33.5;49.0;2;17.0;18.0
334;301;302;1988-1989;37.9;-18.0;10.7;37.9;69.3;102.0;2;12.0;19.0
335;301;302;1989-1990;35.0;-22.0;1.8;35.0;71.1;120.0;2;11.0;24.0
336;301;302;1989-1991;18.8;-10.0;3.3;18.8;34.0;54.0;3;20.0;21.0
337;301;302;1990-1991;34.0;-23.0;4.5;34.0;72.6;121.0;3;17.0;22.0
338;301;302;1991-1992;34.3;-23.0;1.2;34.3;75.0;130.0;2;11.0;24.0
339;301;302;1991-1993;16.3;-15.0;-0.6;16.3;31.6;52.0;3;20.0;26.0
340;301;302;1992-1993;34.1;-26.0;-0.7;34.1;69.0;119.0;2;13.0;25.0
341;301;302;1993-1994;33.2;-24.0;0.5;33.2;70.1;122.0;2;14.0;25.0
342;301;302;1993-1995;17.3;-14.0;1.3;17.3;34.4;55.0;4;21.0;23.0
343;301;302;1994-1995;36.6;-24.0;5.1;36.6;74.0;136.0;2;13.0;23.0
344;301;302;1995-1996;35.9;-19.0;6.6;35.9;72.0;121.0;2;14.0;20.0
345;301;302;1995-1997;18.3;-11.0;3.2;18.3;32.6;50.0;3;20.0;21.0
346;301;302;1996-1997;37.2;-21.0;2.4;37.2;75.2;132.0;2;12.0;23.0
347;301;302;1997-1998;39.7;-16.0;8.0;39.7;76.9;135.0;2;12.0;19.0
348;301;302;1997-1999;19.0;-9.0;4.9;19.0;34.8;56.0;3;19.0;19.0
349;301;302;1998-1999;38.7;-20.0;10.0;38.7;75.6;132.0;2;12.0;19.0
350;301;302;1999-2000;37.0;-23.0;2.5;37.0;74.3;130.0;2;10.0;23.0
351;301;303;1977-1979;;;;;;;0;;
352;301;303;1979-1981;;;;;;;0;;
353;301;303;1981-1983;-4.2;-30.0;-18.3;-4.2;9.0;21.0;0;3.0;55.0
354;301;303;1983-1985;0.5;-19.0;-10.8;0.5;17.2;32.0;0;3.0;48.0
355;301;303;1984-1985;;;;;;;0;;
356;301;303;1985-1986;;;;;;;0;;
357;301;303;1985-1987;;;;;;;1;;
358;301;303;1986-1987;;;;;;;0;;
359;301;303;1987-1988;-7.9;-35.0;-26.2;-7.9;56.8;138.0;0;2.0;52.0
360;301;303;1987-1989;3.1;-22.0;-14.6;3.1;18.4;27.0;0;3.0;49.0
361;301;303;1988-1989;-4.7;-37.0;-25.2;-4.7;22.7;40.0;0;2.0;55.0
362;301;303;1989-1990;-8.3;-39.0;-25.7;-8.3;24.5;75.0;0;2.0;59.0
363;301;303;1989-1991;-0.1;-20.0;-11.6;-0.1;13.8;31.0;1;4.0;51.0
364;301;303;1990-1991;-4.4;-41.0;-24.5;-4.4;35.1;82.0;1;3.0;54.0
365;301;303;1991-1992;-7.0;-38.0;-23.4;-7.0;25.5;59.0;0;2.0;60.0
366;301;303;1991-1993;-2.4;-23.0;-14.4;-2.4;17.8;34.0;1;5.0;54.0
367;301;303;1992-1993;-6.8;-40.0;-28.7;-6.8;36.3;78.0;0;3.0;56.0
368;301;303;1993-1994;-5.6;-40.0;-24.4;-5.6;23.7;66.0;0;3.0;56.0
369;301;303;1993-1995;-2.9;-22.0;-14.0;-2.9;12.2;28.0;1;4.0;56.0
370;301;303;1994-1995;-13.1;-39.0;-27.6;-13.1;26.1;64.0;0;2.0;60.0
371;301;303;1995-1996;3.2;-35.0;-18.0;3.2;31.4;78.0;0;2.0;48.0
372;301;303;1995-1997;0.8;-19.0;-10.5;0.8;15.7;31.0;1;4.0;48.0
373;301;303;1996-1997;-9.7;-37.0;-23.3;-9.7;21.6;75.0;0;2.0;61.0
374;301;303;1997-1998;4.0;-34.0;-17.4;4.0;29.8;69.0;0;2.0;46.0
375;301;303;1997-1999;1.4;-18.0;-10.5;1.4;15.5;31.0;1;4.0;46.0
376;301;303;1998-1999;1.1;-35.0;-21.9;1.1;39.8;99.0;0;2.0;50.0
377;301;303;1999-2000;-2.8;-34.0;-21.4;-2.8;36.5;104.0;0;2.0;55.0
378;301;304;1977-1979;;;;;;;0;;
379;301;304;1979-1981;;;;;;;0;;
380;301;304;1981-1983;;;;;;;0;0.0;
381;301;304;1983-1985;;;;;;;0;1.0;
382;301;304;1984-1985;;;;;;;0;;
383;301;304;1985-1986;;;;;;;0;;
384;301;304;1985-1987;;;;;;;0;;
385;301;304;1986-1987;;;;;;;0;;
386;301;304;1987-1988;;;;;;;0;0.0;
387;301;304;1987-1989;;;;;;;0;1.0;
388;301;304;1988-1989;;;;;;;0;0.0;
389;301;304;1989-1990;-16.1;-30.0;-24.8;-16.1;-0.9;10.0;0;0.0;77.0
390;301;304;1989-1991;-7.9;-15.0;-11.8;-7.9;-0.2;8.0;0;1.0;76.0
391;301;304;1990-1991;-17.9;-32.0;-23.2;-17.9;-8.4;1.0;0;1.0;87.0
392;301;304;1991-1992;-18.5;-34.0;-25.8;-18.5;-4.1;21.0;0;0.0;86.0
393;301;304;1991-1993;-8.6;-23.0;-15.1;-8.6;-1.1;10.0;0;1.0;78.0
394;301;304;1992-1993;-20.7;-43.0;-29.9;-20.7;-15.2;-2.0;0;1.0;95.0
395;301;304;1993-1994;-21.5;-40.0;-28.0;-21.5;-5.6;5.0;0;1.0;83.0
396;301;304;1993-1995;-9.3;-21.0;-14.8;-9.3;-3.1;5.0;0;1.0;84.0
397;301;304;1994-1995;-20.6;-37.0;-26.8;-20.6;-13.0;10.0;0;0.0;90.0
398;301;304;1995-1996;-13.4;-26.0;-18.6;-13.4;1.0;16.0;0;0.0;72.0
399;301;304;1995-1997;-3.3;-16.0;-9.1;-3.3;3.1;10.0;0;1.0;61.0
400;301;304;1996-1997;-14.8;-32.0;-25.2;-14.8;-4.2;3.0;0;0.0;78.0
401;301;304;1997-1998;-9.4;-35.0;-22.0;-9.4;0.3;19.0;0;0.0;73.0
402;301;304;1997-1999;-6.5;-16.0;-13.4;-6.5;6.3;17.0;0;1.0;66.0
403;301;304;1998-1999;-16.9;-31.0;-24.6;-16.9;-7.9;20.0;0;0.0;82.0
404;301;304;1999-2000;-15.7;-33.0;-23.0;-15.7;-5.4;1.0;0;0.0;87.0
405;301;305;1977-1979;;;;;;;0;;
406;301;305;1979-1981;;;;;;;0;;
407;301;305;1981-1983;-4.2;-30.0;-16.9;-4.2;13.7;30.0;0;1.0;50.0
408;301;305;1983-1985;10.1;-13.0;-8.3;10.1;16.3;27.0;0;2.0;42.0
409;301;305;1984-1985;;;;;;;0;;
410;301;305;1985-1986;;;;;;;0;;
411;301;305;1985-1987;;;;;;;0;;
412;301;305;1986-1987;;;;;;;0;;
413;301;305;1987-1988;;;;;;;0;1.0;
414;301;305;1987-1989;4.6;-21.0;-14.5;4.6;18.3;26.0;0;2.0;39.0
415;301;305;1988-1989;-0.1;-38.0;-27.8;-0.1;23.5;39.0;0;1.0;51.0
416;301;305;1989-1990;-8.2;-40.0;-26.8;-8.2;30.7;71.0;0;1.0;59.0
417;301;305;1989-1991;0.8;-22.0;-12.9;0.8;14.2;31.0;0;3.0;49.0
418;301;305;1990-1991;2.2;-45.0;-30.0;2.2;36.6;77.0;0;2.0;49.0
419;301;305;1991-1992;-8.1;-43.0;-24.3;-8.1;26.2;60.0;0;1.0;59.0
420;301;305;1991-1993;0.0;-23.0;-14.5;0.0;18.9;32.0;0;3.0;50.0
421;301;305;1992-1993;2.4;-40.0;-30.5;2.4;41.2;72.0;0;2.0;47.0
422;301;305;1993-1994;-4.4;-42.0;-23.9;-4.4;20.3;46.0;0;1.0;55.0
423;301;305;1993-1995;-0.8;-23.0;-14.3;-0.8;12.7;27.0;0;3.0;52.0
424;301;305;1994-1995;-8.6;-41.0;-29.4;-8.6;29.0;59.0;0;1.0;56.0
425;301;305;1995-1996;3.8;-37.0;-21.4;3.8;30.2;73.0;0;1.0;47.0
426;301;305;1995-1997;-0.1;-20.0;-11.6;-0.1;14.7;29.0;0;3.0;50.0
427;301;305;1996-1997;-10.7;-43.0;-24.6;-10.7;21.6;52.0;0;1.0;62.0
428;301;305;1997-1998;6.2;-35.0;-17.2;6.2;26.9;57.0;0;1.0;44.0
429;301;305;1997-1999;1.8;-19.0;-9.5;1.8;14.2;29.0;0;2.0;44.0
430;301;305;1998-1999;2.2;-37.0;-22.8;2.2;29.4;63.0;0;1.0;47.0
431;301;305;1999-2000;-0.5;-36.0;-25.0;-0.5;38.2;88.0;0;1.0;51.0
432;301;306;1977-1979;;;;;;;0;;
433;301;306;1979-1981;;;;;;;0;;
434;301;306;1981-1983;;;;;;;0;1.0;
435;301;306;1983-1985;;;;;;;0;1.0;
436;301;306;1984-1985;;;;;;;0;;
437;301;306;1985-1986;;;;;;;0;;
438;301;306;1985-1987;;;;;;;0;;
439;301;306;1986-1987;;;;;;;0;;
440;301;306;1987-1988;;;;;;;0;1.0;
441;301;306;1987-1989;;;;;;;0;1.0;
442;301;306;1988-1989;;;;;;;0;0.0;
443;301;306;1989-1990;;;;;;;0;0.0;
444;301;306;1989-1991;15.9;-3.0;2.8;15.9;36.4;55.0;0;1.0;16.0
445;301;306;1990-1991;41.0;-20.0;-0.1;41.0;94.3;147.0;0;1.0;29.0
446;301;306;1991-1992;;;;;;;0;0.0;
447;301;306;1991-1993;16.7;-21.0;-4.4;16.7;36.6;54.0;0;1.0;30.0
448;301;306;1992-1993;25.3;-35.0;-9.5;25.3;79.6;137.0;0;1.0;30.0
449;301;306;1993-1994;55.4;-18.0;15.1;55.4;105.6;140.0;0;1.0;19.0
450;301;306;1993-1995;13.3;-16.0;-5.8;13.3;35.9;59.0;0;1.0;32.0
451;301;306;1994-1995;44.6;-15.0;9.6;44.6;108.4;215.0;0;0.0;15.0
452;301;306;1995-1996;36.6;-3.0;15.7;36.6;86.7;180.0;0;0.0;13.0
453;301;306;1995-1997;19.4;-7.0;6.1;19.4;36.0;59.0;0;1.0;14.0
454;301;306;1996-1997;42.2;-16.0;-0.2;42.2;102.5;189.0;0;0.0;26.0
455;301;306;1997-1998;59.4;-15.0;7.6;59.4;152.5;255.0;0;0.0;21.0
456;301;306;1997-1999;22.2;-14.0;2.0;22.2;40.4;59.0;0;1.0;21.0
457;301;306;1998-1999;62.2;-10.0;17.8;62.2;146.2;201.0;0;0.0;14.0
458;301;306;1999-2000;34.8;-17.0;-5.5;34.8;111.4;179.0;0;0.0;32.0
459;301;307;1977-1979;21.2;-10.0;8.1;21.2;38.6;55.0;1;;18.0
460;301;307;1979-1981;9.3;-21.0;-4.6;9.3;22.7;46.0;2;;32.0
461;301;307;1981-1983;5.4;-20.0;-15.0;5.4;25.4;35.0;1;8.0;45.0
462;301;307;1983-1985;16.1;-2.0;5.2;16.1;25.8;38.0;2;16.0;13.0
463;301;307;1984-1985;33.9;-19.0;7.4;33.9;66.9;96.0;1;;23.0
464;301;307;1985-1986;42.5;-5.0;6.0;42.5;66.1;164.0;2;;18.0
465;301;307;1985-1987;21.0;-12.0;6.5;21.0;32.1;45.0;2;;17.0
466;301;307;1986-1987;33.3;-32.0;-2.9;33.3;59.8;85.0;1;;26.0
467;301;307;1987-1988;36.2;-11.0;12.6;36.2;69.5;111.0;1;10.0;16.0
468;301;307;1987-1989;22.2;-2.0;8.9;22.2;35.8;49.0;2;13.0;11.0
469;301;307;1988-1989;45.7;-6.0;19.3;45.7;75.4;112.0;1;10.0;12.0
470;301;307;1989-1990;40.8;-12.0;10.3;40.8;76.4;127.0;1;9.0;17.0
471;301;307;1989-1991;21.9;-3.0;9.1;21.9;37.0;58.0;2;16.0;14.0
472;301;307;1990-1991;39.1;-14.0;13.2;39.1;78.0;125.0;2;14.0;16.0
473;301;307;1991-1992;41.5;-13.0;12.1;41.5;82.8;139.0;2;9.0;17.0
474;301;307;1991-1993;19.5;-9.0;5.3;19.5;35.2;56.0;3;15.0;18.0
475;301;307;1992-1993;40.0;-17.0;8.2;40.0;74.0;127.0;2;11.0;19.0
476;301;307;1993-1994;39.2;-15.0;11.0;39.2;77.0;129.0;2;12.0;19.0
477;301;307;1993-1995;20.8;-8.0;7.3;20.8;37.7;59.0;3;17.0;16.0
478;301;307;1994-1995;42.2;-12.0;13.2;42.2;80.5;144.0;2;11.0;16.0
479;301;307;1995-1996;41.6;-12.0;16.0;41.6;77.6;127.0;2;11.0;15.0
480;301;307;1995-1997;20.9;-6.0;8.1;20.9;35.5;54.0;3;16.0;15.0
481;301;307;1996-1997;43.8;-12.0;16.0;43.8;81.5;138.0;2;10.0;16.0
482;301;307;1997-1998;45.6;-9.0;16.1;45.6;84.0;142.0;2;9.0;14.0
483;301;307;1997-1999;22.1;-3.0;9.5;22.1;37.9;59.0;3;15.0;13.0
484;301;307;1998-1999;42.9;-10.0;17.5;42.9;81.1;136.0;2;10.0;14.0
485;301;307;1999-2000;42.8;-16.0;14.1;42.8;77.7;134.0;2;8.0;17.0
486;301;308;1977-1979;21.8;-8.0;8.1;21.8;41.1;56.0;1;;17.0
487;301;308;1979-1981;10.3;-20.0;-1.7;10.3;22.2;45.0;1;;30.0
488;301;308;1981-1983;-7.0;-22.0;-15.7;-7.0;21.3;33.0;1;6.0;54.0
489;301;308;1983-1985;16.5;-2.0;5.4;16.5;25.7;36.0;2;15.0;12.0
490;301;308;1984-1985;32.9;-19.0;-1.3;32.9;66.4;94.0;1;;25.0
491;301;308;1985-1986;38.2;-5.0;6.0;38.2;57.8;100.0;1;;19.0
492;301;308;1985-1987;18.6;-13.0;5.2;18.6;28.0;40.0;2;;18.0
493;301;308;1986-1987;32.8;-34.0;-3.0;32.8;49.4;85.0;1;;27.0
494;301;308;1987-1988;30.7;-15.0;10.1;30.7;61.1;98.0;1;9.0;18.0
495;301;308;1987-1989;21.1;-2.0;8.7;21.1;34.0;47.0;2;12.0;12.0
496;301;308;1988-1989;44.1;-5.0;19.2;44.1;73.6;104.0;1;9.0;11.0
497;301;308;1989-1990;39.7;-12.0;10.0;39.7;72.0;115.0;1;8.0;17.0
498;301;308;1989-1991;21.6;-3.0;8.9;21.6;35.7;54.0;2;15.0;14.0
499;301;308;1990-1991;37.8;-15.0;12.0;37.8;73.6;116.0;2;12.0;17.0
500;301;308;1991-1992;39.3;-14.0;11.2;39.3;77.9;130.0;1;8.0;17.0
501;301;308;1991-1993;18.5;-9.0;4.8;18.5;33.1;53.0;2;13.0;19.0
502;301;308;1992-1993;38.1;-18.0;7.2;38.1;70.0;119.0;2;9.0;19.0
503;301;308;1993-1994;37.7;-16.0;10.3;37.7;73.0;119.0;2;10.0;19.0
504;301;308;1993-1995;20.1;-8.0;7.1;20.1;36.1;56.0;2;15.0;16.0
505;301;308;1994-1995;39.4;-15.0;11.5;39.4;72.8;128.0;2;9.0;17.0
506;301;308;1995-1996;40.4;-13.0;15.6;40.4;73.2;120.0;2;10.0;16.0
507;301;308;1995-1997;20.5;-6.0;7.9;20.5;34.3;52.0;3;14.0;15.0
508;301;308;1996-1997;42.9;-12.0;16.0;42.9;77.6;133.0;2;9.0;16.0
509;301;308;1997-1998;42.4;-11.0;14.5;42.4;77.2;129.0;2;8.0;15.0
510;301;308;1997-1999;21.6;-3.0;9.1;21.6;36.8;58.0;2;14.0;13.0
511;301;308;1998-1999;41.4;-10.0;16.6;41.4;76.1;123.0;2;9.0;14.0
512;301;308;1999-2000;39.3;-17.0;11.8;39.3;70.6;114.0;1;7.0;18.0
513;301;309;1977-1979;;;;;;;0;;
514;301;309;1979-1981;;;;;;;0;;
515;301;309;1981-1983;25.9;-1.0;13.9;25.9;32.1;34.0;0;1.0;11.0
516;301;309;1983-1985;6.4;-15.0;-1.3;6.4;36.7;49.0;0;1.0;25.0
517;301;309;1984-1985;;;;;;;0;;
518;301;309;1985-1986;;;;;;;0;;
519;301;309;1985-1987;;;;;;;0;;
520;301;309;1986-1987;;;;;;;0;;
521;301;309;1987-1988;;;;;;;0;1.0;
522;301;309;1987-1989;;;;;;;0;2.0;
523;301;309;1988-1989;60.8;-12.0;22.0;60.8;95.8;186.0;0;1.0;16.0
524;301;309;1989-1990;53.7;-20.0;12.3;53.7;132.8;199.0;0;1.0;16.0
525;301;309;1989-1991;28.3;-1.0;12.2;28.3;60.1;85.0;0;2.0;13.0
526;301;309;1990-1991;63.3;-1.0;23.6;63.3;127.4;200.0;0;2.0;10.0
527;301;309;1991-1992;79.9;-2.0;28.3;79.9;138.3;236.0;0;1.0;12.0
528;301;309;1991-1993;33.4;-1.0;15.1;33.4;55.7;92.0;0;2.0;11.0
529;301;309;1992-1993;70.2;-8.0;25.4;70.2;121.5;248.0;0;1.0;12.0
530;301;309;1993-1994;58.5;-13.0;23.7;58.5;136.8;219.0;0;1.0;18.0
531;301;309;1993-1995;28.9;-8.0;11.5;28.9;55.8;81.0;0;2.0;15.0
532;301;309;1994-1995;82.3;-2.0;37.9;82.3;153.8;238.0;0;1.0;11.0
533;301;309;1995-1996;68.7;-7.0;21.4;68.7;129.0;232.0;0;1.0;13.0
534;301;309;1995-1997;29.8;-5.0;9.9;29.8;49.4;76.0;0;2.0;14.0
535;301;309;1996-1997;75.4;-11.0;15.0;75.4;129.1;200.0;0;1.0;18.0
536;301;309;1997-1998;87.7;18.0;56.4;87.7;148.7;217.0;0;1.0;4.0
537;301;309;1997-1999;28.9;1.0;13.8;28.9;51.3;75.0;0;2.0;10.0
538;301;309;1998-1999;75.3;-2.0;30.8;75.3;170.3;236.0;0;1.0;11.0
539;301;309;1999-2000;98.8;12.0;60.3;98.8;169.2;261.0;0;1.0;8.0
540;302;310;1977-1979;2.3;-12.0;-2.4;2.3;8.8;19.0;91;100.0;35.0
541;302;310;1979-1981;-2.1;-18.0;-7.4;-2.1;3.1;12.0;91;100.0;63.0
542;302;310;1981-1983;-2.3;-17.0;-7.4;-2.3;3.0;13.0;91;100.0;62.0
543;302;310;1983-1985;-0.4;-15.0;-5.4;-0.4;5.0;15.0;89;100.0;53.0
544;302;310;1984-1985;1.8;-20.0;-5.0;1.8;10.0;24.0;86;100.0;42.0
545;302;310;1985-1986;4.7;-17.0;-2.5;4.7;12.7;28.0;86;100.0;32.0
546;302;310;1985-1987;4.5;-10.0;-0.7;4.5;10.5;19.0;86;100.0;27.0
547;302;310;1986-1987;4.2;-17.0;-3.0;4.2;13.4;28.0;87;100.0;32.0
548;302;310;1987-1988;1.7;-18.0;-4.9;1.7;9.7;23.0;87;100.0;41.0
549;302;310;1987-1989;2.3;-11.0;-2.4;2.3;8.1;16.0;87;100.0;35.0
550;302;310;1988-1989;2.8;-16.0;-3.3;2.8;10.8;25.0;87;100.0;35.0
551;302;310;1989-1990;4.0;-17.0;-3.3;4.0;12.3;26.0;86;100.0;33.0
552;302;310;1989-1991;2.5;-12.0;-2.5;2.5;8.5;17.0;85;100.0;35.0
553;302;310;1990-1991;0.9;-19.0;-5.3;0.9;8.3;21.0;83;100.0;45.0
554;302;310;1991-1992;0.7;-18.0;-5.2;0.7;7.7;20.0;83;100.0;45.0
555;302;310;1991-1993;0.9;-13.0;-4.0;0.9;6.0;13.0;83;100.0;42.0
556;302;310;1992-1993;1.2;-19.0;-5.4;1.2;7.7;19.0;83;100.0;42.0
557;302;310;1993-1994;0.3;-19.0;-6.1;0.3;7.5;19.0;83;100.0;49.0
558;302;310;1993-1995;0.6;-13.0;-4.1;0.6;5.8;14.0;83;100.0;45.0
559;302;310;1994-1995;1.2;-17.0;-5.1;1.2;8.7;22.0;83;100.0;42.0
560;302;310;1995-1996;1.4;-18.0;-5.0;1.4;8.4;21.0;82;100.0;41.0
561;302;310;1995-1997;1.3;-12.0;-3.6;1.3;6.7;14.0;83;100.0;40.0
562;302;310;1996-1997;1.5;-17.0;-5.0;1.5;9.5;22.0;82;100.0;42.0
563;302;310;1997-1998;2.7;-17.0;-4.1;2.7;10.0;23.0;82;100.0;37.0
564;302;310;1997-1999;1.8;-12.0;-3.2;1.8;7.4;15.0;82;100.0;38.0
565;302;310;1998-1999;1.3;-18.0;-5.3;1.3;9.5;23.0;81;100.0;42.0
566;302;310;1999-2000;2.3;-17.0;-4.2;2.3;11.1;25.0;81;100.0;39.0
567;302;301;1977-1979;-5.1;-31.0;-18.4;-5.1;7.1;16.0;3;3.0;61.0
568;302;301;1979-1981;-8.6;-31.0;-20.7;-8.6;4.8;19.0;3;4.0;65.0
569;302;301;1981-1983;-12.0;-30.0;-20.9;-12.0;3.1;14.0;2;3.0;67.0
570;302;301;1983-1985;-6.9;-27.0;-20.2;-6.9;8.5;25.0;5;5.0;60.0
571;302;301;1984-1985;-29.6;-57.0;-44.8;-29.6;-2.8;22.0;3;3.0;77.0
572;302;301;1985-1986;-24.0;-56.0;-39.2;-24.0;-0.5;27.0;2;2.0;78.0
573;302;301;1985-1987;-13.0;-31.0;-22.6;-13.0;1.9;12.0;4;5.0;71.0
574;302;301;1986-1987;-26.2;-55.0;-42.1;-26.2;-6.0;21.0;3;4.0;81.0
575;302;301;1987-1988;-21.3;-52.0;-38.9;-21.3;3.1;36.0;3;3.0;73.0
576;302;301;1987-1989;-9.1;-31.0;-20.5;-9.1;3.1;17.0;5;5.0;68.0
577;302;301;1988-1989;-22.3;-53.0;-39.3;-22.3;0.0;29.0;3;3.0;75.0
578;302;301;1989-1990;-23.0;-55.0;-40.6;-23.0;0.9;30.0;4;4.0;74.0
579;302;301;1989-1991;-10.1;-33.0;-22.2;-10.1;3.1;18.0;5;6.0;70.0
580;302;301;1990-1991;-24.8;-58.0;-42.7;-24.8;-0.8;31.0;3;3.0;76.0
581;302;301;1991-1992;-24.9;-57.0;-41.9;-24.9;-1.7;28.0;2;3.0;76.0
582;302;301;1991-1993;-12.0;-34.0;-23.2;-12.0;0.6;14.0;4;5.0;74.0
583;302;301;1992-1993;-26.8;-58.0;-43.3;-26.8;-6.1;20.0;3;3.0;80.0
584;302;301;1993-1994;-24.4;-56.0;-42.4;-24.4;-2.6;25.0;3;3.0;77.0
585;302;301;1993-1995;-11.2;-33.0;-22.8;-11.2;1.4;14.0;5;6.0;73.0
586;302;301;1994-1995;-23.9;-56.0;-42.9;-23.9;-1.2;31.0;3;4.0;76.0
587;302;301;1995-1996;-25.4;-56.0;-41.5;-25.4;-3.5;27.0;3;3.0;78.0
588;302;301;1995-1997;-10.5;-33.0;-21.9;-10.5;2.1;14.0;5;6.0;71.0
589;302;301;1996-1997;-23.3;-55.0;-41.9;-23.3;-0.4;30.0;3;3.0;75.0
590;302;301;1997-1998;-24.0;-56.0;-41.3;-24.0;-1.4;28.0;3;3.0;76.0
591;302;301;1997-1999;-10.0;-34.0;-22.4;-10.0;3.3;17.0;5;6.0;69.0
592;302;301;1998-1999;-24.0;-57.0;-42.5;-24.0;2.6;33.0;3;3.0;73.0
593;302;301;1999-2000;-23.8;-57.0;-41.8;-23.8;0.4;31.0;3;3.0;75.0
594;302;302;1977-1979;2.4;-11.0;-2.1;2.4;8.9;19.0;89;97.0;34.0
