ID;Bedrijfsgroep;Geslacht;Dienstvorm;Personen_1
625;X, 7. Turfstrooiselfabrieken;Vrouwen;Staat;0
626;X, 7. Turfstrooiselfabrieken;Vrouwen;Provincie;0
627;X, 7. Turfstrooiselfabrieken;Vrouwen;Gemeente;0
628;X, 7. Turfstrooiselfabrieken;Vrouwen;Waterschap;0
629;X, 7. Turfstrooiselfabrieken;Vrouwen;Particulier;13
630;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1311
631;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Staat;0
632;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Provincie;0
633;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Gemeente;34
634;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Waterschap;0
635;X, 10. Delverijen v. klei, zand en grind;Totaal mannen en vrouwen;Particulier;1277
636;X, 10. Delverijen v. klei, zand en grind;Mannen;Totaal van alle dienstvormen;1310
637;X, 10. Delverijen v. klei, zand en grind;Mannen;Staat;0
638;X, 10. Delverijen v. klei, zand en grind;Mannen;Provincie;0
639;X, 10. Delverijen v. klei, zand en grind;Mannen;Gemeente;34
640;X, 10. Delverijen v. klei, zand en grind;Mannen;Waterschap;0
641;X, 10. Delverijen v. klei, zand en grind;Mannen;Particulier;1276
642;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Totaal van alle dienstvormen;1
643;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Staat;0
644;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Provincie;0
645;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Gemeente;0
646;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Waterschap;0
647;X, 10. Delverijen v. klei, zand en grind;Vrouwen;Particulier;1
648;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Totaal van alle dienstvormen;8375
649;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Staat;16
650;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Provincie;0
651;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Gemeente;4
652;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Waterschap;0
653;XI-XIII, 6. IJzer- en metaalgieterijen;Totaal mannen en vrouwen;Particulier;8355
654;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Totaal van alle dienstvormen;8311
655;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Staat;16
656;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Provincie;0
657;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Gemeente;4
658;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Waterschap;0
659;XI-XIII, 6. IJzer- en metaalgieterijen;Mannen;Particulier;8291
660;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Totaal van alle dienstvormen;64
661;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Staat;0
662;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Provincie;0
663;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Gemeente;0
664;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Waterschap;0
665;XI-XIII, 6. IJzer- en metaalgieterijen;Vrouwen;Particulier;64
666;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Totaal van alle dienstvormen;3587
667;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Staat;2
668;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Provincie;0
669;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Gemeente;3
670;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Waterschap;0
671;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Particulier;3582
672;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Totaal van alle dienstvormen;3563
673;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Staat;2
674;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Provincie;0
675;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Gemeente;3
676;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Waterschap;0
677;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Particulier;3558
678;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Totaal van alle dienstvormen;24
679;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Staat;0
680;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Provincie;0
681;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Gemeente;0
682;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Waterschap;0
683;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Particulier;24
684;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1173
685;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Staat;13
686;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Provincie;0
687;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Gemeente;8
688;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Waterschap;0
689;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Particulier;1152
690;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Totaal van alle dienstvormen;1161
691;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Staat;13
692;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Provincie;0
693;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Gemeente;8
694;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Waterschap;0
695;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Particulier;1140
696;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Totaal van alle dienstvormen;12
697;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Staat;0
698;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Provincie;0
699;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Gemeente;0
700;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Waterschap;0
701;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Particulier;12
702;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;13846
703;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Staat;3
704;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Provincie;1
705;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Gemeente;123
706;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Waterschap;0
707;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Particulier;13719
708;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Totaal van alle dienstvormen;13695
709;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Staat;3
710;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Provincie;1
711;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Gemeente;123
712;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Waterschap;0
713;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Particulier;13568
714;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Totaal van alle dienstvormen;151
715;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Staat;0
716;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Provincie;0
717;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Gemeente;0
718;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Waterschap;0
719;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Particulier;151
720;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;27919
721;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Staat;10
722;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Provincie;0
723;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Gemeente;219
724;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Waterschap;0
725;XI-XIII, 16. Smederijen, enz.;Totaal mannen en vrouwen;Particulier;27690
726;XI-XIII, 16. Smederijen, enz.;Mannen;Totaal van alle dienstvormen;27794
727;XI-XIII, 16. Smederijen, enz.;Mannen;Staat;10
728;XI-XIII, 16. Smederijen, enz.;Mannen;Provincie;0
729;XI-XIII, 16. Smederijen, enz.;Mannen;Gemeente;219
730;XI-XIII, 16. Smederijen, enz.;Mannen;Waterschap;0
731;XI-XIII, 16. Smederijen, enz.;Mannen;Particulier;27565
732;XI-XIII, 16. Smederijen, enz.;Vrouwen;Totaal van alle dienstvormen;125
733;XI-XIII, 16. Smederijen, enz.;Vrouwen;Staat;0
734;XI-XIII, 16. Smederijen, enz.;Vrouwen;Provincie;0
735;XI-XIII, 16. Smederijen, enz.;Vrouwen;Gemeente;0
736;XI-XIII, 16. Smederijen, enz.;Vrouwen;Waterschap;0
737;XI-XIII, 16. Smederijen, enz.;Vrouwen;Particulier;125
738;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1200
739;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Staat;1
740;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Provincie;0
741;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Gemeente;0
742;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Waterschap;0
743;XI-XIII, 18. Galvaniseerinr., enz.;Totaal mannen en vrouwen;Particulier;1199
744;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Totaal van alle dienstvormen;1178
745;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Staat;1
746;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Provincie;0
747;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Gemeente;0
748;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Waterschap;0
749;XI-XIII, 18. Galvaniseerinr., enz.;Mannen;Particulier;1177
750;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Totaal van alle dienstvormen;22
751;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Staat;0
752;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Provincie;0
753;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Gemeente;0
754;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Waterschap;0
755;XI-XIII, 18. Galvaniseerinr., enz.;Vrouwen;Particulier;22
756;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;350
757;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Staat;1
758;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Provincie;0
759;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Gemeente;0
760;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Waterschap;0
761;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Particulier;349
762;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Totaal van alle dienstvormen;330
763;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Staat;1
764;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Provincie;0
765;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Gemeente;0
766;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Waterschap;0
767;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Particulier;329
768;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Totaal van alle dienstvormen;20
769;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Staat;0
770;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Provincie;0
771;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Gemeente;0
772;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Waterschap;0
773;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Particulier;20
774;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1127
775;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Staat;2
776;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Provincie;0
777;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Gemeente;0
778;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Waterschap;0
779;XI-XIII, 23. Schroeven-, bouten- en ...;Totaal mannen en vrouwen;Particulier;1125
780;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Totaal van alle dienstvormen;1035
781;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Staat;2
782;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Provincie;0
783;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Gemeente;0
784;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Waterschap;0
785;XI-XIII, 23. Schroeven-, bouten- en ...;Mannen;Particulier;1033
786;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Totaal van alle dienstvormen;92
787;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Staat;0
788;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Provincie;0
789;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Gemeente;0
790;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Waterschap;0
791;XI-XIII, 23. Schroeven-, bouten- en ...;Vrouwen;Particulier;92
792;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1997
793;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Staat;1
794;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Provincie;0
795;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Gemeente;0
796;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Waterschap;0
797;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Totaal mannen en vrouwen;Particulier;1996
798;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Totaal van alle dienstvormen;1914
799;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Staat;1
800;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Provincie;0
801;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Gemeente;0
802;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Waterschap;0
803;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Mannen;Particulier;1913
804;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Totaal van alle dienstvormen;83
805;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Staat;0
806;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Provincie;0
807;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Gemeente;0
808;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Waterschap;0
809;XI-XIII, 29. Gereedsch. en ijzerw.fabr.;Vrouwen;Particulier;83
810;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Totaal van alle dienstvormen;427
811;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Staat;1
812;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Provincie;0
813;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Gemeente;0
814;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Waterschap;0
815;XI-XIII, 31. Slotenfabrieken;Totaal mannen en vrouwen;Particulier;426
816;XI-XIII, 31. Slotenfabrieken;Mannen;Totaal van alle dienstvormen;395
817;XI-XIII, 31. Slotenfabrieken;Mannen;Staat;1
818;XI-XIII, 31. Slotenfabrieken;Mannen;Provincie;0
819;XI-XIII, 31. Slotenfabrieken;Mannen;Gemeente;0
820;XI-XIII, 31. Slotenfabrieken;Mannen;Waterschap;0
821;XI-XIII, 31. Slotenfabrieken;Mannen;Particulier;394
822;XI-XIII, 31. Slotenfabrieken;Vrouwen;Totaal van alle dienstvormen;32
823;XI-XIII, 31. Slotenfabrieken;Vrouwen;Staat;0
824;XI-XIII, 31. Slotenfabrieken;Vrouwen;Provincie;0
825;XI-XIII, 31. Slotenfabrieken;Vrouwen;Gemeente;0
826;XI-XIII, 31. Slotenfabrieken;Vrouwen;Waterschap;0
827;XI-XIII, 31. Slotenfabrieken;Vrouwen;Particulier;32
828;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Totaal van alle dienstvormen;2146
829;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Staat;1781
830;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Provincie;0
831;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Gemeente;0
832;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Waterschap;0
833;XI-XIII, 34. Wapen- en munitiefabrieken;Totaal mannen en vrouwen;Particulier;365
834;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Totaal van alle dienstvormen;2049
835;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Staat;1744
836;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Provincie;0
837;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Gemeente;0
838;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Waterschap;0
839;XI-XIII, 34. Wapen- en munitiefabrieken;Mannen;Particulier;305
840;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Totaal van alle dienstvormen;97
841;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Staat;37
842;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Provincie;0
843;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Gemeente;0
844;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Waterschap;0
845;XI-XIII, 34. Wapen- en munitiefabrieken;Vrouwen;Particulier;60
846;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Totaal van alle dienstvormen;6139
847;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Staat;11
848;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Provincie;0
849;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Gemeente;10
850;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Waterschap;0
851;XI-XIII, 36. Constructiewerkplaatsen;Totaal mannen en vrouwen;Particulier;6118
852;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Totaal van alle dienstvormen;5945
853;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Staat;11
854;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Provincie;0
855;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Gemeente;10
856;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Waterschap;0
857;XI-XIII, 36. Constructiewerkplaatsen;Mannen;Particulier;5924
858;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Totaal van alle dienstvormen;194
859;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Staat;0
860;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Provincie;0
861;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Gemeente;0
862;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Waterschap;0
863;XI-XIII, 36. Constructiewerkplaatsen;Vrouwen;Particulier;194
864;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Totaal van alle dienstvormen;2775
865;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Staat;0
866;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Provincie;0
867;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Gemeente;4
868;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Waterschap;0
869;XI-XIII, 37. Ketelmakerijen;Totaal mannen en vrouwen;Particulier;2771
870;XI-XIII, 37. Ketelmakerijen;Mannen;Totaal van alle dienstvormen;2772
871;XI-XIII, 37. Ketelmakerijen;Mannen;Staat;0
872;XI-XIII, 37. Ketelmakerijen;Mannen;Provincie;0
873;XI-XIII, 37. Ketelmakerijen;Mannen;Gemeente;4
874;XI-XIII, 37. Ketelmakerijen;Mannen;Waterschap;0
875;XI-XIII, 37. Ketelmakerijen;Mannen;Particulier;2768
876;XI-XIII, 37. Ketelmakerijen;Vrouwen;Totaal van alle dienstvormen;3
877;XI-XIII, 37. Ketelmakerijen;Vrouwen;Staat;0
878;XI-XIII, 37. Ketelmakerijen;Vrouwen;Provincie;0
879;XI-XIII, 37. Ketelmakerijen;Vrouwen;Gemeente;0
880;XI-XIII, 37. Ketelmakerijen;Vrouwen;Waterschap;0
881;XI-XIII, 37. Ketelmakerijen;Vrouwen;Particulier;3
882;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;29802
883;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Staat;5
884;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Provincie;1
885;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Gemeente;8
886;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Waterschap;0
887;XI-XIII, 38. Machine- en appendagefabr.;Totaal mannen en vrouwen;Particulier;29788
888;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Totaal van alle dienstvormen;29159
889;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Staat;5
890;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Provincie;1
891;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Gemeente;8
892;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Waterschap;0
893;XI-XIII, 38. Machine- en appendagefabr.;Mannen;Particulier;29145
894;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Totaal van alle dienstvormen;643
895;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Staat;0
896;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Provincie;0
897;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Gemeente;0
898;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Waterschap;0
899;XI-XIII, 38. Machine- en appendagefabr.;Vrouwen;Particulier;643
900;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Totaal van alle dienstvormen;32900
901;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Staat;13
902;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Provincie;1
903;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Gemeente;52
904;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Waterschap;0
905;XI-XIII, 39. Scheepswerven;Totaal mannen en vrouwen;Particulier;32834
906;XI-XIII, 39. Scheepswerven;Mannen;Totaal van alle dienstvormen;32688
907;XI-XIII, 39. Scheepswerven;Mannen;Staat;12
908;XI-XIII, 39. Scheepswerven;Mannen;Provincie;1
909;XI-XIII, 39. Scheepswerven;Mannen;Gemeente;52
910;XI-XIII, 39. Scheepswerven;Mannen;Waterschap;0
911;XI-XIII, 39. Scheepswerven;Mannen;Particulier;32623
912;XI-XIII, 39. Scheepswerven;Vrouwen;Totaal van alle dienstvormen;212
913;XI-XIII, 39. Scheepswerven;Vrouwen;Staat;1
914;XI-XIII, 39. Scheepswerven;Vrouwen;Provincie;0
915;XI-XIII, 39. Scheepswerven;Vrouwen;Gemeente;0
916;XI-XIII, 39. Scheepswerven;Vrouwen;Waterschap;0
917;XI-XIII, 39. Scheepswerven;Vrouwen;Particulier;211
918;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Totaal van alle dienstvormen;16838
919;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Staat;22
920;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Provincie;0
921;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Gemeente;45
922;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Waterschap;0
923;XI-XIII, 43. Rijwielfabr. en herstelpl.;Totaal mannen en vrouwen;Particulier;16771
924;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Totaal van alle dienstvormen;16663
925;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Staat;20
926;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Provincie;0
927;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Gemeente;45
928;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Waterschap;0
929;XI-XIII, 43. Rijwielfabr. en herstelpl.;Mannen;Particulier;16598
930;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Totaal van alle dienstvormen;175
931;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Staat;2
932;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Provincie;0
933;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Gemeente;0
934;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Waterschap;0
935;XI-XIII, 43. Rijwielfabr. en herstelpl.;Vrouwen;Particulier;173
936;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Totaal van alle dienstvormen;596
937;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Staat;75
938;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Provincie;0
939;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Gemeente;0
940;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Waterschap;0
941;XI-XIII, 44. Vliegtuigfabrieken;Totaal mannen en vrouwen;Particulier;521
942;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Totaal van alle dienstvormen;583
943;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Staat;75
944;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Provincie;0
945;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Gemeente;0
946;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Waterschap;0
947;XI-XIII, 44. Vliegtuigfabrieken;Mannen;Particulier;508
948;XI-XIII, 44. Vliegtuigfabrieken;Vrouwen;Totaal van alle dienstvormen;13
949;XI-XIII, 44. Vliegtuigfabrieken;Vrouwen;Staat;0
950;XI-XIII, 44. Vliegtuigfabrieken;Vrouwen;Provincie;0
951;XI-XIII, 44. Vliegtuigfabrieken;Vrouwen;Gemeente;0
