ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
4650;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2023 3e kwartaal;367
4651;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2023 4e kwartaal;340
4652;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2023;1850
4653;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2024 1e kwartaal;416
4654;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2024 2e kwartaal;496
4655;North Sea Port;Aanvoer naar Nederland;Stukgoederen/Overig;2024 3e kwartaal;572
4656;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 1e kwartaal;28
4657;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 2e kwartaal;34
4658;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 3e kwartaal;32
4659;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015 4e kwartaal;22
4660;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2015;116
4661;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 1e kwartaal;26
4662;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 2e kwartaal;31
4663;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 3e kwartaal;29
4664;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016 4e kwartaal;25
4665;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2016;110
4666;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 1e kwartaal;43
4667;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 2e kwartaal;14
4668;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 3e kwartaal;31
4669;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017 4e kwartaal;27
4670;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2017;114
4671;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 1e kwartaal;47
4672;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 2e kwartaal;43
4673;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 3e kwartaal;42
4674;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018 4e kwartaal;13
4675;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2018;144
4676;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 1e kwartaal;14
4677;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 2e kwartaal;21
4678;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 3e kwartaal;32
4679;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019 4e kwartaal;23
4680;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2019;89
4681;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 1e kwartaal;56
4682;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 2e kwartaal;20
4683;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 3e kwartaal;23
4684;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020 4e kwartaal;23
4685;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2020;123
4686;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 1e kwartaal;30
4687;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 2e kwartaal;16
4688;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 3e kwartaal;27
4689;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021 4e kwartaal;23
4690;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2021;95
4691;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 1e kwartaal;35
4692;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 2e kwartaal;38
4693;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 3e kwartaal;25
4694;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022 4e kwartaal;33
4695;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2022;131
4696;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 1e kwartaal;40
4697;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 2e kwartaal;26
4698;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 3e kwartaal;54
4699;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023 4e kwartaal;62
4700;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2023;183
4701;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 1e kwartaal;69
4702;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 2e kwartaal;55
4703;North Sea Port;Aanvoer naar Nederland;Onbekende verschijningsvorm;2024 3e kwartaal;39
4704;North Sea Port;Afvoer naar buitenland;Totaal lading;2015 1e kwartaal;2571
4705;North Sea Port;Afvoer naar buitenland;Totaal lading;2015 2e kwartaal;2823
4706;North Sea Port;Afvoer naar buitenland;Totaal lading;2015 3e kwartaal;2492
4707;North Sea Port;Afvoer naar buitenland;Totaal lading;2015 4e kwartaal;2584
4708;North Sea Port;Afvoer naar buitenland;Totaal lading;2015;10469
4709;North Sea Port;Afvoer naar buitenland;Totaal lading;2016 1e kwartaal;2644
4710;North Sea Port;Afvoer naar buitenland;Totaal lading;2016 2e kwartaal;2560
4711;North Sea Port;Afvoer naar buitenland;Totaal lading;2016 3e kwartaal;2906
4712;North Sea Port;Afvoer naar buitenland;Totaal lading;2016 4e kwartaal;2717
4713;North Sea Port;Afvoer naar buitenland;Totaal lading;2016;10828
4714;North Sea Port;Afvoer naar buitenland;Totaal lading;2017 1e kwartaal;2733
4715;North Sea Port;Afvoer naar buitenland;Totaal lading;2017 2e kwartaal;2784
4716;North Sea Port;Afvoer naar buitenland;Totaal lading;2017 3e kwartaal;3264
4717;North Sea Port;Afvoer naar buitenland;Totaal lading;2017 4e kwartaal;2949
4718;North Sea Port;Afvoer naar buitenland;Totaal lading;2017;11729
4719;North Sea Port;Afvoer naar buitenland;Totaal lading;2018 1e kwartaal;3111
4720;North Sea Port;Afvoer naar buitenland;Totaal lading;2018 2e kwartaal;3161
4721;North Sea Port;Afvoer naar buitenland;Totaal lading;2018 3e kwartaal;2719
4722;North Sea Port;Afvoer naar buitenland;Totaal lading;2018 4e kwartaal;2657
4723;North Sea Port;Afvoer naar buitenland;Totaal lading;2018;11648
4724;North Sea Port;Afvoer naar buitenland;Totaal lading;2019 1e kwartaal;3518
4725;North Sea Port;Afvoer naar buitenland;Totaal lading;2019 2e kwartaal;3299
4726;North Sea Port;Afvoer naar buitenland;Totaal lading;2019 3e kwartaal;3458
4727;North Sea Port;Afvoer naar buitenland;Totaal lading;2019 4e kwartaal;2939
4728;North Sea Port;Afvoer naar buitenland;Totaal lading;2019;13214
4729;North Sea Port;Afvoer naar buitenland;Totaal lading;2020 1e kwartaal;3061
4730;North Sea Port;Afvoer naar buitenland;Totaal lading;2020 2e kwartaal;2874
4731;North Sea Port;Afvoer naar buitenland;Totaal lading;2020 3e kwartaal;2566
4732;North Sea Port;Afvoer naar buitenland;Totaal lading;2020 4e kwartaal;2969
4733;North Sea Port;Afvoer naar buitenland;Totaal lading;2020;11470
4734;North Sea Port;Afvoer naar buitenland;Totaal lading;2021 1e kwartaal;2754
4735;North Sea Port;Afvoer naar buitenland;Totaal lading;2021 2e kwartaal;2911
4736;North Sea Port;Afvoer naar buitenland;Totaal lading;2021 3e kwartaal;3198
4737;North Sea Port;Afvoer naar buitenland;Totaal lading;2021 4e kwartaal;3086
4738;North Sea Port;Afvoer naar buitenland;Totaal lading;2021;11950
4739;North Sea Port;Afvoer naar buitenland;Totaal lading;2022 1e kwartaal;2670
4740;North Sea Port;Afvoer naar buitenland;Totaal lading;2022 2e kwartaal;3357
4741;North Sea Port;Afvoer naar buitenland;Totaal lading;2022 3e kwartaal;3724
4742;North Sea Port;Afvoer naar buitenland;Totaal lading;2022 4e kwartaal;2909
4743;North Sea Port;Afvoer naar buitenland;Totaal lading;2022;12660
4744;North Sea Port;Afvoer naar buitenland;Totaal lading;2023 1e kwartaal;2804
4745;North Sea Port;Afvoer naar buitenland;Totaal lading;2023 2e kwartaal;2718
4746;North Sea Port;Afvoer naar buitenland;Totaal lading;2023 3e kwartaal;3071
4747;North Sea Port;Afvoer naar buitenland;Totaal lading;2023 4e kwartaal;3175
4748;North Sea Port;Afvoer naar buitenland;Totaal lading;2023;11768
4749;North Sea Port;Afvoer naar buitenland;Totaal lading;2024 1e kwartaal;3406
4750;North Sea Port;Afvoer naar buitenland;Totaal lading;2024 2e kwartaal;3149
4751;North Sea Port;Afvoer naar buitenland;Totaal lading;2024 3e kwartaal;3018
4752;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2015 1e kwartaal;995
4753;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2015 2e kwartaal;1043
4754;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2015 3e kwartaal;819
4755;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2015 4e kwartaal;968
4756;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2015;3825
4757;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2016 1e kwartaal;986
4758;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2016 2e kwartaal;773
4759;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2016 3e kwartaal;1091
4760;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2016 4e kwartaal;910
4761;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2016;3760
4762;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2017 1e kwartaal;1067
4763;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2017 2e kwartaal;988
4764;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2017 3e kwartaal;949
4765;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2017 4e kwartaal;1023
4766;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2017;4027
4767;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2018 1e kwartaal;1116
4768;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2018 2e kwartaal;1202
4769;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2018 3e kwartaal;925
4770;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2018 4e kwartaal;1031
4771;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2018;4275
4772;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2019 1e kwartaal;1215
4773;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2019 2e kwartaal;1395
4774;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2019 3e kwartaal;1501
4775;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2019 4e kwartaal;1030
4776;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2019;5141
4777;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2020 1e kwartaal;1231
4778;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2020 2e kwartaal;1049
4779;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2020 3e kwartaal;972
4780;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2020 4e kwartaal;1274
4781;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2020;4526
4782;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2021 1e kwartaal;1132
4783;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2021 2e kwartaal;1260
4784;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2021 3e kwartaal;1540
4785;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2021 4e kwartaal;1388
4786;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2021;5320
4787;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2022 1e kwartaal;1358
4788;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2022 2e kwartaal;1286
4789;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2022 3e kwartaal;1924
4790;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2022 4e kwartaal;1288
4791;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2022;5855
4792;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2023 1e kwartaal;1275
4793;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2023 2e kwartaal;1389
4794;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2023 3e kwartaal;1295
4795;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2023 4e kwartaal;1591
4796;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2023;5550
4797;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2024 1e kwartaal;1819
4798;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2024 2e kwartaal;1734
4799;North Sea Port;Afvoer naar buitenland;Droge bulk lading;2024 3e kwartaal;1462
4800;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2015 1e kwartaal;1064
4801;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2015 2e kwartaal;1210
4802;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2015 3e kwartaal;1172
4803;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2015 4e kwartaal;1230
4804;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2015;4675
4805;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2016 1e kwartaal;1244
4806;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2016 2e kwartaal;1268
4807;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2016 3e kwartaal;1341
4808;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2016 4e kwartaal;1307
4809;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2016;5160
4810;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2017 1e kwartaal;1180
4811;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2017 2e kwartaal;1251
4812;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2017 3e kwartaal;1842
4813;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2017 4e kwartaal;1471
4814;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2017;5745
4815;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2018 1e kwartaal;1416
4816;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2018 2e kwartaal;1472
4817;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2018 3e kwartaal;1214
4818;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2018 4e kwartaal;1121
4819;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2018;5223
4820;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2019 1e kwartaal;1786
4821;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2019 2e kwartaal;1341
4822;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2019 3e kwartaal;1464
4823;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2019 4e kwartaal;1389
4824;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2019;5979
4825;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2020 1e kwartaal;1313
4826;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2020 2e kwartaal;1404
4827;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2020 3e kwartaal;1054
4828;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2020 4e kwartaal;1076
4829;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2020;4847
4830;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2021 1e kwartaal;1100
4831;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2021 2e kwartaal;1197
4832;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2021 3e kwartaal;1157
4833;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2021 4e kwartaal;1076
4834;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2021;4530
4835;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2022 1e kwartaal;764
4836;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2022 2e kwartaal;1533
4837;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2022 3e kwartaal;1213
4838;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2022 4e kwartaal;1024
4839;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2022;4535
4840;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2023 1e kwartaal;945
4841;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2023 2e kwartaal;861
4842;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2023 3e kwartaal;1283
4843;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2023 4e kwartaal;1004
4844;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2023;4092
4845;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2024 1e kwartaal;1010
4846;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2024 2e kwartaal;920
4847;North Sea Port;Afvoer naar buitenland;Natte bulk lading;2024 3e kwartaal;938
4848;North Sea Port;Afvoer naar buitenland;Containers;2015 1e kwartaal;59
4849;North Sea Port;Afvoer naar buitenland;Containers;2015 2e kwartaal;77
4850;North Sea Port;Afvoer naar buitenland;Containers;2015 3e kwartaal;69
4851;North Sea Port;Afvoer naar buitenland;Containers;2015 4e kwartaal;98
4852;North Sea Port;Afvoer naar buitenland;Containers;2015;303
4853;North Sea Port;Afvoer naar buitenland;Containers;2016 1e kwartaal;93
4854;North Sea Port;Afvoer naar buitenland;Containers;2016 2e kwartaal;96
4855;North Sea Port;Afvoer naar buitenland;Containers;2016 3e kwartaal;106
4856;North Sea Port;Afvoer naar buitenland;Containers;2016 4e kwartaal;137
4857;North Sea Port;Afvoer naar buitenland;Containers;2016;432
4858;North Sea Port;Afvoer naar buitenland;Containers;2017 1e kwartaal;146
4859;North Sea Port;Afvoer naar buitenland;Containers;2017 2e kwartaal;167
4860;North Sea Port;Afvoer naar buitenland;Containers;2017 3e kwartaal;191
4861;North Sea Port;Afvoer naar buitenland;Containers;2017 4e kwartaal;167
4862;North Sea Port;Afvoer naar buitenland;Containers;2017;671
4863;North Sea Port;Afvoer naar buitenland;Containers;2018 1e kwartaal;192
4864;North Sea Port;Afvoer naar buitenland;Containers;2018 2e kwartaal;210
4865;North Sea Port;Afvoer naar buitenland;Containers;2018 3e kwartaal;268
4866;North Sea Port;Afvoer naar buitenland;Containers;2018 4e kwartaal;264
4867;North Sea Port;Afvoer naar buitenland;Containers;2018;935
4868;North Sea Port;Afvoer naar buitenland;Containers;2019 1e kwartaal;233
4869;North Sea Port;Afvoer naar buitenland;Containers;2019 2e kwartaal;232
4870;North Sea Port;Afvoer naar buitenland;Containers;2019 3e kwartaal;266
4871;North Sea Port;Afvoer naar buitenland;Containers;2019 4e kwartaal;315
4872;North Sea Port;Afvoer naar buitenland;Containers;2019;1046
4873;North Sea Port;Afvoer naar buitenland;Containers;2020 1e kwartaal;190
4874;North Sea Port;Afvoer naar buitenland;Containers;2020 2e kwartaal;195
4875;North Sea Port;Afvoer naar buitenland;Containers;2020 3e kwartaal;277
4876;North Sea Port;Afvoer naar buitenland;Containers;2020 4e kwartaal;326
4877;North Sea Port;Afvoer naar buitenland;Containers;2020;988
4878;North Sea Port;Afvoer naar buitenland;Containers;2021 1e kwartaal;210
4879;North Sea Port;Afvoer naar buitenland;Containers;2021 2e kwartaal;232
4880;North Sea Port;Afvoer naar buitenland;Containers;2021 3e kwartaal;285
4881;North Sea Port;Afvoer naar buitenland;Containers;2021 4e kwartaal;346
4882;North Sea Port;Afvoer naar buitenland;Containers;2021;1073
4883;North Sea Port;Afvoer naar buitenland;Containers;2022 1e kwartaal;229
4884;North Sea Port;Afvoer naar buitenland;Containers;2022 2e kwartaal;196
4885;North Sea Port;Afvoer naar buitenland;Containers;2022 3e kwartaal;297
4886;North Sea Port;Afvoer naar buitenland;Containers;2022 4e kwartaal;309
4887;North Sea Port;Afvoer naar buitenland;Containers;2022;1031
4888;North Sea Port;Afvoer naar buitenland;Containers;2023 1e kwartaal;173
4889;North Sea Port;Afvoer naar buitenland;Containers;2023 2e kwartaal;127
4890;North Sea Port;Afvoer naar buitenland;Containers;2023 3e kwartaal;199
4891;North Sea Port;Afvoer naar buitenland;Containers;2023 4e kwartaal;255
4892;North Sea Port;Afvoer naar buitenland;Containers;2023;754
4893;North Sea Port;Afvoer naar buitenland;Containers;2024 1e kwartaal;103
4894;North Sea Port;Afvoer naar buitenland;Containers;2024 2e kwartaal;80
4895;North Sea Port;Afvoer naar buitenland;Containers;2024 3e kwartaal;195
4896;North Sea Port;Afvoer naar buitenland;Roro-eenheden;2015 1e kwartaal;235
4897;North Sea Port;Afvoer naar buitenland;Roro-eenheden;2015 2e kwartaal;236
4898;North Sea Port;Afvoer naar buitenland;Roro-eenheden;2015 3e kwartaal;215
