ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;TotaleDruk_8;GroeneDruk_9;GrijzeDruk_10;Levendgeborenen_11;TotaalVruchtbaarheidscijfer_12;Overledenen_13;Totaal_14;Mannen_15;Vrouwen_16;Totaal_17;Mannen_18;Vrouwen_19;Immigratie_20;EmigratieInclusiefCorrecties_21;MigratiesaldoInclusiefCorrecties_22
26;Prognose;2042;18128888.0;3912414.0;9405827.0;4810647.0;21.6;51.9;26.5;92.7;41.6;51.1;183432.0;1.75;195235.0;86.08;84.47;87.67;23.0;21.75;24.23;185411.0;168498.0;16914.0
27;Prognose;2043;18134000.0;3908408.0;9419532.0;4806059.0;21.6;51.9;26.5;92.5;41.5;51.0;182698.0;1.75;196430.0;86.23;84.62;87.83;23.11;21.86;24.35;185469.0;168679.0;16790.0
28;Prognose;2044;18137058.0;3901569.0;9433221.0;4802267.0;21.5;52.0;26.5;92.3;41.4;50.9;182192.0;1.75;197455.0;86.38;84.76;87.98;23.23;21.97;24.47;185541.0;168834.0;16708.0
29;Prognose;2045;18138504.0;3892427.0;9449471.0;4796604.0;21.5;52.1;26.4;92.0;41.2;50.8;181951.0;1.75;198413.0;86.53;84.91;88.13;23.34;22.08;24.59;185629.0;168983.0;16646.0
30;Prognose;2046;18138688.0;3881727.0;9461587.0;4795373.0;21.4;52.2;26.4;91.7;41.0;50.7;181992.0;1.75;199159.0;86.67;85.05;88.28;23.46;22.19;24.71;185735.0;169142.0;16593.0
31;Prognose;2047;18138112.0;3870111.0;9477667.0;4790335.0;21.3;52.3;26.4;91.4;40.8;50.5;182314.0;1.75;199828.0;86.82;85.19;88.43;23.57;22.3;24.82;185782.0;169322.0;16461.0
32;Prognose;2048;18137060.0;3858135.0;9499580.0;4779344.0;21.3;52.4;26.4;90.9;40.6;50.3;182897.0;1.75;200498.0;86.96;85.33;88.57;23.68;22.4;24.94;185887.0;169484.0;16403.0
33;Prognose;2049;18135860.0;3846305.0;9523371.0;4766185.0;21.2;52.5;26.3;90.4;40.4;50.0;183699.0;1.75;201176.0;87.11;85.47;88.72;23.79;22.51;25.05;185986.0;169663.0;16323.0
34;Prognose;2050;18134708.0;3835069.0;9543293.0;4756346.0;21.1;52.6;26.2;90.0;40.2;49.8;184669.0;1.75;201833.0;87.25;85.61;88.86;23.9;22.62;25.17;186071.0;169855.0;16217.0
35;Prognose;2051;18133760.0;3824837.0;9560318.0;4748605.0;21.1;52.7;26.2;89.7;40.0;49.7;185751.0;1.75;202437.0;87.39;85.75;89.0;24.01;22.73;25.28;186162.0;170057.0;16105.0
36;Prognose;2052;18133178.0;3815973.0;9572297.0;4744908.0;21.0;52.8;26.2;89.4;39.9;49.6;186893.0;1.75;202926.0;87.53;85.89;89.14;24.12;22.83;25.39;186213.0;170251.0;15962.0
37;Prognose;2053;18133108.0;3808790.0;9582521.0;4741796.0;21.0;52.8;26.1;89.2;39.7;49.5;188049.0;1.75;203276.0;87.66;86.02;89.28;24.23;22.94;25.5;186282.0;170436.0;15846.0
38;Prognose;2054;18133728.0;3803544.0;9592655.0;4737528.0;21.0;52.9;26.1;89.0;39.7;49.4;189173.0;1.75;203449.0;87.8;86.16;89.41;24.34;23.04;25.61;186350.0;170607.0;15744.0
39;Prognose;2055;18135194.0;3800395.0;9600083.0;4734717.0;21.0;52.9;26.1;88.9;39.6;49.3;190225.0;1.75;203412.0;87.93;86.29;89.54;24.44;23.14;25.72;186423.0;170789.0;15635.0
40;Prognose;2056;18137642.0;3799453.0;9599395.0;4738794.0;20.9;52.9;26.1;88.9;39.6;49.4;191170.0;1.75;203134.0;88.07;86.42;89.68;24.55;23.25;25.82;186472.0;170958.0;15514.0
41;Prognose;2057;18141192.0;3800735.0;9596291.0;4744166.0;21.0;52.9;26.2;89.0;39.6;49.4;191983.0;1.75;202601.0;88.2;86.56;89.81;24.65;23.35;25.93;186495.0;171108.0;15387.0
42;Prognose;2058;18145962.0;3804154.0;9592410.0;4749399.0;21.0;52.9;26.2;89.2;39.7;49.5;192645.0;1.75;201809.0;88.33;86.69;89.94;24.75;23.45;26.03;186542.0;171254.0;15288.0
43;Prognose;2059;18152086.0;3809531.0;9586642.0;4755912.0;21.0;52.8;26.2;89.3;39.7;49.6;193144.0;1.75;200749.0;88.46;86.81;90.06;24.86;23.55;26.14;186556.0;171375.0;15182.0
44;Prognose;2060;18159662.0;3816640.0;9576832.0;4766190.0;21.0;52.7;26.2;89.6;39.9;49.8;;1.75;;88.59;86.94;90.19;24.96;23.65;26.24;;;
45;Ondergrens 95%-prognose-interval;2016;;;;;;;;;;;164177.0;1.58;136476.0;80.82;79.13;82.42;19.22;17.87;20.42;190287.0;125272.0;47720.0
46;Ondergrens 95%-prognose-interval;2017;17045178.0;3804975.0;10081773.0;3150767.0;22.3;59.1;18.4;68.8;37.7;31.1;164407.0;1.56;133733.0;80.73;79.13;82.22;19.13;17.87;20.25;173433.0;127307.0;23769.0
47;Ondergrens 95%-prognose-interval;2018;17099696.0;3788688.0;10069205.0;3219344.0;22.1;58.8;18.7;69.2;37.5;31.7;164004.0;1.55;131850.0;80.7;79.16;82.14;19.09;17.89;20.16;148284.0;130860.0;-9581.0
48;Ondergrens 95%-prognose-interval;2019;17122924.0;3756235.0;10045739.0;3281352.0;21.9;58.6;19.0;69.5;37.1;32.2;164089.0;1.55;130951.0;80.7;79.18;82.13;19.07;17.9;20.12;138945.0;133820.0;-21041.0
49;Ondergrens 95%-prognose-interval;2020;17130316.0;3721627.0;10017512.0;3344194.0;21.6;58.3;19.3;69.8;36.8;32.7;163881.0;1.54;130398.0;80.72;79.21;82.16;19.06;17.9;20.12;131428.0;134405.0;-31347.0
50;Ondergrens 95%-prognose-interval;2021;17133432.0;3680554.0;9979948.0;3406219.0;21.3;58.1;19.5;70.0;36.4;33.2;164323.0;1.53;130111.0;80.75;79.23;82.21;19.07;17.91;20.14;124468.0;134261.0;-39225.0
51;Ondergrens 95%-prognose-interval;2022;17131202.0;3645100.0;9932127.0;3467145.0;21.1;57.7;19.8;70.4;36.1;33.9;164998.0;1.52;129742.0;80.79;79.27;82.27;19.08;17.92;20.16;118232.0;135179.0;-45901.0
52;Ondergrens 95%-prognose-interval;2023;17123032.0;3608205.0;9884604.0;3531919.0;20.9;57.4;20.1;70.9;35.8;34.4;165748.0;1.52;130172.0;80.82;79.28;82.31;19.08;17.92;20.17;117089.0;133834.0;-46923.0
53;Ondergrens 95%-prognose-interval;2024;17123404.0;3572561.0;9831071.0;3598135.0;20.7;57.0;20.4;71.4;35.6;35.1;165800.0;1.51;131009.0;80.85;79.31;82.35;19.09;17.94;20.17;117453.0;132418.0;-45825.0
54;Ondergrens 95%-prognose-interval;2025;17100338.0;3539905.0;9760621.0;3667078.0;20.5;56.5;20.7;72.2;35.5;35.8;165921.0;1.5;132260.0;80.89;79.36;82.39;19.1;17.96;20.18;118161.0;131649.0;-45325.0
55;Ondergrens 95%-prognose-interval;2026;17101860.0;3520400.0;9689545.0;3730143.0;20.3;56.0;21.0;73.0;35.5;36.4;165572.0;1.5;133498.0;80.94;79.41;82.43;19.12;17.99;20.2;117736.0;130881.0;-45771.0
56;Ondergrens 95%-prognose-interval;2027;17091946.0;3504530.0;9599722.0;3794243.0;20.2;55.5;21.3;74.0;35.5;37.2;164465.0;1.49;134671.0;80.99;79.47;82.48;19.14;18.03;20.22;117666.0;129597.0;-46680.0
57;Ondergrens 95%-prognose-interval;2028;17082316.0;3488135.0;9515497.0;3860267.0;20.1;55.0;21.6;75.1;35.5;38.1;163177.0;1.48;135529.0;81.04;79.53;82.54;19.17;18.06;20.25;117189.0;128595.0;-46568.0
58;Ondergrens 95%-prognose-interval;2029;17067536.0;3468407.0;9442895.0;3926768.0;20.0;54.5;22.0;76.1;35.6;38.9;161524.0;1.47;137176.0;81.1;79.59;82.61;19.21;18.1;20.28;117388.0;128140.0;-47768.0
59;Ondergrens 95%-prognose-interval;2030;17046276.0;3449211.0;9362365.0;3990863.0;19.9;54.0;22.3;77.2;35.5;39.8;159939.0;1.46;138984.0;81.17;79.65;82.68;19.24;18.13;20.32;118378.0;127955.0;-48299.0
60;Ondergrens 95%-prognose-interval;2031;17057640.0;3430696.0;9307120.0;4033933.0;19.7;53.5;22.6;78.1;35.5;40.6;158637.0;1.45;141110.0;81.24;79.71;82.76;19.28;18.17;20.37;119202.0;127748.0;-48460.0
61;Ondergrens 95%-prognose-interval;2032;17041512.0;3415452.0;9247722.0;4073258.0;19.6;53.0;22.8;78.8;35.5;41.2;157856.0;1.44;143274.0;81.31;79.77;82.84;19.32;18.21;20.42;119878.0;128099.0;-47676.0
62;Ondergrens 95%-prognose-interval;2033;17024586.0;3399883.0;9187131.0;4128816.0;19.5;52.6;23.0;79.6;35.6;41.7;157244.0;1.43;144924.0;81.38;79.84;82.92;19.37;18.25;20.47;119673.0;128351.0;-47893.0
63;Ondergrens 95%-prognose-interval;2034;17012182.0;3391660.0;9100203.0;4163416.0;19.5;52.1;23.2;80.6;35.7;42.4;155456.0;1.42;147306.0;81.45;79.91;83.0;19.42;18.29;20.53;120354.0;128300.0;-47470.0
64;Ondergrens 95%-prognose-interval;2035;16996038.0;3373701.0;9010374.0;4207030.0;19.4;51.5;23.4;81.7;35.8;43.2;153549.0;1.41;149053.0;81.53;79.97;83.09;19.46;18.33;20.58;121005.0;128402.0;-47700.0
65;Ondergrens 95%-prognose-interval;2036;16955356.0;3370354.0;8919067.0;4259016.0;19.3;51.0;23.5;82.6;35.9;43.9;151575.0;1.4;150797.0;81.61;80.04;83.17;19.52;18.38;20.64;121678.0;128691.0;-47855.0
66;Ondergrens 95%-prognose-interval;2037;16941602.0;3360455.0;8860100.0;4277141.0;19.3;50.6;23.8;83.3;36.0;44.4;149620.0;1.4;151150.0;81.69;80.11;83.26;19.57;18.42;20.7;121841.0;128616.0;-49313.0
67;Ondergrens 95%-prognose-interval;2038;16931538.0;3340577.0;8809274.0;4285407.0;19.3;50.3;23.8;83.7;36.2;44.7;147123.0;1.39;151627.0;81.76;80.19;83.34;19.62;18.47;20.76;120719.0;128194.0;-50076.0
68;Ondergrens 95%-prognose-interval;2039;16922510.0;3322662.0;8767816.0;4295056.0;19.2;50.0;23.8;83.7;35.9;44.7;144718.0;1.38;153261.0;81.84;80.26;83.43;19.67;18.52;20.81;120283.0;128408.0;-50911.0
69;Ondergrens 95%-prognose-interval;2040;16876122.0;3306232.0;8736234.0;4285850.0;19.1;49.9;23.7;83.8;35.8;44.6;143192.0;1.37;155518.0;81.92;80.33;83.51;19.72;18.56;20.87;119576.0;128519.0;-51536.0
70;Ondergrens 95%-prognose-interval;2041;16796572.0;3287090.0;8729166.0;4252451.0;19.0;49.8;23.7;83.7;35.6;44.3;141427.0;1.37;157427.0;82.0;80.4;83.59;19.77;18.61;20.92;119864.0;128262.0;-51759.0
71;Ondergrens 95%-prognose-interval;2042;16755249.0;3262517.0;8736983.0;4238289.0;18.9;49.8;23.6;83.5;35.4;44.0;139998.0;1.36;158407.0;82.08;80.48;83.67;19.82;18.66;20.98;119156.0;127993.0;-51130.0
72;Ondergrens 95%-prognose-interval;2043;16730041.0;3245256.0;8717926.0;4213180.0;18.7;49.8;23.5;83.2;35.1;43.8;138271.0;1.35;159464.0;82.16;80.55;83.76;19.88;18.71;21.03;119127.0;128334.0;-50996.0
73;Ondergrens 95%-prognose-interval;2044;16704443.0;3219754.0;8695003.0;4184145.0;18.6;49.8;23.3;82.7;34.8;43.6;137418.0;1.34;160382.0;82.23;80.62;83.84;19.93;18.76;21.09;118728.0;127672.0;-50954.0
74;Ondergrens 95%-prognose-interval;2045;16680049.0;3196870.0;8691936.0;4150253.0;18.4;49.8;23.3;82.2;34.6;43.3;136241.0;1.34;161362.0;82.31;80.69;83.92;19.98;18.8;21.14;118361.0;127206.0;-50962.0
75;Ondergrens 95%-prognose-interval;2046;16629078.0;3162946.0;8692040.0;4129991.0;18.3;49.9;23.2;82.1;34.2;43.1;135135.0;1.33;161847.0;82.39;80.77;84.0;20.03;18.85;21.19;117001.0;126805.0;-50826.0
76;Ondergrens 95%-prognose-interval;2047;16551033.0;3125553.0;8697165.0;4109503.0;18.2;49.9;23.1;81.7;34.1;42.9;134293.0;1.32;162358.0;82.47;80.84;84.08;20.09;18.9;21.25;116958.0;126187.0;-50710.0
77;Ondergrens 95%-prognose-interval;2048;16498746.0;3101849.0;8700178.0;4086300.0;18.1;50.0;22.9;80.9;33.7;42.3;133733.0;1.32;162489.0;82.54;80.92;84.15;20.14;18.95;21.3;117010.0;126011.0;-50863.0
78;Ondergrens 95%-prognose-interval;2049;16478599.0;3073211.0;8707243.0;4050134.0;18.0;50.1;22.8;80.2;33.4;41.8;133581.0;1.31;162733.0;82.62;80.99;84.23;20.19;19.0;21.35;117657.0;126480.0;-51231.0
79;Ondergrens 95%-prognose-interval;2050;16435383.0;3043704.0;8702991.0;4012305.0;17.8;50.1;22.6;79.6;33.3;41.5;133019.0;1.3;162792.0;82.7;81.06;84.31;20.24;19.05;21.41;117127.0;126802.0;-52076.0
80;Ondergrens 95%-prognose-interval;2051;16364906.0;3008253.0;8717749.0;3986621.0;17.7;50.2;22.5;79.1;33.1;41.2;132280.0;1.3;162825.0;82.77;81.14;84.38;20.29;19.1;21.46;116931.0;126922.0;-52201.0
81;Ondergrens 95%-prognose-interval;2052;16322825.0;2968987.0;8715530.0;3957060.0;17.5;50.2;22.3;78.7;32.5;40.9;131692.0;1.29;163082.0;82.85;81.21;84.46;20.34;19.15;21.51;117586.0;127166.0;-53268.0
82;Ondergrens 95%-prognose-interval;2053;16279187.0;2944539.0;8681931.0;3936390.0;17.4;50.2;22.2;78.3;32.3;40.6;131073.0;1.29;163700.0;82.92;81.28;84.53;20.39;19.2;21.56;118672.0;126473.0;-53886.0
83;Ondergrens 95%-prognose-interval;2054;16266503.0;2891346.0;8681410.0;3910893.0;17.3;50.3;22.1;78.0;32.0;40.4;130319.0;1.28;164845.0;82.99;81.35;84.61;20.44;19.25;21.61;119738.0;126177.0;-53781.0
84;Ondergrens 95%-prognose-interval;2055;16192462.0;2895651.0;8663595.0;3890820.0;17.1;50.4;22.0;77.7;31.7;40.1;129350.0;1.27;165515.0;83.07;81.43;84.68;20.49;19.3;21.66;120356.0;126229.0;-54077.0
85;Ondergrens 95%-prognose-interval;2056;16111796.0;2880206.0;8676620.0;3882884.0;17.0;50.2;21.9;77.5;31.6;40.0;129216.0;1.27;165836.0;83.14;81.5;84.75;20.54;19.35;21.71;120684.0;126555.0;-54971.0
86;Ondergrens 95%-prognose-interval;2057;16028910.0;2848555.0;8636305.0;3868505.0;17.0;50.1;21.8;77.5;31.4;40.0;129171.0;1.26;165638.0;83.21;81.57;84.82;20.59;19.4;21.76;120640.0;128292.0;-54724.0
87;Ondergrens 95%-prognose-interval;2058;15998289.0;2825317.0;8605065.0;3880248.0;16.9;50.1;21.8;77.5;31.4;39.8;128932.0;1.26;165233.0;83.28;81.64;84.89;20.64;19.45;21.81;119508.0;129314.0;-54705.0
88;Ondergrens 95%-prognose-interval;2059;15975315.0;2801835.0;8585517.0;3882124.0;16.8;50.0;21.7;77.5;31.3;39.9;128598.0;1.25;164564.0;83.36;81.71;84.96;20.69;19.5;21.85;118816.0;129877.0;-54615.0
89;Ondergrens 95%-prognose-interval;2060;15936757.0;2777110.0;8532898.0;3860904.0;16.8;49.9;21.7;77.6;31.1;39.9;;1.24;;83.43;81.78;85.03;20.73;19.54;21.9;;;
90;Bovengrens 95%-prognose-interval;2016;;;;;;;;;;;179699.0;1.73;159396.0;82.36;80.67;83.96;20.38;19.01;21.61;273249.0;160544.0;133300.0
91;Bovengrens 95%-prognose-interval;2017;17141576.0;3830472.0;10148011.0;3170721.0;22.4;59.2;18.6;69.2;37.8;31.4;186138.0;1.78;164723.0;82.9;81.31;84.4;20.78;19.49;21.94;281458.0;174264.0;132164.0
92;Bovengrens 95%-prognose-interval;2018;17297122.0;3842941.0;10209927.0;3263048.0;22.3;59.1;19.0;70.0;37.8;32.3;191439.0;1.81;168899.0;83.36;81.82;84.81;21.12;19.88;22.24;277103.0;186851.0;117766.0
93;Bovengrens 95%-prognose-interval;2019;17434150.0;3842795.0;10267776.0;3352987.0;22.1;59.0;19.4;70.7;37.7;33.2;197444.0;1.85;172049.0;83.77;82.26;85.2;21.43;20.21;22.54;282091.0;197164.0;113147.0
94;Bovengrens 95%-prognose-interval;2020;17580876.0;3848232.0;10321477.0;3445972.0;22.0;58.9;19.9;71.5;37.7;34.1;202541.0;1.88;175477.0;84.16;82.65;85.6;21.71;20.49;22.83;283133.0;203684.0;109499.0
95;Bovengrens 95%-prognose-interval;2021;17702640.0;3852659.0;10374764.0;3540983.0;21.9;58.8;20.4;72.3;37.6;35.1;207432.0;1.9;178919.0;84.52;83.0;85.98;21.99;20.76;23.12;281831.0;207853.0;103701.0
96;Bovengrens 95%-prognose-interval;2022;17836100.0;3862665.0;10416968.0;3637504.0;21.8;58.7;20.9;73.2;37.6;36.1;212184.0;1.92;182736.0;84.86;83.34;86.34;22.25;21.01;23.4;277560.0;212817.0;96804.0
97;Bovengrens 95%-prognose-interval;2023;17958720.0;3871236.0;10447439.0;3732307.0;21.8;58.5;21.4;74.3;37.7;37.2;216256.0;1.94;186220.0;85.17;83.63;86.66;22.47;21.24;23.64;279205.0;214500.0;94861.0
98;Bovengrens 95%-prognose-interval;2024;18070776.0;3887078.0;10466113.0;3836017.0;21.7;58.3;21.9;75.4;37.9;38.4;220461.0;1.96;189507.0;85.46;83.93;86.97;22.7;21.47;23.87;280795.0;215653.0;95234.0
99;Bovengrens 95%-prognose-interval;2025;18200756.0;3908883.0;10483438.0;3944660.0;21.8;58.1;22.5;76.9;38.2;39.6;224026.0;1.98;192112.0;85.75;84.23;87.26;22.92;21.69;24.1;283526.0;218220.0;95940.0
100;Bovengrens 95%-prognose-interval;2026;18319950.0;3943284.0;10475053.0;4051213.0;21.9;57.8;23.0;78.5;38.7;40.9;227786.0;2.0;196193.0;86.04;84.52;87.54;23.14;21.92;24.32;283669.0;221258.0;96088.0
101;Bovengrens 95%-prognose-interval;2027;18462336.0;3987577.0;10465769.0;4167327.0;22.0;57.5;23.5;80.0;39.2;42.2;230289.0;2.01;200485.0;86.32;84.8;87.81;23.36;22.14;24.53;282577.0;223555.0;97060.0
102;Bovengrens 95%-prognose-interval;2028;18563250.0;4033030.0;10447015.0;4282975.0;22.1;57.1;24.1;81.7;39.8;43.6;232129.0;2.02;204483.0;86.59;85.08;88.09;23.57;22.36;24.75;281954.0;225247.0;97669.0
103;Bovengrens 95%-prognose-interval;2029;18669146.0;4073614.0;10458533.0;4390678.0;22.3;56.8;24.6;83.4;40.4;44.9;232460.0;2.03;207283.0;86.86;85.35;88.37;23.78;22.57;24.97;281346.0;225398.0;98383.0
104;Bovengrens 95%-prognose-interval;2030;18779442.0;4115853.0;10458442.0;4496931.0;22.4;56.4;25.2;85.2;41.0;46.3;233011.0;2.04;210219.0;87.13;85.61;88.64;23.99;22.77;25.19;282950.0;225543.0;97288.0
105;Bovengrens 95%-prognose-interval;2031;18900000.0;4157047.0;10430087.0;4603542.0;22.5;56.2;25.7;86.8;41.6;47.7;233166.0;2.05;213189.0;87.39;85.87;88.91;24.2;22.97;25.41;283373.0;225668.0;97200.0
106;Bovengrens 95%-prognose-interval;2032;18997052.0;4205839.0;10411073.0;4699135.0;22.7;55.9;26.2;88.5;42.3;49.1;233741.0;2.06;215448.0;87.65;86.12;89.18;24.41;23.17;25.63;283916.0;224762.0;96286.0
107;Bovengrens 95%-prognose-interval;2033;19092432.0;4266126.0;10379369.0;4793673.0;22.9;55.7;26.6;90.3;43.0;50.4;233932.0;2.07;217516.0;87.91;86.37;89.45;24.62;23.37;25.85;282838.0;223258.0;95995.0
108;Bovengrens 95%-prognose-interval;2034;19193572.0;4332398.0;10349404.0;4884116.0;23.1;55.4;27.1;92.0;43.7;51.7;234577.0;2.08;219406.0;88.16;86.61;89.71;24.83;23.57;26.07;281881.0;223295.0;95334.0
109;Bovengrens 95%-prognose-interval;2035;19294754.0;4398274.0;10290961.0;4987480.0;23.3;55.0;27.6;94.1;44.5;53.1;235136.0;2.09;221668.0;88.41;86.85;89.97;25.03;23.76;26.28;280015.0;223253.0;95416.0
110;Bovengrens 95%-prognose-interval;2036;19368116.0;4432852.0;10254360.0;5073220.0;23.5;54.8;28.0;96.0;45.3;54.4;235969.0;2.1;225155.0;88.66;87.09;90.22;25.23;23.96;26.5;278733.0;223325.0;95035.0
111;Bovengrens 95%-prognose-interval;2037;19440290.0;4478845.0;10241912.0;5148940.0;23.7;54.6;28.4;97.8;46.0;55.5;236188.0;2.1;229106.0;88.9;87.33;90.47;25.43;24.15;26.71;277758.0;224421.0;94794.0
112;Bovengrens 95%-prognose-interval;2038;19490556.0;4526507.0;10226085.0;5218619.0;23.9;54.4;28.7;98.9;46.5;56.2;235555.0;2.11;233061.0;89.14;87.57;90.72;25.63;24.34;26.92;276683.0;226389.0;95301.0
113;Bovengrens 95%-prognose-interval;2039;19560282.0;4559302.0;10209963.0;5263143.0;24.1;54.4;28.9;99.8;46.8;56.7;234642.0;2.12;235463.0;89.38;87.8;90.96;25.83;24.53;27.12;277355.0;227409.0;94189.0
