ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;NettoOmzet_9;TotaalBedrijfslasten_10;InkoopwaardeOmzet_11;Personeelslasten_12;OverigeBedrijfslasten_13;TotaalOverigeOpbrengstenEnLasten_14;SaldoInterest_15;SaldoBuitengewoneBatenEnLasten_16;ResultaatVoorBelastingen_17;TotaalInvesteringen_18;GrondEnTerreinen_19;Bedrijfsgebouwen_20;MachinesEnInstallaties_21;VrachtAutoSEnAanhangwagens_22;TotaalNettoOmzet_23;AanlegEnOnderhoudTuinenTerreinen_24;OnderhoudBermenEnWegen_25;BestratingsEnRioleringswerkzaamheden_26;OmzetTuincentrum_27;OverigeOmzet_28;TotaalInkoopwaardeOmzet_29;TotaalInkopenGrondEnHulpstoffen_30;Beplanting_31;DoodMateriaal_32;OverigeGrondEnHulpstoffen_33;KunstmestEnBestrijdingsmiddelen_34;WerkDoorDerden_35;TotaalPersoneelslasten_36;BrutoLonen_37;SocialeLasten_38;OverigePersoneelslasten_39;TotaalOverigeBedrijfslasten_40;BrandstoffenTrekkracht_41;TotaalAlgemeneKosten_42;Huisvestingskosten_43;HuurGebouwenEnTerreinen_44;HuurMachinesEnTransportmiddelen_45;Autokosten_46;KostenVanVerzekeringen_47;Reclamekosten_48;OverigeAlgemeneKosten_49;OverigeBetaaldArbeid_50;Afschrijvingen_51
0;Totaal grootteklassen;Totaal Nederland;Totaal rechtsvormen;1990;2311;7.9;3.3;4.7;2194.0;1929.0;246.0;12.0;440.0;393.0;134.0;169.0;89.0;-4.0;-5.0;1.0;11.0;39.0;5.0;8.0;15.0;11.0;440.0;347.0;21.0;29.0;24.0;18.0;134.0;109.0;51.0;42.0;8.0;8.0;25.0;169.0;126.0;36.0;7.0;89.0;4.0;57.0;4.0;3.0;2.0;18.0;3.0;5.0;22.0;4.0;24.0
1;Totaal grootteklassen;Totaal Nederland;Totaal rechtsvormen;1993;2861;6.4;2.9;3.6;2301.0;2052.0;235.0;3.0;399.0;345.0;120.0;142.0;84.0;-7.0;-7.0;-1.0;46.0;32.0;3.0;5.0;14.0;10.0;399.0;352.0;15.0;9.0;11.0;12.0;120.0;99.0;40.0;40.0;16.0;3.0;20.0;142.0;105.0;32.0;5.0;84.0;3.0;55.0;4.0;2.0;2.0;16.0;2.0;5.0;23.0;4.0;21.0
2;Totaal grootteklassen;Totaal Nederland;Totaal rechtsvormen;1996;3388;8.4;5.5;2.8;3597.0;3291.0;290.0;15.0;584.0;496.0;186.0;186.0;124.0;-3.0;-6.0;3.0;84.0;57.0;6.0;12.0;20.0;20.0;584.0;501.0;29.0;11.0;24.0;19.0;186.0;156.0;62.0;74.0;15.0;4.0;30.0;186.0;140.0;36.0;10.0;124.0;7.0;76.0;7.0;3.0;4.0;21.0;4.0;7.0;30.0;12.0;29.0
3;Totaal grootteklassen;Totaal Nederland;Totaal rechtsvormen;2000;4556;11.0;9.6;1.5;4497.0;4239.0;244.0;27.0;994.0;844.0;311.0;307.0;225.0;-14.0;-8.0;-7.0;137.0;82.0;10.0;14.0;33.0;25.0;994.0;774.0;48.0;25.0;19.0;128.0;311.0;236.0;87.0;115.0;27.0;6.0;75.0;307.0;217.0;71.0;19.0;225.0;11.0;134.0;11.0;8.0;9.0;33.0;6.0;9.0;58.0;34.0;47.0
4;Totaal grootteklassen;Totaal Nederland;Coöperatieve vereniging;1990;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Totaal grootteklassen;Totaal Nederland;Coöperatieve vereniging;1993;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Totaal grootteklassen;Totaal Nederland;Coöperatieve vereniging;1996;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;Totaal grootteklassen;Totaal Nederland;Coöperatieve vereniging;2000;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Totaal grootteklassen;Totaal Nederland;Gezinsbedrijf;1990;1987;3.5;1.4;2.1;2173.0;1911.0;243.0;12.0;224.0;191.0;72.0;71.0;48.0;-4.0;-4.0;1.0;7.0;23.0;4.0;5.0;7.0;7.0;224.0;189.0;5.0;8.0;16.0;6.0;72.0;66.0;28.0;28.0;6.0;3.0;6.0;71.0;53.0;15.0;3.0;48.0;2.0;32.0;3.0;1.0;1.0;11.0;2.0;3.0;13.0;1.0;13.0
9;Totaal grootteklassen;Totaal Nederland;Gezinsbedrijf;1993;2465;3.0;1.3;1.7;2288.0;2040.0;234.0;3.0;213.0;165.0;70.0;53.0;42.0;-4.0;-4.0;0.0;44.0;18.0;3.0;4.0;6.0;6.0;213.0;196.0;1.0;3.0;9.0;5.0;70.0;64.0;27.0;29.0;6.0;2.0;6.0;53.0;39.0;12.0;2.0;42.0;2.0;28.0;3.0;1.0;1.0;9.0;1.0;3.0;11.0;1.0;12.0
10;Totaal grootteklassen;Totaal Nederland;Gezinsbedrijf;1996;2974;4.1;2.6;1.5;3473.0;3184.0;281.0;6.0;316.0;246.0;109.0;71.0;67.0;-1.0;-4.0;3.0;69.0;39.0;5.0;8.0;12.0;14.0;316.0;278.0;3.0;8.0;16.0;12.0;109.0;97.0;40.0;47.0;7.0;3.0;12.0;71.0;53.0;14.0;4.0;67.0;4.0;42.0;4.0;1.0;1.0;12.0;3.0;4.0;16.0;4.0;17.0
11;Totaal grootteklassen;Totaal Nederland;Gezinsbedrijf;2000;4049;4.7;4.1;0.6;4438.0;4181.0;243.0;27.0;527.0;397.0;178.0;115.0;104.0;-10.0;-6.0;-4.0;120.0;58.0;9.0;12.0;18.0;19.0;527.0;459.0;11.0;12.0;18.0;27.0;178.0;152.0;55.0;78.0;15.0;3.0;26.0;115.0;81.0;27.0;7.0;104.0;6.0;65.0;5.0;2.0;3.0;20.0;4.0;6.0;25.0;7.0;27.0
12;Totaal grootteklassen;Totaal Nederland;NV of BV;1990;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Totaal grootteklassen;Totaal Nederland;NV of BV;1993;365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Totaal grootteklassen;Totaal Nederland;NV of BV;1996;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Totaal grootteklassen;Totaal Nederland;NV of BV;2000;469;6.1;5.2;0.8;25.0;25.0;0.0;0.0;456.0;436.0;131.0;186.0;119.0;-4.0;-1.0;-3.0;16.0;24.0;1.0;3.0;14.0;7.0;456.0;307.0;37.0;13.0;1.0;97.0;131.0;82.0;31.0;36.0;12.0;3.0;49.0;186.0;132.0;43.0;11.0;119.0;5.0;67.0;5.0;6.0;6.0;13.0;2.0;3.0;32.0;27.0;20.0
16;Totaal grootteklassen;Totaal Nederland;Andere rechtsvormen;1990;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;Totaal grootteklassen;Totaal Nederland;Andere rechtsvormen;1993;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Totaal grootteklassen;Totaal Nederland;Andere rechtsvormen;1996;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Totaal grootteklassen;Totaal Nederland;Andere rechtsvormen;2000;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Totaal grootteklassen;Noord-Nederland;Totaal rechtsvormen;1990;170;0.7;0.2;0.4;182.0;160.0;21.0;1.0;32.0;28.0;9.0;13.0;6.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;1.0;32.0;26.0;2.0;2.0;2.0;1.0;9.0;8.0;4.0;3.0;0.0;0.0;1.0;13.0;9.0;3.0;1.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0
21;Totaal grootteklassen;Noord-Nederland;Totaal rechtsvormen;1993;209;0.4;0.2;0.2;176.0;155.0;20.0;0.0;24.0;20.0;7.0;8.0;5.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;1.0;24.0;21.0;0.0;0.0;1.0;1.0;7.0;6.0;3.0;3.0;1.0;0.0;1.0;8.0;6.0;2.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
22;Totaal grootteklassen;Noord-Nederland;Totaal rechtsvormen;1996;277;0.6;0.4;0.2;315.0;289.0;26.0;1.0;42.0;35.0;14.0;12.0;9.0;0.0;-1.0;0.0;7.0;4.0;0.0;1.0;1.0;1.0;42.0;34.0;3.0;1.0;2.0;1.0;14.0;11.0;5.0;5.0;1.0;0.0;2.0;12.0;9.0;2.0;1.0;9.0;1.0;5.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;2.0
23;Totaal grootteklassen;Noord-Nederland;Totaal rechtsvormen;2000;391;0.9;0.7;0.2;399.0;379.0;19.0;3.0;82.0;70.0;26.0;24.0;20.0;-1.0;-1.0;0.0;11.0;6.0;1.0;1.0;2.0;2.0;82.0;73.0;2.0;2.0;2.0;4.0;26.0;20.0;8.0;9.0;2.0;1.0;6.0;24.0;17.0;6.0;2.0;20.0;1.0;10.0;1.0;1.0;1.0;3.0;0.0;1.0;4.0;5.0;4.0
24;Totaal grootteklassen;Noord-Nederland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;Totaal grootteklassen;Noord-Nederland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;Totaal grootteklassen;Noord-Nederland;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;Totaal grootteklassen;Noord-Nederland;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;Totaal grootteklassen;Noord-Nederland;Gezinsbedrijf;1990;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Totaal grootteklassen;Noord-Nederland;Gezinsbedrijf;1993;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Totaal grootteklassen;Noord-Nederland;Gezinsbedrijf;1996;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Totaal grootteklassen;Noord-Nederland;Gezinsbedrijf;2000;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Totaal grootteklassen;Noord-Nederland;NV of BV;1990;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Totaal grootteklassen;Noord-Nederland;NV of BV;1993;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Totaal grootteklassen;Noord-Nederland;NV of BV;1996;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totaal grootteklassen;Noord-Nederland;NV of BV;2000;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1990;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1993;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;1996;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Totaal grootteklassen;Noord-Nederland;Andere rechtsvormen;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1990;457;1.6;0.6;1.0;449.0;386.0;58.0;3.0;92.0;80.0;28.0;33.0;19.0;-1.0;-1.0;0.0;4.0;8.0;1.0;2.0;3.0;2.0;92.0;73.0;6.0;5.0;6.0;3.0;28.0;22.0;11.0;8.0;2.0;1.0;6.0;33.0;25.0;7.0;1.0;19.0;1.0;12.0;1.0;1.0;0.0;4.0;1.0;1.0;5.0;1.0;5.0
41;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1993;585;1.5;0.6;1.0;499.0;446.0;51.0;1.0;92.0;80.0;28.0;33.0;19.0;-2.0;-2.0;0.0;10.0;9.0;1.0;1.0;4.0;3.0;92.0;79.0;3.0;3.0;3.0;4.0;28.0;24.0;9.0;9.0;5.0;1.0;4.0;33.0;25.0;7.0;1.0;19.0;1.0;13.0;1.0;0.0;1.0;4.0;1.0;1.0;5.0;1.0;5.0
42;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;1996;697;2.0;1.3;0.7;781.0;713.0;66.0;3.0;136.0;117.0;44.0;44.0;29.0;-1.0;-1.0;0.0;18.0;12.0;1.0;2.0;4.0;4.0;136.0;118.0;6.0;3.0;6.0;4.0;44.0;37.0;14.0;17.0;4.0;1.0;7.0;44.0;33.0;9.0;3.0;29.0;2.0;18.0;2.0;1.0;1.0;5.0;1.0;2.0;7.0;3.0;7.0
43;Totaal grootteklassen;Oost-Nederland;Totaal rechtsvormen;2000;1057;2.6;2.3;0.3;1063.0;1001.0;59.0;6.0;224.0;189.0;70.0;71.0;48.0;-4.0;-2.0;-2.0;31.0;18.0;3.0;3.0;7.0;6.0;224.0;183.0;10.0;5.0;5.0;20.0;70.0;55.0;21.0;25.0;6.0;1.0;16.0;71.0;50.0;17.0;4.0;48.0;2.0;30.0;2.0;2.0;2.0;8.0;1.0;2.0;13.0;5.0;10.0
44;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Totaal grootteklassen;Oost-Nederland;Coöperatieve vereniging;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1990;393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1993;510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;1996;626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Totaal grootteklassen;Oost-Nederland;Gezinsbedrijf;2000;949;1.2;1.1;0.2;1043.0;981.0;59.0;6.0;130.0;99.0;44.0;30.0;26.0;-3.0;-2.0;-1.0;28.0;14.0;2.0;2.0;4.0;4.0;130.0;112.0;4.0;3.0;5.0;6.0;44.0;37.0;14.0;19.0;3.0;1.0;7.0;30.0;21.0;7.0;2.0;26.0;1.0;16.0;1.0;1.0;1.0;5.0;1.0;1.0;6.0;1.0;6.0
52;Totaal grootteklassen;Oost-Nederland;NV of BV;1990;58;0.9;0.3;0.5;0.0;0.0;0.0;0.0;43.0;41.0;13.0;19.0;8.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;2.0;1.0;43.0;33.0;4.0;3.0;2.0;2.0;13.0;8.0;5.0;3.0;0.0;1.0;4.0;19.0;15.0;4.0;1.0;8.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;2.0
53;Totaal grootteklassen;Oost-Nederland;NV of BV;1993;68;0.7;0.3;0.5;0.0;0.0;0.0;0.0;41.0;39.0;12.0;19.0;9.0;-1.0;-1.0;0.0;0.0;5.0;0.0;0.0;3.0;1.0;41.0;32.0;3.0;2.0;1.0;3.0;12.0;8.0;2.0;2.0;4.0;0.0;3.0;19.0;14.0;4.0;1.0;9.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;2.0
54;Totaal grootteklassen;Oost-Nederland;NV of BV;1996;64;0.9;0.7;0.3;15.0;12.0;1.0;1.0;57.0;53.0;17.0;25.0;12.0;-1.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;1.0;57.0;49.0;5.0;1.0;1.0;1.0;17.0;13.0;5.0;6.0;2.0;0.0;4.0;25.0;19.0;5.0;2.0;12.0;0.0;7.0;1.0;0.0;1.0;2.0;0.0;1.0;3.0;1.0;2.0
55;Totaal grootteklassen;Oost-Nederland;NV of BV;2000;95;1.2;1.1;0.1;7.0;7.0;0.0;0.0;87.0;83.0;26.0;36.0;21.0;-1.0;0.0;0.0;3.0;4.0;0.0;0.0;2.0;1.0;87.0;68.0;6.0;2.0;0.0;10.0;26.0;17.0;7.0;7.0;3.0;1.0;9.0;36.0;26.0;8.0;2.0;21.0;1.0;13.0;1.0;1.0;1.0;3.0;0.0;1.0;6.0;4.0;3.0
56;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1990;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1993;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;1996;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Totaal grootteklassen;Oost-Nederland;Andere rechtsvormen;2000;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1990;1172;3.7;1.7;2.0;1108.0;986.0;114.0;5.0;211.0;187.0;67.0;78.0;42.0;-1.0;-2.0;0.0;8.0;18.0;2.0;4.0;6.0;5.0;211.0;168.0;7.0;14.0;10.0;11.0;67.0;55.0;25.0;22.0;4.0;4.0;12.0;78.0;59.0;16.0;3.0;42.0;2.0;27.0;2.0;1.0;1.0;9.0;1.0;2.0;10.0;2.0;11.0
61;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1993;1474;3.0;1.5;1.5;1162.0;1039.0;116.0;2.0;193.0;166.0;58.0;68.0;40.0;-3.0;-3.0;0.0;24.0;13.0;1.0;2.0;5.0;4.0;193.0;176.0;5.0;3.0;4.0;5.0;58.0;48.0;19.0;20.0;7.0;2.0;11.0;68.0;50.0;15.0;3.0;40.0;1.0;27.0;2.0;1.0;1.0;8.0;1.0;2.0;11.0;2.0;10.0
62;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;1996;1711;3.9;2.7;1.2;1772.0;1629.0;135.0;7.0;277.0;235.0;89.0;87.0;59.0;-1.0;-3.0;2.0;41.0;28.0;3.0;6.0;9.0;9.0;277.0;241.0;11.0;5.0;11.0;9.0;89.0;75.0;30.0;36.0;7.0;2.0;14.0;87.0;66.0;17.0;4.0;59.0;3.0;35.0;3.0;2.0;2.0;10.0;2.0;3.0;14.0;6.0;14.0
63;Totaal grootteklassen;West-Nederland;Totaal rechtsvormen;2000;2196;5.1;4.6;0.6;2142.0;2020.0;115.0;14.0;478.0;405.0;152.0;145.0;107.0;-7.0;-4.0;-3.0;66.0;39.0;4.0;7.0;15.0;13.0;478.0;370.0;23.0;13.0;8.0;64.0;152.0;116.0;41.0;58.0;14.0;2.0;37.0;145.0;102.0;33.0;9.0;107.0;5.0;65.0;5.0;4.0;4.0;16.0;3.0;5.0;27.0;15.0;22.0
64;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1990;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1993;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;1996;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Totaal grootteklassen;West-Nederland;Coöperatieve vereniging;2000;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1990;1008;1.8;0.8;1.0;1100.0;979.0;113.0;5.0;115.0;97.0;37.0;35.0;24.0;-2.0;-2.0;0.0;5.0;12.0;2.0;3.0;4.0;4.0;115.0;98.0;3.0;4.0;7.0;3.0;37.0;34.0;14.0;15.0;3.0;1.0;3.0;35.0;26.0;8.0;1.0;24.0;1.0;16.0;1.0;0.0;0.0;5.0;1.0;1.0;6.0;1.0;7.0
69;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1993;1264;1.4;0.7;0.7;1158.0;1035.0;116.0;2.0;104.0;80.0;34.0;25.0;21.0;-2.0;-2.0;0.0;22.0;9.0;1.0;2.0;3.0;3.0;104.0;96.0;0.0;1.0;3.0;2.0;34.0;31.0;13.0;14.0;3.0;1.0;3.0;25.0;18.0;6.0;1.0;21.0;1.0;14.0;1.0;0.0;0.0;4.0;1.0;2.0;5.0;1.0;6.0
70;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;1996;1484;1.9;1.3;0.6;1710.0;1576.0;130.0;2.0;152.0;118.0;53.0;33.0;32.0;0.0;-2.0;2.0;34.0;19.0;2.0;4.0;6.0;7.0;152.0;135.0;2.0;3.0;7.0;6.0;53.0;47.0;19.0;23.0;3.0;1.0;6.0;33.0;25.0;7.0;2.0;32.0;2.0;20.0;2.0;1.0;1.0;6.0;1.0;2.0;8.0;2.0;8.0
71;Totaal grootteklassen;West-Nederland;Gezinsbedrijf;2000;1937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Totaal grootteklassen;West-Nederland;NV of BV;1990;145;1.9;0.9;1.0;0.0;0.0;0.0;0.0;94.0;88.0;29.0;42.0;17.0;0.0;0.0;0.0;3.0;6.0;1.0;1.0;3.0;2.0;94.0;68.0;5.0;10.0;3.0;7.0;29.0;20.0;11.0;6.0;1.0;3.0;8.0;42.0;31.0;9.0;2.0;17.0;1.0;10.0;1.0;1.0;0.0;3.0;0.0;1.0;4.0;1.0;4.0
73;Totaal grootteklassen;West-Nederland;NV of BV;1993;194;1.7;0.8;0.8;0.0;0.0;0.0;0.0;89.0;86.0;24.0;42.0;20.0;-1.0;-1.0;0.0;1.0;5.0;0.0;0.0;3.0;1.0;89.0;79.0;5.0;2.0;1.0;2.0;24.0;17.0;6.0;6.0;4.0;1.0;8.0;42.0;31.0;10.0;2.0;20.0;0.0;13.0;1.0;1.0;0.0;4.0;0.0;1.0;6.0;2.0;4.0
74;Totaal grootteklassen;West-Nederland;NV of BV;1996;211;2.0;1.5;0.6;55.0;46.0;5.0;5.0;123.0;115.0;35.0;53.0;26.0;-1.0;-1.0;0.0;7.0;9.0;1.0;2.0;3.0;2.0;123.0;104.0;10.0;2.0;4.0;4.0;35.0;27.0;10.0;13.0;4.0;1.0;8.0;53.0;41.0;10.0;3.0;26.0;1.0;15.0;1.0;1.0;1.0;4.0;1.0;1.0;6.0;4.0;6.0
75;Totaal grootteklassen;West-Nederland;NV of BV;2000;243;3.0;2.7;0.4;8.0;8.0;0.0;0.0;232.0;219.0;68.0;93.0;58.0;-3.0;-1.0;-2.0;10.0;12.0;0.0;2.0;7.0;4.0;232.0;155.0;19.0;8.0;0.0;49.0;68.0;43.0;16.0;20.0;6.0;1.0;25.0;93.0;66.0;21.0;6.0;58.0;3.0;34.0;3.0;3.0;3.0;7.0;1.0;2.0;16.0;12.0;10.0
76;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;1990;13;0.0;0.0;0.0;8.0;7.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;1993;10;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;1996;12;0.0;0.0;0.0;8.0;7.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Totaal grootteklassen;West-Nederland;Andere rechtsvormen;2000;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
