ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;NettoOmzet_9;TotaalBedrijfslasten_10;InkoopwaardeOmzet_11;Personeelslasten_12;OverigeBedrijfslasten_13;TotaalOverigeOpbrengstenEnLasten_14;SaldoInterest_15;SaldoBuitengewoneBatenEnLasten_16;ResultaatVoorBelastingen_17;TotaalInvesteringen_18;GrondEnTerreinen_19;Bedrijfsgebouwen_20;MachinesEnInstallaties_21;VrachtAutoSEnAanhangwagens_22;TotaalNettoOmzet_23;AanlegEnOnderhoudTuinenTerreinen_24;OnderhoudBermenEnWegen_25;BestratingsEnRioleringswerkzaamheden_26;OmzetTuincentrum_27;OverigeOmzet_28;TotaalInkoopwaardeOmzet_29;TotaalInkopenGrondEnHulpstoffen_30;Beplanting_31;DoodMateriaal_32;OverigeGrondEnHulpstoffen_33;KunstmestEnBestrijdingsmiddelen_34;WerkDoorDerden_35;TotaalPersoneelslasten_36;BrutoLonen_37;SocialeLasten_38;OverigePersoneelslasten_39;TotaalOverigeBedrijfslasten_40;BrandstoffenTrekkracht_41;TotaalAlgemeneKosten_42;Huisvestingskosten_43;HuurGebouwenEnTerreinen_44;HuurMachinesEnTransportmiddelen_45;Autokosten_46;KostenVanVerzekeringen_47;Reclamekosten_48;OverigeAlgemeneKosten_49;OverigeBetaaldArbeid_50;Afschrijvingen_51
228;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1990;186;0.3;0.1;0.2;194.0;173.0;19.0;1.0;19.0;16.0;6.0;5.0;4.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;19.0;16.0;0.0;1.0;1.0;1.0;6.0;6.0;3.0;2.0;1.0;0.0;0.0;5.0;4.0;1.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
229;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1993;238;0.3;0.1;0.1;217.0;194.0;21.0;0.0;19.0;15.0;6.0;5.0;4.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;1.0;19.0;18.0;0.0;0.0;1.0;0.0;6.0;6.0;2.0;3.0;1.0;0.0;1.0;5.0;3.0;1.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
230;Totaal grootteklassen;Utrecht;Gezinsbedrijf;1996;297;0.4;0.2;0.1;347.0;322.0;24.0;0.0;29.0;22.0;10.0;6.0;6.0;1.0;0.0;1.0;7.0;4.0;0.0;1.0;1.0;1.0;29.0;26.0;0.0;1.0;1.0;1.0;10.0;9.0;4.0;4.0;1.0;0.0;1.0;6.0;4.0;1.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0
231;Totaal grootteklassen;Utrecht;Gezinsbedrijf;2000;397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Totaal grootteklassen;Utrecht;NV of BV;1990;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Totaal grootteklassen;Utrecht;NV of BV;1993;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Totaal grootteklassen;Utrecht;NV of BV;1996;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Totaal grootteklassen;Utrecht;NV of BV;2000;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Totaal grootteklassen;Utrecht;Andere rechtsvormen;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Totaal grootteklassen;Utrecht;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1990;354;1.0;0.5;0.6;341.0;302.0;37.0;1.0;61.0;53.0;18.0;22.0;12.0;-1.0;-1.0;0.0;3.0;5.0;1.0;1.0;2.0;1.0;61.0;46.0;1.0;5.0;3.0;5.0;18.0;16.0;7.0;6.0;1.0;1.0;3.0;22.0;17.0;5.0;1.0;12.0;0.0;8.0;1.0;0.0;0.0;3.0;0.0;1.0;3.0;1.0;3.0
241;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1993;456;0.9;0.4;0.5;372.0;336.0;34.0;0.0;57.0;49.0;18.0;19.0;12.0;-1.0;-1.0;0.0;7.0;4.0;0.0;1.0;2.0;1.0;57.0;52.0;1.0;1.0;1.0;2.0;18.0;14.0;6.0;6.0;2.0;0.0;4.0;19.0;14.0;5.0;1.0;12.0;0.0;8.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;3.0
242;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;1996;538;1.1;0.8;0.4;546.0;501.0;43.0;2.0;81.0;68.0;26.0;25.0;17.0;-1.0;-1.0;0.0;12.0;8.0;1.0;2.0;2.0;3.0;81.0;71.0;3.0;2.0;3.0;2.0;26.0;22.0;9.0;10.0;2.0;0.0;4.0;25.0;19.0;5.0;1.0;17.0;1.0;11.0;1.0;0.0;1.0;3.0;0.0;1.0;4.0;2.0;4.0
243;Totaal grootteklassen;Noord-Holland;Totaal rechtsvormen;2000;649;1.3;1.2;0.1;611.0;580.0;29.0;3.0;131.0;110.0;44.0;38.0;28.0;-2.0;-1.0;-1.0;20.0;10.0;1.0;1.0;4.0;4.0;131.0;103.0;9.0;5.0;2.0;12.0;44.0;32.0;11.0;16.0;4.0;1.0;11.0;38.0;27.0;9.0;3.0;28.0;1.0;18.0;2.0;1.0;2.0;5.0;1.0;1.0;7.0;3.0;6.0
244;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
246;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
247;Totaal grootteklassen;Noord-Holland;Coöperatieve vereniging;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1990;319;0.6;0.2;0.3;341.0;302.0;37.0;1.0;35.0;30.0;11.0;11.0;7.0;-1.0;-1.0;0.0;2.0;3.0;0.0;1.0;1.0;1.0;35.0;30.0;1.0;1.0;2.0;1.0;11.0;10.0;4.0;4.0;1.0;0.0;1.0;11.0;8.0;2.0;0.0;7.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0
249;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1993;411;0.4;0.2;0.2;370.0;334.0;34.0;0.0;32.0;24.0;10.0;8.0;6.0;-1.0;-1.0;0.0;7.0;3.0;0.0;1.0;1.0;1.0;32.0;29.0;0.0;1.0;1.0;1.0;10.0;10.0;4.0;4.0;1.0;0.0;1.0;8.0;6.0;2.0;0.0;6.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0
250;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;1996;475;0.5;0.3;0.2;532.0;489.0;42.0;1.0;43.0;33.0;15.0;9.0;9.0;0.0;-1.0;0.0;10.0;5.0;1.0;1.0;2.0;2.0;43.0;38.0;0.0;1.0;2.0;2.0;15.0;13.0;6.0;7.0;1.0;0.0;1.0;9.0;7.0;2.0;0.0;9.0;1.0;6.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;2.0
251;Totaal grootteklassen;Noord-Holland;Gezinsbedrijf;2000;576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;Totaal grootteklassen;Noord-Holland;NV of BV;1990;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Totaal grootteklassen;Noord-Holland;NV of BV;1993;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Totaal grootteklassen;Noord-Holland;NV of BV;1996;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Totaal grootteklassen;Noord-Holland;NV of BV;2000;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
257;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;1996;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Totaal grootteklassen;Noord-Holland;Andere rechtsvormen;2000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Totaal grootteklassen;Zuid-Holland;Totaal rechtsvormen;1990;545;1.7;0.8;0.9;523.0;467.0;52.0;2.0;98.0;87.0;31.0;36.0;19.0;-1.0;-1.0;0.0;4.0;8.0;1.0;2.0;3.0;2.0;98.0;81.0;4.0;4.0;5.0;4.0;31.0;25.0;12.0;10.0;2.0;2.0;6.0;36.0;27.0;7.0;1.0;19.0;1.0;13.0;1.0;1.0;0.0;4.0;1.0;1.0;5.0;1.0;5.0
261;Totaal grootteklassen;Zuid-Holland;Totaal rechtsvormen;1993;668;1.3;0.7;0.6;523.0;465.0;55.0;1.0;85.0;73.0;26.0;29.0;17.0;-1.0;-1.0;0.0;11.0;6.0;1.0;1.0;2.0;2.0;85.0;78.0;2.0;1.0;2.0;2.0;26.0;22.0;9.0;9.0;3.0;1.0;4.0;29.0;22.0;7.0;1.0;17.0;1.0;12.0;1.0;1.0;0.0;3.0;0.0;1.0;5.0;1.0;5.0
262;Totaal grootteklassen;Zuid-Holland;Totaal rechtsvormen;1996;741;1.7;1.2;0.5;773.0;710.0;59.0;4.0;118.0;99.0;38.0;37.0;25.0;-1.0;-1.0;1.0;18.0;12.0;1.0;2.0;4.0;4.0;118.0;102.0;5.0;2.0;5.0;4.0;38.0;32.0;12.0;16.0;3.0;1.0;6.0;37.0;28.0;7.0;2.0;25.0;1.0;15.0;1.0;1.0;1.0;4.0;1.0;1.0;6.0;3.0;6.0
263;Totaal grootteklassen;Zuid-Holland;Totaal rechtsvormen;2000;986;2.3;2.1;0.2;963.0;907.0;52.0;7.0;213.0;181.0;69.0;64.0;48.0;-4.0;-1.0;-2.0;29.0;18.0;2.0;4.0;7.0;6.0;213.0;178.0;10.0;4.0;5.0;16.0;69.0;54.0;19.0;27.0;6.0;1.0;15.0;64.0;45.0;14.0;4.0;48.0;2.0;29.0;2.0;2.0;1.0;7.0;1.0;2.0;12.0;7.0;11.0
264;Totaal grootteklassen;Zuid-Holland;Coöperatieve vereniging;1990;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Totaal grootteklassen;Zuid-Holland;Coöperatieve vereniging;1993;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Totaal grootteklassen;Zuid-Holland;Coöperatieve vereniging;1996;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Totaal grootteklassen;Zuid-Holland;Coöperatieve vereniging;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Totaal grootteklassen;Zuid-Holland;Gezinsbedrijf;1990;457;0.9;0.4;0.5;518.0;462.0;51.0;2.0;55.0;46.0;17.0;17.0;12.0;-1.0;-1.0;0.0;3.0;6.0;1.0;1.0;2.0;2.0;55.0;47.0;1.0;2.0;3.0;1.0;17.0;16.0;6.0;7.0;2.0;1.0;2.0;17.0;13.0;4.0;1.0;12.0;0.0;8.0;1.0;0.0;0.0;3.0;0.0;1.0;3.0;0.0;3.0
269;Totaal grootteklassen;Zuid-Holland;Gezinsbedrijf;1993;560;0.6;0.3;0.3;522.0;464.0;55.0;1.0;48.0;37.0;16.0;12.0;10.0;-1.0;-1.0;0.0;10.0;4.0;1.0;1.0;1.0;1.0;48.0;45.0;0.0;0.0;2.0;1.0;16.0;14.0;6.0;6.0;2.0;0.0;1.0;12.0;9.0;3.0;0.0;10.0;0.0;6.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;3.0
270;Totaal grootteklassen;Zuid-Holland;Gezinsbedrijf;1996;630;0.8;0.6;0.3;739.0;681.0;56.0;1.0;66.0;51.0;23.0;14.0;14.0;0.0;-1.0;1.0;15.0;8.0;1.0;2.0;2.0;3.0;66.0;59.0;0.0;2.0;3.0;3.0;23.0;20.0;8.0;10.0;2.0;1.0;3.0;14.0;11.0;3.0;1.0;14.0;1.0;9.0;1.0;0.0;0.0;3.0;1.0;1.0;3.0;1.0;3.0
271;Totaal grootteklassen;Zuid-Holland;Gezinsbedrijf;2000;859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Totaal grootteklassen;Zuid-Holland;NV of BV;1990;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Totaal grootteklassen;Zuid-Holland;NV of BV;1993;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Totaal grootteklassen;Zuid-Holland;NV of BV;1996;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Totaal grootteklassen;Zuid-Holland;NV of BV;2000;119;1.3;1.2;0.1;4.0;4.0;0.0;0.0;99.0;95.0;29.0;40.0;26.0;-2.0;0.0;-1.0;3.0;6.0;0.0;1.0;3.0;2.0;99.0;79.0;8.0;2.0;0.0;11.0;29.0;20.0;8.0;8.0;3.0;0.0;9.0;40.0;29.0;9.0;3.0;26.0;1.0;15.0;1.0;1.0;1.0;3.0;0.0;1.0;7.0;5.0;5.0
276;Totaal grootteklassen;Zuid-Holland;Andere rechtsvormen;1990;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;Totaal grootteklassen;Zuid-Holland;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Totaal grootteklassen;Zuid-Holland;Andere rechtsvormen;1996;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;Totaal grootteklassen;Zuid-Holland;Andere rechtsvormen;2000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Totaal grootteklassen;Zeeland;Totaal rechtsvormen;1990;52;0.2;0.1;0.1;50.0;43.0;6.0;0.0;12.0;12.0;4.0;5.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;12.0;9.0;1.0;1.0;1.0;0.0;4.0;4.0;2.0;1.0;0.0;1.0;1.0;5.0;3.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
281;Totaal grootteklassen;Zeeland;Totaal rechtsvormen;1993;67;0.1;0.1;0.1;50.0;44.0;6.0;0.0;10.0;9.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;10.0;9.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
282;Totaal grootteklassen;Zeeland;Totaal rechtsvormen;1996;90;0.3;0.2;0.1;95.0;86.0;9.0;0.0;19.0;17.0;7.0;6.0;4.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;19.0;16.0;1.0;0.0;1.0;1.0;7.0;5.0;3.0;2.0;0.0;0.0;1.0;6.0;5.0;1.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
283;Totaal grootteklassen;Zeeland;Totaal rechtsvormen;2000;116;0.3;0.3;0.0;126.0;116.0;8.0;2.0;23.0;20.0;7.0;8.0;5.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;1.0;23.0;17.0;2.0;1.0;0.0;3.0;7.0;6.0;3.0;3.0;0.0;0.0;1.0;8.0;5.0;2.0;1.0;5.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
284;Totaal grootteklassen;Zeeland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
285;Totaal grootteklassen;Zeeland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
286;Totaal grootteklassen;Zeeland;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
287;Totaal grootteklassen;Zeeland;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;Totaal grootteklassen;Zeeland;Gezinsbedrijf;1990;46;0.1;0.0;0.0;47.0;41.0;6.0;0.0;5.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289;Totaal grootteklassen;Zeeland;Gezinsbedrijf;1993;55;0.1;0.0;0.0;50.0;44.0;6.0;0.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
290;Totaal grootteklassen;Zeeland;Gezinsbedrijf;1996;82;0.2;0.1;0.1;92.0;84.0;8.0;0.0;14.0;12.0;5.0;4.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;14.0;12.0;1.0;0.0;1.0;0.0;5.0;4.0;2.0;2.0;0.0;0.0;1.0;4.0;3.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
291;Totaal grootteklassen;Zeeland;Gezinsbedrijf;2000;105;0.2;0.2;0.0;124.0;114.0;8.0;2.0;17.0;13.0;5.0;5.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;17.0;13.0;0.0;1.0;0.0;3.0;5.0;4.0;1.0;2.0;0.0;0.0;1.0;5.0;3.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
292;Totaal grootteklassen;Zeeland;NV of BV;1990;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Totaal grootteklassen;Zeeland;NV of BV;1993;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Totaal grootteklassen;Zeeland;NV of BV;1996;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Totaal grootteklassen;Zeeland;NV of BV;2000;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Totaal grootteklassen;Zeeland;Andere rechtsvormen;1990;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Totaal grootteklassen;Zeeland;Andere rechtsvormen;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Totaal grootteklassen;Zeeland;Andere rechtsvormen;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;Totaal grootteklassen;Zeeland;Andere rechtsvormen;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Totaal grootteklassen;Noord-Brabant;Totaal rechtsvormen;1990;370;1.4;0.5;0.9;336.0;291.0;41.0;3.0;75.0;66.0;21.0;29.0;15.0;-1.0;-1.0;0.0;3.0;8.0;1.0;1.0;3.0;2.0;75.0;56.0;5.0;8.0;4.0;3.0;21.0;17.0;8.0;6.0;2.0;1.0;4.0;29.0;22.0;6.0;1.0;15.0;1.0;10.0;1.0;0.0;0.0;3.0;0.0;1.0;4.0;1.0;4.0
301;Totaal grootteklassen;Noord-Brabant;Totaal rechtsvormen;1993;430;1.0;0.4;0.6;345.0;305.0;38.0;0.0;63.0;55.0;19.0;23.0;14.0;-1.0;-1.0;0.0;7.0;6.0;0.0;1.0;3.0;2.0;63.0;53.0;4.0;1.0;2.0;2.0;19.0;16.0;6.0;6.0;3.0;0.0;3.0;23.0;17.0;5.0;1.0;14.0;0.0;9.0;1.0;0.0;0.0;2.0;0.0;1.0;4.0;1.0;3.0
302;Totaal grootteklassen;Noord-Brabant;Totaal rechtsvormen;1996;527;1.2;0.7;0.5;550.0;499.0;49.0;2.0;89.0;76.0;28.0;28.0;19.0;0.0;-1.0;1.0;13.0;9.0;1.0;2.0;3.0;3.0;89.0;76.0;5.0;2.0;3.0;3.0;28.0;23.0;9.0;11.0;2.0;1.0;5.0;28.0;21.0;5.0;2.0;19.0;1.0;12.0;1.0;1.0;1.0;3.0;1.0;1.0;5.0;2.0;4.0
303;Totaal grootteklassen;Noord-Brabant;Totaal rechtsvormen;2000;655;1.3;1.2;0.2;629.0;591.0;37.0;3.0;124.0;104.0;38.0;37.0;29.0;-1.0;-1.0;-1.0;18.0;12.0;2.0;3.0;5.0;3.0;124.0;101.0;6.0;3.0;3.0;10.0;38.0;30.0;11.0;14.0;4.0;1.0;8.0;37.0;27.0;8.0;2.0;29.0;2.0;17.0;1.0;1.0;1.0;4.0;1.0;1.0;7.0;4.0;7.0
304;Totaal grootteklassen;Noord-Brabant;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
305;Totaal grootteklassen;Noord-Brabant;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
306;Totaal grootteklassen;Noord-Brabant;Coöperatieve vereniging;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Totaal grootteklassen;Noord-Brabant;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
308;Totaal grootteklassen;Noord-Brabant;Gezinsbedrijf;1990;316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Totaal grootteklassen;Noord-Brabant;Gezinsbedrijf;1993;369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Totaal grootteklassen;Noord-Brabant;Gezinsbedrijf;1996;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
