ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
237;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Weert (RP);2004/'05;;;
238;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Roermond (RP);2003/'04;;;
239;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Roermond (RP);2004/'05;;;
240;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
241;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
242;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Parkstad Limburg (RP);2003/'04;;;
243;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Parkstad Limburg (RP);2004/'05;;;
244;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Maastricht Mergelland (RP);2003/'04;;;
245;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Maastricht Mergelland (RP);2004/'05;;;
246;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Niet in te delen (RP);2003/'04;;;
247;Totaal mannen en vrouwen;Vwo;Woonregio;Autochtoon;Niet in te delen (RP);2004/'05;;;
248;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Nederland;2003/'04;;;88.0
249;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Nederland;2004/'05;;;89.0
250;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Nederland (LD);2003/'04;;;83.0
251;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Nederland (LD);2004/'05;;;90.0
252;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Oost-Nederland (LD);2003/'04;;;88.0
253;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Oost-Nederland (LD);2004/'05;;;88.0
254;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;West-Nederland (LD);2003/'04;;;87.0
255;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;West-Nederland (LD);2004/'05;;;88.0
256;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid-Nederland (LD);2003/'04;;;93.0
257;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid-Nederland (LD);2004/'05;;;91.0
258;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (LD);2003/'04;;;
259;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (LD);2004/'05;;;
260;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Groningen (PV);2003/'04;;;
261;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Groningen (PV);2004/'05;;;
262;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Friesland (PV);2003/'04;;;
263;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Friesland (PV);2004/'05;;;
264;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Drenthe (PV);2003/'04;;;
265;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Drenthe (PV);2004/'05;;;
266;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Overijssel (PV);2003/'04;;;
267;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Overijssel (PV);2004/'05;;;
268;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Flevoland (PV);2003/'04;;;
269;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Flevoland (PV);2004/'05;;;
270;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gelderland (PV);2003/'04;;;
271;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gelderland (PV);2004/'05;;;
272;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht (PV);2003/'04;;;
273;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht (PV);2004/'05;;;
274;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Holland (PV);2003/'04;;;
275;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Holland (PV);2004/'05;;;
276;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid-Holland (PV);2003/'04;;;
277;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid-Holland (PV);2004/'05;;;
278;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zeeland (PV);2003/'04;;;
279;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zeeland (PV);2004/'05;;;
280;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Brabant (PV);2003/'04;;;
281;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Brabant (PV);2004/'05;;;
282;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Limburg (PV);2003/'04;;;
283;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Limburg (PV);2004/'05;;;
284;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (PV);2003/'04;;;
285;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (PV);2004/'05;;;
286;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Amsterdam;2003/'04;;;81.0
287;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Amsterdam;2004/'05;;;85.0
288;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;'s-Gravenhage (gemeente);2003/'04;;;89.0
289;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;'s-Gravenhage (gemeente);2004/'05;;;88.0
290;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rotterdam;2003/'04;;;79.0
291;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rotterdam;2004/'05;;;81.0
292;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht (gemeente);2003/'04;;;80.0
293;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht (gemeente);2004/'05;;;88.0
294;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Vier grootste gemeenten (G4);2003/'04;;;82.0
295;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Vier grootste gemeenten (G4);2004/'05;;;85.0
296;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;89.0
297;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;87.0
298;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;90.0
299;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;91.0
300;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (GM);2003/'04;;;
301;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (GM);2004/'05;;;
302;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Groningen (RP);2003/'04;;;
303;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Groningen (RP);2004/'05;;;
304;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Oost-Groningen (RP);2003/'04;;;
305;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Oost-Groningen (RP);2004/'05;;;
306;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Centraal-Groningen (RP);2003/'04;;;
307;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Centraal-Groningen (RP);2004/'05;;;
308;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Fryslân (RP);2003/'04;;;
309;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Fryslân (RP);2004/'05;;;
310;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
311;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
312;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;IJssel en Vecht (RP);2003/'04;;;
313;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;IJssel en Vecht (RP);2004/'05;;;
314;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Twente (RP);2003/'04;;;
315;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Twente (RP);2004/'05;;;
316;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
317;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
318;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Stedendriehoek (RP);2003/'04;;;
319;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Stedendriehoek (RP);2004/'05;;;
320;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;De Vallei (RP);2003/'04;;;
321;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;De Vallei (RP);2004/'05;;;
322;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;IJssel en Rijn (RP);2003/'04;;;
323;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;IJssel en Rijn (RP);2004/'05;;;
324;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Achterhoek (RP);2003/'04;;;
325;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Achterhoek (RP);2004/'05;;;
326;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Nijmegen (RP);2003/'04;;;
327;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Nijmegen (RP);2004/'05;;;
328;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rivierenland (RP);2003/'04;;;
329;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rivierenland (RP);2004/'05;;;
330;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Flevoland (RP);2003/'04;;;
331;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Flevoland (RP);2004/'05;;;
332;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
333;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
334;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Eemland (RP);2003/'04;;;
335;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Eemland (RP);2004/'05;;;
336;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht-Midden (RP);2003/'04;;;
337;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Utrecht-Midden (RP);2004/'05;;;
338;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Holland-Noord (RP);2003/'04;;;
339;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Holland-Noord (RP);2004/'05;;;
340;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
341;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
342;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rijn-Gouwe (RP);2003/'04;;;
343;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rijn-Gouwe (RP);2004/'05;;;
344;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Haaglanden (RP);2003/'04;;;
345;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Haaglanden (RP);2004/'05;;;
346;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rijnmond (RP);2003/'04;;;
347;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Rijnmond (RP);2004/'05;;;
348;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zeeland (RP);2003/'04;;;
349;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zeeland (RP);2004/'05;;;
350;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;West-Brabant (RP);2003/'04;;;
351;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;West-Brabant (RP);2004/'05;;;
352;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Midden-Brabant (RP);2003/'04;;;
353;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Midden-Brabant (RP);2004/'05;;;
354;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noordoost-Brabant (RP);2003/'04;;;
355;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noordoost-Brabant (RP);2004/'05;;;
356;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuidoost-Brabant (RP);2003/'04;;;
357;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Zuidoost-Brabant (RP);2004/'05;;;
358;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Limburg (RP);2003/'04;;;
359;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Noord-Limburg (RP);2004/'05;;;
360;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Weert (RP);2003/'04;;;
361;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Weert (RP);2004/'05;;;
362;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Roermond (RP);2003/'04;;;
363;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Roermond (RP);2004/'05;;;
364;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Westelijke Mijnstreek (RP);2003/'04;;;
365;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Westelijke Mijnstreek (RP);2004/'05;;;
366;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Parkstad Limburg (RP);2003/'04;;;
367;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Parkstad Limburg (RP);2004/'05;;;
368;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Maastricht Mergelland (RP);2003/'04;;;
369;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Maastricht Mergelland (RP);2004/'05;;;
370;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (RP);2003/'04;;;
371;Totaal mannen en vrouwen;Vwo;Woonregio;Allochtoon;Niet in te delen (RP);2004/'05;;;
372;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Nederland;2003/'04;;;92.0
373;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Nederland;2004/'05;;;92.0
374;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Nederland (LD);2003/'04;;;89.0
375;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Nederland (LD);2004/'05;;;95.0
376;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Oost-Nederland (LD);2003/'04;;;92.0
377;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Oost-Nederland (LD);2004/'05;;;94.0
378;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;West-Nederland (LD);2003/'04;;;92.0
379;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;West-Nederland (LD);2004/'05;;;92.0
380;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid-Nederland (LD);2003/'04;;;94.0
381;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid-Nederland (LD);2004/'05;;;92.0
382;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (LD);2003/'04;;;
383;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (LD);2004/'05;;;
384;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Groningen (PV);2003/'04;;;
385;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Groningen (PV);2004/'05;;;
386;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Friesland (PV);2003/'04;;;
387;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Friesland (PV);2004/'05;;;
388;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Drenthe (PV);2003/'04;;;
389;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Drenthe (PV);2004/'05;;;
390;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Overijssel (PV);2003/'04;;;
391;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Overijssel (PV);2004/'05;;;
392;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Flevoland (PV);2003/'04;;;
393;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Flevoland (PV);2004/'05;;;
394;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gelderland (PV);2003/'04;;;
395;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gelderland (PV);2004/'05;;;
396;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht (PV);2003/'04;;;
397;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht (PV);2004/'05;;;
398;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Holland (PV);2003/'04;;;
399;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Holland (PV);2004/'05;;;
400;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid-Holland (PV);2003/'04;;;
401;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid-Holland (PV);2004/'05;;;
402;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zeeland (PV);2003/'04;;;
403;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zeeland (PV);2004/'05;;;
404;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Brabant (PV);2003/'04;;;
405;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Brabant (PV);2004/'05;;;
406;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Limburg (PV);2003/'04;;;
407;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Limburg (PV);2004/'05;;;
408;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (PV);2003/'04;;;
409;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (PV);2004/'05;;;
410;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Amsterdam;2003/'04;;;92.0
411;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Amsterdam;2004/'05;;;89.0
412;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;'s-Gravenhage (gemeente);2003/'04;;;94.0
413;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;'s-Gravenhage (gemeente);2004/'05;;;93.0
414;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rotterdam;2003/'04;;;83.0
415;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rotterdam;2004/'05;;;87.0
416;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht (gemeente);2003/'04;;;84.0
417;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht (gemeente);2004/'05;;;94.0
418;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Vier grootste gemeenten (G4);2003/'04;;;90.0
419;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Vier grootste gemeenten (G4);2004/'05;;;90.0
420;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;93.0
421;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;90.0
422;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;92.0
423;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;94.0
424;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (GM);2003/'04;;;
425;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Niet in te delen (GM);2004/'05;;;
426;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Groningen (RP);2003/'04;;;
427;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Groningen (RP);2004/'05;;;
428;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Oost-Groningen (RP);2003/'04;;;
429;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Oost-Groningen (RP);2004/'05;;;
430;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Centraal-Groningen (RP);2003/'04;;;
431;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Centraal-Groningen (RP);2004/'05;;;
432;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Fryslân (RP);2003/'04;;;
433;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Fryslân (RP);2004/'05;;;
434;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid- en Midden-Drenthe (RP);2003/'04;;;
435;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuid- en Midden-Drenthe (RP);2004/'05;;;
436;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;IJssel en Vecht (RP);2003/'04;;;
437;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;IJssel en Vecht (RP);2004/'05;;;
438;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Twente (RP);2003/'04;;;
439;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Twente (RP);2004/'05;;;
440;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noordwest-Veluwe (RP);2003/'04;;;
441;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noordwest-Veluwe (RP);2004/'05;;;
442;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Stedendriehoek (RP);2003/'04;;;
443;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Stedendriehoek (RP);2004/'05;;;
444;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;De Vallei (RP);2003/'04;;;
445;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;De Vallei (RP);2004/'05;;;
446;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;IJssel en Rijn (RP);2003/'04;;;
447;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;IJssel en Rijn (RP);2004/'05;;;
448;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Achterhoek (RP);2003/'04;;;
449;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Achterhoek (RP);2004/'05;;;
450;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Nijmegen (RP);2003/'04;;;
451;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Nijmegen (RP);2004/'05;;;
452;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rivierenland (RP);2003/'04;;;
453;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rivierenland (RP);2004/'05;;;
454;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Flevoland (RP);2003/'04;;;
455;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Flevoland (RP);2004/'05;;;
456;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gooi en Vechtstreek (RP);2003/'04;;;
457;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Gooi en Vechtstreek (RP);2004/'05;;;
458;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Eemland (RP);2003/'04;;;
459;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Eemland (RP);2004/'05;;;
460;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht-Midden (RP);2003/'04;;;
461;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Utrecht-Midden (RP);2004/'05;;;
462;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Holland-Noord (RP);2003/'04;;;
463;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Holland-Noord (RP);2004/'05;;;
464;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuidelijk Noord-Holland (RP);2003/'04;;;
465;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuidelijk Noord-Holland (RP);2004/'05;;;
466;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rijn-Gouwe (RP);2003/'04;;;
467;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rijn-Gouwe (RP);2004/'05;;;
468;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Haaglanden (RP);2003/'04;;;
469;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Haaglanden (RP);2004/'05;;;
470;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rijnmond (RP);2003/'04;;;
471;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Rijnmond (RP);2004/'05;;;
472;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zeeland (RP);2003/'04;;;
473;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zeeland (RP);2004/'05;;;
474;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;West-Brabant (RP);2003/'04;;;
475;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;West-Brabant (RP);2004/'05;;;
476;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Midden-Brabant (RP);2003/'04;;;
477;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Midden-Brabant (RP);2004/'05;;;
478;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noordoost-Brabant (RP);2003/'04;;;
479;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noordoost-Brabant (RP);2004/'05;;;
480;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuidoost-Brabant (RP);2003/'04;;;
481;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Zuidoost-Brabant (RP);2004/'05;;;
482;Totaal mannen en vrouwen;Vwo;Woonregio;Westerse allochtoon;Noord-Limburg (RP);2003/'04;;;
