ID;SBI93;RegioS;Perioden;AantalBanenVanWerknemersNiveau_1;AantalBanenVanWerknemersMutatie_2
2034;4;Zeeuwsch-Vlaanderen (COROP);1994 30 september;37.3;
2035;4;Zeeuwsch-Vlaanderen (COROP);1995 31 december;36.1;
2036;4;Zeeuwsch-Vlaanderen (COROP);1996 31 december;37.2;1.2
2037;4;Zeeuwsch-Vlaanderen (COROP);1997 31 december;37.6;0.7
2038;4;Zeeuwsch-Vlaanderen (COROP);1998 31 december;37.9;0.6
2039;4;Zeeuwsch-Vlaanderen (COROP);1999 31 december voorlopig;38.5;0.7
2040;4;Zeeuwsch-Vlaanderen (COROP);1999 31 december nader voorlopig;39.7;
2041;4;Zeeuwsch-Vlaanderen (COROP);2000 31 december voorlopig;39.9;0.2
2042;4;Zeeuwsch-Vlaanderen (COROP);2000 31 december nader voorlopig;39.8;
2043;4;Zeeuwsch-Vlaanderen (COROP);2001 31 december voorlopig;40.5;0.7
2044;4;Zeeuwsch-Vlaanderen (COROP);2001 31 december nader voorlopig;40.9;
2045;4;Zeeuwsch-Vlaanderen (COROP);2002 31 december voorlopig;41.4;0.5
2046;4;Zeeuwsch-Vlaanderen (COROP);2002 31 december nader voorlopig;41.4;
2047;4;Zeeuwsch-Vlaanderen (COROP);2003 31 december voorlopig;41.2;-0.2
2048;4;Zeeuwsch-Vlaanderen (COROP);2003 31 december nader voorlopig;41.1;
2049;4;Zeeuwsch-Vlaanderen (COROP);2004 31 december voorlopig;41.2;0.0
2050;4;Zeeuwsch-Vlaanderen (COROP);2004 31 december nader voorlopig;41.0;
2051;4;Zeeuwsch-Vlaanderen (COROP);2005 31 december voorlopig;40.6;-0.4
2052;4;Overig Zeeland (COROP);1993 30 september;81.0;
2053;4;Overig Zeeland (COROP);1994 30 september;81.1;
2054;4;Overig Zeeland (COROP);1995 31 december;79.7;
2055;4;Overig Zeeland (COROP);1996 31 december;83.0;3.1
2056;4;Overig Zeeland (COROP);1997 31 december;84.4;1.2
2057;4;Overig Zeeland (COROP);1998 31 december;85.5;0.6
2058;4;Overig Zeeland (COROP);1999 31 december voorlopig;88.1;2.6
2059;4;Overig Zeeland (COROP);1999 31 december nader voorlopig;90.5;
2060;4;Overig Zeeland (COROP);2000 31 december voorlopig;94.1;3.5
2061;4;Overig Zeeland (COROP);2000 31 december nader voorlopig;93.3;
2062;4;Overig Zeeland (COROP);2001 31 december voorlopig;96.0;2.7
2063;4;Overig Zeeland (COROP);2001 31 december nader voorlopig;96.5;
2064;4;Overig Zeeland (COROP);2002 31 december voorlopig;97.8;1.3
2065;4;Overig Zeeland (COROP);2002 31 december nader voorlopig;98.1;
2066;4;Overig Zeeland (COROP);2003 31 december voorlopig;97.9;-0.3
2067;4;Overig Zeeland (COROP);2003 31 december nader voorlopig;97.6;
2068;4;Overig Zeeland (COROP);2004 31 december voorlopig;97.2;-0.4
2069;4;Overig Zeeland (COROP);2004 31 december nader voorlopig;97.7;
2070;4;Overig Zeeland (COROP);2005 31 december voorlopig;97.7;0.1
2071;4;West-Noord-Brabant (COROP);1993 30 september;205.2;
2072;4;West-Noord-Brabant (COROP);1994 30 september;202.7;
2073;4;West-Noord-Brabant (COROP);1995 31 december;206.8;
2074;4;West-Noord-Brabant (COROP);1996 31 december;213.5;6.5
2075;4;West-Noord-Brabant (COROP);1997 31 december;224.3;8.4
2076;4;West-Noord-Brabant (COROP);1998 31 december;232.8;6.3
2077;4;West-Noord-Brabant (COROP);1999 31 december voorlopig;239.1;6.3
2078;4;West-Noord-Brabant (COROP);1999 31 december nader voorlopig;246.3;
2079;4;West-Noord-Brabant (COROP);2000 31 december voorlopig;253.2;6.9
2080;4;West-Noord-Brabant (COROP);2000 31 december nader voorlopig;253.3;
2081;4;West-Noord-Brabant (COROP);2001 31 december voorlopig;258.9;5.6
2082;4;West-Noord-Brabant (COROP);2001 31 december nader voorlopig;258.4;
2083;4;West-Noord-Brabant (COROP);2002 31 december voorlopig;261.4;3.1
2084;4;West-Noord-Brabant (COROP);2002 31 december nader voorlopig;259.6;
2085;4;West-Noord-Brabant (COROP);2003 31 december voorlopig;259.8;0.1
2086;4;West-Noord-Brabant (COROP);2003 31 december nader voorlopig;257.3;
2087;4;West-Noord-Brabant (COROP);2004 31 december voorlopig;254.1;-3.1
2088;4;West-Noord-Brabant (COROP);2004 31 december nader voorlopig;254.7;
2089;4;West-Noord-Brabant (COROP);2005 31 december voorlopig;256.0;1.3
2090;4;Midden-Noord-Brabant (COROP);1993 30 september;151.1;
2091;4;Midden-Noord-Brabant (COROP);1994 30 september;151.2;
2092;4;Midden-Noord-Brabant (COROP);1995 31 december;154.7;
2093;4;Midden-Noord-Brabant (COROP);1996 31 december;160.5;6.5
2094;4;Midden-Noord-Brabant (COROP);1997 31 december;157.4;5.1
2095;4;Midden-Noord-Brabant (COROP);1998 31 december;162.2;5.0
2096;4;Midden-Noord-Brabant (COROP);1999 31 december voorlopig;169.9;7.7
2097;4;Midden-Noord-Brabant (COROP);1999 31 december nader voorlopig;175.2;
2098;4;Midden-Noord-Brabant (COROP);2000 31 december voorlopig;181.9;6.7
2099;4;Midden-Noord-Brabant (COROP);2000 31 december nader voorlopig;180.3;
2100;4;Midden-Noord-Brabant (COROP);2001 31 december voorlopig;182.7;2.4
2101;4;Midden-Noord-Brabant (COROP);2001 31 december nader voorlopig;183.5;
2102;4;Midden-Noord-Brabant (COROP);2002 31 december voorlopig;186.8;3.2
2103;4;Midden-Noord-Brabant (COROP);2002 31 december nader voorlopig;187.1;
2104;4;Midden-Noord-Brabant (COROP);2003 31 december voorlopig;186.7;-0.4
2105;4;Midden-Noord-Brabant (COROP);2003 31 december nader voorlopig;185.8;
2106;4;Midden-Noord-Brabant (COROP);2004 31 december voorlopig;184.1;-1.4
2107;4;Midden-Noord-Brabant (COROP);2004 31 december nader voorlopig;184.3;
2108;4;Midden-Noord-Brabant (COROP);2005 31 december voorlopig;186.5;2.2
2109;4;Noordoost-Noord-Brabant (COROP);1993 30 september;204.0;
2110;4;Noordoost-Noord-Brabant (COROP);1994 30 september;206.4;
2111;4;Noordoost-Noord-Brabant (COROP);1995 31 december;211.0;
2112;4;Noordoost-Noord-Brabant (COROP);1996 31 december;219.8;6.7
2113;4;Noordoost-Noord-Brabant (COROP);1997 31 december;242.5;10.1
2114;4;Noordoost-Noord-Brabant (COROP);1998 31 december;247.5;7.7
2115;4;Noordoost-Noord-Brabant (COROP);1999 31 december voorlopig;254.0;6.4
2116;4;Noordoost-Noord-Brabant (COROP);1999 31 december nader voorlopig;264.4;
2117;4;Noordoost-Noord-Brabant (COROP);2000 31 december voorlopig;274.2;9.8
2118;4;Noordoost-Noord-Brabant (COROP);2000 31 december nader voorlopig;271.8;
2119;4;Noordoost-Noord-Brabant (COROP);2001 31 december voorlopig;280.4;8.7
2120;4;Noordoost-Noord-Brabant (COROP);2001 31 december nader voorlopig;278.7;
2121;4;Noordoost-Noord-Brabant (COROP);2002 31 december voorlopig;280.2;1.5
2122;4;Noordoost-Noord-Brabant (COROP);2002 31 december nader voorlopig;277.7;
2123;4;Noordoost-Noord-Brabant (COROP);2003 31 december voorlopig;275.0;-2.7
2124;4;Noordoost-Noord-Brabant (COROP);2003 31 december nader voorlopig;273.7;
2125;4;Noordoost-Noord-Brabant (COROP);2004 31 december voorlopig;269.9;-3.8
2126;4;Noordoost-Noord-Brabant (COROP);2004 31 december nader voorlopig;269.5;
2127;4;Noordoost-Noord-Brabant (COROP);2005 31 december voorlopig;273.9;4.4
2128;4;Zuidoost-Noord-Brabant (COROP);1993 30 september;247.7;
2129;4;Zuidoost-Noord-Brabant (COROP);1994 30 september;250.6;
2130;4;Zuidoost-Noord-Brabant (COROP);1995 31 december;255.9;
2131;4;Zuidoost-Noord-Brabant (COROP);1996 31 december;266.4;12.0
2132;4;Zuidoost-Noord-Brabant (COROP);1997 31 december;282.4;11.3
2133;4;Zuidoost-Noord-Brabant (COROP);1998 31 december;294.3;10.4
2134;4;Zuidoost-Noord-Brabant (COROP);1999 31 december voorlopig;302.9;8.6
2135;4;Zuidoost-Noord-Brabant (COROP);1999 31 december nader voorlopig;315.4;
2136;4;Zuidoost-Noord-Brabant (COROP);2000 31 december voorlopig;327.0;11.6
2137;4;Zuidoost-Noord-Brabant (COROP);2000 31 december nader voorlopig;325.1;
2138;4;Zuidoost-Noord-Brabant (COROP);2001 31 december voorlopig;331.4;6.4
2139;4;Zuidoost-Noord-Brabant (COROP);2001 31 december nader voorlopig;329.8;
2140;4;Zuidoost-Noord-Brabant (COROP);2002 31 december voorlopig;329.9;0.1
2141;4;Zuidoost-Noord-Brabant (COROP);2002 31 december nader voorlopig;332.9;
2142;4;Zuidoost-Noord-Brabant (COROP);2003 31 december voorlopig;327.8;-5.1
2143;4;Zuidoost-Noord-Brabant (COROP);2003 31 december nader voorlopig;325.7;
2144;4;Zuidoost-Noord-Brabant (COROP);2004 31 december voorlopig;326.4;0.7
2145;4;Zuidoost-Noord-Brabant (COROP);2004 31 december nader voorlopig;327.5;
2146;4;Zuidoost-Noord-Brabant (COROP);2005 31 december voorlopig;326.2;-1.3
2147;4;Noord-Limburg (COROP);1993 30 september;100.1;
2148;4;Noord-Limburg (COROP);1994 30 september;98.0;
2149;4;Noord-Limburg (COROP);1995 31 december;96.5;
2150;4;Noord-Limburg (COROP);1996 31 december;99.3;2.4
2151;4;Noord-Limburg (COROP);1997 31 december;103.1;3.3
2152;4;Noord-Limburg (COROP);1998 31 december;106.3;3.5
2153;4;Noord-Limburg (COROP);1999 31 december voorlopig;108.1;1.8
2154;4;Noord-Limburg (COROP);1999 31 december nader voorlopig;111.9;
2155;4;Noord-Limburg (COROP);2000 31 december voorlopig;114.8;2.8
2156;4;Noord-Limburg (COROP);2000 31 december nader voorlopig;115.3;
2157;4;Noord-Limburg (COROP);2001 31 december voorlopig;119.4;4.1
2158;4;Noord-Limburg (COROP);2001 31 december nader voorlopig;119.1;
2159;4;Noord-Limburg (COROP);2002 31 december voorlopig;120.5;1.3
2160;4;Noord-Limburg (COROP);2002 31 december nader voorlopig;120.2;
2161;4;Noord-Limburg (COROP);2003 31 december voorlopig;118.3;-1.9
2162;4;Noord-Limburg (COROP);2003 31 december nader voorlopig;116.7;
2163;4;Noord-Limburg (COROP);2004 31 december voorlopig;117.6;0.9
2164;4;Noord-Limburg (COROP);2004 31 december nader voorlopig;117.6;
2165;4;Noord-Limburg (COROP);2005 31 december voorlopig;118.2;0.6
2166;4;Midden-Limburg (COROP);1993 30 september;74.9;
2167;4;Midden-Limburg (COROP);1994 30 september;74.2;
2168;4;Midden-Limburg (COROP);1995 31 december;71.7;
2169;4;Midden-Limburg (COROP);1996 31 december;73.9;2.1
2170;4;Midden-Limburg (COROP);1997 31 december;77.4;3.2
2171;4;Midden-Limburg (COROP);1998 31 december;79.4;2.0
2172;4;Midden-Limburg (COROP);1999 31 december voorlopig;82.8;3.4
2173;4;Midden-Limburg (COROP);1999 31 december nader voorlopig;84.7;
2174;4;Midden-Limburg (COROP);2000 31 december voorlopig;86.7;1.9
2175;4;Midden-Limburg (COROP);2000 31 december nader voorlopig;86.1;
2176;4;Midden-Limburg (COROP);2001 31 december voorlopig;88.2;2.1
2177;4;Midden-Limburg (COROP);2001 31 december nader voorlopig;88.8;
2178;4;Midden-Limburg (COROP);2002 31 december voorlopig;88.9;0.2
2179;4;Midden-Limburg (COROP);2002 31 december nader voorlopig;89.2;
2180;4;Midden-Limburg (COROP);2003 31 december voorlopig;90.5;-0.9
2181;4;Midden-Limburg (COROP);2003 31 december nader voorlopig;88.9;
2182;4;Midden-Limburg (COROP);2004 31 december voorlopig;88.1;-0.8
2183;4;Midden-Limburg (COROP);2004 31 december nader voorlopig;88.6;
2184;4;Midden-Limburg (COROP);2005 31 december voorlopig;87.5;-1.1
2185;4;Zuid-Limburg (COROP);1993 30 september;212.1;
2186;4;Zuid-Limburg (COROP);1994 30 september;214.8;
2187;4;Zuid-Limburg (COROP);1995 31 december;216.2;
2188;4;Zuid-Limburg (COROP);1996 31 december;223.0;6.5
2189;4;Zuid-Limburg (COROP);1997 31 december;229.8;6.5
2190;4;Zuid-Limburg (COROP);1998 31 december;232.8;3.5
2191;4;Zuid-Limburg (COROP);1999 31 december voorlopig;242.4;9.6
2192;4;Zuid-Limburg (COROP);1999 31 december nader voorlopig;250.1;
2193;4;Zuid-Limburg (COROP);2000 31 december voorlopig;253.6;3.4
2194;4;Zuid-Limburg (COROP);2000 31 december nader voorlopig;253.6;
2195;4;Zuid-Limburg (COROP);2001 31 december voorlopig;254.3;0.7
2196;4;Zuid-Limburg (COROP);2001 31 december nader voorlopig;255.4;
2197;4;Zuid-Limburg (COROP);2002 31 december voorlopig;254.6;-0.8
2198;4;Zuid-Limburg (COROP);2002 31 december nader voorlopig;253.7;
2199;4;Zuid-Limburg (COROP);2003 31 december voorlopig;247.9;-3.7
2200;4;Zuid-Limburg (COROP);2003 31 december nader voorlopig;247.8;
2201;4;Zuid-Limburg (COROP);2004 31 december voorlopig;242.9;-4.9
2202;4;Zuid-Limburg (COROP);2004 31 december nader voorlopig;243.3;
2203;4;Zuid-Limburg (COROP);2005 31 december voorlopig;239.7;-3.7
2204;4;Flevoland (COROP);1993 30 september;61.5;
2205;4;Flevoland (COROP);1994 30 september;66.4;
2206;4;Flevoland (COROP);1995 31 december;70.1;
2207;4;Flevoland (COROP);1996 31 december;74.3;4.2
2208;4;Flevoland (COROP);1997 31 december;79.2;5.0
2209;4;Flevoland (COROP);1998 31 december;84.3;4.8
2210;4;Flevoland (COROP);1999 31 december voorlopig;91.3;7.0
2211;4;Flevoland (COROP);1999 31 december nader voorlopig;95.4;
2212;4;Flevoland (COROP);2000 31 december voorlopig;101.4;6.0
2213;4;Flevoland (COROP);2000 31 december nader voorlopig;102.1;
2214;4;Flevoland (COROP);2001 31 december voorlopig;107.2;5.1
2215;4;Flevoland (COROP);2001 31 december nader voorlopig;107.5;
2216;4;Flevoland (COROP);2002 31 december voorlopig;111.5;4.0
2217;4;Flevoland (COROP);2002 31 december nader voorlopig;111.0;
2218;4;Flevoland (COROP);2003 31 december voorlopig;112.1;1.1
2219;4;Flevoland (COROP);2003 31 december nader voorlopig;112.0;
2220;4;Flevoland (COROP);2004 31 december voorlopig;113.0;1.0
2221;4;Flevoland (COROP);2004 31 december nader voorlopig;114.2;
2222;4;Flevoland (COROP);2005 31 december voorlopig;116.1;1.8
2223;4;COROP onbekend;1993 30 september;0.0;0.0
2224;4;COROP onbekend;1994 30 september;0.0;0.0
2225;4;COROP onbekend;1995 31 december;0.0;0.0
2226;4;COROP onbekend;1996 31 december;0.0;0.0
2227;4;COROP onbekend;1997 31 december;0.0;0.0
2228;4;COROP onbekend;1998 31 december;0.0;0.0
2229;4;COROP onbekend;1999 31 december voorlopig;0.0;0.0
2230;4;COROP onbekend;1999 31 december nader voorlopig;0.0;0.0
2231;4;COROP onbekend;2000 31 december voorlopig;0.0;0.0
2232;4;COROP onbekend;2000 31 december nader voorlopig;0.0;0.0
2233;4;COROP onbekend;2001 31 december voorlopig;0.0;0.0
2234;4;COROP onbekend;2001 31 december nader voorlopig;0.0;0.0
2235;4;COROP onbekend;2002 31 december voorlopig;0.0;0.0
2236;4;COROP onbekend;2002 31 december nader voorlopig;0.0;0.0
2237;4;COROP onbekend;2003 31 december voorlopig;0.0;0.0
2238;4;COROP onbekend;2003 31 december nader voorlopig;51.5;
2239;4;COROP onbekend;2004 31 december voorlopig;49.7;-1.8
2240;4;COROP onbekend;2004 31 december nader voorlopig;49.7;
2241;4;COROP onbekend;2005 31 december voorlopig;50.3;0.6
2242;4;Aa en Hunze;1993 30 september;0.0;0.0
2243;4;Aa en Hunze;1994 30 september;0.0;0.0
2244;4;Aa en Hunze;1995 31 december;0.0;0.0
2245;4;Aa en Hunze;1996 31 december;0.0;0.0
2246;4;Aa en Hunze;1997 31 december;0.0;0.0
2247;4;Aa en Hunze;1998 31 december;4.52;0.05
2248;4;Aa en Hunze;1999 31 december voorlopig;4.82;0.3
2249;4;Aa en Hunze;1999 31 december nader voorlopig;5.0;
2250;4;Aa en Hunze;2000 31 december voorlopig;5.13;0.12
2251;4;Aa en Hunze;2000 31 december nader voorlopig;5.12;
2252;4;Aa en Hunze;2001 31 december voorlopig;5.43;0.32
2253;4;Aa en Hunze;2001 31 december nader voorlopig;5.34;
2254;4;Aa en Hunze;2002 31 december voorlopig;5.49;0.15
2255;4;Aa en Hunze;2002 31 december nader voorlopig;5.48;
2256;4;Aa en Hunze;2003 31 december voorlopig;5.47;-0.01
2257;4;Aa en Hunze;2003 31 december nader voorlopig;5.46;
2258;4;Aa en Hunze;2004 31 december voorlopig;5.48;0.02
2259;4;Aa en Hunze;2004 31 december nader voorlopig;5.49;
2260;4;Aa en Hunze;2005 31 december voorlopig;6.06;0.57
2261;4;Aalburg;1993 30 september;2.59;
2262;4;Aalburg;1994 30 september;3.09;
2263;4;Aalburg;1995 31 december;3.03;
2264;4;Aalburg;1996 31 december;2.96;-0.08
2265;4;Aalburg;1997 31 december;3.27;0.36
2266;4;Aalburg;1998 31 december;2.82;0.13
2267;4;Aalburg;1999 31 december voorlopig;2.56;-0.25
2268;4;Aalburg;1999 31 december nader voorlopig;2.7;
2269;4;Aalburg;2000 31 december voorlopig;2.87;0.16
2270;4;Aalburg;2000 31 december nader voorlopig;2.84;
2271;4;Aalburg;2001 31 december voorlopig;2.94;0.1
2272;4;Aalburg;2001 31 december nader voorlopig;2.88;
2273;4;Aalburg;2002 31 december voorlopig;2.96;0.08
2274;4;Aalburg;2002 31 december nader voorlopig;2.94;
2275;4;Aalburg;2003 31 december voorlopig;2.93;-0.01
2276;4;Aalburg;2003 31 december nader voorlopig;3.12;
2277;4;Aalburg;2004 31 december voorlopig;3.07;-0.05
2278;4;Aalburg;2004 31 december nader voorlopig;3.05;
2279;4;Aalburg;2005 31 december voorlopig;3.06;0.01
2280;4;Aalsmeer;1993 30 september;14.2;
2281;4;Aalsmeer;1994 30 september;14.01;
2282;4;Aalsmeer;1995 31 december;14.79;
2283;4;Aalsmeer;1996 31 december;15.04;0.2
2284;4;Aalsmeer;1997 31 december;15.93;0.96
2285;4;Aalsmeer;1998 31 december;16.42;0.57
2286;4;Aalsmeer;1999 31 december voorlopig;16.58;0.16
2287;4;Aalsmeer;1999 31 december nader voorlopig;16.91;
2288;4;Aalsmeer;2000 31 december voorlopig;17.31;0.4
2289;4;Aalsmeer;2000 31 december nader voorlopig;17.28;
2290;4;Aalsmeer;2001 31 december voorlopig;17.25;-0.03
2291;4;Aalsmeer;2001 31 december nader voorlopig;16.9;
2292;4;Aalsmeer;2002 31 december voorlopig;16.88;-0.01
2293;4;Aalsmeer;2002 31 december nader voorlopig;16.9;
2294;4;Aalsmeer;2003 31 december voorlopig;16.17;-0.73
2295;4;Aalsmeer;2003 31 december nader voorlopig;16.15;
2296;4;Aalsmeer;2004 31 december voorlopig;15.36;-0.79
2297;4;Aalsmeer;2004 31 december nader voorlopig;15.62;
2298;4;Aalsmeer;2005 31 december voorlopig;15.49;-0.13
2299;4;Aalten;1993 30 september;4.69;
2300;4;Aalten;1994 30 september;4.9;
2301;4;Aalten;1995 31 december;4.57;
2302;4;Aalten;1996 31 december;4.67;0.06
2303;4;Aalten;1997 31 december;4.88;0.21
2304;4;Aalten;1998 31 december;5.0;0.22
2305;4;Aalten;1999 31 december voorlopig;5.23;0.23
2306;4;Aalten;1999 31 december nader voorlopig;5.27;
2307;4;Aalten;2000 31 december voorlopig;5.37;0.1
2308;4;Aalten;2000 31 december nader voorlopig;5.49;
2309;4;Aalten;2001 31 december voorlopig;5.61;0.12
2310;4;Aalten;2001 31 december nader voorlopig;5.8;
2311;4;Aalten;2002 31 december voorlopig;5.92;0.11
2312;4;Aalten;2002 31 december nader voorlopig;5.93;
2313;4;Aalten;2003 31 december voorlopig;5.87;-0.06
2314;4;Aalten;2003 31 december nader voorlopig;5.87;
2315;4;Aalten;2004 31 december voorlopig;6.1;0.23
2316;4;Aalten;2004 31 december nader voorlopig;5.98;
2317;4;Aalten;2005 31 december voorlopig;8.28;-0.11
2318;4;Ter Aar;1993 30 september;2.03;
2319;4;Ter Aar;1994 30 september;1.91;
2320;4;Ter Aar;1995 31 december;1.93;
2321;4;Ter Aar;1996 31 december;2.2;0.27
2322;4;Ter Aar;1997 31 december;2.0;-0.06
2323;4;Ter Aar;1998 31 december;2.16;0.23
2324;4;Ter Aar;1999 31 december voorlopig;2.16;0.0
2325;4;Ter Aar;1999 31 december nader voorlopig;2.27;
2326;4;Ter Aar;2000 31 december voorlopig;2.25;-0.03
2327;4;Ter Aar;2000 31 december nader voorlopig;2.29;
2328;4;Ter Aar;2001 31 december voorlopig;2.37;0.08
2329;4;Ter Aar;2001 31 december nader voorlopig;2.37;
2330;4;Ter Aar;2002 31 december voorlopig;2.46;0.09
2331;4;Ter Aar;2002 31 december nader voorlopig;2.46;
2332;4;Ter Aar;2003 31 december voorlopig;2.25;-0.21
2333;4;Ter Aar;2003 31 december nader voorlopig;2.25;
2334;4;Ter Aar;2004 31 december voorlopig;2.12;-0.13
2335;4;Ter Aar;2004 31 december nader voorlopig;2.14;
2336;4;Ter Aar;2005 31 december voorlopig;2.12;-0.02
2337;4;Aardenburg;1993 30 september;0.54;
2338;4;Aardenburg;1994 30 september;0.5;
2339;4;Aardenburg;1995 31 december;0.0;0.0
2340;4;Aardenburg;1996 31 december;0.0;0.0
2341;4;Aardenburg;1997 31 december;0.0;0.0
2342;4;Aardenburg;1998 31 december;0.0;0.0
2343;4;Aardenburg;1999 31 december voorlopig;0.0;0.0
2344;4;Aardenburg;1999 31 december nader voorlopig;0.0;0.0
2345;4;Aardenburg;2000 31 december voorlopig;0.0;0.0
2346;4;Aardenburg;2000 31 december nader voorlopig;0.0;0.0
2347;4;Aardenburg;2001 31 december voorlopig;0.0;0.0
2348;4;Aardenburg;2001 31 december nader voorlopig;0.0;0.0
2349;4;Aardenburg;2002 31 december voorlopig;0.0;0.0
2350;4;Aardenburg;2002 31 december nader voorlopig;0.0;0.0
2351;4;Aardenburg;2003 31 december voorlopig;0.0;0.0
2352;4;Aardenburg;2003 31 december nader voorlopig;0.0;0.0
2353;4;Aardenburg;2004 31 december voorlopig;0.0;0.0
2354;4;Aardenburg;2004 31 december nader voorlopig;0.0;0.0
2355;4;Aardenburg;2005 31 december voorlopig;0.0;0.0
2356;4;Aarle-Rixtel;1993 30 september;0.89;
2357;4;Aarle-Rixtel;1994 30 september;0.86;
2358;4;Aarle-Rixtel;1995 31 december;0.95;
2359;4;Aarle-Rixtel;1996 31 december;0.99;0.05
2360;4;Aarle-Rixtel;1997 31 december;0.0;0.0
2361;4;Aarle-Rixtel;1998 31 december;0.0;0.0
2362;4;Aarle-Rixtel;1999 31 december voorlopig;0.0;0.0
2363;4;Aarle-Rixtel;1999 31 december nader voorlopig;0.0;0.0
2364;4;Aarle-Rixtel;2000 31 december voorlopig;0.0;0.0
2365;4;Aarle-Rixtel;2000 31 december nader voorlopig;0.0;0.0
2366;4;Aarle-Rixtel;2001 31 december voorlopig;0.0;0.0
2367;4;Aarle-Rixtel;2001 31 december nader voorlopig;0.0;0.0
2368;4;Aarle-Rixtel;2002 31 december voorlopig;0.0;0.0
2369;4;Aarle-Rixtel;2002 31 december nader voorlopig;0.0;0.0
2370;4;Aarle-Rixtel;2003 31 december voorlopig;0.0;0.0
2371;4;Aarle-Rixtel;2003 31 december nader voorlopig;0.0;0.0
2372;4;Aarle-Rixtel;2004 31 december voorlopig;0.0;0.0
2373;4;Aarle-Rixtel;2004 31 december nader voorlopig;0.0;0.0
2374;4;Aarle-Rixtel;2005 31 december voorlopig;0.0;0.0
2375;4;Abcoude;1993 30 september;1.23;
2376;4;Abcoude;1994 30 september;1.11;
2377;4;Abcoude;1995 31 december;1.16;
2378;4;Abcoude;1996 31 december;1.19;0.06
2379;4;Abcoude;1997 31 december;1.18;-0.03
2380;4;Abcoude;1998 31 december;1.21;0.05
2381;4;Abcoude;1999 31 december voorlopig;1.19;-0.03
2382;4;Abcoude;1999 31 december nader voorlopig;1.32;
2383;4;Abcoude;2000 31 december voorlopig;1.56;0.24
2384;4;Abcoude;2000 31 december nader voorlopig;1.51;
2385;4;Abcoude;2001 31 december voorlopig;1.45;-0.05
2386;4;Abcoude;2001 31 december nader voorlopig;1.45;
2387;4;Abcoude;2002 31 december voorlopig;1.47;0.03
2388;4;Abcoude;2002 31 december nader voorlopig;1.47;
2389;4;Abcoude;2003 31 december voorlopig;1.46;-0.01
2390;4;Abcoude;2003 31 december nader voorlopig;1.47;
2391;4;Abcoude;2004 31 december voorlopig;1.54;0.07
2392;4;Abcoude;2004 31 december nader voorlopig;1.53;
2393;4;Abcoude;2005 31 december voorlopig;1.55;0.02
2394;4;Achtkarspelen;1993 30 september;5.82;
2395;4;Achtkarspelen;1994 30 september;6.48;
2396;4;Achtkarspelen;1995 31 december;6.17;
2397;4;Achtkarspelen;1996 31 december;6.59;0.49
2398;4;Achtkarspelen;1997 31 december;6.53;-0.04
2399;4;Achtkarspelen;1998 31 december;6.72;0.26
2400;4;Achtkarspelen;1999 31 december voorlopig;6.91;0.19
2401;4;Achtkarspelen;1999 31 december nader voorlopig;7.18;
2402;4;Achtkarspelen;2000 31 december voorlopig;7.32;0.14
2403;4;Achtkarspelen;2000 31 december nader voorlopig;7.47;
2404;4;Achtkarspelen;2001 31 december voorlopig;7.97;0.5
2405;4;Achtkarspelen;2001 31 december nader voorlopig;8.14;
2406;4;Achtkarspelen;2002 31 december voorlopig;8.04;-0.09
2407;4;Achtkarspelen;2002 31 december nader voorlopig;7.83;
2408;4;Achtkarspelen;2003 31 december voorlopig;7.59;-0.24
2409;4;Achtkarspelen;2003 31 december nader voorlopig;7.58;
2410;4;Achtkarspelen;2004 31 december voorlopig;7.25;-0.33
2411;4;Achtkarspelen;2004 31 december nader voorlopig;7.27;
2412;4;Achtkarspelen;2005 31 december voorlopig;7.29;0.01
2413;4;Akersloot;1993 30 september;0.78;
2414;4;Akersloot;1994 30 september;0.73;
2415;4;Akersloot;1995 31 december;0.76;
2416;4;Akersloot;1996 31 december;0.65;-0.1
2417;4;Akersloot;1997 31 december;0.7;0.11
2418;4;Akersloot;1998 31 december;0.7;0.01
2419;4;Akersloot;1999 31 december voorlopig;0.76;0.05
2420;4;Akersloot;1999 31 december nader voorlopig;0.8;
2421;4;Akersloot;2000 31 december voorlopig;0.77;-0.03
2422;4;Akersloot;2000 31 december nader voorlopig;0.79;
2423;4;Akersloot;2001 31 december voorlopig;0.8;0.01
2424;4;Akersloot;2001 31 december nader voorlopig;0.93;
2425;4;Akersloot;2002 31 december voorlopig;0.0;0.0
2426;4;Akersloot;2002 31 december nader voorlopig;0.0;0.0
2427;4;Akersloot;2003 31 december voorlopig;0.0;0.0
2428;4;Akersloot;2003 31 december nader voorlopig;0.0;0.0
2429;4;Akersloot;2004 31 december voorlopig;0.0;0.0
2430;4;Akersloot;2004 31 december nader voorlopig;0.0;0.0
2431;4;Akersloot;2005 31 december voorlopig;0.0;0.0
2432;4;Alblasserdam;1993 30 september;4.94;
2433;4;Alblasserdam;1994 30 september;4.49;
2434;4;Alblasserdam;1995 31 december;4.58;
2435;4;Alblasserdam;1996 31 december;4.72;0.15
2436;4;Alblasserdam;1997 31 december;4.78;0.09
2437;4;Alblasserdam;1998 31 december;5.19;0.48
2438;4;Alblasserdam;1999 31 december voorlopig;5.35;0.16
2439;4;Alblasserdam;1999 31 december nader voorlopig;5.44;
2440;4;Alblasserdam;2000 31 december voorlopig;5.82;0.38
2441;4;Alblasserdam;2000 31 december nader voorlopig;5.8;
2442;4;Alblasserdam;2001 31 december voorlopig;6.22;0.42
