ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
5933;Total goods;Latvia;2010 June;12628.0;24799.0;12171.0
5934;Total goods;Latvia;2010 July;19276.0;23414.0;4138.0
5935;Total goods;Latvia;2010 August;10411.0;23171.0;12760.0
5936;Total goods;Latvia;2010 September;11055.0;26777.0;15722.0
5937;Total goods;Latvia;2010 October;11369.0;28978.0;17609.0
5938;Total goods;Latvia;2010 November;10482.0;29087.0;18605.0
5939;Total goods;Latvia;2010 December;49660.0;26425.0;-23235.0
5940;Total goods;Latvia;2010;171729.0;295539.0;123810.0
5941;Total goods;Latvia;2011 January;10440.0;25502.0;15062.0
5942;Total goods;Latvia;2011 February;13518.0;29550.0;16032.0
5943;Total goods;Latvia;2011 March;13887.0;34763.0;20876.0
5944;Total goods;Latvia;2011 April;101085.0;34247.0;-66838.0
5945;Total goods;Latvia;2011 May;104082.0;30029.0;-74053.0
5946;Total goods;Latvia;2011 June;15990.0;29586.0;13596.0
5947;Total goods;Latvia;2011 July;12662.0;30398.0;17736.0
5948;Total goods;Latvia;2011 August;18171.0;31546.0;13375.0
5949;Total goods;Latvia;2011 September;43413.0;33314.0;-10099.0
5950;Total goods;Latvia;2011 October;57335.0;34701.0;-22634.0
5951;Total goods;Latvia;2011 November;111153.0;34895.0;-76258.0
5952;Total goods;Latvia;2011 December;70664.0;25291.0;-45373.0
5953;Total goods;Latvia;2011;572400.0;373822.0;-198578.0
5954;Total goods;Latvia;2012 January;98063.0;26628.0;-71435.0
5955;Total goods;Latvia;2012 February;15056.0;30264.0;15208.0
5956;Total goods;Latvia;2012 March;26830.0;35025.0;8195.0
5957;Total goods;Latvia;2012 April;60390.0;31899.0;-28491.0
5958;Total goods;Latvia;2012 May;65011.0;30957.0;-34054.0
5959;Total goods;Latvia;2012 June;44446.0;32570.0;-11876.0
5960;Total goods;Latvia;2012 July;29485.0;31735.0;2250.0
5961;Total goods;Latvia;2012 August;135964.0;31279.0;-104685.0
5962;Total goods;Latvia;2012 September;16752.0;39887.0;23135.0
5963;Total goods;Latvia;2012 October;52260.0;38044.0;-14216.0
5964;Total goods;Latvia;2012 November;61857.0;38770.0;-23087.0
5965;Total goods;Latvia;2012 December;18943.0;28773.0;9830.0
5966;Total goods;Latvia;2012;625057.0;395831.0;-229226.0
5967;Total goods;Lithuania;1996 January;;;
5968;Total goods;Lithuania;1996 February;;;
5969;Total goods;Lithuania;1996 March;;;
5970;Total goods;Lithuania;1996 April;;;
5971;Total goods;Lithuania;1996 May;;;
5972;Total goods;Lithuania;1996 June;;;
5973;Total goods;Lithuania;1996 July;;;
5974;Total goods;Lithuania;1996 August;;;
5975;Total goods;Lithuania;1996 September;;;
5976;Total goods;Lithuania;1996 October;;;
5977;Total goods;Lithuania;1996 November;;;
5978;Total goods;Lithuania;1996 December;;;
5979;Total goods;Lithuania;1996;;;
5980;Total goods;Lithuania;1997 January;;;
5981;Total goods;Lithuania;1997 February;;;
5982;Total goods;Lithuania;1997 March;;;
5983;Total goods;Lithuania;1997 April;;;
5984;Total goods;Lithuania;1997 May;;;
5985;Total goods;Lithuania;1997 June;;;
5986;Total goods;Lithuania;1997 July;;;
5987;Total goods;Lithuania;1997 August;;;
5988;Total goods;Lithuania;1997 September;;;
5989;Total goods;Lithuania;1997 October;;;
5990;Total goods;Lithuania;1997 November;;;
5991;Total goods;Lithuania;1997 December;;;
5992;Total goods;Lithuania;1997;;;
5993;Total goods;Lithuania;1998 January;;;
5994;Total goods;Lithuania;1998 February;;;
5995;Total goods;Lithuania;1998 March;;;
5996;Total goods;Lithuania;1998 April;;;
5997;Total goods;Lithuania;1998 May;;;
5998;Total goods;Lithuania;1998 June;;;
5999;Total goods;Lithuania;1998 July;;;
6000;Total goods;Lithuania;1998 August;;;
6001;Total goods;Lithuania;1998 September;;;
6002;Total goods;Lithuania;1998 October;;;
6003;Total goods;Lithuania;1998 November;;;
6004;Total goods;Lithuania;1998 December;;;
6005;Total goods;Lithuania;1998;;;
6006;Total goods;Lithuania;1999 January;;;
6007;Total goods;Lithuania;1999 February;;;
6008;Total goods;Lithuania;1999 March;;;
6009;Total goods;Lithuania;1999 April;;;
6010;Total goods;Lithuania;1999 May;;;
6011;Total goods;Lithuania;1999 June;;;
6012;Total goods;Lithuania;1999 July;;;
6013;Total goods;Lithuania;1999 August;;;
6014;Total goods;Lithuania;1999 September;;;
6015;Total goods;Lithuania;1999 October;;;
6016;Total goods;Lithuania;1999 November;;;
6017;Total goods;Lithuania;1999 December;;;
6018;Total goods;Lithuania;1999;;;
6019;Total goods;Lithuania;2000 January;;;
6020;Total goods;Lithuania;2000 February;;;
6021;Total goods;Lithuania;2000 March;;;
6022;Total goods;Lithuania;2000 April;;;
6023;Total goods;Lithuania;2000 May;;;
6024;Total goods;Lithuania;2000 June;;;
6025;Total goods;Lithuania;2000 July;;;
6026;Total goods;Lithuania;2000 August;;;
6027;Total goods;Lithuania;2000 September;;;
6028;Total goods;Lithuania;2000 October;;;
6029;Total goods;Lithuania;2000 November;;;
6030;Total goods;Lithuania;2000 December;;;
6031;Total goods;Lithuania;2000;;;
6032;Total goods;Lithuania;2001 January;;;
6033;Total goods;Lithuania;2001 February;;;
6034;Total goods;Lithuania;2001 March;;;
6035;Total goods;Lithuania;2001 April;;;
6036;Total goods;Lithuania;2001 May;;;
6037;Total goods;Lithuania;2001 June;;;
6038;Total goods;Lithuania;2001 July;;;
6039;Total goods;Lithuania;2001 August;;;
6040;Total goods;Lithuania;2001 September;;;
6041;Total goods;Lithuania;2001 October;;;
6042;Total goods;Lithuania;2001 November;;;
6043;Total goods;Lithuania;2001 December;;;
6044;Total goods;Lithuania;2001;;;
6045;Total goods;Lithuania;2002 January;;;
6046;Total goods;Lithuania;2002 February;;;
6047;Total goods;Lithuania;2002 March;;;
6048;Total goods;Lithuania;2002 April;;;
6049;Total goods;Lithuania;2002 May;;;
6050;Total goods;Lithuania;2002 June;;;
6051;Total goods;Lithuania;2002 July;;;
6052;Total goods;Lithuania;2002 August;;;
6053;Total goods;Lithuania;2002 September;;;
6054;Total goods;Lithuania;2002 October;;;
6055;Total goods;Lithuania;2002 November;;;
6056;Total goods;Lithuania;2002 December;;;
6057;Total goods;Lithuania;2002;;;
6058;Total goods;Lithuania;2003 January;;;
6059;Total goods;Lithuania;2003 February;;;
6060;Total goods;Lithuania;2003 March;;;
6061;Total goods;Lithuania;2003 April;;;
6062;Total goods;Lithuania;2003 May;;;
6063;Total goods;Lithuania;2003 June;;;
6064;Total goods;Lithuania;2003 July;;;
6065;Total goods;Lithuania;2003 August;;;
6066;Total goods;Lithuania;2003 September;;;
6067;Total goods;Lithuania;2003 October;;;
6068;Total goods;Lithuania;2003 November;;;
6069;Total goods;Lithuania;2003 December;;;
6070;Total goods;Lithuania;2003;;;
6071;Total goods;Lithuania;2004 January;;;
6072;Total goods;Lithuania;2004 February;;;
6073;Total goods;Lithuania;2004 March;;;
6074;Total goods;Lithuania;2004 April;;;
6075;Total goods;Lithuania;2004 May;16754.0;17104.0;350.0
6076;Total goods;Lithuania;2004 June;32684.0;22522.0;-10162.0
6077;Total goods;Lithuania;2004 July;11645.0;18818.0;7173.0
6078;Total goods;Lithuania;2004 August;28091.0;22129.0;-5962.0
6079;Total goods;Lithuania;2004 September;22277.0;27870.0;5593.0
6080;Total goods;Lithuania;2004 October;9178.0;26022.0;16844.0
6081;Total goods;Lithuania;2004 November;13378.0;27184.0;13806.0
6082;Total goods;Lithuania;2004 December;15247.0;24003.0;8756.0
6083;Total goods;Lithuania;2004;149254.0;185652.0;36398.0
6084;Total goods;Lithuania;2005 January;15748.0;20132.0;4384.0
6085;Total goods;Lithuania;2005 February;11525.0;26177.0;14652.0
6086;Total goods;Lithuania;2005 March;15641.0;32612.0;16971.0
6087;Total goods;Lithuania;2005 April;25971.0;30559.0;4588.0
6088;Total goods;Lithuania;2005 May;14547.0;30809.0;16262.0
6089;Total goods;Lithuania;2005 June;20108.0;29062.0;8954.0
6090;Total goods;Lithuania;2005 July;17431.0;26506.0;9075.0
6091;Total goods;Lithuania;2005 August;19418.0;32887.0;13469.0
6092;Total goods;Lithuania;2005 September;15268.0;34552.0;19284.0
6093;Total goods;Lithuania;2005 October;28799.0;34552.0;5753.0
6094;Total goods;Lithuania;2005 November;15317.0;38871.0;23554.0
6095;Total goods;Lithuania;2005 December;18925.0;39357.0;20432.0
6096;Total goods;Lithuania;2005;218698.0;376076.0;157378.0
6097;Total goods;Lithuania;2006 January;20620.0;32121.0;11501.0
6098;Total goods;Lithuania;2006 February;27146.0;33728.0;6582.0
6099;Total goods;Lithuania;2006 March;28420.0;45740.0;17320.0
6100;Total goods;Lithuania;2006 April;18191.0;34422.0;16231.0
6101;Total goods;Lithuania;2006 May;18444.0;35031.0;16587.0
6102;Total goods;Lithuania;2006 June;22731.0;45042.0;22311.0
6103;Total goods;Lithuania;2006 July;24944.0;34654.0;9710.0
6104;Total goods;Lithuania;2006 August;17079.0;40806.0;23727.0
6105;Total goods;Lithuania;2006 September;18259.0;49134.0;30875.0
6106;Total goods;Lithuania;2006 October;22869.0;48161.0;25292.0
6107;Total goods;Lithuania;2006 November;19729.0;40919.0;21190.0
6108;Total goods;Lithuania;2006 December;14117.0;34197.0;20080.0
6109;Total goods;Lithuania;2006;252549.0;473955.0;221406.0
6110;Total goods;Lithuania;2007 January;18467.0;41284.0;22817.0
6111;Total goods;Lithuania;2007 February;14412.0;44206.0;29794.0
6112;Total goods;Lithuania;2007 March;15521.0;43843.0;28322.0
6113;Total goods;Lithuania;2007 April;15731.0;40365.0;24634.0
6114;Total goods;Lithuania;2007 May;16785.0;44192.0;27407.0
6115;Total goods;Lithuania;2007 June;35353.0;60799.0;25446.0
6116;Total goods;Lithuania;2007 July;23062.0;48599.0;25537.0
6117;Total goods;Lithuania;2007 August;27954.0;58205.0;30251.0
6118;Total goods;Lithuania;2007 September;17921.0;50847.0;32926.0
6119;Total goods;Lithuania;2007 October;26037.0;51958.0;25921.0
6120;Total goods;Lithuania;2007 November;22374.0;51370.0;28996.0
6121;Total goods;Lithuania;2007 December;14174.0;47797.0;33623.0
6122;Total goods;Lithuania;2007;247791.0;583465.0;335674.0
6123;Total goods;Lithuania;2008 January;18268.0;56776.0;38508.0
6124;Total goods;Lithuania;2008 February;18607.0;57011.0;38404.0
6125;Total goods;Lithuania;2008 March;19439.0;51598.0;32159.0
6126;Total goods;Lithuania;2008 April;15535.0;56598.0;41063.0
6127;Total goods;Lithuania;2008 May;21245.0;60031.0;38786.0
6128;Total goods;Lithuania;2008 June;31061.0;49229.0;18168.0
6129;Total goods;Lithuania;2008 July;42673.0;52821.0;10148.0
6130;Total goods;Lithuania;2008 August;21879.0;46318.0;24439.0
6131;Total goods;Lithuania;2008 September;18383.0;52015.0;33632.0
6132;Total goods;Lithuania;2008 October;16517.0;45106.0;28589.0
6133;Total goods;Lithuania;2008 November;32481.0;41070.0;8589.0
6134;Total goods;Lithuania;2008 December;25182.0;42698.0;17516.0
6135;Total goods;Lithuania;2008;281270.0;611271.0;330001.0
6136;Total goods;Lithuania;2009 January;27099.0;30698.0;3599.0
6137;Total goods;Lithuania;2009 February;26100.0;32112.0;6012.0
6138;Total goods;Lithuania;2009 March;33605.0;45047.0;11442.0
6139;Total goods;Lithuania;2009 April;17533.0;39650.0;22117.0
6140;Total goods;Lithuania;2009 May;19273.0;35583.0;16310.0
6141;Total goods;Lithuania;2009 June;18221.0;41725.0;23504.0
6142;Total goods;Lithuania;2009 July;31283.0;38795.0;7512.0
6143;Total goods;Lithuania;2009 August;23194.0;40659.0;17465.0
6144;Total goods;Lithuania;2009 September;34416.0;38898.0;4482.0
6145;Total goods;Lithuania;2009 October;29054.0;37123.0;8069.0
6146;Total goods;Lithuania;2009 November;21064.0;34460.0;13396.0
6147;Total goods;Lithuania;2009 December;31569.0;33901.0;2332.0
6148;Total goods;Lithuania;2009;312411.0;448651.0;136240.0
6149;Total goods;Lithuania;2010 January;46860.0;30053.0;-16807.0
6150;Total goods;Lithuania;2010 February;53638.0;38721.0;-14917.0
6151;Total goods;Lithuania;2010 March;46991.0;45917.0;-1074.0
6152;Total goods;Lithuania;2010 April;58473.0;44011.0;-14462.0
6153;Total goods;Lithuania;2010 May;53543.0;38983.0;-14560.0
6154;Total goods;Lithuania;2010 June;82081.0;38879.0;-43202.0
6155;Total goods;Lithuania;2010 July;74045.0;54363.0;-19682.0
6156;Total goods;Lithuania;2010 August;75534.0;57154.0;-18380.0
6157;Total goods;Lithuania;2010 September;80378.0;52135.0;-28243.0
6158;Total goods;Lithuania;2010 October;60788.0;51967.0;-8821.0
6159;Total goods;Lithuania;2010 November;112154.0;54962.0;-57192.0
6160;Total goods;Lithuania;2010 December;86787.0;58365.0;-28422.0
6161;Total goods;Lithuania;2010;831272.0;565510.0;-265762.0
6162;Total goods;Lithuania;2011 January;133426.0;56875.0;-76551.0
6163;Total goods;Lithuania;2011 February;121133.0;52882.0;-68251.0
6164;Total goods;Lithuania;2011 March;129287.0;69533.0;-59754.0
6165;Total goods;Lithuania;2011 April;82027.0;62055.0;-19972.0
6166;Total goods;Lithuania;2011 May;116411.0;61927.0;-54484.0
6167;Total goods;Lithuania;2011 June;83326.0;51394.0;-31932.0
6168;Total goods;Lithuania;2011 July;103937.0;48987.0;-54950.0
6169;Total goods;Lithuania;2011 August;144443.0;59393.0;-85050.0
6170;Total goods;Lithuania;2011 September;132826.0;62902.0;-69924.0
6171;Total goods;Lithuania;2011 October;157922.0;62799.0;-95123.0
6172;Total goods;Lithuania;2011 November;117359.0;65512.0;-51847.0
6173;Total goods;Lithuania;2011 December;108532.0;65450.0;-43082.0
6174;Total goods;Lithuania;2011;1430629.0;719709.0;-710920.0
6175;Total goods;Lithuania;2012 January;125127.0;53753.0;-71374.0
6176;Total goods;Lithuania;2012 February;132560.0;58405.0;-74155.0
6177;Total goods;Lithuania;2012 March;136365.0;64921.0;-71444.0
6178;Total goods;Lithuania;2012 April;167327.0;67129.0;-100198.0
6179;Total goods;Lithuania;2012 May;34219.0;71225.0;37006.0
6180;Total goods;Lithuania;2012 June;107064.0;69840.0;-37224.0
6181;Total goods;Lithuania;2012 July;111559.0;80030.0;-31529.0
6182;Total goods;Lithuania;2012 August;149100.0;64062.0;-85038.0
6183;Total goods;Lithuania;2012 September;155669.0;70980.0;-84689.0
6184;Total goods;Lithuania;2012 October;117782.0;73594.0;-44188.0
6185;Total goods;Lithuania;2012 November;82697.0;68517.0;-14180.0
6186;Total goods;Lithuania;2012 December;109324.0;61985.0;-47339.0
6187;Total goods;Lithuania;2012;1428793.0;804441.0;-624352.0
6188;Total goods;Poland;1996 January;58053.0;87131.0;29079.0
6189;Total goods;Poland;1996 February;60288.0;89468.0;29179.0
6190;Total goods;Poland;1996 March;71589.0;103532.0;31943.0
6191;Total goods;Poland;1996 April;78010.0;95971.0;17961.0
6192;Total goods;Poland;1996 May;59624.0;99719.0;40095.0
6193;Total goods;Poland;1996 June;61288.0;113844.0;52557.0
6194;Total goods;Poland;1996 July;65346.0;101707.0;36361.0
6195;Total goods;Poland;1996 August;55646.0;92405.0;36759.0
6196;Total goods;Poland;1996 September;63554.0;114314.0;50759.0
6197;Total goods;Poland;1996 October;65014.0;118421.0;53407.0
6198;Total goods;Poland;1996 November;60680.0;109246.0;48565.0
6199;Total goods;Poland;1996 December;64360.0;99128.0;34768.0
6200;Total goods;Poland;1996;763452.0;1224886.0;461434.0
6201;Total goods;Poland;1997 January;60958.0;118432.0;57474.0
6202;Total goods;Poland;1997 February;73659.0;115178.0;41518.0
6203;Total goods;Poland;1997 March;71391.0;114722.0;43331.0
6204;Total goods;Poland;1997 April;74473.0;122030.0;47557.0
6205;Total goods;Poland;1997 May;72755.0;130680.0;57925.0
6206;Total goods;Poland;1997 June;66022.0;127912.0;61890.0
6207;Total goods;Poland;1997 July;72917.0;115167.0;42251.0
6208;Total goods;Poland;1997 August;70477.0;113327.0;42850.0
6209;Total goods;Poland;1997 September;81537.0;144372.0;62835.0
6210;Total goods;Poland;1997 October;78329.0;144325.0;65996.0
6211;Total goods;Poland;1997 November;69111.0;145500.0;76389.0
6212;Total goods;Poland;1997 December;75750.0;143298.0;67548.0
6213;Total goods;Poland;1997;867378.0;1534942.0;667564.0
6214;Total goods;Poland;1998 January;67056.0;156598.0;89543.0
6215;Total goods;Poland;1998 February;79710.0;154486.0;74776.0
6216;Total goods;Poland;1998 March;97243.0;161532.0;64289.0
6217;Total goods;Poland;1998 April;84299.0;155437.0;71138.0
6218;Total goods;Poland;1998 May;84866.0;158987.0;74122.0
6219;Total goods;Poland;1998 June;82250.0;157101.0;74852.0
6220;Total goods;Poland;1998 July;90781.0;181973.0;91191.0
6221;Total goods;Poland;1998 August;82357.0;149445.0;67088.0
6222;Total goods;Poland;1998 September;103553.0;172785.0;69232.0
6223;Total goods;Poland;1998 October;95773.0;172855.0;77082.0
6224;Total goods;Poland;1998 November;97583.0;170373.0;72790.0
6225;Total goods;Poland;1998 December;92062.0;143068.0;51006.0
6226;Total goods;Poland;1998;1057533.0;1934641.0;877108.0
6227;Total goods;Poland;1999 January;79219.0;148649.0;69430.0
6228;Total goods;Poland;1999 February;87255.0;145839.0;58584.0
6229;Total goods;Poland;1999 March;112064.0;174316.0;62252.0
6230;Total goods;Poland;1999 April;89708.0;157292.0;67584.0
6231;Total goods;Poland;1999 May;98101.0;147406.0;49305.0
6232;Total goods;Poland;1999 June;90790.0;169914.0;79124.0
6233;Total goods;Poland;1999 July;94485.0;159082.0;64597.0
6234;Total goods;Poland;1999 August;87632.0;142348.0;54716.0
6235;Total goods;Poland;1999 September;97152.0;181963.0;84811.0
6236;Total goods;Poland;1999 October;95085.0;188870.0;93785.0
6237;Total goods;Poland;1999 November;96478.0;192490.0;96012.0
6238;Total goods;Poland;1999 December;96013.0;194035.0;98022.0
6239;Total goods;Poland;1999;1123982.0;2002204.0;878223.0
6240;Total goods;Poland;2000 January;100840.0;183342.0;82501.0
6241;Total goods;Poland;2000 February;104939.0;170445.0;65506.0
6242;Total goods;Poland;2000 March;114956.0;219136.0;104180.0
6243;Total goods;Poland;2000 April;106244.0;183876.0;77632.0
6244;Total goods;Poland;2000 May;102569.0;222708.0;120138.0
6245;Total goods;Poland;2000 June;107449.0;208291.0;100841.0
6246;Total goods;Poland;2000 July;104310.0;193476.0;89166.0
6247;Total goods;Poland;2000 August;118539.0;199802.0;81263.0
6248;Total goods;Poland;2000 September;120305.0;230602.0;110297.0
6249;Total goods;Poland;2000 October;136102.0;229494.0;93393.0
6250;Total goods;Poland;2000 November;122470.0;249166.0;126696.0
6251;Total goods;Poland;2000 December;110768.0;215587.0;104819.0
6252;Total goods;Poland;2000;1349493.0;2505925.0;1156433.0
6253;Total goods;Poland;2001 January;121449.0;220610.0;99161.0
6254;Total goods;Poland;2001 February;117884.0;203409.0;85525.0
6255;Total goods;Poland;2001 March;137829.0;236399.0;98570.0
6256;Total goods;Poland;2001 April;126501.0;210751.0;84250.0
6257;Total goods;Poland;2001 May;149149.0;227854.0;78705.0
6258;Total goods;Poland;2001 June;133900.0;226889.0;92989.0
6259;Total goods;Poland;2001 July;140439.0;204345.0;63906.0
6260;Total goods;Poland;2001 August;118417.0;187924.0;69507.0
6261;Total goods;Poland;2001 September;122192.0;204684.0;82492.0
6262;Total goods;Poland;2001 October;135382.0;240291.0;104909.0
6263;Total goods;Poland;2001 November;132270.0;236920.0;104650.0
6264;Total goods;Poland;2001 December;113197.0;187185.0;73988.0
6265;Total goods;Poland;2001;1548609.0;2587261.0;1038652.0
6266;Total goods;Poland;2002 January;125581.0;224707.0;99126.0
