ID;Pensioenuitvoerders;PensioenregelingenOvereenkomsten;StatusPensioenaanspraken;Perioden;AansprakenOpVerzekerdPartnerpensioen_1;PartnerOntvangtTotAOWDatum_2;PartnerOntvangtVanafAOWDatum_3;PartnerOntvangtTotAOWDatum_4;PartnerOntvangtVanafAOWDatum_5
0;Totaal pensioenuitvoerders;Totaal;Totaal;2017;17692550;75065162.0;67990215.0;47699640.0;59710393.0
1;Totaal pensioenuitvoerders;Totaal;Totaal;2018;18113820;77379456.0;71492256.0;50202694.0;62861036.0
2;Totaal pensioenuitvoerders;Totaal;Totaal;2019;18263220;86705961.0;72829130.0;53637439.0;65427357.0
3;Totaal pensioenuitvoerders;Totaal;Totaal;2020;18416000;88021703.0;74054681.0;56067019.0;68657269.0
4;Totaal pensioenuitvoerders;Totaal;Totaal;2021;18800290;92836843.0;77566931.0;65763568.0;69987636.0
5;Totaal pensioenuitvoerders;Totaal;Totaal;2022;18567830;98377338.0;81798161.0;75644614.0;79297921.0
6;Totaal pensioenuitvoerders;Totaal;Totaal;2023;18832880;105658764.0;87288667.0;77434554.0;82274718.0
7;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2017;7264790;66714342.0;59877974.0;38846762.0;50268651.0
8;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2018;7265700;68615163.0;62675138.0;40424716.0;52308119.0
9;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2019;7455090;77165781.0;63424700.0;43414012.0;54526579.0
10;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2020;7347620;78466379.0;64634332.0;45403198.0;57400260.0
11;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2021;7636080;82925202.0;67785122.0;54196981.0;58104652.0
12;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2022;7860480;88732866.0;72288966.0;63158626.0;66761359.0
13;Totaal pensioenuitvoerders;Totaal;Actieve pensioenaanspraken;2023;8037530;95060834.0;76821005.0;64368381.0;68947476.0
14;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2017;10425720;8330609.0;8092031.0;8833008.0;9421872.0
15;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2018;10848120;8764293.0;8817118.0;9777979.0;10552917.0
16;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2019;10808140;9540180.0;9404430.0;10223427.0;10900779.0
17;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2020;11068380;9555324.0;9420349.0;10663821.0;11257009.0
18;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2021;11164210;9911640.0;9781809.0;11566587.0;11882984.0
19;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2022;10707350;9644472.0;9509195.0;12485989.0;12536562.0
20;Totaal pensioenuitvoerders;Totaal;Niet-actieve pensioenaanspraken;2023;10795350;10597930.0;10467662.0;13066173.0;13327243.0
21;Totaal pensioenuitvoerders;Totaal;Onbekend;2017;2040;20210.0;20210.0;19870.0;19870.0
22;Totaal pensioenuitvoerders;Totaal;Onbekend;2018;0;0.0;0.0;0.0;0.0
23;Totaal pensioenuitvoerders;Totaal;Onbekend;2019;0;0.0;0.0;0.0;0.0
24;Totaal pensioenuitvoerders;Totaal;Onbekend;2020;0;0.0;0.0;0.0;0.0
25;Totaal pensioenuitvoerders;Totaal;Onbekend;2021;0;0.0;0.0;0.0;0.0
26;Totaal pensioenuitvoerders;Totaal;Onbekend;2022;0;0.0;0.0;0.0;0.0
27;Totaal pensioenuitvoerders;Totaal;Onbekend;2023;0;0.0;0.0;0.0;0.0
28;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2017;14075680;72841972.0;65869531.0;44542266.0;55673618.0
29;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2018;14399300;74554853.0;69006811.0;46013760.0;58118551.0
30;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2019;14649880;82937643.0;69870070.0;48136368.0;59437089.0
31;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2020;14657780;84571367.0;71574822.0;49611070.0;61749998.0
32;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2021;14915320;88770596.0;74662659.0;58758609.0;62319120.0
33;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2022;14491820;93548772.0;78372371.0;64214009.0;66852325.0
34;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Totaal;2023;14847190;103261165.0;85399278.0;67448713.0;70416619.0
35;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2017;6202650;64806565.0;58075864.0;36222413.0;47070362.0
36;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2018;6251980;66049292.0;60448560.0;37152187.0;48674844.0
37;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2019;6403070;73770107.0;60837154.0;38849252.0;49617880.0
38;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2020;6346110;75376959.0;62514592.0;40144233.0;51768223.0
39;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2021;6494870;79233445.0;65253985.0;48597023.0;51886261.0
40;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2022;6544370;84300094.0;69257811.0;53852783.0;56457988.0
41;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Actieve pensioenaanspraken;2023;6851660;93175494.0;75443690.0;56302460.0;59037617.0
42;Totaal pensioenuitvoerders;Uitkeringsovereenkomst;Niet-actieve pensioenaanspraken;2017;7873020;8035407.0;7793668.0;8319852.0;8603256.0
