ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
8591;Groot-Rijnmond (CR);1996 June;;;;;;;;
8592;Groot-Rijnmond (CR);1996 2nd quarter;44.5;2.3;8.2;3273.0;12.3;10.4;86796.0;284.0
8593;Groot-Rijnmond (CR);1996 July;;;;;;;;
8594;Groot-Rijnmond (CR);1996 August;;;;;;;;
8595;Groot-Rijnmond (CR);1996 September;;;;;;;;
8596;Groot-Rijnmond (CR);1996 3rd quarter;46.0;3.4;10.4;3507.0;7.1;10.3;93149.0;327.0
8597;Groot-Rijnmond (CR);1996 October;;;;;;;;
8598;Groot-Rijnmond (CR);1996 November;;;;;;;;
8599;Groot-Rijnmond (CR);1996 December;;;;;;;;
8600;Groot-Rijnmond (CR);1996 4th quarter;46.7;1.6;10.7;3832.0;9.3;3.0;93158.0;357.0
8601;Groot-Rijnmond (CR);1996;45.7;9.3;9.3;13526.0;8.5;8.5;89711.0;1213.0
8602;Groot-Rijnmond (CR);1997 January;;;;;;;;
8603;Groot-Rijnmond (CR);1997 February;;;;;;;;
8604;Groot-Rijnmond (CR);1997 March ;;;;;;;;
8605;Groot-Rijnmond (CR);1997 1st quarter;48.2;3.1;10.8;2832.0;-26.1;-2.8;92716.0;263.0
8606;Groot-Rijnmond (CR);1997 April;;;;;;;;
8607;Groot-Rijnmond (CR);1997 May;;;;;;;;
8608;Groot-Rijnmond (CR);1997 June;;;;;;;;
8609;Groot-Rijnmond (CR);1997 2nd quarter;49.4;2.6;11.2;3527.0;24.5;7.8;99465.0;351.0
8610;Groot-Rijnmond (CR);1997 July;;;;;;;;
8611;Groot-Rijnmond (CR);1997 August;;;;;;;;
8612;Groot-Rijnmond (CR);1997 September;;;;;;;;
8613;Groot-Rijnmond (CR);1997 3rd quarter;51.2;3.5;11.3;3682.0;4.4;5.0;99508.0;366.0
8614;Groot-Rijnmond (CR);1997 October;;;;;;;;
8615;Groot-Rijnmond (CR);1997 November;;;;;;;;
8616;Groot-Rijnmond (CR);1997 December;;;;;;;;
8617;Groot-Rijnmond (CR);1997 4th quarter;51.6;0.9;10.4;3798.0;3.2;-0.9;99704.0;379.0
8618;Groot-Rijnmond (CR);1997;50.7;10.9;10.9;13839.0;2.3;2.3;98161.0;1358.0
8619;Groot-Rijnmond (CR);1998 January;;;;;;;;
8620;Groot-Rijnmond (CR);1998 February;;;;;;;;
8621;Groot-Rijnmond (CR);1998 March ;;;;;;;;
8622;Groot-Rijnmond (CR);1998 1st quarter;52.0;0.7;7.9;3417.0;-10.0;20.7;99193.0;339.0
8623;Groot-Rijnmond (CR);1998 April;;;;;;;;
8624;Groot-Rijnmond (CR);1998 May;;;;;;;;
8625;Groot-Rijnmond (CR);1998 June;;;;;;;;
8626;Groot-Rijnmond (CR);1998 2nd quarter;53.5;2.8;8.1;4007.0;17.3;13.6;102948.0;413.0
8627;Groot-Rijnmond (CR);1998 July;;;;;;;;
8628;Groot-Rijnmond (CR);1998 August;;;;;;;;
8629;Groot-Rijnmond (CR);1998 September;;;;;;;;
8630;Groot-Rijnmond (CR);1998 3rd quarter;55.0;2.8;7.4;4594.0;14.6;24.8;108346.0;498.0
8631;Groot-Rijnmond (CR);1998 October;;;;;;;;
8632;Groot-Rijnmond (CR);1998 November;;;;;;;;
8633;Groot-Rijnmond (CR);1998 December;;;;;;;;
8634;Groot-Rijnmond (CR);1998 4th quarter;56.0;1.9;8.6;4965.0;8.1;30.7;108819.0;540.0
8635;Groot-Rijnmond (CR);1998;54.8;8.0;8.0;16983.0;22.7;22.7;105369.0;1789.0
8636;Groot-Rijnmond (CR);1999 January;;;;;;;;
8637;Groot-Rijnmond (CR);1999 February;;;;;;;;
8638;Groot-Rijnmond (CR);1999 March ;;;;;;;;
8639;Groot-Rijnmond (CR);1999 1st quarter;58.6;4.5;12.7;3518.0;-29.1;3.0;111842.0;393.0
8640;Groot-Rijnmond (CR);1999 April;;;;;;;;
8641;Groot-Rijnmond (CR);1999 May;;;;;;;;
8642;Groot-Rijnmond (CR);1999 June;;;;;;;;
8643;Groot-Rijnmond (CR);1999 2nd quarter;60.8;3.8;13.8;3783.0;7.5;-5.6;116554.0;441.0
8644;Groot-Rijnmond (CR);1999 July;;;;;;;;
8645;Groot-Rijnmond (CR);1999 August;;;;;;;;
8646;Groot-Rijnmond (CR);1999 September;;;;;;;;
8647;Groot-Rijnmond (CR);1999 3rd quarter;63.5;4.3;15.4;4339.0;14.7;-5.6;124811.0;542.0
8648;Groot-Rijnmond (CR);1999 October;;;;;;;;
8649;Groot-Rijnmond (CR);1999 November;;;;;;;;
8650;Groot-Rijnmond (CR);1999 December;;;;;;;;
8651;Groot-Rijnmond (CR);1999 4th quarter;65.9;3.8;17.5;4774.0;10.0;-3.8;124742.0;596.0
8652;Groot-Rijnmond (CR);1999;62.4;14.0;14.0;16414.0;-3.4;-3.4;120108.0;1971.0
8653;Groot-Rijnmond (CR);2000 January;;;;;;;;
8654;Groot-Rijnmond (CR);2000 February;;;;;;;;
8655;Groot-Rijnmond (CR);2000 March;;;;;;;;
8656;Groot-Rijnmond (CR);2000 1st quarter;68.9;4.6;17.6;3475.0;-27.2;-1.2;133864.0;465.0
8657;Groot-Rijnmond (CR);2000 April;;;;;;;;
8658;Groot-Rijnmond (CR);2000 May;;;;;;;;
8659;Groot-Rijnmond (CR);2000 June;;;;;;;;
8660;Groot-Rijnmond (CR);2000 2nd quarter;70.8;2.7;16.3;3888.0;11.9;2.8;137838.0;536.0
8661;Groot-Rijnmond (CR);2000 July;;;;;;;;
8662;Groot-Rijnmond (CR);2000 August;;;;;;;;
8663;Groot-Rijnmond (CR);2000 September;;;;;;;;
8664;Groot-Rijnmond (CR);2000 3rd quarter;73.6;3.9;15.9;3938.0;1.3;-9.2;146210.0;576.0
8665;Groot-Rijnmond (CR);2000 October;;;;;;;;
8666;Groot-Rijnmond (CR);2000 November;;;;;;;;
8667;Groot-Rijnmond (CR);2000 December;;;;;;;;
8668;Groot-Rijnmond (CR);2000 4th quarter;76.0;3.3;15.4;4406.0;11.9;-7.7;147885.0;652.0
8669;Groot-Rijnmond (CR);2000;72.6;16.2;16.2;15707.0;-4.3;-4.3;141876.0;2228.0
8670;Groot-Rijnmond (CR);2001 January;;;;;;;;
8671;Groot-Rijnmond (CR);2001 February;;;;;;;;
8672;Groot-Rijnmond (CR);2001 March;;;;;;;;
8673;Groot-Rijnmond (CR);2001 1st quarter;78.0;2.7;13.2;3253.0;-26.2;-6.4;146183.0;476.0
8674;Groot-Rijnmond (CR);2001 April;;;;;;;;
8675;Groot-Rijnmond (CR);2001 May;;;;;;;;
8676;Groot-Rijnmond (CR);2001 June;;;;;;;;
8677;Groot-Rijnmond (CR);2001 2nd quarter;79.4;1.8;12.2;3940.0;21.1;1.3;152605.0;601.0
8678;Groot-Rijnmond (CR);2001 July;;;;;;;;
8679;Groot-Rijnmond (CR);2001 August;;;;;;;;
8680;Groot-Rijnmond (CR);2001 September;;;;;;;;
8681;Groot-Rijnmond (CR);2001 3rd quarter;82.1;3.5;11.7;4321.0;9.7;9.7;160077.0;692.0
8682;Groot-Rijnmond (CR);2001 October;;;;;;;;
8683;Groot-Rijnmond (CR);2001 November;;;;;;;;
8684;Groot-Rijnmond (CR);2001 December;;;;;;;;
8685;Groot-Rijnmond (CR);2001 4th quarter;83.3;1.4;9.6;4861.0;12.5;10.3;159451.0;775.0
8686;Groot-Rijnmond (CR);2001;81.0;11.7;11.7;16375.0;4.3;4.3;155333.0;2544.0
8687;Groot-Rijnmond (CR);2002 January;;;;;;;;
8688;Groot-Rijnmond (CR);2002 February;;;;;;;;
8689;Groot-Rijnmond (CR);2002 March;;;;;;;;
8690;Groot-Rijnmond (CR);2002 1st quarter;85.3;2.4;9.4;3806.0;-21.7;17.0;161885.0;616.0
8691;Groot-Rijnmond (CR);2002 April;;;;;;;;
8692;Groot-Rijnmond (CR);2002 May;;;;;;;;
8693;Groot-Rijnmond (CR);2002 June;;;;;;;;
8694;Groot-Rijnmond (CR);2002 2nd quarter;87.0;2.0;9.6;4264.0;12.0;8.2;166533.0;710.0
8695;Groot-Rijnmond (CR);2002 July;;;;;;;;
8696;Groot-Rijnmond (CR);2002 August;;;;;;;;
8697;Groot-Rijnmond (CR);2002 September;;;;;;;;
8698;Groot-Rijnmond (CR);2002 3rd quarter;88.5;1.7;7.7;4695.0;10.1;8.7;171677.0;806.0
8699;Groot-Rijnmond (CR);2002 October;;;;;;;;
8700;Groot-Rijnmond (CR);2002 November;;;;;;;;
8701;Groot-Rijnmond (CR);2002 December;;;;;;;;
8702;Groot-Rijnmond (CR);2002 4th quarter;88.8;0.4;6.7;4317.0;-8.1;-11.2;170694.0;737.0
8703;Groot-Rijnmond (CR);2002;87.7;8.3;8.3;17082.0;4.3;4.3;167963.0;2869.0
8704;Groot-Rijnmond (CR);2003 January;;;;;;;;
8705;Groot-Rijnmond (CR);2003 February;;;;;;;;
8706;Groot-Rijnmond (CR);2003 March;;;;;;;;
8707;Groot-Rijnmond (CR);2003 1st quarter;90.6;2.0;6.2;3464.0;-19.8;-9.0;169692.0;588.0
8708;Groot-Rijnmond (CR);2003 April;;;;;;;;
8709;Groot-Rijnmond (CR);2003 May;;;;;;;;
8710;Groot-Rijnmond (CR);2003 June;;;;;;;;
8711;Groot-Rijnmond (CR);2003 2nd quarter;91.9;1.4;5.6;3934.0;13.6;-7.7;172761.0;680.0
8712;Groot-Rijnmond (CR);2003 July;;;;;;;;
8713;Groot-Rijnmond (CR);2003 August;;;;;;;;
8714;Groot-Rijnmond (CR);2003 September;;;;;;;;
8715;Groot-Rijnmond (CR);2003 3rd quarter;93.0;1.2;5.1;4171.0;6.0;-11.2;177985.0;742.0
8716;Groot-Rijnmond (CR);2003 October;;;;;;;;
8717;Groot-Rijnmond (CR);2003 November;;;;;;;;
8718;Groot-Rijnmond (CR);2003 December;;;;;;;;
8719;Groot-Rijnmond (CR);2003 4th quarter;94.3;1.4;6.1;4762.0;14.2;10.3;181052.0;862.0
8720;Groot-Rijnmond (CR);2003;92.4;5.4;5.4;16331.0;-4.4;-4.4;175862.0;2872.0
8721;Groot-Rijnmond (CR);2004 January;;;;;;;;
8722;Groot-Rijnmond (CR);2004 February;;;;;;;;
8723;Groot-Rijnmond (CR);2004 March;;;;;;;;
8724;Groot-Rijnmond (CR);2004 1st quarter;95.1;0.9;4.9;3646.0;-23.4;5.3;182854.0;667.0
8725;Groot-Rijnmond (CR);2004 April;;;;;;;;
8726;Groot-Rijnmond (CR);2004 May;;;;;;;;
8727;Groot-Rijnmond (CR);2004 June;;;;;;;;
8728;Groot-Rijnmond (CR);2004 2nd quarter;96.1;1.0;4.5;4072.0;11.7;3.5;184218.0;750.0
8729;Groot-Rijnmond (CR);2004 July;;;;;;;;
8730;Groot-Rijnmond (CR);2004 August;;;;;;;;
8731;Groot-Rijnmond (CR);2004 September;;;;;;;;
8732;Groot-Rijnmond (CR);2004 3rd quarter;97.1;1.1;4.5;4082.0;0.2;-2.1;187813.0;767.0
8733;Groot-Rijnmond (CR);2004 October;;;;;;;;
8734;Groot-Rijnmond (CR);2004 November;;;;;;;;
8735;Groot-Rijnmond (CR);2004 December;;;;;;;;
8736;Groot-Rijnmond (CR);2004 4th quarter;97.5;0.4;3.4;4498.0;10.2;-5.5;184609.0;830.0
8737;Groot-Rijnmond (CR);2004;96.5;4.4;4.4;16298.0;-0.2;-0.2;184921.0;3014.0
8738;Groot-Rijnmond (CR);2005 January;;;;;;;;
8739;Groot-Rijnmond (CR);2005 February;;;;;;;;
8740;Groot-Rijnmond (CR);2005 March;;;;;;;;
8741;Groot-Rijnmond (CR);2005 1st quarter;98.3;0.8;3.3;3504.0;-22.1;-3.9;185293.0;649.0
8742;Groot-Rijnmond (CR);2005 April;;;;;;;;
8743;Groot-Rijnmond (CR);2005 May;;;;;;;;
8744;Groot-Rijnmond (CR);2005 June;;;;;;;;
8745;Groot-Rijnmond (CR);2005 2nd quarter;99.9;1.7;4.0;4154.0;18.6;2.0;191384.0;795.0
8746;Groot-Rijnmond (CR);2005 July;;;;;;;;
8747;Groot-Rijnmond (CR);2005 August;;;;;;;;
8748;Groot-Rijnmond (CR);2005 September;;;;;;;;
8749;Groot-Rijnmond (CR);2005 3rd quarter;100.9;1.0;3.9;4421.0;6.4;8.3;200872.0;888.0
8750;Groot-Rijnmond (CR);2005 October;;;;;;;;
8751;Groot-Rijnmond (CR);2005 November;;;;;;;;
8752;Groot-Rijnmond (CR);2005 December;;;;;;;;
8753;Groot-Rijnmond (CR);2005 4th quarter;100.9;-0.1;3.5;4896.0;10.7;8.8;193307.0;946.0
8754;Groot-Rijnmond (CR);2005;100.0;3.7;3.7;16975.0;4.2;4.2;193152.0;3279.0
8755;Groot-Rijnmond (CR);2006 January;;;;;;;;
8756;Groot-Rijnmond (CR);2006 February;;;;;;;;
8757;Groot-Rijnmond (CR);2006 March;;;;;;;;
8758;Groot-Rijnmond (CR);2006 1st quarter;102.5;1.6;4.3;3956.0;-19.2;12.9;199200.0;788.0
8759;Groot-Rijnmond (CR);2006 April;;;;;;;;
8760;Groot-Rijnmond (CR);2006 May;;;;;;;;
8761;Groot-Rijnmond (CR);2006 June;;;;;;;;
8762;Groot-Rijnmond (CR);2006 2nd quarter;103.2;0.7;3.3;4332.0;9.5;4.3;202384.0;877.0
8763;Groot-Rijnmond (CR);2006 July;;;;;;;;
8764;Groot-Rijnmond (CR);2006 August;;;;;;;;
8765;Groot-Rijnmond (CR);2006 September;;;;;;;;
8766;Groot-Rijnmond (CR);2006 3rd quarter;104.3;1.1;3.4;4220.0;-2.6;-4.5;205774.0;868.0
8767;Groot-Rijnmond (CR);2006 October;;;;;;;;
8768;Groot-Rijnmond (CR);2006 November;;;;;;;;
8769;Groot-Rijnmond (CR);2006 December;;;;;;;;
8770;Groot-Rijnmond (CR);2006 4th quarter;105.0;0.7;4.1;4395.0;4.1;-10.2;208360.0;916.0
8771;Groot-Rijnmond (CR);2006;103.7;3.7;3.7;16903.0;-0.4;-0.4;204039.0;3449.0
8772;Groot-Rijnmond (CR);2007 January;;;;;;;;
8773;Groot-Rijnmond (CR);2007 February;;;;;;;;
8774;Groot-Rijnmond (CR);2007 March;;;;;;;;
8775;Groot-Rijnmond (CR);2007 1st quarter;105.9;0.9;3.3;3923.0;-10.7;-0.8;206066.0;808.0
8776;Groot-Rijnmond (CR);2007 April;;;;;;;;
8777;Groot-Rijnmond (CR);2007 May;;;;;;;;
8778;Groot-Rijnmond (CR);2007 June;;;;;;;;
8779;Groot-Rijnmond (CR);2007 2nd quarter;106.6;0.6;3.3;4131.0;5.3;-4.6;208133.0;860.0
8780;Groot-Rijnmond (CR);2007 July;;;;;;;;
8781;Groot-Rijnmond (CR);2007 August;;;;;;;;
8782;Groot-Rijnmond (CR);2007 September;;;;;;;;
8783;Groot-Rijnmond (CR);2007 3rd quarter;107.5;0.9;3.1;4305.0;4.2;2.0;218606.0;941.0
8784;Groot-Rijnmond (CR);2007 October;;;;;;;;
8785;Groot-Rijnmond (CR);2007 November;;;;;;;;
8786;Groot-Rijnmond (CR);2007 December;;;;;;;;
8787;Groot-Rijnmond (CR);2007 4th quarter;107.9;0.3;2.7;4473.0;3.9;1.8;214720.0;960.0
8788;Groot-Rijnmond (CR);2007;107.0;3.1;3.1;16832.0;-0.4;-0.4;212080.0;3570.0
8789;Groot-Rijnmond (CR);2008 January;;;;;;;;
8790;Groot-Rijnmond (CR);2008 February;;;;;;;;
8791;Groot-Rijnmond (CR);2008 March;;;;;;;;
8792;Groot-Rijnmond (CR);2008 1st quarter;108.5;0.5;2.4;3409.0;-23.8;-13.1;215490.0;735.0
8793;Groot-Rijnmond (CR);2008 April;;;;;;;;
8794;Groot-Rijnmond (CR);2008 May;;;;;;;;
8795;Groot-Rijnmond (CR);2008 June;;;;;;;;
8796;Groot-Rijnmond (CR);2008 2nd quarter;109.0;0.5;2.3;3811.0;11.8;-7.7;211988.0;808.0
8797;Groot-Rijnmond (CR);2008 July;;;;;;;;
8798;Groot-Rijnmond (CR);2008 August;;;;;;;;
8799;Groot-Rijnmond (CR);2008 September;;;;;;;;
8800;Groot-Rijnmond (CR);2008 3rd quarter;110.3;1.2;2.6;3766.0;-1.2;-12.5;220964.0;832.0
8801;Groot-Rijnmond (CR);2008 October;;;;;;;;
8802;Groot-Rijnmond (CR);2008 November;;;;;;;;
8803;Groot-Rijnmond (CR);2008 December;;;;;;;;
8804;Groot-Rijnmond (CR);2008 4th quarter;110.2;0.0;2.2;3597.0;-4.5;-19.6;218748.0;787.0
8805;Groot-Rijnmond (CR);2008;109.5;2.4;2.4;14583.0;-13.4;-13.4;216792.0;3161.0
8806;Groot-Rijnmond (CR);2009 January;;;;;;;;
8807;Groot-Rijnmond (CR);2009 February;;;;;;;;
8808;Groot-Rijnmond (CR);2009 March;;;;;;;;
8809;Groot-Rijnmond (CR);2009 1st quarter;109.0;-1.2;0.5;2267.0;-37.0;-33.5;212018.0;481.0
8810;Groot-Rijnmond (CR);2009 April;;;;;;;;
8811;Groot-Rijnmond (CR);2009 May;;;;;;;;
8812;Groot-Rijnmond (CR);2009 June;;;;;;;;
8813;Groot-Rijnmond (CR);2009 2nd quarter;106.8;-2.0;-2.0;2486.0;9.7;-34.8;205027.0;510.0
8814;Groot-Rijnmond (CR);2009 July;;;;;;;;
8815;Groot-Rijnmond (CR);2009 August;;;;;;;;
8816;Groot-Rijnmond (CR);2009 September;;;;;;;;
8817;Groot-Rijnmond (CR);2009 3rd quarter;106.3;-0.5;-3.6;2687.0;8.1;-28.7;201767.0;542.0
8818;Groot-Rijnmond (CR);2009 October;;;;;;;;
8819;Groot-Rijnmond (CR);2009 November;;;;;;;;
8820;Groot-Rijnmond (CR);2009 December;;;;;;;;
8821;Groot-Rijnmond (CR);2009 4th quarter;105.5;-0.8;-4.3;2992.0;11.4;-16.8;207390.0;621.0
8822;Groot-Rijnmond (CR);2009;106.6;-2.6;-2.6;10432.0;-28.5;-28.5;206384.0;2153.0
8823;Groot-Rijnmond (CR);2010 January;;;;;;;;
8824;Groot-Rijnmond (CR);2010 February;;;;;;;;
8825;Groot-Rijnmond (CR);2010 March;;;;;;;;
8826;Groot-Rijnmond (CR);2010 1st quarter;105.1;-0.3;-3.5;2323.0;-22.4;2.5;207316.0;482.0
8827;Groot-Rijnmond (CR);2010 April;;;;;;;;
8828;Groot-Rijnmond (CR);2010 May;;;;;;;;
8829;Groot-Rijnmond (CR);2010 June;;;;;;;;
8830;Groot-Rijnmond (CR);2010 2nd quarter;105.3;0.1;-1.5;2523.0;8.6;1.5;208819.0;527.0
8831;Groot-Rijnmond (CR);2010 July;;;;;;;;
8832;Groot-Rijnmond (CR);2010 August;;;;;;;;
8833;Groot-Rijnmond (CR);2010 September;;;;;;;;
8834;Groot-Rijnmond (CR);2010 3rd quarter;104.8;-0.4;-1.4;2412.0;-4.4;-10.2;212330.0;512.0
8835;Groot-Rijnmond (CR);2010 October;;;;;;;;
8836;Groot-Rijnmond (CR);2010 November;;;;;;;;
8837;Groot-Rijnmond (CR);2010 December;;;;;;;;
8838;Groot-Rijnmond (CR);2010 4th quarter;104.0;-0.7;-1.4;2660.0;10.3;-11.1;208166.0;554.0
8839;Groot-Rijnmond (CR);2010;105.0;-1.5;-1.5;9918.0;-4.9;-4.9;209146.0;2074.0
8840;Groot-Rijnmond (CR);2011 January;;;;;;;;
8841;Groot-Rijnmond (CR);2011 February;;;;;;;;
8842;Groot-Rijnmond (CR);2011 March;;;;;;;;
8843;Groot-Rijnmond (CR);2011 1st quarter;104.3;0.3;-0.7;2184.0;-17.9;-6.0;211765.0;462.0
8844;Groot-Rijnmond (CR);2011 April;;;;;;;;
8845;Groot-Rijnmond (CR);2011 May;;;;;;;;
8846;Groot-Rijnmond (CR);2011 June;;;;;;;;
8847;Groot-Rijnmond (CR);2011 2nd quarter;103.8;-0.5;-1.4;2341.0;7.2;-7.2;211912.0;496.0
8848;Groot-Rijnmond (CR);2011 July;;;;;;;;
8849;Groot-Rijnmond (CR);2011 August;;;;;;;;
8850;Groot-Rijnmond (CR);2011 September;;;;;;;;
8851;Groot-Rijnmond (CR);2011 3rd quarter;103.5;-0.3;-1.3;2256.0;-3.6;-6.5;215026.0;485.0
8852;Groot-Rijnmond (CR);2011 October;;;;;;;;
8853;Groot-Rijnmond (CR);2011 November;;;;;;;;
8854;Groot-Rijnmond (CR);2011 December;;;;;;;;
8855;Groot-Rijnmond (CR);2011 4th quarter;102.2;-1.2;-1.8;2449.0;8.6;-7.9;205954.0;504.0
8856;Groot-Rijnmond (CR);2011;103.5;-1.4;-1.4;9230.0;-6.9;-6.9;211058.0;1948.0
8857;Groot-Rijnmond (CR);2012 January;;;;;;;;
8858;Groot-Rijnmond (CR);2012 February;;;;;;;;
8859;Groot-Rijnmond (CR);2012 March;;;;;;;;
8860;Groot-Rijnmond (CR);2012 1st quarter;100.4;-1.8;-3.8;1951.0;-20.3;-10.7;209912.0;410.0
8861;Groot-Rijnmond (CR);2012 April;;;;;;;;
8862;Groot-Rijnmond (CR);2012 May;;;;;;;;
8863;Groot-Rijnmond (CR);2012 June;;;;;;;;
8864;Groot-Rijnmond (CR);2012 2nd quarter;99.9;-0.5;-3.8;2588.0;32.6;10.6;209296.0;542.0
8865;Groot-Rijnmond (CR);2012 July;;;;;;;;
8866;Groot-Rijnmond (CR);2012 August;;;;;;;;
8867;Groot-Rijnmond (CR);2012 September;;;;;;;;
8868;Groot-Rijnmond (CR);2012 3rd quarter;96.4;-3.5;-6.9;1789.0;-30.9;-20.7;193736.0;347.0
8869;Groot-Rijnmond (CR);2012 October;;;;;;;;
8870;Groot-Rijnmond (CR);2012 November;;;;;;;;
8871;Groot-Rijnmond (CR);2012 December;;;;;;;;
8872;Groot-Rijnmond (CR);2012 4th quarter;95.8;-0.6;-6.2;2659.0;48.6;8.6;197516.0;525.0
8873;Groot-Rijnmond (CR);2012;98.7;-4.6;-4.6;8987.0;-2.6;-2.6;202847.0;1823.0
8874;Zuidoost-Zuid-Holland (CR);1995 January;;;;;;;;
8875;Zuidoost-Zuid-Holland (CR);1995 February;;;;;;;;
8876;Zuidoost-Zuid-Holland (CR);1995 March ;;;;;;;;
8877;Zuidoost-Zuid-Holland (CR);1995 1st quarter;42.3;;;714.0;;;82219.0;59.0
8878;Zuidoost-Zuid-Holland (CR);1995 April;;;;;;;;
8879;Zuidoost-Zuid-Holland (CR);1995 May;;;;;;;;
8880;Zuidoost-Zuid-Holland (CR);1995 June;;;;;;;;
8881;Zuidoost-Zuid-Holland (CR);1995 2nd quarter;42.2;-0.2;;1050.0;47.1;;81443.0;86.0
8882;Zuidoost-Zuid-Holland (CR);1995 July;;;;;;;;
8883;Zuidoost-Zuid-Holland (CR);1995 August;;;;;;;;
8884;Zuidoost-Zuid-Holland (CR);1995 September;;;;;;;;
8885;Zuidoost-Zuid-Holland (CR);1995 3rd quarter;43.2;2.3;;1081.0;3.0;;89174.0;96.0
8886;Zuidoost-Zuid-Holland (CR);1995 October;;;;;;;;
8887;Zuidoost-Zuid-Holland (CR);1995 November;;;;;;;;
8888;Zuidoost-Zuid-Holland (CR);1995 December;;;;;;;;
8889;Zuidoost-Zuid-Holland (CR);1995 4th quarter;44.2;2.4;;1284.0;18.8;;86454.0;111.0
8890;Zuidoost-Zuid-Holland (CR);1995;42.0;;;4129.0;;;85159.0;352.0
8891;Zuidoost-Zuid-Holland (CR);1996 January;;;;;;;;
8892;Zuidoost-Zuid-Holland (CR);1996 February;;;;;;;;
8893;Zuidoost-Zuid-Holland (CR);1996 March ;;;;;;;;
8894;Zuidoost-Zuid-Holland (CR);1996 1st quarter;45.6;3.2;7.9;890.0;-30.7;24.6;91847.0;82.0
8895;Zuidoost-Zuid-Holland (CR);1996 April;;;;;;;;
8896;Zuidoost-Zuid-Holland (CR);1996 May;;;;;;;;
8897;Zuidoost-Zuid-Holland (CR);1996 June;;;;;;;;
8898;Zuidoost-Zuid-Holland (CR);1996 2nd quarter;46.5;2.0;10.3;1082.0;21.6;3.0;97354.0;105.0
8899;Zuidoost-Zuid-Holland (CR);1996 July;;;;;;;;
8900;Zuidoost-Zuid-Holland (CR);1996 August;;;;;;;;
8901;Zuidoost-Zuid-Holland (CR);1996 September;;;;;;;;
8902;Zuidoost-Zuid-Holland (CR);1996 3rd quarter;47.1;1.3;9.2;1256.0;16.1;16.2;95887.0;120.0
8903;Zuidoost-Zuid-Holland (CR);1996 October;;;;;;;;
8904;Zuidoost-Zuid-Holland (CR);1996 November;;;;;;;;
8905;Zuidoost-Zuid-Holland (CR);1996 December;;;;;;;;
8906;Zuidoost-Zuid-Holland (CR);1996 4th quarter;48.8;3.5;10.4;1354.0;7.8;5.5;97783.0;132.0
8907;Zuidoost-Zuid-Holland (CR);1996;46.0;9.5;9.5;4582.0;11.0;11.0;96009.0;440.0
8908;Zuidoost-Zuid-Holland (CR);1997 January;;;;;;;;
8909;Zuidoost-Zuid-Holland (CR);1997 February;;;;;;;;
8910;Zuidoost-Zuid-Holland (CR);1997 March ;;;;;;;;
8911;Zuidoost-Zuid-Holland (CR);1997 1st quarter;49.3;1.0;8.1;964.0;-28.8;8.3;99381.0;96.0
8912;Zuidoost-Zuid-Holland (CR);1997 April;;;;;;;;
8913;Zuidoost-Zuid-Holland (CR);1997 May;;;;;;;;
8914;Zuidoost-Zuid-Holland (CR);1997 June;;;;;;;;
8915;Zuidoost-Zuid-Holland (CR);1997 2nd quarter;51.9;5.3;11.5;1036.0;7.5;-4.3;105933.0;110.0
8916;Zuidoost-Zuid-Holland (CR);1997 July;;;;;;;;
8917;Zuidoost-Zuid-Holland (CR);1997 August;;;;;;;;
8918;Zuidoost-Zuid-Holland (CR);1997 September;;;;;;;;
8919;Zuidoost-Zuid-Holland (CR);1997 3rd quarter;53.5;3.1;13.6;1312.0;26.6;4.5;104533.0;137.0
8920;Zuidoost-Zuid-Holland (CR);1997 October;;;;;;;;
8921;Zuidoost-Zuid-Holland (CR);1997 November;;;;;;;;
8922;Zuidoost-Zuid-Holland (CR);1997 December;;;;;;;;
8923;Zuidoost-Zuid-Holland (CR);1997 4th quarter;54.6;2.0;11.9;1403.0;6.9;3.6;108263.0;152.0
8924;Zuidoost-Zuid-Holland (CR);1997;51.2;11.3;11.3;4715.0;2.9;2.9;104897.0;495.0
8925;Zuidoost-Zuid-Holland (CR);1998 January;;;;;;;;
8926;Zuidoost-Zuid-Holland (CR);1998 February;;;;;;;;
8927;Zuidoost-Zuid-Holland (CR);1998 March ;;;;;;;;
8928;Zuidoost-Zuid-Holland (CR);1998 1st quarter;55.9;2.4;13.4;929.0;-33.8;-3.6;111698.0;104.0
8929;Zuidoost-Zuid-Holland (CR);1998 April;;;;;;;;
8930;Zuidoost-Zuid-Holland (CR);1998 May;;;;;;;;
8931;Zuidoost-Zuid-Holland (CR);1998 June;;;;;;;;
8932;Zuidoost-Zuid-Holland (CR);1998 2nd quarter;56.1;0.3;8.0;1201.0;29.3;15.9;114656.0;138.0
8933;Zuidoost-Zuid-Holland (CR);1998 July;;;;;;;;
8934;Zuidoost-Zuid-Holland (CR);1998 August;;;;;;;;
8935;Zuidoost-Zuid-Holland (CR);1998 September;;;;;;;;
8936;Zuidoost-Zuid-Holland (CR);1998 3rd quarter;58.3;3.9;8.8;1262.0;5.1;-3.8;118843.0;150.0
8937;Zuidoost-Zuid-Holland (CR);1998 October;;;;;;;;
8938;Zuidoost-Zuid-Holland (CR);1998 November;;;;;;;;
